context: A curse corrodes Tomoe's body. response:	Did you remember?
context: In just a bit, I would have been able to talk to the fallen god too.\I could have saved Tomoe too!\But if I had left you just like that, your body-\I don't care about my body!\I'm going to go back once more to the past, right now!\It's impossible with your body like that.\Nanami-san!\You're not alone. response:	Just like you care for Tomoe,
context: I could have saved Tomoe too!\But if I had left you just like that, your body-\I don't care about my body!\I'm going to go back once more to the past, right now!\It's impossible with your body like that.\Nanami-san!\You're not alone.\Just like you care for Tomoe, response:	Tomoe, Mizuki and everyone else care about you.
context: But if I had left you just like that, your body-\I don't care about my body!\I'm going to go back once more to the past, right now!\It's impossible with your body like that.\Nanami-san!\You're not alone.\Just like you care for Tomoe,\Tomoe, Mizuki and everyone else care about you. response:	That's why, you should take better care of yourself.
context: I don't care about my body!\I'm going to go back once more to the past, right now!\It's impossible with your body like that.\Nanami-san!\You're not alone.\Just like you care for Tomoe,\Tomoe, Mizuki and everyone else care about you.\That's why, you should take better care of yourself. response:	Don't shoulder everything alone.
context: I'm going to go back once more to the past, right now!\It's impossible with your body like that.\Nanami-san!\You're not alone.\Just like you care for Tomoe,\Tomoe, Mizuki and everyone else care about you.\That's why, you should take better care of yourself.\Don't shoulder everything alone. response:	Even if everyone is far away, they'll be watching over you.
context: It's impossible with your body like that.\Nanami-san!\You're not alone.\Just like you care for Tomoe,\Tomoe, Mizuki and everyone else care about you.\That's why, you should take better care of yourself.\Don't shoulder everything alone.\Even if everyone is far away, they'll be watching over you. response:	Mikage-san's gentle voice...
context: Nanami-san!\You're not alone.\Just like you care for Tomoe,\Tomoe, Mizuki and everyone else care about you.\That's why, you should take better care of yourself.\Don't shoulder everything alone.\Even if everyone is far away, they'll be watching over you.\Mikage-san's gentle voice... response:	To go back to the past, you must prepare your physical condition.
context: You're not alone.\Just like you care for Tomoe,\Tomoe, Mizuki and everyone else care about you.\That's why, you should take better care of yourself.\Don't shoulder everything alone.\Even if everyone is far away, they'll be watching over you.\Mikage-san's gentle voice...\To go back to the past, you must prepare your physical condition. response:	First, let's replenish your energy.
context: Just like you care for Tomoe,\Tomoe, Mizuki and everyone else care about you.\That's why, you should take better care of yourself.\Don't shoulder everything alone.\Even if everyone is far away, they'll be watching over you.\Mikage-san's gentle voice...\To go back to the past, you must prepare your physical condition.\First, let's replenish your energy. response:	Are you hungry yet?
context: Tomoe, Mizuki and everyone else care about you.\That's why, you should take better care of yourself.\Don't shoulder everything alone.\Even if everyone is far away, they'll be watching over you.\Mikage-san's gentle voice...\To go back to the past, you must prepare your physical condition.\First, let's replenish your energy.\Are you hungry yet? response:	N-Now that you mention it...
context: That's why, you should take better care of yourself.\Don't shoulder everything alone.\Even if everyone is far away, they'll be watching over you.\Mikage-san's gentle voice...\To go back to the past, you must prepare your physical condition.\First, let's replenish your energy.\Are you hungry yet?\N-Now that you mention it... response:	Right now, everyone is putting your share of ingredients.
context: Don't shoulder everything alone.\Even if everyone is far away, they'll be watching over you.\Mikage-san's gentle voice...\To go back to the past, you must prepare your physical condition.\First, let's replenish your energy.\Are you hungry yet?\N-Now that you mention it...\Right now, everyone is putting your share of ingredients. response:	Nanami-chan!
context: Even if everyone is far away, they'll be watching over you.\Mikage-san's gentle voice...\To go back to the past, you must prepare your physical condition.\First, let's replenish your energy.\Are you hungry yet?\N-Now that you mention it...\Right now, everyone is putting your share of ingredients.\Nanami-chan! response:	You're late.
context: Mikage-san's gentle voice...\To go back to the past, you must prepare your physical condition.\First, let's replenish your energy.\Are you hungry yet?\N-Now that you mention it...\Right now, everyone is putting your share of ingredients.\Nanami-chan!\You're late. response:	Nanami-sama!!
context: To go back to the past, you must prepare your physical condition.\First, let's replenish your energy.\Are you hungry yet?\N-Now that you mention it...\Right now, everyone is putting your share of ingredients.\Nanami-chan!\You're late.\Nanami-sama!! response:	Wha? What's happening everyone? Gathering around like that...!
context: First, let's replenish your energy.\Are you hungry yet?\N-Now that you mention it...\Right now, everyone is putting your share of ingredients.\Nanami-chan!\You're late.\Nanami-sama!!\Wha? What's happening everyone? Gathering around like that...! response:	Well, everyone barged in, you see.
context: Are you hungry yet?\N-Now that you mention it...\Right now, everyone is putting your share of ingredients.\Nanami-chan!\You're late.\Nanami-sama!!\Wha? What's happening everyone? Gathering around like that...!\Well, everyone barged in, you see. response:	Nanami-sama!!
context: N-Now that you mention it...\Right now, everyone is putting your share of ingredients.\Nanami-chan!\You're late.\Nanami-sama!!\Wha? What's happening everyone? Gathering around like that...!\Well, everyone barged in, you see.\Nanami-sama!! response:	Onikiri-kun! Kotetsu-kun!
context: Right now, everyone is putting your share of ingredients.\Nanami-chan!\You're late.\Nanami-sama!!\Wha? What's happening everyone? Gathering around like that...!\Well, everyone barged in, you see.\Nanami-sama!!\Onikiri-kun! Kotetsu-kun! response:	Nanami-chaaan!!
context: Nanami-chan!\You're late.\Nanami-sama!!\Wha? What's happening everyone? Gathering around like that...!\Well, everyone barged in, you see.\Nanami-sama!!\Onikiri-kun! Kotetsu-kun!\Nanami-chaaan!! response:	I'm sorry, Nanami-chan.
context: You're late.\Nanami-sama!!\Wha? What's happening everyone? Gathering around like that...!\Well, everyone barged in, you see.\Nanami-sama!!\Onikiri-kun! Kotetsu-kun!\Nanami-chaaan!!\I'm sorry, Nanami-chan. response:	After that, Mikage-san took me back here.
context: Nanami-sama!!\Wha? What's happening everyone? Gathering around like that...!\Well, everyone barged in, you see.\Nanami-sama!!\Onikiri-kun! Kotetsu-kun!\Nanami-chaaan!!\I'm sorry, Nanami-chan.\After that, Mikage-san took me back here. response:	Mizuki...
context: Wha? What's happening everyone? Gathering around like that...!\Well, everyone barged in, you see.\Nanami-sama!!\Onikiri-kun! Kotetsu-kun!\Nanami-chaaan!!\I'm sorry, Nanami-chan.\After that, Mikage-san took me back here.\Mizuki... response:	I rushed here on hearing that your familiar was in grave danger.
context: Well, everyone barged in, you see.\Nanami-sama!!\Onikiri-kun! Kotetsu-kun!\Nanami-chaaan!!\I'm sorry, Nanami-chan.\After that, Mikage-san took me back here.\Mizuki...\I rushed here on hearing that your familiar was in grave danger. response:	That guy should die once and for all.
context: Nanami-sama!!\Onikiri-kun! Kotetsu-kun!\Nanami-chaaan!!\I'm sorry, Nanami-chan.\After that, Mikage-san took me back here.\Mizuki...\I rushed here on hearing that your familiar was in grave danger.\That guy should die once and for all. response:	If there's anything we could do to help, please tell us, okay?
context: Onikiri-kun! Kotetsu-kun!\Nanami-chaaan!!\I'm sorry, Nanami-chan.\After that, Mikage-san took me back here.\Mizuki...\I rushed here on hearing that your familiar was in grave danger.\That guy should die once and for all.\If there's anything we could do to help, please tell us, okay? response:	Ryuu-ou, Kamehime-san...
context: Nanami-chaaan!!\I'm sorry, Nanami-chan.\After that, Mikage-san took me back here.\Mizuki...\I rushed here on hearing that your familiar was in grave danger.\That guy should die once and for all.\If there's anything we could do to help, please tell us, okay?\Ryuu-ou, Kamehime-san... response:	Nanami.
context: I'm sorry, Nanami-chan.\After that, Mikage-san took me back here.\Mizuki...\I rushed here on hearing that your familiar was in grave danger.\That guy should die once and for all.\If there's anything we could do to help, please tell us, okay?\Ryuu-ou, Kamehime-san...\Nanami. response:	I heard that you're not feeling well.
context: After that, Mikage-san took me back here.\Mizuki...\I rushed here on hearing that your familiar was in grave danger.\That guy should die once and for all.\If there's anything we could do to help, please tell us, okay?\Ryuu-ou, Kamehime-san...\Nanami.\I heard that you're not feeling well. response:	This is an excellent restorative handed down in my family.
context: Mizuki...\I rushed here on hearing that your familiar was in grave danger.\That guy should die once and for all.\If there's anything we could do to help, please tell us, okay?\Ryuu-ou, Kamehime-san...\Nanami.\I heard that you're not feeling well.\This is an excellent restorative handed down in my family. response:	Kurama...
context: I rushed here on hearing that your familiar was in grave danger.\That guy should die once and for all.\If there's anything we could do to help, please tell us, okay?\Ryuu-ou, Kamehime-san...\Nanami.\I heard that you're not feeling well.\This is an excellent restorative handed down in my family.\Kurama... response:	Follow the directions for your recovery and take your medicine properly. Okay?
context: That guy should die once and for all.\If there's anything we could do to help, please tell us, okay?\Ryuu-ou, Kamehime-san...\Nanami.\I heard that you're not feeling well.\This is an excellent restorative handed down in my family.\Kurama...\Follow the directions for your recovery and take your medicine properly. Okay? response:	And here's a souvenir from Nezumi Land.
context: If there's anything we could do to help, please tell us, okay?\Ryuu-ou, Kamehime-san...\Nanami.\I heard that you're not feeling well.\This is an excellent restorative handed down in my family.\Kurama...\Follow the directions for your recovery and take your medicine properly. Okay?\And here's a souvenir from Nezumi Land. response:	Kota chose it.
context: Ryuu-ou, Kamehime-san...\Nanami.\I heard that you're not feeling well.\This is an excellent restorative handed down in my family.\Kurama...\Follow the directions for your recovery and take your medicine properly. Okay?\And here's a souvenir from Nezumi Land.\Kota chose it. response:	They're sweets.
context: Nanami.\I heard that you're not feeling well.\This is an excellent restorative handed down in my family.\Kurama...\Follow the directions for your recovery and take your medicine properly. Okay?\And here's a souvenir from Nezumi Land.\Kota chose it.\They're sweets. response:	So you did go to Nemzumi Land.
context: I heard that you're not feeling well.\This is an excellent restorative handed down in my family.\Kurama...\Follow the directions for your recovery and take your medicine properly. Okay?\And here's a souvenir from Nezumi Land.\Kota chose it.\They're sweets.\So you did go to Nemzumi Land. response:	So? Where's that damn fox right now?
context: This is an excellent restorative handed down in my family.\Kurama...\Follow the directions for your recovery and take your medicine properly. Okay?\And here's a souvenir from Nezumi Land.\Kota chose it.\They're sweets.\So you did go to Nemzumi Land.\So? Where's that damn fox right now? response:	Oh, Tomoe's in here.
context: Kurama...\Follow the directions for your recovery and take your medicine properly. Okay?\And here's a souvenir from Nezumi Land.\Kota chose it.\They're sweets.\So you did go to Nemzumi Land.\So? Where's that damn fox right now?\Oh, Tomoe's in here. response:	Hey fox! So you're dying? How disappointing!
context: Follow the directions for your recovery and take your medicine properly. Okay?\And here's a souvenir from Nezumi Land.\Kota chose it.\They're sweets.\So you did go to Nemzumi Land.\So? Where's that damn fox right now?\Oh, Tomoe's in here.\Hey fox! So you're dying? How disappointing! response:	Repay your debt to me first, then die!!
context: And here's a souvenir from Nezumi Land.\Kota chose it.\They're sweets.\So you did go to Nemzumi Land.\So? Where's that damn fox right now?\Oh, Tomoe's in here.\Hey fox! So you're dying? How disappointing!\Repay your debt to me first, then die!! response:	Dear, please behave yourself!
context: Kota chose it.\They're sweets.\So you did go to Nemzumi Land.\So? Where's that damn fox right now?\Oh, Tomoe's in here.\Hey fox! So you're dying? How disappointing!\Repay your debt to me first, then die!!\Dear, please behave yourself! response:	Honestly, it's just as Ryuu-ou says.
context: They're sweets.\So you did go to Nemzumi Land.\So? Where's that damn fox right now?\Oh, Tomoe's in here.\Hey fox! So you're dying? How disappointing!\Repay your debt to me first, then die!!\Dear, please behave yourself!\Honestly, it's just as Ryuu-ou says. response:	Don't cause hardship for Nanami.
context: So you did go to Nemzumi Land.\So? Where's that damn fox right now?\Oh, Tomoe's in here.\Hey fox! So you're dying? How disappointing!\Repay your debt to me first, then die!!\Dear, please behave yourself!\Honestly, it's just as Ryuu-ou says.\Don't cause hardship for Nanami. response:	A familiar causing trouble for their master is the worst, Tomoe-kun!
context: So? Where's that damn fox right now?\Oh, Tomoe's in here.\Hey fox! So you're dying? How disappointing!\Repay your debt to me first, then die!!\Dear, please behave yourself!\Honestly, it's just as Ryuu-ou says.\Don't cause hardship for Nanami.\A familiar causing trouble for their master is the worst, Tomoe-kun! response:	That's correct. Hurry and come back!
context: Oh, Tomoe's in here.\Hey fox! So you're dying? How disappointing!\Repay your debt to me first, then die!!\Dear, please behave yourself!\Honestly, it's just as Ryuu-ou says.\Don't cause hardship for Nanami.\A familiar causing trouble for their master is the worst, Tomoe-kun!\That's correct. Hurry and come back! response:	Right. I need you to transform me into a human once again.
context: Hey fox! So you're dying? How disappointing!\Repay your debt to me first, then die!!\Dear, please behave yourself!\Honestly, it's just as Ryuu-ou says.\Don't cause hardship for Nanami.\A familiar causing trouble for their master is the worst, Tomoe-kun!\That's correct. Hurry and come back!\Right. I need you to transform me into a human once again. response:	I want to go to another of those humans' theme park with Kota.
context: Repay your debt to me first, then die!!\Dear, please behave yourself!\Honestly, it's just as Ryuu-ou says.\Don't cause hardship for Nanami.\A familiar causing trouble for their master is the worst, Tomoe-kun!\That's correct. Hurry and come back!\Right. I need you to transform me into a human once again.\I want to go to another of those humans' theme park with Kota. response:	Hi-Himemiko-chan...!
context: Dear, please behave yourself!\Honestly, it's just as Ryuu-ou says.\Don't cause hardship for Nanami.\A familiar causing trouble for their master is the worst, Tomoe-kun!\That's correct. Hurry and come back!\Right. I need you to transform me into a human once again.\I want to go to another of those humans' theme park with Kota.\Hi-Himemiko-chan...! response:	That's how it is, so I'm sorry, but please once again.
context: Honestly, it's just as Ryuu-ou says.\Don't cause hardship for Nanami.\A familiar causing trouble for their master is the worst, Tomoe-kun!\That's correct. Hurry and come back!\Right. I need you to transform me into a human once again.\I want to go to another of those humans' theme park with Kota.\Hi-Himemiko-chan...!\That's how it is, so I'm sorry, but please once again. response:	Thank you everyone.
context: Don't cause hardship for Nanami.\A familiar causing trouble for their master is the worst, Tomoe-kun!\That's correct. Hurry and come back!\Right. I need you to transform me into a human once again.\I want to go to another of those humans' theme park with Kota.\Hi-Himemiko-chan...!\That's how it is, so I'm sorry, but please once again.\Thank you everyone. response:	I wasn't alone.
context: A familiar causing trouble for their master is the worst, Tomoe-kun!\That's correct. Hurry and come back!\Right. I need you to transform me into a human once again.\I want to go to another of those humans' theme park with Kota.\Hi-Himemiko-chan...!\That's how it is, so I'm sorry, but please once again.\Thank you everyone.\I wasn't alone. response:	Tomoe and I... we both have a home where everyone gathers.
context: That's correct. Hurry and come back!\Right. I need you to transform me into a human once again.\I want to go to another of those humans' theme park with Kota.\Hi-Himemiko-chan...!\That's how it is, so I'm sorry, but please once again.\Thank you everyone.\I wasn't alone.\Tomoe and I... we both have a home where everyone gathers. response:	Alright! I'll eat a lot to be able to rush back to the past!
context: Right. I need you to transform me into a human once again.\I want to go to another of those humans' theme park with Kota.\Hi-Himemiko-chan...!\That's how it is, so I'm sorry, but please once again.\Thank you everyone.\I wasn't alone.\Tomoe and I... we both have a home where everyone gathers.\Alright! I'll eat a lot to be able to rush back to the past! response:	Give me some protein!
context: I want to go to another of those humans' theme park with Kota.\Hi-Himemiko-chan...!\That's how it is, so I'm sorry, but please once again.\Thank you everyone.\I wasn't alone.\Tomoe and I... we both have a home where everyone gathers.\Alright! I'll eat a lot to be able to rush back to the past!\Give me some protein! response:	Okay! Here's Nanami-chan's share.
context: Hi-Himemiko-chan...!\That's how it is, so I'm sorry, but please once again.\Thank you everyone.\I wasn't alone.\Tomoe and I... we both have a home where everyone gathers.\Alright! I'll eat a lot to be able to rush back to the past!\Give me some protein!\Okay! Here's Nanami-chan's share. response:	There isn't any meat in it!
context: That's how it is, so I'm sorry, but please once again.\Thank you everyone.\I wasn't alone.\Tomoe and I... we both have a home where everyone gathers.\Alright! I'll eat a lot to be able to rush back to the past!\Give me some protein!\Okay! Here's Nanami-chan's share.\There isn't any meat in it! response:	That's why, return to us soon, okay, Tomoe?
context: Thank you everyone.\I wasn't alone.\Tomoe and I... we both have a home where everyone gathers.\Alright! I'll eat a lot to be able to rush back to the past!\Give me some protein!\Okay! Here's Nanami-chan's share.\There isn't any meat in it!\That's why, return to us soon, okay, Tomoe? response:	Lately...
context: I wasn't alone.\Tomoe and I... we both have a home where everyone gathers.\Alright! I'll eat a lot to be able to rush back to the past!\Give me some protein!\Okay! Here's Nanami-chan's share.\There isn't any meat in it!\That's why, return to us soon, okay, Tomoe?\Lately... response:	Why is that?
context: Tomoe and I... we both have a home where everyone gathers.\Alright! I'll eat a lot to be able to rush back to the past!\Give me some protein!\Okay! Here's Nanami-chan's share.\There isn't any meat in it!\That's why, return to us soon, okay, Tomoe?\Lately...\Why is that? response:	I nearly died, or was it that I was reborn?
context: Alright! I'll eat a lot to be able to rush back to the past!\Give me some protein!\Okay! Here's Nanami-chan's share.\There isn't any meat in it!\That's why, return to us soon, okay, Tomoe?\Lately...\Why is that?\I nearly died, or was it that I was reborn? response:	Since that day,
context: Give me some protein!\Okay! Here's Nanami-chan's share.\There isn't any meat in it!\That's why, return to us soon, okay, Tomoe?\Lately...\Why is that?\I nearly died, or was it that I was reborn?\Since that day, response:	did something happen to me?
context: Okay! Here's Nanami-chan's share.\There isn't any meat in it!\That's why, return to us soon, okay, Tomoe?\Lately...\Why is that?\I nearly died, or was it that I was reborn?\Since that day,\did something happen to me? response:	It's unlike me.
context: There isn't any meat in it!\That's why, return to us soon, okay, Tomoe?\Lately...\Why is that?\I nearly died, or was it that I was reborn?\Since that day,\did something happen to me?\It's unlike me. response:	This plight is unlike me.
context: That's why, return to us soon, okay, Tomoe?\Lately...\Why is that?\I nearly died, or was it that I was reborn?\Since that day,\did something happen to me?\It's unlike me.\This plight is unlike me. response:	Akura-ou! Where are you, Akura-ou!?
context: Lately...\Why is that?\I nearly died, or was it that I was reborn?\Since that day,\did something happen to me?\It's unlike me.\This plight is unlike me.\Akura-ou! Where are you, Akura-ou!? response:	Let's play!
context: Why is that?\I nearly died, or was it that I was reborn?\Since that day,\did something happen to me?\It's unlike me.\This plight is unlike me.\Akura-ou! Where are you, Akura-ou!?\Let's play! response:	Yo, brother!
context: I nearly died, or was it that I was reborn?\Since that day,\did something happen to me?\It's unlike me.\This plight is unlike me.\Akura-ou! Where are you, Akura-ou!?\Let's play!\Yo, brother! response:	Is it alright?
context: Since that day,\did something happen to me?\It's unlike me.\This plight is unlike me.\Akura-ou! Where are you, Akura-ou!?\Let's play!\Yo, brother!\Is it alright? response:	What? What's alright?
context: did something happen to me?\It's unlike me.\This plight is unlike me.\Akura-ou! Where are you, Akura-ou!?\Let's play!\Yo, brother!\Is it alright?\What? What's alright? response:	Well, that furball over there,
context: It's unlike me.\This plight is unlike me.\Akura-ou! Where are you, Akura-ou!?\Let's play!\Yo, brother!\Is it alright?\What? What's alright?\Well, that furball over there, response:	said that you are lovesick.
context: This plight is unlike me.\Akura-ou! Where are you, Akura-ou!?\Let's play!\Yo, brother!\Is it alright?\What? What's alright?\Well, that furball over there,\said that you are lovesick. response:	Me, in love!?
context: Akura-ou! Where are you, Akura-ou!?\Let's play!\Yo, brother!\Is it alright?\What? What's alright?\Well, that furball over there,\said that you are lovesick.\Me, in love!? response:	That's stupid!
context: Let's play!\Yo, brother!\Is it alright?\What? What's alright?\Well, that furball over there,\said that you are lovesick.\Me, in love!?\That's stupid! response:	I laughed hard on hearing that too!
context: Yo, brother!\Is it alright?\What? What's alright?\Well, that furball over there,\said that you are lovesick.\Me, in love!?\That's stupid!\I laughed hard on hearing that too! response:	I told him,
context: Is it alright?\What? What's alright?\Well, that furball over there,\said that you are lovesick.\Me, in love!?\That's stupid!\I laughed hard on hearing that too!\I told him, response:	my brother's not an idiot who'd be infatuated by a human woman.
context: What? What's alright?\Well, that furball over there,\said that you are lovesick.\Me, in love!?\That's stupid!\I laughed hard on hearing that too!\I told him,\my brother's not an idiot who'd be infatuated by a human woman. response:	But still, you're late.
context: Well, that furball over there,\said that you are lovesick.\Me, in love!?\That's stupid!\I laughed hard on hearing that too!\I told him,\my brother's not an idiot who'd be infatuated by a human woman.\But still, you're late. response:	I came across something interesting outside.
context: said that you are lovesick.\Me, in love!?\That's stupid!\I laughed hard on hearing that too!\I told him,\my brother's not an idiot who'd be infatuated by a human woman.\But still, you're late.\I came across something interesting outside. response:	Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.
context: Me, in love!?\That's stupid!\I laughed hard on hearing that too!\I told him,\my brother's not an idiot who'd be infatuated by a human woman.\But still, you're late.\I came across something interesting outside.\Seems like a young woman, living in a small village by the river, will be having a bridal procession soon. response:	Anyway, furball heard them say that she's a great beauty.
context: That's stupid!\I laughed hard on hearing that too!\I told him,\my brother's not an idiot who'd be infatuated by a human woman.\But still, you're late.\I came across something interesting outside.\Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.\Anyway, furball heard them say that she's a great beauty. response:	Her name was... Yukiji, I think.
context: I laughed hard on hearing that too!\I told him,\my brother's not an idiot who'd be infatuated by a human woman.\But still, you're late.\I came across something interesting outside.\Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.\Anyway, furball heard them say that she's a great beauty.\Her name was... Yukiji, I think. response:	There aren't many beauties named Yukiji.
context: I told him,\my brother's not an idiot who'd be infatuated by a human woman.\But still, you're late.\I came across something interesting outside.\Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.\Anyway, furball heard them say that she's a great beauty.\Her name was... Yukiji, I think.\There aren't many beauties named Yukiji. response:	If she's really that beautiful, I thought I'd like to take a look myself.
context: my brother's not an idiot who'd be infatuated by a human woman.\But still, you're late.\I came across something interesting outside.\Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.\Anyway, furball heard them say that she's a great beauty.\Her name was... Yukiji, I think.\There aren't many beauties named Yukiji.\If she's really that beautiful, I thought I'd like to take a look myself. response:	Just a while ago, I gave out an order to a subordinate on the spot.
context: But still, you're late.\I came across something interesting outside.\Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.\Anyway, furball heard them say that she's a great beauty.\Her name was... Yukiji, I think.\There aren't many beauties named Yukiji.\If she's really that beautiful, I thought I'd like to take a look myself.\Just a while ago, I gave out an order to a subordinate on the spot. response:	I told him to pull out the most well dressed bride from that procession and bring her to me.
context: I came across something interesting outside.\Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.\Anyway, furball heard them say that she's a great beauty.\Her name was... Yukiji, I think.\There aren't many beauties named Yukiji.\If she's really that beautiful, I thought I'd like to take a look myself.\Just a while ago, I gave out an order to a subordinate on the spot.\I told him to pull out the most well dressed bride from that procession and bring her to me. response:	That's a boring game.
context: Seems like a young woman, living in a small village by the river, will be having a bridal procession soon.\Anyway, furball heard them say that she's a great beauty.\Her name was... Yukiji, I think.\There aren't many beauties named Yukiji.\If she's really that beautiful, I thought I'd like to take a look myself.\Just a while ago, I gave out an order to a subordinate on the spot.\I told him to pull out the most well dressed bride from that procession and bring her to me.\That's a boring game. response:	So? When's the bridal procession?
context: Anyway, furball heard them say that she's a great beauty.\Her name was... Yukiji, I think.\There aren't many beauties named Yukiji.\If she's really that beautiful, I thought I'd like to take a look myself.\Just a while ago, I gave out an order to a subordinate on the spot.\I told him to pull out the most well dressed bride from that procession and bring her to me.\That's a boring game.\So? When's the bridal procession? response:	It's after 3 days.
context: Her name was... Yukiji, I think.\There aren't many beauties named Yukiji.\If she's really that beautiful, I thought I'd like to take a look myself.\Just a while ago, I gave out an order to a subordinate on the spot.\I told him to pull out the most well dressed bride from that procession and bring her to me.\That's a boring game.\So? When's the bridal procession?\It's after 3 days. response:	Right, right.
context: There aren't many beauties named Yukiji.\If she's really that beautiful, I thought I'd like to take a look myself.\Just a while ago, I gave out an order to a subordinate on the spot.\I told him to pull out the most well dressed bride from that procession and bring her to me.\That's a boring game.\So? When's the bridal procession?\It's after 3 days.\Right, right. response:	Don't you want to see her?
context: If she's really that beautiful, I thought I'd like to take a look myself.\Just a while ago, I gave out an order to a subordinate on the spot.\I told him to pull out the most well dressed bride from that procession and bring her to me.\That's a boring game.\So? When's the bridal procession?\It's after 3 days.\Right, right.\Don't you want to see her? response:	I'm not really interested.
context: Just a while ago, I gave out an order to a subordinate on the spot.\I told him to pull out the most well dressed bride from that procession and bring her to me.\That's a boring game.\So? When's the bridal procession?\It's after 3 days.\Right, right.\Don't you want to see her?\I'm not really interested. response:	Then you don't mind me doing whatever I want, right?
context: I told him to pull out the most well dressed bride from that procession and bring her to me.\That's a boring game.\So? When's the bridal procession?\It's after 3 days.\Right, right.\Don't you want to see her?\I'm not really interested.\Then you don't mind me doing whatever I want, right? response:	I don't mind.
context: That's a boring game.\So? When's the bridal procession?\It's after 3 days.\Right, right.\Don't you want to see her?\I'm not really interested.\Then you don't mind me doing whatever I want, right?\I don't mind. response:	Okay! I'm leaving!
context: So? When's the bridal procession?\It's after 3 days.\Right, right.\Don't you want to see her?\I'm not really interested.\Then you don't mind me doing whatever I want, right?\I don't mind.\Okay! I'm leaving! response:	To the past!
context: It's after 3 days.\Right, right.\Don't you want to see her?\I'm not really interested.\Then you don't mind me doing whatever I want, right?\I don't mind.\Okay! I'm leaving!\To the past! response:	Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1
context: Right, right.\Don't you want to see her?\I'm not really interested.\Then you don't mind me doing whatever I want, right?\I don't mind.\Okay! I'm leaving!\To the past!\Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1 response:	Preview
context: Don't you want to see her?\I'm not really interested.\Then you don't mind me doing whatever I want, right?\I don't mind.\Okay! I'm leaving!\To the past!\Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1\Preview response:	Nanami travelled into the past for the second time.
context: I'm not really interested.\Then you don't mind me doing whatever I want, right?\I don't mind.\Okay! I'm leaving!\To the past!\Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1\Preview\Nanami travelled into the past for the second time. response:	Yukiji will be marrying a lord.
context: Then you don't mind me doing whatever I want, right?\I don't mind.\Okay! I'm leaving!\To the past!\Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1\Preview\Nanami travelled into the past for the second time.\Yukiji will be marrying a lord. response:	However, a youkai targeting Yukiji's life appears.
context: I don't mind.\Okay! I'm leaving!\To the past!\Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1\Preview\Nanami travelled into the past for the second time.\Yukiji will be marrying a lord.\However, a youkai targeting Yukiji's life appears. response:	So, to keep her safe, Nanami suggests to be Yukiji's substitute.
context: Okay! I'm leaving!\To the past!\Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1\Preview\Nanami travelled into the past for the second time.\Yukiji will be marrying a lord.\However, a youkai targeting Yukiji's life appears.\So, to keep her safe, Nanami suggests to be Yukiji's substitute. response:	Next time, The God becomes a bride.
context: To the past!\Credits: Raws-UCCUSS(from nyaa.se) Translation- KH Addicts Typesetting, Timing, Minor Script Editing- asckj1\Preview\Nanami travelled into the past for the second time.\Yukiji will be marrying a lord.\However, a youkai targeting Yukiji's life appears.\So, to keep her safe, Nanami suggests to be Yukiji's substitute.\Next time, The God becomes a bride. response:	What's Tomoe's true intention?
