context: Episode 8 response:	The Second Plate
context: Smoked Pacific Saury\The one aged in high-humidity conditions\Pacific Saury Aged in High-Humidity Conditions\can be used in a lot of different dishes, too.\Baked in foil, fried and marinated, or broiled. They all sound good.\I bet it'd be great if you just make sushi with this, too!\But...\I still think Kurokiba-kun's Pacific saury back at the fish market response:	tasted better.
context: The one aged in high-humidity conditions\Pacific Saury Aged in High-Humidity Conditions\can be used in a lot of different dishes, too.\Baked in foil, fried and marinated, or broiled. They all sound good.\I bet it'd be great if you just make sushi with this, too!\But...\I still think Kurokiba-kun's Pacific saury back at the fish market\tasted better. response:	Yeah, I thought so.
context: Pacific Saury Aged in High-Humidity Conditions\can be used in a lot of different dishes, too.\Baked in foil, fried and marinated, or broiled. They all sound good.\I bet it'd be great if you just make sushi with this, too!\But...\I still think Kurokiba-kun's Pacific saury back at the fish market\tasted better.\Yeah, I thought so. response:	But it's been aged perfectly!
context: can be used in a lot of different dishes, too.\Baked in foil, fried and marinated, or broiled. They all sound good.\I bet it'd be great if you just make sushi with this, too!\But...\I still think Kurokiba-kun's Pacific saury back at the fish market\tasted better.\Yeah, I thought so.\But it's been aged perfectly! response:	This still isn't enough?
context: Baked in foil, fried and marinated, or broiled. They all sound good.\I bet it'd be great if you just make sushi with this, too!\But...\I still think Kurokiba-kun's Pacific saury back at the fish market\tasted better.\Yeah, I thought so.\But it's been aged perfectly!\This still isn't enough? response:	Hey, Tadokoro.
context: I bet it'd be great if you just make sushi with this, too!\But...\I still think Kurokiba-kun's Pacific saury back at the fish market\tasted better.\Yeah, I thought so.\But it's been aged perfectly!\This still isn't enough?\Hey, Tadokoro. response:	Tell Yukihira something for me.
context: But...\I still think Kurokiba-kun's Pacific saury back at the fish market\tasted better.\Yeah, I thought so.\But it's been aged perfectly!\This still isn't enough?\Hey, Tadokoro.\Tell Yukihira something for me. response:	He can call me if he ever needs help.
context: I still think Kurokiba-kun's Pacific saury back at the fish market\tasted better.\Yeah, I thought so.\But it's been aged perfectly!\This still isn't enough?\Hey, Tadokoro.\Tell Yukihira something for me.\He can call me if he ever needs help. response:	Okay!
context: tasted better.\Yeah, I thought so.\But it's been aged perfectly!\This still isn't enough?\Hey, Tadokoro.\Tell Yukihira something for me.\He can call me if he ever needs help.\Okay! response:	Later.
context: Yeah, I thought so.\But it's been aged perfectly!\This still isn't enough?\Hey, Tadokoro.\Tell Yukihira something for me.\He can call me if he ever needs help.\Okay!\Later. response:	Good night, Mito-san.
context: But it's been aged perfectly!\This still isn't enough?\Hey, Tadokoro.\Tell Yukihira something for me.\He can call me if he ever needs help.\Okay!\Later.\Good night, Mito-san. response:	Was it pointless to try using aging methods to surpass their Pacific saury?
context: This still isn't enough?\Hey, Tadokoro.\Tell Yukihira something for me.\He can call me if he ever needs help.\Okay!\Later.\Good night, Mito-san.\Was it pointless to try using aging methods to surpass their Pacific saury? response:	Should I use the rest of my time to study how to judge fish?
context: Hey, Tadokoro.\Tell Yukihira something for me.\He can call me if he ever needs help.\Okay!\Later.\Good night, Mito-san.\Was it pointless to try using aging methods to surpass their Pacific saury?\Should I use the rest of my time to study how to judge fish? response:	No... it's too soon to give up on aging.
context: Tell Yukihira something for me.\He can call me if he ever needs help.\Okay!\Later.\Good night, Mito-san.\Was it pointless to try using aging methods to surpass their Pacific saury?\Should I use the rest of my time to study how to judge fish?\No... it's too soon to give up on aging. response:	All the Pacific saury I tested had much stronger umami.
context: He can call me if he ever needs help.\Okay!\Later.\Good night, Mito-san.\Was it pointless to try using aging methods to surpass their Pacific saury?\Should I use the rest of my time to study how to judge fish?\No... it's too soon to give up on aging.\All the Pacific saury I tested had much stronger umami. response:	I'm on the right track here.
context: Okay!\Later.\Good night, Mito-san.\Was it pointless to try using aging methods to surpass their Pacific saury?\Should I use the rest of my time to study how to judge fish?\No... it's too soon to give up on aging.\All the Pacific saury I tested had much stronger umami.\I'm on the right track here. response:	I only have one more round of testing left.
context: Later.\Good night, Mito-san.\Was it pointless to try using aging methods to surpass their Pacific saury?\Should I use the rest of my time to study how to judge fish?\No... it's too soon to give up on aging.\All the Pacific saury I tested had much stronger umami.\I'm on the right track here.\I only have one more round of testing left. response:	After that, I have to prepare for the actual match.
context: Good night, Mito-san.\Was it pointless to try using aging methods to surpass their Pacific saury?\Should I use the rest of my time to study how to judge fish?\No... it's too soon to give up on aging.\All the Pacific saury I tested had much stronger umami.\I'm on the right track here.\I only have one more round of testing left.\After that, I have to prepare for the actual match. response:	What should I test?
context: Was it pointless to try using aging methods to surpass their Pacific saury?\Should I use the rest of my time to study how to judge fish?\No... it's too soon to give up on aging.\All the Pacific saury I tested had much stronger umami.\I'm on the right track here.\I only have one more round of testing left.\After that, I have to prepare for the actual match.\What should I test? response:	Something better than rice malt, curing, or high-humidity aging...
context: Should I use the rest of my time to study how to judge fish?\No... it's too soon to give up on aging.\All the Pacific saury I tested had much stronger umami.\I'm on the right track here.\I only have one more round of testing left.\After that, I have to prepare for the actual match.\What should I test?\Something better than rice malt, curing, or high-humidity aging... response:	What would let me surpass those two?
context: No... it's too soon to give up on aging.\All the Pacific saury I tested had much stronger umami.\I'm on the right track here.\I only have one more round of testing left.\After that, I have to prepare for the actual match.\What should I test?\Something better than rice malt, curing, or high-humidity aging...\What would let me surpass those two? response:	Think.
context: All the Pacific saury I tested had much stronger umami.\I'm on the right track here.\I only have one more round of testing left.\After that, I have to prepare for the actual match.\What should I test?\Something better than rice malt, curing, or high-humidity aging...\What would let me surpass those two?\Think. response:	What's better?
context: I'm on the right track here.\I only have one more round of testing left.\After that, I have to prepare for the actual match.\What should I test?\Something better than rice malt, curing, or high-humidity aging...\What would let me surpass those two?\Think.\What's better? response:	I need a catalyst for aging Pacific saury. Something to develop its umami!
context: I only have one more round of testing left.\After that, I have to prepare for the actual match.\What should I test?\Something better than rice malt, curing, or high-humidity aging...\What would let me surpass those two?\Think.\What's better?\I need a catalyst for aging Pacific saury. Something to develop its umami! response:	Time to go buy Pacific saury.
context: After that, I have to prepare for the actual match.\What should I test?\Something better than rice malt, curing, or high-humidity aging...\What would let me surpass those two?\Think.\What's better?\I need a catalyst for aging Pacific saury. Something to develop its umami!\Time to go buy Pacific saury. response:	What's wrong, Yukihira?
context: What should I test?\Something better than rice malt, curing, or high-humidity aging...\What would let me surpass those two?\Think.\What's better?\I need a catalyst for aging Pacific saury. Something to develop its umami!\Time to go buy Pacific saury.\What's wrong, Yukihira? response:	Why the long face?
context: Something better than rice malt, curing, or high-humidity aging...\What would let me surpass those two?\Think.\What's better?\I need a catalyst for aging Pacific saury. Something to develop its umami!\Time to go buy Pacific saury.\What's wrong, Yukihira?\Why the long face? response:	You're not gonna get any decent testing done like that.
context: What would let me surpass those two?\Think.\What's better?\I need a catalyst for aging Pacific saury. Something to develop its umami!\Time to go buy Pacific saury.\What's wrong, Yukihira?\Why the long face?\You're not gonna get any decent testing done like that. response:	Stand up straight, won't you?
context: Think.\What's better?\I need a catalyst for aging Pacific saury. Something to develop its umami!\Time to go buy Pacific saury.\What's wrong, Yukihira?\Why the long face?\You're not gonna get any decent testing done like that.\Stand up straight, won't you? response:	What, are you lecturing me while enjoying your nighttime sake?
context: What's better?\I need a catalyst for aging Pacific saury. Something to develop its umami!\Time to go buy Pacific saury.\What's wrong, Yukihira?\Why the long face?\You're not gonna get any decent testing done like that.\Stand up straight, won't you?\What, are you lecturing me while enjoying your nighttime sake? response:	Well, in times like that,
context: I need a catalyst for aging Pacific saury. Something to develop its umami!\Time to go buy Pacific saury.\What's wrong, Yukihira?\Why the long face?\You're not gonna get any decent testing done like that.\Stand up straight, won't you?\What, are you lecturing me while enjoying your nighttime sake?\Well, in times like that, response:	it's important to stop what you're doing.
context: Time to go buy Pacific saury.\What's wrong, Yukihira?\Why the long face?\You're not gonna get any decent testing done like that.\Stand up straight, won't you?\What, are you lecturing me while enjoying your nighttime sake?\Well, in times like that,\it's important to stop what you're doing. response:	I love you, Fumio-san!
context: What's wrong, Yukihira?\Why the long face?\You're not gonna get any decent testing done like that.\Stand up straight, won't you?\What, are you lecturing me while enjoying your nighttime sake?\Well, in times like that,\it's important to stop what you're doing.\I love you, Fumio-san! response:	Hey!
context: Why the long face?\You're not gonna get any decent testing done like that.\Stand up straight, won't you?\What, are you lecturing me while enjoying your nighttime sake?\Well, in times like that,\it's important to stop what you're doing.\I love you, Fumio-san!\Hey! response:	You're going to spill my sake!
context: You're not gonna get any decent testing done like that.\Stand up straight, won't you?\What, are you lecturing me while enjoying your nighttime sake?\Well, in times like that,\it's important to stop what you're doing.\I love you, Fumio-san!\Hey!\You're going to spill my sake! response:	Looks like you have an idea, Yukihira.
context: Stand up straight, won't you?\What, are you lecturing me while enjoying your nighttime sake?\Well, in times like that,\it's important to stop what you're doing.\I love you, Fumio-san!\Hey!\You're going to spill my sake!\Looks like you have an idea, Yukihira. response:	Yeah!
context: What, are you lecturing me while enjoying your nighttime sake?\Well, in times like that,\it's important to stop what you're doing.\I love you, Fumio-san!\Hey!\You're going to spill my sake!\Looks like you have an idea, Yukihira.\Yeah! response:	It just might work!
context: Well, in times like that,\it's important to stop what you're doing.\I love you, Fumio-san!\Hey!\You're going to spill my sake!\Looks like you have an idea, Yukihira.\Yeah!\It just might work! response:	Day of the Match: Early Morning
context: it's important to stop what you're doing.\I love you, Fumio-san!\Hey!\You're going to spill my sake!\Looks like you have an idea, Yukihira.\Yeah!\It just might work!\Day of the Match: Early Morning response:	Yukihira Soma isn't here today, either.
context: I love you, Fumio-san!\Hey!\You're going to spill my sake!\Looks like you have an idea, Yukihira.\Yeah!\It just might work!\Day of the Match: Early Morning\Yukihira Soma isn't here today, either. response:	What's his game?
context: Hey!\You're going to spill my sake!\Looks like you have an idea, Yukihira.\Yeah!\It just might work!\Day of the Match: Early Morning\Yukihira Soma isn't here today, either.\What's his game? response:	He hasn't been here in days.
context: You're going to spill my sake!\Looks like you have an idea, Yukihira.\Yeah!\It just might work!\Day of the Match: Early Morning\Yukihira Soma isn't here today, either.\What's his game?\He hasn't been here in days. response:	Did he give up on the match?
context: Looks like you have an idea, Yukihira.\Yeah!\It just might work!\Day of the Match: Early Morning\Yukihira Soma isn't here today, either.\What's his game?\He hasn't been here in days.\Did he give up on the match? response:	He's better than that.
context: Yeah!\It just might work!\Day of the Match: Early Morning\Yukihira Soma isn't here today, either.\What's his game?\He hasn't been here in days.\Did he give up on the match?\He's better than that. response:	What's he planning?
context: It just might work!\Day of the Match: Early Morning\Yukihira Soma isn't here today, either.\What's his game?\He hasn't been here in days.\Did he give up on the match?\He's better than that.\What's he planning? response:	Autumn Elections Main Tournament Finals
context: Day of the Match: Early Morning\Yukihira Soma isn't here today, either.\What's his game?\He hasn't been here in days.\Did he give up on the match?\He's better than that.\What's he planning?\Autumn Elections Main Tournament Finals response:	Thank you for waiting, everyone!
context: Yukihira Soma isn't here today, either.\What's his game?\He hasn't been here in days.\Did he give up on the match?\He's better than that.\What's he planning?\Autumn Elections Main Tournament Finals\Thank you for waiting, everyone! response:	It's the Autumn Elections Finals!
context: What's his game?\He hasn't been here in days.\Did he give up on the match?\He's better than that.\What's he planning?\Autumn Elections Main Tournament Finals\Thank you for waiting, everyone!\It's the Autumn Elections Finals! response:	The three candidates will enter the arena!
context: He hasn't been here in days.\Did he give up on the match?\He's better than that.\What's he planning?\Autumn Elections Main Tournament Finals\Thank you for waiting, everyone!\It's the Autumn Elections Finals!\The three candidates will enter the arena! response:	The Prince of Aroma, Candidate Hayama Akira!
context: Did he give up on the match?\He's better than that.\What's he planning?\Autumn Elections Main Tournament Finals\Thank you for waiting, everyone!\It's the Autumn Elections Finals!\The three candidates will enter the arena!\The Prince of Aroma, Candidate Hayama Akira! response:	The Dictator of the Kitchen, Candidate Kurokiba Ryo!
context: He's better than that.\What's he planning?\Autumn Elections Main Tournament Finals\Thank you for waiting, everyone!\It's the Autumn Elections Finals!\The three candidates will enter the arena!\The Prince of Aroma, Candidate Hayama Akira!\The Dictator of the Kitchen, Candidate Kurokiba Ryo! response:	And the third, from the downtown diner, Candidate Yukihira Soma!
context: What's he planning?\Autumn Elections Main Tournament Finals\Thank you for waiting, everyone!\It's the Autumn Elections Finals!\The three candidates will enter the arena!\The Prince of Aroma, Candidate Hayama Akira!\The Dictator of the Kitchen, Candidate Kurokiba Ryo!\And the third, from the downtown diner, Candidate Yukihira Soma! response:	Yukihira!
context: Autumn Elections Main Tournament Finals\Thank you for waiting, everyone!\It's the Autumn Elections Finals!\The three candidates will enter the arena!\The Prince of Aroma, Candidate Hayama Akira!\The Dictator of the Kitchen, Candidate Kurokiba Ryo!\And the third, from the downtown diner, Candidate Yukihira Soma!\Yukihira! response:	We've got your back!
context: Thank you for waiting, everyone!\It's the Autumn Elections Finals!\The three candidates will enter the arena!\The Prince of Aroma, Candidate Hayama Akira!\The Dictator of the Kitchen, Candidate Kurokiba Ryo!\And the third, from the downtown diner, Candidate Yukihira Soma!\Yukihira!\We've got your back! response:	You can do it!
context: It's the Autumn Elections Finals!\The three candidates will enter the arena!\The Prince of Aroma, Candidate Hayama Akira!\The Dictator of the Kitchen, Candidate Kurokiba Ryo!\And the third, from the downtown diner, Candidate Yukihira Soma!\Yukihira!\We've got your back!\You can do it! response:	I believe in you!
context: The three candidates will enter the arena!\The Prince of Aroma, Candidate Hayama Akira!\The Dictator of the Kitchen, Candidate Kurokiba Ryo!\And the third, from the downtown diner, Candidate Yukihira Soma!\Yukihira!\We've got your back!\You can do it!\I believe in you! response:	We'll now begin the Autumn Election Finals!
context: The Prince of Aroma, Candidate Hayama Akira!\The Dictator of the Kitchen, Candidate Kurokiba Ryo!\And the third, from the downtown diner, Candidate Yukihira Soma!\Yukihira!\We've got your back!\You can do it!\I believe in you!\We'll now begin the Autumn Election Finals! response:	Allow me to introduce to you our honored judges today.
context: The Dictator of the Kitchen, Candidate Kurokiba Ryo!\And the third, from the downtown diner, Candidate Yukihira Soma!\Yukihira!\We've got your back!\You can do it!\I believe in you!\We'll now begin the Autumn Election Finals!\Allow me to introduce to you our honored judges today. response:	Oh, Isshiki-senpai.
context: And the third, from the downtown diner, Candidate Yukihira Soma!\Yukihira!\We've got your back!\You can do it!\I believe in you!\We'll now begin the Autumn Election Finals!\Allow me to introduce to you our honored judges today.\Oh, Isshiki-senpai. response:	It's hard to recognize him when he's wearing clothes.
context: Yukihira!\We've got your back!\You can do it!\I believe in you!\We'll now begin the Autumn Election Finals!\Allow me to introduce to you our honored judges today.\Oh, Isshiki-senpai.\It's hard to recognize him when he's wearing clothes. response:	Forget that. Did Yukihira finish developing his dish?
context: We've got your back!\You can do it!\I believe in you!\We'll now begin the Autumn Election Finals!\Allow me to introduce to you our honored judges today.\Oh, Isshiki-senpai.\It's hard to recognize him when he's wearing clothes.\Forget that. Did Yukihira finish developing his dish? response:	Well, none of us actually knows.
context: You can do it!\I believe in you!\We'll now begin the Autumn Election Finals!\Allow me to introduce to you our honored judges today.\Oh, Isshiki-senpai.\It's hard to recognize him when he's wearing clothes.\Forget that. Did Yukihira finish developing his dish?\Well, none of us actually knows. response:	I see.
context: I believe in you!\We'll now begin the Autumn Election Finals!\Allow me to introduce to you our honored judges today.\Oh, Isshiki-senpai.\It's hard to recognize him when he's wearing clothes.\Forget that. Did Yukihira finish developing his dish?\Well, none of us actually knows.\I see. response:	First, serving as the chair is Academy Director Nakiri Senzaemon-dono.
context: We'll now begin the Autumn Election Finals!\Allow me to introduce to you our honored judges today.\Oh, Isshiki-senpai.\It's hard to recognize him when he's wearing clothes.\Forget that. Did Yukihira finish developing his dish?\Well, none of us actually knows.\I see.\First, serving as the chair is Academy Director Nakiri Senzaemon-dono. response:	Executive Chef of Totsuki Resort and head of the tourism division,
context: Allow me to introduce to you our honored judges today.\Oh, Isshiki-senpai.\It's hard to recognize him when he's wearing clothes.\Forget that. Did Yukihira finish developing his dish?\Well, none of us actually knows.\I see.\First, serving as the chair is Academy Director Nakiri Senzaemon-dono.\Executive Chef of Totsuki Resort and head of the tourism division, response:	Dojima Gin-senpai.
context: Oh, Isshiki-senpai.\It's hard to recognize him when he's wearing clothes.\Forget that. Did Yukihira finish developing his dish?\Well, none of us actually knows.\I see.\First, serving as the chair is Academy Director Nakiri Senzaemon-dono.\Executive Chef of Totsuki Resort and head of the tourism division,\Dojima Gin-senpai. response:	head of Nakiri International, Totsuki's research division,
context: It's hard to recognize him when he's wearing clothes.\Forget that. Did Yukihira finish developing his dish?\Well, none of us actually knows.\I see.\First, serving as the chair is Academy Director Nakiri Senzaemon-dono.\Executive Chef of Totsuki Resort and head of the tourism division,\Dojima Gin-senpai.\head of Nakiri International, Totsuki's research division, response:	Nakiri Leonora-dono!
context: Forget that. Did Yukihira finish developing his dish?\Well, none of us actually knows.\I see.\First, serving as the chair is Academy Director Nakiri Senzaemon-dono.\Executive Chef of Totsuki Resort and head of the tourism division,\Dojima Gin-senpai.\head of Nakiri International, Totsuki's research division,\Nakiri Leonora-dono! response:	She's beautiful!
context: Well, none of us actually knows.\I see.\First, serving as the chair is Academy Director Nakiri Senzaemon-dono.\Executive Chef of Totsuki Resort and head of the tourism division,\Dojima Gin-senpai.\head of Nakiri International, Totsuki's research division,\Nakiri Leonora-dono!\She's beautiful! response:	She's so fair!
context: I see.\First, serving as the chair is Academy Director Nakiri Senzaemon-dono.\Executive Chef of Totsuki Resort and head of the tourism division,\Dojima Gin-senpai.\head of Nakiri International, Totsuki's research division,\Nakiri Leonora-dono!\She's beautiful!\She's so fair! response:	I wonder if she's Scandinavian.
context: First, serving as the chair is Academy Director Nakiri Senzaemon-dono.\Executive Chef of Totsuki Resort and head of the tourism division,\Dojima Gin-senpai.\head of Nakiri International, Totsuki's research division,\Nakiri Leonora-dono!\She's beautiful!\She's so fair!\I wonder if she's Scandinavian. response:	Oh, my mom.
context: Executive Chef of Totsuki Resort and head of the tourism division,\Dojima Gin-senpai.\head of Nakiri International, Totsuki's research division,\Nakiri Leonora-dono!\She's beautiful!\She's so fair!\I wonder if she's Scandinavian.\Oh, my mom. response:	What?!
context: Dojima Gin-senpai.\head of Nakiri International, Totsuki's research division,\Nakiri Leonora-dono!\She's beautiful!\She's so fair!\I wonder if she's Scandinavian.\Oh, my mom.\What?! response:	Leonora-dono leads Nakiri International,
context: head of Nakiri International, Totsuki's research division,\Nakiri Leonora-dono!\She's beautiful!\She's so fair!\I wonder if she's Scandinavian.\Oh, my mom.\What?!\Leonora-dono leads Nakiri International, response:	an academic institute that conducts research on gourmet food
context: Nakiri Leonora-dono!\She's beautiful!\She's so fair!\I wonder if she's Scandinavian.\Oh, my mom.\What?!\Leonora-dono leads Nakiri International,\an academic institute that conducts research on gourmet food response:	and molecular gastronomy, using cutting edge technology.
context: She's beautiful!\She's so fair!\I wonder if she's Scandinavian.\Oh, my mom.\What?!\Leonora-dono leads Nakiri International,\an academic institute that conducts research on gourmet food\and molecular gastronomy, using cutting edge technology. response:	Would you be so kind as to say a few words?
context: She's so fair!\I wonder if she's Scandinavian.\Oh, my mom.\What?!\Leonora-dono leads Nakiri International,\an academic institute that conducts research on gourmet food\and molecular gastronomy, using cutting edge technology.\Would you be so kind as to say a few words? response:	G-Good day, everyone!
context: I wonder if she's Scandinavian.\Oh, my mom.\What?!\Leonora-dono leads Nakiri International,\an academic institute that conducts research on gourmet food\and molecular gastronomy, using cutting edge technology.\Would you be so kind as to say a few words?\G-Good day, everyone! response:	I am Nakiri Leonora, yes.
context: Oh, my mom.\What?!\Leonora-dono leads Nakiri International,\an academic institute that conducts research on gourmet food\and molecular gastronomy, using cutting edge technology.\Would you be so kind as to say a few words?\G-Good day, everyone!\I am Nakiri Leonora, yes. response:	I live in Denmark!
context: What?!\Leonora-dono leads Nakiri International,\an academic institute that conducts research on gourmet food\and molecular gastronomy, using cutting edge technology.\Would you be so kind as to say a few words?\G-Good day, everyone!\I am Nakiri Leonora, yes.\I live in Denmark! response:	Judging feels hard,
context: Leonora-dono leads Nakiri International,\an academic institute that conducts research on gourmet food\and molecular gastronomy, using cutting edge technology.\Would you be so kind as to say a few words?\G-Good day, everyone!\I am Nakiri Leonora, yes.\I live in Denmark!\Judging feels hard, response:	but I'll try my best!
context: an academic institute that conducts research on gourmet food\and molecular gastronomy, using cutting edge technology.\Would you be so kind as to say a few words?\G-Good day, everyone!\I am Nakiri Leonora, yes.\I live in Denmark!\Judging feels hard,\but I'll try my best! response:	Her Japanese is horrible!
context: and molecular gastronomy, using cutting edge technology.\Would you be so kind as to say a few words?\G-Good day, everyone!\I am Nakiri Leonora, yes.\I live in Denmark!\Judging feels hard,\but I'll try my best!\Her Japanese is horrible! response:	Mother, you should at least tell me when you're coming to Japan!
context: Would you be so kind as to say a few words?\G-Good day, everyone!\I am Nakiri Leonora, yes.\I live in Denmark!\Judging feels hard,\but I'll try my best!\Her Japanese is horrible!\Mother, you should at least tell me when you're coming to Japan! response:	Hey, Alice.
context: G-Good day, everyone!\I am Nakiri Leonora, yes.\I live in Denmark!\Judging feels hard,\but I'll try my best!\Her Japanese is horrible!\Mother, you should at least tell me when you're coming to Japan!\Hey, Alice. response:	Only staff can be in here!
context: I am Nakiri Leonora, yes.\I live in Denmark!\Judging feels hard,\but I'll try my best!\Her Japanese is horrible!\Mother, you should at least tell me when you're coming to Japan!\Hey, Alice.\Only staff can be in here! response:	Oh, Alice, good to see you.
context: I live in Denmark!\Judging feels hard,\but I'll try my best!\Her Japanese is horrible!\Mother, you should at least tell me when you're coming to Japan!\Hey, Alice.\Only staff can be in here!\Oh, Alice, good to see you. response:	Erina-chan, you too.
context: Judging feels hard,\but I'll try my best!\Her Japanese is horrible!\Mother, you should at least tell me when you're coming to Japan!\Hey, Alice.\Only staff can be in here!\Oh, Alice, good to see you.\Erina-chan, you too. response:	You're super angry, as usual.
context: but I'll try my best!\Her Japanese is horrible!\Mother, you should at least tell me when you're coming to Japan!\Hey, Alice.\Only staff can be in here!\Oh, Alice, good to see you.\Erina-chan, you too.\You're super angry, as usual. response:	It's because of your daughter!
context: Her Japanese is horrible!\Mother, you should at least tell me when you're coming to Japan!\Hey, Alice.\Only staff can be in here!\Oh, Alice, good to see you.\Erina-chan, you too.\You're super angry, as usual.\It's because of your daughter! response:	You're Yukihira-kun, who defeated my daughter?
context: Mother, you should at least tell me when you're coming to Japan!\Hey, Alice.\Only staff can be in here!\Oh, Alice, good to see you.\Erina-chan, you too.\You're super angry, as usual.\It's because of your daughter!\You're Yukihira-kun, who defeated my daughter? response:	I was big surprised!
context: Hey, Alice.\Only staff can be in here!\Oh, Alice, good to see you.\Erina-chan, you too.\You're super angry, as usual.\It's because of your daughter!\You're Yukihira-kun, who defeated my daughter?\I was big surprised! response:	That's why I'm looking forward to your dish, okay?
context: Only staff can be in here!\Oh, Alice, good to see you.\Erina-chan, you too.\You're super angry, as usual.\It's because of your daughter!\You're Yukihira-kun, who defeated my daughter?\I was big surprised!\That's why I'm looking forward to your dish, okay? response:	If it's not good, I might get mad-angry!
context: Oh, Alice, good to see you.\Erina-chan, you too.\You're super angry, as usual.\It's because of your daughter!\You're Yukihira-kun, who defeated my daughter?\I was big surprised!\That's why I'm looking forward to your dish, okay?\If it's not good, I might get mad-angry! response:	First, let us see each candidate's Pacific saury
context: Erina-chan, you too.\You're super angry, as usual.\It's because of your daughter!\You're Yukihira-kun, who defeated my daughter?\I was big surprised!\That's why I'm looking forward to your dish, okay?\If it's not good, I might get mad-angry!\First, let us see each candidate's Pacific saury response:	What exquisite shine and firmness.
context: You're super angry, as usual.\It's because of your daughter!\You're Yukihira-kun, who defeated my daughter?\I was big surprised!\That's why I'm looking forward to your dish, okay?\If it's not good, I might get mad-angry!\First, let us see each candidate's Pacific saury\What exquisite shine and firmness. response:	They have nice fat, too.
context: It's because of your daughter!\You're Yukihira-kun, who defeated my daughter?\I was big surprised!\That's why I'm looking forward to your dish, okay?\If it's not good, I might get mad-angry!\First, let us see each candidate's Pacific saury\What exquisite shine and firmness.\They have nice fat, too. response:	They are like drawn blades!
context: You're Yukihira-kun, who defeated my daughter?\I was big surprised!\That's why I'm looking forward to your dish, okay?\If it's not good, I might get mad-angry!\First, let us see each candidate's Pacific saury\What exquisite shine and firmness.\They have nice fat, too.\They are like drawn blades! response:	Like famed swords, suitable for the finals!
context: I was big surprised!\That's why I'm looking forward to your dish, okay?\If it's not good, I might get mad-angry!\First, let us see each candidate's Pacific saury\What exquisite shine and firmness.\They have nice fat, too.\They are like drawn blades!\Like famed swords, suitable for the finals! response:	Shit!
context: That's why I'm looking forward to your dish, okay?\If it's not good, I might get mad-angry!\First, let us see each candidate's Pacific saury\What exquisite shine and firmness.\They have nice fat, too.\They are like drawn blades!\Like famed swords, suitable for the finals!\Shit! response:	How can he win against fish like that?!
context: If it's not good, I might get mad-angry!\First, let us see each candidate's Pacific saury\What exquisite shine and firmness.\They have nice fat, too.\They are like drawn blades!\Like famed swords, suitable for the finals!\Shit!\How can he win against fish like that?! response:	Soma-kun...
context: First, let us see each candidate's Pacific saury\What exquisite shine and firmness.\They have nice fat, too.\They are like drawn blades!\Like famed swords, suitable for the finals!\Shit!\How can he win against fish like that?!\Soma-kun... response:	What?!
context: What exquisite shine and firmness.\They have nice fat, too.\They are like drawn blades!\Like famed swords, suitable for the finals!\Shit!\How can he win against fish like that?!\Soma-kun...\What?! response:	What is that?
context: They have nice fat, too.\They are like drawn blades!\Like famed swords, suitable for the finals!\Shit!\How can he win against fish like that?!\Soma-kun...\What?!\What is that? response:	It doesn't look...
context: They are like drawn blades!\Like famed swords, suitable for the finals!\Shit!\How can he win against fish like that?!\Soma-kun...\What?!\What is that?\It doesn't look... response:	The Second Plate
context: Like famed swords, suitable for the finals!\Shit!\How can he win against fish like that?!\Soma-kun...\What?!\What is that?\It doesn't look...\The Second Plate response:	Next Episode: A Sword that Signals Autumn
context: Shit!\How can he win against fish like that?!\Soma-kun...\What?!\What is that?\It doesn't look...\The Second Plate\Next Episode: A Sword that Signals Autumn response:	Next time, A Sword that Signals Autumn.
