context: We really did it right this time. response:	Akechi's character turned out really good.
context: Takagi-kun, you're the type to plan things out.\You've planned a lot for PCP.\But if you really want an anime,\you need to consider that in your planning too!\Plan for the anime?\It's true... I didn't include that in my plans.\I didn't think about it.\Staying with Jack... response:	Competing with Niizuma Eiji...
context: You've planned a lot for PCP.\But if you really want an anime,\you need to consider that in your planning too!\Plan for the anime?\It's true... I didn't include that in my plans.\I didn't think about it.\Staying with Jack...\Competing with Niizuma Eiji... response:	And now...
context: But if you really want an anime,\you need to consider that in your planning too!\Plan for the anime?\It's true... I didn't include that in my plans.\I didn't think about it.\Staying with Jack...\Competing with Niizuma Eiji...\And now... response:	That's why it's good!
context: you need to consider that in your planning too!\Plan for the anime?\It's true... I didn't include that in my plans.\I didn't think about it.\Staying with Jack...\Competing with Niizuma Eiji...\And now...\That's why it's good! response:	You never would have come up with this manga if you had planned for an anime.
context: Plan for the anime?\It's true... I didn't include that in my plans.\I didn't think about it.\Staying with Jack...\Competing with Niizuma Eiji...\And now...\That's why it's good!\You never would have come up with this manga if you had planned for an anime. response:	But now that you've said this,
context: It's true... I didn't include that in my plans.\I didn't think about it.\Staying with Jack...\Competing with Niizuma Eiji...\And now...\That's why it's good!\You never would have come up with this manga if you had planned for an anime.\But now that you've said this, response:	next time I'm going to plan for an anime from the start!
context: I didn't think about it.\Staying with Jack...\Competing with Niizuma Eiji...\And now...\That's why it's good!\You never would have come up with this manga if you had planned for an anime.\But now that you've said this,\next time I'm going to plan for an anime from the start! response:	Shujin!
context: Staying with Jack...\Competing with Niizuma Eiji...\And now...\That's why it's good!\You never would have come up with this manga if you had planned for an anime.\But now that you've said this,\next time I'm going to plan for an anime from the start!\Shujin! response:	It's fine!
context: Competing with Niizuma Eiji...\And now...\That's why it's good!\You never would have come up with this manga if you had planned for an anime.\But now that you've said this,\next time I'm going to plan for an anime from the start!\Shujin!\It's fine! response:	PCP is a popular manga.
context: And now...\That's why it's good!\You never would have come up with this manga if you had planned for an anime.\But now that you've said this,\next time I'm going to plan for an anime from the start!\Shujin!\It's fine!\PCP is a popular manga. response:	We should focus our effort on it.
context: That's why it's good!\You never would have come up with this manga if you had planned for an anime.\But now that you've said this,\next time I'm going to plan for an anime from the start!\Shujin!\It's fine!\PCP is a popular manga.\We should focus our effort on it. response:	We're only 20 after all.
context: You never would have come up with this manga if you had planned for an anime.\But now that you've said this,\next time I'm going to plan for an anime from the start!\Shujin!\It's fine!\PCP is a popular manga.\We should focus our effort on it.\We're only 20 after all. response:	An anime isn't possible...
context: But now that you've said this,\next time I'm going to plan for an anime from the start!\Shujin!\It's fine!\PCP is a popular manga.\We should focus our effort on it.\We're only 20 after all.\An anime isn't possible... response:	I guess I'm a little shocked.
context: next time I'm going to plan for an anime from the start!\Shujin!\It's fine!\PCP is a popular manga.\We should focus our effort on it.\We're only 20 after all.\An anime isn't possible...\I guess I'm a little shocked. response:	I wasn't thinking about it at all. Sorry.
context: Shujin!\It's fine!\PCP is a popular manga.\We should focus our effort on it.\We're only 20 after all.\An anime isn't possible...\I guess I'm a little shocked.\I wasn't thinking about it at all. Sorry. response:	Why are you apologizing?
context: It's fine!\PCP is a popular manga.\We should focus our effort on it.\We're only 20 after all.\An anime isn't possible...\I guess I'm a little shocked.\I wasn't thinking about it at all. Sorry.\Why are you apologizing? response:	PCP owes its popularity to you!
context: PCP is a popular manga.\We should focus our effort on it.\We're only 20 after all.\An anime isn't possible...\I guess I'm a little shocked.\I wasn't thinking about it at all. Sorry.\Why are you apologizing?\PCP owes its popularity to you! response:	Hey Saiko,
context: We should focus our effort on it.\We're only 20 after all.\An anime isn't possible...\I guess I'm a little shocked.\I wasn't thinking about it at all. Sorry.\Why are you apologizing?\PCP owes its popularity to you!\Hey Saiko, response:	Have you asked Azuki when she wants to get married?
context: We're only 20 after all.\An anime isn't possible...\I guess I'm a little shocked.\I wasn't thinking about it at all. Sorry.\Why are you apologizing?\PCP owes its popularity to you!\Hey Saiko,\Have you asked Azuki when she wants to get married? response:	What?
context: An anime isn't possible...\I guess I'm a little shocked.\I wasn't thinking about it at all. Sorry.\Why are you apologizing?\PCP owes its popularity to you!\Hey Saiko,\Have you asked Azuki when she wants to get married?\What? response:	There's a big difference between 22 and 30.
context: I guess I'm a little shocked.\I wasn't thinking about it at all. Sorry.\Why are you apologizing?\PCP owes its popularity to you!\Hey Saiko,\Have you asked Azuki when she wants to get married?\What?\There's a big difference between 22 and 30. response:	We don't know how long PCP will run.
context: I wasn't thinking about it at all. Sorry.\Why are you apologizing?\PCP owes its popularity to you!\Hey Saiko,\Have you asked Azuki when she wants to get married?\What?\There's a big difference between 22 and 30.\We don't know how long PCP will run. response:	You don't need to worry about that!
context: Why are you apologizing?\PCP owes its popularity to you!\Hey Saiko,\Have you asked Azuki when she wants to get married?\What?\There's a big difference between 22 and 30.\We don't know how long PCP will run.\You don't need to worry about that! response:	Azuki-san, when do you want to get married ideally?
context: PCP owes its popularity to you!\Hey Saiko,\Have you asked Azuki when she wants to get married?\What?\There's a big difference between 22 and 30.\We don't know how long PCP will run.\You don't need to worry about that!\Azuki-san, when do you want to get married ideally? response:	I can't send this.
context: Hey Saiko,\Have you asked Azuki when she wants to get married?\What?\There's a big difference between 22 and 30.\We don't know how long PCP will run.\You don't need to worry about that!\Azuki-san, when do you want to get married ideally?\I can't send this. response:	It isn't something I need to worry about.
context: Have you asked Azuki when she wants to get married?\What?\There's a big difference between 22 and 30.\We don't know how long PCP will run.\You don't need to worry about that!\Azuki-san, when do you want to get married ideally?\I can't send this.\It isn't something I need to worry about. response:	PCP is doing well.
context: What?\There's a big difference between 22 and 30.\We don't know how long PCP will run.\You don't need to worry about that!\Azuki-san, when do you want to get married ideally?\I can't send this.\It isn't something I need to worry about.\PCP is doing well. response:	But we haven't beaten Crow yet.
context: There's a big difference between 22 and 30.\We don't know how long PCP will run.\You don't need to worry about that!\Azuki-san, when do you want to get married ideally?\I can't send this.\It isn't something I need to worry about.\PCP is doing well.\But we haven't beaten Crow yet. response:	That's right. Eiji is writing two series.
context: We don't know how long PCP will run.\You don't need to worry about that!\Azuki-san, when do you want to get married ideally?\I can't send this.\It isn't something I need to worry about.\PCP is doing well.\But we haven't beaten Crow yet.\That's right. Eiji is writing two series. response:	But he does Crow by himself.
context: You don't need to worry about that!\Azuki-san, when do you want to get married ideally?\I can't send this.\It isn't something I need to worry about.\PCP is doing well.\But we haven't beaten Crow yet.\That's right. Eiji is writing two series.\But he does Crow by himself. response:	If Shujin and I both worked on it...
context: Azuki-san, when do you want to get married ideally?\I can't send this.\It isn't something I need to worry about.\PCP is doing well.\But we haven't beaten Crow yet.\That's right. Eiji is writing two series.\But he does Crow by himself.\If Shujin and I both worked on it... response:	A second series might put us ahead of Eiji.
context: I can't send this.\It isn't something I need to worry about.\PCP is doing well.\But we haven't beaten Crow yet.\That's right. Eiji is writing two series.\But he does Crow by himself.\If Shujin and I both worked on it...\A second series might put us ahead of Eiji. response:	One more.
context: It isn't something I need to worry about.\PCP is doing well.\But we haven't beaten Crow yet.\That's right. Eiji is writing two series.\But he does Crow by himself.\If Shujin and I both worked on it...\A second series might put us ahead of Eiji.\One more. response:	Like Shujin said, if we specifically make it to be an anime...
context: PCP is doing well.\But we haven't beaten Crow yet.\That's right. Eiji is writing two series.\But he does Crow by himself.\If Shujin and I both worked on it...\A second series might put us ahead of Eiji.\One more.\Like Shujin said, if we specifically make it to be an anime... response:	We do both have a little more free time now.
context: But we haven't beaten Crow yet.\That's right. Eiji is writing two series.\But he does Crow by himself.\If Shujin and I both worked on it...\A second series might put us ahead of Eiji.\One more.\Like Shujin said, if we specifically make it to be an anime...\We do both have a little more free time now. response:	No. I shouldn't tell Shujin something like that.
context: That's right. Eiji is writing two series.\But he does Crow by himself.\If Shujin and I both worked on it...\A second series might put us ahead of Eiji.\One more.\Like Shujin said, if we specifically make it to be an anime...\We do both have a little more free time now.\No. I shouldn't tell Shujin something like that. response:	We need to focus on PCP.
context: But he does Crow by himself.\If Shujin and I both worked on it...\A second series might put us ahead of Eiji.\One more.\Like Shujin said, if we specifically make it to be an anime...\We do both have a little more free time now.\No. I shouldn't tell Shujin something like that.\We need to focus on PCP. response:	I was the one who said we were only 20.
context: If Shujin and I both worked on it...\A second series might put us ahead of Eiji.\One more.\Like Shujin said, if we specifically make it to be an anime...\We do both have a little more free time now.\No. I shouldn't tell Shujin something like that.\We need to focus on PCP.\I was the one who said we were only 20. response:	We should see how things go, and then...
context: A second series might put us ahead of Eiji.\One more.\Like Shujin said, if we specifically make it to be an anime...\We do both have a little more free time now.\No. I shouldn't tell Shujin something like that.\We need to focus on PCP.\I was the one who said we were only 20.\We should see how things go, and then... response:	So right here is the focal point.
context: One more.\Like Shujin said, if we specifically make it to be an anime...\We do both have a little more free time now.\No. I shouldn't tell Shujin something like that.\We need to focus on PCP.\I was the one who said we were only 20.\We should see how things go, and then...\So right here is the focal point. response:	You want a big full-page panel for that.
context: Like Shujin said, if we specifically make it to be an anime...\We do both have a little more free time now.\No. I shouldn't tell Shujin something like that.\We need to focus on PCP.\I was the one who said we were only 20.\We should see how things go, and then...\So right here is the focal point.\You want a big full-page panel for that. response:	Oh... I see!
context: We do both have a little more free time now.\No. I shouldn't tell Shujin something like that.\We need to focus on PCP.\I was the one who said we were only 20.\We should see how things go, and then...\So right here is the focal point.\You want a big full-page panel for that.\Oh... I see! response:	That's about all I can help with.
context: No. I shouldn't tell Shujin something like that.\We need to focus on PCP.\I was the one who said we were only 20.\We should see how things go, and then...\So right here is the focal point.\You want a big full-page panel for that.\Oh... I see!\That's about all I can help with. response:	Your art...
context: We need to focus on PCP.\I was the one who said we were only 20.\We should see how things go, and then...\So right here is the focal point.\You want a big full-page panel for that.\Oh... I see!\That's about all I can help with.\Your art... response:	Shujin does seem to have more free time.
context: I was the one who said we were only 20.\We should see how things go, and then...\So right here is the focal point.\You want a big full-page panel for that.\Oh... I see!\That's about all I can help with.\Your art...\Shujin does seem to have more free time. response:	It won't be long now.
context: We should see how things go, and then...\So right here is the focal point.\You want a big full-page panel for that.\Oh... I see!\That's about all I can help with.\Your art...\Shujin does seem to have more free time.\It won't be long now. response:	That should do it.
context: So right here is the focal point.\You want a big full-page panel for that.\Oh... I see!\That's about all I can help with.\Your art...\Shujin does seem to have more free time.\It won't be long now.\That should do it. response:	Thank you so much!
context: You want a big full-page panel for that.\Oh... I see!\That's about all I can help with.\Your art...\Shujin does seem to have more free time.\It won't be long now.\That should do it.\Thank you so much! response:	Before you head home, you can work on what I mentioned.
context: Oh... I see!\That's about all I can help with.\Your art...\Shujin does seem to have more free time.\It won't be long now.\That should do it.\Thank you so much!\Before you head home, you can work on what I mentioned. response:	Okay!
context: That's about all I can help with.\Your art...\Shujin does seem to have more free time.\It won't be long now.\That should do it.\Thank you so much!\Before you head home, you can work on what I mentioned.\Okay! response:	Hattori-san is coming later. Want to have him look at it?
context: Your art...\Shujin does seem to have more free time.\It won't be long now.\That should do it.\Thank you so much!\Before you head home, you can work on what I mentioned.\Okay!\Hattori-san is coming later. Want to have him look at it? response:	Eh? Yes...
context: Shujin does seem to have more free time.\It won't be long now.\That should do it.\Thank you so much!\Before you head home, you can work on what I mentioned.\Okay!\Hattori-san is coming later. Want to have him look at it?\Eh? Yes... response:	Showing his storyboard to an editor...
context: It won't be long now.\That should do it.\Thank you so much!\Before you head home, you can work on what I mentioned.\Okay!\Hattori-san is coming later. Want to have him look at it?\Eh? Yes...\Showing his storyboard to an editor... response:	Can I come too?!
context: That should do it.\Thank you so much!\Before you head home, you can work on what I mentioned.\Okay!\Hattori-san is coming later. Want to have him look at it?\Eh? Yes...\Showing his storyboard to an editor...\Can I come too?! response:	Huh?
context: Thank you so much!\Before you head home, you can work on what I mentioned.\Okay!\Hattori-san is coming later. Want to have him look at it?\Eh? Yes...\Showing his storyboard to an editor...\Can I come too?!\Huh? response:	O-okay.
context: Before you head home, you can work on what I mentioned.\Okay!\Hattori-san is coming later. Want to have him look at it?\Eh? Yes...\Showing his storyboard to an editor...\Can I come too?!\Huh?\O-okay. response:	You guys are all working hard!
context: Okay!\Hattori-san is coming later. Want to have him look at it?\Eh? Yes...\Showing his storyboard to an editor...\Can I come too?!\Huh?\O-okay.\You guys are all working hard! response:	Moriya-kun, let me have a look at yours.
context: Hattori-san is coming later. Want to have him look at it?\Eh? Yes...\Showing his storyboard to an editor...\Can I come too?!\Huh?\O-okay.\You guys are all working hard!\Moriya-kun, let me have a look at yours. response:	Please do!
context: Eh? Yes...\Showing his storyboard to an editor...\Can I come too?!\Huh?\O-okay.\You guys are all working hard!\Moriya-kun, let me have a look at yours.\Please do! response:	What do you think of my work?
context: Showing his storyboard to an editor...\Can I come too?!\Huh?\O-okay.\You guys are all working hard!\Moriya-kun, let me have a look at yours.\Please do!\What do you think of my work? response:	I would have to say...
context: Can I come too?!\Huh?\O-okay.\You guys are all working hard!\Moriya-kun, let me have a look at yours.\Please do!\What do you think of my work?\I would have to say... response:	It's too complicated. It isn't Jack material.
context: Huh?\O-okay.\You guys are all working hard!\Moriya-kun, let me have a look at yours.\Please do!\What do you think of my work?\I would have to say...\It's too complicated. It isn't Jack material. response:	B-but kids nowadays...
context: O-okay.\You guys are all working hard!\Moriya-kun, let me have a look at yours.\Please do!\What do you think of my work?\I would have to say...\It's too complicated. It isn't Jack material.\B-but kids nowadays... response:	Most importantly, it's difficult to understand.
context: You guys are all working hard!\Moriya-kun, let me have a look at yours.\Please do!\What do you think of my work?\I would have to say...\It's too complicated. It isn't Jack material.\B-but kids nowadays...\Most importantly, it's difficult to understand. response:	Why do the humans help the city grow?
context: Moriya-kun, let me have a look at yours.\Please do!\What do you think of my work?\I would have to say...\It's too complicated. It isn't Jack material.\B-but kids nowadays...\Most importantly, it's difficult to understand.\Why do the humans help the city grow? response:	They don't have a reason.
context: Please do!\What do you think of my work?\I would have to say...\It's too complicated. It isn't Jack material.\B-but kids nowadays...\Most importantly, it's difficult to understand.\Why do the humans help the city grow?\They don't have a reason. response:	Readers don't want to be preached at.
context: What do you think of my work?\I would have to say...\It's too complicated. It isn't Jack material.\B-but kids nowadays...\Most importantly, it's difficult to understand.\Why do the humans help the city grow?\They don't have a reason.\Readers don't want to be preached at. response:	He's pretty tough...
context: I would have to say...\It's too complicated. It isn't Jack material.\B-but kids nowadays...\Most importantly, it's difficult to understand.\Why do the humans help the city grow?\They don't have a reason.\Readers don't want to be preached at.\He's pretty tough... response:	Let's move on to Shiratori-kun.
context: It's too complicated. It isn't Jack material.\B-but kids nowadays...\Most importantly, it's difficult to understand.\Why do the humans help the city grow?\They don't have a reason.\Readers don't want to be preached at.\He's pretty tough...\Let's move on to Shiratori-kun. response:	Okay...
context: B-but kids nowadays...\Most importantly, it's difficult to understand.\Why do the humans help the city grow?\They don't have a reason.\Readers don't want to be preached at.\He's pretty tough...\Let's move on to Shiratori-kun.\Okay... response:	Please do.
context: Most importantly, it's difficult to understand.\Why do the humans help the city grow?\They don't have a reason.\Readers don't want to be preached at.\He's pretty tough...\Let's move on to Shiratori-kun.\Okay...\Please do. response:	This is interesting!
context: Why do the humans help the city grow?\They don't have a reason.\Readers don't want to be preached at.\He's pretty tough...\Let's move on to Shiratori-kun.\Okay...\Please do.\This is interesting! response:	Interesting??
context: They don't have a reason.\Readers don't want to be preached at.\He's pretty tough...\Let's move on to Shiratori-kun.\Okay...\Please do.\This is interesting!\Interesting?? response:	Next time, maybe!
context: Readers don't want to be preached at.\He's pretty tough...\Let's move on to Shiratori-kun.\Okay...\Please do.\This is interesting!\Interesting??\Next time, maybe! response:	Nobody ever recognizes art.
context: He's pretty tough...\Let's move on to Shiratori-kun.\Okay...\Please do.\This is interesting!\Interesting??\Next time, maybe!\Nobody ever recognizes art. response:	The dialog is pretty good!
context: Let's move on to Shiratori-kun.\Okay...\Please do.\This is interesting!\Interesting??\Next time, maybe!\Nobody ever recognizes art.\The dialog is pretty good! response:	I'm surprised!
context: Okay...\Please do.\This is interesting!\Interesting??\Next time, maybe!\Nobody ever recognizes art.\The dialog is pretty good!\I'm surprised! response:	You could submit this to Treasure... no, even Next.
context: Please do.\This is interesting!\Interesting??\Next time, maybe!\Nobody ever recognizes art.\The dialog is pretty good!\I'm surprised!\You could submit this to Treasure... no, even Next. response:	That's awesome! Well done.
context: This is interesting!\Interesting??\Next time, maybe!\Nobody ever recognizes art.\The dialog is pretty good!\I'm surprised!\You could submit this to Treasure... no, even Next.\That's awesome! Well done. response:	Or is it too early for that?
context: Interesting??\Next time, maybe!\Nobody ever recognizes art.\The dialog is pretty good!\I'm surprised!\You could submit this to Treasure... no, even Next.\That's awesome! Well done.\Or is it too early for that? response:	Hattori-san. I don't want to submit this.
context: Next time, maybe!\Nobody ever recognizes art.\The dialog is pretty good!\I'm surprised!\You could submit this to Treasure... no, even Next.\That's awesome! Well done.\Or is it too early for that?\Hattori-san. I don't want to submit this. response:	Huh?
context: Nobody ever recognizes art.\The dialog is pretty good!\I'm surprised!\You could submit this to Treasure... no, even Next.\That's awesome! Well done.\Or is it too early for that?\Hattori-san. I don't want to submit this.\Huh? response:	Why not? This is good enough to get serialized.
context: The dialog is pretty good!\I'm surprised!\You could submit this to Treasure... no, even Next.\That's awesome! Well done.\Or is it too early for that?\Hattori-san. I don't want to submit this.\Huh?\Why not? This is good enough to get serialized. response:	Yeah, this is a good chance!
context: I'm surprised!\You could submit this to Treasure... no, even Next.\That's awesome! Well done.\Or is it too early for that?\Hattori-san. I don't want to submit this.\Huh?\Why not? This is good enough to get serialized.\Yeah, this is a good chance! response:	But...
context: You could submit this to Treasure... no, even Next.\That's awesome! Well done.\Or is it too early for that?\Hattori-san. I don't want to submit this.\Huh?\Why not? This is good enough to get serialized.\Yeah, this is a good chance!\But... response:	This storyboard isn't really mine.
context: That's awesome! Well done.\Or is it too early for that?\Hattori-san. I don't want to submit this.\Huh?\Why not? This is good enough to get serialized.\Yeah, this is a good chance!\But...\This storyboard isn't really mine. response:	What do you mean?
context: Or is it too early for that?\Hattori-san. I don't want to submit this.\Huh?\Why not? This is good enough to get serialized.\Yeah, this is a good chance!\But...\This storyboard isn't really mine.\What do you mean? response:	Before I showed it to you,
context: Hattori-san. I don't want to submit this.\Huh?\Why not? This is good enough to get serialized.\Yeah, this is a good chance!\But...\This storyboard isn't really mine.\What do you mean?\Before I showed it to you, response:	Takagi-sensei looked at it and I revised it three times.
context: Huh?\Why not? This is good enough to get serialized.\Yeah, this is a good chance!\But...\This storyboard isn't really mine.\What do you mean?\Before I showed it to you,\Takagi-sensei looked at it and I revised it three times. response:	Three times?
context: Why not? This is good enough to get serialized.\Yeah, this is a good chance!\But...\This storyboard isn't really mine.\What do you mean?\Before I showed it to you,\Takagi-sensei looked at it and I revised it three times.\Three times? response:	Takagi-kun, is that true?
context: Yeah, this is a good chance!\But...\This storyboard isn't really mine.\What do you mean?\Before I showed it to you,\Takagi-sensei looked at it and I revised it three times.\Three times?\Takagi-kun, is that true? response:	Yeah, he asked me to look at it.
context: But...\This storyboard isn't really mine.\What do you mean?\Before I showed it to you,\Takagi-sensei looked at it and I revised it three times.\Three times?\Takagi-kun, is that true?\Yeah, he asked me to look at it. response:	I thought it might be too good for a first try.
context: This storyboard isn't really mine.\What do you mean?\Before I showed it to you,\Takagi-sensei looked at it and I revised it three times.\Three times?\Takagi-kun, is that true?\Yeah, he asked me to look at it.\I thought it might be too good for a first try. response:	Shiratori-kun.
context: What do you mean?\Before I showed it to you,\Takagi-sensei looked at it and I revised it three times.\Three times?\Takagi-kun, is that true?\Yeah, he asked me to look at it.\I thought it might be too good for a first try.\Shiratori-kun. response:	Do you still have your original storyboard?
context: Before I showed it to you,\Takagi-sensei looked at it and I revised it three times.\Three times?\Takagi-kun, is that true?\Yeah, he asked me to look at it.\I thought it might be too good for a first try.\Shiratori-kun.\Do you still have your original storyboard? response:	Yes.
context: Takagi-sensei looked at it and I revised it three times.\Three times?\Takagi-kun, is that true?\Yeah, he asked me to look at it.\I thought it might be too good for a first try.\Shiratori-kun.\Do you still have your original storyboard?\Yes. response:	Takagi-kun is really amazing.
context: Three times?\Takagi-kun, is that true?\Yeah, he asked me to look at it.\I thought it might be too good for a first try.\Shiratori-kun.\Do you still have your original storyboard?\Yes.\Takagi-kun is really amazing. response:	I want to show this to my superiors.
context: Takagi-kun, is that true?\Yeah, he asked me to look at it.\I thought it might be too good for a first try.\Shiratori-kun.\Do you still have your original storyboard?\Yes.\Takagi-kun is really amazing.\I want to show this to my superiors. response:	Idea and art by Shiratori Shun
context: Yeah, he asked me to look at it.\I thought it might be too good for a first try.\Shiratori-kun.\Do you still have your original storyboard?\Yes.\Takagi-kun is really amazing.\I want to show this to my superiors.\Idea and art by Shiratori Shun response:	Story by Ashirogi... no, Takagi Akito.
context: I thought it might be too good for a first try.\Shiratori-kun.\Do you still have your original storyboard?\Yes.\Takagi-kun is really amazing.\I want to show this to my superiors.\Idea and art by Shiratori Shun\Story by Ashirogi... no, Takagi Akito. response:	It's no good otherwise.
context: Shiratori-kun.\Do you still have your original storyboard?\Yes.\Takagi-kun is really amazing.\I want to show this to my superiors.\Idea and art by Shiratori Shun\Story by Ashirogi... no, Takagi Akito.\It's no good otherwise. response:	If it got serialized, it would be best to have Takagi-kun write the story.
context: Do you still have your original storyboard?\Yes.\Takagi-kun is really amazing.\I want to show this to my superiors.\Idea and art by Shiratori Shun\Story by Ashirogi... no, Takagi Akito.\It's no good otherwise.\If it got serialized, it would be best to have Takagi-kun write the story. response:	If Shujin starts working on another series...
context: Yes.\Takagi-kun is really amazing.\I want to show this to my superiors.\Idea and art by Shiratori Shun\Story by Ashirogi... no, Takagi Akito.\It's no good otherwise.\If it got serialized, it would be best to have Takagi-kun write the story.\If Shujin starts working on another series... response:	But if that happens...
context: Takagi-kun is really amazing.\I want to show this to my superiors.\Idea and art by Shiratori Shun\Story by Ashirogi... no, Takagi Akito.\It's no good otherwise.\If it got serialized, it would be best to have Takagi-kun write the story.\If Shujin starts working on another series...\But if that happens... response:	Takagi-kun, you've just gotten used to writing PCP.
context: I want to show this to my superiors.\Idea and art by Shiratori Shun\Story by Ashirogi... no, Takagi Akito.\It's no good otherwise.\If it got serialized, it would be best to have Takagi-kun write the story.\If Shujin starts working on another series...\But if that happens...\Takagi-kun, you've just gotten used to writing PCP. response:	So it wouldn't be right away, but would you think about it?
context: Idea and art by Shiratori Shun\Story by Ashirogi... no, Takagi Akito.\It's no good otherwise.\If it got serialized, it would be best to have Takagi-kun write the story.\If Shujin starts working on another series...\But if that happens...\Takagi-kun, you've just gotten used to writing PCP.\So it wouldn't be right away, but would you think about it? response:	Eh? B-but...
context: Story by Ashirogi... no, Takagi Akito.\It's no good otherwise.\If it got serialized, it would be best to have Takagi-kun write the story.\If Shujin starts working on another series...\But if that happens...\Takagi-kun, you've just gotten used to writing PCP.\So it wouldn't be right away, but would you think about it?\Eh? B-but... response:	That would be Mashiro's decision too.
context: It's no good otherwise.\If it got serialized, it would be best to have Takagi-kun write the story.\If Shujin starts working on another series...\But if that happens...\Takagi-kun, you've just gotten used to writing PCP.\So it wouldn't be right away, but would you think about it?\Eh? B-but...\That would be Mashiro's decision too. response:	Oh yeah, that's true.
context: If it got serialized, it would be best to have Takagi-kun write the story.\If Shujin starts working on another series...\But if that happens...\Takagi-kun, you've just gotten used to writing PCP.\So it wouldn't be right away, but would you think about it?\Eh? B-but...\That would be Mashiro's decision too.\Oh yeah, that's true. response:	Eh?
context: If Shujin starts working on another series...\But if that happens...\Takagi-kun, you've just gotten used to writing PCP.\So it wouldn't be right away, but would you think about it?\Eh? B-but...\That would be Mashiro's decision too.\Oh yeah, that's true.\Eh? response:	As long as it doesn't interfere with PCP...
context: But if that happens...\Takagi-kun, you've just gotten used to writing PCP.\So it wouldn't be right away, but would you think about it?\Eh? B-but...\That would be Mashiro's decision too.\Oh yeah, that's true.\Eh?\As long as it doesn't interfere with PCP... response:	When I struggle toward my dream
context: Takagi-kun, you've just gotten used to writing PCP.\So it wouldn't be right away, but would you think about it?\Eh? B-but...\That would be Mashiro's decision too.\Oh yeah, that's true.\Eh?\As long as it doesn't interfere with PCP...\When I struggle toward my dream response:	Those are the moments I love the most
context: So it wouldn't be right away, but would you think about it?\Eh? B-but...\That would be Mashiro's decision too.\Oh yeah, that's true.\Eh?\As long as it doesn't interfere with PCP...\When I struggle toward my dream\Those are the moments I love the most response:	I can feel our bond and will to fight
context: Eh? B-but...\That would be Mashiro's decision too.\Oh yeah, that's true.\Eh?\As long as it doesn't interfere with PCP...\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight response:	Our views overlap and electrify us
context: That would be Mashiro's decision too.\Oh yeah, that's true.\Eh?\As long as it doesn't interfere with PCP...\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us response:	Let's improve ourselves, become what we should be
context: Oh yeah, that's true.\Eh?\As long as it doesn't interfere with PCP...\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be response:	You can see the future in our path
context: Eh?\As long as it doesn't interfere with PCP...\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path response:	My comrades don't agree with me
context: As long as it doesn't interfere with PCP...\When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me response:	Our pride clashes
context: When I struggle toward my dream\Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me\Our pride clashes response:	I can't let it go, I'll follow my heart from now on
context: Those are the moments I love the most\I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me\Our pride clashes\I can't let it go, I'll follow my heart from now on response:	I'm prepared
context: I can feel our bond and will to fight\Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me\Our pride clashes\I can't let it go, I'll follow my heart from now on\I'm prepared response:	I'll charge right in
context: Our views overlap and electrify us\Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me\Our pride clashes\I can't let it go, I'll follow my heart from now on\I'm prepared\I'll charge right in response:	Unstoppable Pride
context: Let's improve ourselves, become what we should be\You can see the future in our path\My comrades don't agree with me\Our pride clashes\I can't let it go, I'll follow my heart from now on\I'm prepared\I'll charge right in\Unstoppable Pride response:	There's no other choice, this is what I love and this is what I'll do
context: You can see the future in our path\My comrades don't agree with me\Our pride clashes\I can't let it go, I'll follow my heart from now on\I'm prepared\I'll charge right in\Unstoppable Pride\There's no other choice, this is what I love and this is what I'll do response:	I don't know what tomorrow will bring
context: My comrades don't agree with me\Our pride clashes\I can't let it go, I'll follow my heart from now on\I'm prepared\I'll charge right in\Unstoppable Pride\There's no other choice, this is what I love and this is what I'll do\I don't know what tomorrow will bring response:	But I know once again (just to get by),
context: Our pride clashes\I can't let it go, I'll follow my heart from now on\I'm prepared\I'll charge right in\Unstoppable Pride\There's no other choice, this is what I love and this is what I'll do\I don't know what tomorrow will bring\But I know once again (just to get by), response:	We'll do our best
context: I can't let it go, I'll follow my heart from now on\I'm prepared\I'll charge right in\Unstoppable Pride\There's no other choice, this is what I love and this is what I'll do\I don't know what tomorrow will bring\But I know once again (just to get by),\We'll do our best response:	If I do my best, can I fulfill my dreams too?
context: I'm prepared\I'll charge right in\Unstoppable Pride\There's no other choice, this is what I love and this is what I'll do\I don't know what tomorrow will bring\But I know once again (just to get by),\We'll do our best\If I do my best, can I fulfill my dreams too? response:	It's not impossible.
