context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: From the aorta, the path splits into two smaller arteries,\traveling to all capillaries in the body.\CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.\Capillaries.\They distribute oxygen and nutrients to cells,\and retrieve waste, such as carbon dioxide.\All right, now all I have to do is deliver this oxygen!\Hey, response:	Detour Route
context: traveling to all capillaries in the body.\CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.\Capillaries.\They distribute oxygen and nutrients to cells,\and retrieve waste, such as carbon dioxide.\All right, now all I have to do is deliver this oxygen!\Hey,\Detour Route response:	which way is right?
context: CAPILLARIES: They distribute oxygen and nutrients to cells, and retrieve waste, such as carbon dioxide.\Capillaries.\They distribute oxygen and nutrients to cells,\and retrieve waste, such as carbon dioxide.\All right, now all I have to do is deliver this oxygen!\Hey,\Detour Route\which way is right? response:	The hand you're holding your pen with is your right! This way!
context: Capillaries.\They distribute oxygen and nutrients to cells,\and retrieve waste, such as carbon dioxide.\All right, now all I have to do is deliver this oxygen!\Hey,\Detour Route\which way is right?\The hand you're holding your pen with is your right! This way! response:	Hey, I can't stick these on well!
context: They distribute oxygen and nutrients to cells,\and retrieve waste, such as carbon dioxide.\All right, now all I have to do is deliver this oxygen!\Hey,\Detour Route\which way is right?\The hand you're holding your pen with is your right! This way!\Hey, I can't stick these on well! response:	A-All right, then, I'll help you!
context: and retrieve waste, such as carbon dioxide.\All right, now all I have to do is deliver this oxygen!\Hey,\Detour Route\which way is right?\The hand you're holding your pen with is your right! This way!\Hey, I can't stick these on well!\A-All right, then, I'll help you! response:	Construction Up Ahead
context: All right, now all I have to do is deliver this oxygen!\Hey,\Detour Route\which way is right?\The hand you're holding your pen with is your right! This way!\Hey, I can't stick these on well!\A-All right, then, I'll help you!\Construction Up Ahead response:	Hey, do that Die, germ! thing, yes?
context: Hey,\Detour Route\which way is right?\The hand you're holding your pen with is your right! This way!\Hey, I can't stick these on well!\A-All right, then, I'll help you!\Construction Up Ahead\Hey, do that Die, germ! thing, yes? response:	I hear there's a small abrasion nearby.
context: Detour Route\which way is right?\The hand you're holding your pen with is your right! This way!\Hey, I can't stick these on well!\A-All right, then, I'll help you!\Construction Up Ahead\Hey, do that Die, germ! thing, yes?\I hear there's a small abrasion nearby. response:	Not again!
context: which way is right?\The hand you're holding your pen with is your right! This way!\Hey, I can't stick these on well!\A-All right, then, I'll help you!\Construction Up Ahead\Hey, do that Die, germ! thing, yes?\I hear there's a small abrasion nearby.\Not again! response:	Let's see...
context: The hand you're holding your pen with is your right! This way!\Hey, I can't stick these on well!\A-All right, then, I'll help you!\Construction Up Ahead\Hey, do that Die, germ! thing, yes?\I hear there's a small abrasion nearby.\Not again!\Let's see... response:	So the road's closed up ahead, huh?
context: Hey, I can't stick these on well!\A-All right, then, I'll help you!\Construction Up Ahead\Hey, do that Die, germ! thing, yes?\I hear there's a small abrasion nearby.\Not again!\Let's see...\So the road's closed up ahead, huh? response:	Looks like we managed to infiltrate.
context: A-All right, then, I'll help you!\Construction Up Ahead\Hey, do that Die, germ! thing, yes?\I hear there's a small abrasion nearby.\Not again!\Let's see...\So the road's closed up ahead, huh?\Looks like we managed to infiltrate. response:	Yeah. And right on cue, here comes a sucker.
context: Construction Up Ahead\Hey, do that Die, germ! thing, yes?\I hear there's a small abrasion nearby.\Not again!\Let's see...\So the road's closed up ahead, huh?\Looks like we managed to infiltrate.\Yeah. And right on cue, here comes a sucker. response:	Our target's that airhead Red Blood Cell, huh?
context: Hey, do that Die, germ! thing, yes?\I hear there's a small abrasion nearby.\Not again!\Let's see...\So the road's closed up ahead, huh?\Looks like we managed to infiltrate.\Yeah. And right on cue, here comes a sucker.\Our target's that airhead Red Blood Cell, huh? response:	Let's lie in wait on this corner and bash her face in together!
context: I hear there's a small abrasion nearby.\Not again!\Let's see...\So the road's closed up ahead, huh?\Looks like we managed to infiltrate.\Yeah. And right on cue, here comes a sucker.\Our target's that airhead Red Blood Cell, huh?\Let's lie in wait on this corner and bash her face in together! response:	Die!
context: Not again!\Let's see...\So the road's closed up ahead, huh?\Looks like we managed to infiltrate.\Yeah. And right on cue, here comes a sucker.\Our target's that airhead Red Blood Cell, huh?\Let's lie in wait on this corner and bash her face in together!\Die! response:	ROAD CLOSED Your cooperation is appreciated
context: Let's see...\So the road's closed up ahead, huh?\Looks like we managed to infiltrate.\Yeah. And right on cue, here comes a sucker.\Our target's that airhead Red Blood Cell, huh?\Let's lie in wait on this corner and bash her face in together!\Die!\ROAD CLOSED Your cooperation is appreciated response:	Um... Yeah! Going great!
context: So the road's closed up ahead, huh?\Looks like we managed to infiltrate.\Yeah. And right on cue, here comes a sucker.\Our target's that airhead Red Blood Cell, huh?\Let's lie in wait on this corner and bash her face in together!\Die!\ROAD CLOSED Your cooperation is appreciated\Um... Yeah! Going great! response:	That was a close shave!
context: Looks like we managed to infiltrate.\Yeah. And right on cue, here comes a sucker.\Our target's that airhead Red Blood Cell, huh?\Let's lie in wait on this corner and bash her face in together!\Die!\ROAD CLOSED Your cooperation is appreciated\Um... Yeah! Going great!\That was a close shave! response:	Hey, did you take out those germs already?
context: Yeah. And right on cue, here comes a sucker.\Our target's that airhead Red Blood Cell, huh?\Let's lie in wait on this corner and bash her face in together!\Die!\ROAD CLOSED Your cooperation is appreciated\Um... Yeah! Going great!\That was a close shave!\Hey, did you take out those germs already? response:	I'm leaving the rest to you!
context: Our target's that airhead Red Blood Cell, huh?\Let's lie in wait on this corner and bash her face in together!\Die!\ROAD CLOSED Your cooperation is appreciated\Um... Yeah! Going great!\That was a close shave!\Hey, did you take out those germs already?\I'm leaving the rest to you! response:	Where are you going? Hold up!
context: Let's lie in wait on this corner and bash her face in together!\Die!\ROAD CLOSED Your cooperation is appreciated\Um... Yeah! Going great!\That was a close shave!\Hey, did you take out those germs already?\I'm leaving the rest to you!\Where are you going? Hold up! response:	SORRY FOR THE INCONVENIENCE
context: Die!\ROAD CLOSED Your cooperation is appreciated\Um... Yeah! Going great!\That was a close shave!\Hey, did you take out those germs already?\I'm leaving the rest to you!\Where are you going? Hold up!\SORRY FOR THE INCONVENIENCE response:	Heave-ho!
context: ROAD CLOSED Your cooperation is appreciated\Um... Yeah! Going great!\That was a close shave!\Hey, did you take out those germs already?\I'm leaving the rest to you!\Where are you going? Hold up!\SORRY FOR THE INCONVENIENCE\Heave-ho! response:	SORRY FOR THE INCONVENIENCE
context: Um... Yeah! Going great!\That was a close shave!\Hey, did you take out those germs already?\I'm leaving the rest to you!\Where are you going? Hold up!\SORRY FOR THE INCONVENIENCE\Heave-ho!\SORRY FOR THE INCONVENIENCE response:	Heave-ho!
context: That was a close shave!\Hey, did you take out those germs already?\I'm leaving the rest to you!\Where are you going? Hold up!\SORRY FOR THE INCONVENIENCE\Heave-ho!\SORRY FOR THE INCONVENIENCE\Heave-ho! response:	Heave-ho!
context: Hey, did you take out those germs already?\I'm leaving the rest to you!\Where are you going? Hold up!\SORRY FOR THE INCONVENIENCE\Heave-ho!\SORRY FOR THE INCONVENIENCE\Heave-ho!\Heave-ho! response:	Heave-ho!
context: I'm leaving the rest to you!\Where are you going? Hold up!\SORRY FOR THE INCONVENIENCE\Heave-ho!\SORRY FOR THE INCONVENIENCE\Heave-ho!\Heave-ho!\Heave-ho! response:	On my own! Until the end!
context: Where are you going? Hold up!\SORRY FOR THE INCONVENIENCE\Heave-ho!\SORRY FOR THE INCONVENIENCE\Heave-ho!\Heave-ho!\Heave-ho!\On my own! Until the end! response:	SORRY FOR THE INCONVENIENCE
context: SORRY FOR THE INCONVENIENCE\Heave-ho!\SORRY FOR THE INCONVENIENCE\Heave-ho!\Heave-ho!\Heave-ho!\On my own! Until the end!\SORRY FOR THE INCONVENIENCE response:	I can barely fit! I-It's so cramped in here! I can't breathe!
context: Heave-ho!\SORRY FOR THE INCONVENIENCE\Heave-ho!\Heave-ho!\Heave-ho!\On my own! Until the end!\SORRY FOR THE INCONVENIENCE\I can barely fit! I-It's so cramped in here! I can't breathe! response:	But just a little further, and...
context: SORRY FOR THE INCONVENIENCE\Heave-ho!\Heave-ho!\Heave-ho!\On my own! Until the end!\SORRY FOR THE INCONVENIENCE\I can barely fit! I-It's so cramped in here! I can't breathe!\But just a little further, and... response:	I've come to deliver your oxygen!
context: Heave-ho!\Heave-ho!\Heave-ho!\On my own! Until the end!\SORRY FOR THE INCONVENIENCE\I can barely fit! I-It's so cramped in here! I can't breathe!\But just a little further, and...\I've come to deliver your oxygen! response:	Oh, thanks. Appreciate your coming through such a cramped pathway.
context: Heave-ho!\Heave-ho!\On my own! Until the end!\SORRY FOR THE INCONVENIENCE\I can barely fit! I-It's so cramped in here! I can't breathe!\But just a little further, and...\I've come to deliver your oxygen!\Oh, thanks. Appreciate your coming through such a cramped pathway. response:	ROUTE
context: Heave-ho!\On my own! Until the end!\SORRY FOR THE INCONVENIENCE\I can barely fit! I-It's so cramped in here! I can't breathe!\But just a little further, and...\I've come to deliver your oxygen!\Oh, thanks. Appreciate your coming through such a cramped pathway.\ROUTE response:	Pretty tough, wasn't it?
context: On my own! Until the end!\SORRY FOR THE INCONVENIENCE\I can barely fit! I-It's so cramped in here! I can't breathe!\But just a little further, and...\I've come to deliver your oxygen!\Oh, thanks. Appreciate your coming through such a cramped pathway.\ROUTE\Pretty tough, wasn't it? response:	Oh no! It's my job!
context: SORRY FOR THE INCONVENIENCE\I can barely fit! I-It's so cramped in here! I can't breathe!\But just a little further, and...\I've come to deliver your oxygen!\Oh, thanks. Appreciate your coming through such a cramped pathway.\ROUTE\Pretty tough, wasn't it?\Oh no! It's my job! response:	Now that was tight!
context: I can barely fit! I-It's so cramped in here! I can't breathe!\But just a little further, and...\I've come to deliver your oxygen!\Oh, thanks. Appreciate your coming through such a cramped pathway.\ROUTE\Pretty tough, wasn't it?\Oh no! It's my job!\Now that was tight! response:	I did it! Finally... Finally, I...
context: But just a little further, and...\I've come to deliver your oxygen!\Oh, thanks. Appreciate your coming through such a cramped pathway.\ROUTE\Pretty tough, wasn't it?\Oh no! It's my job!\Now that was tight!\I did it! Finally... Finally, I... response:	I managed to circulate without getting lost!
context: I've come to deliver your oxygen!\Oh, thanks. Appreciate your coming through such a cramped pathway.\ROUTE\Pretty tough, wasn't it?\Oh no! It's my job!\Now that was tight!\I did it! Finally... Finally, I...\I managed to circulate without getting lost! response:	I did it! I did it! Yay! Yay!
context: Oh, thanks. Appreciate your coming through such a cramped pathway.\ROUTE\Pretty tough, wasn't it?\Oh no! It's my job!\Now that was tight!\I did it! Finally... Finally, I...\I managed to circulate without getting lost!\I did it! I did it! Yay! Yay! response:	This is amazing!
context: ROUTE\Pretty tough, wasn't it?\Oh no! It's my job!\Now that was tight!\I did it! Finally... Finally, I...\I managed to circulate without getting lost!\I did it! I did it! Yay! Yay!\This is amazing! response:	I did it!
context: Pretty tough, wasn't it?\Oh no! It's my job!\Now that was tight!\I did it! Finally... Finally, I...\I managed to circulate without getting lost!\I did it! I did it! Yay! Yay!\This is amazing!\I did it! response:	I really did it!
context: Oh no! It's my job!\Now that was tight!\I did it! Finally... Finally, I...\I managed to circulate without getting lost!\I did it! I did it! Yay! Yay!\This is amazing!\I did it!\I really did it! response:	Yo!
context: Now that was tight!\I did it! Finally... Finally, I...\I managed to circulate without getting lost!\I did it! I did it! Yay! Yay!\This is amazing!\I did it!\I really did it!\Yo! response:	Killer T! What are you doing here?
context: I did it! Finally... Finally, I...\I managed to circulate without getting lost!\I did it! I did it! Yay! Yay!\This is amazing!\I did it!\I really did it!\Yo!\Killer T! What are you doing here? response:	KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.
context: I managed to circulate without getting lost!\I did it! I did it! Yay! Yay!\This is amazing!\I did it!\I really did it!\Yo!\Killer T! What are you doing here?\KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells. response:	What does it matter?
context: I did it! I did it! Yay! Yay!\This is amazing!\I did it!\I really did it!\Yo!\Killer T! What are you doing here?\KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.\What does it matter? response:	Wooo! Yay!
context: This is amazing!\I did it!\I really did it!\Yo!\Killer T! What are you doing here?\KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.\What does it matter?\Wooo! Yay! response:	Never mind that, that kid...
context: I did it!\I really did it!\Yo!\Killer T! What are you doing here?\KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.\What does it matter?\Wooo! Yay!\Never mind that, that kid... response:	Is that the Red Blood Cell you were showing the way the other day?
context: I really did it!\Yo!\Killer T! What are you doing here?\KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.\What does it matter?\Wooo! Yay!\Never mind that, that kid...\Is that the Red Blood Cell you were showing the way the other day? response:	Huh? Hey, so you managed to circulate all the way here on your own?
context: Yo!\Killer T! What are you doing here?\KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.\What does it matter?\Wooo! Yay!\Never mind that, that kid...\Is that the Red Blood Cell you were showing the way the other day?\Huh? Hey, so you managed to circulate all the way here on your own? response:	Yes! It's all thanks to your guidance, Senpai!
context: Killer T! What are you doing here?\KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.\What does it matter?\Wooo! Yay!\Never mind that, that kid...\Is that the Red Blood Cell you were showing the way the other day?\Huh? Hey, so you managed to circulate all the way here on your own?\Yes! It's all thanks to your guidance, Senpai! response:	So she finally found a way to get her job done by herself?
context: KILLER T CELLS (CYTOTOXIC T CELLS): Mobilize under orders from the Helper T Cells. Assassins who recognize and destroy foreign cells, such as Graft Cells, virus-infected cells and Cancer Cells.\What does it matter?\Wooo! Yay!\Never mind that, that kid...\Is that the Red Blood Cell you were showing the way the other day?\Huh? Hey, so you managed to circulate all the way here on your own?\Yes! It's all thanks to your guidance, Senpai!\So she finally found a way to get her job done by herself? response:	Hopelessly inept much?
context: What does it matter?\Wooo! Yay!\Never mind that, that kid...\Is that the Red Blood Cell you were showing the way the other day?\Huh? Hey, so you managed to circulate all the way here on your own?\Yes! It's all thanks to your guidance, Senpai!\So she finally found a way to get her job done by herself?\Hopelessly inept much? response:	Hey! Don't talk like that!
context: Wooo! Yay!\Never mind that, that kid...\Is that the Red Blood Cell you were showing the way the other day?\Huh? Hey, so you managed to circulate all the way here on your own?\Yes! It's all thanks to your guidance, Senpai!\So she finally found a way to get her job done by herself?\Hopelessly inept much?\Hey! Don't talk like that! response:	You and I stink at certain things, too, you know.
context: Never mind that, that kid...\Is that the Red Blood Cell you were showing the way the other day?\Huh? Hey, so you managed to circulate all the way here on your own?\Yes! It's all thanks to your guidance, Senpai!\So she finally found a way to get her job done by herself?\Hopelessly inept much?\Hey! Don't talk like that!\You and I stink at certain things, too, you know. response:	It's just that she happens to stink at not losing her way.
context: Is that the Red Blood Cell you were showing the way the other day?\Huh? Hey, so you managed to circulate all the way here on your own?\Yes! It's all thanks to your guidance, Senpai!\So she finally found a way to get her job done by herself?\Hopelessly inept much?\Hey! Don't talk like that!\You and I stink at certain things, too, you know.\It's just that she happens to stink at not losing her way. response:	Even still, she's been trying to overcome her issues in her own way.
context: Huh? Hey, so you managed to circulate all the way here on your own?\Yes! It's all thanks to your guidance, Senpai!\So she finally found a way to get her job done by herself?\Hopelessly inept much?\Hey! Don't talk like that!\You and I stink at certain things, too, you know.\It's just that she happens to stink at not losing her way.\Even still, she's been trying to overcome her issues in her own way. response:	Even if she had to be guided,
context: Yes! It's all thanks to your guidance, Senpai!\So she finally found a way to get her job done by herself?\Hopelessly inept much?\Hey! Don't talk like that!\You and I stink at certain things, too, you know.\It's just that she happens to stink at not losing her way.\Even still, she's been trying to overcome her issues in her own way.\Even if she had to be guided, response:	even if she kept messing up, she never gave up.
context: So she finally found a way to get her job done by herself?\Hopelessly inept much?\Hey! Don't talk like that!\You and I stink at certain things, too, you know.\It's just that she happens to stink at not losing her way.\Even still, she's been trying to overcome her issues in her own way.\Even if she had to be guided,\even if she kept messing up, she never gave up. response:	Don't be such a goody-two-shoes! What do you mean, guidance?
context: Hopelessly inept much?\Hey! Don't talk like that!\You and I stink at certain things, too, you know.\It's just that she happens to stink at not losing her way.\Even still, she's been trying to overcome her issues in her own way.\Even if she had to be guided,\even if she kept messing up, she never gave up.\Don't be such a goody-two-shoes! What do you mean, guidance? response:	It's actually a no-brainer to be able to do that!
context: Hey! Don't talk like that!\You and I stink at certain things, too, you know.\It's just that she happens to stink at not losing her way.\Even still, she's been trying to overcome her issues in her own way.\Even if she had to be guided,\even if she kept messing up, she never gave up.\Don't be such a goody-two-shoes! What do you mean, guidance?\It's actually a no-brainer to be able to do that! response:	I never really gave it much thought until now,
context: You and I stink at certain things, too, you know.\It's just that she happens to stink at not losing her way.\Even still, she's been trying to overcome her issues in her own way.\Even if she had to be guided,\even if she kept messing up, she never gave up.\Don't be such a goody-two-shoes! What do you mean, guidance?\It's actually a no-brainer to be able to do that!\I never really gave it much thought until now, response:	but it's a tough job, what Red Blood Cell does.
context: It's just that she happens to stink at not losing her way.\Even still, she's been trying to overcome her issues in her own way.\Even if she had to be guided,\even if she kept messing up, she never gave up.\Don't be such a goody-two-shoes! What do you mean, guidance?\It's actually a no-brainer to be able to do that!\I never really gave it much thought until now,\but it's a tough job, what Red Blood Cell does. response:	Hauling heavy luggage all around this vast body,
context: Even still, she's been trying to overcome her issues in her own way.\Even if she had to be guided,\even if she kept messing up, she never gave up.\Don't be such a goody-two-shoes! What do you mean, guidance?\It's actually a no-brainer to be able to do that!\I never really gave it much thought until now,\but it's a tough job, what Red Blood Cell does.\Hauling heavy luggage all around this vast body, response:	and even as she fulfills her daily tasks,
context: Even if she had to be guided,\even if she kept messing up, she never gave up.\Don't be such a goody-two-shoes! What do you mean, guidance?\It's actually a no-brainer to be able to do that!\I never really gave it much thought until now,\but it's a tough job, what Red Blood Cell does.\Hauling heavy luggage all around this vast body,\and even as she fulfills her daily tasks, response:	she still works so hard to try to change herself.
context: even if she kept messing up, she never gave up.\Don't be such a goody-two-shoes! What do you mean, guidance?\It's actually a no-brainer to be able to do that!\I never really gave it much thought until now,\but it's a tough job, what Red Blood Cell does.\Hauling heavy luggage all around this vast body,\and even as she fulfills her daily tasks,\she still works so hard to try to change herself. response:	Well, good for you, I guess. For making a teensy bit of progress!
context: Don't be such a goody-two-shoes! What do you mean, guidance?\It's actually a no-brainer to be able to do that!\I never really gave it much thought until now,\but it's a tough job, what Red Blood Cell does.\Hauling heavy luggage all around this vast body,\and even as she fulfills her daily tasks,\she still works so hard to try to change herself.\Well, good for you, I guess. For making a teensy bit of progress! response:	What an amazing kid she is.
context: It's actually a no-brainer to be able to do that!\I never really gave it much thought until now,\but it's a tough job, what Red Blood Cell does.\Hauling heavy luggage all around this vast body,\and even as she fulfills her daily tasks,\she still works so hard to try to change herself.\Well, good for you, I guess. For making a teensy bit of progress!\What an amazing kid she is. response:	Thank you so much!
context: I never really gave it much thought until now,\but it's a tough job, what Red Blood Cell does.\Hauling heavy luggage all around this vast body,\and even as she fulfills her daily tasks,\she still works so hard to try to change herself.\Well, good for you, I guess. For making a teensy bit of progress!\What an amazing kid she is.\Thank you so much! response:	Hey, Killer T,
context: but it's a tough job, what Red Blood Cell does.\Hauling heavy luggage all around this vast body,\and even as she fulfills her daily tasks,\she still works so hard to try to change herself.\Well, good for you, I guess. For making a teensy bit of progress!\What an amazing kid she is.\Thank you so much!\Hey, Killer T, response:	we, Immune Cells, tend to scare the Red Blood Cells,
context: Hauling heavy luggage all around this vast body,\and even as she fulfills her daily tasks,\she still works so hard to try to change herself.\Well, good for you, I guess. For making a teensy bit of progress!\What an amazing kid she is.\Thank you so much!\Hey, Killer T,\we, Immune Cells, tend to scare the Red Blood Cells, response:	but I hope that one day, we can get a grasp on our respective jobs,
context: and even as she fulfills her daily tasks,\she still works so hard to try to change herself.\Well, good for you, I guess. For making a teensy bit of progress!\What an amazing kid she is.\Thank you so much!\Hey, Killer T,\we, Immune Cells, tend to scare the Red Blood Cells,\but I hope that one day, we can get a grasp on our respective jobs, response:	and find a way to get along with them all.
context: she still works so hard to try to change herself.\Well, good for you, I guess. For making a teensy bit of progress!\What an amazing kid she is.\Thank you so much!\Hey, Killer T,\we, Immune Cells, tend to scare the Red Blood Cells,\but I hope that one day, we can get a grasp on our respective jobs,\and find a way to get along with them all. response:	You feel the same way, don't you?
context: Well, good for you, I guess. For making a teensy bit of progress!\What an amazing kid she is.\Thank you so much!\Hey, Killer T,\we, Immune Cells, tend to scare the Red Blood Cells,\but I hope that one day, we can get a grasp on our respective jobs,\and find a way to get along with them all.\You feel the same way, don't you? response:	You damn idiot!
context: What an amazing kid she is.\Thank you so much!\Hey, Killer T,\we, Immune Cells, tend to scare the Red Blood Cells,\but I hope that one day, we can get a grasp on our respective jobs,\and find a way to get along with them all.\You feel the same way, don't you?\You damn idiot! response:	Ugh!
context: Thank you so much!\Hey, Killer T,\we, Immune Cells, tend to scare the Red Blood Cells,\but I hope that one day, we can get a grasp on our respective jobs,\and find a way to get along with them all.\You feel the same way, don't you?\You damn idiot!\Ugh! response:	- Damn you! - Ugh!
context: Hey, Killer T,\we, Immune Cells, tend to scare the Red Blood Cells,\but I hope that one day, we can get a grasp on our respective jobs,\and find a way to get along with them all.\You feel the same way, don't you?\You damn idiot!\Ugh!\- Damn you! - Ugh! response:	Damn you!
context: we, Immune Cells, tend to scare the Red Blood Cells,\but I hope that one day, we can get a grasp on our respective jobs,\and find a way to get along with them all.\You feel the same way, don't you?\You damn idiot!\Ugh!\- Damn you! - Ugh!\Damn you! response:	Ugh!
context: but I hope that one day, we can get a grasp on our respective jobs,\and find a way to get along with them all.\You feel the same way, don't you?\You damn idiot!\Ugh!\- Damn you! - Ugh!\Damn you!\Ugh! response:	Stop spouting those sappy platitudes, you spineless candy-ass!
context: and find a way to get along with them all.\You feel the same way, don't you?\You damn idiot!\Ugh!\- Damn you! - Ugh!\Damn you!\Ugh!\Stop spouting those sappy platitudes, you spineless candy-ass! response:	You just keep going on and on!
context: You feel the same way, don't you?\You damn idiot!\Ugh!\- Damn you! - Ugh!\Damn you!\Ugh!\Stop spouting those sappy platitudes, you spineless candy-ass!\You just keep going on and on! response:	Wh-What?
context: You damn idiot!\Ugh!\- Damn you! - Ugh!\Damn you!\Ugh!\Stop spouting those sappy platitudes, you spineless candy-ass!\You just keep going on and on!\Wh-What? response:	Listen up! If we need to, we kill without mercy! Even our own allies!
context: Ugh!\- Damn you! - Ugh!\Damn you!\Ugh!\Stop spouting those sappy platitudes, you spineless candy-ass!\You just keep going on and on!\Wh-What?\Listen up! If we need to, we kill without mercy! Even our own allies! response:	That's what Immune Cells do, remember?
context: - Damn you! - Ugh!\Damn you!\Ugh!\Stop spouting those sappy platitudes, you spineless candy-ass!\You just keep going on and on!\Wh-What?\Listen up! If we need to, we kill without mercy! Even our own allies!\That's what Immune Cells do, remember? response:	You wanna get all chummy with everyone?
context: Damn you!\Ugh!\Stop spouting those sappy platitudes, you spineless candy-ass!\You just keep going on and on!\Wh-What?\Listen up! If we need to, we kill without mercy! Even our own allies!\That's what Immune Cells do, remember?\You wanna get all chummy with everyone? response:	You wanna join the Red Blood Cells who sit around sipping tea?
context: Ugh!\Stop spouting those sappy platitudes, you spineless candy-ass!\You just keep going on and on!\Wh-What?\Listen up! If we need to, we kill without mercy! Even our own allies!\That's what Immune Cells do, remember?\You wanna get all chummy with everyone?\You wanna join the Red Blood Cells who sit around sipping tea? response:	You're looking to crash a neighborly game of cards with the other cells?
context: Stop spouting those sappy platitudes, you spineless candy-ass!\You just keep going on and on!\Wh-What?\Listen up! If we need to, we kill without mercy! Even our own allies!\That's what Immune Cells do, remember?\You wanna get all chummy with everyone?\You wanna join the Red Blood Cells who sit around sipping tea?\You're looking to crash a neighborly game of cards with the other cells? response:	Pining to get ribbed for drawing the Old Maid? Oh, you chump!
context: You just keep going on and on!\Wh-What?\Listen up! If we need to, we kill without mercy! Even our own allies!\That's what Immune Cells do, remember?\You wanna get all chummy with everyone?\You wanna join the Red Blood Cells who sit around sipping tea?\You're looking to crash a neighborly game of cards with the other cells?\Pining to get ribbed for drawing the Old Maid? Oh, you chump! response:	Well, you can kiss all those shameless daydreams goodbye!
context: Wh-What?\Listen up! If we need to, we kill without mercy! Even our own allies!\That's what Immune Cells do, remember?\You wanna get all chummy with everyone?\You wanna join the Red Blood Cells who sit around sipping tea?\You're looking to crash a neighborly game of cards with the other cells?\Pining to get ribbed for drawing the Old Maid? Oh, you chump!\Well, you can kiss all those shameless daydreams goodbye! response:	Hey, it's not like I had anything that specific in mind.
context: Listen up! If we need to, we kill without mercy! Even our own allies!\That's what Immune Cells do, remember?\You wanna get all chummy with everyone?\You wanna join the Red Blood Cells who sit around sipping tea?\You're looking to crash a neighborly game of cards with the other cells?\Pining to get ribbed for drawing the Old Maid? Oh, you chump!\Well, you can kiss all those shameless daydreams goodbye!\Hey, it's not like I had anything that specific in mind. response:	You and I... We're assassins, got that?
context: That's what Immune Cells do, remember?\You wanna get all chummy with everyone?\You wanna join the Red Blood Cells who sit around sipping tea?\You're looking to crash a neighborly game of cards with the other cells?\Pining to get ribbed for drawing the Old Maid? Oh, you chump!\Well, you can kiss all those shameless daydreams goodbye!\Hey, it's not like I had anything that specific in mind.\You and I... We're assassins, got that? response:	Yeah.
context: You wanna get all chummy with everyone?\You wanna join the Red Blood Cells who sit around sipping tea?\You're looking to crash a neighborly game of cards with the other cells?\Pining to get ribbed for drawing the Old Maid? Oh, you chump!\Well, you can kiss all those shameless daydreams goodbye!\Hey, it's not like I had anything that specific in mind.\You and I... We're assassins, got that?\Yeah. response:	Keep it honed until it's sharp as hell! So you can use it at a moment's notice!
context: You wanna join the Red Blood Cells who sit around sipping tea?\You're looking to crash a neighborly game of cards with the other cells?\Pining to get ribbed for drawing the Old Maid? Oh, you chump!\Well, you can kiss all those shameless daydreams goodbye!\Hey, it's not like I had anything that specific in mind.\You and I... We're assassins, got that?\Yeah.\Keep it honed until it's sharp as hell! So you can use it at a moment's notice! response:	The knife in your heart!
context: You're looking to crash a neighborly game of cards with the other cells?\Pining to get ribbed for drawing the Old Maid? Oh, you chump!\Well, you can kiss all those shameless daydreams goodbye!\Hey, it's not like I had anything that specific in mind.\You and I... We're assassins, got that?\Yeah.\Keep it honed until it's sharp as hell! So you can use it at a moment's notice!\The knife in your heart! response:	Heart?
context: Pining to get ribbed for drawing the Old Maid? Oh, you chump!\Well, you can kiss all those shameless daydreams goodbye!\Hey, it's not like I had anything that specific in mind.\You and I... We're assassins, got that?\Yeah.\Keep it honed until it's sharp as hell! So you can use it at a moment's notice!\The knife in your heart!\Heart? response:	I didn't hear your answer!
