context: Intro response:	Oh man, what have I done?
context: What'cha gonna do?\O holy spirits that bind life and time.\May this world find itself beyond the stars.\If I destroy this place...\Lucifer!\You thought he might be able to gather magic from people's fear and anger?\It's too late for that.\Take a look. response:	What is that?
context: O holy spirits that bind life and time.\May this world find itself beyond the stars.\If I destroy this place...\Lucifer!\You thought he might be able to gather magic from people's fear and anger?\It's too late for that.\Take a look.\What is that? response:	What's going on? Who did this?
context: May this world find itself beyond the stars.\If I destroy this place...\Lucifer!\You thought he might be able to gather magic from people's fear and anger?\It's too late for that.\Take a look.\What is that?\What's going on? Who did this? response:	Marvelous!
context: If I destroy this place...\Lucifer!\You thought he might be able to gather magic from people's fear and anger?\It's too late for that.\Take a look.\What is that?\What's going on? Who did this?\Marvelous! response:	I can almost touch the moon!
context: Lucifer!\You thought he might be able to gather magic from people's fear and anger?\It's too late for that.\Take a look.\What is that?\What's going on? Who did this?\Marvelous!\I can almost touch the moon! response:	I'm overflowing with power!
context: You thought he might be able to gather magic from people's fear and anger?\It's too late for that.\Take a look.\What is that?\What's going on? Who did this?\Marvelous!\I can almost touch the moon!\I'm overflowing with power! response:	Better get my act together!
context: It's too late for that.\Take a look.\What is that?\What's going on? Who did this?\Marvelous!\I can almost touch the moon!\I'm overflowing with power!\Better get my act together! response:	Huh?
context: Take a look.\What is that?\What's going on? Who did this?\Marvelous!\I can almost touch the moon!\I'm overflowing with power!\Better get my act together!\Huh? response:	Whoa!
context: What is that?\What's going on? Who did this?\Marvelous!\I can almost touch the moon!\I'm overflowing with power!\Better get my act together!\Huh?\Whoa! response:	Damn you! Lemme go!
context: What's going on? Who did this?\Marvelous!\I can almost touch the moon!\I'm overflowing with power!\Better get my act together!\Huh?\Whoa!\Damn you! Lemme go! response:	Resistance is futile.
context: Marvelous!\I can almost touch the moon!\I'm overflowing with power!\Better get my act together!\Huh?\Whoa!\Damn you! Lemme go!\Resistance is futile. response:	No one can beat me now that I've gained this much power.
context: I can almost touch the moon!\I'm overflowing with power!\Better get my act together!\Huh?\Whoa!\Damn you! Lemme go!\Resistance is futile.\No one can beat me now that I've gained this much power. response:	What's going on?!
context: I'm overflowing with power!\Better get my act together!\Huh?\Whoa!\Damn you! Lemme go!\Resistance is futile.\No one can beat me now that I've gained this much power.\What's going on?! response:	Milord...
context: Better get my act together!\Huh?\Whoa!\Damn you! Lemme go!\Resistance is futile.\No one can beat me now that I've gained this much power.\What's going on?!\Milord... response:	What? What's going on?!
context: Huh?\Whoa!\Damn you! Lemme go!\Resistance is futile.\No one can beat me now that I've gained this much power.\What's going on?!\Milord...\What? What's going on?! response:	Magic's gathering in one place.
context: Whoa!\Damn you! Lemme go!\Resistance is futile.\No one can beat me now that I've gained this much power.\What's going on?!\Milord...\What? What's going on?!\Magic's gathering in one place. response:	Doesn't that mean things have gotten crazy down there?
context: Damn you! Lemme go!\Resistance is futile.\No one can beat me now that I've gained this much power.\What's going on?!\Milord...\What? What's going on?!\Magic's gathering in one place.\Doesn't that mean things have gotten crazy down there? response:	Maou...
context: Resistance is futile.\No one can beat me now that I've gained this much power.\What's going on?!\Milord...\What? What's going on?!\Magic's gathering in one place.\Doesn't that mean things have gotten crazy down there?\Maou... response:	Well, isn't this nice?
context: No one can beat me now that I've gained this much power.\What's going on?!\Milord...\What? What's going on?!\Magic's gathering in one place.\Doesn't that mean things have gotten crazy down there?\Maou...\Well, isn't this nice? response:	I managed to replenish my powers thanks to that, too.
context: What's going on?!\Milord...\What? What's going on?!\Magic's gathering in one place.\Doesn't that mean things have gotten crazy down there?\Maou...\Well, isn't this nice?\I managed to replenish my powers thanks to that, too. response:	You'll be fine now.
context: Milord...\What? What's going on?!\Magic's gathering in one place.\Doesn't that mean things have gotten crazy down there?\Maou...\Well, isn't this nice?\I managed to replenish my powers thanks to that, too.\You'll be fine now. response:	Fool!
context: What? What's going on?!\Magic's gathering in one place.\Doesn't that mean things have gotten crazy down there?\Maou...\Well, isn't this nice?\I managed to replenish my powers thanks to that, too.\You'll be fine now.\Fool! response:	Huh?
context: Magic's gathering in one place.\Doesn't that mean things have gotten crazy down there?\Maou...\Well, isn't this nice?\I managed to replenish my powers thanks to that, too.\You'll be fine now.\Fool!\Huh? response:	Control those absurd powers of yours a little, will you?!
context: Doesn't that mean things have gotten crazy down there?\Maou...\Well, isn't this nice?\I managed to replenish my powers thanks to that, too.\You'll be fine now.\Fool!\Huh?\Control those absurd powers of yours a little, will you?! response:	Do you want to kill Chiho?!
context: Maou...\Well, isn't this nice?\I managed to replenish my powers thanks to that, too.\You'll be fine now.\Fool!\Huh?\Control those absurd powers of yours a little, will you?!\Do you want to kill Chiho?! response:	Oops! Sorry!
context: Well, isn't this nice?\I managed to replenish my powers thanks to that, too.\You'll be fine now.\Fool!\Huh?\Control those absurd powers of yours a little, will you?!\Do you want to kill Chiho?!\Oops! Sorry! response:	Are you seriously gonna fight like that?!
context: I managed to replenish my powers thanks to that, too.\You'll be fine now.\Fool!\Huh?\Control those absurd powers of yours a little, will you?!\Do you want to kill Chiho?!\Oops! Sorry!\Are you seriously gonna fight like that?! response:	Relax.
context: You'll be fine now.\Fool!\Huh?\Control those absurd powers of yours a little, will you?!\Do you want to kill Chiho?!\Oops! Sorry!\Are you seriously gonna fight like that?!\Relax. response:	This underwear's made with cutting-edge material that can handle anything!
context: Fool!\Huh?\Control those absurd powers of yours a little, will you?!\Do you want to kill Chiho?!\Oops! Sorry!\Are you seriously gonna fight like that?!\Relax.\This underwear's made with cutting-edge material that can handle anything! response:	Just how much do you trust your damn underwear?!
context: Huh?\Control those absurd powers of yours a little, will you?!\Do you want to kill Chiho?!\Oops! Sorry!\Are you seriously gonna fight like that?!\Relax.\This underwear's made with cutting-edge material that can handle anything!\Just how much do you trust your damn underwear?! response:	Hey, Suzuno.
context: Control those absurd powers of yours a little, will you?!\Do you want to kill Chiho?!\Oops! Sorry!\Are you seriously gonna fight like that?!\Relax.\This underwear's made with cutting-edge material that can handle anything!\Just how much do you trust your damn underwear?!\Hey, Suzuno. response:	Take care of them for me.
context: Do you want to kill Chiho?!\Oops! Sorry!\Are you seriously gonna fight like that?!\Relax.\This underwear's made with cutting-edge material that can handle anything!\Just how much do you trust your damn underwear?!\Hey, Suzuno.\Take care of them for me. response:	Understood.
context: Oops! Sorry!\Are you seriously gonna fight like that?!\Relax.\This underwear's made with cutting-edge material that can handle anything!\Just how much do you trust your damn underwear?!\Hey, Suzuno.\Take care of them for me.\Understood. response:	Um...
context: Are you seriously gonna fight like that?!\Relax.\This underwear's made with cutting-edge material that can handle anything!\Just how much do you trust your damn underwear?!\Hey, Suzuno.\Take care of them for me.\Understood.\Um... response:	Suzuno...
context: Relax.\This underwear's made with cutting-edge material that can handle anything!\Just how much do you trust your damn underwear?!\Hey, Suzuno.\Take care of them for me.\Understood.\Um...\Suzuno... response:	I'll give you
context: This underwear's made with cutting-edge material that can handle anything!\Just how much do you trust your damn underwear?!\Hey, Suzuno.\Take care of them for me.\Understood.\Um...\Suzuno...\I'll give you response:	an explanation later.
context: Just how much do you trust your damn underwear?!\Hey, Suzuno.\Take care of them for me.\Understood.\Um...\Suzuno...\I'll give you\an explanation later. response:	Uh...
context: Hey, Suzuno.\Take care of them for me.\Understood.\Um...\Suzuno...\I'll give you\an explanation later.\Uh... response:	I'm sorry.
context: Take care of them for me.\Understood.\Um...\Suzuno...\I'll give you\an explanation later.\Uh...\I'm sorry. response:	Suzuno!
context: Understood.\Um...\Suzuno...\I'll give you\an explanation later.\Uh...\I'm sorry.\Suzuno! response:	Are you out of your mind, Bell?!
context: Um...\Suzuno...\I'll give you\an explanation later.\Uh...\I'm sorry.\Suzuno!\Are you out of your mind, Bell?! response:	You're siding with the Overlord?!
context: Suzuno...\I'll give you\an explanation later.\Uh...\I'm sorry.\Suzuno!\Are you out of your mind, Bell?!\You're siding with the Overlord?! response:	Speak for yourself, Sariel.
context: I'll give you\an explanation later.\Uh...\I'm sorry.\Suzuno!\Are you out of your mind, Bell?!\You're siding with the Overlord?!\Speak for yourself, Sariel. response:	Is burdening the populace with a false peace,
context: an explanation later.\Uh...\I'm sorry.\Suzuno!\Are you out of your mind, Bell?!\You're siding with the Overlord?!\Speak for yourself, Sariel.\Is burdening the populace with a false peace, response:	causing mayhem in a different world,
context: Uh...\I'm sorry.\Suzuno!\Are you out of your mind, Bell?!\You're siding with the Overlord?!\Speak for yourself, Sariel.\Is burdening the populace with a false peace,\causing mayhem in a different world, response:	and betraying those that follow your faith
context: I'm sorry.\Suzuno!\Are you out of your mind, Bell?!\You're siding with the Overlord?!\Speak for yourself, Sariel.\Is burdening the populace with a false peace,\causing mayhem in a different world,\and betraying those that follow your faith response:	truly the justice that God exemplifies?!
context: Suzuno!\Are you out of your mind, Bell?!\You're siding with the Overlord?!\Speak for yourself, Sariel.\Is burdening the populace with a false peace,\causing mayhem in a different world,\and betraying those that follow your faith\truly the justice that God exemplifies?! response:	As the chief investigator of the Commission,
context: Are you out of your mind, Bell?!\You're siding with the Overlord?!\Speak for yourself, Sariel.\Is burdening the populace with a false peace,\causing mayhem in a different world,\and betraying those that follow your faith\truly the justice that God exemplifies?!\As the chief investigator of the Commission, response:	I cannot turn a blind eye to that false brand of justice!
context: You're siding with the Overlord?!\Speak for yourself, Sariel.\Is burdening the populace with a false peace,\causing mayhem in a different world,\and betraying those that follow your faith\truly the justice that God exemplifies?!\As the chief investigator of the Commission,\I cannot turn a blind eye to that false brand of justice! response:	Investigator? Ha!
context: Speak for yourself, Sariel.\Is burdening the populace with a false peace,\causing mayhem in a different world,\and betraying those that follow your faith\truly the justice that God exemplifies?!\As the chief investigator of the Commission,\I cannot turn a blind eye to that false brand of justice!\Investigator? Ha! response:	You're just the Inquisition's bloodthirsty reaper!
context: Is burdening the populace with a false peace,\causing mayhem in a different world,\and betraying those that follow your faith\truly the justice that God exemplifies?!\As the chief investigator of the Commission,\I cannot turn a blind eye to that false brand of justice!\Investigator? Ha!\You're just the Inquisition's bloodthirsty reaper! response:	How dare you speak of justice?!
context: causing mayhem in a different world,\and betraying those that follow your faith\truly the justice that God exemplifies?!\As the chief investigator of the Commission,\I cannot turn a blind eye to that false brand of justice!\Investigator? Ha!\You're just the Inquisition's bloodthirsty reaper!\How dare you speak of justice?! response:	Shut up!
context: and betraying those that follow your faith\truly the justice that God exemplifies?!\As the chief investigator of the Commission,\I cannot turn a blind eye to that false brand of justice!\Investigator? Ha!\You're just the Inquisition's bloodthirsty reaper!\How dare you speak of justice?!\Shut up! response:	At the very least, the life the Overlord's
context: truly the justice that God exemplifies?!\As the chief investigator of the Commission,\I cannot turn a blind eye to that false brand of justice!\Investigator? Ha!\You're just the Inquisition's bloodthirsty reaper!\How dare you speak of justice?!\Shut up!\At the very least, the life the Overlord's response:	No, the life Maou Sadao's leading here in Japan
context: As the chief investigator of the Commission,\I cannot turn a blind eye to that false brand of justice!\Investigator? Ha!\You're just the Inquisition's bloodthirsty reaper!\How dare you speak of justice?!\Shut up!\At the very least, the life the Overlord's\No, the life Maou Sadao's leading here in Japan response:	does not oppose the concept of justice!
context: I cannot turn a blind eye to that false brand of justice!\Investigator? Ha!\You're just the Inquisition's bloodthirsty reaper!\How dare you speak of justice?!\Shut up!\At the very least, the life the Overlord's\No, the life Maou Sadao's leading here in Japan\does not oppose the concept of justice! response:	Say what you want.
context: Investigator? Ha!\You're just the Inquisition's bloodthirsty reaper!\How dare you speak of justice?!\Shut up!\At the very least, the life the Overlord's\No, the life Maou Sadao's leading here in Japan\does not oppose the concept of justice!\Say what you want. response:	There's still nobody out there who can beat me now that I've gained the power of this massive moon!
context: You're just the Inquisition's bloodthirsty reaper!\How dare you speak of justice?!\Shut up!\At the very least, the life the Overlord's\No, the life Maou Sadao's leading here in Japan\does not oppose the concept of justice!\Say what you want.\There's still nobody out there who can beat me now that I've gained the power of this massive moon! response:	I wouldn't be so sure.
context: How dare you speak of justice?!\Shut up!\At the very least, the life the Overlord's\No, the life Maou Sadao's leading here in Japan\does not oppose the concept of justice!\Say what you want.\There's still nobody out there who can beat me now that I've gained the power of this massive moon!\I wouldn't be so sure. response:	Now Lord Sariel will finish the Overlord off.
context: Shut up!\At the very least, the life the Overlord's\No, the life Maou Sadao's leading here in Japan\does not oppose the concept of justice!\Say what you want.\There's still nobody out there who can beat me now that I've gained the power of this massive moon!\I wouldn't be so sure.\Now Lord Sariel will finish the Overlord off. response:	Hey,
context: At the very least, the life the Overlord's\No, the life Maou Sadao's leading here in Japan\does not oppose the concept of justice!\Say what you want.\There's still nobody out there who can beat me now that I've gained the power of this massive moon!\I wouldn't be so sure.\Now Lord Sariel will finish the Overlord off.\Hey, response:	can you give me Emilia's bag?
context: No, the life Maou Sadao's leading here in Japan\does not oppose the concept of justice!\Say what you want.\There's still nobody out there who can beat me now that I've gained the power of this massive moon!\I wouldn't be so sure.\Now Lord Sariel will finish the Overlord off.\Hey,\can you give me Emilia's bag? response:	Sure.
context: does not oppose the concept of justice!\Say what you want.\There's still nobody out there who can beat me now that I've gained the power of this massive moon!\I wouldn't be so sure.\Now Lord Sariel will finish the Overlord off.\Hey,\can you give me Emilia's bag?\Sure. response:	What are you going to do with it?
context: Say what you want.\There's still nobody out there who can beat me now that I've gained the power of this massive moon!\I wouldn't be so sure.\Now Lord Sariel will finish the Overlord off.\Hey,\can you give me Emilia's bag?\Sure.\What are you going to do with it? response:	Huh? I'll give it back to Emilia, obviously.
context: There's still nobody out there who can beat me now that I've gained the power of this massive moon!\I wouldn't be so sure.\Now Lord Sariel will finish the Overlord off.\Hey,\can you give me Emilia's bag?\Sure.\What are you going to do with it?\Huh? I'll give it back to Emilia, obviously. response:	Huh?
context: I wouldn't be so sure.\Now Lord Sariel will finish the Overlord off.\Hey,\can you give me Emilia's bag?\Sure.\What are you going to do with it?\Huh? I'll give it back to Emilia, obviously.\Huh? response:	She'll kill me if I don't.
context: Now Lord Sariel will finish the Overlord off.\Hey,\can you give me Emilia's bag?\Sure.\What are you going to do with it?\Huh? I'll give it back to Emilia, obviously.\Huh?\She'll kill me if I don't. response:	Y-You...
context: Hey,\can you give me Emilia's bag?\Sure.\What are you going to do with it?\Huh? I'll give it back to Emilia, obviously.\Huh?\She'll kill me if I don't.\Y-You... response:	D-Don't tell me...
context: can you give me Emilia's bag?\Sure.\What are you going to do with it?\Huh? I'll give it back to Emilia, obviously.\Huh?\She'll kill me if I don't.\Y-You...\D-Don't tell me... response:	You tricked me?!
context: Sure.\What are you going to do with it?\Huh? I'll give it back to Emilia, obviously.\Huh?\She'll kill me if I don't.\Y-You...\D-Don't tell me...\You tricked me?! response:	Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.
context: What are you going to do with it?\Huh? I'll give it back to Emilia, obviously.\Huh?\She'll kill me if I don't.\Y-You...\D-Don't tell me...\You tricked me?!\Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment. response:	Being a bum is the best.
context: Huh? I'll give it back to Emilia, obviously.\Huh?\She'll kill me if I don't.\Y-You...\D-Don't tell me...\You tricked me?!\Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.\Being a bum is the best. response:	It's all up to you now, Maou.
context: Huh?\She'll kill me if I don't.\Y-You...\D-Don't tell me...\You tricked me?!\Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.\Being a bum is the best.\It's all up to you now, Maou. response:	Th-The moon...
context: She'll kill me if I don't.\Y-You...\D-Don't tell me...\You tricked me?!\Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.\Being a bum is the best.\It's all up to you now, Maou.\Th-The moon... response:	Hey, Sariel.
context: Y-You...\D-Don't tell me...\You tricked me?!\Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.\Being a bum is the best.\It's all up to you now, Maou.\Th-The moon...\Hey, Sariel. response:	As a benevolent Overlord, I'll let you choose.
context: D-Don't tell me...\You tricked me?!\Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.\Being a bum is the best.\It's all up to you now, Maou.\Th-The moon...\Hey, Sariel.\As a benevolent Overlord, I'll let you choose. response:	Choose what?
context: You tricked me?!\Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.\Being a bum is the best.\It's all up to you now, Maou.\Th-The moon...\Hey, Sariel.\As a benevolent Overlord, I'll let you choose.\Choose what? response:	Will you run away with your tail between your legs?
context: Heaven is a place on Earth. It exists in a certain six tatami mat, second floor apartment.\Being a bum is the best.\It's all up to you now, Maou.\Th-The moon...\Hey, Sariel.\As a benevolent Overlord, I'll let you choose.\Choose what?\Will you run away with your tail between your legs? response:	Or will you pay for this by becoming my punching bag?
context: Being a bum is the best.\It's all up to you now, Maou.\Th-The moon...\Hey, Sariel.\As a benevolent Overlord, I'll let you choose.\Choose what?\Will you run away with your tail between your legs?\Or will you pay for this by becoming my punching bag? response:	Choose your fate.
context: It's all up to you now, Maou.\Th-The moon...\Hey, Sariel.\As a benevolent Overlord, I'll let you choose.\Choose what?\Will you run away with your tail between your legs?\Or will you pay for this by becoming my punching bag?\Choose your fate. response:	The answer's obvious.
context: Th-The moon...\Hey, Sariel.\As a benevolent Overlord, I'll let you choose.\Choose what?\Will you run away with your tail between your legs?\Or will you pay for this by becoming my punching bag?\Choose your fate.\The answer's obvious. response:	I'll kill you and accomplish what I came here to do!
context: Hey, Sariel.\As a benevolent Overlord, I'll let you choose.\Choose what?\Will you run away with your tail between your legs?\Or will you pay for this by becoming my punching bag?\Choose your fate.\The answer's obvious.\I'll kill you and accomplish what I came here to do! response:	An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!
context: As a benevolent Overlord, I'll let you choose.\Choose what?\Will you run away with your tail between your legs?\Or will you pay for this by becoming my punching bag?\Choose your fate.\The answer's obvious.\I'll kill you and accomplish what I came here to do!\An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all! response:	Oh crap!
context: Choose what?\Will you run away with your tail between your legs?\Or will you pay for this by becoming my punching bag?\Choose your fate.\The answer's obvious.\I'll kill you and accomplish what I came here to do!\An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!\Oh crap! response:	Friggin' mosquito.
context: Will you run away with your tail between your legs?\Or will you pay for this by becoming my punching bag?\Choose your fate.\The answer's obvious.\I'll kill you and accomplish what I came here to do!\An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!\Oh crap!\Friggin' mosquito. response:	This guy's insane!
context: Or will you pay for this by becoming my punching bag?\Choose your fate.\The answer's obvious.\I'll kill you and accomplish what I came here to do!\An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!\Oh crap!\Friggin' mosquito.\This guy's insane! response:	Come this way, Sasaki Chi
context: Choose your fate.\The answer's obvious.\I'll kill you and accomplish what I came here to do!\An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!\Oh crap!\Friggin' mosquito.\This guy's insane!\Come this way, Sasaki Chi response:	You okay?
context: The answer's obvious.\I'll kill you and accomplish what I came here to do!\An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!\Oh crap!\Friggin' mosquito.\This guy's insane!\Come this way, Sasaki Chi\You okay? response:	Oh, come on...
context: I'll kill you and accomplish what I came here to do!\An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!\Oh crap!\Friggin' mosquito.\This guy's insane!\Come this way, Sasaki Chi\You okay?\Oh, come on... response:	What?
context: An Overlord who can only gain magic by doping on people's negative emotions is no Overlord at all!\Oh crap!\Friggin' mosquito.\This guy's insane!\Come this way, Sasaki Chi\You okay?\Oh, come on...\What? response:	Well, whatever.
context: Oh crap!\Friggin' mosquito.\This guy's insane!\Come this way, Sasaki Chi\You okay?\Oh, come on...\What?\Well, whatever. response:	I don't have the energy for this today, thanks to that pervert tormenting me.
context: Friggin' mosquito.\This guy's insane!\Come this way, Sasaki Chi\You okay?\Oh, come on...\What?\Well, whatever.\I don't have the energy for this today, thanks to that pervert tormenting me. response:	Just put me down already.
context: This guy's insane!\Come this way, Sasaki Chi\You okay?\Oh, come on...\What?\Well, whatever.\I don't have the energy for this today, thanks to that pervert tormenting me.\Just put me down already. response:	Hey, Emi.
context: Come this way, Sasaki Chi\You okay?\Oh, come on...\What?\Well, whatever.\I don't have the energy for this today, thanks to that pervert tormenting me.\Just put me down already.\Hey, Emi. response:	What?
context: You okay?\Oh, come on...\What?\Well, whatever.\I don't have the energy for this today, thanks to that pervert tormenting me.\Just put me down already.\Hey, Emi.\What? response:	I can see your boobs.
context: Oh, come on...\What?\Well, whatever.\I don't have the energy for this today, thanks to that pervert tormenting me.\Just put me down already.\Hey, Emi.\What?\I can see your boobs. response:	That damn Overlord!
context: What?\Well, whatever.\I don't have the energy for this today, thanks to that pervert tormenting me.\Just put me down already.\Hey, Emi.\What?\I can see your boobs.\That damn Overlord! response:	Once I get the sacred sword back, I'll have his head!
context: Well, whatever.\I don't have the energy for this today, thanks to that pervert tormenting me.\Just put me down already.\Hey, Emi.\What?\I can see your boobs.\That damn Overlord!\Once I get the sacred sword back, I'll have his head! response:	He's dead!
context: I don't have the energy for this today, thanks to that pervert tormenting me.\Just put me down already.\Hey, Emi.\What?\I can see your boobs.\That damn Overlord!\Once I get the sacred sword back, I'll have his head!\He's dead! response:	Give it up!
context: Just put me down already.\Hey, Emi.\What?\I can see your boobs.\That damn Overlord!\Once I get the sacred sword back, I'll have his head!\He's dead!\Give it up! response:	You may be invincible against those who use sacred powers,
context: Hey, Emi.\What?\I can see your boobs.\That damn Overlord!\Once I get the sacred sword back, I'll have his head!\He's dead!\Give it up!\You may be invincible against those who use sacred powers, response:	but against me
context: What?\I can see your boobs.\That damn Overlord!\Once I get the sacred sword back, I'll have his head!\He's dead!\Give it up!\You may be invincible against those who use sacred powers,\but against me response:	Just put me down already.
context: I can see your boobs.\That damn Overlord!\Once I get the sacred sword back, I'll have his head!\He's dead!\Give it up!\You may be invincible against those who use sacred powers,\but against me\Just put me down already. response:	You may be invincible against those who use sacred powers,
context: That damn Overlord!\Once I get the sacred sword back, I'll have his head!\He's dead!\Give it up!\You may be invincible against those who use sacred powers,\but against me\Just put me down already.\You may be invincible against those who use sacred powers, response:	but you should've picked who to fight more wisely.
context: Once I get the sacred sword back, I'll have his head!\He's dead!\Give it up!\You may be invincible against those who use sacred powers,\but against me\Just put me down already.\You may be invincible against those who use sacred powers,\but you should've picked who to fight more wisely. response:	You can have my unholy sword.
context: He's dead!\Give it up!\You may be invincible against those who use sacred powers,\but against me\Just put me down already.\You may be invincible against those who use sacred powers,\but you should've picked who to fight more wisely.\You can have my unholy sword. response:	Go on, deviant angel.
context: Give it up!\You may be invincible against those who use sacred powers,\but against me\Just put me down already.\You may be invincible against those who use sacred powers,\but you should've picked who to fight more wisely.\You can have my unholy sword.\Go on, deviant angel. response:	Beg God for forgiveness.
context: You may be invincible against those who use sacred powers,\but against me\Just put me down already.\You may be invincible against those who use sacred powers,\but you should've picked who to fight more wisely.\You can have my unholy sword.\Go on, deviant angel.\Beg God for forgiveness. response:	O God,
context: but against me\Just put me down already.\You may be invincible against those who use sacred powers,\but you should've picked who to fight more wisely.\You can have my unholy sword.\Go on, deviant angel.\Beg God for forgiveness.\O God, response:	save this lost little lamb...
context: Just put me down already.\You may be invincible against those who use sacred powers,\but you should've picked who to fight more wisely.\You can have my unholy sword.\Go on, deviant angel.\Beg God for forgiveness.\O God,\save this lost little lamb... response:	Aww man, he went and destroyed a bunch of places.
context: You may be invincible against those who use sacred powers,\but you should've picked who to fight more wisely.\You can have my unholy sword.\Go on, deviant angel.\Beg God for forgiveness.\O God,\save this lost little lamb...\Aww man, he went and destroyed a bunch of places. response:	I finally got my powers back, yet I'll have to burn it all to fix this shit again?!
context: but you should've picked who to fight more wisely.\You can have my unholy sword.\Go on, deviant angel.\Beg God for forgiveness.\O God,\save this lost little lamb...\Aww man, he went and destroyed a bunch of places.\I finally got my powers back, yet I'll have to burn it all to fix this shit again?! response:	It's your fault for taking your sweet time.
context: You can have my unholy sword.\Go on, deviant angel.\Beg God for forgiveness.\O God,\save this lost little lamb...\Aww man, he went and destroyed a bunch of places.\I finally got my powers back, yet I'll have to burn it all to fix this shit again?!\It's your fault for taking your sweet time. response:	What?
context: Go on, deviant angel.\Beg God for forgiveness.\O God,\save this lost little lamb...\Aww man, he went and destroyed a bunch of places.\I finally got my powers back, yet I'll have to burn it all to fix this shit again?!\It's your fault for taking your sweet time.\What? response:	You don't sound very grateful after I went out of my way to save you.
context: Beg God for forgiveness.\O God,\save this lost little lamb...\Aww man, he went and destroyed a bunch of places.\I finally got my powers back, yet I'll have to burn it all to fix this shit again?!\It's your fault for taking your sweet time.\What?\You don't sound very grateful after I went out of my way to save you. response:	I never asked for that!
context: O God,\save this lost little lamb...\Aww man, he went and destroyed a bunch of places.\I finally got my powers back, yet I'll have to burn it all to fix this shit again?!\It's your fault for taking your sweet time.\What?\You don't sound very grateful after I went out of my way to save you.\I never asked for that! response:	What'd you say? Ms. Washboard?
context: save this lost little lamb...\Aww man, he went and destroyed a bunch of places.\I finally got my powers back, yet I'll have to burn it all to fix this shit again?!\It's your fault for taking your sweet time.\What?\You don't sound very grateful after I went out of my way to save you.\I never asked for that!\What'd you say? Ms. Washboard? response:	Y-H-W-H
context: Aww man, he went and destroyed a bunch of places.\I finally got my powers back, yet I'll have to burn it all to fix this shit again?!\It's your fault for taking your sweet time.\What?\You don't sound very grateful after I went out of my way to save you.\I never asked for that!\What'd you say? Ms. Washboard?\Y-H-W-H response:	More importantly, Emilia...
context: I finally got my powers back, yet I'll have to burn it all to fix this shit again?!\It's your fault for taking your sweet time.\What?\You don't sound very grateful after I went out of my way to save you.\I never asked for that!\What'd you say? Ms. Washboard?\Y-H-W-H\More importantly, Emilia... response:	What do you mean, more importantly?!
context: It's your fault for taking your sweet time.\What?\You don't sound very grateful after I went out of my way to save you.\I never asked for that!\What'd you say? Ms. Washboard?\Y-H-W-H\More importantly, Emilia...\What do you mean, more importantly?! response:	This is crucial!
context: What?\You don't sound very grateful after I went out of my way to save you.\I never asked for that!\What'd you say? Ms. Washboard?\Y-H-W-H\More importantly, Emilia...\What do you mean, more importantly?!\This is crucial! response:	This is a matter of life and death!
context: You don't sound very grateful after I went out of my way to save you.\I never asked for that!\What'd you say? Ms. Washboard?\Y-H-W-H\More importantly, Emilia...\What do you mean, more importantly?!\This is crucial!\This is a matter of life and death! response:	Please, calm down! Don't fight!
context: I never asked for that!\What'd you say? Ms. Washboard?\Y-H-W-H\More importantly, Emilia...\What do you mean, more importantly?!\This is crucial!\This is a matter of life and death!\Please, calm down! Don't fight! response:	Milord.
context: What'd you say? Ms. Washboard?\Y-H-W-H\More importantly, Emilia...\What do you mean, more importantly?!\This is crucial!\This is a matter of life and death!\Please, calm down! Don't fight!\Milord. response:	I returned to base to don my mantle.
context: Y-H-W-H\More importantly, Emilia...\What do you mean, more importantly?!\This is crucial!\This is a matter of life and death!\Please, calm down! Don't fight!\Milord.\I returned to base to don my mantle. response:	Sorry I'm late.
context: More importantly, Emilia...\What do you mean, more importantly?!\This is crucial!\This is a matter of life and death!\Please, calm down! Don't fight!\Milord.\I returned to base to don my mantle.\Sorry I'm late. response:	Damn straight! You're way too late!
context: What do you mean, more importantly?!\This is crucial!\This is a matter of life and death!\Please, calm down! Don't fight!\Milord.\I returned to base to don my mantle.\Sorry I'm late.\Damn straight! You're way too late! response:	What the hell are you even here for?!
context: This is crucial!\This is a matter of life and death!\Please, calm down! Don't fight!\Milord.\I returned to base to don my mantle.\Sorry I'm late.\Damn straight! You're way too late!\What the hell are you even here for?! response:	It's all over now!
context: This is a matter of life and death!\Please, calm down! Don't fight!\Milord.\I returned to base to don my mantle.\Sorry I'm late.\Damn straight! You're way too late!\What the hell are you even here for?!\It's all over now! response:	Just put on some clothes already!
