context: This is so boring, Mob. response:	Ura Sunday
context: I shouldn't have helped.\Hello, this is Reigen.\Hey, did you get any info...\Let's go.\The Dragger showed up.\No wonder she's trending in the urban legends world.\Maybe because she's all over social media, she's got way more energy fueling her.\And now she's going for function over form. response:	His Achilles tendon just snapped!
context: Hello, this is Reigen.\Hey, did you get any info...\Let's go.\The Dragger showed up.\No wonder she's trending in the urban legends world.\Maybe because she's all over social media, she's got way more energy fueling her.\And now she's going for function over form.\His Achilles tendon just snapped! response:	You damn fatty... You need to exercise more.
context: Hey, did you get any info...\Let's go.\The Dragger showed up.\No wonder she's trending in the urban legends world.\Maybe because she's all over social media, she's got way more energy fueling her.\And now she's going for function over form.\His Achilles tendon just snapped!\You damn fatty... You need to exercise more. response:	Please, Dimple.
context: Let's go.\The Dragger showed up.\No wonder she's trending in the urban legends world.\Maybe because she's all over social media, she's got way more energy fueling her.\And now she's going for function over form.\His Achilles tendon just snapped!\You damn fatty... You need to exercise more.\Please, Dimple. response:	If I let this guy die, Shigeo will lose faith in me.
context: The Dragger showed up.\No wonder she's trending in the urban legends world.\Maybe because she's all over social media, she's got way more energy fueling her.\And now she's going for function over form.\His Achilles tendon just snapped!\You damn fatty... You need to exercise more.\Please, Dimple.\If I let this guy die, Shigeo will lose faith in me. response:	And I can't let that happen!
context: No wonder she's trending in the urban legends world.\Maybe because she's all over social media, she's got way more energy fueling her.\And now she's going for function over form.\His Achilles tendon just snapped!\You damn fatty... You need to exercise more.\Please, Dimple.\If I let this guy die, Shigeo will lose faith in me.\And I can't let that happen! response:	He's going to be even bigger someday.
context: Maybe because she's all over social media, she's got way more energy fueling her.\And now she's going for function over form.\His Achilles tendon just snapped!\You damn fatty... You need to exercise more.\Please, Dimple.\If I let this guy die, Shigeo will lose faith in me.\And I can't let that happen!\He's going to be even bigger someday. response:	I can't mess up at a place like this.
context: And now she's going for function over form.\His Achilles tendon just snapped!\You damn fatty... You need to exercise more.\Please, Dimple.\If I let this guy die, Shigeo will lose faith in me.\And I can't let that happen!\He's going to be even bigger someday.\I can't mess up at a place like this. response:	Oh, shit.
context: His Achilles tendon just snapped!\You damn fatty... You need to exercise more.\Please, Dimple.\If I let this guy die, Shigeo will lose faith in me.\And I can't let that happen!\He's going to be even bigger someday.\I can't mess up at a place like this.\Oh, shit. response:	Thanks, Dimple.
context: You damn fatty... You need to exercise more.\Please, Dimple.\If I let this guy die, Shigeo will lose faith in me.\And I can't let that happen!\He's going to be even bigger someday.\I can't mess up at a place like this.\Oh, shit.\Thanks, Dimple. response:	Wow, so that's the Dragger?
context: Please, Dimple.\If I let this guy die, Shigeo will lose faith in me.\And I can't let that happen!\He's going to be even bigger someday.\I can't mess up at a place like this.\Oh, shit.\Thanks, Dimple.\Wow, so that's the Dragger? response:	Is that actually her?
context: If I let this guy die, Shigeo will lose faith in me.\And I can't let that happen!\He's going to be even bigger someday.\I can't mess up at a place like this.\Oh, shit.\Thanks, Dimple.\Wow, so that's the Dragger?\Is that actually her? response:	I need to get a photo for proof.
context: And I can't let that happen!\He's going to be even bigger someday.\I can't mess up at a place like this.\Oh, shit.\Thanks, Dimple.\Wow, so that's the Dragger?\Is that actually her?\I need to get a photo for proof. response:	Huh?
context: He's going to be even bigger someday.\I can't mess up at a place like this.\Oh, shit.\Thanks, Dimple.\Wow, so that's the Dragger?\Is that actually her?\I need to get a photo for proof.\Huh? response:	She's not showing up on my screen.
context: I can't mess up at a place like this.\Oh, shit.\Thanks, Dimple.\Wow, so that's the Dragger?\Is that actually her?\I need to get a photo for proof.\Huh?\She's not showing up on my screen. response:	She ran!
context: Oh, shit.\Thanks, Dimple.\Wow, so that's the Dragger?\Is that actually her?\I need to get a photo for proof.\Huh?\She's not showing up on my screen.\She ran! response:	That's a monster born from rumors.
context: Thanks, Dimple.\Wow, so that's the Dragger?\Is that actually her?\I need to get a photo for proof.\Huh?\She's not showing up on my screen.\She ran!\That's a monster born from rumors. response:	You can't classify her as real or fake.
context: Wow, so that's the Dragger?\Is that actually her?\I need to get a photo for proof.\Huh?\She's not showing up on my screen.\She ran!\That's a monster born from rumors.\You can't classify her as real or fake. response:	What do you mean?
context: Is that actually her?\I need to get a photo for proof.\Huh?\She's not showing up on my screen.\She ran!\That's a monster born from rumors.\You can't classify her as real or fake.\What do you mean? response:	The imagination of the masses,
context: I need to get a photo for proof.\Huh?\She's not showing up on my screen.\She ran!\That's a monster born from rumors.\You can't classify her as real or fake.\What do you mean?\The imagination of the masses, response:	and their fear and curiosity, is what gave birth to her.
context: Huh?\She's not showing up on my screen.\She ran!\That's a monster born from rumors.\You can't classify her as real or fake.\What do you mean?\The imagination of the masses,\and their fear and curiosity, is what gave birth to her. response:	Her looks and her strength was all decided by humans!
context: She's not showing up on my screen.\She ran!\That's a monster born from rumors.\You can't classify her as real or fake.\What do you mean?\The imagination of the masses,\and their fear and curiosity, is what gave birth to her.\Her looks and her strength was all decided by humans! response:	So you're saying their imagination became reality?
context: She ran!\That's a monster born from rumors.\You can't classify her as real or fake.\What do you mean?\The imagination of the masses,\and their fear and curiosity, is what gave birth to her.\Her looks and her strength was all decided by humans!\So you're saying their imagination became reality? response:	Th-That's right...
context: That's a monster born from rumors.\You can't classify her as real or fake.\What do you mean?\The imagination of the masses,\and their fear and curiosity, is what gave birth to her.\Her looks and her strength was all decided by humans!\So you're saying their imagination became reality?\Th-That's right... response:	And since we know about the Dragger, we won't be able to exorcise her.
context: You can't classify her as real or fake.\What do you mean?\The imagination of the masses,\and their fear and curiosity, is what gave birth to her.\Her looks and her strength was all decided by humans!\So you're saying their imagination became reality?\Th-That's right...\And since we know about the Dragger, we won't be able to exorcise her. response:	Huh? Why?
context: What do you mean?\The imagination of the masses,\and their fear and curiosity, is what gave birth to her.\Her looks and her strength was all decided by humans!\So you're saying their imagination became reality?\Th-That's right...\And since we know about the Dragger, we won't be able to exorcise her.\Huh? Why? response:	Wasn't there a time as a kid when you were frightened by rumors about her?
context: The imagination of the masses,\and their fear and curiosity, is what gave birth to her.\Her looks and her strength was all decided by humans!\So you're saying their imagination became reality?\Th-That's right...\And since we know about the Dragger, we won't be able to exorcise her.\Huh? Why?\Wasn't there a time as a kid when you were frightened by rumors about her? response:	True...
context: and their fear and curiosity, is what gave birth to her.\Her looks and her strength was all decided by humans!\So you're saying their imagination became reality?\Th-That's right...\And since we know about the Dragger, we won't be able to exorcise her.\Huh? Why?\Wasn't there a time as a kid when you were frightened by rumors about her?\True... response:	The Dragger would appear before kids heading home from school,
context: Her looks and her strength was all decided by humans!\So you're saying their imagination became reality?\Th-That's right...\And since we know about the Dragger, we won't be able to exorcise her.\Huh? Why?\Wasn't there a time as a kid when you were frightened by rumors about her?\True...\The Dragger would appear before kids heading home from school, response:	snatching them up and dragging them into the bog...
context: So you're saying their imagination became reality?\Th-That's right...\And since we know about the Dragger, we won't be able to exorcise her.\Huh? Why?\Wasn't there a time as a kid when you were frightened by rumors about her?\True...\The Dragger would appear before kids heading home from school,\snatching them up and dragging them into the bog... response:	I didn't believe in Santa Claus,
context: Th-That's right...\And since we know about the Dragger, we won't be able to exorcise her.\Huh? Why?\Wasn't there a time as a kid when you were frightened by rumors about her?\True...\The Dragger would appear before kids heading home from school,\snatching them up and dragging them into the bog...\I didn't believe in Santa Claus, response:	but thinking about her on rainy days as I passed street corners
context: And since we know about the Dragger, we won't be able to exorcise her.\Huh? Why?\Wasn't there a time as a kid when you were frightened by rumors about her?\True...\The Dragger would appear before kids heading home from school,\snatching them up and dragging them into the bog...\I didn't believe in Santa Claus,\but thinking about her on rainy days as I passed street corners response:	would give me goosebumps, too.
context: Huh? Why?\Wasn't there a time as a kid when you were frightened by rumors about her?\True...\The Dragger would appear before kids heading home from school,\snatching them up and dragging them into the bog...\I didn't believe in Santa Claus,\but thinking about her on rainy days as I passed street corners\would give me goosebumps, too. response:	That fear is still burned into our brains.
context: Wasn't there a time as a kid when you were frightened by rumors about her?\True...\The Dragger would appear before kids heading home from school,\snatching them up and dragging them into the bog...\I didn't believe in Santa Claus,\but thinking about her on rainy days as I passed street corners\would give me goosebumps, too.\That fear is still burned into our brains. response:	We're even trembling as we speak.
context: True...\The Dragger would appear before kids heading home from school,\snatching them up and dragging them into the bog...\I didn't believe in Santa Claus,\but thinking about her on rainy days as I passed street corners\would give me goosebumps, too.\That fear is still burned into our brains.\We're even trembling as we speak. response:	So I'm breaking out in a cold sweat because I'm scared deep down?
context: The Dragger would appear before kids heading home from school,\snatching them up and dragging them into the bog...\I didn't believe in Santa Claus,\but thinking about her on rainy days as I passed street corners\would give me goosebumps, too.\That fear is still burned into our brains.\We're even trembling as we speak.\So I'm breaking out in a cold sweat because I'm scared deep down? response:	Powers used in fear only empower its source.
context: snatching them up and dragging them into the bog...\I didn't believe in Santa Claus,\but thinking about her on rainy days as I passed street corners\would give me goosebumps, too.\That fear is still burned into our brains.\We're even trembling as we speak.\So I'm breaking out in a cold sweat because I'm scared deep down?\Powers used in fear only empower its source. response:	My spiritual powers did nothing.
context: I didn't believe in Santa Claus,\but thinking about her on rainy days as I passed street corners\would give me goosebumps, too.\That fear is still burned into our brains.\We're even trembling as we speak.\So I'm breaking out in a cold sweat because I'm scared deep down?\Powers used in fear only empower its source.\My spiritual powers did nothing. response:	She grows by absorbing the powers of those who fear her.
context: but thinking about her on rainy days as I passed street corners\would give me goosebumps, too.\That fear is still burned into our brains.\We're even trembling as we speak.\So I'm breaking out in a cold sweat because I'm scared deep down?\Powers used in fear only empower its source.\My spiritual powers did nothing.\She grows by absorbing the powers of those who fear her. response:	Attacking her is futile.
context: would give me goosebumps, too.\That fear is still burned into our brains.\We're even trembling as we speak.\So I'm breaking out in a cold sweat because I'm scared deep down?\Powers used in fear only empower its source.\My spiritual powers did nothing.\She grows by absorbing the powers of those who fear her.\Attacking her is futile. response:	Then we have no choice but to run.
context: That fear is still burned into our brains.\We're even trembling as we speak.\So I'm breaking out in a cold sweat because I'm scared deep down?\Powers used in fear only empower its source.\My spiritual powers did nothing.\She grows by absorbing the powers of those who fear her.\Attacking her is futile.\Then we have no choice but to run. response:	Mob, temporary retreat...
context: We're even trembling as we speak.\So I'm breaking out in a cold sweat because I'm scared deep down?\Powers used in fear only empower its source.\My spiritual powers did nothing.\She grows by absorbing the powers of those who fear her.\Attacking her is futile.\Then we have no choice but to run.\Mob, temporary retreat... response:	Wh-What is this?!
context: So I'm breaking out in a cold sweat because I'm scared deep down?\Powers used in fear only empower its source.\My spiritual powers did nothing.\She grows by absorbing the powers of those who fear her.\Attacking her is futile.\Then we have no choice but to run.\Mob, temporary retreat...\Wh-What is this?! response:	I'm stuck!
context: Powers used in fear only empower its source.\My spiritual powers did nothing.\She grows by absorbing the powers of those who fear her.\Attacking her is futile.\Then we have no choice but to run.\Mob, temporary retreat...\Wh-What is this?!\I'm stuck! response:	This must be her doing.
context: My spiritual powers did nothing.\She grows by absorbing the powers of those who fear her.\Attacking her is futile.\Then we have no choice but to run.\Mob, temporary retreat...\Wh-What is this?!\I'm stuck!\This must be her doing. response:	She's huge!
context: She grows by absorbing the powers of those who fear her.\Attacking her is futile.\Then we have no choice but to run.\Mob, temporary retreat...\Wh-What is this?!\I'm stuck!\This must be her doing.\She's huge! response:	What?!
context: Attacking her is futile.\Then we have no choice but to run.\Mob, temporary retreat...\Wh-What is this?!\I'm stuck!\This must be her doing.\She's huge!\What?! response:	Didn't you hear him, Mob? Your powers will be absorbed, too!
context: Then we have no choice but to run.\Mob, temporary retreat...\Wh-What is this?!\I'm stuck!\This must be her doing.\She's huge!\What?!\Didn't you hear him, Mob? Your powers will be absorbed, too! response:	Wait, hang on a sec...
context: Mob, temporary retreat...\Wh-What is this?!\I'm stuck!\This must be her doing.\She's huge!\What?!\Didn't you hear him, Mob? Your powers will be absorbed, too!\Wait, hang on a sec... response:	It's actually working!
context: Wh-What is this?!\I'm stuck!\This must be her doing.\She's huge!\What?!\Didn't you hear him, Mob? Your powers will be absorbed, too!\Wait, hang on a sec...\It's actually working! response:	I see... Shigeo...
context: I'm stuck!\This must be her doing.\She's huge!\What?!\Didn't you hear him, Mob? Your powers will be absorbed, too!\Wait, hang on a sec...\It's actually working!\I see... Shigeo... response:	He's detached from urban legends, fads, and other hot topics among people.
context: This must be her doing.\She's huge!\What?!\Didn't you hear him, Mob? Your powers will be absorbed, too!\Wait, hang on a sec...\It's actually working!\I see... Shigeo...\He's detached from urban legends, fads, and other hot topics among people. response:	He's completely out of the loop!
context: She's huge!\What?!\Didn't you hear him, Mob? Your powers will be absorbed, too!\Wait, hang on a sec...\It's actually working!\I see... Shigeo...\He's detached from urban legends, fads, and other hot topics among people.\He's completely out of the loop! response:	So he has no idea what makes the Dragger so scary!
context: What?!\Didn't you hear him, Mob? Your powers will be absorbed, too!\Wait, hang on a sec...\It's actually working!\I see... Shigeo...\He's detached from urban legends, fads, and other hot topics among people.\He's completely out of the loop!\So he has no idea what makes the Dragger so scary! response:	It's a ghost that appears on rainy days, right?
context: Didn't you hear him, Mob? Your powers will be absorbed, too!\Wait, hang on a sec...\It's actually working!\I see... Shigeo...\He's detached from urban legends, fads, and other hot topics among people.\He's completely out of the loop!\So he has no idea what makes the Dragger so scary!\It's a ghost that appears on rainy days, right? response:	It's not exactly not scary.
context: Wait, hang on a sec...\It's actually working!\I see... Shigeo...\He's detached from urban legends, fads, and other hot topics among people.\He's completely out of the loop!\So he has no idea what makes the Dragger so scary!\It's a ghost that appears on rainy days, right?\It's not exactly not scary. response:	You don't get it!
context: It's actually working!\I see... Shigeo...\He's detached from urban legends, fads, and other hot topics among people.\He's completely out of the loop!\So he has no idea what makes the Dragger so scary!\It's a ghost that appears on rainy days, right?\It's not exactly not scary.\You don't get it! response:	The Dragger has a grip strength of 500 kilograms!
context: I see... Shigeo...\He's detached from urban legends, fads, and other hot topics among people.\He's completely out of the loop!\So he has no idea what makes the Dragger so scary!\It's a ghost that appears on rainy days, right?\It's not exactly not scary.\You don't get it!\The Dragger has a grip strength of 500 kilograms! response:	Once she grabs you, you can't escape!
context: He's detached from urban legends, fads, and other hot topics among people.\He's completely out of the loop!\So he has no idea what makes the Dragger so scary!\It's a ghost that appears on rainy days, right?\It's not exactly not scary.\You don't get it!\The Dragger has a grip strength of 500 kilograms!\Once she grabs you, you can't escape! response:	And she can swim 100 meters in 20 seconds!
context: He's completely out of the loop!\So he has no idea what makes the Dragger so scary!\It's a ghost that appears on rainy days, right?\It's not exactly not scary.\You don't get it!\The Dragger has a grip strength of 500 kilograms!\Once she grabs you, you can't escape!\And she can swim 100 meters in 20 seconds! response:	Oh, so that's the kind of character she is.
context: So he has no idea what makes the Dragger so scary!\It's a ghost that appears on rainy days, right?\It's not exactly not scary.\You don't get it!\The Dragger has a grip strength of 500 kilograms!\Once she grabs you, you can't escape!\And she can swim 100 meters in 20 seconds!\Oh, so that's the kind of character she is. response:	You'd basically written a fanfic about her in your head, didn't you?
context: It's a ghost that appears on rainy days, right?\It's not exactly not scary.\You don't get it!\The Dragger has a grip strength of 500 kilograms!\Once she grabs you, you can't escape!\And she can swim 100 meters in 20 seconds!\Oh, so that's the kind of character she is.\You'd basically written a fanfic about her in your head, didn't you? response:	You should at least pretend to be scared or shocked by these things.
context: It's not exactly not scary.\You don't get it!\The Dragger has a grip strength of 500 kilograms!\Once she grabs you, you can't escape!\And she can swim 100 meters in 20 seconds!\Oh, so that's the kind of character she is.\You'd basically written a fanfic about her in your head, didn't you?\You should at least pretend to be scared or shocked by these things. response:	This is why nobody clues you in.
context: You don't get it!\The Dragger has a grip strength of 500 kilograms!\Once she grabs you, you can't escape!\And she can swim 100 meters in 20 seconds!\Oh, so that's the kind of character she is.\You'd basically written a fanfic about her in your head, didn't you?\You should at least pretend to be scared or shocked by these things.\This is why nobody clues you in. response:	But you used to say that I didn't have to be like others.
context: The Dragger has a grip strength of 500 kilograms!\Once she grabs you, you can't escape!\And she can swim 100 meters in 20 seconds!\Oh, so that's the kind of character she is.\You'd basically written a fanfic about her in your head, didn't you?\You should at least pretend to be scared or shocked by these things.\This is why nobody clues you in.\But you used to say that I didn't have to be like others. response:	Lip service gains importance as you grow up.
context: Once she grabs you, you can't escape!\And she can swim 100 meters in 20 seconds!\Oh, so that's the kind of character she is.\You'd basically written a fanfic about her in your head, didn't you?\You should at least pretend to be scared or shocked by these things.\This is why nobody clues you in.\But you used to say that I didn't have to be like others.\Lip service gains importance as you grow up. response:	I got injured while I was unconscious?
context: And she can swim 100 meters in 20 seconds!\Oh, so that's the kind of character she is.\You'd basically written a fanfic about her in your head, didn't you?\You should at least pretend to be scared or shocked by these things.\This is why nobody clues you in.\But you used to say that I didn't have to be like others.\Lip service gains importance as you grow up.\I got injured while I was unconscious? response:	Anyway, thanks. That was a valuable experience.
context: Oh, so that's the kind of character she is.\You'd basically written a fanfic about her in your head, didn't you?\You should at least pretend to be scared or shocked by these things.\This is why nobody clues you in.\But you used to say that I didn't have to be like others.\Lip service gains importance as you grow up.\I got injured while I was unconscious?\Anyway, thanks. That was a valuable experience. response:	I'm going to the police now to talk to them about the flasher.
context: You'd basically written a fanfic about her in your head, didn't you?\You should at least pretend to be scared or shocked by these things.\This is why nobody clues you in.\But you used to say that I didn't have to be like others.\Lip service gains importance as you grow up.\I got injured while I was unconscious?\Anyway, thanks. That was a valuable experience.\I'm going to the police now to talk to them about the flasher. response:	Guess this is goodbye.
context: You should at least pretend to be scared or shocked by these things.\This is why nobody clues you in.\But you used to say that I didn't have to be like others.\Lip service gains importance as you grow up.\I got injured while I was unconscious?\Anyway, thanks. That was a valuable experience.\I'm going to the police now to talk to them about the flasher.\Guess this is goodbye. response:	Ow!
context: This is why nobody clues you in.\But you used to say that I didn't have to be like others.\Lip service gains importance as you grow up.\I got injured while I was unconscious?\Anyway, thanks. That was a valuable experience.\I'm going to the police now to talk to them about the flasher.\Guess this is goodbye.\Ow! response:	Yeah, take care.
context: But you used to say that I didn't have to be like others.\Lip service gains importance as you grow up.\I got injured while I was unconscious?\Anyway, thanks. That was a valuable experience.\I'm going to the police now to talk to them about the flasher.\Guess this is goodbye.\Ow!\Yeah, take care. response:	Well, I guess we should check out Dash Granny before we leave.
context: Lip service gains importance as you grow up.\I got injured while I was unconscious?\Anyway, thanks. That was a valuable experience.\I'm going to the police now to talk to them about the flasher.\Guess this is goodbye.\Ow!\Yeah, take care.\Well, I guess we should check out Dash Granny before we leave. response:	Looks like we got here at the perfect time.
context: I got injured while I was unconscious?\Anyway, thanks. That was a valuable experience.\I'm going to the police now to talk to them about the flasher.\Guess this is goodbye.\Ow!\Yeah, take care.\Well, I guess we should check out Dash Granny before we leave.\Looks like we got here at the perfect time. response:	Keep your guard up.
context: Anyway, thanks. That was a valuable experience.\I'm going to the police now to talk to them about the flasher.\Guess this is goodbye.\Ow!\Yeah, take care.\Well, I guess we should check out Dash Granny before we leave.\Looks like we got here at the perfect time.\Keep your guard up. response:	There she is! She actually showed up!
context: I'm going to the police now to talk to them about the flasher.\Guess this is goodbye.\Ow!\Yeah, take care.\Well, I guess we should check out Dash Granny before we leave.\Looks like we got here at the perfect time.\Keep your guard up.\There she is! She actually showed up! response:	Mob! Exorcise her!
context: Guess this is goodbye.\Ow!\Yeah, take care.\Well, I guess we should check out Dash Granny before we leave.\Looks like we got here at the perfect time.\Keep your guard up.\There she is! She actually showed up!\Mob! Exorcise her! response:	Huh? One more time...
context: Ow!\Yeah, take care.\Well, I guess we should check out Dash Granny before we leave.\Looks like we got here at the perfect time.\Keep your guard up.\There she is! She actually showed up!\Mob! Exorcise her!\Huh? One more time... response:	Huh?
context: Yeah, take care.\Well, I guess we should check out Dash Granny before we leave.\Looks like we got here at the perfect time.\Keep your guard up.\There she is! She actually showed up!\Mob! Exorcise her!\Huh? One more time...\Huh? response:	What's wrong, Shigeo?
context: Well, I guess we should check out Dash Granny before we leave.\Looks like we got here at the perfect time.\Keep your guard up.\There she is! She actually showed up!\Mob! Exorcise her!\Huh? One more time...\Huh?\What's wrong, Shigeo? response:	She's coming! Hey!
context: Looks like we got here at the perfect time.\Keep your guard up.\There she is! She actually showed up!\Mob! Exorcise her!\Huh? One more time...\Huh?\What's wrong, Shigeo?\She's coming! Hey! response:	Oh, no... I can't exorcise her...
context: Keep your guard up.\There she is! She actually showed up!\Mob! Exorcise her!\Huh? One more time...\Huh?\What's wrong, Shigeo?\She's coming! Hey!\Oh, no... I can't exorcise her... response:	The Dragger doesn't even compare... She's too powerful.
context: There she is! She actually showed up!\Mob! Exorcise her!\Huh? One more time...\Huh?\What's wrong, Shigeo?\She's coming! Hey!\Oh, no... I can't exorcise her...\The Dragger doesn't even compare... She's too powerful. response:	What?!
context: Mob! Exorcise her!\Huh? One more time...\Huh?\What's wrong, Shigeo?\She's coming! Hey!\Oh, no... I can't exorcise her...\The Dragger doesn't even compare... She's too powerful.\What?! response:	Hey, come on now...
context: Huh? One more time...\Huh?\What's wrong, Shigeo?\She's coming! Hey!\Oh, no... I can't exorcise her...\The Dragger doesn't even compare... She's too powerful.\What?!\Hey, come on now... response:	What do we do?
context: Huh?\What's wrong, Shigeo?\She's coming! Hey!\Oh, no... I can't exorcise her...\The Dragger doesn't even compare... She's too powerful.\What?!\Hey, come on now...\What do we do? response:	There's only one thing we can do! Get away!
context: What's wrong, Shigeo?\She's coming! Hey!\Oh, no... I can't exorcise her...\The Dragger doesn't even compare... She's too powerful.\What?!\Hey, come on now...\What do we do?\There's only one thing we can do! Get away! response:	Run!
context: She's coming! Hey!\Oh, no... I can't exorcise her...\The Dragger doesn't even compare... She's too powerful.\What?!\Hey, come on now...\What do we do?\There's only one thing we can do! Get away!\Run! response:	Hey, what happens if she catches up?
context: Oh, no... I can't exorcise her...\The Dragger doesn't even compare... She's too powerful.\What?!\Hey, come on now...\What do we do?\There's only one thing we can do! Get away!\Run!\Hey, what happens if she catches up? response:	Apparently, she jumps on your back and strangles you to death!
context: The Dragger doesn't even compare... She's too powerful.\What?!\Hey, come on now...\What do we do?\There's only one thing we can do! Get away!\Run!\Hey, what happens if she catches up?\Apparently, she jumps on your back and strangles you to death! response:	Run! Run! She's catching up!
context: What?!\Hey, come on now...\What do we do?\There's only one thing we can do! Get away!\Run!\Hey, what happens if she catches up?\Apparently, she jumps on your back and strangles you to death!\Run! Run! She's catching up! response:	Step on it, Mob!
context: Hey, come on now...\What do we do?\There's only one thing we can do! Get away!\Run!\Hey, what happens if she catches up?\Apparently, she jumps on your back and strangles you to death!\Run! Run! She's catching up!\Step on it, Mob! response:	Turns out she was just some old lady running...
context: What do we do?\There's only one thing we can do! Get away!\Run!\Hey, what happens if she catches up?\Apparently, she jumps on your back and strangles you to death!\Run! Run! She's catching up!\Step on it, Mob!\Turns out she was just some old lady running... response:	Couldn't you have used your powers to teleport or something?
context: There's only one thing we can do! Get away!\Run!\Hey, what happens if she catches up?\Apparently, she jumps on your back and strangles you to death!\Run! Run! She's catching up!\Step on it, Mob!\Turns out she was just some old lady running...\Couldn't you have used your powers to teleport or something? response:	Why are you crying?
context: Run!\Hey, what happens if she catches up?\Apparently, she jumps on your back and strangles you to death!\Run! Run! She's catching up!\Step on it, Mob!\Turns out she was just some old lady running...\Couldn't you have used your powers to teleport or something?\Why are you crying? response:	Scraped his face
context: Hey, what happens if she catches up?\Apparently, she jumps on your back and strangles you to death!\Run! Run! She's catching up!\Step on it, Mob!\Turns out she was just some old lady running...\Couldn't you have used your powers to teleport or something?\Why are you crying?\Scraped his face response:	Because... I run every day...
context: Apparently, she jumps on your back and strangles you to death!\Run! Run! She's catching up!\Step on it, Mob!\Turns out she was just some old lady running...\Couldn't you have used your powers to teleport or something?\Why are you crying?\Scraped his face\Because... I run every day... response:	But that old lady beat me!
context: Run! Run! She's catching up!\Step on it, Mob!\Turns out she was just some old lady running...\Couldn't you have used your powers to teleport or something?\Why are you crying?\Scraped his face\Because... I run every day...\But that old lady beat me! response:	Ding...
context: Step on it, Mob!\Turns out she was just some old lady running...\Couldn't you have used your powers to teleport or something?\Why are you crying?\Scraped his face\Because... I run every day...\But that old lady beat me!\Ding... response:	It's not a competition, man.
context: Turns out she was just some old lady running...\Couldn't you have used your powers to teleport or something?\Why are you crying?\Scraped his face\Because... I run every day...\But that old lady beat me!\Ding...\It's not a competition, man. response:	Well, I got that old lady's picture,
context: Couldn't you have used your powers to teleport or something?\Why are you crying?\Scraped his face\Because... I run every day...\But that old lady beat me!\Ding...\It's not a competition, man.\Well, I got that old lady's picture, response:	so I guess our work here's done.
context: Why are you crying?\Scraped his face\Because... I run every day...\But that old lady beat me!\Ding...\It's not a competition, man.\Well, I got that old lady's picture,\so I guess our work here's done. response:	Dash Granny would become Mob's first traumatic experience with urban legends.
context: Scraped his face\Because... I run every day...\But that old lady beat me!\Ding...\It's not a competition, man.\Well, I got that old lady's picture,\so I guess our work here's done.\Dash Granny would become Mob's first traumatic experience with urban legends. response:	Some days later
context: Because... I run every day...\But that old lady beat me!\Ding...\It's not a competition, man.\Well, I got that old lady's picture,\so I guess our work here's done.\Dash Granny would become Mob's first traumatic experience with urban legends.\Some days later response:	Spirits and Such Consultation Office
context: But that old lady beat me!\Ding...\It's not a competition, man.\Well, I got that old lady's picture,\so I guess our work here's done.\Dash Granny would become Mob's first traumatic experience with urban legends.\Some days later\Spirits and Such Consultation Office response:	It's finally done!
context: Ding...\It's not a competition, man.\Well, I got that old lady's picture,\so I guess our work here's done.\Dash Granny would become Mob's first traumatic experience with urban legends.\Some days later\Spirits and Such Consultation Office\It's finally done! response:	Take a look, Mob.
context: It's not a competition, man.\Well, I got that old lady's picture,\so I guess our work here's done.\Dash Granny would become Mob's first traumatic experience with urban legends.\Some days later\Spirits and Such Consultation Office\It's finally done!\Take a look, Mob. response:	Now we'll get even more jobs!
context: Well, I got that old lady's picture,\so I guess our work here's done.\Dash Granny would become Mob's first traumatic experience with urban legends.\Some days later\Spirits and Such Consultation Office\It's finally done!\Take a look, Mob.\Now we'll get even more jobs! response:	What is this?
context: so I guess our work here's done.\Dash Granny would become Mob's first traumatic experience with urban legends.\Some days later\Spirits and Such Consultation Office\It's finally done!\Take a look, Mob.\Now we'll get even more jobs!\What is this? response:	Spirits and Such Consul tation Office
context: Dash Granny would become Mob's first traumatic experience with urban legends.\Some days later\Spirits and Such Consultation Office\It's finally done!\Take a look, Mob.\Now we'll get even more jobs!\What is this?\Spirits and Such Consul tation Office response:	The star psychic of the 21st century who defeated the Dragger
context: Some days later\Spirits and Such Consultation Office\It's finally done!\Take a look, Mob.\Now we'll get even more jobs!\What is this?\Spirits and Such Consul tation Office\The star psychic of the 21st century who defeated the Dragger response:	You're the number
context: Spirits and Such Consultation Office\It's finally done!\Take a look, Mob.\Now we'll get even more jobs!\What is this?\Spirits and Such Consul tation Office\The star psychic of the 21st century who defeated the Dragger\You're the number response:	visitor to this page.
context: It's finally done!\Take a look, Mob.\Now we'll get even more jobs!\What is this?\Spirits and Such Consul tation Office\The star psychic of the 21st century who defeated the Dragger\You're the number\visitor to this page. response:	It's shady as hell!
context: Take a look, Mob.\Now we'll get even more jobs!\What is this?\Spirits and Such Consul tation Office\The star psychic of the 21st century who defeated the Dragger\You're the number\visitor to this page.\It's shady as hell! response:	Yes! I'm getting one job after another because of my webpage!
context: Now we'll get even more jobs!\What is this?\Spirits and Such Consul tation Office\The star psychic of the 21st century who defeated the Dragger\You're the number\visitor to this page.\It's shady as hell!\Yes! I'm getting one job after another because of my webpage! response:	But wait, Mob's been acting a bit weird.
context: What is this?\Spirits and Such Consul tation Office\The star psychic of the 21st century who defeated the Dragger\You're the number\visitor to this page.\It's shady as hell!\Yes! I'm getting one job after another because of my webpage!\But wait, Mob's been acting a bit weird. response:	What's wrong, Mob?
