context: I've come from Lieseltania. response:	My name is Flora.
context: to destroy such an absentminded opponent... Tyrant?\I don't know what you're talking about.\You bastard, you've got a lot of nerve!\The other day, I heard Irene Urzaiz say it!\- That you... Ayato! - Julis, it's no use.\Irene only told us because it was a one-time thing.\We don't have any proof.\But still! response:	And besides, we have to let it go,
context: I don't know what you're talking about.\You bastard, you've got a lot of nerve!\The other day, I heard Irene Urzaiz say it!\- That you... Ayato! - Julis, it's no use.\Irene only told us because it was a one-time thing.\We don't have any proof.\But still!\And besides, we have to let it go, response:	or we'll only make trouble for her.
context: You bastard, you've got a lot of nerve!\The other day, I heard Irene Urzaiz say it!\- That you... Ayato! - Julis, it's no use.\Irene only told us because it was a one-time thing.\We don't have any proof.\But still!\And besides, we have to let it go,\or we'll only make trouble for her. response:	I see your wits, at least, are reasonably quick.
context: The other day, I heard Irene Urzaiz say it!\- That you... Ayato! - Julis, it's no use.\Irene only told us because it was a one-time thing.\We don't have any proof.\But still!\And besides, we have to let it go,\or we'll only make trouble for her.\I see your wits, at least, are reasonably quick. response:	Well, that has nothing to do with what I want to ask you.
context: - That you... Ayato! - Julis, it's no use.\Irene only told us because it was a one-time thing.\We don't have any proof.\But still!\And besides, we have to let it go,\or we'll only make trouble for her.\I see your wits, at least, are reasonably quick.\Well, that has nothing to do with what I want to ask you. response:	That's right.
context: Irene only told us because it was a one-time thing.\We don't have any proof.\But still!\And besides, we have to let it go,\or we'll only make trouble for her.\I see your wits, at least, are reasonably quick.\Well, that has nothing to do with what I want to ask you.\That's right. response:	But before we start talking, let me warn you.
context: We don't have any proof.\But still!\And besides, we have to let it go,\or we'll only make trouble for her.\I see your wits, at least, are reasonably quick.\Well, that has nothing to do with what I want to ask you.\That's right.\But before we start talking, let me warn you. response:	I'm not obligated to answer your questions.
context: But still!\And besides, we have to let it go,\or we'll only make trouble for her.\I see your wits, at least, are reasonably quick.\Well, that has nothing to do with what I want to ask you.\That's right.\But before we start talking, let me warn you.\I'm not obligated to answer your questions. response:	Just be sure to keep that in mind.
context: And besides, we have to let it go,\or we'll only make trouble for her.\I see your wits, at least, are reasonably quick.\Well, that has nothing to do with what I want to ask you.\That's right.\But before we start talking, let me warn you.\I'm not obligated to answer your questions.\Just be sure to keep that in mind. response:	But... If that's the case, why are you here?
context: or we'll only make trouble for her.\I see your wits, at least, are reasonably quick.\Well, that has nothing to do with what I want to ask you.\That's right.\But before we start talking, let me warn you.\I'm not obligated to answer your questions.\Just be sure to keep that in mind.\But... If that's the case, why are you here? response:	I don't know... let's just call it a whim.
context: I see your wits, at least, are reasonably quick.\Well, that has nothing to do with what I want to ask you.\That's right.\But before we start talking, let me warn you.\I'm not obligated to answer your questions.\Just be sure to keep that in mind.\But... If that's the case, why are you here?\I don't know... let's just call it a whim. response:	A busy student council president like you is acting on a whim?
context: Well, that has nothing to do with what I want to ask you.\That's right.\But before we start talking, let me warn you.\I'm not obligated to answer your questions.\Just be sure to keep that in mind.\But... If that's the case, why are you here?\I don't know... let's just call it a whim.\A busy student council president like you is acting on a whim? response:	No way.
context: That's right.\But before we start talking, let me warn you.\I'm not obligated to answer your questions.\Just be sure to keep that in mind.\But... If that's the case, why are you here?\I don't know... let's just call it a whim.\A busy student council president like you is acting on a whim?\No way. response:	There's something I can provide you with, too.
context: But before we start talking, let me warn you.\I'm not obligated to answer your questions.\Just be sure to keep that in mind.\But... If that's the case, why are you here?\I don't know... let's just call it a whim.\A busy student council president like you is acting on a whim?\No way.\There's something I can provide you with, too. response:	Am I right?
context: I'm not obligated to answer your questions.\Just be sure to keep that in mind.\But... If that's the case, why are you here?\I don't know... let's just call it a whim.\A busy student council president like you is acting on a whim?\No way.\There's something I can provide you with, too.\Am I right? response:	That's right.
context: Just be sure to keep that in mind.\But... If that's the case, why are you here?\I don't know... let's just call it a whim.\A busy student council president like you is acting on a whim?\No way.\There's something I can provide you with, too.\Am I right?\That's right. response:	If you want something,
context: But... If that's the case, why are you here?\I don't know... let's just call it a whim.\A busy student council president like you is acting on a whim?\No way.\There's something I can provide you with, too.\Am I right?\That's right.\If you want something, response:	you have to offer something yourself, or no deals can be made.
context: I don't know... let's just call it a whim.\A busy student council president like you is acting on a whim?\No way.\There's something I can provide you with, too.\Am I right?\That's right.\If you want something,\you have to offer something yourself, or no deals can be made. response:	Fine, you pass. What did you want to ask me?
context: A busy student council president like you is acting on a whim?\No way.\There's something I can provide you with, too.\Am I right?\That's right.\If you want something,\you have to offer something yourself, or no deals can be made.\Fine, you pass. What did you want to ask me? response:	My sister... Haruka Amagiri.
context: No way.\There's something I can provide you with, too.\Am I right?\That's right.\If you want something,\you have to offer something yourself, or no deals can be made.\Fine, you pass. What did you want to ask me?\My sister... Haruka Amagiri. response:	Everything you know about her.
context: There's something I can provide you with, too.\Am I right?\That's right.\If you want something,\you have to offer something yourself, or no deals can be made.\Fine, you pass. What did you want to ask me?\My sister... Haruka Amagiri.\Everything you know about her. response:	Unfortunately, it's not as if I know all that much about her.
context: Am I right?\That's right.\If you want something,\you have to offer something yourself, or no deals can be made.\Fine, you pass. What did you want to ask me?\My sister... Haruka Amagiri.\Everything you know about her.\Unfortunately, it's not as if I know all that much about her. response:	I've only ever seen her once.
context: That's right.\If you want something,\you have to offer something yourself, or no deals can be made.\Fine, you pass. What did you want to ask me?\My sister... Haruka Amagiri.\Everything you know about her.\Unfortunately, it's not as if I know all that much about her.\I've only ever seen her once. response:	Where?
context: If you want something,\you have to offer something yourself, or no deals can be made.\Fine, you pass. What did you want to ask me?\My sister... Haruka Amagiri.\Everything you know about her.\Unfortunately, it's not as if I know all that much about her.\I've only ever seen her once.\Where? response:	The Eclipse Festa.
context: you have to offer something yourself, or no deals can be made.\Fine, you pass. What did you want to ask me?\My sister... Haruka Amagiri.\Everything you know about her.\Unfortunately, it's not as if I know all that much about her.\I've only ever seen her once.\Where?\The Eclipse Festa. response:	Do you know about it, Julis?
context: Fine, you pass. What did you want to ask me?\My sister... Haruka Amagiri.\Everything you know about her.\Unfortunately, it's not as if I know all that much about her.\I've only ever seen her once.\Where?\The Eclipse Festa.\Do you know about it, Julis? response:	Well, yes.
context: My sister... Haruka Amagiri.\Everything you know about her.\Unfortunately, it's not as if I know all that much about her.\I've only ever seen her once.\Where?\The Eclipse Festa.\Do you know about it, Julis?\Well, yes. response:	It was created by scumbags dissatisfied with the Festas,
context: Everything you know about her.\Unfortunately, it's not as if I know all that much about her.\I've only ever seen her once.\Where?\The Eclipse Festa.\Do you know about it, Julis?\Well, yes.\It was created by scumbags dissatisfied with the Festas, response:	who wanted something more violent and stimulating.
context: Unfortunately, it's not as if I know all that much about her.\I've only ever seen her once.\Where?\The Eclipse Festa.\Do you know about it, Julis?\Well, yes.\It was created by scumbags dissatisfied with the Festas,\who wanted something more violent and stimulating. response:	An illegal battle game with no rules.
context: I've only ever seen her once.\Where?\The Eclipse Festa.\Do you know about it, Julis?\Well, yes.\It was created by scumbags dissatisfied with the Festas,\who wanted something more violent and stimulating.\An illegal battle game with no rules. response:	No rules...
context: Where?\The Eclipse Festa.\Do you know about it, Julis?\Well, yes.\It was created by scumbags dissatisfied with the Festas,\who wanted something more violent and stimulating.\An illegal battle game with no rules.\No rules... response:	The matches are decided when one of the players either loses consciousness...
context: The Eclipse Festa.\Do you know about it, Julis?\Well, yes.\It was created by scumbags dissatisfied with the Festas,\who wanted something more violent and stimulating.\An illegal battle game with no rules.\No rules...\The matches are decided when one of the players either loses consciousness... response:	or else...
context: Do you know about it, Julis?\Well, yes.\It was created by scumbags dissatisfied with the Festas,\who wanted something more violent and stimulating.\An illegal battle game with no rules.\No rules...\The matches are decided when one of the players either loses consciousness...\or else... response:	loses his or her life.
context: Well, yes.\It was created by scumbags dissatisfied with the Festas,\who wanted something more violent and stimulating.\An illegal battle game with no rules.\No rules...\The matches are decided when one of the players either loses consciousness...\or else...\loses his or her life. response:	Apparently it had a fervent following among some wealthy patrons,
context: It was created by scumbags dissatisfied with the Festas,\who wanted something more violent and stimulating.\An illegal battle game with no rules.\No rules...\The matches are decided when one of the players either loses consciousness...\or else...\loses his or her life.\Apparently it had a fervent following among some wealthy patrons, response:	and it thrived.
context: who wanted something more violent and stimulating.\An illegal battle game with no rules.\No rules...\The matches are decided when one of the players either loses consciousness...\or else...\loses his or her life.\Apparently it had a fervent following among some wealthy patrons,\and it thrived. response:	However, it's been...
context: An illegal battle game with no rules.\No rules...\The matches are decided when one of the players either loses consciousness...\or else...\loses his or her life.\Apparently it had a fervent following among some wealthy patrons,\and it thrived.\However, it's been... response:	That's right, they did away with the Eclipse Festa years ago.
context: No rules...\The matches are decided when one of the players either loses consciousness...\or else...\loses his or her life.\Apparently it had a fervent following among some wealthy patrons,\and it thrived.\However, it's been...\That's right, they did away with the Eclipse Festa years ago. response:	Because the captain of the Guard really couldn't stand it.
context: The matches are decided when one of the players either loses consciousness...\or else...\loses his or her life.\Apparently it had a fervent following among some wealthy patrons,\and it thrived.\However, it's been...\That's right, they did away with the Eclipse Festa years ago.\Because the captain of the Guard really couldn't stand it. response:	When I saw Haruka Amagiri, it was as a contestant of that Festa.
context: or else...\loses his or her life.\Apparently it had a fervent following among some wealthy patrons,\and it thrived.\However, it's been...\That's right, they did away with the Eclipse Festa years ago.\Because the captain of the Guard really couldn't stand it.\When I saw Haruka Amagiri, it was as a contestant of that Festa. response:	You're saying... that my sister took part in it?
context: loses his or her life.\Apparently it had a fervent following among some wealthy patrons,\and it thrived.\However, it's been...\That's right, they did away with the Eclipse Festa years ago.\Because the captain of the Guard really couldn't stand it.\When I saw Haruka Amagiri, it was as a contestant of that Festa.\You're saying... that my sister took part in it? response:	Yeah.
context: Apparently it had a fervent following among some wealthy patrons,\and it thrived.\However, it's been...\That's right, they did away with the Eclipse Festa years ago.\Because the captain of the Guard really couldn't stand it.\When I saw Haruka Amagiri, it was as a contestant of that Festa.\You're saying... that my sister took part in it?\Yeah. response:	I remember it well because she was using the damned Ser=Versta.
context: and it thrived.\However, it's been...\That's right, they did away with the Eclipse Festa years ago.\Because the captain of the Guard really couldn't stand it.\When I saw Haruka Amagiri, it was as a contestant of that Festa.\You're saying... that my sister took part in it?\Yeah.\I remember it well because she was using the damned Ser=Versta. response:	And... how did that match end?
context: However, it's been...\That's right, they did away with the Eclipse Festa years ago.\Because the captain of the Guard really couldn't stand it.\When I saw Haruka Amagiri, it was as a contestant of that Festa.\You're saying... that my sister took part in it?\Yeah.\I remember it well because she was using the damned Ser=Versta.\And... how did that match end? response:	Haruka Amagiri lost.
context: That's right, they did away with the Eclipse Festa years ago.\Because the captain of the Guard really couldn't stand it.\When I saw Haruka Amagiri, it was as a contestant of that Festa.\You're saying... that my sister took part in it?\Yeah.\I remember it well because she was using the damned Ser=Versta.\And... how did that match end?\Haruka Amagiri lost. response:	Hey, Ayato.
context: Because the captain of the Guard really couldn't stand it.\When I saw Haruka Amagiri, it was as a contestant of that Festa.\You're saying... that my sister took part in it?\Yeah.\I remember it well because she was using the damned Ser=Versta.\And... how did that match end?\Haruka Amagiri lost.\Hey, Ayato. response:	Are you all right?
context: When I saw Haruka Amagiri, it was as a contestant of that Festa.\You're saying... that my sister took part in it?\Yeah.\I remember it well because she was using the damned Ser=Versta.\And... how did that match end?\Haruka Amagiri lost.\Hey, Ayato.\Are you all right? response:	Uh, yeah... Sure.
context: You're saying... that my sister took part in it?\Yeah.\I remember it well because she was using the damned Ser=Versta.\And... how did that match end?\Haruka Amagiri lost.\Hey, Ayato.\Are you all right?\Uh, yeah... Sure. response:	Well, I hear that she didn't actually die.
context: Yeah.\I remember it well because she was using the damned Ser=Versta.\And... how did that match end?\Haruka Amagiri lost.\Hey, Ayato.\Are you all right?\Uh, yeah... Sure.\Well, I hear that she didn't actually die. response:	Not that I know what became of her afterward.
context: I remember it well because she was using the damned Ser=Versta.\And... how did that match end?\Haruka Amagiri lost.\Hey, Ayato.\Are you all right?\Uh, yeah... Sure.\Well, I hear that she didn't actually die.\Not that I know what became of her afterward. response:	That's the one and only time I ever saw Haruka Amagiri.
context: And... how did that match end?\Haruka Amagiri lost.\Hey, Ayato.\Are you all right?\Uh, yeah... Sure.\Well, I hear that she didn't actually die.\Not that I know what became of her afterward.\That's the one and only time I ever saw Haruka Amagiri. response:	Is that... right?
context: Haruka Amagiri lost.\Hey, Ayato.\Are you all right?\Uh, yeah... Sure.\Well, I hear that she didn't actually die.\Not that I know what became of her afterward.\That's the one and only time I ever saw Haruka Amagiri.\Is that... right? response:	All right, now it's my turn to ask you a question.
context: Hey, Ayato.\Are you all right?\Uh, yeah... Sure.\Well, I hear that she didn't actually die.\Not that I know what became of her afterward.\That's the one and only time I ever saw Haruka Amagiri.\Is that... right?\All right, now it's my turn to ask you a question. response:	Look, you... what's Madiath Mesa to you?
context: Are you all right?\Uh, yeah... Sure.\Well, I hear that she didn't actually die.\Not that I know what became of her afterward.\That's the one and only time I ever saw Haruka Amagiri.\Is that... right?\All right, now it's my turn to ask you a question.\Look, you... what's Madiath Mesa to you? response:	Madiath Mesa...
context: Uh, yeah... Sure.\Well, I hear that she didn't actually die.\Not that I know what became of her afterward.\That's the one and only time I ever saw Haruka Amagiri.\Is that... right?\All right, now it's my turn to ask you a question.\Look, you... what's Madiath Mesa to you?\Madiath Mesa... response:	You mean the Chairman of the Festa Steering Committee?
context: Well, I hear that she didn't actually die.\Not that I know what became of her afterward.\That's the one and only time I ever saw Haruka Amagiri.\Is that... right?\All right, now it's my turn to ask you a question.\Look, you... what's Madiath Mesa to you?\Madiath Mesa...\You mean the Chairman of the Festa Steering Committee? response:	Doesn't look like you're playing dumb there.
context: Not that I know what became of her afterward.\That's the one and only time I ever saw Haruka Amagiri.\Is that... right?\All right, now it's my turn to ask you a question.\Look, you... what's Madiath Mesa to you?\Madiath Mesa...\You mean the Chairman of the Festa Steering Committee?\Doesn't look like you're playing dumb there. response:	Fine, then.
context: That's the one and only time I ever saw Haruka Amagiri.\Is that... right?\All right, now it's my turn to ask you a question.\Look, you... what's Madiath Mesa to you?\Madiath Mesa...\You mean the Chairman of the Festa Steering Committee?\Doesn't look like you're playing dumb there.\Fine, then. response:	We're done talking. Now get out of my sight.
context: Is that... right?\All right, now it's my turn to ask you a question.\Look, you... what's Madiath Mesa to you?\Madiath Mesa...\You mean the Chairman of the Festa Steering Committee?\Doesn't look like you're playing dumb there.\Fine, then.\We're done talking. Now get out of my sight. response:	Hold up!
context: All right, now it's my turn to ask you a question.\Look, you... what's Madiath Mesa to you?\Madiath Mesa...\You mean the Chairman of the Festa Steering Committee?\Doesn't look like you're playing dumb there.\Fine, then.\We're done talking. Now get out of my sight.\Hold up! response:	There's just one thing I can't figure out.
context: Look, you... what's Madiath Mesa to you?\Madiath Mesa...\You mean the Chairman of the Festa Steering Committee?\Doesn't look like you're playing dumb there.\Fine, then.\We're done talking. Now get out of my sight.\Hold up!\There's just one thing I can't figure out. response:	Just how did you find out where we were?
context: Madiath Mesa...\You mean the Chairman of the Festa Steering Committee?\Doesn't look like you're playing dumb there.\Fine, then.\We're done talking. Now get out of my sight.\Hold up!\There's just one thing I can't figure out.\Just how did you find out where we were? response:	We only decided to go to that cafe only a few hours ago.
context: You mean the Chairman of the Festa Steering Committee?\Doesn't look like you're playing dumb there.\Fine, then.\We're done talking. Now get out of my sight.\Hold up!\There's just one thing I can't figure out.\Just how did you find out where we were?\We only decided to go to that cafe only a few hours ago. response:	I could understand if we'd made a reservation,
context: Doesn't look like you're playing dumb there.\Fine, then.\We're done talking. Now get out of my sight.\Hold up!\There's just one thing I can't figure out.\Just how did you find out where we were?\We only decided to go to that cafe only a few hours ago.\I could understand if we'd made a reservation, response:	but on such short notice, how...
context: Fine, then.\We're done talking. Now get out of my sight.\Hold up!\There's just one thing I can't figure out.\Just how did you find out where we were?\We only decided to go to that cafe only a few hours ago.\I could understand if we'd made a reservation,\but on such short notice, how... response:	Idiot.
context: We're done talking. Now get out of my sight.\Hold up!\There's just one thing I can't figure out.\Just how did you find out where we were?\We only decided to go to that cafe only a few hours ago.\I could understand if we'd made a reservation,\but on such short notice, how...\Idiot. response:	I'm under no obligation to answer that.
context: Hold up!\There's just one thing I can't figure out.\Just how did you find out where we were?\We only decided to go to that cafe only a few hours ago.\I could understand if we'd made a reservation,\but on such short notice, how...\Idiot.\I'm under no obligation to answer that. response:	Uh, come to think of it,
context: There's just one thing I can't figure out.\Just how did you find out where we were?\We only decided to go to that cafe only a few hours ago.\I could understand if we'd made a reservation,\but on such short notice, how...\Idiot.\I'm under no obligation to answer that.\Uh, come to think of it, response:	when I went to pick up Mr. Amagiri and Ms. Riessfeld,
context: Just how did you find out where we were?\We only decided to go to that cafe only a few hours ago.\I could understand if we'd made a reservation,\but on such short notice, how...\Idiot.\I'm under no obligation to answer that.\Uh, come to think of it,\when I went to pick up Mr. Amagiri and Ms. Riessfeld, response:	there was an adorable little girl with them.
context: We only decided to go to that cafe only a few hours ago.\I could understand if we'd made a reservation,\but on such short notice, how...\Idiot.\I'm under no obligation to answer that.\Uh, come to think of it,\when I went to pick up Mr. Amagiri and Ms. Riessfeld,\there was an adorable little girl with them. response:	Really, she looked just like a doll.
context: I could understand if we'd made a reservation,\but on such short notice, how...\Idiot.\I'm under no obligation to answer that.\Uh, come to think of it,\when I went to pick up Mr. Amagiri and Ms. Riessfeld,\there was an adorable little girl with them.\Really, she looked just like a doll. response:	I wonder who she was?
context: but on such short notice, how...\Idiot.\I'm under no obligation to answer that.\Uh, come to think of it,\when I went to pick up Mr. Amagiri and Ms. Riessfeld,\there was an adorable little girl with them.\Really, she looked just like a doll.\I wonder who she was? response:	What did you say?
context: Idiot.\I'm under no obligation to answer that.\Uh, come to think of it,\when I went to pick up Mr. Amagiri and Ms. Riessfeld,\there was an adorable little girl with them.\Really, she looked just like a doll.\I wonder who she was?\What did you say? response:	She's not listed in the data you gave me.
context: I'm under no obligation to answer that.\Uh, come to think of it,\when I went to pick up Mr. Amagiri and Ms. Riessfeld,\there was an adorable little girl with them.\Really, she looked just like a doll.\I wonder who she was?\What did you say?\She's not listed in the data you gave me. response:	But she's still quite small,
context: Uh, come to think of it,\when I went to pick up Mr. Amagiri and Ms. Riessfeld,\there was an adorable little girl with them.\Really, she looked just like a doll.\I wonder who she was?\What did you say?\She's not listed in the data you gave me.\But she's still quite small, response:	and she wasn't wearing a school emblem,
context: when I went to pick up Mr. Amagiri and Ms. Riessfeld,\there was an adorable little girl with them.\Really, she looked just like a doll.\I wonder who she was?\What did you say?\She's not listed in the data you gave me.\But she's still quite small,\and she wasn't wearing a school emblem, response:	so I don't think she's an Asterisk student.
context: there was an adorable little girl with them.\Really, she looked just like a doll.\I wonder who she was?\What did you say?\She's not listed in the data you gave me.\But she's still quite small,\and she wasn't wearing a school emblem,\so I don't think she's an Asterisk student. response:	Oh, one more thing!
context: Really, she looked just like a doll.\I wonder who she was?\What did you say?\She's not listed in the data you gave me.\But she's still quite small,\and she wasn't wearing a school emblem,\so I don't think she's an Asterisk student.\Oh, one more thing! response:	She even had on a maid's uniform, that little girl!
context: I wonder who she was?\What did you say?\She's not listed in the data you gave me.\But she's still quite small,\and she wasn't wearing a school emblem,\so I don't think she's an Asterisk student.\Oh, one more thing!\She even had on a maid's uniform, that little girl! response:	Can you believe it? A maid?
context: What did you say?\She's not listed in the data you gave me.\But she's still quite small,\and she wasn't wearing a school emblem,\so I don't think she's an Asterisk student.\Oh, one more thing!\She even had on a maid's uniform, that little girl!\Can you believe it? A maid? response:	It really became her! She was adorable!
context: She's not listed in the data you gave me.\But she's still quite small,\and she wasn't wearing a school emblem,\so I don't think she's an Asterisk student.\Oh, one more thing!\She even had on a maid's uniform, that little girl!\Can you believe it? A maid?\It really became her! She was adorable! response:	Tell me more about her.
context: But she's still quite small,\and she wasn't wearing a school emblem,\so I don't think she's an Asterisk student.\Oh, one more thing!\She even had on a maid's uniform, that little girl!\Can you believe it? A maid?\It really became her! She was adorable!\Tell me more about her. response:	Oh, my...
context: and she wasn't wearing a school emblem,\so I don't think she's an Asterisk student.\Oh, one more thing!\She even had on a maid's uniform, that little girl!\Can you believe it? A maid?\It really became her! She was adorable!\Tell me more about her.\Oh, my... response:	Now then...
context: so I don't think she's an Asterisk student.\Oh, one more thing!\She even had on a maid's uniform, that little girl!\Can you believe it? A maid?\It really became her! She was adorable!\Tell me more about her.\Oh, my...\Now then... response:	T-Time for guard duty!
context: Oh, one more thing!\She even had on a maid's uniform, that little girl!\Can you believe it? A maid?\It really became her! She was adorable!\Tell me more about her.\Oh, my...\Now then...\T-Time for guard duty! response:	It's the true heroine's time to shine!
context: She even had on a maid's uniform, that little girl!\Can you believe it? A maid?\It really became her! She was adorable!\Tell me more about her.\Oh, my...\Now then...\T-Time for guard duty!\It's the true heroine's time to shine! response:	Episode 15 Breaking the Memory Barrier
context: Can you believe it? A maid?\It really became her! She was adorable!\Tell me more about her.\Oh, my...\Now then...\T-Time for guard duty!\It's the true heroine's time to shine!\Episode 15 Breaking the Memory Barrier response:	Oh, no, of course I wasn't sleeping!
context: It really became her! She was adorable!\Tell me more about her.\Oh, my...\Now then...\T-Time for guard duty!\It's the true heroine's time to shine!\Episode 15 Breaking the Memory Barrier\Oh, no, of course I wasn't sleeping! response:	This is my hour, so there'll be plenty of...
