context: I figured you would have questions for me. response:	So, I didn't allow myself go to sleep.
context: If she is not married yet, there will surely be a hero who will help.\If she is married, a husband will appear out of nowhere, wielding a sword.\- Whether it is a hero... - Or a husband...\- he's certain to be wearing white. - he's certain to be wearing white.\Seventeenth's plans are the best.\However...\Miss, don't run.\Miss. response:	The heavens are on my side, sending me just what I need.
context: If she is married, a husband will appear out of nowhere, wielding a sword.\- Whether it is a hero... - Or a husband...\- he's certain to be wearing white. - he's certain to be wearing white.\Seventeenth's plans are the best.\However...\Miss, don't run.\Miss.\The heavens are on my side, sending me just what I need. response:	Look at how pretty you are.
context: - Whether it is a hero... - Or a husband...\- he's certain to be wearing white. - he's certain to be wearing white.\Seventeenth's plans are the best.\However...\Miss, don't run.\Miss.\The heavens are on my side, sending me just what I need.\Look at how pretty you are. response:	Why don't you come home with me?
context: - he's certain to be wearing white. - he's certain to be wearing white.\Seventeenth's plans are the best.\However...\Miss, don't run.\Miss.\The heavens are on my side, sending me just what I need.\Look at how pretty you are.\Why don't you come home with me? response:	It pains me to see you suffering in such a place.
context: Seventeenth's plans are the best.\However...\Miss, don't run.\Miss.\The heavens are on my side, sending me just what I need.\Look at how pretty you are.\Why don't you come home with me?\It pains me to see you suffering in such a place. response:	It pains me.
context: However...\Miss, don't run.\Miss.\The heavens are on my side, sending me just what I need.\Look at how pretty you are.\Why don't you come home with me?\It pains me to see you suffering in such a place.\It pains me. response:	What are you staring at?
context: Miss, don't run.\Miss.\The heavens are on my side, sending me just what I need.\Look at how pretty you are.\Why don't you come home with me?\It pains me to see you suffering in such a place.\It pains me.\What are you staring at? response:	I give you my patronage every day. Do you really not know my intentions?
context: Miss.\The heavens are on my side, sending me just what I need.\Look at how pretty you are.\Why don't you come home with me?\It pains me to see you suffering in such a place.\It pains me.\What are you staring at?\I give you my patronage every day. Do you really not know my intentions? response:	If you keep spouting nonsense, I'll use my powers to turn you into a chicken!
context: The heavens are on my side, sending me just what I need.\Look at how pretty you are.\Why don't you come home with me?\It pains me to see you suffering in such a place.\It pains me.\What are you staring at?\I give you my patronage every day. Do you really not know my intentions?\If you keep spouting nonsense, I'll use my powers to turn you into a chicken! response:	Miss, come home with me.
context: Look at how pretty you are.\Why don't you come home with me?\It pains me to see you suffering in such a place.\It pains me.\What are you staring at?\I give you my patronage every day. Do you really not know my intentions?\If you keep spouting nonsense, I'll use my powers to turn you into a chicken!\Miss, come home with me. response:	You dare dally with a woman?
context: Why don't you come home with me?\It pains me to see you suffering in such a place.\It pains me.\What are you staring at?\I give you my patronage every day. Do you really not know my intentions?\If you keep spouting nonsense, I'll use my powers to turn you into a chicken!\Miss, come home with me.\You dare dally with a woman? response:	Hurry and scram!
context: It pains me to see you suffering in such a place.\It pains me.\What are you staring at?\I give you my patronage every day. Do you really not know my intentions?\If you keep spouting nonsense, I'll use my powers to turn you into a chicken!\Miss, come home with me.\You dare dally with a woman?\Hurry and scram! response:	Spare my life, young hero! Spare me! I'll leave!
context: It pains me.\What are you staring at?\I give you my patronage every day. Do you really not know my intentions?\If you keep spouting nonsense, I'll use my powers to turn you into a chicken!\Miss, come home with me.\You dare dally with a woman?\Hurry and scram!\Spare my life, young hero! Spare me! I'll leave! response:	How did you a young hero appear?
context: What are you staring at?\I give you my patronage every day. Do you really not know my intentions?\If you keep spouting nonsense, I'll use my powers to turn you into a chicken!\Miss, come home with me.\You dare dally with a woman?\Hurry and scram!\Spare my life, young hero! Spare me! I'll leave!\How did you a young hero appear? response:	Miss, you must have been shocked.
context: I give you my patronage every day. Do you really not know my intentions?\If you keep spouting nonsense, I'll use my powers to turn you into a chicken!\Miss, come home with me.\You dare dally with a woman?\Hurry and scram!\Spare my life, young hero! Spare me! I'll leave!\How did you a young hero appear?\Miss, you must have been shocked. response:	I'll help you clean up.
context: If you keep spouting nonsense, I'll use my powers to turn you into a chicken!\Miss, come home with me.\You dare dally with a woman?\Hurry and scram!\Spare my life, young hero! Spare me! I'll leave!\How did you a young hero appear?\Miss, you must have been shocked.\I'll help you clean up. response:	Although he's a bit foolish, he's quite adorable.
context: Miss, come home with me.\You dare dally with a woman?\Hurry and scram!\Spare my life, young hero! Spare me! I'll leave!\How did you a young hero appear?\Miss, you must have been shocked.\I'll help you clean up.\Although he's a bit foolish, he's quite adorable. response:	Aunt.
context: You dare dally with a woman?\Hurry and scram!\Spare my life, young hero! Spare me! I'll leave!\How did you a young hero appear?\Miss, you must have been shocked.\I'll help you clean up.\Although he's a bit foolish, he's quite adorable.\Aunt. response:	The Crown Prince said you will be going to the Nine Heavens today?
context: Hurry and scram!\Spare my life, young hero! Spare me! I'll leave!\How did you a young hero appear?\Miss, you must have been shocked.\I'll help you clean up.\Although he's a bit foolish, he's quite adorable.\Aunt.\The Crown Prince said you will be going to the Nine Heavens today? response:	Yes, I'm going to the Nine Heavens.
context: Spare my life, young hero! Spare me! I'll leave!\How did you a young hero appear?\Miss, you must have been shocked.\I'll help you clean up.\Although he's a bit foolish, he's quite adorable.\Aunt.\The Crown Prince said you will be going to the Nine Heavens today?\Yes, I'm going to the Nine Heavens. response:	I've traveled throughout the world, but I've never been to the Nine Heavens.
context: How did you a young hero appear?\Miss, you must have been shocked.\I'll help you clean up.\Although he's a bit foolish, he's quite adorable.\Aunt.\The Crown Prince said you will be going to the Nine Heavens today?\Yes, I'm going to the Nine Heavens.\I've traveled throughout the world, but I've never been to the Nine Heavens. response:	I'll get to visit this time because of Ye Hua.
context: Miss, you must have been shocked.\I'll help you clean up.\Although he's a bit foolish, he's quite adorable.\Aunt.\The Crown Prince said you will be going to the Nine Heavens today?\Yes, I'm going to the Nine Heavens.\I've traveled throughout the world, but I've never been to the Nine Heavens.\I'll get to visit this time because of Ye Hua. response:	That's something good to come out of this.
context: I'll help you clean up.\Although he's a bit foolish, he's quite adorable.\Aunt.\The Crown Prince said you will be going to the Nine Heavens today?\Yes, I'm going to the Nine Heavens.\I've traveled throughout the world, but I've never been to the Nine Heavens.\I'll get to visit this time because of Ye Hua.\That's something good to come out of this. response:	His Highness has been waiting for you outside the cave.
context: Although he's a bit foolish, he's quite adorable.\Aunt.\The Crown Prince said you will be going to the Nine Heavens today?\Yes, I'm going to the Nine Heavens.\I've traveled throughout the world, but I've never been to the Nine Heavens.\I'll get to visit this time because of Ye Hua.\That's something good to come out of this.\His Highness has been waiting for you outside the cave. response:	I'll be back soon. Keep an eye on the Fox Den.
context: Aunt.\The Crown Prince said you will be going to the Nine Heavens today?\Yes, I'm going to the Nine Heavens.\I've traveled throughout the world, but I've never been to the Nine Heavens.\I'll get to visit this time because of Ye Hua.\That's something good to come out of this.\His Highness has been waiting for you outside the cave.\I'll be back soon. Keep an eye on the Fox Den. response:	You'll be back soon?
context: The Crown Prince said you will be going to the Nine Heavens today?\Yes, I'm going to the Nine Heavens.\I've traveled throughout the world, but I've never been to the Nine Heavens.\I'll get to visit this time because of Ye Hua.\That's something good to come out of this.\His Highness has been waiting for you outside the cave.\I'll be back soon. Keep an eye on the Fox Den.\You'll be back soon? response:	In light of His Highness's character
context: Yes, I'm going to the Nine Heavens.\I've traveled throughout the world, but I've never been to the Nine Heavens.\I'll get to visit this time because of Ye Hua.\That's something good to come out of this.\His Highness has been waiting for you outside the cave.\I'll be back soon. Keep an eye on the Fox Den.\You'll be back soon?\In light of His Highness's character response:	I'm afraid you'll have so much fun
context: I've traveled throughout the world, but I've never been to the Nine Heavens.\I'll get to visit this time because of Ye Hua.\That's something good to come out of this.\His Highness has been waiting for you outside the cave.\I'll be back soon. Keep an eye on the Fox Den.\You'll be back soon?\In light of His Highness's character\I'm afraid you'll have so much fun response:	and you'll forget about Qing Qiu and the Fox Den.
context: I'll get to visit this time because of Ye Hua.\That's something good to come out of this.\His Highness has been waiting for you outside the cave.\I'll be back soon. Keep an eye on the Fox Den.\You'll be back soon?\In light of His Highness's character\I'm afraid you'll have so much fun\and you'll forget about Qing Qiu and the Fox Den. response:	You're quite brave now. You dare to tease me?
context: That's something good to come out of this.\His Highness has been waiting for you outside the cave.\I'll be back soon. Keep an eye on the Fox Den.\You'll be back soon?\In light of His Highness's character\I'm afraid you'll have so much fun\and you'll forget about Qing Qiu and the Fox Den.\You're quite brave now. You dare to tease me? response:	I don't dare, I don't dare.
context: His Highness has been waiting for you outside the cave.\I'll be back soon. Keep an eye on the Fox Den.\You'll be back soon?\In light of His Highness's character\I'm afraid you'll have so much fun\and you'll forget about Qing Qiu and the Fox Den.\You're quite brave now. You dare to tease me?\I don't dare, I don't dare. response:	Go to my room right now and bring me my fan.
context: I'll be back soon. Keep an eye on the Fox Den.\You'll be back soon?\In light of His Highness's character\I'm afraid you'll have so much fun\and you'll forget about Qing Qiu and the Fox Den.\You're quite brave now. You dare to tease me?\I don't dare, I don't dare.\Go to my room right now and bring me my fan. response:	The new one that Zhe Yan gave me yesterday.
context: You'll be back soon?\In light of His Highness's character\I'm afraid you'll have so much fun\and you'll forget about Qing Qiu and the Fox Den.\You're quite brave now. You dare to tease me?\I don't dare, I don't dare.\Go to my room right now and bring me my fan.\The new one that Zhe Yan gave me yesterday. response:	I'm going to take the fan to heaven to soak up some of their divine energy.
context: In light of His Highness's character\I'm afraid you'll have so much fun\and you'll forget about Qing Qiu and the Fox Den.\You're quite brave now. You dare to tease me?\I don't dare, I don't dare.\Go to my room right now and bring me my fan.\The new one that Zhe Yan gave me yesterday.\I'm going to take the fan to heaven to soak up some of their divine energy. response:	All right.
context: I'm afraid you'll have so much fun\and you'll forget about Qing Qiu and the Fox Den.\You're quite brave now. You dare to tease me?\I don't dare, I don't dare.\Go to my room right now and bring me my fan.\The new one that Zhe Yan gave me yesterday.\I'm going to take the fan to heaven to soak up some of their divine energy.\All right. response:	Zhe Yan was right.
context: and you'll forget about Qing Qiu and the Fox Den.\You're quite brave now. You dare to tease me?\I don't dare, I don't dare.\Go to my room right now and bring me my fan.\The new one that Zhe Yan gave me yesterday.\I'm going to take the fan to heaven to soak up some of their divine energy.\All right.\Zhe Yan was right. response:	What ought to be concluded should be concluded as soon as possible.
context: You're quite brave now. You dare to tease me?\I don't dare, I don't dare.\Go to my room right now and bring me my fan.\The new one that Zhe Yan gave me yesterday.\I'm going to take the fan to heaven to soak up some of their divine energy.\All right.\Zhe Yan was right.\What ought to be concluded should be concluded as soon as possible. response:	If you are the only one to think it is over
context: I don't dare, I don't dare.\Go to my room right now and bring me my fan.\The new one that Zhe Yan gave me yesterday.\I'm going to take the fan to heaven to soak up some of their divine energy.\All right.\Zhe Yan was right.\What ought to be concluded should be concluded as soon as possible.\If you are the only one to think it is over response:	it does not mean it is truly over.
context: Go to my room right now and bring me my fan.\The new one that Zhe Yan gave me yesterday.\I'm going to take the fan to heaven to soak up some of their divine energy.\All right.\Zhe Yan was right.\What ought to be concluded should be concluded as soon as possible.\If you are the only one to think it is over\it does not mean it is truly over. response:	It seems you have a lot of experience.
context: The new one that Zhe Yan gave me yesterday.\I'm going to take the fan to heaven to soak up some of their divine energy.\All right.\Zhe Yan was right.\What ought to be concluded should be concluded as soon as possible.\If you are the only one to think it is over\it does not mean it is truly over.\It seems you have a lot of experience. response:	I'll wait for you up ahead.
context: I'm going to take the fan to heaven to soak up some of their divine energy.\All right.\Zhe Yan was right.\What ought to be concluded should be concluded as soon as possible.\If you are the only one to think it is over\it does not mean it is truly over.\It seems you have a lot of experience.\I'll wait for you up ahead. response:	A-Yin, I thought... I thought you would never see me again.
context: All right.\Zhe Yan was right.\What ought to be concluded should be concluded as soon as possible.\If you are the only one to think it is over\it does not mean it is truly over.\It seems you have a lot of experience.\I'll wait for you up ahead.\A-Yin, I thought... I thought you would never see me again. response:	Are your injuries fine now?
context: Zhe Yan was right.\What ought to be concluded should be concluded as soon as possible.\If you are the only one to think it is over\it does not mean it is truly over.\It seems you have a lot of experience.\I'll wait for you up ahead.\A-Yin, I thought... I thought you would never see me again.\Are your injuries fine now? response:	I'm sorry for worrying you, Ghost Lord.
context: What ought to be concluded should be concluded as soon as possible.\If you are the only one to think it is over\it does not mean it is truly over.\It seems you have a lot of experience.\I'll wait for you up ahead.\A-Yin, I thought... I thought you would never see me again.\Are your injuries fine now?\I'm sorry for worrying you, Ghost Lord. response:	I have always been quite robust.
context: If you are the only one to think it is over\it does not mean it is truly over.\It seems you have a lot of experience.\I'll wait for you up ahead.\A-Yin, I thought... I thought you would never see me again.\Are your injuries fine now?\I'm sorry for worrying you, Ghost Lord.\I have always been quite robust. response:	These minor injuries are of no consequence.
context: it does not mean it is truly over.\It seems you have a lot of experience.\I'll wait for you up ahead.\A-Yin, I thought... I thought you would never see me again.\Are your injuries fine now?\I'm sorry for worrying you, Ghost Lord.\I have always been quite robust.\These minor injuries are of no consequence. response:	That is good.
context: It seems you have a lot of experience.\I'll wait for you up ahead.\A-Yin, I thought... I thought you would never see me again.\Are your injuries fine now?\I'm sorry for worrying you, Ghost Lord.\I have always been quite robust.\These minor injuries are of no consequence.\That is good. response:	What is the meaning of this, Ghost Lord?
context: I'll wait for you up ahead.\A-Yin, I thought... I thought you would never see me again.\Are your injuries fine now?\I'm sorry for worrying you, Ghost Lord.\I have always been quite robust.\These minor injuries are of no consequence.\That is good.\What is the meaning of this, Ghost Lord? response:	I made a grave mistake in a moment of weakness.
context: A-Yin, I thought... I thought you would never see me again.\Are your injuries fine now?\I'm sorry for worrying you, Ghost Lord.\I have always been quite robust.\These minor injuries are of no consequence.\That is good.\What is the meaning of this, Ghost Lord?\I made a grave mistake in a moment of weakness. response:	Take this soul jade now and place it in Mo Yuan's mouth.
context: Are your injuries fine now?\I'm sorry for worrying you, Ghost Lord.\I have always been quite robust.\These minor injuries are of no consequence.\That is good.\What is the meaning of this, Ghost Lord?\I made a grave mistake in a moment of weakness.\Take this soul jade now and place it in Mo Yuan's mouth. response:	Then you will no longer need to use your heart's blood.
context: I'm sorry for worrying you, Ghost Lord.\I have always been quite robust.\These minor injuries are of no consequence.\That is good.\What is the meaning of this, Ghost Lord?\I made a grave mistake in a moment of weakness.\Take this soul jade now and place it in Mo Yuan's mouth.\Then you will no longer need to use your heart's blood. response:	Thank you for your good intentions, Ghost Lord.
context: I have always been quite robust.\These minor injuries are of no consequence.\That is good.\What is the meaning of this, Ghost Lord?\I made a grave mistake in a moment of weakness.\Take this soul jade now and place it in Mo Yuan's mouth.\Then you will no longer need to use your heart's blood.\Thank you for your good intentions, Ghost Lord. response:	It's just that Master's body no longer needs to be preserved with my blood.
context: These minor injuries are of no consequence.\That is good.\What is the meaning of this, Ghost Lord?\I made a grave mistake in a moment of weakness.\Take this soul jade now and place it in Mo Yuan's mouth.\Then you will no longer need to use your heart's blood.\Thank you for your good intentions, Ghost Lord.\It's just that Master's body no longer needs to be preserved with my blood. response:	Ghost Lord, you had best take back this treasure and take good care of it.
context: That is good.\What is the meaning of this, Ghost Lord?\I made a grave mistake in a moment of weakness.\Take this soul jade now and place it in Mo Yuan's mouth.\Then you will no longer need to use your heart's blood.\Thank you for your good intentions, Ghost Lord.\It's just that Master's body no longer needs to be preserved with my blood.\Ghost Lord, you had best take back this treasure and take good care of it. response:	A-Yin.
context: What is the meaning of this, Ghost Lord?\I made a grave mistake in a moment of weakness.\Take this soul jade now and place it in Mo Yuan's mouth.\Then you will no longer need to use your heart's blood.\Thank you for your good intentions, Ghost Lord.\It's just that Master's body no longer needs to be preserved with my blood.\Ghost Lord, you had best take back this treasure and take good care of it.\A-Yin. response:	Is it really not possible for us to return to the way we were?
context: I made a grave mistake in a moment of weakness.\Take this soul jade now and place it in Mo Yuan's mouth.\Then you will no longer need to use your heart's blood.\Thank you for your good intentions, Ghost Lord.\It's just that Master's body no longer needs to be preserved with my blood.\Ghost Lord, you had best take back this treasure and take good care of it.\A-Yin.\Is it really not possible for us to return to the way we were? response:	You are only devoting all of your attention to me
context: Take this soul jade now and place it in Mo Yuan's mouth.\Then you will no longer need to use your heart's blood.\Thank you for your good intentions, Ghost Lord.\It's just that Master's body no longer needs to be preserved with my blood.\Ghost Lord, you had best take back this treasure and take good care of it.\A-Yin.\Is it really not possible for us to return to the way we were?\You are only devoting all of your attention to me response:	because you see that I didn't kill myself by running headfirst into a wall
context: Then you will no longer need to use your heart's blood.\Thank you for your good intentions, Ghost Lord.\It's just that Master's body no longer needs to be preserved with my blood.\Ghost Lord, you had best take back this treasure and take good care of it.\A-Yin.\Is it really not possible for us to return to the way we were?\You are only devoting all of your attention to me\because you see that I didn't kill myself by running headfirst into a wall response:	after I was abandoned
context: Thank you for your good intentions, Ghost Lord.\It's just that Master's body no longer needs to be preserved with my blood.\Ghost Lord, you had best take back this treasure and take good care of it.\A-Yin.\Is it really not possible for us to return to the way we were?\You are only devoting all of your attention to me\because you see that I didn't kill myself by running headfirst into a wall\after I was abandoned response:	but am instead living well as I am now.
context: It's just that Master's body no longer needs to be preserved with my blood.\Ghost Lord, you had best take back this treasure and take good care of it.\A-Yin.\Is it really not possible for us to return to the way we were?\You are only devoting all of your attention to me\because you see that I didn't kill myself by running headfirst into a wall\after I was abandoned\but am instead living well as I am now. response:	So, you must think I never cared for you
context: Ghost Lord, you had best take back this treasure and take good care of it.\A-Yin.\Is it really not possible for us to return to the way we were?\You are only devoting all of your attention to me\because you see that I didn't kill myself by running headfirst into a wall\after I was abandoned\but am instead living well as I am now.\So, you must think I never cared for you response:	and that is why you keep hounding me.
context: A-Yin.\Is it really not possible for us to return to the way we were?\You are only devoting all of your attention to me\because you see that I didn't kill myself by running headfirst into a wall\after I was abandoned\but am instead living well as I am now.\So, you must think I never cared for you\and that is why you keep hounding me. response:	A-Yin, do you think I only feel bitterness towards you?
context: Is it really not possible for us to return to the way we were?\You are only devoting all of your attention to me\because you see that I didn't kill myself by running headfirst into a wall\after I was abandoned\but am instead living well as I am now.\So, you must think I never cared for you\and that is why you keep hounding me.\A-Yin, do you think I only feel bitterness towards you? response:	I'm afraid talking peacefully as we are now
context: You are only devoting all of your attention to me\because you see that I didn't kill myself by running headfirst into a wall\after I was abandoned\but am instead living well as I am now.\So, you must think I never cared for you\and that is why you keep hounding me.\A-Yin, do you think I only feel bitterness towards you?\I'm afraid talking peacefully as we are now response:	will not happen again after today.
context: because you see that I didn't kill myself by running headfirst into a wall\after I was abandoned\but am instead living well as I am now.\So, you must think I never cared for you\and that is why you keep hounding me.\A-Yin, do you think I only feel bitterness towards you?\I'm afraid talking peacefully as we are now\will not happen again after today. response:	So, it would be best to clarify things today.
context: after I was abandoned\but am instead living well as I am now.\So, you must think I never cared for you\and that is why you keep hounding me.\A-Yin, do you think I only feel bitterness towards you?\I'm afraid talking peacefully as we are now\will not happen again after today.\So, it would be best to clarify things today. response:	70,000 years ago, I did experience my first taste of love because of you.
context: but am instead living well as I am now.\So, you must think I never cared for you\and that is why you keep hounding me.\A-Yin, do you think I only feel bitterness towards you?\I'm afraid talking peacefully as we are now\will not happen again after today.\So, it would be best to clarify things today.\70,000 years ago, I did experience my first taste of love because of you. response:	Because it was my first time, I was not like the experienced ones
context: So, you must think I never cared for you\and that is why you keep hounding me.\A-Yin, do you think I only feel bitterness towards you?\I'm afraid talking peacefully as we are now\will not happen again after today.\So, it would be best to clarify things today.\70,000 years ago, I did experience my first taste of love because of you.\Because it was my first time, I was not like the experienced ones response:	and naturally acted rather indifferent and passive.
context: and that is why you keep hounding me.\A-Yin, do you think I only feel bitterness towards you?\I'm afraid talking peacefully as we are now\will not happen again after today.\So, it would be best to clarify things today.\70,000 years ago, I did experience my first taste of love because of you.\Because it was my first time, I was not like the experienced ones\and naturally acted rather indifferent and passive. response:	Nevertheless, I was indeed brimming with affection for you.
context: A-Yin, do you think I only feel bitterness towards you?\I'm afraid talking peacefully as we are now\will not happen again after today.\So, it would be best to clarify things today.\70,000 years ago, I did experience my first taste of love because of you.\Because it was my first time, I was not like the experienced ones\and naturally acted rather indifferent and passive.\Nevertheless, I was indeed brimming with affection for you. response:	As you know, there was some animosity between our two tribes.
context: I'm afraid talking peacefully as we are now\will not happen again after today.\So, it would be best to clarify things today.\70,000 years ago, I did experience my first taste of love because of you.\Because it was my first time, I was not like the experienced ones\and naturally acted rather indifferent and passive.\Nevertheless, I was indeed brimming with affection for you.\As you know, there was some animosity between our two tribes. response:	So during that period of time, I tried every day to think of
context: will not happen again after today.\So, it would be best to clarify things today.\70,000 years ago, I did experience my first taste of love because of you.\Because it was my first time, I was not like the experienced ones\and naturally acted rather indifferent and passive.\Nevertheless, I was indeed brimming with affection for you.\As you know, there was some animosity between our two tribes.\So during that period of time, I tried every day to think of response:	how I could persuade my parents to allow me to marry you.
context: So, it would be best to clarify things today.\70,000 years ago, I did experience my first taste of love because of you.\Because it was my first time, I was not like the experienced ones\and naturally acted rather indifferent and passive.\Nevertheless, I was indeed brimming with affection for you.\As you know, there was some animosity between our two tribes.\So during that period of time, I tried every day to think of\how I could persuade my parents to allow me to marry you. response:	At the time, I had thought of a good reason
context: 70,000 years ago, I did experience my first taste of love because of you.\Because it was my first time, I was not like the experienced ones\and naturally acted rather indifferent and passive.\Nevertheless, I was indeed brimming with affection for you.\As you know, there was some animosity between our two tribes.\So during that period of time, I tried every day to think of\how I could persuade my parents to allow me to marry you.\At the time, I had thought of a good reason response:	so I happily wrote it down, in fear that I would forget it.
context: Because it was my first time, I was not like the experienced ones\and naturally acted rather indifferent and passive.\Nevertheless, I was indeed brimming with affection for you.\As you know, there was some animosity between our two tribes.\So during that period of time, I tried every day to think of\how I could persuade my parents to allow me to marry you.\At the time, I had thought of a good reason\so I happily wrote it down, in fear that I would forget it. response:	Now that I think back on it, it was truly absurd.
context: and naturally acted rather indifferent and passive.\Nevertheless, I was indeed brimming with affection for you.\As you know, there was some animosity between our two tribes.\So during that period of time, I tried every day to think of\how I could persuade my parents to allow me to marry you.\At the time, I had thought of a good reason\so I happily wrote it down, in fear that I would forget it.\Now that I think back on it, it was truly absurd. response:	And you...
context: Nevertheless, I was indeed brimming with affection for you.\As you know, there was some animosity between our two tribes.\So during that period of time, I tried every day to think of\how I could persuade my parents to allow me to marry you.\At the time, I had thought of a good reason\so I happily wrote it down, in fear that I would forget it.\Now that I think back on it, it was truly absurd.\And you... response:	When my feelings for you were at their strongest, you knocked me down.
context: As you know, there was some animosity between our two tribes.\So during that period of time, I tried every day to think of\how I could persuade my parents to allow me to marry you.\At the time, I had thought of a good reason\so I happily wrote it down, in fear that I would forget it.\Now that I think back on it, it was truly absurd.\And you...\When my feelings for you were at their strongest, you knocked me down. response:	You only saw that I let go easily
context: So during that period of time, I tried every day to think of\how I could persuade my parents to allow me to marry you.\At the time, I had thought of a good reason\so I happily wrote it down, in fear that I would forget it.\Now that I think back on it, it was truly absurd.\And you...\When my feelings for you were at their strongest, you knocked me down.\You only saw that I let go easily response:	but did not see how much sadness and misery I felt behind it all.
context: how I could persuade my parents to allow me to marry you.\At the time, I had thought of a good reason\so I happily wrote it down, in fear that I would forget it.\Now that I think back on it, it was truly absurd.\And you...\When my feelings for you were at their strongest, you knocked me down.\You only saw that I let go easily\but did not see how much sadness and misery I felt behind it all. response:	When my master passed away
context: At the time, I had thought of a good reason\so I happily wrote it down, in fear that I would forget it.\Now that I think back on it, it was truly absurd.\And you...\When my feelings for you were at their strongest, you knocked me down.\You only saw that I let go easily\but did not see how much sadness and misery I felt behind it all.\When my master passed away response:	despite my abject heart
context: so I happily wrote it down, in fear that I would forget it.\Now that I think back on it, it was truly absurd.\And you...\When my feelings for you were at their strongest, you knocked me down.\You only saw that I let go easily\but did not see how much sadness and misery I felt behind it all.\When my master passed away\despite my abject heart response:	I went to Grand Ziming Palace to borrow the soul jade from you.
context: Now that I think back on it, it was truly absurd.\And you...\When my feelings for you were at their strongest, you knocked me down.\You only saw that I let go easily\but did not see how much sadness and misery I felt behind it all.\When my master passed away\despite my abject heart\I went to Grand Ziming Palace to borrow the soul jade from you. response:	You will never understand how much courage I had to summon up.
context: And you...\When my feelings for you were at their strongest, you knocked me down.\You only saw that I let go easily\but did not see how much sadness and misery I felt behind it all.\When my master passed away\despite my abject heart\I went to Grand Ziming Palace to borrow the soul jade from you.\You will never understand how much courage I had to summon up. response:	Nor will you ever understand how sorely disappointed you left me.
