context: You Are Here response:	Koichi...
context: Boom\Calm down, Koichi.\I'll write that you can see again now.\The road between the convenience store and drugstore is gone.\W-We made it back...\We'll always be here.\Until the murderer's caught.\The day that Arnold and I turn around to go response:	where my mom and dad are will be
context: Calm down, Koichi.\I'll write that you can see again now.\The road between the convenience store and drugstore is gone.\W-We made it back...\We'll always be here.\Until the murderer's caught.\The day that Arnold and I turn around to go\where my mom and dad are will be response:	when the pride and peace of this town are restored.
context: I'll write that you can see again now.\The road between the convenience store and drugstore is gone.\W-We made it back...\We'll always be here.\Until the murderer's caught.\The day that Arnold and I turn around to go\where my mom and dad are will be\when the pride and peace of this town are restored. response:	Until then, I can't leave here.
context: The road between the convenience store and drugstore is gone.\W-We made it back...\We'll always be here.\Until the murderer's caught.\The day that Arnold and I turn around to go\where my mom and dad are will be\when the pride and peace of this town are restored.\Until then, I can't leave here. response:	If you ever need to ask me anything,
context: W-We made it back...\We'll always be here.\Until the murderer's caught.\The day that Arnold and I turn around to go\where my mom and dad are will be\when the pride and peace of this town are restored.\Until then, I can't leave here.\If you ever need to ask me anything, response:	come by any time.
context: We'll always be here.\Until the murderer's caught.\The day that Arnold and I turn around to go\where my mom and dad are will be\when the pride and peace of this town are restored.\Until then, I can't leave here.\If you ever need to ask me anything,\come by any time. response:	We can see each other any time,
context: Until the murderer's caught.\The day that Arnold and I turn around to go\where my mom and dad are will be\when the pride and peace of this town are restored.\Until then, I can't leave here.\If you ever need to ask me anything,\come by any time.\We can see each other any time, response:	Rohannie and Koichi...
context: The day that Arnold and I turn around to go\where my mom and dad are will be\when the pride and peace of this town are restored.\Until then, I can't leave here.\If you ever need to ask me anything,\come by any time.\We can see each other any time,\Rohannie and Koichi... response:	I thank you from the bottom of my heart
context: where my mom and dad are will be\when the pride and peace of this town are restored.\Until then, I can't leave here.\If you ever need to ask me anything,\come by any time.\We can see each other any time,\Rohannie and Koichi...\I thank you from the bottom of my heart response:	for listening to what I had to say.
context: when the pride and peace of this town are restored.\Until then, I can't leave here.\If you ever need to ask me anything,\come by any time.\We can see each other any time,\Rohannie and Koichi...\I thank you from the bottom of my heart\for listening to what I had to say. response:	That girl had some nerve, calling me Rohannie.
context: Until then, I can't leave here.\If you ever need to ask me anything,\come by any time.\We can see each other any time,\Rohannie and Koichi...\I thank you from the bottom of my heart\for listening to what I had to say.\That girl had some nerve, calling me Rohannie. response:	She was getting too friendly.
context: If you ever need to ask me anything,\come by any time.\We can see each other any time,\Rohannie and Koichi...\I thank you from the bottom of my heart\for listening to what I had to say.\That girl had some nerve, calling me Rohannie.\She was getting too friendly. response:	But... Reimi Sugimoto, huh...
context: come by any time.\We can see each other any time,\Rohannie and Koichi...\I thank you from the bottom of my heart\for listening to what I had to say.\That girl had some nerve, calling me Rohannie.\She was getting too friendly.\But... Reimi Sugimoto, huh... response:	There's something admirable about how that ghost lives.
context: We can see each other any time,\Rohannie and Koichi...\I thank you from the bottom of my heart\for listening to what I had to say.\That girl had some nerve, calling me Rohannie.\She was getting too friendly.\But... Reimi Sugimoto, huh...\There's something admirable about how that ghost lives. response:	She's been fighting for fifteen years, alone, for the sake of the living.
context: Rohannie and Koichi...\I thank you from the bottom of my heart\for listening to what I had to say.\That girl had some nerve, calling me Rohannie.\She was getting too friendly.\But... Reimi Sugimoto, huh...\There's something admirable about how that ghost lives.\She's been fighting for fifteen years, alone, for the sake of the living. response:	Zero Clues Found in Family Massacre
context: I thank you from the bottom of my heart\for listening to what I had to say.\That girl had some nerve, calling me Rohannie.\She was getting too friendly.\But... Reimi Sugimoto, huh...\There's something admirable about how that ghost lives.\She's been fighting for fifteen years, alone, for the sake of the living.\Zero Clues Found in Family Massacre response:	Sugimoto Family Grave
context: for listening to what I had to say.\That girl had some nerve, calling me Rohannie.\She was getting too friendly.\But... Reimi Sugimoto, huh...\There's something admirable about how that ghost lives.\She's been fighting for fifteen years, alone, for the sake of the living.\Zero Clues Found in Family Massacre\Sugimoto Family Grave response:	Sugimoto Reimi
context: That girl had some nerve, calling me Rohannie.\She was getting too friendly.\But... Reimi Sugimoto, huh...\There's something admirable about how that ghost lives.\She's been fighting for fifteen years, alone, for the sake of the living.\Zero Clues Found in Family Massacre\Sugimoto Family Grave\Sugimoto Reimi response:	There it is! Sugimoto Reimi, age 16.
context: She was getting too friendly.\But... Reimi Sugimoto, huh...\There's something admirable about how that ghost lives.\She's been fighting for fifteen years, alone, for the sake of the living.\Zero Clues Found in Family Massacre\Sugimoto Family Grave\Sugimoto Reimi\There it is! Sugimoto Reimi, age 16. response:	Not that I doubted her, but now I've got some clues.
context: But... Reimi Sugimoto, huh...\There's something admirable about how that ghost lives.\She's been fighting for fifteen years, alone, for the sake of the living.\Zero Clues Found in Family Massacre\Sugimoto Family Grave\Sugimoto Reimi\There it is! Sugimoto Reimi, age 16.\Not that I doubted her, but now I've got some clues. response:	Ah, could you be...
context: There's something admirable about how that ghost lives.\She's been fighting for fifteen years, alone, for the sake of the living.\Zero Clues Found in Family Massacre\Sugimoto Family Grave\Sugimoto Reimi\There it is! Sugimoto Reimi, age 16.\Not that I doubted her, but now I've got some clues.\Ah, could you be... response:	Rohan Kishibe, who became a manga artist?
context: She's been fighting for fifteen years, alone, for the sake of the living.\Zero Clues Found in Family Massacre\Sugimoto Family Grave\Sugimoto Reimi\There it is! Sugimoto Reimi, age 16.\Not that I doubted her, but now I've got some clues.\Ah, could you be...\Rohan Kishibe, who became a manga artist? response:	You know me?
context: Zero Clues Found in Family Massacre\Sugimoto Family Grave\Sugimoto Reimi\There it is! Sugimoto Reimi, age 16.\Not that I doubted her, but now I've got some clues.\Ah, could you be...\Rohan Kishibe, who became a manga artist?\You know me? response:	Rohan, you were only four,
context: Sugimoto Family Grave\Sugimoto Reimi\There it is! Sugimoto Reimi, age 16.\Not that I doubted her, but now I've got some clues.\Ah, could you be...\Rohan Kishibe, who became a manga artist?\You know me?\Rohan, you were only four, response:	so it's no surprise that you don't remember that incident.
context: Sugimoto Reimi\There it is! Sugimoto Reimi, age 16.\Not that I doubted her, but now I've got some clues.\Ah, could you be...\Rohan Kishibe, who became a manga artist?\You know me?\Rohan, you were only four,\so it's no surprise that you don't remember that incident. response:	Your house at the time was very near theirs.
context: There it is! Sugimoto Reimi, age 16.\Not that I doubted her, but now I've got some clues.\Ah, could you be...\Rohan Kishibe, who became a manga artist?\You know me?\Rohan, you were only four,\so it's no surprise that you don't remember that incident.\Your house at the time was very near theirs. response:	The night of that incident, your parents had urgent business
context: Not that I doubted her, but now I've got some clues.\Ah, could you be...\Rohan Kishibe, who became a manga artist?\You know me?\Rohan, you were only four,\so it's no surprise that you don't remember that incident.\Your house at the time was very near theirs.\The night of that incident, your parents had urgent business response:	they had to attend to and were forced to leave...
context: Ah, could you be...\Rohan Kishibe, who became a manga artist?\You know me?\Rohan, you were only four,\so it's no surprise that you don't remember that incident.\Your house at the time was very near theirs.\The night of that incident, your parents had urgent business\they had to attend to and were forced to leave... response:	So they left you overnight at the Sugimoto household
context: Rohan Kishibe, who became a manga artist?\You know me?\Rohan, you were only four,\so it's no surprise that you don't remember that incident.\Your house at the time was very near theirs.\The night of that incident, your parents had urgent business\they had to attend to and were forced to leave...\So they left you overnight at the Sugimoto household response:	because you were all very close.
context: You know me?\Rohan, you were only four,\so it's no surprise that you don't remember that incident.\Your house at the time was very near theirs.\The night of that incident, your parents had urgent business\they had to attend to and were forced to leave...\So they left you overnight at the Sugimoto household\because you were all very close. response:	That night, Rohan, you were staying overnight at the Sugimoto household.
context: Rohan, you were only four,\so it's no surprise that you don't remember that incident.\Your house at the time was very near theirs.\The night of that incident, your parents had urgent business\they had to attend to and were forced to leave...\So they left you overnight at the Sugimoto household\because you were all very close.\That night, Rohan, you were staying overnight at the Sugimoto household. response:	And you were the only one to survive.
context: so it's no surprise that you don't remember that incident.\Your house at the time was very near theirs.\The night of that incident, your parents had urgent business\they had to attend to and were forced to leave...\So they left you overnight at the Sugimoto household\because you were all very close.\That night, Rohan, you were staying overnight at the Sugimoto household.\And you were the only one to survive. response:	I was... there?
context: Your house at the time was very near theirs.\The night of that incident, your parents had urgent business\they had to attend to and were forced to leave...\So they left you overnight at the Sugimoto household\because you were all very close.\That night, Rohan, you were staying overnight at the Sugimoto household.\And you were the only one to survive.\I was... there? response:	Sugimoto Family Grave
context: The night of that incident, your parents had urgent business\they had to attend to and were forced to leave...\So they left you overnight at the Sugimoto household\because you were all very close.\That night, Rohan, you were staying overnight at the Sugimoto household.\And you were the only one to survive.\I was... there?\Sugimoto Family Grave response:	When the police found you,
context: they had to attend to and were forced to leave...\So they left you overnight at the Sugimoto household\because you were all very close.\That night, Rohan, you were staying overnight at the Sugimoto household.\And you were the only one to survive.\I was... there?\Sugimoto Family Grave\When the police found you, response:	you kept crying and repeating the same thing over and over.
context: So they left you overnight at the Sugimoto household\because you were all very close.\That night, Rohan, you were staying overnight at the Sugimoto household.\And you were the only one to survive.\I was... there?\Sugimoto Family Grave\When the police found you,\you kept crying and repeating the same thing over and over. response:	Reimi snuck me out the window.
context: because you were all very close.\That night, Rohan, you were staying overnight at the Sugimoto household.\And you were the only one to survive.\I was... there?\Sugimoto Family Grave\When the police found you,\you kept crying and repeating the same thing over and over.\Reimi snuck me out the window. response:	Reimi saved you before you could be found by the murderer.
context: That night, Rohan, you were staying overnight at the Sugimoto household.\And you were the only one to survive.\I was... there?\Sugimoto Family Grave\When the police found you,\you kept crying and repeating the same thing over and over.\Reimi snuck me out the window.\Reimi saved you before you could be found by the murderer. response:	That little girl... No wonder she acted all friendly with me.
context: And you were the only one to survive.\I was... there?\Sugimoto Family Grave\When the police found you,\you kept crying and repeating the same thing over and over.\Reimi snuck me out the window.\Reimi saved you before you could be found by the murderer.\That little girl... No wonder she acted all friendly with me. response:	I can't read my distant memories nor my fate with my Stand, Heaven's Door.
context: I was... there?\Sugimoto Family Grave\When the police found you,\you kept crying and repeating the same thing over and over.\Reimi snuck me out the window.\Reimi saved you before you could be found by the murderer.\That little girl... No wonder she acted all friendly with me.\I can't read my distant memories nor my fate with my Stand, Heaven's Door. response:	If you happen to wander down this path,
context: Sugimoto Family Grave\When the police found you,\you kept crying and repeating the same thing over and over.\Reimi snuck me out the window.\Reimi saved you before you could be found by the murderer.\That little girl... No wonder she acted all friendly with me.\I can't read my distant memories nor my fate with my Stand, Heaven's Door.\If you happen to wander down this path, response:	do not turn around, no matter what.
context: When the police found you,\you kept crying and repeating the same thing over and over.\Reimi snuck me out the window.\Reimi saved you before you could be found by the murderer.\That little girl... No wonder she acted all friendly with me.\I can't read my distant memories nor my fate with my Stand, Heaven's Door.\If you happen to wander down this path,\do not turn around, no matter what. response:	Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.
context: you kept crying and repeating the same thing over and over.\Reimi snuck me out the window.\Reimi saved you before you could be found by the murderer.\That little girl... No wonder she acted all friendly with me.\I can't read my distant memories nor my fate with my Stand, Heaven's Door.\If you happen to wander down this path,\do not turn around, no matter what.\Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what. response:	I really met a ghost!
context: Reimi snuck me out the window.\Reimi saved you before you could be found by the murderer.\That little girl... No wonder she acted all friendly with me.\I can't read my distant memories nor my fate with my Stand, Heaven's Door.\If you happen to wander down this path,\do not turn around, no matter what.\Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.\I really met a ghost! response:	The girl in that picture is Reimi!
context: Reimi saved you before you could be found by the murderer.\That little girl... No wonder she acted all friendly with me.\I can't read my distant memories nor my fate with my Stand, Heaven's Door.\If you happen to wander down this path,\do not turn around, no matter what.\Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.\I really met a ghost!\The girl in that picture is Reimi! response:	Okay, we get it.
context: That little girl... No wonder she acted all friendly with me.\I can't read my distant memories nor my fate with my Stand, Heaven's Door.\If you happen to wander down this path,\do not turn around, no matter what.\Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.\I really met a ghost!\The girl in that picture is Reimi!\Okay, we get it. response:	So, I researched her,
context: I can't read my distant memories nor my fate with my Stand, Heaven's Door.\If you happen to wander down this path,\do not turn around, no matter what.\Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.\I really met a ghost!\The girl in that picture is Reimi!\Okay, we get it.\So, I researched her, response:	I said I believe you, didn't I? Right, Okuyasu?
context: If you happen to wander down this path,\do not turn around, no matter what.\Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.\I really met a ghost!\The girl in that picture is Reimi!\Okay, we get it.\So, I researched her,\I said I believe you, didn't I? Right, Okuyasu? response:	and she was also a student at Budogaoka High School.
context: do not turn around, no matter what.\Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.\I really met a ghost!\The girl in that picture is Reimi!\Okay, we get it.\So, I researched her,\I said I believe you, didn't I? Right, Okuyasu?\and she was also a student at Budogaoka High School. response:	She's cute... She's my type.
context: Morioh Landmark 6 The Path Where You Can Meet a Girl's Ghost How to get there: Take the 11 bus from Morioh Station and get off at the Kotodai Shopping District. It will appear between the convenience store, Owson, and Kisara Drugstore at 2-chome. Warning: Most people won't be able to see it, but if you happen to wander down this path, do not turn around, no matter what.\I really met a ghost!\The girl in that picture is Reimi!\Okay, we get it.\So, I researched her,\I said I believe you, didn't I? Right, Okuyasu?\and she was also a student at Budogaoka High School.\She's cute... She's my type. response:	I wish I'd been born fifteen years sooner.
context: I really met a ghost!\The girl in that picture is Reimi!\Okay, we get it.\So, I researched her,\I said I believe you, didn't I? Right, Okuyasu?\and she was also a student at Budogaoka High School.\She's cute... She's my type.\I wish I'd been born fifteen years sooner. response:	We should eventually go meet this ghost, too.
context: The girl in that picture is Reimi!\Okay, we get it.\So, I researched her,\I said I believe you, didn't I? Right, Okuyasu?\and she was also a student at Budogaoka High School.\She's cute... She's my type.\I wish I'd been born fifteen years sooner.\We should eventually go meet this ghost, too. response:	But, Koichi, if we tell Jotaro or Old Man Joseph about this,
context: Okay, we get it.\So, I researched her,\I said I believe you, didn't I? Right, Okuyasu?\and she was also a student at Budogaoka High School.\She's cute... She's my type.\I wish I'd been born fifteen years sooner.\We should eventually go meet this ghost, too.\But, Koichi, if we tell Jotaro or Old Man Joseph about this, response:	they're probably going to ask one thing.
context: So, I researched her,\I said I believe you, didn't I? Right, Okuyasu?\and she was also a student at Budogaoka High School.\She's cute... She's my type.\I wish I'd been born fifteen years sooner.\We should eventually go meet this ghost, too.\But, Koichi, if we tell Jotaro or Old Man Joseph about this,\they're probably going to ask one thing. response:	Is the murderer a Stand user?
context: I said I believe you, didn't I? Right, Okuyasu?\and she was also a student at Budogaoka High School.\She's cute... She's my type.\I wish I'd been born fifteen years sooner.\We should eventually go meet this ghost, too.\But, Koichi, if we tell Jotaro or Old Man Joseph about this,\they're probably going to ask one thing.\Is the murderer a Stand user? response:	W-Well... I don't know...
context: and she was also a student at Budogaoka High School.\She's cute... She's my type.\I wish I'd been born fifteen years sooner.\We should eventually go meet this ghost, too.\But, Koichi, if we tell Jotaro or Old Man Joseph about this,\they're probably going to ask one thing.\Is the murderer a Stand user?\W-Well... I don't know... response:	Then we'll just have to let the police and the courts deal with it.
context: She's cute... She's my type.\I wish I'd been born fifteen years sooner.\We should eventually go meet this ghost, too.\But, Koichi, if we tell Jotaro or Old Man Joseph about this,\they're probably going to ask one thing.\Is the murderer a Stand user?\W-Well... I don't know...\Then we'll just have to let the police and the courts deal with it. response:	B-But there's a murderer in Morioh!
context: I wish I'd been born fifteen years sooner.\We should eventually go meet this ghost, too.\But, Koichi, if we tell Jotaro or Old Man Joseph about this,\they're probably going to ask one thing.\Is the murderer a Stand user?\W-Well... I don't know...\Then we'll just have to let the police and the courts deal with it.\B-But there's a murderer in Morioh! response:	I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation
context: We should eventually go meet this ghost, too.\But, Koichi, if we tell Jotaro or Old Man Joseph about this,\they're probably going to ask one thing.\Is the murderer a Stand user?\W-Well... I don't know...\Then we'll just have to let the police and the courts deal with it.\B-But there's a murderer in Morioh!\I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation response:	won't just go after a normal murderer.
context: But, Koichi, if we tell Jotaro or Old Man Joseph about this,\they're probably going to ask one thing.\Is the murderer a Stand user?\W-Well... I don't know...\Then we'll just have to let the police and the courts deal with it.\B-But there's a murderer in Morioh!\I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation\won't just go after a normal murderer. response:	Calm down.
context: they're probably going to ask one thing.\Is the murderer a Stand user?\W-Well... I don't know...\Then we'll just have to let the police and the courts deal with it.\B-But there's a murderer in Morioh!\I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation\won't just go after a normal murderer.\Calm down. response:	He's managed to escape from the almighty police for the past fifteen years.
context: Is the murderer a Stand user?\W-Well... I don't know...\Then we'll just have to let the police and the courts deal with it.\B-But there's a murderer in Morioh!\I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation\won't just go after a normal murderer.\Calm down.\He's managed to escape from the almighty police for the past fifteen years. response:	It's not like we'd run into him right away, like we'd hailed a taxi cab.
context: W-Well... I don't know...\Then we'll just have to let the police and the courts deal with it.\B-But there's a murderer in Morioh!\I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation\won't just go after a normal murderer.\Calm down.\He's managed to escape from the almighty police for the past fifteen years.\It's not like we'd run into him right away, like we'd hailed a taxi cab. response:	Let's stay calm and look into this carefully.
context: Then we'll just have to let the police and the courts deal with it.\B-But there's a murderer in Morioh!\I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation\won't just go after a normal murderer.\Calm down.\He's managed to escape from the almighty police for the past fifteen years.\It's not like we'd run into him right away, like we'd hailed a taxi cab.\Let's stay calm and look into this carefully. response:	So what did Rohan have to say?
context: B-But there's a murderer in Morioh!\I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation\won't just go after a normal murderer.\Calm down.\He's managed to escape from the almighty police for the past fifteen years.\It's not like we'd run into him right away, like we'd hailed a taxi cab.\Let's stay calm and look into this carefully.\So what did Rohan have to say? response:	The same thing as you, Josuke.
context: I know. And that's why I'm saying that Jotaro and the Speedwagon Foundation\won't just go after a normal murderer.\Calm down.\He's managed to escape from the almighty police for the past fifteen years.\It's not like we'd run into him right away, like we'd hailed a taxi cab.\Let's stay calm and look into this carefully.\So what did Rohan have to say?\The same thing as you, Josuke. response:	Hey, look out, Koichi.
context: won't just go after a normal murderer.\Calm down.\He's managed to escape from the almighty police for the past fifteen years.\It's not like we'd run into him right away, like we'd hailed a taxi cab.\Let's stay calm and look into this carefully.\So what did Rohan have to say?\The same thing as you, Josuke.\Hey, look out, Koichi. response:	Don't cross the road when you're all spaced out.
context: Calm down.\He's managed to escape from the almighty police for the past fifteen years.\It's not like we'd run into him right away, like we'd hailed a taxi cab.\Let's stay calm and look into this carefully.\So what did Rohan have to say?\The same thing as you, Josuke.\Hey, look out, Koichi.\Don't cross the road when you're all spaced out. response:	S-Sorry...
context: He's managed to escape from the almighty police for the past fifteen years.\It's not like we'd run into him right away, like we'd hailed a taxi cab.\Let's stay calm and look into this carefully.\So what did Rohan have to say?\The same thing as you, Josuke.\Hey, look out, Koichi.\Don't cross the road when you're all spaced out.\S-Sorry... response:	Originally, Morioh was a resort filled with villas that belonged to samurai.
context: It's not like we'd run into him right away, like we'd hailed a taxi cab.\Let's stay calm and look into this carefully.\So what did Rohan have to say?\The same thing as you, Josuke.\Hey, look out, Koichi.\Don't cross the road when you're all spaced out.\S-Sorry...\Originally, Morioh was a resort filled with villas that belonged to samurai. response:	My ancestors were among them.
context: Let's stay calm and look into this carefully.\So what did Rohan have to say?\The same thing as you, Josuke.\Hey, look out, Koichi.\Don't cross the road when you're all spaced out.\S-Sorry...\Originally, Morioh was a resort filled with villas that belonged to samurai.\My ancestors were among them. response:	But we were ruined during my grandfather's time.
context: So what did Rohan have to say?\The same thing as you, Josuke.\Hey, look out, Koichi.\Don't cross the road when you're all spaced out.\S-Sorry...\Originally, Morioh was a resort filled with villas that belonged to samurai.\My ancestors were among them.\But we were ruined during my grandfather's time. response:	All that's left is the house that I live in now.
context: The same thing as you, Josuke.\Hey, look out, Koichi.\Don't cross the road when you're all spaced out.\S-Sorry...\Originally, Morioh was a resort filled with villas that belonged to samurai.\My ancestors were among them.\But we were ruined during my grandfather's time.\All that's left is the house that I live in now. response:	And I'm stuck working a trivial office job.
context: Hey, look out, Koichi.\Don't cross the road when you're all spaced out.\S-Sorry...\Originally, Morioh was a resort filled with villas that belonged to samurai.\My ancestors were among them.\But we were ruined during my grandfather's time.\All that's left is the house that I live in now.\And I'm stuck working a trivial office job. response:	Hey, what did you do with the imported wristwatch I bought you?
context: Don't cross the road when you're all spaced out.\S-Sorry...\Originally, Morioh was a resort filled with villas that belonged to samurai.\My ancestors were among them.\But we were ruined during my grandfather's time.\All that's left is the house that I live in now.\And I'm stuck working a trivial office job.\Hey, what did you do with the imported wristwatch I bought you? response:	Ah, it's in your bag. That's right.
context: S-Sorry...\Originally, Morioh was a resort filled with villas that belonged to samurai.\My ancestors were among them.\But we were ruined during my grandfather's time.\All that's left is the house that I live in now.\And I'm stuck working a trivial office job.\Hey, what did you do with the imported wristwatch I bought you?\Ah, it's in your bag. That's right. response:	It was a little too big for you.
context: Originally, Morioh was a resort filled with villas that belonged to samurai.\My ancestors were among them.\But we were ruined during my grandfather's time.\All that's left is the house that I live in now.\And I'm stuck working a trivial office job.\Hey, what did you do with the imported wristwatch I bought you?\Ah, it's in your bag. That's right.\It was a little too big for you. response:	Let's get it fixed tomorrow.
context: My ancestors were among them.\But we were ruined during my grandfather's time.\All that's left is the house that I live in now.\And I'm stuck working a trivial office job.\Hey, what did you do with the imported wristwatch I bought you?\Ah, it's in your bag. That's right.\It was a little too big for you.\Let's get it fixed tomorrow. response:	What's wrong? Why are you acting so shy?
context: But we were ruined during my grandfather's time.\All that's left is the house that I live in now.\And I'm stuck working a trivial office job.\Hey, what did you do with the imported wristwatch I bought you?\Ah, it's in your bag. That's right.\It was a little too big for you.\Let's get it fixed tomorrow.\What's wrong? Why are you acting so shy? response:	Now... Watch your step.
context: All that's left is the house that I live in now.\And I'm stuck working a trivial office job.\Hey, what did you do with the imported wristwatch I bought you?\Ah, it's in your bag. That's right.\It was a little too big for you.\Let's get it fixed tomorrow.\What's wrong? Why are you acting so shy?\Now... Watch your step. response:	Let's enjoy this weekend to the fullest.
context: And I'm stuck working a trivial office job.\Hey, what did you do with the imported wristwatch I bought you?\Ah, it's in your bag. That's right.\It was a little too big for you.\Let's get it fixed tomorrow.\What's wrong? Why are you acting so shy?\Now... Watch your step.\Let's enjoy this weekend to the fullest. response:	Just the two of us.
context: Hey, what did you do with the imported wristwatch I bought you?\Ah, it's in your bag. That's right.\It was a little too big for you.\Let's get it fixed tomorrow.\What's wrong? Why are you acting so shy?\Now... Watch your step.\Let's enjoy this weekend to the fullest.\Just the two of us. response:	You just dripped something...
context: Ah, it's in your bag. That's right.\It was a little too big for you.\Let's get it fixed tomorrow.\What's wrong? Why are you acting so shy?\Now... Watch your step.\Let's enjoy this weekend to the fullest.\Just the two of us.\You just dripped something... response:	How rude you are.
context: It was a little too big for you.\Let's get it fixed tomorrow.\What's wrong? Why are you acting so shy?\Now... Watch your step.\Let's enjoy this weekend to the fullest.\Just the two of us.\You just dripped something...\How rude you are. response:	You need to clean that up yourself.
context: Let's get it fixed tomorrow.\What's wrong? Why are you acting so shy?\Now... Watch your step.\Let's enjoy this weekend to the fullest.\Just the two of us.\You just dripped something...\How rude you are.\You need to clean that up yourself. response:	I can't remember what your name was, but that's all right.
context: What's wrong? Why are you acting so shy?\Now... Watch your step.\Let's enjoy this weekend to the fullest.\Just the two of us.\You just dripped something...\How rude you are.\You need to clean that up yourself.\I can't remember what your name was, but that's all right. response:	Well done. You cleaned it all off.
context: Now... Watch your step.\Let's enjoy this weekend to the fullest.\Just the two of us.\You just dripped something...\How rude you are.\You need to clean that up yourself.\I can't remember what your name was, but that's all right.\Well done. You cleaned it all off. response:	Now, then...
context: Let's enjoy this weekend to the fullest.\Just the two of us.\You just dripped something...\How rude you are.\You need to clean that up yourself.\I can't remember what your name was, but that's all right.\Well done. You cleaned it all off.\Now, then... response:	Let's make dinner together.
context: Just the two of us.\You just dripped something...\How rude you are.\You need to clean that up yourself.\I can't remember what your name was, but that's all right.\Well done. You cleaned it all off.\Now, then...\Let's make dinner together. response:	What's the dish that you're best at?
context: You just dripped something...\How rude you are.\You need to clean that up yourself.\I can't remember what your name was, but that's all right.\Well done. You cleaned it all off.\Now, then...\Let's make dinner together.\What's the dish that you're best at? response:	Kira
context: How rude you are.\You need to clean that up yourself.\I can't remember what your name was, but that's all right.\Well done. You cleaned it all off.\Now, then...\Let's make dinner together.\What's the dish that you're best at?\Kira response:	Kira
context: You need to clean that up yourself.\I can't remember what your name was, but that's all right.\Well done. You cleaned it all off.\Now, then...\Let's make dinner together.\What's the dish that you're best at?\Kira\Kira response:	Episode 18 Shigechi's Harvest, Part 1
context: I can't remember what your name was, but that's all right.\Well done. You cleaned it all off.\Now, then...\Let's make dinner together.\What's the dish that you're best at?\Kira\Kira\Episode 18 Shigechi's Harvest, Part 1 response:	Episode 18 Shige chi's Ha rvest, Part 1
