context: What happened to me? response:	Is this...
context: How can I make my feelings reach Jin?\You aren't dressed like someone who's worried.\I'm sending out such passionate signals,\but Jin's too dense to notice!\So, these passionate feelings you're trying to send him...\You know I wrote I love you on his lunch, right?\I even put a marriage registration form in his shoe locker.\M-Marriage registration?! response:	Yeah.
context: You aren't dressed like someone who's worried.\I'm sending out such passionate signals,\but Jin's too dense to notice!\So, these passionate feelings you're trying to send him...\You know I wrote I love you on his lunch, right?\I even put a marriage registration form in his shoe locker.\M-Marriage registration?!\Yeah. response:	And when I took him
context: I'm sending out such passionate signals,\but Jin's too dense to notice!\So, these passionate feelings you're trying to send him...\You know I wrote I love you on his lunch, right?\I even put a marriage registration form in his shoe locker.\M-Marriage registration?!\Yeah.\And when I took him response:	around the back of the school and confessed my feelings,
context: but Jin's too dense to notice!\So, these passionate feelings you're trying to send him...\You know I wrote I love you on his lunch, right?\I even put a marriage registration form in his shoe locker.\M-Marriage registration?!\Yeah.\And when I took him\around the back of the school and confessed my feelings, response:	all he said was: It's cold. Let's go back inside.
context: So, these passionate feelings you're trying to send him...\You know I wrote I love you on his lunch, right?\I even put a marriage registration form in his shoe locker.\M-Marriage registration?!\Yeah.\And when I took him\around the back of the school and confessed my feelings,\all he said was: It's cold. Let's go back inside. response:	And when I confessed my feelings behind the gym,
context: You know I wrote I love you on his lunch, right?\I even put a marriage registration form in his shoe locker.\M-Marriage registration?!\Yeah.\And when I took him\around the back of the school and confessed my feelings,\all he said was: It's cold. Let's go back inside.\And when I confessed my feelings behind the gym, response:	all he said was: I'm tired. Let's go home.
context: I even put a marriage registration form in his shoe locker.\M-Marriage registration?!\Yeah.\And when I took him\around the back of the school and confessed my feelings,\all he said was: It's cold. Let's go back inside.\And when I confessed my feelings behind the gym,\all he said was: I'm tired. Let's go home. response:	He's completely ignoring you.
context: M-Marriage registration?!\Yeah.\And when I took him\around the back of the school and confessed my feelings,\all he said was: It's cold. Let's go back inside.\And when I confessed my feelings behind the gym,\all he said was: I'm tired. Let's go home.\He's completely ignoring you. response:	Yeah.
context: Yeah.\And when I took him\around the back of the school and confessed my feelings,\all he said was: It's cold. Let's go back inside.\And when I confessed my feelings behind the gym,\all he said was: I'm tired. Let's go home.\He's completely ignoring you.\Yeah. response:	I've done everything I can, but he thinks it's all a joke!
context: And when I took him\around the back of the school and confessed my feelings,\all he said was: It's cold. Let's go back inside.\And when I confessed my feelings behind the gym,\all he said was: I'm tired. Let's go home.\He's completely ignoring you.\Yeah.\I've done everything I can, but he thinks it's all a joke! response:	That's why I've decided to resort to my final option.
context: around the back of the school and confessed my feelings,\all he said was: It's cold. Let's go back inside.\And when I confessed my feelings behind the gym,\all he said was: I'm tired. Let's go home.\He's completely ignoring you.\Yeah.\I've done everything I can, but he thinks it's all a joke!\That's why I've decided to resort to my final option. response:	Your final option?
context: all he said was: It's cold. Let's go back inside.\And when I confessed my feelings behind the gym,\all he said was: I'm tired. Let's go home.\He's completely ignoring you.\Yeah.\I've done everything I can, but he thinks it's all a joke!\That's why I've decided to resort to my final option.\Your final option? response:	On Christmas Eve, I want you to leave me alone with Jin.
context: And when I confessed my feelings behind the gym,\all he said was: I'm tired. Let's go home.\He's completely ignoring you.\Yeah.\I've done everything I can, but he thinks it's all a joke!\That's why I've decided to resort to my final option.\Your final option?\On Christmas Eve, I want you to leave me alone with Jin. response:	What?!
context: all he said was: I'm tired. Let's go home.\He's completely ignoring you.\Yeah.\I've done everything I can, but he thinks it's all a joke!\That's why I've decided to resort to my final option.\Your final option?\On Christmas Eve, I want you to leave me alone with Jin.\What?! response:	Please help me.
context: He's completely ignoring you.\Yeah.\I've done everything I can, but he thinks it's all a joke!\That's why I've decided to resort to my final option.\Your final option?\On Christmas Eve, I want you to leave me alone with Jin.\What?!\Please help me. response:	She had her answer before she even asked for my advice.
context: Yeah.\I've done everything I can, but he thinks it's all a joke!\That's why I've decided to resort to my final option.\Your final option?\On Christmas Eve, I want you to leave me alone with Jin.\What?!\Please help me.\She had her answer before she even asked for my advice. response:	I should...
context: I've done everything I can, but he thinks it's all a joke!\That's why I've decided to resort to my final option.\Your final option?\On Christmas Eve, I want you to leave me alone with Jin.\What?!\Please help me.\She had her answer before she even asked for my advice.\I should... response:	Huh?
context: That's why I've decided to resort to my final option.\Your final option?\On Christmas Eve, I want you to leave me alone with Jin.\What?!\Please help me.\She had her answer before she even asked for my advice.\I should...\Huh? response:	Uh...
context: Your final option?\On Christmas Eve, I want you to leave me alone with Jin.\What?!\Please help me.\She had her answer before she even asked for my advice.\I should...\Huh?\Uh... response:	Aoyama?
context: On Christmas Eve, I want you to leave me alone with Jin.\What?!\Please help me.\She had her answer before she even asked for my advice.\I should...\Huh?\Uh...\Aoyama? response:	Can we go... to your room?
context: What?!\Please help me.\She had her answer before she even asked for my advice.\I should...\Huh?\Uh...\Aoyama?\Can we go... to your room? response:	Why don't you come in?
context: Please help me.\She had her answer before she even asked for my advice.\I should...\Huh?\Uh...\Aoyama?\Can we go... to your room?\Why don't you come in? response:	I-I'm fine here.
context: She had her answer before she even asked for my advice.\I should...\Huh?\Uh...\Aoyama?\Can we go... to your room?\Why don't you come in?\I-I'm fine here. response:	Oh, okay.
context: I should...\Huh?\Uh...\Aoyama?\Can we go... to your room?\Why don't you come in?\I-I'm fine here.\Oh, okay. response:	What's up?
context: Huh?\Uh...\Aoyama?\Can we go... to your room?\Why don't you come in?\I-I'm fine here.\Oh, okay.\What's up? response:	Uh, here!
context: Uh...\Aoyama?\Can we go... to your room?\Why don't you come in?\I-I'm fine here.\Oh, okay.\What's up?\Uh, here! response:	What is it?
context: Aoyama?\Can we go... to your room?\Why don't you come in?\I-I'm fine here.\Oh, okay.\What's up?\Uh, here!\What is it? response:	I have two tickets to a play.
context: Can we go... to your room?\Why don't you come in?\I-I'm fine here.\Oh, okay.\What's up?\Uh, here!\What is it?\I have two tickets to a play. response:	I was wondering if you'd go with me.
context: Why don't you come in?\I-I'm fine here.\Oh, okay.\What's up?\Uh, here!\What is it?\I have two tickets to a play.\I was wondering if you'd go with me. response:	A play?
context: I-I'm fine here.\Oh, okay.\What's up?\Uh, here!\What is it?\I have two tickets to a play.\I was wondering if you'd go with me.\A play? response:	Yeah. It's actually on Christmas Eve...
context: Oh, okay.\What's up?\Uh, here!\What is it?\I have two tickets to a play.\I was wondering if you'd go with me.\A play?\Yeah. It's actually on Christmas Eve... response:	Sure.
context: What's up?\Uh, here!\What is it?\I have two tickets to a play.\I was wondering if you'd go with me.\A play?\Yeah. It's actually on Christmas Eve...\Sure. response:	What? I-It's on the 24th.
context: Uh, here!\What is it?\I have two tickets to a play.\I was wondering if you'd go with me.\A play?\Yeah. It's actually on Christmas Eve...\Sure.\What? I-It's on the 24th. response:	Are you sure you want to make plans with me?
context: What is it?\I have two tickets to a play.\I was wondering if you'd go with me.\A play?\Yeah. It's actually on Christmas Eve...\Sure.\What? I-It's on the 24th.\Are you sure you want to make plans with me? response:	I'm sure everyone else has plans, so why not?
context: I have two tickets to a play.\I was wondering if you'd go with me.\A play?\Yeah. It's actually on Christmas Eve...\Sure.\What? I-It's on the 24th.\Are you sure you want to make plans with me?\I'm sure everyone else has plans, so why not? response:	Then, it's a promise.
context: I was wondering if you'd go with me.\A play?\Yeah. It's actually on Christmas Eve...\Sure.\What? I-It's on the 24th.\Are you sure you want to make plans with me?\I'm sure everyone else has plans, so why not?\Then, it's a promise. response:	Okay.
context: A play?\Yeah. It's actually on Christmas Eve...\Sure.\What? I-It's on the 24th.\Are you sure you want to make plans with me?\I'm sure everyone else has plans, so why not?\Then, it's a promise.\Okay. response:	Promise!
context: Yeah. It's actually on Christmas Eve...\Sure.\What? I-It's on the 24th.\Are you sure you want to make plans with me?\I'm sure everyone else has plans, so why not?\Then, it's a promise.\Okay.\Promise! response:	If you really don't trust me, we can pinky swear it.
context: Sure.\What? I-It's on the 24th.\Are you sure you want to make plans with me?\I'm sure everyone else has plans, so why not?\Then, it's a promise.\Okay.\Promise!\If you really don't trust me, we can pinky swear it. response:	Let's do that!
context: What? I-It's on the 24th.\Are you sure you want to make plans with me?\I'm sure everyone else has plans, so why not?\Then, it's a promise.\Okay.\Promise!\If you really don't trust me, we can pinky swear it.\Let's do that! response:	I was only kidding.
context: Are you sure you want to make plans with me?\I'm sure everyone else has plans, so why not?\Then, it's a promise.\Okay.\Promise!\If you really don't trust me, we can pinky swear it.\Let's do that!\I was only kidding. response:	Let's do it!
context: I'm sure everyone else has plans, so why not?\Then, it's a promise.\Okay.\Promise!\If you really don't trust me, we can pinky swear it.\Let's do that!\I was only kidding.\Let's do it! response:	It's a promise.
context: Then, it's a promise.\Okay.\Promise!\If you really don't trust me, we can pinky swear it.\Let's do that!\I was only kidding.\Let's do it!\It's a promise. response:	Yeah, a promise.
context: Okay.\Promise!\If you really don't trust me, we can pinky swear it.\Let's do that!\I was only kidding.\Let's do it!\It's a promise.\Yeah, a promise. response:	Why am I anxious on Christmas Eve?
context: Promise!\If you really don't trust me, we can pinky swear it.\Let's do that!\I was only kidding.\Let's do it!\It's a promise.\Yeah, a promise.\Why am I anxious on Christmas Eve? response:	This'll be my first time spending Christmas with a girl!
context: If you really don't trust me, we can pinky swear it.\Let's do that!\I was only kidding.\Let's do it!\It's a promise.\Yeah, a promise.\Why am I anxious on Christmas Eve?\This'll be my first time spending Christmas with a girl! response:	This is a big step up!
context: Let's do that!\I was only kidding.\Let's do it!\It's a promise.\Yeah, a promise.\Why am I anxious on Christmas Eve?\This'll be my first time spending Christmas with a girl!\This is a big step up! response:	I guess I should recite some sutras to calm down...
