context: These are fan letters. response:	Wow, that's a lot!
context: Why does everything go so perfectly for her?\I've thought about it.\And...\After watching what happened at the last meeting, I was ecstatic.\That girl needs to be kicked down more often.\Ahh, I hate it so much.\I hate everything in this world.\If only a bomb would just blow everything away. response:	When Kirino was depressed, I felt relieved.
context: I've thought about it.\And...\After watching what happened at the last meeting, I was ecstatic.\That girl needs to be kicked down more often.\Ahh, I hate it so much.\I hate everything in this world.\If only a bomb would just blow everything away.\When Kirino was depressed, I felt relieved. response:	I was basking in her misfortune.
context: And...\After watching what happened at the last meeting, I was ecstatic.\That girl needs to be kicked down more often.\Ahh, I hate it so much.\I hate everything in this world.\If only a bomb would just blow everything away.\When Kirino was depressed, I felt relieved.\I was basking in her misfortune. response:	But that's that.
context: After watching what happened at the last meeting, I was ecstatic.\That girl needs to be kicked down more often.\Ahh, I hate it so much.\I hate everything in this world.\If only a bomb would just blow everything away.\When Kirino was depressed, I felt relieved.\I was basking in her misfortune.\But that's that. response:	I hate Kirino.
context: That girl needs to be kicked down more often.\Ahh, I hate it so much.\I hate everything in this world.\If only a bomb would just blow everything away.\When Kirino was depressed, I felt relieved.\I was basking in her misfortune.\But that's that.\I hate Kirino. response:	But as my sister...
context: Ahh, I hate it so much.\I hate everything in this world.\If only a bomb would just blow everything away.\When Kirino was depressed, I felt relieved.\I was basking in her misfortune.\But that's that.\I hate Kirino.\But as my sister... response:	I have no choice but to do this for her!
context: I hate everything in this world.\If only a bomb would just blow everything away.\When Kirino was depressed, I felt relieved.\I was basking in her misfortune.\But that's that.\I hate Kirino.\But as my sister...\I have no choice but to do this for her! response:	I'm her brother.
context: If only a bomb would just blow everything away.\When Kirino was depressed, I felt relieved.\I was basking in her misfortune.\But that's that.\I hate Kirino.\But as my sister...\I have no choice but to do this for her!\I'm her brother. response:	My sister is a crazy anime otaku.
context: When Kirino was depressed, I felt relieved.\I was basking in her misfortune.\But that's that.\I hate Kirino.\But as my sister...\I have no choice but to do this for her!\I'm her brother.\My sister is a crazy anime otaku. response:	Shes so excited that her novel is becoming an anime.
context: I was basking in her misfortune.\But that's that.\I hate Kirino.\But as my sister...\I have no choice but to do this for her!\I'm her brother.\My sister is a crazy anime otaku.\Shes so excited that her novel is becoming an anime. response:	Practically jumping up and down like a little kid.
context: But that's that.\I hate Kirino.\But as my sister...\I have no choice but to do this for her!\I'm her brother.\My sister is a crazy anime otaku.\Shes so excited that her novel is becoming an anime.\Practically jumping up and down like a little kid. response:	Even with school, work, and club all over her schedule,
context: I hate Kirino.\But as my sister...\I have no choice but to do this for her!\I'm her brother.\My sister is a crazy anime otaku.\Shes so excited that her novel is becoming an anime.\Practically jumping up and down like a little kid.\Even with school, work, and club all over her schedule, response:	she worked until she collapsed, writing exactly how she wanted the anime.
context: But as my sister...\I have no choice but to do this for her!\I'm her brother.\My sister is a crazy anime otaku.\Shes so excited that her novel is becoming an anime.\Practically jumping up and down like a little kid.\Even with school, work, and club all over her schedule,\she worked until she collapsed, writing exactly how she wanted the anime. response:	So if it doesn't turn out right, she'll die of depression.
context: I have no choice but to do this for her!\I'm her brother.\My sister is a crazy anime otaku.\Shes so excited that her novel is becoming an anime.\Practically jumping up and down like a little kid.\Even with school, work, and club all over her schedule,\she worked until she collapsed, writing exactly how she wanted the anime.\So if it doesn't turn out right, she'll die of depression. response:	She'll cry, and she'll be heartbroken.
context: I'm her brother.\My sister is a crazy anime otaku.\Shes so excited that her novel is becoming an anime.\Practically jumping up and down like a little kid.\Even with school, work, and club all over her schedule,\she worked until she collapsed, writing exactly how she wanted the anime.\So if it doesn't turn out right, she'll die of depression.\She'll cry, and she'll be heartbroken. response:	I understand that this is a job for you.
context: My sister is a crazy anime otaku.\Shes so excited that her novel is becoming an anime.\Practically jumping up and down like a little kid.\Even with school, work, and club all over her schedule,\she worked until she collapsed, writing exactly how she wanted the anime.\So if it doesn't turn out right, she'll die of depression.\She'll cry, and she'll be heartbroken.\I understand that this is a job for you. response:	I understand perfectly that I have no place to say this.
context: Shes so excited that her novel is becoming an anime.\Practically jumping up and down like a little kid.\Even with school, work, and club all over her schedule,\she worked until she collapsed, writing exactly how she wanted the anime.\So if it doesn't turn out right, she'll die of depression.\She'll cry, and she'll be heartbroken.\I understand that this is a job for you.\I understand perfectly that I have no place to say this. response:	But this is all I can say.
context: Practically jumping up and down like a little kid.\Even with school, work, and club all over her schedule,\she worked until she collapsed, writing exactly how she wanted the anime.\So if it doesn't turn out right, she'll die of depression.\She'll cry, and she'll be heartbroken.\I understand that this is a job for you.\I understand perfectly that I have no place to say this.\But this is all I can say. response:	She might be a business partner to you, but she's a sister to me.
context: Even with school, work, and club all over her schedule,\she worked until she collapsed, writing exactly how she wanted the anime.\So if it doesn't turn out right, she'll die of depression.\She'll cry, and she'll be heartbroken.\I understand that this is a job for you.\I understand perfectly that I have no place to say this.\But this is all I can say.\She might be a business partner to you, but she's a sister to me. response:	Please! Listen to what she has to say!
context: she worked until she collapsed, writing exactly how she wanted the anime.\So if it doesn't turn out right, she'll die of depression.\She'll cry, and she'll be heartbroken.\I understand that this is a job for you.\I understand perfectly that I have no place to say this.\But this is all I can say.\She might be a business partner to you, but she's a sister to me.\Please! Listen to what she has to say! response:	My sister put everything she had into writing it!
context: So if it doesn't turn out right, she'll die of depression.\She'll cry, and she'll be heartbroken.\I understand that this is a job for you.\I understand perfectly that I have no place to say this.\But this is all I can say.\She might be a business partner to you, but she's a sister to me.\Please! Listen to what she has to say!\My sister put everything she had into writing it! response:	She worked so hard!
context: She'll cry, and she'll be heartbroken.\I understand that this is a job for you.\I understand perfectly that I have no place to say this.\But this is all I can say.\She might be a business partner to you, but she's a sister to me.\Please! Listen to what she has to say!\My sister put everything she had into writing it!\She worked so hard! response:	You guys are anime pros, right?
context: I understand that this is a job for you.\I understand perfectly that I have no place to say this.\But this is all I can say.\She might be a business partner to you, but she's a sister to me.\Please! Listen to what she has to say!\My sister put everything she had into writing it!\She worked so hard!\You guys are anime pros, right? response:	Then show us what you can do!
context: I understand perfectly that I have no place to say this.\But this is all I can say.\She might be a business partner to you, but she's a sister to me.\Please! Listen to what she has to say!\My sister put everything she had into writing it!\She worked so hard!\You guys are anime pros, right?\Then show us what you can do! response:	If not, she'll be devastated by an animeby what she loves!
context: But this is all I can say.\She might be a business partner to you, but she's a sister to me.\Please! Listen to what she has to say!\My sister put everything she had into writing it!\She worked so hard!\You guys are anime pros, right?\Then show us what you can do!\If not, she'll be devastated by an animeby what she loves! response:	Isn't that turning everything you've done until now into nothing?
context: She might be a business partner to you, but she's a sister to me.\Please! Listen to what she has to say!\My sister put everything she had into writing it!\She worked so hard!\You guys are anime pros, right?\Then show us what you can do!\If not, she'll be devastated by an animeby what she loves!\Isn't that turning everything you've done until now into nothing? response:	Please...
context: Please! Listen to what she has to say!\My sister put everything she had into writing it!\She worked so hard!\You guys are anime pros, right?\Then show us what you can do!\If not, she'll be devastated by an animeby what she loves!\Isn't that turning everything you've done until now into nothing?\Please... response:	Don't waste all the effort you've already put into this!
context: My sister put everything she had into writing it!\She worked so hard!\You guys are anime pros, right?\Then show us what you can do!\If not, she'll be devastated by an animeby what she loves!\Isn't that turning everything you've done until now into nothing?\Please...\Don't waste all the effort you've already put into this! response:	Your argument is slipping off topic.
context: She worked so hard!\You guys are anime pros, right?\Then show us what you can do!\If not, she'll be devastated by an animeby what she loves!\Isn't that turning everything you've done until now into nothing?\Please...\Don't waste all the effort you've already put into this!\Your argument is slipping off topic. response:	Shut up!
context: You guys are anime pros, right?\Then show us what you can do!\If not, she'll be devastated by an animeby what she loves!\Isn't that turning everything you've done until now into nothing?\Please...\Don't waste all the effort you've already put into this!\Your argument is slipping off topic.\Shut up! response:	But I agree.
context: Then show us what you can do!\If not, she'll be devastated by an animeby what she loves!\Isn't that turning everything you've done until now into nothing?\Please...\Don't waste all the effort you've already put into this!\Your argument is slipping off topic.\Shut up!\But I agree. response:	This is not something we can just blow off, no matter how envious we are.
context: If not, she'll be devastated by an animeby what she loves!\Isn't that turning everything you've done until now into nothing?\Please...\Don't waste all the effort you've already put into this!\Your argument is slipping off topic.\Shut up!\But I agree.\This is not something we can just blow off, no matter how envious we are. response:	Please.
context: Isn't that turning everything you've done until now into nothing?\Please...\Don't waste all the effort you've already put into this!\Your argument is slipping off topic.\Shut up!\But I agree.\This is not something we can just blow off, no matter how envious we are.\Please. response:	Think it over again.
context: Please...\Don't waste all the effort you've already put into this!\Your argument is slipping off topic.\Shut up!\But I agree.\This is not something we can just blow off, no matter how envious we are.\Please.\Think it over again. response:	Keep everything today a secret from Kirino.
context: Don't waste all the effort you've already put into this!\Your argument is slipping off topic.\Shut up!\But I agree.\This is not something we can just blow off, no matter how envious we are.\Please.\Think it over again.\Keep everything today a secret from Kirino. response:	There's no way I'd even consider telling her.
context: Your argument is slipping off topic.\Shut up!\But I agree.\This is not something we can just blow off, no matter how envious we are.\Please.\Think it over again.\Keep everything today a secret from Kirino.\There's no way I'd even consider telling her. response:	Let's just hope it was enough to convince them to change their plans.
context: Shut up!\But I agree.\This is not something we can just blow off, no matter how envious we are.\Please.\Think it over again.\Keep everything today a secret from Kirino.\There's no way I'd even consider telling her.\Let's just hope it was enough to convince them to change their plans. response:	I hope so too.
context: But I agree.\This is not something we can just blow off, no matter how envious we are.\Please.\Think it over again.\Keep everything today a secret from Kirino.\There's no way I'd even consider telling her.\Let's just hope it was enough to convince them to change their plans.\I hope so too. response:	Well, I guess we can leave the rest to Fate-san.
context: This is not something we can just blow off, no matter how envious we are.\Please.\Think it over again.\Keep everything today a secret from Kirino.\There's no way I'd even consider telling her.\Let's just hope it was enough to convince them to change their plans.\I hope so too.\Well, I guess we can leave the rest to Fate-san. response:	We're technically unrelated to this, after all.
context: Please.\Think it over again.\Keep everything today a secret from Kirino.\There's no way I'd even consider telling her.\Let's just hope it was enough to convince them to change their plans.\I hope so too.\Well, I guess we can leave the rest to Fate-san.\We're technically unrelated to this, after all. response:	What?
context: Think it over again.\Keep everything today a secret from Kirino.\There's no way I'd even consider telling her.\Let's just hope it was enough to convince them to change their plans.\I hope so too.\Well, I guess we can leave the rest to Fate-san.\We're technically unrelated to this, after all.\What? response:	This is a good opportunity, so let me ask you.
context: Keep everything today a secret from Kirino.\There's no way I'd even consider telling her.\Let's just hope it was enough to convince them to change their plans.\I hope so too.\Well, I guess we can leave the rest to Fate-san.\We're technically unrelated to this, after all.\What?\This is a good opportunity, so let me ask you. response:	Why do you do so much for your sister, even losing face for her?
context: There's no way I'd even consider telling her.\Let's just hope it was enough to convince them to change their plans.\I hope so too.\Well, I guess we can leave the rest to Fate-san.\We're technically unrelated to this, after all.\What?\This is a good opportunity, so let me ask you.\Why do you do so much for your sister, even losing face for her? response:	I don't really know, myself.
context: Let's just hope it was enough to convince them to change their plans.\I hope so too.\Well, I guess we can leave the rest to Fate-san.\We're technically unrelated to this, after all.\What?\This is a good opportunity, so let me ask you.\Why do you do so much for your sister, even losing face for her?\I don't really know, myself. response:	Siscon?
context: I hope so too.\Well, I guess we can leave the rest to Fate-san.\We're technically unrelated to this, after all.\What?\This is a good opportunity, so let me ask you.\Why do you do so much for your sister, even losing face for her?\I don't really know, myself.\Siscon? response:	Absolutely not!
context: Well, I guess we can leave the rest to Fate-san.\We're technically unrelated to this, after all.\What?\This is a good opportunity, so let me ask you.\Why do you do so much for your sister, even losing face for her?\I don't really know, myself.\Siscon?\Absolutely not! response:	Masochist?
context: We're technically unrelated to this, after all.\What?\This is a good opportunity, so let me ask you.\Why do you do so much for your sister, even losing face for her?\I don't really know, myself.\Siscon?\Absolutely not!\Masochist? response:	Not that either!
context: What?\This is a good opportunity, so let me ask you.\Why do you do so much for your sister, even losing face for her?\I don't really know, myself.\Siscon?\Absolutely not!\Masochist?\Not that either! response:	Then why?
context: This is a good opportunity, so let me ask you.\Why do you do so much for your sister, even losing face for her?\I don't really know, myself.\Siscon?\Absolutely not!\Masochist?\Not that either!\Then why? response:	Because I'm her brother, obviously.
context: Why do you do so much for your sister, even losing face for her?\I don't really know, myself.\Siscon?\Absolutely not!\Masochist?\Not that either!\Then why?\Because I'm her brother, obviously. response:	Really.
context: I don't really know, myself.\Siscon?\Absolutely not!\Masochist?\Not that either!\Then why?\Because I'm her brother, obviously.\Really. response:	I see.
context: Siscon?\Absolutely not!\Masochist?\Not that either!\Then why?\Because I'm her brother, obviously.\Really.\I see. response:	Must be nice.
context: Absolutely not!\Masochist?\Not that either!\Then why?\Because I'm her brother, obviously.\Really.\I see.\Must be nice. response:	So after all that talk, they still went with most of my ideas.
context: Masochist?\Not that either!\Then why?\Because I'm her brother, obviously.\Really.\I see.\Must be nice.\So after all that talk, they still went with most of my ideas. response:	I guess my passion got through to them.
context: Not that either!\Then why?\Because I'm her brother, obviously.\Really.\I see.\Must be nice.\So after all that talk, they still went with most of my ideas.\I guess my passion got through to them. response:	Or maybe being that direct was a good idea.
context: Then why?\Because I'm her brother, obviously.\Really.\I see.\Must be nice.\So after all that talk, they still went with most of my ideas.\I guess my passion got through to them.\Or maybe being that direct was a good idea. response:	I always figured that communication is the key to pulling off anime based on original works.
context: Because I'm her brother, obviously.\Really.\I see.\Must be nice.\So after all that talk, they still went with most of my ideas.\I guess my passion got through to them.\Or maybe being that direct was a good idea.\I always figured that communication is the key to pulling off anime based on original works. response:	Oh wow!
context: Really.\I see.\Must be nice.\So after all that talk, they still went with most of my ideas.\I guess my passion got through to them.\Or maybe being that direct was a good idea.\I always figured that communication is the key to pulling off anime based on original works.\Oh wow! response:	Chuuganji-san might do the character design?
context: I see.\Must be nice.\So after all that talk, they still went with most of my ideas.\I guess my passion got through to them.\Or maybe being that direct was a good idea.\I always figured that communication is the key to pulling off anime based on original works.\Oh wow!\Chuuganji-san might do the character design? response:	I need an autograph!
context: Must be nice.\So after all that talk, they still went with most of my ideas.\I guess my passion got through to them.\Or maybe being that direct was a good idea.\I always figured that communication is the key to pulling off anime based on original works.\Oh wow!\Chuuganji-san might do the character design?\I need an autograph! response:	You don't get one.
context: So after all that talk, they still went with most of my ideas.\I guess my passion got through to them.\Or maybe being that direct was a good idea.\I always figured that communication is the key to pulling off anime based on original works.\Oh wow!\Chuuganji-san might do the character design?\I need an autograph!\You don't get one. response:	I don't want one.
context: I guess my passion got through to them.\Or maybe being that direct was a good idea.\I always figured that communication is the key to pulling off anime based on original works.\Oh wow!\Chuuganji-san might do the character design?\I need an autograph!\You don't get one.\I don't want one. response:	And don't talk to me like you know me or something.
context: Or maybe being that direct was a good idea.\I always figured that communication is the key to pulling off anime based on original works.\Oh wow!\Chuuganji-san might do the character design?\I need an autograph!\You don't get one.\I don't want one.\And don't talk to me like you know me or something. response:	You started this conversation!!
context: I always figured that communication is the key to pulling off anime based on original works.\Oh wow!\Chuuganji-san might do the character design?\I need an autograph!\You don't get one.\I don't want one.\And don't talk to me like you know me or something.\You started this conversation!! response:	Hey...
context: Oh wow!\Chuuganji-san might do the character design?\I need an autograph!\You don't get one.\I don't want one.\And don't talk to me like you know me or something.\You started this conversation!!\Hey... response:	The next life counseling will be the last one.
context: Chuuganji-san might do the character design?\I need an autograph!\You don't get one.\I don't want one.\And don't talk to me like you know me or something.\You started this conversation!!\Hey...\The next life counseling will be the last one. response:	TS
context: I need an autograph!\You don't get one.\I don't want one.\And don't talk to me like you know me or something.\You started this conversation!!\Hey...\The next life counseling will be the last one.\TS response:	H HO
context: You don't get one.\I don't want one.\And don't talk to me like you know me or something.\You started this conversation!!\Hey...\The next life counseling will be the last one.\TS\H HO response:	HO O
context: I don't want one.\And don't talk to me like you know me or something.\You started this conversation!!\Hey...\The next life counseling will be the last one.\TS\H HO\HO O response:	H O!
context: And don't talk to me like you know me or something.\You started this conversation!!\Hey...\The next life counseling will be the last one.\TS\H HO\HO O\H O! response:	OS
context: You started this conversation!!\Hey...\The next life counseling will be the last one.\TS\H HO\HO O\H O!\OS response:	sonna yasashiku shinai de donna kao sureba ii no?
context: Hey...\The next life counseling will be the last one.\TS\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no? response:	tsumikasaneta kotoba de
context: The next life counseling will be the last one.\TS\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de response:	mienai yo kimi no yokogao
context: TS\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki... surechigai ni iji hatte tsukarechau
context: HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso de mou ugokenakunatteru
context: tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kurai kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up,
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, response:	I can't even see your face
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we fight
context: tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight response:	Maybe we're close? I just can't figure out
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	If this is the end for our story, I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile response:	NO ED
context: Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\NO ED response:	TS
context: Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\NO ED\TS response:	Mazui Presents
context: Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\NO ED\TS\Mazui Presents response:	There's No Way My Little Sister 0000 can be This Cute
context: Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\NO ED\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Little Sister Could Get an Anime
context: With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\NO ED\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Could Get an Anime response:	There's No Way My Little Sister Can Play Eroge Like This
