context: Hey, Nana. Do you remember the first time we met? response:	I'm the type who believes in things like fate.
context: When you were hanging around as friends back home,\there was nothing to be nervous about.\Being friends and being lovers is different!\I don't want to show my boyfriend my bad side!\I think it's a bit late for that.\By the way, I gotta go to the real estate agent by the station.\Could you join me?\Out of the question. I have to work this afternoon. response:	Come on. I won't know what to do by myself, Jun-chan.
context: there was nothing to be nervous about.\Being friends and being lovers is different!\I don't want to show my boyfriend my bad side!\I think it's a bit late for that.\By the way, I gotta go to the real estate agent by the station.\Could you join me?\Out of the question. I have to work this afternoon.\Come on. I won't know what to do by myself, Jun-chan. response:	Get a hold of yourself!
context: Being friends and being lovers is different!\I don't want to show my boyfriend my bad side!\I think it's a bit late for that.\By the way, I gotta go to the real estate agent by the station.\Could you join me?\Out of the question. I have to work this afternoon.\Come on. I won't know what to do by myself, Jun-chan.\Get a hold of yourself! response:	You are going to start living alone.
context: I don't want to show my boyfriend my bad side!\I think it's a bit late for that.\By the way, I gotta go to the real estate agent by the station.\Could you join me?\Out of the question. I have to work this afternoon.\Come on. I won't know what to do by myself, Jun-chan.\Get a hold of yourself!\You are going to start living alone. response:	You have got to learn to do things on your own!
context: I think it's a bit late for that.\By the way, I gotta go to the real estate agent by the station.\Could you join me?\Out of the question. I have to work this afternoon.\Come on. I won't know what to do by myself, Jun-chan.\Get a hold of yourself!\You are going to start living alone.\You have got to learn to do things on your own! response:	She's right. I don't think I can live with Shoji,
context: By the way, I gotta go to the real estate agent by the station.\Could you join me?\Out of the question. I have to work this afternoon.\Come on. I won't know what to do by myself, Jun-chan.\Get a hold of yourself!\You are going to start living alone.\You have got to learn to do things on your own!\She's right. I don't think I can live with Shoji, response:	but living alone might be even harder.
context: Could you join me?\Out of the question. I have to work this afternoon.\Come on. I won't know what to do by myself, Jun-chan.\Get a hold of yourself!\You are going to start living alone.\You have got to learn to do things on your own!\She's right. I don't think I can live with Shoji,\but living alone might be even harder. response:	Ando Real Estate
context: Out of the question. I have to work this afternoon.\Come on. I won't know what to do by myself, Jun-chan.\Get a hold of yourself!\You are going to start living alone.\You have got to learn to do things on your own!\She's right. I don't think I can live with Shoji,\but living alone might be even harder.\Ando Real Estate response:	You won't find a nice place for fifty thousand yen a month or less.
context: Come on. I won't know what to do by myself, Jun-chan.\Get a hold of yourself!\You are going to start living alone.\You have got to learn to do things on your own!\She's right. I don't think I can live with Shoji,\but living alone might be even harder.\Ando Real Estate\You won't find a nice place for fifty thousand yen a month or less. response:	If I work hard,
context: Get a hold of yourself!\You are going to start living alone.\You have got to learn to do things on your own!\She's right. I don't think I can live with Shoji,\but living alone might be even harder.\Ando Real Estate\You won't find a nice place for fifty thousand yen a month or less.\If I work hard, response:	I might be able to afford a bit more for the rent,
context: You are going to start living alone.\You have got to learn to do things on your own!\She's right. I don't think I can live with Shoji,\but living alone might be even harder.\Ando Real Estate\You won't find a nice place for fifty thousand yen a month or less.\If I work hard,\I might be able to afford a bit more for the rent, response:	but can't I get a better deal on the deposit?
context: You have got to learn to do things on your own!\She's right. I don't think I can live with Shoji,\but living alone might be even harder.\Ando Real Estate\You won't find a nice place for fifty thousand yen a month or less.\If I work hard,\I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit? response:	Hmm... if you don't mind living in an older building.
context: She's right. I don't think I can live with Shoji,\but living alone might be even harder.\Ando Real Estate\You won't find a nice place for fifty thousand yen a month or less.\If I work hard,\I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building. response:	No deposit!
context: but living alone might be even harder.\Ando Real Estate\You won't find a nice place for fifty thousand yen a month or less.\If I work hard,\I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit! response:	And it's very reasonable for this space! I can have pets, too?
context: Ando Real Estate\You won't find a nice place for fifty thousand yen a month or less.\If I work hard,\I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit!\And it's very reasonable for this space! I can have pets, too? response:	Do you wanna go and see it?
context: You won't find a nice place for fifty thousand yen a month or less.\If I work hard,\I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit!\And it's very reasonable for this space! I can have pets, too?\Do you wanna go and see it? response:	Yes!
context: If I work hard,\I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit!\And it's very reasonable for this space! I can have pets, too?\Do you wanna go and see it?\Yes! response:	It's not often you find a good deal like this!
context: I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit!\And it's very reasonable for this space! I can have pets, too?\Do you wanna go and see it?\Yes!\It's not often you find a good deal like this! response:	There it is. That old brick building.
context: but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit!\And it's very reasonable for this space! I can have pets, too?\Do you wanna go and see it?\Yes!\It's not often you find a good deal like this!\There it is. That old brick building. response:	That mansion, built long before I was even born,
context: Hmm... if you don't mind living in an older building.\No deposit!\And it's very reasonable for this space! I can have pets, too?\Do you wanna go and see it?\Yes!\It's not often you find a good deal like this!\There it is. That old brick building.\That mansion, built long before I was even born, response:	had such a high-class feel to it.
context: No deposit!\And it's very reasonable for this space! I can have pets, too?\Do you wanna go and see it?\Yes!\It's not often you find a good deal like this!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it. response:	I fell in love with the elegant western design the moment I saw it.
context: And it's very reasonable for this space! I can have pets, too?\Do you wanna go and see it?\Yes!\It's not often you find a good deal like this!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it. response:	The only problem was that the seven-story building had no elevator.
context: Do you wanna go and see it?\Yes!\It's not often you find a good deal like this!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator. response:	Being a country girl,
context: Yes!\It's not often you find a good deal like this!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl, response:	the riverside location and green environment was an added bonus.
context: It's not often you find a good deal like this!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment was an added bonus. response:	So what do you think? Do you like it?
context: There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment was an added bonus.\So what do you think? Do you like it? response:	The view from the window is great, isn't it?
context: That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment was an added bonus.\So what do you think? Do you like it?\The view from the window is great, isn't it? response:	It's not often you find a good deal like this.
context: had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment was an added bonus.\So what do you think? Do you like it?\The view from the window is great, isn't it?\It's not often you find a good deal like this. response:	You know, you are a very lucky girl.
context: I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment was an added bonus.\So what do you think? Do you like it?\The view from the window is great, isn't it?\It's not often you find a good deal like this.\You know, you are a very lucky girl. response:	Hey, Nana.
context: The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment was an added bonus.\So what do you think? Do you like it?\The view from the window is great, isn't it?\It's not often you find a good deal like this.\You know, you are a very lucky girl.\Hey, Nana. response:	Do you remember how we used to stand side-by-side by the river,
context: Being a country girl,\the riverside location and green environment was an added bonus.\So what do you think? Do you like it?\The view from the window is great, isn't it?\It's not often you find a good deal like this.\You know, you are a very lucky girl.\Hey, Nana.\Do you remember how we used to stand side-by-side by the river, response:	gazing at the lights that colored the water?
context: the riverside location and green environment was an added bonus.\So what do you think? Do you like it?\The view from the window is great, isn't it?\It's not often you find a good deal like this.\You know, you are a very lucky girl.\Hey, Nana.\Do you remember how we used to stand side-by-side by the river,\gazing at the lights that colored the water? response:	That song you were singing. Sing it for me again.
context: So what do you think? Do you like it?\The view from the window is great, isn't it?\It's not often you find a good deal like this.\You know, you are a very lucky girl.\Hey, Nana.\Do you remember how we used to stand side-by-side by the river,\gazing at the lights that colored the water?\That song you were singing. Sing it for me again. response:	I reached into the sky
context: The view from the window is great, isn't it?\It's not often you find a good deal like this.\You know, you are a very lucky girl.\Hey, Nana.\Do you remember how we used to stand side-by-side by the river,\gazing at the lights that colored the water?\That song you were singing. Sing it for me again.\I reached into the sky response:	But I couldn't reach what I wanted
context: It's not often you find a good deal like this.\You know, you are a very lucky girl.\Hey, Nana.\Do you remember how we used to stand side-by-side by the river,\gazing at the lights that colored the water?\That song you were singing. Sing it for me again.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: You know, you are a very lucky girl.\Hey, Nana.\Do you remember how we used to stand side-by-side by the river,\gazing at the lights that colored the water?\That song you were singing. Sing it for me again.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Hey, Nana.\Do you remember how we used to stand side-by-side by the river,\gazing at the lights that colored the water?\That song you were singing. Sing it for me again.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: Do you remember how we used to stand side-by-side by the river,\gazing at the lights that colored the water?\That song you were singing. Sing it for me again.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: gazing at the lights that colored the water?\That song you were singing. Sing it for me again.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: That song you were singing. Sing it for me again.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
