context: I-I-I have a... fiancee? response:	And what do you mean, she's coming tomorrow?
context: I am deeply grateful to you for spending time with me today.\I had such a lovely time!\Hey, wait a second...\I'll see you at school, then!\Hey!\What just happened?\That made no sense.\You're so frail, yet you choose to push yourself so hard. response:	It's not something that I can't handle.
context: I had such a lovely time!\Hey, wait a second...\I'll see you at school, then!\Hey!\What just happened?\That made no sense.\You're so frail, yet you choose to push yourself so hard.\It's not something that I can't handle. response:	You must've stayed out in the sun too long.
context: Hey, wait a second...\I'll see you at school, then!\Hey!\What just happened?\That made no sense.\You're so frail, yet you choose to push yourself so hard.\It's not something that I can't handle.\You must've stayed out in the sun too long. response:	Why didn't you wear your hat when you went out today?
context: I'll see you at school, then!\Hey!\What just happened?\That made no sense.\You're so frail, yet you choose to push yourself so hard.\It's not something that I can't handle.\You must've stayed out in the sun too long.\Why didn't you wear your hat when you went out today? response:	You know as well as I do.
context: Hey!\What just happened?\That made no sense.\You're so frail, yet you choose to push yourself so hard.\It's not something that I can't handle.\You must've stayed out in the sun too long.\Why didn't you wear your hat when you went out today?\You know as well as I do. response:	If I had, it would've hidden my face.
context: What just happened?\That made no sense.\You're so frail, yet you choose to push yourself so hard.\It's not something that I can't handle.\You must've stayed out in the sun too long.\Why didn't you wear your hat when you went out today?\You know as well as I do.\If I had, it would've hidden my face. response:	I'm going to bring you some medicine.
context: That made no sense.\You're so frail, yet you choose to push yourself so hard.\It's not something that I can't handle.\You must've stayed out in the sun too long.\Why didn't you wear your hat when you went out today?\You know as well as I do.\If I had, it would've hidden my face.\I'm going to bring you some medicine. response:	Please rest here a moment.
context: You're so frail, yet you choose to push yourself so hard.\It's not something that I can't handle.\You must've stayed out in the sun too long.\Why didn't you wear your hat when you went out today?\You know as well as I do.\If I had, it would've hidden my face.\I'm going to bring you some medicine.\Please rest here a moment. response:	Are you all right?
context: It's not something that I can't handle.\You must've stayed out in the sun too long.\Why didn't you wear your hat when you went out today?\You know as well as I do.\If I had, it would've hidden my face.\I'm going to bring you some medicine.\Please rest here a moment.\Are you all right? response:	Oh, my, Raku-sama.
context: You must've stayed out in the sun too long.\Why didn't you wear your hat when you went out today?\You know as well as I do.\If I had, it would've hidden my face.\I'm going to bring you some medicine.\Please rest here a moment.\Are you all right?\Oh, my, Raku-sama. response:	What brings you here?
context: Why didn't you wear your hat when you went out today?\You know as well as I do.\If I had, it would've hidden my face.\I'm going to bring you some medicine.\Please rest here a moment.\Are you all right?\Oh, my, Raku-sama.\What brings you here? response:	You forgot this. I'm glad I caught you.
context: You know as well as I do.\If I had, it would've hidden my face.\I'm going to bring you some medicine.\Please rest here a moment.\Are you all right?\Oh, my, Raku-sama.\What brings you here?\You forgot this. I'm glad I caught you. response:	Well, well! How considerate of you!
context: If I had, it would've hidden my face.\I'm going to bring you some medicine.\Please rest here a moment.\Are you all right?\Oh, my, Raku-sama.\What brings you here?\You forgot this. I'm glad I caught you.\Well, well! How considerate of you! response:	So are you okay?
context: I'm going to bring you some medicine.\Please rest here a moment.\Are you all right?\Oh, my, Raku-sama.\What brings you here?\You forgot this. I'm glad I caught you.\Well, well! How considerate of you!\So are you okay? response:	Oh, dear.
context: Please rest here a moment.\Are you all right?\Oh, my, Raku-sama.\What brings you here?\You forgot this. I'm glad I caught you.\Well, well! How considerate of you!\So are you okay?\Oh, dear. response:	So you saw me, then?
context: Are you all right?\Oh, my, Raku-sama.\What brings you here?\You forgot this. I'm glad I caught you.\Well, well! How considerate of you!\So are you okay?\Oh, dear.\So you saw me, then? response:	No need to worry about me.
context: Oh, my, Raku-sama.\What brings you here?\You forgot this. I'm glad I caught you.\Well, well! How considerate of you!\So are you okay?\Oh, dear.\So you saw me, then?\No need to worry about me. response:	I just had a slight dizzy spell.
context: What brings you here?\You forgot this. I'm glad I caught you.\Well, well! How considerate of you!\So are you okay?\Oh, dear.\So you saw me, then?\No need to worry about me.\I just had a slight dizzy spell. response:	So what you said about being frail... That was true?
context: You forgot this. I'm glad I caught you.\Well, well! How considerate of you!\So are you okay?\Oh, dear.\So you saw me, then?\No need to worry about me.\I just had a slight dizzy spell.\So what you said about being frail... That was true? response:	Did I ever tell you such a thing?
context: Well, well! How considerate of you!\So are you okay?\Oh, dear.\So you saw me, then?\No need to worry about me.\I just had a slight dizzy spell.\So what you said about being frail... That was true?\Did I ever tell you such a thing? response:	Well, if you don't want to talk about it, that's fine.
context: So are you okay?\Oh, dear.\So you saw me, then?\No need to worry about me.\I just had a slight dizzy spell.\So what you said about being frail... That was true?\Did I ever tell you such a thing?\Well, if you don't want to talk about it, that's fine. response:	You're worried about me, then.
context: Oh, dear.\So you saw me, then?\No need to worry about me.\I just had a slight dizzy spell.\So what you said about being frail... That was true?\Did I ever tell you such a thing?\Well, if you don't want to talk about it, that's fine.\You're worried about me, then. response:	That makes me happy.
context: So you saw me, then?\No need to worry about me.\I just had a slight dizzy spell.\So what you said about being frail... That was true?\Did I ever tell you such a thing?\Well, if you don't want to talk about it, that's fine.\You're worried about me, then.\That makes me happy. response:	Excuse me, but may I ask you one thing?
context: No need to worry about me.\I just had a slight dizzy spell.\So what you said about being frail... That was true?\Did I ever tell you such a thing?\Well, if you don't want to talk about it, that's fine.\You're worried about me, then.\That makes me happy.\Excuse me, but may I ask you one thing? response:	What is it?
context: I just had a slight dizzy spell.\So what you said about being frail... That was true?\Did I ever tell you such a thing?\Well, if you don't want to talk about it, that's fine.\You're worried about me, then.\That makes me happy.\Excuse me, but may I ask you one thing?\What is it? response:	Raku-sama, what is it that you like about that girlfriend of yours?
context: So what you said about being frail... That was true?\Did I ever tell you such a thing?\Well, if you don't want to talk about it, that's fine.\You're worried about me, then.\That makes me happy.\Excuse me, but may I ask you one thing?\What is it?\Raku-sama, what is it that you like about that girlfriend of yours? response:	Her speech is foul, she has a terrible temper, not to mention her violent tendencies...
context: Did I ever tell you such a thing?\Well, if you don't want to talk about it, that's fine.\You're worried about me, then.\That makes me happy.\Excuse me, but may I ask you one thing?\What is it?\Raku-sama, what is it that you like about that girlfriend of yours?\Her speech is foul, she has a terrible temper, not to mention her violent tendencies... response:	I can't imagine what it is about her that you're so drawn to.
context: Well, if you don't want to talk about it, that's fine.\You're worried about me, then.\That makes me happy.\Excuse me, but may I ask you one thing?\What is it?\Raku-sama, what is it that you like about that girlfriend of yours?\Her speech is foul, she has a terrible temper, not to mention her violent tendencies...\I can't imagine what it is about her that you're so drawn to. response:	Stop right there! You're wrong about her.
context: You're worried about me, then.\That makes me happy.\Excuse me, but may I ask you one thing?\What is it?\Raku-sama, what is it that you like about that girlfriend of yours?\Her speech is foul, she has a terrible temper, not to mention her violent tendencies...\I can't imagine what it is about her that you're so drawn to.\Stop right there! You're wrong about her. response:	Calling her foul-mouthed is a compliment.
context: That makes me happy.\Excuse me, but may I ask you one thing?\What is it?\Raku-sama, what is it that you like about that girlfriend of yours?\Her speech is foul, she has a terrible temper, not to mention her violent tendencies...\I can't imagine what it is about her that you're so drawn to.\Stop right there! You're wrong about her.\Calling her foul-mouthed is a compliment. response:	She's downright vulgar!
context: Excuse me, but may I ask you one thing?\What is it?\Raku-sama, what is it that you like about that girlfriend of yours?\Her speech is foul, she has a terrible temper, not to mention her violent tendencies...\I can't imagine what it is about her that you're so drawn to.\Stop right there! You're wrong about her.\Calling her foul-mouthed is a compliment.\She's downright vulgar! response:	She's as quick to throw a punch as a two-bit gangster,
context: What is it?\Raku-sama, what is it that you like about that girlfriend of yours?\Her speech is foul, she has a terrible temper, not to mention her violent tendencies...\I can't imagine what it is about her that you're so drawn to.\Stop right there! You're wrong about her.\Calling her foul-mouthed is a compliment.\She's downright vulgar!\She's as quick to throw a punch as a two-bit gangster, response:	she's got mountain gorilla-level power,
context: Raku-sama, what is it that you like about that girlfriend of yours?\Her speech is foul, she has a terrible temper, not to mention her violent tendencies...\I can't imagine what it is about her that you're so drawn to.\Stop right there! You're wrong about her.\Calling her foul-mouthed is a compliment.\She's downright vulgar!\She's as quick to throw a punch as a two-bit gangster,\she's got mountain gorilla-level power, response:	she keeps exploding for no clear reason,
context: Her speech is foul, she has a terrible temper, not to mention her violent tendencies...\I can't imagine what it is about her that you're so drawn to.\Stop right there! You're wrong about her.\Calling her foul-mouthed is a compliment.\She's downright vulgar!\She's as quick to throw a punch as a two-bit gangster,\she's got mountain gorilla-level power,\she keeps exploding for no clear reason, response:	and it seems like her only agenda is to constantly taunt me!
context: I can't imagine what it is about her that you're so drawn to.\Stop right there! You're wrong about her.\Calling her foul-mouthed is a compliment.\She's downright vulgar!\She's as quick to throw a punch as a two-bit gangster,\she's got mountain gorilla-level power,\she keeps exploding for no clear reason,\and it seems like her only agenda is to constantly taunt me! response:	In that case...
context: Stop right there! You're wrong about her.\Calling her foul-mouthed is a compliment.\She's downright vulgar!\She's as quick to throw a punch as a two-bit gangster,\she's got mountain gorilla-level power,\she keeps exploding for no clear reason,\and it seems like her only agenda is to constantly taunt me!\In that case... response:	Even so...
context: Calling her foul-mouthed is a compliment.\She's downright vulgar!\She's as quick to throw a punch as a two-bit gangster,\she's got mountain gorilla-level power,\she keeps exploding for no clear reason,\and it seems like her only agenda is to constantly taunt me!\In that case...\Even so... response:	She does show her good side sometimes.
context: She's downright vulgar!\She's as quick to throw a punch as a two-bit gangster,\she's got mountain gorilla-level power,\she keeps exploding for no clear reason,\and it seems like her only agenda is to constantly taunt me!\In that case...\Even so...\She does show her good side sometimes. response:	She has absolutely no way with words,
context: She's as quick to throw a punch as a two-bit gangster,\she's got mountain gorilla-level power,\she keeps exploding for no clear reason,\and it seems like her only agenda is to constantly taunt me!\In that case...\Even so...\She does show her good side sometimes.\She has absolutely no way with words, response:	and more often than not, I have no idea what's going through her mind.
context: she's got mountain gorilla-level power,\she keeps exploding for no clear reason,\and it seems like her only agenda is to constantly taunt me!\In that case...\Even so...\She does show her good side sometimes.\She has absolutely no way with words,\and more often than not, I have no idea what's going through her mind. response:	But deep down, I think she's someone I can trust.
context: she keeps exploding for no clear reason,\and it seems like her only agenda is to constantly taunt me!\In that case...\Even so...\She does show her good side sometimes.\She has absolutely no way with words,\and more often than not, I have no idea what's going through her mind.\But deep down, I think she's someone I can trust. response:	Oh? Is that right?
context: and it seems like her only agenda is to constantly taunt me!\In that case...\Even so...\She does show her good side sometimes.\She has absolutely no way with words,\and more often than not, I have no idea what's going through her mind.\But deep down, I think she's someone I can trust.\Oh? Is that right? response:	But! If only you'd remember me, Raku-sama, then I'm sure...
context: In that case...\Even so...\She does show her good side sometimes.\She has absolutely no way with words,\and more often than not, I have no idea what's going through her mind.\But deep down, I think she's someone I can trust.\Oh? Is that right?\But! If only you'd remember me, Raku-sama, then I'm sure... response:	Oh yeah, about that...
context: Even so...\She does show her good side sometimes.\She has absolutely no way with words,\and more often than not, I have no idea what's going through her mind.\But deep down, I think she's someone I can trust.\Oh? Is that right?\But! If only you'd remember me, Raku-sama, then I'm sure...\Oh yeah, about that... response:	I just can't seem to remember you no matter how hard I try.
context: She does show her good side sometimes.\She has absolutely no way with words,\and more often than not, I have no idea what's going through her mind.\But deep down, I think she's someone I can trust.\Oh? Is that right?\But! If only you'd remember me, Raku-sama, then I'm sure...\Oh yeah, about that...\I just can't seem to remember you no matter how hard I try. response:	I mean, I don't think I've ever met anyone who talks like you.
context: She has absolutely no way with words,\and more often than not, I have no idea what's going through her mind.\But deep down, I think she's someone I can trust.\Oh? Is that right?\But! If only you'd remember me, Raku-sama, then I'm sure...\Oh yeah, about that...\I just can't seem to remember you no matter how hard I try.\I mean, I don't think I've ever met anyone who talks like you. response:	So why do you like me so much, anyway?
context: and more often than not, I have no idea what's going through her mind.\But deep down, I think she's someone I can trust.\Oh? Is that right?\But! If only you'd remember me, Raku-sama, then I'm sure...\Oh yeah, about that...\I just can't seem to remember you no matter how hard I try.\I mean, I don't think I've ever met anyone who talks like you.\So why do you like me so much, anyway? response:	I don't remember if I ever did anything that would make you like me this much.
context: But deep down, I think she's someone I can trust.\Oh? Is that right?\But! If only you'd remember me, Raku-sama, then I'm sure...\Oh yeah, about that...\I just can't seem to remember you no matter how hard I try.\I mean, I don't think I've ever met anyone who talks like you.\So why do you like me so much, anyway?\I don't remember if I ever did anything that would make you like me this much. response:	That's the part that I really don't get.
context: Oh? Is that right?\But! If only you'd remember me, Raku-sama, then I'm sure...\Oh yeah, about that...\I just can't seem to remember you no matter how hard I try.\I mean, I don't think I've ever met anyone who talks like you.\So why do you like me so much, anyway?\I don't remember if I ever did anything that would make you like me this much.\That's the part that I really don't get. response:	So you done forgot even that, huh?
context: But! If only you'd remember me, Raku-sama, then I'm sure...\Oh yeah, about that...\I just can't seem to remember you no matter how hard I try.\I mean, I don't think I've ever met anyone who talks like you.\So why do you like me so much, anyway?\I don't remember if I ever did anything that would make you like me this much.\That's the part that I really don't get.\So you done forgot even that, huh? response:	What was that voice just now?
context: Oh yeah, about that...\I just can't seem to remember you no matter how hard I try.\I mean, I don't think I've ever met anyone who talks like you.\So why do you like me so much, anyway?\I don't remember if I ever did anything that would make you like me this much.\That's the part that I really don't get.\So you done forgot even that, huh?\What was that voice just now? response:	Where'd it come from?
context: I just can't seem to remember you no matter how hard I try.\I mean, I don't think I've ever met anyone who talks like you.\So why do you like me so much, anyway?\I don't remember if I ever did anything that would make you like me this much.\That's the part that I really don't get.\So you done forgot even that, huh?\What was that voice just now?\Where'd it come from? response:	So you done forgot even that, huh?
context: I mean, I don't think I've ever met anyone who talks like you.\So why do you like me so much, anyway?\I don't remember if I ever did anything that would make you like me this much.\That's the part that I really don't get.\So you done forgot even that, huh?\What was that voice just now?\Where'd it come from?\So you done forgot even that, huh? response:	How couldja just up an' forget somethin' like that?
context: So why do you like me so much, anyway?\I don't remember if I ever did anything that would make you like me this much.\That's the part that I really don't get.\So you done forgot even that, huh?\What was that voice just now?\Where'd it come from?\So you done forgot even that, huh?\How couldja just up an' forget somethin' like that? response:	I've had feelings for ya for the last ten years,
context: I don't remember if I ever did anything that would make you like me this much.\That's the part that I really don't get.\So you done forgot even that, huh?\What was that voice just now?\Where'd it come from?\So you done forgot even that, huh?\How couldja just up an' forget somethin' like that?\I've had feelings for ya for the last ten years, response:	and there ain't a single blasted detail that I don't recall!
context: That's the part that I really don't get.\So you done forgot even that, huh?\What was that voice just now?\Where'd it come from?\So you done forgot even that, huh?\How couldja just up an' forget somethin' like that?\I've had feelings for ya for the last ten years,\and there ain't a single blasted detail that I don't recall! response:	Rakkun, you...
context: So you done forgot even that, huh?\What was that voice just now?\Where'd it come from?\So you done forgot even that, huh?\How couldja just up an' forget somethin' like that?\I've had feelings for ya for the last ten years,\and there ain't a single blasted detail that I don't recall!\Rakkun, you... response:	Because you said you only liked them girly girls with long hair...
context: What was that voice just now?\Where'd it come from?\So you done forgot even that, huh?\How couldja just up an' forget somethin' like that?\I've had feelings for ya for the last ten years,\and there ain't a single blasted detail that I don't recall!\Rakkun, you...\Because you said you only liked them girly girls with long hair... response:	I went and grew out my hair, and I done fixed the way I talk!
context: Where'd it come from?\So you done forgot even that, huh?\How couldja just up an' forget somethin' like that?\I've had feelings for ya for the last ten years,\and there ain't a single blasted detail that I don't recall!\Rakkun, you...\Because you said you only liked them girly girls with long hair...\I went and grew out my hair, and I done fixed the way I talk! response:	I worked hard to change myself, goshdarnit!
context: So you done forgot even that, huh?\How couldja just up an' forget somethin' like that?\I've had feelings for ya for the last ten years,\and there ain't a single blasted detail that I don't recall!\Rakkun, you...\Because you said you only liked them girly girls with long hair...\I went and grew out my hair, and I done fixed the way I talk!\I worked hard to change myself, goshdarnit! response:	Finally!
context: How couldja just up an' forget somethin' like that?\I've had feelings for ya for the last ten years,\and there ain't a single blasted detail that I don't recall!\Rakkun, you...\Because you said you only liked them girly girls with long hair...\I went and grew out my hair, and I done fixed the way I talk!\I worked hard to change myself, goshdarnit!\Finally! response:	Rakkun...
context: I've had feelings for ya for the last ten years,\and there ain't a single blasted detail that I don't recall!\Rakkun, you...\Because you said you only liked them girly girls with long hair...\I went and grew out my hair, and I done fixed the way I talk!\I worked hard to change myself, goshdarnit!\Finally!\Rakkun... response:	You think yer gonna get off by sayin' ya done forgot everythin'?
context: and there ain't a single blasted detail that I don't recall!\Rakkun, you...\Because you said you only liked them girly girls with long hair...\I went and grew out my hair, and I done fixed the way I talk!\I worked hard to change myself, goshdarnit!\Finally!\Rakkun...\You think yer gonna get off by sayin' ya done forgot everythin'? response:	Y-You...
context: Rakkun, you...\Because you said you only liked them girly girls with long hair...\I went and grew out my hair, and I done fixed the way I talk!\I worked hard to change myself, goshdarnit!\Finally!\Rakkun...\You think yer gonna get off by sayin' ya done forgot everythin'?\Y-You... response:	That accent of yours just now...
context: Because you said you only liked them girly girls with long hair...\I went and grew out my hair, and I done fixed the way I talk!\I worked hard to change myself, goshdarnit!\Finally!\Rakkun...\You think yer gonna get off by sayin' ya done forgot everythin'?\Y-You...\That accent of yours just now... response:	You're not... No way!
context: I went and grew out my hair, and I done fixed the way I talk!\I worked hard to change myself, goshdarnit!\Finally!\Rakkun...\You think yer gonna get off by sayin' ya done forgot everythin'?\Y-You...\That accent of yours just now...\You're not... No way! response:	Mari?
context: I worked hard to change myself, goshdarnit!\Finally!\Rakkun...\You think yer gonna get off by sayin' ya done forgot everythin'?\Y-You...\That accent of yours just now...\You're not... No way!\Mari? response:	kimi ni utai kikasetai koto
context: Finally!\Rakkun...\You think yer gonna get off by sayin' ya done forgot everythin'?\Y-You...\That accent of yours just now...\You're not... No way!\Mari?\kimi ni utai kikasetai koto response:	kimi ni utai kikasetai koto
context: Rakkun...\You think yer gonna get off by sayin' ya done forgot everythin'?\Y-You...\That accent of yours just now...\You're not... No way!\Mari?\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto response:	kimi ni utai kikasetai koto
context: You think yer gonna get off by sayin' ya done forgot everythin'?\Y-You...\That accent of yours just now...\You're not... No way!\Mari?\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto response:	kimi ni utai kikasetai koto
context: Y-You...\That accent of yours just now...\You're not... No way!\Mari?\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto response:	There's something I want to tell you
context: That accent of yours just now...\You're not... No way!\Mari?\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\There's something I want to tell you response:	There's something I want to tell you
context: You're not... No way!\Mari?\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\There's something I want to tell you\There's something I want to tell you response:	There's something I want to tell you
context: Mari?\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you response:	There's something I want to tell you
context: kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you response:	kowarenai you ni daiji ni shisugichatte sa
context: kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa response:	kowarenai you ni daiji ni shisugichatte sa
context: kimi ni utai kikasetai koto\kimi ni utai kikasetai koto\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa response:	kowarenai you ni daiji ni shisugichatte sa
context: kimi ni utai kikasetai koto\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa response:	kowarenai you ni daiji ni shisugichatte sa
context: There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa response:	But I've been holding it too dear, afraid it might break
context: There's something I want to tell you\There's something I want to tell you\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break response:	But I've been holding it too dear, afraid it might break
context: There's something I want to tell you\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break response:	But I've been holding it too dear, afraid it might break
context: There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break response:	But I've been holding it too dear, afraid it might break
context: kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break response:	kyou mo meeru wo tsuzutte wa mata
context: kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata response:	kyou mo meeru wo tsuzutte wa mata
context: kowarenai you ni daiji ni shisugichatte sa\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata response:	kyou mo meeru wo tsuzutte wa mata
context: kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata response:	kyou mo meeru wo tsuzutte wa mata
context: But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata response:	Today I write you a message again
context: But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again response:	Today I write you a message again
context: But I've been holding it too dear, afraid it might break\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\Today I write you a message again response:	Today I write you a message again
context: But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\Today I write you a message again\Today I write you a message again response:	Today I write you a message again
context: kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\Today I write you a message again\Today I write you a message again\Today I write you a message again response:	kuuhaku de nurikaete chigitte shimau no
context: kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\Today I write you a message again\Today I write you a message again\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no response:	kuuhaku de nurikaete chigitte shimau no
context: kyou mo meeru wo tsuzutte wa mata\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\Today I write you a message again\Today I write you a message again\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no response:	kuuhaku de nurikaete chigitte shimau no
context: kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\Today I write you a message again\Today I write you a message again\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no response:	kuuhaku de nurikaete chigitte shimau no
context: Today I write you a message again\Today I write you a message again\Today I write you a message again\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no response:	Only to wipe it clean and discard it
context: Today I write you a message again\Today I write you a message again\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it response:	Only to wipe it clean and discard it
context: Today I write you a message again\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\Only to wipe it clean and discard it response:	Only to wipe it clean and discard it
context: Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it response:	Only to wipe it clean and discard it
context: kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it response:	konna itsumo wo fukitobasu kikkake wo
context: kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo response:	konna itsumo wo fukitobasu kikkake wo
context: kuuhaku de nurikaete chigitte shimau no\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo response:	konna itsumo wo fukitobasu kikkake wo
context: kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo\konna itsumo wo fukitobasu kikkake wo response:	konna itsumo wo fukitobasu kikkake wo
