context: Today, I am giving the Honnouji Academy response:	Student Council system a fresh start!
context: Oh, wow...\A secondary transformation, eh?\BACK-ALLEY GAS STATION SELF-SERVE\Be careful.\They say a picnic is not done until you reach home safely.\Jeez, it's not a picnic...\I'll be waiting for you at the Sudden Death Runoff Election.\I'll arrange a fitting spot for our battle. response:	Come again?
context: A secondary transformation, eh?\BACK-ALLEY GAS STATION SELF-SERVE\Be careful.\They say a picnic is not done until you reach home safely.\Jeez, it's not a picnic...\I'll be waiting for you at the Sudden Death Runoff Election.\I'll arrange a fitting spot for our battle.\Come again? response:	HONNOUJI ACADEMY
context: BACK-ALLEY GAS STATION SELF-SERVE\Be careful.\They say a picnic is not done until you reach home safely.\Jeez, it's not a picnic...\I'll be waiting for you at the Sudden Death Runoff Election.\I'll arrange a fitting spot for our battle.\Come again?\HONNOUJI ACADEMY response:	8:30AM
context: Be careful.\They say a picnic is not done until you reach home safely.\Jeez, it's not a picnic...\I'll be waiting for you at the Sudden Death Runoff Election.\I'll arrange a fitting spot for our battle.\Come again?\HONNOUJI ACADEMY\8:30AM response:	It is time, Lady Satsuki.
context: They say a picnic is not done until you reach home safely.\Jeez, it's not a picnic...\I'll be waiting for you at the Sudden Death Runoff Election.\I'll arrange a fitting spot for our battle.\Come again?\HONNOUJI ACADEMY\8:30AM\It is time, Lady Satsuki. response:	Fellow comrades of Honnouji Academy!
context: Jeez, it's not a picnic...\I'll be waiting for you at the Sudden Death Runoff Election.\I'll arrange a fitting spot for our battle.\Come again?\HONNOUJI ACADEMY\8:30AM\It is time, Lady Satsuki.\Fellow comrades of Honnouji Academy! response:	You have done well to struggle through seven days of mortal combat
context: I'll be waiting for you at the Sudden Death Runoff Election.\I'll arrange a fitting spot for our battle.\Come again?\HONNOUJI ACADEMY\8:30AM\It is time, Lady Satsuki.\Fellow comrades of Honnouji Academy!\You have done well to struggle through seven days of mortal combat response:	to gather here to take part in the Sudden Death Runoff Election!
context: I'll arrange a fitting spot for our battle.\Come again?\HONNOUJI ACADEMY\8:30AM\It is time, Lady Satsuki.\Fellow comrades of Honnouji Academy!\You have done well to struggle through seven days of mortal combat\to gather here to take part in the Sudden Death Runoff Election! response:	However, your battle has only just begun!
context: Come again?\HONNOUJI ACADEMY\8:30AM\It is time, Lady Satsuki.\Fellow comrades of Honnouji Academy!\You have done well to struggle through seven days of mortal combat\to gather here to take part in the Sudden Death Runoff Election!\However, your battle has only just begun! response:	Every battle over the last seven days has been recorded!
context: HONNOUJI ACADEMY\8:30AM\It is time, Lady Satsuki.\Fellow comrades of Honnouji Academy!\You have done well to struggle through seven days of mortal combat\to gather here to take part in the Sudden Death Runoff Election!\However, your battle has only just begun!\Every battle over the last seven days has been recorded! response:	With that in mind, I will begin by designating new
context: 8:30AM\It is time, Lady Satsuki.\Fellow comrades of Honnouji Academy!\You have done well to struggle through seven days of mortal combat\to gather here to take part in the Sudden Death Runoff Election!\However, your battle has only just begun!\Every battle over the last seven days has been recorded!\With that in mind, I will begin by designating new response:	Three-Star students based on the results of the battle here!
context: It is time, Lady Satsuki.\Fellow comrades of Honnouji Academy!\You have done well to struggle through seven days of mortal combat\to gather here to take part in the Sudden Death Runoff Election!\However, your battle has only just begun!\Every battle over the last seven days has been recorded!\With that in mind, I will begin by designating new\Three-Star students based on the results of the battle here! response:	What the?
context: Fellow comrades of Honnouji Academy!\You have done well to struggle through seven days of mortal combat\to gather here to take part in the Sudden Death Runoff Election!\However, your battle has only just begun!\Every battle over the last seven days has been recorded!\With that in mind, I will begin by designating new\Three-Star students based on the results of the battle here!\What the? response:	There are five towers in the schoolyard!
context: You have done well to struggle through seven days of mortal combat\to gather here to take part in the Sudden Death Runoff Election!\However, your battle has only just begun!\Every battle over the last seven days has been recorded!\With that in mind, I will begin by designating new\Three-Star students based on the results of the battle here!\What the?\There are five towers in the schoolyard! response:	Those standing atop them will be considered
context: to gather here to take part in the Sudden Death Runoff Election!\However, your battle has only just begun!\Every battle over the last seven days has been recorded!\With that in mind, I will begin by designating new\Three-Star students based on the results of the battle here!\What the?\There are five towers in the schoolyard!\Those standing atop them will be considered response:	front-runner candidates, and the election will be conducted!
context: However, your battle has only just begun!\Every battle over the last seven days has been recorded!\With that in mind, I will begin by designating new\Three-Star students based on the results of the battle here!\What the?\There are five towers in the schoolyard!\Those standing atop them will be considered\front-runner candidates, and the election will be conducted! response:	There she goes, being devious again!
context: Every battle over the last seven days has been recorded!\With that in mind, I will begin by designating new\Three-Star students based on the results of the battle here!\What the?\There are five towers in the schoolyard!\Those standing atop them will be considered\front-runner candidates, and the election will be conducted!\There she goes, being devious again! response:	Fine by me!
context: With that in mind, I will begin by designating new\Three-Star students based on the results of the battle here!\What the?\There are five towers in the schoolyard!\Those standing atop them will be considered\front-runner candidates, and the election will be conducted!\There she goes, being devious again!\Fine by me! response:	Well, well. I see you aren't called the Elite Four for nothing.
context: Three-Star students based on the results of the battle here!\What the?\There are five towers in the schoolyard!\Those standing atop them will be considered\front-runner candidates, and the election will be conducted!\There she goes, being devious again!\Fine by me!\Well, well. I see you aren't called the Elite Four for nothing. response:	Did you expect anything else?
context: What the?\There are five towers in the schoolyard!\Those standing atop them will be considered\front-runner candidates, and the election will be conducted!\There she goes, being devious again!\Fine by me!\Well, well. I see you aren't called the Elite Four for nothing.\Did you expect anything else? response:	Lady Satsuki!
context: There are five towers in the schoolyard!\Those standing atop them will be considered\front-runner candidates, and the election will be conducted!\There she goes, being devious again!\Fine by me!\Well, well. I see you aren't called the Elite Four for nothing.\Did you expect anything else?\Lady Satsuki! response:	We, the Elite Four, hereby propose a new rule
context: Those standing atop them will be considered\front-runner candidates, and the election will be conducted!\There she goes, being devious again!\Fine by me!\Well, well. I see you aren't called the Elite Four for nothing.\Did you expect anything else?\Lady Satsuki!\We, the Elite Four, hereby propose a new rule response:	for the Sudden Death Runoff Election!
context: front-runner candidates, and the election will be conducted!\There she goes, being devious again!\Fine by me!\Well, well. I see you aren't called the Elite Four for nothing.\Did you expect anything else?\Lady Satsuki!\We, the Elite Four, hereby propose a new rule\for the Sudden Death Runoff Election! response:	We each wish to be allowed to face Ryuko Matoi in single combat.
context: There she goes, being devious again!\Fine by me!\Well, well. I see you aren't called the Elite Four for nothing.\Did you expect anything else?\Lady Satsuki!\We, the Elite Four, hereby propose a new rule\for the Sudden Death Runoff Election!\We each wish to be allowed to face Ryuko Matoi in single combat. response:	If we're going to fight her anyway, this grand stage is the place for it.
context: Fine by me!\Well, well. I see you aren't called the Elite Four for nothing.\Did you expect anything else?\Lady Satsuki!\We, the Elite Four, hereby propose a new rule\for the Sudden Death Runoff Election!\We each wish to be allowed to face Ryuko Matoi in single combat.\If we're going to fight her anyway, this grand stage is the place for it. response:	I believe it to be a fitting way to cap off the climax of the Naturals Election.
context: Well, well. I see you aren't called the Elite Four for nothing.\Did you expect anything else?\Lady Satsuki!\We, the Elite Four, hereby propose a new rule\for the Sudden Death Runoff Election!\We each wish to be allowed to face Ryuko Matoi in single combat.\If we're going to fight her anyway, this grand stage is the place for it.\I believe it to be a fitting way to cap off the climax of the Naturals Election. response:	This should prove just as amusing, huh?
context: Did you expect anything else?\Lady Satsuki!\We, the Elite Four, hereby propose a new rule\for the Sudden Death Runoff Election!\We each wish to be allowed to face Ryuko Matoi in single combat.\If we're going to fight her anyway, this grand stage is the place for it.\I believe it to be a fitting way to cap off the climax of the Naturals Election.\This should prove just as amusing, huh? response:	NATURALS ELECTION POLLING PLACE
context: Lady Satsuki!\We, the Elite Four, hereby propose a new rule\for the Sudden Death Runoff Election!\We each wish to be allowed to face Ryuko Matoi in single combat.\If we're going to fight her anyway, this grand stage is the place for it.\I believe it to be a fitting way to cap off the climax of the Naturals Election.\This should prove just as amusing, huh?\NATURALS ELECTION POLLING PLACE response:	KING OF THE HILL FINAL BATTLE
context: We, the Elite Four, hereby propose a new rule\for the Sudden Death Runoff Election!\We each wish to be allowed to face Ryuko Matoi in single combat.\If we're going to fight her anyway, this grand stage is the place for it.\I believe it to be a fitting way to cap off the climax of the Naturals Election.\This should prove just as amusing, huh?\NATURALS ELECTION POLLING PLACE\KING OF THE HILL FINAL BATTLE response:	This is a king of the hill final battle!
context: for the Sudden Death Runoff Election!\We each wish to be allowed to face Ryuko Matoi in single combat.\If we're going to fight her anyway, this grand stage is the place for it.\I believe it to be a fitting way to cap off the climax of the Naturals Election.\This should prove just as amusing, huh?\NATURALS ELECTION POLLING PLACE\KING OF THE HILL FINAL BATTLE\This is a king of the hill final battle! response:	Matoi! Battle the Elite Four and emerge victorious!
context: We each wish to be allowed to face Ryuko Matoi in single combat.\If we're going to fight her anyway, this grand stage is the place for it.\I believe it to be a fitting way to cap off the climax of the Naturals Election.\This should prove just as amusing, huh?\NATURALS ELECTION POLLING PLACE\KING OF THE HILL FINAL BATTLE\This is a king of the hill final battle!\Matoi! Battle the Elite Four and emerge victorious! response:	Do so, and I shall tell you the details of your father's death.
context: If we're going to fight her anyway, this grand stage is the place for it.\I believe it to be a fitting way to cap off the climax of the Naturals Election.\This should prove just as amusing, huh?\NATURALS ELECTION POLLING PLACE\KING OF THE HILL FINAL BATTLE\This is a king of the hill final battle!\Matoi! Battle the Elite Four and emerge victorious!\Do so, and I shall tell you the details of your father's death. response:	Say what?!
context: I believe it to be a fitting way to cap off the climax of the Naturals Election.\This should prove just as amusing, huh?\NATURALS ELECTION POLLING PLACE\KING OF THE HILL FINAL BATTLE\This is a king of the hill final battle!\Matoi! Battle the Elite Four and emerge victorious!\Do so, and I shall tell you the details of your father's death.\Say what?! response:	Matoi! This is where I will face you in battle!
context: This should prove just as amusing, huh?\NATURALS ELECTION POLLING PLACE\KING OF THE HILL FINAL BATTLE\This is a king of the hill final battle!\Matoi! Battle the Elite Four and emerge victorious!\Do so, and I shall tell you the details of your father's death.\Say what?!\Matoi! This is where I will face you in battle! response:	I am Lady Satsuki's impenetrable shield!
context: NATURALS ELECTION POLLING PLACE\KING OF THE HILL FINAL BATTLE\This is a king of the hill final battle!\Matoi! Battle the Elite Four and emerge victorious!\Do so, and I shall tell you the details of your father's death.\Say what?!\Matoi! This is where I will face you in battle!\I am Lady Satsuki's impenetrable shield! response:	And this is where I am going to crush you!
context: KING OF THE HILL FINAL BATTLE\This is a king of the hill final battle!\Matoi! Battle the Elite Four and emerge victorious!\Do so, and I shall tell you the details of your father's death.\Say what?!\Matoi! This is where I will face you in battle!\I am Lady Satsuki's impenetrable shield!\And this is where I am going to crush you! response:	I accept!
context: This is a king of the hill final battle!\Matoi! Battle the Elite Four and emerge victorious!\Do so, and I shall tell you the details of your father's death.\Say what?!\Matoi! This is where I will face you in battle!\I am Lady Satsuki's impenetrable shield!\And this is where I am going to crush you!\I accept! response:	Life Fiber Synchronize, Kamui Senketsu!
context: Matoi! Battle the Elite Four and emerge victorious!\Do so, and I shall tell you the details of your father's death.\Say what?!\Matoi! This is where I will face you in battle!\I am Lady Satsuki's impenetrable shield!\And this is where I am going to crush you!\I accept!\Life Fiber Synchronize, Kamui Senketsu! response:	KAMUI SENKETSU
context: Do so, and I shall tell you the details of your father's death.\Say what?!\Matoi! This is where I will face you in battle!\I am Lady Satsuki's impenetrable shield!\And this is where I am going to crush you!\I accept!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU response:	NEXT EPISODE PREVIEW
context: Say what?!\Matoi! This is where I will face you in battle!\I am Lady Satsuki's impenetrable shield!\And this is where I am going to crush you!\I accept!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\NEXT EPISODE PREVIEW response:	A king of the hill-style final battle!
context: Matoi! This is where I will face you in battle!\I am Lady Satsuki's impenetrable shield!\And this is where I am going to crush you!\I accept!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\NEXT EPISODE PREVIEW\A king of the hill-style final battle! response:	Her first opponent is Ira Gamagoori!
context: I am Lady Satsuki's impenetrable shield!\And this is where I am going to crush you!\I accept!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\NEXT EPISODE PREVIEW\A king of the hill-style final battle!\Her first opponent is Ira Gamagoori! response:	IRA GAMAGOORI
context: And this is where I am going to crush you!\I accept!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\NEXT EPISODE PREVIEW\A king of the hill-style final battle!\Her first opponent is Ira Gamagoori!\IRA GAMAGOORI response:	From Shackle Regalia to Scourge Regalia,
context: I accept!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\NEXT EPISODE PREVIEW\A king of the hill-style final battle!\Her first opponent is Ira Gamagoori!\IRA GAMAGOORI\From Shackle Regalia to Scourge Regalia, response:	feast your eyes on his fearsome, two-stage transformation!
context: Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\NEXT EPISODE PREVIEW\A king of the hill-style final battle!\Her first opponent is Ira Gamagoori!\IRA GAMAGOORI\From Shackle Regalia to Scourge Regalia,\feast your eyes on his fearsome, two-stage transformation! response:	TRANSFORMATION
context: KAMUI SENKETSU\NEXT EPISODE PREVIEW\A king of the hill-style final battle!\Her first opponent is Ira Gamagoori!\IRA GAMAGOORI\From Shackle Regalia to Scourge Regalia,\feast your eyes on his fearsome, two-stage transformation!\TRANSFORMATION response:	HARDASS
context: NEXT EPISODE PREVIEW\A king of the hill-style final battle!\Her first opponent is Ira Gamagoori!\IRA GAMAGOORI\From Shackle Regalia to Scourge Regalia,\feast your eyes on his fearsome, two-stage transformation!\TRANSFORMATION\HARDASS response:	This straightlaced hardass stands mighty and erect on the battlefield!
context: A king of the hill-style final battle!\Her first opponent is Ira Gamagoori!\IRA GAMAGOORI\From Shackle Regalia to Scourge Regalia,\feast your eyes on his fearsome, two-stage transformation!\TRANSFORMATION\HARDASS\This straightlaced hardass stands mighty and erect on the battlefield! response:	STANDS
context: Her first opponent is Ira Gamagoori!\IRA GAMAGOORI\From Shackle Regalia to Scourge Regalia,\feast your eyes on his fearsome, two-stage transformation!\TRANSFORMATION\HARDASS\This straightlaced hardass stands mighty and erect on the battlefield!\STANDS response:	Next time on Kill la Kill, A Once in a Lifetime Chance!
context: IRA GAMAGOORI\From Shackle Regalia to Scourge Regalia,\feast your eyes on his fearsome, two-stage transformation!\TRANSFORMATION\HARDASS\This straightlaced hardass stands mighty and erect on the battlefield!\STANDS\Next time on Kill la Kill, A Once in a Lifetime Chance! response:	EPISODE 9 A ONCE IN A LIFETIME CHANCE
