context: So why my house? response:	Because you have a 60-inch TV!
context: This won't work...\I'm not attached to the cards\the way Shinobu-chan and Kana-chan are...\Taichi, you have a set of cards, right?\Can I start lining them up?\Taichi?\I can hear her...\but I can't dedicate myself to Chihaya! response:	You blockhead!
context: I'm not attached to the cards\the way Shinobu-chan and Kana-chan are...\Taichi, you have a set of cards, right?\Can I start lining them up?\Taichi?\I can hear her...\but I can't dedicate myself to Chihaya!\You blockhead! response:	You're done watching BS as soon as the Queen match is over?!
context: the way Shinobu-chan and Kana-chan are...\Taichi, you have a set of cards, right?\Can I start lining them up?\Taichi?\I can hear her...\but I can't dedicate myself to Chihaya!\You blockhead!\You're done watching BS as soon as the Queen match is over?! response:	That's absurd!
context: Taichi, you have a set of cards, right?\Can I start lining them up?\Taichi?\I can hear her...\but I can't dedicate myself to Chihaya!\You blockhead!\You're done watching BS as soon as the Queen match is over?!\That's absurd! response:	The real show's about to begin for us men!
context: Can I start lining them up?\Taichi?\I can hear her...\but I can't dedicate myself to Chihaya!\You blockhead!\You're done watching BS as soon as the Queen match is over?!\That's absurd!\The real show's about to begin for us men! response:	The Master match is next!
context: Taichi?\I can hear her...\but I can't dedicate myself to Chihaya!\You blockhead!\You're done watching BS as soon as the Queen match is over?!\That's absurd!\The real show's about to begin for us men!\The Master match is next! response:	The Master match is our only chance to watch the Master play!
context: I can hear her...\but I can't dedicate myself to Chihaya!\You blockhead!\You're done watching BS as soon as the Queen match is over?!\That's absurd!\The real show's about to begin for us men!\The Master match is next!\The Master match is our only chance to watch the Master play! response:	Today is the only day we get to watch Suo Hisashi play!
context: but I can't dedicate myself to Chihaya!\You blockhead!\You're done watching BS as soon as the Queen match is over?!\That's absurd!\The real show's about to begin for us men!\The Master match is next!\The Master match is our only chance to watch the Master play!\Today is the only day we get to watch Suo Hisashi play! response:	Suo
context: You blockhead!\You're done watching BS as soon as the Queen match is over?!\That's absurd!\The real show's about to begin for us men!\The Master match is next!\The Master match is our only chance to watch the Master play!\Today is the only day we get to watch Suo Hisashi play!\Suo response:	Takemura
context: You're done watching BS as soon as the Queen match is over?!\That's absurd!\The real show's about to begin for us men!\The Master match is next!\The Master match is our only chance to watch the Master play!\Today is the only day we get to watch Suo Hisashi play!\Suo\Takemura response:	The first game of the Master match was won by five cards.
context: That's absurd!\The real show's about to begin for us men!\The Master match is next!\The Master match is our only chance to watch the Master play!\Today is the only day we get to watch Suo Hisashi play!\Suo\Takemura\The first game of the Master match was won by five cards. response:	The second game was won by thirteen cards.
context: The real show's about to begin for us men!\The Master match is next!\The Master match is our only chance to watch the Master play!\Today is the only day we get to watch Suo Hisashi play!\Suo\Takemura\The first game of the Master match was won by five cards.\The second game was won by thirteen cards. response:	Master Suo is up two games to zero.
context: The Master match is next!\The Master match is our only chance to watch the Master play!\Today is the only day we get to watch Suo Hisashi play!\Suo\Takemura\The first game of the Master match was won by five cards.\The second game was won by thirteen cards.\Master Suo is up two games to zero. response:	Oh?
context: The Master match is our only chance to watch the Master play!\Today is the only day we get to watch Suo Hisashi play!\Suo\Takemura\The first game of the Master match was won by five cards.\The second game was won by thirteen cards.\Master Suo is up two games to zero.\Oh? response:	Doesn't that match the score differential
context: Today is the only day we get to watch Suo Hisashi play!\Suo\Takemura\The first game of the Master match was won by five cards.\The second game was won by thirteen cards.\Master Suo is up two games to zero.\Oh?\Doesn't that match the score differential response:	for the Queen match games?
context: Suo\Takemura\The first game of the Master match was won by five cards.\The second game was won by thirteen cards.\Master Suo is up two games to zero.\Oh?\Doesn't that match the score differential\for the Queen match games? response:	Er, one moment please.
context: Takemura\The first game of the Master match was won by five cards.\The second game was won by thirteen cards.\Master Suo is up two games to zero.\Oh?\Doesn't that match the score differential\for the Queen match games?\Er, one moment please. response:	Yes, you're right.
context: The first game of the Master match was won by five cards.\The second game was won by thirteen cards.\Master Suo is up two games to zero.\Oh?\Doesn't that match the score differential\for the Queen match games?\Er, one moment please.\Yes, you're right. response:	He's such a nasty person.
context: The second game was won by thirteen cards.\Master Suo is up two games to zero.\Oh?\Doesn't that match the score differential\for the Queen match games?\Er, one moment please.\Yes, you're right.\He's such a nasty person. response:	If Master Suo wins the third game,
context: Master Suo is up two games to zero.\Oh?\Doesn't that match the score differential\for the Queen match games?\Er, one moment please.\Yes, you're right.\He's such a nasty person.\If Master Suo wins the third game, response:	he will be Master for the fourth year in a row.
context: Oh?\Doesn't that match the score differential\for the Queen match games?\Er, one moment please.\Yes, you're right.\He's such a nasty person.\If Master Suo wins the third game,\he will be Master for the fourth year in a row. response:	We will now introduce the players.
context: Doesn't that match the score differential\for the Queen match games?\Er, one moment please.\Yes, you're right.\He's such a nasty person.\If Master Suo wins the third game,\he will be Master for the fourth year in a row.\We will now introduce the players. response:	The challenger is a member
context: for the Queen match games?\Er, one moment please.\Yes, you're right.\He's such a nasty person.\If Master Suo wins the third game,\he will be Master for the fourth year in a row.\We will now introduce the players.\The challenger is a member response:	of the Kotoku-in University Karuta Society,
context: Er, one moment please.\Yes, you're right.\He's such a nasty person.\If Master Suo wins the third game,\he will be Master for the fourth year in a row.\We will now introduce the players.\The challenger is a member\of the Kotoku-in University Karuta Society, response:	Takemura Keichi, grade 6.
context: Yes, you're right.\He's such a nasty person.\If Master Suo wins the third game,\he will be Master for the fourth year in a row.\We will now introduce the players.\The challenger is a member\of the Kotoku-in University Karuta Society,\Takemura Keichi, grade 6. response:	He works as a bodywork therapist in Shikoku,
context: He's such a nasty person.\If Master Suo wins the third game,\he will be Master for the fourth year in a row.\We will now introduce the players.\The challenger is a member\of the Kotoku-in University Karuta Society,\Takemura Keichi, grade 6.\He works as a bodywork therapist in Shikoku, response:	while practicing karuta with the university students.
context: If Master Suo wins the third game,\he will be Master for the fourth year in a row.\We will now introduce the players.\The challenger is a member\of the Kotoku-in University Karuta Society,\Takemura Keichi, grade 6.\He works as a bodywork therapist in Shikoku,\while practicing karuta with the university students. response:	I can't take it anymore...
context: he will be Master for the fourth year in a row.\We will now introduce the players.\The challenger is a member\of the Kotoku-in University Karuta Society,\Takemura Keichi, grade 6.\He works as a bodywork therapist in Shikoku,\while practicing karuta with the university students.\I can't take it anymore... response:	I worked so hard.
context: We will now introduce the players.\The challenger is a member\of the Kotoku-in University Karuta Society,\Takemura Keichi, grade 6.\He works as a bodywork therapist in Shikoku,\while practicing karuta with the university students.\I can't take it anymore...\I worked so hard. response:	Worked so hard to achieve my dream.
context: The challenger is a member\of the Kotoku-in University Karuta Society,\Takemura Keichi, grade 6.\He works as a bodywork therapist in Shikoku,\while practicing karuta with the university students.\I can't take it anymore...\I worked so hard.\Worked so hard to achieve my dream. response:	I finally made it here...
context: of the Kotoku-in University Karuta Society,\Takemura Keichi, grade 6.\He works as a bodywork therapist in Shikoku,\while practicing karuta with the university students.\I can't take it anymore...\I worked so hard.\Worked so hard to achieve my dream.\I finally made it here... response:	but now I'm ready to hate karuta.
context: Takemura Keichi, grade 6.\He works as a bodywork therapist in Shikoku,\while practicing karuta with the university students.\I can't take it anymore...\I worked so hard.\Worked so hard to achieve my dream.\I finally made it here...\but now I'm ready to hate karuta. response:	His opponent is the three-time defending Master, Suo Hisashi.
context: He works as a bodywork therapist in Shikoku,\while practicing karuta with the university students.\I can't take it anymore...\I worked so hard.\Worked so hard to achieve my dream.\I finally made it here...\but now I'm ready to hate karuta.\His opponent is the three-time defending Master, Suo Hisashi. response:	We interviewed him before the match,
context: while practicing karuta with the university students.\I can't take it anymore...\I worked so hard.\Worked so hard to achieve my dream.\I finally made it here...\but now I'm ready to hate karuta.\His opponent is the three-time defending Master, Suo Hisashi.\We interviewed him before the match, response:	and he still hasn't graduated from college yet.
context: I can't take it anymore...\I worked so hard.\Worked so hard to achieve my dream.\I finally made it here...\but now I'm ready to hate karuta.\His opponent is the three-time defending Master, Suo Hisashi.\We interviewed him before the match,\and he still hasn't graduated from college yet. response:	Oh, really?
context: I worked so hard.\Worked so hard to achieve my dream.\I finally made it here...\but now I'm ready to hate karuta.\His opponent is the three-time defending Master, Suo Hisashi.\We interviewed him before the match,\and he still hasn't graduated from college yet.\Oh, really? response:	Suo Hisashi, Master
context: Worked so hard to achieve my dream.\I finally made it here...\but now I'm ready to hate karuta.\His opponent is the three-time defending Master, Suo Hisashi.\We interviewed him before the match,\and he still hasn't graduated from college yet.\Oh, really?\Suo Hisashi, Master response:	Hasn't graduated?
context: I finally made it here...\but now I'm ready to hate karuta.\His opponent is the three-time defending Master, Suo Hisashi.\We interviewed him before the match,\and he still hasn't graduated from college yet.\Oh, really?\Suo Hisashi, Master\Hasn't graduated? response:	The Master looks sharp, but the narration ruined it.
context: but now I'm ready to hate karuta.\His opponent is the three-time defending Master, Suo Hisashi.\We interviewed him before the match,\and he still hasn't graduated from college yet.\Oh, really?\Suo Hisashi, Master\Hasn't graduated?\The Master looks sharp, but the narration ruined it. response:	Ayase.
context: His opponent is the three-time defending Master, Suo Hisashi.\We interviewed him before the match,\and he still hasn't graduated from college yet.\Oh, really?\Suo Hisashi, Master\Hasn't graduated?\The Master looks sharp, but the narration ruined it.\Ayase. response:	We men need to watch Master Suo carefully,
context: We interviewed him before the match,\and he still hasn't graduated from college yet.\Oh, really?\Suo Hisashi, Master\Hasn't graduated?\The Master looks sharp, but the narration ruined it.\Ayase.\We men need to watch Master Suo carefully, response:	but I believe you also need to pay attention.
context: and he still hasn't graduated from college yet.\Oh, really?\Suo Hisashi, Master\Hasn't graduated?\The Master looks sharp, but the narration ruined it.\Ayase.\We men need to watch Master Suo carefully,\but I believe you also need to pay attention. response:	Huh?
context: Oh, really?\Suo Hisashi, Master\Hasn't graduated?\The Master looks sharp, but the narration ruined it.\Ayase.\We men need to watch Master Suo carefully,\but I believe you also need to pay attention.\Huh? response:	You're trying to copy Wakamiya Shinobu's style,
context: Suo Hisashi, Master\Hasn't graduated?\The Master looks sharp, but the narration ruined it.\Ayase.\We men need to watch Master Suo carefully,\but I believe you also need to pay attention.\Huh?\You're trying to copy Wakamiya Shinobu's style, response:	but you're closer to Suo Hisashi's style right now.
context: Hasn't graduated?\The Master looks sharp, but the narration ruined it.\Ayase.\We men need to watch Master Suo carefully,\but I believe you also need to pay attention.\Huh?\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now. response:	Naniwa Bay, now the flower blooms, but for winter
context: The Master looks sharp, but the narration ruined it.\Ayase.\We men need to watch Master Suo carefully,\but I believe you also need to pay attention.\Huh?\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Naniwa Bay, now the flower blooms, but for winter response:	Here comes spring, now the flower blooms
context: Ayase.\We men need to watch Master Suo carefully,\but I believe you also need to pay attention.\Huh?\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms response:	When I must hide these burning feelings,
context: We men need to watch Master Suo carefully,\but I believe you also need to pay attention.\Huh?\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\When I must hide these burning feelings, response:	Did you see that?
context: but I believe you also need to pay attention.\Huh?\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\When I must hide these burning feelings,\Did you see that? response:	He began moving towards the two-syllable card
context: Huh?\You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\When I must hide these burning feelings,\Did you see that?\He began moving towards the two-syllable card response:	When I on the first syllable.
context: You're trying to copy Wakamiya Shinobu's style,\but you're closer to Suo Hisashi's style right now.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\When I must hide these burning feelings,\Did you see that?\He began moving towards the two-syllable card\When I on the first syllable. response:	For most players, there are only
context: but you're closer to Suo Hisashi's style right now.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\When I must hide these burning feelings,\Did you see that?\He began moving towards the two-syllable card\When I on the first syllable.\For most players, there are only response:	seven one-syllable cards: Waves, Gust, Long, All, Swift, Look, Rain.
context: Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\When I must hide these burning feelings,\Did you see that?\He began moving towards the two-syllable card\When I on the first syllable.\For most players, there are only\seven one-syllable cards: Waves, Gust, Long, All, Swift, Look, Rain. response:	But in our interview, the Master had this to say.
context: Here comes spring, now the flower blooms\When I must hide these burning feelings,\Did you see that?\He began moving towards the two-syllable card\When I on the first syllable.\For most players, there are only\seven one-syllable cards: Waves, Gust, Long, All, Swift, Look, Rain.\But in our interview, the Master had this to say. response:	There are 28 one-syllable cards for him.
