context: We have a transfer student joining us today. response:	Go ahead and introduce yourself.
context: so I'm glad we were able to meet.\Thank you...\So you're saying the one who saved you is a boy in your grade?\Yeah, why?\There wasn't a middle school student among the people I hired.\Huh?\He wasn't even asked to be there,\but he managed to exorcise an evil spirit that no one else could response:	and left without saying a word.
context: Thank you...\So you're saying the one who saved you is a boy in your grade?\Yeah, why?\There wasn't a middle school student among the people I hired.\Huh?\He wasn't even asked to be there,\but he managed to exorcise an evil spirit that no one else could\and left without saying a word. response:	That's so cool.
context: So you're saying the one who saved you is a boy in your grade?\Yeah, why?\There wasn't a middle school student among the people I hired.\Huh?\He wasn't even asked to be there,\but he managed to exorcise an evil spirit that no one else could\and left without saying a word.\That's so cool. response:	I hope I can see him again.
context: Yeah, why?\There wasn't a middle school student among the people I hired.\Huh?\He wasn't even asked to be there,\but he managed to exorcise an evil spirit that no one else could\and left without saying a word.\That's so cool.\I hope I can see him again. response:	I did a bit of research, and this caught my eye.
context: There wasn't a middle school student among the people I hired.\Huh?\He wasn't even asked to be there,\but he managed to exorcise an evil spirit that no one else could\and left without saying a word.\That's so cool.\I hope I can see him again.\I did a bit of research, and this caught my eye. response:	Psycho Helmet Religion
context: Huh?\He wasn't even asked to be there,\but he managed to exorcise an evil spirit that no one else could\and left without saying a word.\That's so cool.\I hope I can see him again.\I did a bit of research, and this caught my eye.\Psycho Helmet Religion response:	Huh? Isn't that...
context: He wasn't even asked to be there,\but he managed to exorcise an evil spirit that no one else could\and left without saying a word.\That's so cool.\I hope I can see him again.\I did a bit of research, and this caught my eye.\Psycho Helmet Religion\Huh? Isn't that... response:	Our religious organization is not going to survive on donations alone.
context: but he managed to exorcise an evil spirit that no one else could\and left without saying a word.\That's so cool.\I hope I can see him again.\I did a bit of research, and this caught my eye.\Psycho Helmet Religion\Huh? Isn't that...\Our religious organization is not going to survive on donations alone. response:	It's going to be impossible to build a headquarters.
context: and left without saying a word.\That's so cool.\I hope I can see him again.\I did a bit of research, and this caught my eye.\Psycho Helmet Religion\Huh? Isn't that...\Our religious organization is not going to survive on donations alone.\It's going to be impossible to build a headquarters. response:	Not to mention our beloved founder is still nowhere to be found.
context: That's so cool.\I hope I can see him again.\I did a bit of research, and this caught my eye.\Psycho Helmet Religion\Huh? Isn't that...\Our religious organization is not going to survive on donations alone.\It's going to be impossible to build a headquarters.\Not to mention our beloved founder is still nowhere to be found. response:	Ow.
context: I hope I can see him again.\I did a bit of research, and this caught my eye.\Psycho Helmet Religion\Huh? Isn't that...\Our religious organization is not going to survive on donations alone.\It's going to be impossible to build a headquarters.\Not to mention our beloved founder is still nowhere to be found.\Ow. response:	Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY
context: I did a bit of research, and this caught my eye.\Psycho Helmet Religion\Huh? Isn't that...\Our religious organization is not going to survive on donations alone.\It's going to be impossible to build a headquarters.\Not to mention our beloved founder is still nowhere to be found.\Ow.\Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY response:	Master, why aren't you going to claim your reward?
context: Psycho Helmet Religion\Huh? Isn't that...\Our religious organization is not going to survive on donations alone.\It's going to be impossible to build a headquarters.\Not to mention our beloved founder is still nowhere to be found.\Ow.\Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY\Master, why aren't you going to claim your reward? response:	Look how many people got hurt.
context: Huh? Isn't that...\Our religious organization is not going to survive on donations alone.\It's going to be impossible to build a headquarters.\Not to mention our beloved founder is still nowhere to be found.\Ow.\Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY\Master, why aren't you going to claim your reward?\Look how many people got hurt. response:	I wouldn't exactly call that a success.
context: Our religious organization is not going to survive on donations alone.\It's going to be impossible to build a headquarters.\Not to mention our beloved founder is still nowhere to be found.\Ow.\Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY\Master, why aren't you going to claim your reward?\Look how many people got hurt.\I wouldn't exactly call that a success. response:	You should never accept money you feel you haven't earned.
context: It's going to be impossible to build a headquarters.\Not to mention our beloved founder is still nowhere to be found.\Ow.\Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY\Master, why aren't you going to claim your reward?\Look how many people got hurt.\I wouldn't exactly call that a success.\You should never accept money you feel you haven't earned. response:	If you do, you'll start to always take the easy way out.
context: Not to mention our beloved founder is still nowhere to be found.\Ow.\Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY\Master, why aren't you going to claim your reward?\Look how many people got hurt.\I wouldn't exactly call that a success.\You should never accept money you feel you haven't earned.\If you do, you'll start to always take the easy way out. response:	You just don't want to be held responsible.
context: Ow.\Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY\Master, why aren't you going to claim your reward?\Look how many people got hurt.\I wouldn't exactly call that a success.\You should never accept money you feel you haven't earned.\If you do, you'll start to always take the easy way out.\You just don't want to be held responsible. response:	That's not it, you moron!
context: Thank you for your continued business with us. hhThere has been a deposit of 500,000,000 JPY to your account. hhhThank you hhhhCurrent available balance: 500,010,180 JPY\Master, why aren't you going to claim your reward?\Look how many people got hurt.\I wouldn't exactly call that a success.\You should never accept money you feel you haven't earned.\If you do, you'll start to always take the easy way out.\You just don't want to be held responsible.\That's not it, you moron! response:	Anyway, no good ever comes out of drowning in wealth or power.
context: Master, why aren't you going to claim your reward?\Look how many people got hurt.\I wouldn't exactly call that a success.\You should never accept money you feel you haven't earned.\If you do, you'll start to always take the easy way out.\You just don't want to be held responsible.\That's not it, you moron!\Anyway, no good ever comes out of drowning in wealth or power. response:	Mogami let his own powers swallow him up, too.
context: Look how many people got hurt.\I wouldn't exactly call that a success.\You should never accept money you feel you haven't earned.\If you do, you'll start to always take the easy way out.\You just don't want to be held responsible.\That's not it, you moron!\Anyway, no good ever comes out of drowning in wealth or power.\Mogami let his own powers swallow him up, too. response:	You know...
context: I wouldn't exactly call that a success.\You should never accept money you feel you haven't earned.\If you do, you'll start to always take the easy way out.\You just don't want to be held responsible.\That's not it, you moron!\Anyway, no good ever comes out of drowning in wealth or power.\Mogami let his own powers swallow him up, too.\You know... response:	You're better off working part-time for me than becoming famous or powerful.
context: You should never accept money you feel you haven't earned.\If you do, you'll start to always take the easy way out.\You just don't want to be held responsible.\That's not it, you moron!\Anyway, no good ever comes out of drowning in wealth or power.\Mogami let his own powers swallow him up, too.\You know...\You're better off working part-time for me than becoming famous or powerful. response:	Oh, give me a friggin' break...
context: If you do, you'll start to always take the easy way out.\You just don't want to be held responsible.\That's not it, you moron!\Anyway, no good ever comes out of drowning in wealth or power.\Mogami let his own powers swallow him up, too.\You know...\You're better off working part-time for me than becoming famous or powerful.\Oh, give me a friggin' break... response:	Hey, quit clowning around with your classmates, Mob! We're busy here.
context: You just don't want to be held responsible.\That's not it, you moron!\Anyway, no good ever comes out of drowning in wealth or power.\Mogami let his own powers swallow him up, too.\You know...\You're better off working part-time for me than becoming famous or powerful.\Oh, give me a friggin' break...\Hey, quit clowning around with your classmates, Mob! We're busy here. response:	They're just using you!
context: That's not it, you moron!\Anyway, no good ever comes out of drowning in wealth or power.\Mogami let his own powers swallow him up, too.\You know...\You're better off working part-time for me than becoming famous or powerful.\Oh, give me a friggin' break...\Hey, quit clowning around with your classmates, Mob! We're busy here.\They're just using you! response:	Jeez. You never learn, do you?
context: Anyway, no good ever comes out of drowning in wealth or power.\Mogami let his own powers swallow him up, too.\You know...\You're better off working part-time for me than becoming famous or powerful.\Oh, give me a friggin' break...\Hey, quit clowning around with your classmates, Mob! We're busy here.\They're just using you!\Jeez. You never learn, do you? response:	Poor, Lonely, Whitey.
context: Mogami let his own powers swallow him up, too.\You know...\You're better off working part-time for me than becoming famous or powerful.\Oh, give me a friggin' break...\Hey, quit clowning around with your classmates, Mob! We're busy here.\They're just using you!\Jeez. You never learn, do you?\Poor, Lonely, Whitey. response:	Poor, Lonely, Whitey
context: You know...\You're better off working part-time for me than becoming famous or powerful.\Oh, give me a friggin' break...\Hey, quit clowning around with your classmates, Mob! We're busy here.\They're just using you!\Jeez. You never learn, do you?\Poor, Lonely, Whitey.\Poor, Lonely, Whitey response:	The DVDs? That's an excellent decision!
