context: It's unforgivable, unforgivable! response:	What is it that's unforgivable?
context: I'm fine.\Rei, take out your transforming pen! I'm fine.\Rei, take out your transforming pen!\The cat spoke!\I'll explain everything later.\Hurry up and take out the transforming pen you picked up at the shrine!\This?\Use that and transform! response:	You're Sailor Mars, a warrior specialized in fire!
context: Rei, take out your transforming pen! I'm fine.\Rei, take out your transforming pen!\The cat spoke!\I'll explain everything later.\Hurry up and take out the transforming pen you picked up at the shrine!\This?\Use that and transform!\You're Sailor Mars, a warrior specialized in fire! response:	Just yell, Mars Power Makeup!
context: Rei, take out your transforming pen!\The cat spoke!\I'll explain everything later.\Hurry up and take out the transforming pen you picked up at the shrine!\This?\Use that and transform!\You're Sailor Mars, a warrior specialized in fire!\Just yell, Mars Power Makeup! response:	Hurry!
context: The cat spoke!\I'll explain everything later.\Hurry up and take out the transforming pen you picked up at the shrine!\This?\Use that and transform!\You're Sailor Mars, a warrior specialized in fire!\Just yell, Mars Power Makeup!\Hurry! response:	I have no idea what you're talking about, but I don't care right now!
context: I'll explain everything later.\Hurry up and take out the transforming pen you picked up at the shrine!\This?\Use that and transform!\You're Sailor Mars, a warrior specialized in fire!\Just yell, Mars Power Makeup!\Hurry!\I have no idea what you're talking about, but I don't care right now! response:	Mars Power Makeup!
context: Hurry up and take out the transforming pen you picked up at the shrine!\This?\Use that and transform!\You're Sailor Mars, a warrior specialized in fire!\Just yell, Mars Power Makeup!\Hurry!\I have no idea what you're talking about, but I don't care right now!\Mars Power Makeup! response:	So, Rei is the third warrior?
context: This?\Use that and transform!\You're Sailor Mars, a warrior specialized in fire!\Just yell, Mars Power Makeup!\Hurry!\I have no idea what you're talking about, but I don't care right now!\Mars Power Makeup!\So, Rei is the third warrior? response:	What's going on?
context: Use that and transform!\You're Sailor Mars, a warrior specialized in fire!\Just yell, Mars Power Makeup!\Hurry!\I have no idea what you're talking about, but I don't care right now!\Mars Power Makeup!\So, Rei is the third warrior?\What's going on? response:	Evil spirit, you won't get away with this! I'll take care of you!
context: You're Sailor Mars, a warrior specialized in fire!\Just yell, Mars Power Makeup!\Hurry!\I have no idea what you're talking about, but I don't care right now!\Mars Power Makeup!\So, Rei is the third warrior?\What's going on?\Evil spirit, you won't get away with this! I'll take care of you! response:	Fire
context: Just yell, Mars Power Makeup!\Hurry!\I have no idea what you're talking about, but I don't care right now!\Mars Power Makeup!\So, Rei is the third warrior?\What's going on?\Evil spirit, you won't get away with this! I'll take care of you!\Fire response:	Soul!
context: Hurry!\I have no idea what you're talking about, but I don't care right now!\Mars Power Makeup!\So, Rei is the third warrior?\What's going on?\Evil spirit, you won't get away with this! I'll take care of you!\Fire\Soul! response:	Oh, what's that?
context: I have no idea what you're talking about, but I don't care right now!\Mars Power Makeup!\So, Rei is the third warrior?\What's going on?\Evil spirit, you won't get away with this! I'll take care of you!\Fire\Soul!\Oh, what's that? response:	Oh, no! The dimensional hole is closing because of Rei's fire power!
context: Mars Power Makeup!\So, Rei is the third warrior?\What's going on?\Evil spirit, you won't get away with this! I'll take care of you!\Fire\Soul!\Oh, what's that?\Oh, no! The dimensional hole is closing because of Rei's fire power! response:	We need to get out of here quick!
context: So, Rei is the third warrior?\What's going on?\Evil spirit, you won't get away with this! I'll take care of you!\Fire\Soul!\Oh, what's that?\Oh, no! The dimensional hole is closing because of Rei's fire power!\We need to get out of here quick! response:	How?!
context: What's going on?\Evil spirit, you won't get away with this! I'll take care of you!\Fire\Soul!\Oh, what's that?\Oh, no! The dimensional hole is closing because of Rei's fire power!\We need to get out of here quick!\How?! response:	I don't know! How?!
context: Evil spirit, you won't get away with this! I'll take care of you!\Fire\Soul!\Oh, what's that?\Oh, no! The dimensional hole is closing because of Rei's fire power!\We need to get out of here quick!\How?!\I don't know! How?! response:	I don't know!
context: Fire\Soul!\Oh, what's that?\Oh, no! The dimensional hole is closing because of Rei's fire power!\We need to get out of here quick!\How?!\I don't know! How?!\I don't know! response:	Oh, no. What'll we do?! What'll we do now?!
context: Soul!\Oh, what's that?\Oh, no! The dimensional hole is closing because of Rei's fire power!\We need to get out of here quick!\How?!\I don't know! How?!\I don't know!\Oh, no. What'll we do?! What'll we do now?! response:	Sendaizaka Ue
context: Oh, what's that?\Oh, no! The dimensional hole is closing because of Rei's fire power!\We need to get out of here quick!\How?!\I don't know! How?!\I don't know!\Oh, no. What'll we do?! What'll we do now?!\Sendaizaka Ue response:	Sendaizaka Ue Usagi, Luna, everyone...
context: Oh, no! The dimensional hole is closing because of Rei's fire power!\We need to get out of here quick!\How?!\I don't know! How?!\I don't know!\Oh, no. What'll we do?! What'll we do now?!\Sendaizaka Ue\Sendaizaka Ue Usagi, Luna, everyone... response:	Usagi, Luna, everyone...
context: We need to get out of here quick!\How?!\I don't know! How?!\I don't know!\Oh, no. What'll we do?! What'll we do now?!\Sendaizaka Ue\Sendaizaka Ue Usagi, Luna, everyone...\Usagi, Luna, everyone... response:	Please be all right.
context: How?!\I don't know! How?!\I don't know!\Oh, no. What'll we do?! What'll we do now?!\Sendaizaka Ue\Sendaizaka Ue Usagi, Luna, everyone...\Usagi, Luna, everyone...\Please be all right. response:	It's closing!
context: I don't know! How?!\I don't know!\Oh, no. What'll we do?! What'll we do now?!\Sendaizaka Ue\Sendaizaka Ue Usagi, Luna, everyone...\Usagi, Luna, everyone...\Please be all right.\It's closing! response:	What's that? Could it be Ami?
context: I don't know!\Oh, no. What'll we do?! What'll we do now?!\Sendaizaka Ue\Sendaizaka Ue Usagi, Luna, everyone...\Usagi, Luna, everyone...\Please be all right.\It's closing!\What's that? Could it be Ami? response:	It might be Ami trying to show us where the exit is!
context: Oh, no. What'll we do?! What'll we do now?!\Sendaizaka Ue\Sendaizaka Ue Usagi, Luna, everyone...\Usagi, Luna, everyone...\Please be all right.\It's closing!\What's that? Could it be Ami?\It might be Ami trying to show us where the exit is! response:	She must be!
context: Sendaizaka Ue\Sendaizaka Ue Usagi, Luna, everyone...\Usagi, Luna, everyone...\Please be all right.\It's closing!\What's that? Could it be Ami?\It might be Ami trying to show us where the exit is!\She must be! response:	We'll escape towards the direction where the signal is coming from!
context: Sendaizaka Ue Usagi, Luna, everyone...\Usagi, Luna, everyone...\Please be all right.\It's closing!\What's that? Could it be Ami?\It might be Ami trying to show us where the exit is!\She must be!\We'll escape towards the direction where the signal is coming from! response:	I'll be the driver! Hurry!
context: Usagi, Luna, everyone...\Please be all right.\It's closing!\What's that? Could it be Ami?\It might be Ami trying to show us where the exit is!\She must be!\We'll escape towards the direction where the signal is coming from!\I'll be the driver! Hurry! response:	Oh, Tuxedo Mask! When did he show up here?!
context: Please be all right.\It's closing!\What's that? Could it be Ami?\It might be Ami trying to show us where the exit is!\She must be!\We'll escape towards the direction where the signal is coming from!\I'll be the driver! Hurry!\Oh, Tuxedo Mask! When did he show up here?! response:	He's so cool...
context: It's closing!\What's that? Could it be Ami?\It might be Ami trying to show us where the exit is!\She must be!\We'll escape towards the direction where the signal is coming from!\I'll be the driver! Hurry!\Oh, Tuxedo Mask! When did he show up here?!\He's so cool... response:	We did it!
context: What's that? Could it be Ami?\It might be Ami trying to show us where the exit is!\She must be!\We'll escape towards the direction where the signal is coming from!\I'll be the driver! Hurry!\Oh, Tuxedo Mask! When did he show up here?!\He's so cool...\We did it! response:	Let's go, both of you. We did it!
context: It might be Ami trying to show us where the exit is!\She must be!\We'll escape towards the direction where the signal is coming from!\I'll be the driver! Hurry!\Oh, Tuxedo Mask! When did he show up here?!\He's so cool...\We did it!\Let's go, both of you. We did it! response:	Let's go, both of you.
context: She must be!\We'll escape towards the direction where the signal is coming from!\I'll be the driver! Hurry!\Oh, Tuxedo Mask! When did he show up here?!\He's so cool...\We did it!\Let's go, both of you. We did it!\Let's go, both of you. response:	Yeah!
context: We'll escape towards the direction where the signal is coming from!\I'll be the driver! Hurry!\Oh, Tuxedo Mask! When did he show up here?!\He's so cool...\We did it!\Let's go, both of you. We did it!\Let's go, both of you.\Yeah! response:	Ami!
context: I'll be the driver! Hurry!\Oh, Tuxedo Mask! When did he show up here?!\He's so cool...\We did it!\Let's go, both of you. We did it!\Let's go, both of you.\Yeah!\Ami! response:	So, another warrior has appeared.
context: Oh, Tuxedo Mask! When did he show up here?!\He's so cool...\We did it!\Let's go, both of you. We did it!\Let's go, both of you.\Yeah!\Ami!\So, another warrior has appeared. response:	They are worthy opponents!
context: He's so cool...\We did it!\Let's go, both of you. We did it!\Let's go, both of you.\Yeah!\Ami!\So, another warrior has appeared.\They are worthy opponents! response:	I will beat them next time, without fail!
context: We did it!\Let's go, both of you. We did it!\Let's go, both of you.\Yeah!\Ami!\So, another warrior has appeared.\They are worthy opponents!\I will beat them next time, without fail! response:	Luna!
context: Let's go, both of you. We did it!\Let's go, both of you.\Yeah!\Ami!\So, another warrior has appeared.\They are worthy opponents!\I will beat them next time, without fail!\Luna! response:	Ami! Luna!
context: Let's go, both of you.\Yeah!\Ami!\So, another warrior has appeared.\They are worthy opponents!\I will beat them next time, without fail!\Luna!\Ami! Luna! response:	Ami!
context: Yeah!\Ami!\So, another warrior has appeared.\They are worthy opponents!\I will beat them next time, without fail!\Luna!\Ami! Luna!\Ami! response:	Ami! Thanks, Ami!
context: Ami!\So, another warrior has appeared.\They are worthy opponents!\I will beat them next time, without fail!\Luna!\Ami! Luna!\Ami!\Ami! Thanks, Ami! response:	Thanks, Ami!
context: So, another warrior has appeared.\They are worthy opponents!\I will beat them next time, without fail!\Luna!\Ami! Luna!\Ami!\Ami! Thanks, Ami!\Thanks, Ami! response:	Usagi, good job! Thanks, Ami!
context: They are worthy opponents!\I will beat them next time, without fail!\Luna!\Ami! Luna!\Ami!\Ami! Thanks, Ami!\Thanks, Ami!\Usagi, good job! Thanks, Ami! response:	Usagi, good job!
context: I will beat them next time, without fail!\Luna!\Ami! Luna!\Ami!\Ami! Thanks, Ami!\Thanks, Ami!\Usagi, good job! Thanks, Ami!\Usagi, good job! response:	Goodbye, I will see you again.
context: Luna!\Ami! Luna!\Ami!\Ami! Thanks, Ami!\Thanks, Ami!\Usagi, good job! Thanks, Ami!\Usagi, good job!\Goodbye, I will see you again. response:	Oh, where did Tuxedo Mask go?
context: Ami! Luna!\Ami!\Ami! Thanks, Ami!\Thanks, Ami!\Usagi, good job! Thanks, Ami!\Usagi, good job!\Goodbye, I will see you again.\Oh, where did Tuxedo Mask go? response:	Don't tell me you like Tuxedo Mask!
context: Ami!\Ami! Thanks, Ami!\Thanks, Ami!\Usagi, good job! Thanks, Ami!\Usagi, good job!\Goodbye, I will see you again.\Oh, where did Tuxedo Mask go?\Don't tell me you like Tuxedo Mask! response:	You have got to be kidding me!
context: Ami! Thanks, Ami!\Thanks, Ami!\Usagi, good job! Thanks, Ami!\Usagi, good job!\Goodbye, I will see you again.\Oh, where did Tuxedo Mask go?\Don't tell me you like Tuxedo Mask!\You have got to be kidding me! response:	I just wanted to thank him.
context: Thanks, Ami!\Usagi, good job! Thanks, Ami!\Usagi, good job!\Goodbye, I will see you again.\Oh, where did Tuxedo Mask go?\Don't tell me you like Tuxedo Mask!\You have got to be kidding me!\I just wanted to thank him. response:	What about you? Are you in love with him?
context: Usagi, good job! Thanks, Ami!\Usagi, good job!\Goodbye, I will see you again.\Oh, where did Tuxedo Mask go?\Don't tell me you like Tuxedo Mask!\You have got to be kidding me!\I just wanted to thank him.\What about you? Are you in love with him? response:	Of course, it could just be a one-sided love.
context: Usagi, good job!\Goodbye, I will see you again.\Oh, where did Tuxedo Mask go?\Don't tell me you like Tuxedo Mask!\You have got to be kidding me!\I just wanted to thank him.\What about you? Are you in love with him?\Of course, it could just be a one-sided love. response:	One... One-sided?
context: Goodbye, I will see you again.\Oh, where did Tuxedo Mask go?\Don't tell me you like Tuxedo Mask!\You have got to be kidding me!\I just wanted to thank him.\What about you? Are you in love with him?\Of course, it could just be a one-sided love.\One... One-sided? response:	No, it can't be... It can't be!
context: Oh, where did Tuxedo Mask go?\Don't tell me you like Tuxedo Mask!\You have got to be kidding me!\I just wanted to thank him.\What about you? Are you in love with him?\Of course, it could just be a one-sided love.\One... One-sided?\No, it can't be... It can't be! response:	Yume no naka futari de ita yo ne
context: Don't tell me you like Tuxedo Mask!\You have got to be kidding me!\I just wanted to thank him.\What about you? Are you in love with him?\Of course, it could just be a one-sided love.\One... One-sided?\No, it can't be... It can't be!\Yume no naka futari de ita yo ne response:	Hoshi tachi ni mamorarete
context: You have got to be kidding me!\I just wanted to thank him.\What about you? Are you in love with him?\Of course, it could just be a one-sided love.\One... One-sided?\No, it can't be... It can't be!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete response:	Tomodachi no toki ni wa ki ni sezu
context: I just wanted to thank him.\What about you? Are you in love with him?\Of course, it could just be a one-sided love.\One... One-sided?\No, it can't be... It can't be!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu response:	Nanigenaku hanashite ita kedo
context: What about you? Are you in love with him?\Of course, it could just be a one-sided love.\One... One-sided?\No, it can't be... It can't be!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo response:	Anata dake ki ni naru shunkan ga atta no
context: Of course, it could just be a one-sided love.\One... One-sided?\No, it can't be... It can't be!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no response:	Motto kirei ni ima sugu naritai
context: One... One-sided?\No, it can't be... It can't be!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai response:	Koi suru to nanika ga kawaru ne
context: No, it can't be... It can't be!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne response:	Me o tojite tashikamete
context: Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne\Me o tojite tashikamete response:	Dakishimeta tokimeki sono mama kono omoi tsutaetai
