context: TS response:	It's coming from beneath?
context: *T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo* response:	*T/L Note: be uncertain ever again
context: tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again response:	*T/L Note: be uncertain ever again
context: *T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again response:	nido to modorenai kako mo ashita kara kate ni shite*
context: *T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite* response:	*T/L Note: The past that can't be written will support me from tomorrow on
context: mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on response:	*T/L Note: The past that can't be written will support me from tomorrow on
context: *T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on response:	sou yatte noriko- ete yuku no sa*
context: *T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa* response:	*T/L Note: I'll overcome it all
context: tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all response:	*T/L Note: I'll overcome it all
context: *T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all response:	sou shite boku wa boku ni naru*
context: *T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru* response:	*T/L Note: and I'll become myself
context: nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru*\*T/L Note: and I'll become myself response:	*T/L Note: and I'll become myself
context: *T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru*\*T/L Note: and I'll become myself\*T/L Note: and I'll become myself response:	sou shite boku wa boku ni naru*
context: *T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru*\*T/L Note: and I'll become myself\*T/L Note: and I'll become myself\sou shite boku wa boku ni naru* response:	Don't repost to any manga readers! You have to sign up for our forum to download!
