context: I'll come to see you, Yurikano... response:	Time for some answers!
context: we meet\again\in Kamogawa\in Kamogawa\Madoka\Is that the one you two...?\We vow...\that we will meet again in Kamogawa some day. response:	You too, Lan!
context: again\in Kamogawa\in Kamogawa\Madoka\Is that the one you two...?\We vow...\that we will meet again in Kamogawa some day.\You too, Lan! response:	Huh?
context: in Kamogawa\in Kamogawa\Madoka\Is that the one you two...?\We vow...\that we will meet again in Kamogawa some day.\You too, Lan!\Huh? response:	All right. I vow too.
context: in Kamogawa\Madoka\Is that the one you two...?\We vow...\that we will meet again in Kamogawa some day.\You too, Lan!\Huh?\All right. I vow too. response:	Good.
context: Madoka\Is that the one you two...?\We vow...\that we will meet again in Kamogawa some day.\You too, Lan!\Huh?\All right. I vow too.\Good. response:	As long as this lock remains here,
context: Is that the one you two...?\We vow...\that we will meet again in Kamogawa some day.\You too, Lan!\Huh?\All right. I vow too.\Good.\As long as this lock remains here, response:	we must honor our vow, no matter what.
context: We vow...\that we will meet again in Kamogawa some day.\You too, Lan!\Huh?\All right. I vow too.\Good.\As long as this lock remains here,\we must honor our vow, no matter what. response:	UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI
context: that we will meet again in Kamogawa some day.\You too, Lan!\Huh?\All right. I vow too.\Good.\As long as this lock remains here,\we must honor our vow, no matter what.\UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI response:	Looks like we made good on our vow, huh?
context: You too, Lan!\Huh?\All right. I vow too.\Good.\As long as this lock remains here,\we must honor our vow, no matter what.\UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI\Looks like we made good on our vow, huh? response:	Yes.
context: Huh?\All right. I vow too.\Good.\As long as this lock remains here,\we must honor our vow, no matter what.\UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI\Looks like we made good on our vow, huh?\Yes. response:	And so!
context: All right. I vow too.\Good.\As long as this lock remains here,\we must honor our vow, no matter what.\UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI\Looks like we made good on our vow, huh?\Yes.\And so! response:	Madoka?
context: Good.\As long as this lock remains here,\we must honor our vow, no matter what.\UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI\Looks like we made good on our vow, huh?\Yes.\And so!\Madoka? response:	I brought the three of us here again because I thought we could make a new vow.
context: As long as this lock remains here,\we must honor our vow, no matter what.\UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI\Looks like we made good on our vow, huh?\Yes.\And so!\Madoka?\I brought the three of us here again because I thought we could make a new vow. response:	A new vow?
context: we must honor our vow, no matter what.\UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI\Looks like we made good on our vow, huh?\Yes.\And so!\Madoka?\I brought the three of us here again because I thought we could make a new vow.\A new vow? response:	What will we vow?
context: UNTIL WE MEET AGAIN IN KAMOGAWA! MADOKA amp; LAN amp; MUGINAMI\Looks like we made good on our vow, huh?\Yes.\And so!\Madoka?\I brought the three of us here again because I thought we could make a new vow.\A new vow?\What will we vow? response:	I'm thinking we should vow never to go to battle using the Vox again.
context: Looks like we made good on our vow, huh?\Yes.\And so!\Madoka?\I brought the three of us here again because I thought we could make a new vow.\A new vow?\What will we vow?\I'm thinking we should vow never to go to battle using the Vox again. response:	Those two made up, right?
context: Yes.\And so!\Madoka?\I brought the three of us here again because I thought we could make a new vow.\A new vow?\What will we vow?\I'm thinking we should vow never to go to battle using the Vox again.\Those two made up, right? response:	There shouldn't be any more reasons to fight.
context: And so!\Madoka?\I brought the three of us here again because I thought we could make a new vow.\A new vow?\What will we vow?\I'm thinking we should vow never to go to battle using the Vox again.\Those two made up, right?\There shouldn't be any more reasons to fight. response:	WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI
context: Madoka?\I brought the three of us here again because I thought we could make a new vow.\A new vow?\What will we vow?\I'm thinking we should vow never to go to battle using the Vox again.\Those two made up, right?\There shouldn't be any more reasons to fight.\WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI response:	that I will never use Midori as a weapon, ever again.
context: I brought the three of us here again because I thought we could make a new vow.\A new vow?\What will we vow?\I'm thinking we should vow never to go to battle using the Vox again.\Those two made up, right?\There shouldn't be any more reasons to fight.\WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI\that I will never use Midori as a weapon, ever again. response:	And I vow that neither Hupo nor I will ever fight again!
context: A new vow?\What will we vow?\I'm thinking we should vow never to go to battle using the Vox again.\Those two made up, right?\There shouldn't be any more reasons to fight.\WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI\that I will never use Midori as a weapon, ever again.\And I vow that neither Hupo nor I will ever fight again! response:	I vow here to use Orca for peace!
context: What will we vow?\I'm thinking we should vow never to go to battle using the Vox again.\Those two made up, right?\There shouldn't be any more reasons to fight.\WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI\that I will never use Midori as a weapon, ever again.\And I vow that neither Hupo nor I will ever fight again!\I vow here to use Orca for peace! response:	And!
context: I'm thinking we should vow never to go to battle using the Vox again.\Those two made up, right?\There shouldn't be any more reasons to fight.\WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI\that I will never use Midori as a weapon, ever again.\And I vow that neither Hupo nor I will ever fight again!\I vow here to use Orca for peace!\And! response:	Until we make good on our vow,
context: Those two made up, right?\There shouldn't be any more reasons to fight.\WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI\that I will never use Midori as a weapon, ever again.\And I vow that neither Hupo nor I will ever fight again!\I vow here to use Orca for peace!\And!\Until we make good on our vow, response:	I will not graduate from the Sweats Club!
context: There shouldn't be any more reasons to fight.\WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI\that I will never use Midori as a weapon, ever again.\And I vow that neither Hupo nor I will ever fight again!\I vow here to use Orca for peace!\And!\Until we make good on our vow,\I will not graduate from the Sweats Club! response:	You sound so gung-ho, Madoka, but with your low grades,
context: WE ARE THE SWEATS CLUB FOREVER MADOKA amp; LAN amp; MUGINAMI\that I will never use Midori as a weapon, ever again.\And I vow that neither Hupo nor I will ever fight again!\I vow here to use Orca for peace!\And!\Until we make good on our vow,\I will not graduate from the Sweats Club!\You sound so gung-ho, Madoka, but with your low grades, response:	isn't there a chance you might not graduate at all?
context: that I will never use Midori as a weapon, ever again.\And I vow that neither Hupo nor I will ever fight again!\I vow here to use Orca for peace!\And!\Until we make good on our vow,\I will not graduate from the Sweats Club!\You sound so gung-ho, Madoka, but with your low grades,\isn't there a chance you might not graduate at all? response:	Huh? How can you say that?!
context: And I vow that neither Hupo nor I will ever fight again!\I vow here to use Orca for peace!\And!\Until we make good on our vow,\I will not graduate from the Sweats Club!\You sound so gung-ho, Madoka, but with your low grades,\isn't there a chance you might not graduate at all?\Huh? How can you say that?! response:	We are
context: I vow here to use Orca for peace!\And!\Until we make good on our vow,\I will not graduate from the Sweats Club!\You sound so gung-ho, Madoka, but with your low grades,\isn't there a chance you might not graduate at all?\Huh? How can you say that?!\We are response:	for
context: And!\Until we make good on our vow,\I will not graduate from the Sweats Club!\You sound so gung-ho, Madoka, but with your low grades,\isn't there a chance you might not graduate at all?\Huh? How can you say that?!\We are\for response:	ever
context: Until we make good on our vow,\I will not graduate from the Sweats Club!\You sound so gung-ho, Madoka, but with your low grades,\isn't there a chance you might not graduate at all?\Huh? How can you say that?!\We are\for\ever response:	the
context: I will not graduate from the Sweats Club!\You sound so gung-ho, Madoka, but with your low grades,\isn't there a chance you might not graduate at all?\Huh? How can you say that?!\We are\for\ever\the response:	SW
context: You sound so gung-ho, Madoka, but with your low grades,\isn't there a chance you might not graduate at all?\Huh? How can you say that?!\We are\for\ever\the\SW response:	EATS
context: isn't there a chance you might not graduate at all?\Huh? How can you say that?!\We are\for\ever\the\SW\EATS response:	CLUB
context: Huh? How can you say that?!\We are\for\ever\the\SW\EATS\CLUB response:	Madoka
context: We are\for\ever\the\SW\EATS\CLUB\Madoka response:	Lan
context: for\ever\the\SW\EATS\CLUB\Madoka\Lan response:	Muginami
context: ever\the\SW\EATS\CLUB\Madoka\Lan\Muginami response:	This is something we've discovered recently.
context: the\SW\EATS\CLUB\Madoka\Lan\Muginami\This is something we've discovered recently. response:	Is this a Vox?
context: SW\EATS\CLUB\Madoka\Lan\Muginami\This is something we've discovered recently.\Is this a Vox? response:	Yes, it's likely.
context: EATS\CLUB\Madoka\Lan\Muginami\This is something we've discovered recently.\Is this a Vox?\Yes, it's likely. response:	We're currently deciphering its origin and the meaning of these ancient characters.
context: CLUB\Madoka\Lan\Muginami\This is something we've discovered recently.\Is this a Vox?\Yes, it's likely.\We're currently deciphering its origin and the meaning of these ancient characters. response:	Sorry to keep you waiting.
context: Madoka\Lan\Muginami\This is something we've discovered recently.\Is this a Vox?\Yes, it's likely.\We're currently deciphering its origin and the meaning of these ancient characters.\Sorry to keep you waiting. response:	He insisted on seeing it with us.
context: Lan\Muginami\This is something we've discovered recently.\Is this a Vox?\Yes, it's likely.\We're currently deciphering its origin and the meaning of these ancient characters.\Sorry to keep you waiting.\He insisted on seeing it with us. response:	I brought a gift for you: milk buns.
context: Muginami\This is something we've discovered recently.\Is this a Vox?\Yes, it's likely.\We're currently deciphering its origin and the meaning of these ancient characters.\Sorry to keep you waiting.\He insisted on seeing it with us.\I brought a gift for you: milk buns. response:	Can you take a look at this?
context: This is something we've discovered recently.\Is this a Vox?\Yes, it's likely.\We're currently deciphering its origin and the meaning of these ancient characters.\Sorry to keep you waiting.\He insisted on seeing it with us.\I brought a gift for you: milk buns.\Can you take a look at this? response:	What's wrong?
context: Is this a Vox?\Yes, it's likely.\We're currently deciphering its origin and the meaning of these ancient characters.\Sorry to keep you waiting.\He insisted on seeing it with us.\I brought a gift for you: milk buns.\Can you take a look at this?\What's wrong? response:	Please excuse me for a moment.
context: Yes, it's likely.\We're currently deciphering its origin and the meaning of these ancient characters.\Sorry to keep you waiting.\He insisted on seeing it with us.\I brought a gift for you: milk buns.\Can you take a look at this?\What's wrong?\Please excuse me for a moment. response:	Continue with the analysis.
context: We're currently deciphering its origin and the meaning of these ancient characters.\Sorry to keep you waiting.\He insisted on seeing it with us.\I brought a gift for you: milk buns.\Can you take a look at this?\What's wrong?\Please excuse me for a moment.\Continue with the analysis. response:	Understood.
context: Sorry to keep you waiting.\He insisted on seeing it with us.\I brought a gift for you: milk buns.\Can you take a look at this?\What's wrong?\Please excuse me for a moment.\Continue with the analysis.\Understood. response:	You know what's written on that stone tablet, don't you?
context: He insisted on seeing it with us.\I brought a gift for you: milk buns.\Can you take a look at this?\What's wrong?\Please excuse me for a moment.\Continue with the analysis.\Understood.\You know what's written on that stone tablet, don't you? response:	It's a... record of my sins.
context: I brought a gift for you: milk buns.\Can you take a look at this?\What's wrong?\Please excuse me for a moment.\Continue with the analysis.\Understood.\You know what's written on that stone tablet, don't you?\It's a... record of my sins. response:	As you know, the Rinne has caused two tragedies in the past.
context: Can you take a look at this?\What's wrong?\Please excuse me for a moment.\Continue with the analysis.\Understood.\You know what's written on that stone tablet, don't you?\It's a... record of my sins.\As you know, the Rinne has caused two tragedies in the past. response:	One is the Tragedy of Militia Zodia, brought about by Yurikano,
context: What's wrong?\Please excuse me for a moment.\Continue with the analysis.\Understood.\You know what's written on that stone tablet, don't you?\It's a... record of my sins.\As you know, the Rinne has caused two tragedies in the past.\One is the Tragedy of Militia Zodia, brought about by Yurikano, response:	when she attempted to seal away her powers.
context: Please excuse me for a moment.\Continue with the analysis.\Understood.\You know what's written on that stone tablet, don't you?\It's a... record of my sins.\As you know, the Rinne has caused two tragedies in the past.\One is the Tragedy of Militia Zodia, brought about by Yurikano,\when she attempted to seal away her powers. response:	The other happened 20,000 years ago...
context: Continue with the analysis.\Understood.\You know what's written on that stone tablet, don't you?\It's a... record of my sins.\As you know, the Rinne has caused two tragedies in the past.\One is the Tragedy of Militia Zodia, brought about by Yurikano,\when she attempted to seal away her powers.\The other happened 20,000 years ago... response:	when the Earth was nearly destroyed when the Rinne blossomed.
context: Understood.\You know what's written on that stone tablet, don't you?\It's a... record of my sins.\As you know, the Rinne has caused two tragedies in the past.\One is the Tragedy of Militia Zodia, brought about by Yurikano,\when she attempted to seal away her powers.\The other happened 20,000 years ago...\when the Earth was nearly destroyed when the Rinne blossomed. response:	The one who caused that tragedy...
context: You know what's written on that stone tablet, don't you?\It's a... record of my sins.\As you know, the Rinne has caused two tragedies in the past.\One is the Tragedy of Militia Zodia, brought about by Yurikano,\when she attempted to seal away her powers.\The other happened 20,000 years ago...\when the Earth was nearly destroyed when the Rinne blossomed.\The one who caused that tragedy... response:	was Queen Maycun.
context: It's a... record of my sins.\As you know, the Rinne has caused two tragedies in the past.\One is the Tragedy of Militia Zodia, brought about by Yurikano,\when she attempted to seal away her powers.\The other happened 20,000 years ago...\when the Earth was nearly destroyed when the Rinne blossomed.\The one who caused that tragedy...\was Queen Maycun. response:	And that would be you.
context: As you know, the Rinne has caused two tragedies in the past.\One is the Tragedy of Militia Zodia, brought about by Yurikano,\when she attempted to seal away her powers.\The other happened 20,000 years ago...\when the Earth was nearly destroyed when the Rinne blossomed.\The one who caused that tragedy...\was Queen Maycun.\And that would be you. response:	Hey, Sweats Club members!
context: One is the Tragedy of Militia Zodia, brought about by Yurikano,\when she attempted to seal away her powers.\The other happened 20,000 years ago...\when the Earth was nearly destroyed when the Rinne blossomed.\The one who caused that tragedy...\was Queen Maycun.\And that would be you.\Hey, Sweats Club members! response:	Yes!
context: when she attempted to seal away her powers.\The other happened 20,000 years ago...\when the Earth was nearly destroyed when the Rinne blossomed.\The one who caused that tragedy...\was Queen Maycun.\And that would be you.\Hey, Sweats Club members!\Yes! response:	Mind helping us out after school today?
context: The other happened 20,000 years ago...\when the Earth was nearly destroyed when the Rinne blossomed.\The one who caused that tragedy...\was Queen Maycun.\And that would be you.\Hey, Sweats Club members!\Yes!\Mind helping us out after school today? response:	Sure. Consider it done!
context: when the Earth was nearly destroyed when the Rinne blossomed.\The one who caused that tragedy...\was Queen Maycun.\And that would be you.\Hey, Sweats Club members!\Yes!\Mind helping us out after school today?\Sure. Consider it done! response:	Our club is back to three members again, so ask away!
context: The one who caused that tragedy...\was Queen Maycun.\And that would be you.\Hey, Sweats Club members!\Yes!\Mind helping us out after school today?\Sure. Consider it done!\Our club is back to three members again, so ask away! response:	That's a big help.
context: was Queen Maycun.\And that would be you.\Hey, Sweats Club members!\Yes!\Mind helping us out after school today?\Sure. Consider it done!\Our club is back to three members again, so ask away!\That's a big help. response:	Just leave it to the Sweats Club! Right?
context: And that would be you.\Hey, Sweats Club members!\Yes!\Mind helping us out after school today?\Sure. Consider it done!\Our club is back to three members again, so ask away!\That's a big help.\Just leave it to the Sweats Club! Right? response:	Woof.
context: Hey, Sweats Club members!\Yes!\Mind helping us out after school today?\Sure. Consider it done!\Our club is back to three members again, so ask away!\That's a big help.\Just leave it to the Sweats Club! Right?\Woof. response:	Roger that!
context: Yes!\Mind helping us out after school today?\Sure. Consider it done!\Our club is back to three members again, so ask away!\That's a big help.\Just leave it to the Sweats Club! Right?\Woof.\Roger that! response:	Perfect!
context: Mind helping us out after school today?\Sure. Consider it done!\Our club is back to three members again, so ask away!\That's a big help.\Just leave it to the Sweats Club! Right?\Woof.\Roger that!\Perfect! response:	What's wrong, Lan?
context: Sure. Consider it done!\Our club is back to three members again, so ask away!\That's a big help.\Just leave it to the Sweats Club! Right?\Woof.\Roger that!\Perfect!\What's wrong, Lan? response:	I felt like I was being watched just now.
context: Our club is back to three members again, so ask away!\That's a big help.\Just leave it to the Sweats Club! Right?\Woof.\Roger that!\Perfect!\What's wrong, Lan?\I felt like I was being watched just now. response:	Could that be the girl who's been around since Days?!
context: That's a big help.\Just leave it to the Sweats Club! Right?\Woof.\Roger that!\Perfect!\What's wrong, Lan?\I felt like I was being watched just now.\Could that be the girl who's been around since Days?! response:	Question! What do you mean by Days?
context: Just leave it to the Sweats Club! Right?\Woof.\Roger that!\Perfect!\What's wrong, Lan?\I felt like I was being watched just now.\Could that be the girl who's been around since Days?!\Question! What do you mean by Days? response:	It refers to Kamogawa Days, also known as episode 12.5.
context: Woof.\Roger that!\Perfect!\What's wrong, Lan?\I felt like I was being watched just now.\Could that be the girl who's been around since Days?!\Question! What do you mean by Days?\It refers to Kamogawa Days, also known as episode 12.5. response:	We've been watched for that long?!
context: Roger that!\Perfect!\What's wrong, Lan?\I felt like I was being watched just now.\Could that be the girl who's been around since Days?!\Question! What do you mean by Days?\It refers to Kamogawa Days, also known as episode 12.5.\We've been watched for that long?! response:	No, you've got it wrong!
context: Perfect!\What's wrong, Lan?\I felt like I was being watched just now.\Could that be the girl who's been around since Days?!\Question! What do you mean by Days?\It refers to Kamogawa Days, also known as episode 12.5.\We've been watched for that long?!\No, you've got it wrong! response:	That's how long she's been in the background.
context: What's wrong, Lan?\I felt like I was being watched just now.\Could that be the girl who's been around since Days?!\Question! What do you mean by Days?\It refers to Kamogawa Days, also known as episode 12.5.\We've been watched for that long?!\No, you've got it wrong!\That's how long she's been in the background. response:	You're not making any sense!
context: I felt like I was being watched just now.\Could that be the girl who's been around since Days?!\Question! What do you mean by Days?\It refers to Kamogawa Days, also known as episode 12.5.\We've been watched for that long?!\No, you've got it wrong!\That's how long she's been in the background.\You're not making any sense! response:	Kamogawa Balloons
context: Could that be the girl who's been around since Days?!\Question! What do you mean by Days?\It refers to Kamogawa Days, also known as episode 12.5.\We've been watched for that long?!\No, you've got it wrong!\That's how long she's been in the background.\You're not making any sense!\Kamogawa Balloons response:	Kamogawa Balloons
