context: A chronic disease I suffer from. response:	I get sleep attacks.
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Bag
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Bag response:	Bag
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Bag\Bag response:	Today's subject
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Bag\Bag\Today's subject response:	Shoe
context: Intense cold\Intense cold\Intense cold\Intense cold\Bag\Bag\Today's subject\Shoe response:	Shoe
context: Intense cold\Intense cold\Intense cold\Bag\Bag\Today's subject\Shoe\Shoe response:	Shoe
context: Intense cold\Intense cold\Bag\Bag\Today's subject\Shoe\Shoe\Shoe response:	Shoe
context: Intense cold\Bag\Bag\Today's subject\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Bag\Bag\Today's subject\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Bag\Today's subject\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Today's subject\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	Shoe
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: Shoe\Shoe\Shoe\Shoe\Shoe\Shoe\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: Shoe\Shoe\Shoe\Shoe\Shoe\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: Shoe\Shoe\Shoe\Shoe\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Shoe\Shoe\Shoe\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: Shoe\Shoe\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Shoe\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
