context: Keep your dog on a response:	leash!
context: Whoa! You can tell too, Tsuruko?\I didn't think it'd be so good.\Really?\What did I tell you?\Jintan! Jintan! The crab will burn!\It's almost like a dessert.\So about Menma's wish...\Yeah, you'll help us out too won't you? response:	Do you believe in it?
context: I didn't think it'd be so good.\Really?\What did I tell you?\Jintan! Jintan! The crab will burn!\It's almost like a dessert.\So about Menma's wish...\Yeah, you'll help us out too won't you?\Do you believe in it? response:	The crab...
context: Really?\What did I tell you?\Jintan! Jintan! The crab will burn!\It's almost like a dessert.\So about Menma's wish...\Yeah, you'll help us out too won't you?\Do you believe in it?\The crab... response:	I think it's OK to believe in it.
context: What did I tell you?\Jintan! Jintan! The crab will burn!\It's almost like a dessert.\So about Menma's wish...\Yeah, you'll help us out too won't you?\Do you believe in it?\The crab...\I think it's OK to believe in it. response:	Oh? Then I will as well.
context: Jintan! Jintan! The crab will burn!\It's almost like a dessert.\So about Menma's wish...\Yeah, you'll help us out too won't you?\Do you believe in it?\The crab...\I think it's OK to believe in it.\Oh? Then I will as well. response:	So you'll do it? Alright, Tsuruko.
context: It's almost like a dessert.\So about Menma's wish...\Yeah, you'll help us out too won't you?\Do you believe in it?\The crab...\I think it's OK to believe in it.\Oh? Then I will as well.\So you'll do it? Alright, Tsuruko. response:	Hey Jintan, the Super Peace Busters...
context: So about Menma's wish...\Yeah, you'll help us out too won't you?\Do you believe in it?\The crab...\I think it's OK to believe in it.\Oh? Then I will as well.\So you'll do it? Alright, Tsuruko.\Hey Jintan, the Super Peace Busters... response:	The Super Peace Busters are the best!
context: Yeah, you'll help us out too won't you?\Do you believe in it?\The crab...\I think it's OK to believe in it.\Oh? Then I will as well.\So you'll do it? Alright, Tsuruko.\Hey Jintan, the Super Peace Busters...\The Super Peace Busters are the best! response:	Super Peace? It's been a while since I've heard that name.
context: Do you believe in it?\The crab...\I think it's OK to believe in it.\Oh? Then I will as well.\So you'll do it? Alright, Tsuruko.\Hey Jintan, the Super Peace Busters...\The Super Peace Busters are the best!\Super Peace? It's been a while since I've heard that name. response:	It's super nostalgic.
context: The crab...\I think it's OK to believe in it.\Oh? Then I will as well.\So you'll do it? Alright, Tsuruko.\Hey Jintan, the Super Peace Busters...\The Super Peace Busters are the best!\Super Peace? It's been a while since I've heard that name.\It's super nostalgic. response:	What are you talking about? We're all still active.
context: I think it's OK to believe in it.\Oh? Then I will as well.\So you'll do it? Alright, Tsuruko.\Hey Jintan, the Super Peace Busters...\The Super Peace Busters are the best!\Super Peace? It's been a while since I've heard that name.\It's super nostalgic.\What are you talking about? We're all still active. response:	Huh? Well, I guess we never did retire.
context: Oh? Then I will as well.\So you'll do it? Alright, Tsuruko.\Hey Jintan, the Super Peace Busters...\The Super Peace Busters are the best!\Super Peace? It's been a while since I've heard that name.\It's super nostalgic.\What are you talking about? We're all still active.\Huh? Well, I guess we never did retire. response:	Don't cry.
context: So you'll do it? Alright, Tsuruko.\Hey Jintan, the Super Peace Busters...\The Super Peace Busters are the best!\Super Peace? It's been a while since I've heard that name.\It's super nostalgic.\What are you talking about? We're all still active.\Huh? Well, I guess we never did retire.\Don't cry. response:	I'm not crying.
context: Hey Jintan, the Super Peace Busters...\The Super Peace Busters are the best!\Super Peace? It's been a while since I've heard that name.\It's super nostalgic.\What are you talking about? We're all still active.\Huh? Well, I guess we never did retire.\Don't cry.\I'm not crying. response:	I'm not.
context: The Super Peace Busters are the best!\Super Peace? It's been a while since I've heard that name.\It's super nostalgic.\What are you talking about? We're all still active.\Huh? Well, I guess we never did retire.\Don't cry.\I'm not crying.\I'm not. response:	With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?
context: Super Peace? It's been a while since I've heard that name.\It's super nostalgic.\What are you talking about? We're all still active.\Huh? Well, I guess we never did retire.\Don't cry.\I'm not crying.\I'm not.\With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back? response:	Yukiatsu!
context: It's super nostalgic.\What are you talking about? We're all still active.\Huh? Well, I guess we never did retire.\Don't cry.\I'm not crying.\I'm not.\With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?\Yukiatsu! response:	It's been a while.
context: What are you talking about? We're all still active.\Huh? Well, I guess we never did retire.\Don't cry.\I'm not crying.\I'm not.\With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?\Yukiatsu!\It's been a while. response:	Oh, it's just Yukiatsu.
context: Huh? Well, I guess we never did retire.\Don't cry.\I'm not crying.\I'm not.\With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?\Yukiatsu!\It's been a while.\Oh, it's just Yukiatsu. response:	You're Anjou, right?
context: Don't cry.\I'm not crying.\I'm not.\With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?\Yukiatsu!\It's been a while.\Oh, it's just Yukiatsu.\You're Anjou, right? response:	That's right. Nice to see you.
context: I'm not crying.\I'm not.\With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?\Yukiatsu!\It's been a while.\Oh, it's just Yukiatsu.\You're Anjou, right?\That's right. Nice to see you. response:	I brought vegetables and ribs.
context: I'm not.\With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?\Yukiatsu!\It's been a while.\Oh, it's just Yukiatsu.\You're Anjou, right?\That's right. Nice to see you.\I brought vegetables and ribs. response:	And some herbal salt and olive oil.
context: With things the way they are, do you think maybe Menma will get nostalgic too and suddenly come back?\Yukiatsu!\It's been a while.\Oh, it's just Yukiatsu.\You're Anjou, right?\That's right. Nice to see you.\I brought vegetables and ribs.\And some herbal salt and olive oil. response:	You're the man, Yukiatsu!
context: Yukiatsu!\It's been a while.\Oh, it's just Yukiatsu.\You're Anjou, right?\That's right. Nice to see you.\I brought vegetables and ribs.\And some herbal salt and olive oil.\You're the man, Yukiatsu! response:	So you came after all.
context: It's been a while.\Oh, it's just Yukiatsu.\You're Anjou, right?\That's right. Nice to see you.\I brought vegetables and ribs.\And some herbal salt and olive oil.\You're the man, Yukiatsu!\So you came after all. response:	You're so unlike a certain useless woman here...
context: Oh, it's just Yukiatsu.\You're Anjou, right?\That's right. Nice to see you.\I brought vegetables and ribs.\And some herbal salt and olive oil.\You're the man, Yukiatsu!\So you came after all.\You're so unlike a certain useless woman here... response:	What did you say?
context: You're Anjou, right?\That's right. Nice to see you.\I brought vegetables and ribs.\And some herbal salt and olive oil.\You're the man, Yukiatsu!\So you came after all.\You're so unlike a certain useless woman here...\What did you say? response:	But you really scared me there. I thought it was Menma...
context: That's right. Nice to see you.\I brought vegetables and ribs.\And some herbal salt and olive oil.\You're the man, Yukiatsu!\So you came after all.\You're so unlike a certain useless woman here...\What did you say?\But you really scared me there. I thought it was Menma... response:	I saw Menma a little earlier.
context: I brought vegetables and ribs.\And some herbal salt and olive oil.\You're the man, Yukiatsu!\So you came after all.\You're so unlike a certain useless woman here...\What did you say?\But you really scared me there. I thought it was Menma...\I saw Menma a little earlier. response:	No way!
context: And some herbal salt and olive oil.\You're the man, Yukiatsu!\So you came after all.\You're so unlike a certain useless woman here...\What did you say?\But you really scared me there. I thought it was Menma...\I saw Menma a little earlier.\No way! response:	Are you serious?
context: You're the man, Yukiatsu!\So you came after all.\You're so unlike a certain useless woman here...\What did you say?\But you really scared me there. I thought it was Menma...\I saw Menma a little earlier.\No way!\Are you serious? response:	Where was she? Where's Menma?
context: So you came after all.\You're so unlike a certain useless woman here...\What did you say?\But you really scared me there. I thought it was Menma...\I saw Menma a little earlier.\No way!\Are you serious?\Where was she? Where's Menma? response:	Over there by the stream.
context: You're so unlike a certain useless woman here...\What did you say?\But you really scared me there. I thought it was Menma...\I saw Menma a little earlier.\No way!\Are you serious?\Where was she? Where's Menma?\Over there by the stream. response:	Cool! Let's go, Jintan!
context: What did you say?\But you really scared me there. I thought it was Menma...\I saw Menma a little earlier.\No way!\Are you serious?\Where was she? Where's Menma?\Over there by the stream.\Cool! Let's go, Jintan! response:	Hey.
context: But you really scared me there. I thought it was Menma...\I saw Menma a little earlier.\No way!\Are you serious?\Where was she? Where's Menma?\Over there by the stream.\Cool! Let's go, Jintan!\Hey. response:	Wait for me!
context: I saw Menma a little earlier.\No way!\Are you serious?\Where was she? Where's Menma?\Over there by the stream.\Cool! Let's go, Jintan!\Hey.\Wait for me! response:	Those guys...
context: No way!\Are you serious?\Where was she? Where's Menma?\Over there by the stream.\Cool! Let's go, Jintan!\Hey.\Wait for me!\Those guys... response:	Looks like it wasn't just you.
context: Are you serious?\Where was she? Where's Menma?\Over there by the stream.\Cool! Let's go, Jintan!\Hey.\Wait for me!\Those guys...\Looks like it wasn't just you. response:	What are you talking about?
context: Where was she? Where's Menma?\Over there by the stream.\Cool! Let's go, Jintan!\Hey.\Wait for me!\Those guys...\Looks like it wasn't just you.\What are you talking about? response:	Being able to see Menma.
context: Over there by the stream.\Cool! Let's go, Jintan!\Hey.\Wait for me!\Those guys...\Looks like it wasn't just you.\What are you talking about?\Being able to see Menma. response:	If everyone is around... it's fun.
