context: It really is you, Kirino! response:	Ayase...
context: Wha-wha-wha\What kind of crazy talk are you\We in love with each other!\That's why we've been gathering tales of forbidden love!\If I hadn't found that, I would never have realized my feelings for Kirino.\Our relationship would have been frozen over forever!\Kirino's hobby has repaired the bonds between us that were broken!\We were able to become true siblings through it! response:	You think we'd let anyone deny these feelings?
context: What kind of crazy talk are you\We in love with each other!\That's why we've been gathering tales of forbidden love!\If I hadn't found that, I would never have realized my feelings for Kirino.\Our relationship would have been frozen over forever!\Kirino's hobby has repaired the bonds between us that were broken!\We were able to become true siblings through it!\You think we'd let anyone deny these feelings? response:	Listen up, and listen well.
context: We in love with each other!\That's why we've been gathering tales of forbidden love!\If I hadn't found that, I would never have realized my feelings for Kirino.\Our relationship would have been frozen over forever!\Kirino's hobby has repaired the bonds between us that were broken!\We were able to become true siblings through it!\You think we'd let anyone deny these feelings?\Listen up, and listen well. response:	I love my sister!
context: That's why we've been gathering tales of forbidden love!\If I hadn't found that, I would never have realized my feelings for Kirino.\Our relationship would have been frozen over forever!\Kirino's hobby has repaired the bonds between us that were broken!\We were able to become true siblings through it!\You think we'd let anyone deny these feelings?\Listen up, and listen well.\I love my sister! response:	Kirino, let's make up right now.
context: If I hadn't found that, I would never have realized my feelings for Kirino.\Our relationship would have been frozen over forever!\Kirino's hobby has repaired the bonds between us that were broken!\We were able to become true siblings through it!\You think we'd let anyone deny these feelings?\Listen up, and listen well.\I love my sister!\Kirino, let's make up right now. response:	Ayase?
context: Our relationship would have been frozen over forever!\Kirino's hobby has repaired the bonds between us that were broken!\We were able to become true siblings through it!\You think we'd let anyone deny these feelings?\Listen up, and listen well.\I love my sister!\Kirino, let's make up right now.\Ayase? response:	This wasn't the time to be fighting about something as silly as what's filthy or disgusting.
context: Kirino's hobby has repaired the bonds between us that were broken!\We were able to become true siblings through it!\You think we'd let anyone deny these feelings?\Listen up, and listen well.\I love my sister!\Kirino, let's make up right now.\Ayase?\This wasn't the time to be fighting about something as silly as what's filthy or disgusting. response:	I'm so sorry I never realized it.
context: We were able to become true siblings through it!\You think we'd let anyone deny these feelings?\Listen up, and listen well.\I love my sister!\Kirino, let's make up right now.\Ayase?\This wasn't the time to be fighting about something as silly as what's filthy or disgusting.\I'm so sorry I never realized it. response:	Get away from her, you freak!
context: You think we'd let anyone deny these feelings?\Listen up, and listen well.\I love my sister!\Kirino, let's make up right now.\Ayase?\This wasn't the time to be fighting about something as silly as what's filthy or disgusting.\I'm so sorry I never realized it.\Get away from her, you freak! response:	Um... who?
context: Listen up, and listen well.\I love my sister!\Kirino, let's make up right now.\Ayase?\This wasn't the time to be fighting about something as silly as what's filthy or disgusting.\I'm so sorry I never realized it.\Get away from her, you freak!\Um... who? response:	Shut up! Don't talk, you freak!
context: I love my sister!\Kirino, let's make up right now.\Ayase?\This wasn't the time to be fighting about something as silly as what's filthy or disgusting.\I'm so sorry I never realized it.\Get away from her, you freak!\Um... who?\Shut up! Don't talk, you freak! response:	You were the root of all the evil!
context: Kirino, let's make up right now.\Ayase?\This wasn't the time to be fighting about something as silly as what's filthy or disgusting.\I'm so sorry I never realized it.\Get away from her, you freak!\Um... who?\Shut up! Don't talk, you freak!\You were the root of all the evil! response:	Don't ever touch my best friend again!
context: Ayase?\This wasn't the time to be fighting about something as silly as what's filthy or disgusting.\I'm so sorry I never realized it.\Get away from her, you freak!\Um... who?\Shut up! Don't talk, you freak!\You were the root of all the evil!\Don't ever touch my best friend again! response:	A-Ayase...
context: This wasn't the time to be fighting about something as silly as what's filthy or disgusting.\I'm so sorry I never realized it.\Get away from her, you freak!\Um... who?\Shut up! Don't talk, you freak!\You were the root of all the evil!\Don't ever touch my best friend again!\A-Ayase... response:	I'll protect you.
context: I'm so sorry I never realized it.\Get away from her, you freak!\Um... who?\Shut up! Don't talk, you freak!\You were the root of all the evil!\Don't ever touch my best friend again!\A-Ayase...\I'll protect you. response:	Let's go, Kirino.
context: Get away from her, you freak!\Um... who?\Shut up! Don't talk, you freak!\You were the root of all the evil!\Don't ever touch my best friend again!\A-Ayase...\I'll protect you.\Let's go, Kirino. response:	Just as planned.
context: Um... who?\Shut up! Don't talk, you freak!\You were the root of all the evil!\Don't ever touch my best friend again!\A-Ayase...\I'll protect you.\Let's go, Kirino.\Just as planned. response:	Mr. Lying Brother,
context: Shut up! Don't talk, you freak!\You were the root of all the evil!\Don't ever touch my best friend again!\A-Ayase...\I'll protect you.\Let's go, Kirino.\Just as planned.\Mr. Lying Brother, response:	Your pervertedness has allowed me and Kirino to make up.
context: You were the root of all the evil!\Don't ever touch my best friend again!\A-Ayase...\I'll protect you.\Let's go, Kirino.\Just as planned.\Mr. Lying Brother,\Your pervertedness has allowed me and Kirino to make up. response:	But if you do anything indecent to Kirino, I will beat you to death.
context: Don't ever touch my best friend again!\A-Ayase...\I'll protect you.\Let's go, Kirino.\Just as planned.\Mr. Lying Brother,\Your pervertedness has allowed me and Kirino to make up.\But if you do anything indecent to Kirino, I will beat you to death. response:	I'm back.
context: A-Ayase...\I'll protect you.\Let's go, Kirino.\Just as planned.\Mr. Lying Brother,\Your pervertedness has allowed me and Kirino to make up.\But if you do anything indecent to Kirino, I will beat you to death.\I'm back. response:	Don't worry.
context: I'll protect you.\Let's go, Kirino.\Just as planned.\Mr. Lying Brother,\Your pervertedness has allowed me and Kirino to make up.\But if you do anything indecent to Kirino, I will beat you to death.\I'm back.\Don't worry. response:	He hasn't done anything you have to worry about.
context: Let's go, Kirino.\Just as planned.\Mr. Lying Brother,\Your pervertedness has allowed me and Kirino to make up.\But if you do anything indecent to Kirino, I will beat you to death.\I'm back.\Don't worry.\He hasn't done anything you have to worry about. response:	Thanks, Ayase.
context: Just as planned.\Mr. Lying Brother,\Your pervertedness has allowed me and Kirino to make up.\But if you do anything indecent to Kirino, I will beat you to death.\I'm back.\Don't worry.\He hasn't done anything you have to worry about.\Thanks, Ayase. response:	See you at school.
context: Mr. Lying Brother,\Your pervertedness has allowed me and Kirino to make up.\But if you do anything indecent to Kirino, I will beat you to death.\I'm back.\Don't worry.\He hasn't done anything you have to worry about.\Thanks, Ayase.\See you at school. response:	Hey.
context: Your pervertedness has allowed me and Kirino to make up.\But if you do anything indecent to Kirino, I will beat you to death.\I'm back.\Don't worry.\He hasn't done anything you have to worry about.\Thanks, Ayase.\See you at school.\Hey. response:	Are you planning to just keep my computer?
context: But if you do anything indecent to Kirino, I will beat you to death.\I'm back.\Don't worry.\He hasn't done anything you have to worry about.\Thanks, Ayase.\See you at school.\Hey.\Are you planning to just keep my computer? response:	I'm not!
context: I'm back.\Don't worry.\He hasn't done anything you have to worry about.\Thanks, Ayase.\See you at school.\Hey.\Are you planning to just keep my computer?\I'm not! response:	I'll bring it to your room later, happy?
context: Don't worry.\He hasn't done anything you have to worry about.\Thanks, Ayase.\See you at school.\Hey.\Are you planning to just keep my computer?\I'm not!\I'll bring it to your room later, happy? response:	Huh? What are you talking about?
context: He hasn't done anything you have to worry about.\Thanks, Ayase.\See you at school.\Hey.\Are you planning to just keep my computer?\I'm not!\I'll bring it to your room later, happy?\Huh? What are you talking about? response:	Bring it here.
context: Thanks, Ayase.\See you at school.\Hey.\Are you planning to just keep my computer?\I'm not!\I'll bring it to your room later, happy?\Huh? What are you talking about?\Bring it here. response:	We're playing.
context: See you at school.\Hey.\Are you planning to just keep my computer?\I'm not!\I'll bring it to your room later, happy?\Huh? What are you talking about?\Bring it here.\We're playing. response:	I'm going to kick your butt.
context: Hey.\Are you planning to just keep my computer?\I'm not!\I'll bring it to your room later, happy?\Huh? What are you talking about?\Bring it here.\We're playing.\I'm going to kick your butt. response:	< Preview >
context: Are you planning to just keep my computer?\I'm not!\I'll bring it to your room later, happy?\Huh? What are you talking about?\Bring it here.\We're playing.\I'm going to kick your butt.\< Preview > response:	There's No Way My Childhood Friend Could Be This Cute
context: I'm not!\I'll bring it to your room later, happy?\Huh? What are you talking about?\Bring it here.\We're playing.\I'm going to kick your butt.\< Preview >\There's No Way My Childhood Friend Could Be This Cute response:	H HO
context: I'll bring it to your room later, happy?\Huh? What are you talking about?\Bring it here.\We're playing.\I'm going to kick your butt.\< Preview >\There's No Way My Childhood Friend Could Be This Cute\H HO response:	HO O
context: Huh? What are you talking about?\Bring it here.\We're playing.\I'm going to kick your butt.\< Preview >\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O response:	sonna yasashiku shinai de donna kao sureba ii no
context: Bring it here.\We're playing.\I'm going to kick your butt.\< Preview >\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no response:	tsumikasaneta kotoba de mienaiyo kimi no yokogao
context: We're playing.\I'm going to kick your butt.\< Preview >\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: I'm going to kick your butt.\< Preview >\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki surechigai ni iji hatte tsukarechau
context: < Preview >\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso demo ugokenakunatteru
context: sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kai? kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up, I can't even see your face
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we miss
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss response:	Maybe we're close? I just can't figure out
context: tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	Is this the end for our story? I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile response:	ED
context: Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED response:	hoshi sae nemuru mayonaka no niji
context: Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\hoshi sae nemuru mayonaka no niji response:	dare mo ienai himitsu no jikan
context: Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\hoshi sae nemuru mayonaka no niji\dare mo ienai himitsu no jikan response:	ashita no asayakezora no orenji
context: Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\hoshi sae nemuru mayonaka no niji\dare mo ienai himitsu no jikan\ashita no asayakezora no orenji response:	kitto atashi no kami to onaji
context: With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\hoshi sae nemuru mayonaka no niji\dare mo ienai himitsu no jikan\ashita no asayakezora no orenji\kitto atashi no kami to onaji response:	itsuka donna kimochi wo wakariaeru
context: I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\hoshi sae nemuru mayonaka no niji\dare mo ienai himitsu no jikan\ashita no asayakezora no orenji\kitto atashi no kami to onaji\itsuka donna kimochi wo wakariaeru response:	sonna hito ga dekitara ii na
context: Is this the end for our story? I want you to see my smile\ED\hoshi sae nemuru mayonaka no niji\dare mo ienai himitsu no jikan\ashita no asayakezora no orenji\kitto atashi no kami to onaji\itsuka donna kimochi wo wakariaeru\sonna hito ga dekitara ii na response:	OO
context: ED\hoshi sae nemuru mayonaka no niji\dare mo ienai himitsu no jikan\ashita no asayakezora no orenji\kitto atashi no kami to onaji\itsuka donna kimochi wo wakariaeru\sonna hito ga dekitara ii na\OO response:	HD
context: hoshi sae nemuru mayonaka no niji\dare mo ienai himitsu no jikan\ashita no asayakezora no orenji\kitto atashi no kami to onaji\itsuka donna kimochi wo wakariaeru\sonna hito ga dekitara ii na\OO\HD response:	HS
context: dare mo ienai himitsu no jikan\ashita no asayakezora no orenji\kitto atashi no kami to onaji\itsuka donna kimochi wo wakariaeru\sonna hito ga dekitara ii na\OO\HD\HS response:	Two in the morning, the stars are all asleep
context: ashita no asayakezora no orenji\kitto atashi no kami to onaji\itsuka donna kimochi wo wakariaeru\sonna hito ga dekitara ii na\OO\HD\HS\Two in the morning, the stars are all asleep response:	I'm thinking about a secret I can't tell
context: kitto atashi no kami to onaji\itsuka donna kimochi wo wakariaeru\sonna hito ga dekitara ii na\OO\HD\HS\Two in the morning, the stars are all asleep\I'm thinking about a secret I can't tell response:	The sky tomorrow at sunrise will be orange
context: itsuka donna kimochi wo wakariaeru\sonna hito ga dekitara ii na\OO\HD\HS\Two in the morning, the stars are all asleep\I'm thinking about a secret I can't tell\The sky tomorrow at sunrise will be orange response:	I know it'll be just like my hair
context: sonna hito ga dekitara ii na\OO\HD\HS\Two in the morning, the stars are all asleep\I'm thinking about a secret I can't tell\The sky tomorrow at sunrise will be orange\I know it'll be just like my hair response:	How nice if one day I can find
context: OO\HD\HS\Two in the morning, the stars are all asleep\I'm thinking about a secret I can't tell\The sky tomorrow at sunrise will be orange\I know it'll be just like my hair\How nice if one day I can find response:	Someone who'll understand me
context: HD\HS\Two in the morning, the stars are all asleep\I'm thinking about a secret I can't tell\The sky tomorrow at sunrise will be orange\I know it'll be just like my hair\How nice if one day I can find\Someone who'll understand me response:	TS
context: HS\Two in the morning, the stars are all asleep\I'm thinking about a secret I can't tell\The sky tomorrow at sunrise will be orange\I know it'll be just like my hair\How nice if one day I can find\Someone who'll understand me\TS response:	Mazui Presents
context: Two in the morning, the stars are all asleep\I'm thinking about a secret I can't tell\The sky tomorrow at sunrise will be orange\I know it'll be just like my hair\How nice if one day I can find\Someone who'll understand me\TS\Mazui Presents response:	There's No Way My Little Sister 0000 can be This Cute
context: I'm thinking about a secret I can't tell\The sky tomorrow at sunrise will be orange\I know it'll be just like my hair\How nice if one day I can find\Someone who'll understand me\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Little Sister's Best Friend can be this
context: The sky tomorrow at sunrise will be orange\I know it'll be just like my hair\How nice if one day I can find\Someone who'll understand me\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this response:	New term
context: I know it'll be just like my hair\How nice if one day I can find\Someone who'll understand me\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\New term response:	New term
context: How nice if one day I can find\Someone who'll understand me\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\New term\New term response:	New term
context: Someone who'll understand me\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\New term\New term\New term response:	New term
context: TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\New term\New term\New term\New term response:	New term
context: Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\New term\New term\New term\New term\New term response:	SisCa ly incident
context: There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\New term\New term\New term\New term\New term\SisCa ly incident response:	SisCal y incident
context: There's No Way My Little Sister's Best Friend can be this\New term\New term\New term\New term\New term\SisCa ly incident\SisCal y incident response:	SisCaly incident
context: New term\New term\New term\New term\New term\SisCa ly incident\SisCal y incident\SisCaly incident response:	SisCaly in cident
context: New term\New term\New term\New term\SisCa ly incident\SisCal y incident\SisCaly incident\SisCaly in cident response:	SisCaly inc ident
context: New term\New term\New term\SisCa ly incident\SisCal y incident\SisCaly incident\SisCaly in cident\SisCaly inc ident response:	SisCaly inci dent
context: New term\New term\SisCa ly incident\SisCal y incident\SisCaly incident\SisCaly in cident\SisCaly inc ident\SisCaly inci dent response:	SisCaly incid ent
context: New term\SisCa ly incident\SisCal y incident\SisCaly incident\SisCaly in cident\SisCaly inc ident\SisCaly inci dent\SisCaly incid ent response:	SisCaly incide nt
context: SisCa ly incident\SisCal y incident\SisCaly incident\SisCaly in cident\SisCaly inc ident\SisCaly inci dent\SisCaly incid ent\SisCaly incide nt response:	SisCaly inciden t
context: SisCal y incident\SisCaly incident\SisCaly in cident\SisCaly inc ident\SisCaly inci dent\SisCaly incid ent\SisCaly incide nt\SisCaly inciden t response:	SisCaly incident
context: SisCaly incident\SisCaly in cident\SisCaly inc ident\SisCaly inci dent\SisCaly incid ent\SisCaly incide nt\SisCaly inciden t\SisCaly incident response:	Title: Psychopath Attacks Girl, Imitating Popular Game
context: SisCaly in cident\SisCaly inc ident\SisCaly inci dent\SisCaly incid ent\SisCaly incide nt\SisCaly inciden t\SisCaly incident\Title: Psychopath Attacks Girl, Imitating Popular Game response:	Title: Culprit Statement:'I wanted to mimic the game'
context: SisCaly inc ident\SisCaly inci dent\SisCaly incid ent\SisCaly incide nt\SisCaly inciden t\SisCaly incident\Title: Psychopath Attacks Girl, Imitating Popular Game\Title: Culprit Statement:'I wanted to mimic the game' response:	Title: Another Game Copycat Crime, Otaku Numbers Still Growing
context: SisCaly inci dent\SisCaly incid ent\SisCaly incide nt\SisCaly inciden t\SisCaly incident\Title: Psychopath Attacks Girl, Imitating Popular Game\Title: Culprit Statement:'I wanted to mimic the game'\Title: Another Game Copycat Crime, Otaku Numbers Still Growing response:	All otaku should die
context: SisCaly incid ent\SisCaly incide nt\SisCaly inciden t\SisCaly incident\Title: Psychopath Attacks Girl, Imitating Popular Game\Title: Culprit Statement:'I wanted to mimic the game'\Title: Another Game Copycat Crime, Otaku Numbers Still Growing\All otaku should die response:	Make those games and manga illegal
context: SisCaly incide nt\SisCaly inciden t\SisCaly incident\Title: Psychopath Attacks Girl, Imitating Popular Game\Title: Culprit Statement:'I wanted to mimic the game'\Title: Another Game Copycat Crime, Otaku Numbers Still Growing\All otaku should die\Make those games and manga illegal response:	Aragaki Ayase
context: SisCaly inciden t\SisCaly incident\Title: Psychopath Attacks Girl, Imitating Popular Game\Title: Culprit Statement:'I wanted to mimic the game'\Title: Another Game Copycat Crime, Otaku Numbers Still Growing\All otaku should die\Make those games and manga illegal\Aragaki Ayase response:	Call time
context: SisCaly incident\Title: Psychopath Attacks Girl, Imitating Popular Game\Title: Culprit Statement:'I wanted to mimic the game'\Title: Another Game Copycat Crime, Otaku Numbers Still Growing\All otaku should die\Make those games and manga illegal\Aragaki Ayase\Call time response:	There's No Way My Childhood Friend Can Be This Cute
