context: Everyone's ready. response:	Man, we have exams coming up,
context: That sounds like Futaro, though.\What do we do now, though?\Wait, there's more.\Two?\Does he mean me?\I'm not going to teach cheaters.\I'm not going to teach cheaters.\You have to get there yourselves from now on. response:	You have to get there yourselves from now on.
context: What do we do now, though?\Wait, there's more.\Two?\Does he mean me?\I'm not going to teach cheaters.\I'm not going to teach cheaters.\You have to get there yourselves from now on.\You have to get there yourselves from now on. response:	I'm glad I'm finally done with this hell job.
context: Wait, there's more.\Two?\Does he mean me?\I'm not going to teach cheaters.\I'm not going to teach cheaters.\You have to get there yourselves from now on.\You have to get there yourselves from now on.\I'm glad I'm finally done with this hell job. response:	I'm glad I'm finally done with this hell job.
context: Two?\Does he mean me?\I'm not going to teach cheaters.\I'm not going to teach cheaters.\You have to get there yourselves from now on.\You have to get there yourselves from now on.\I'm glad I'm finally done with this hell job.\I'm glad I'm finally done with this hell job. response:	Itsuki?
context: Does he mean me?\I'm not going to teach cheaters.\I'm not going to teach cheaters.\You have to get there yourselves from now on.\You have to get there yourselves from now on.\I'm glad I'm finally done with this hell job.\I'm glad I'm finally done with this hell job.\Itsuki? response:	But it was a pretty fun hell. Later.
context: I'm not going to teach cheaters.\I'm not going to teach cheaters.\You have to get there yourselves from now on.\You have to get there yourselves from now on.\I'm glad I'm finally done with this hell job.\I'm glad I'm finally done with this hell job.\Itsuki?\But it was a pretty fun hell. Later. response:	But it was a pretty fun hell. Later.
context: I'm not going to teach cheaters.\You have to get there yourselves from now on.\You have to get there yourselves from now on.\I'm glad I'm finally done with this hell job.\I'm glad I'm finally done with this hell job.\Itsuki?\But it was a pretty fun hell. Later.\But it was a pretty fun hell. Later. response:	I still want Uesugi-san to teach me.
context: You have to get there yourselves from now on.\You have to get there yourselves from now on.\I'm glad I'm finally done with this hell job.\I'm glad I'm finally done with this hell job.\Itsuki?\But it was a pretty fun hell. Later.\But it was a pretty fun hell. Later.\I still want Uesugi-san to teach me. response:	So do I.
context: You have to get there yourselves from now on.\I'm glad I'm finally done with this hell job.\I'm glad I'm finally done with this hell job.\Itsuki?\But it was a pretty fun hell. Later.\But it was a pretty fun hell. Later.\I still want Uesugi-san to teach me.\So do I. response:	I need Futaro.
context: I'm glad I'm finally done with this hell job.\I'm glad I'm finally done with this hell job.\Itsuki?\But it was a pretty fun hell. Later.\But it was a pretty fun hell. Later.\I still want Uesugi-san to teach me.\So do I.\I need Futaro. response:	But he can't come here anymore.
context: I'm glad I'm finally done with this hell job.\Itsuki?\But it was a pretty fun hell. Later.\But it was a pretty fun hell. Later.\I still want Uesugi-san to teach me.\So do I.\I need Futaro.\But he can't come here anymore. response:	There's nothing we can do.
context: Itsuki?\But it was a pretty fun hell. Later.\But it was a pretty fun hell. Later.\I still want Uesugi-san to teach me.\So do I.\I need Futaro.\But he can't come here anymore.\There's nothing we can do. response:	Guys, can I?
context: But it was a pretty fun hell. Later.\But it was a pretty fun hell. Later.\I still want Uesugi-san to teach me.\So do I.\I need Futaro.\But he can't come here anymore.\There's nothing we can do.\Guys, can I? response:	I have an idea.
context: But it was a pretty fun hell. Later.\I still want Uesugi-san to teach me.\So do I.\I need Futaro.\But he can't come here anymore.\There's nothing we can do.\Guys, can I?\I have an idea. response:	Oh? What's the matter?
context: I still want Uesugi-san to teach me.\So do I.\I need Futaro.\But he can't come here anymore.\There's nothing we can do.\Guys, can I?\I have an idea.\Oh? What's the matter? response:	Please, Ebata-san, give us a hand.
context: So do I.\I need Futaro.\But he can't come here anymore.\There's nothing we can do.\Guys, can I?\I have an idea.\Oh? What's the matter?\Please, Ebata-san, give us a hand. response:	You've grown up so much.
context: I need Futaro.\But he can't come here anymore.\There's nothing we can do.\Guys, can I?\I have an idea.\Oh? What's the matter?\Please, Ebata-san, give us a hand.\You've grown up so much. response:	Closing Ceremony
context: But he can't come here anymore.\There's nothing we can do.\Guys, can I?\I have an idea.\Oh? What's the matter?\Please, Ebata-san, give us a hand.\You've grown up so much.\Closing Ceremony response:	Merry Christmas!
context: There's nothing we can do.\Guys, can I?\I have an idea.\Oh? What's the matter?\Please, Ebata-san, give us a hand.\You've grown up so much.\Closing Ceremony\Merry Christmas! response:	Would you like to buy some cake?
context: Guys, can I?\I have an idea.\Oh? What's the matter?\Please, Ebata-san, give us a hand.\You've grown up so much.\Closing Ceremony\Merry Christmas!\Would you like to buy some cake? response:	Pardon me.
context: I have an idea.\Oh? What's the matter?\Please, Ebata-san, give us a hand.\You've grown up so much.\Closing Ceremony\Merry Christmas!\Would you like to buy some cake?\Pardon me. response:	Yes?
context: Oh? What's the matter?\Please, Ebata-san, give us a hand.\You've grown up so much.\Closing Ceremony\Merry Christmas!\Would you like to buy some cake?\Pardon me.\Yes? response:	It's you all!
context: Please, Ebata-san, give us a hand.\You've grown up so much.\Closing Ceremony\Merry Christmas!\Would you like to buy some cake?\Pardon me.\Yes?\It's you all! response:	Do you deliver cakes?
context: You've grown up so much.\Closing Ceremony\Merry Christmas!\Would you like to buy some cake?\Pardon me.\Yes?\It's you all!\Do you deliver cakes? response:	We'd like one delivered to our home.
context: Closing Ceremony\Merry Christmas!\Would you like to buy some cake?\Pardon me.\Yes?\It's you all!\Do you deliver cakes?\We'd like one delivered to our home. response:	What?
context: Merry Christmas!\Would you like to buy some cake?\Pardon me.\Yes?\It's you all!\Do you deliver cakes?\We'd like one delivered to our home.\What? response:	We don't do deliveries.
context: Would you like to buy some cake?\Pardon me.\Yes?\It's you all!\Do you deliver cakes?\We'd like one delivered to our home.\What?\We don't do deliveries. response:	Uesugi-kun.
context: Pardon me.\Yes?\It's you all!\Do you deliver cakes?\We'd like one delivered to our home.\What?\We don't do deliveries.\Uesugi-kun. response:	I'll handle it from here.
context: Yes?\It's you all!\Do you deliver cakes?\We'd like one delivered to our home.\What?\We don't do deliveries.\Uesugi-kun.\I'll handle it from here. response:	You should go.
context: It's you all!\Do you deliver cakes?\We'd like one delivered to our home.\What?\We don't do deliveries.\Uesugi-kun.\I'll handle it from here.\You should go. response:	Wait, Boss!
context: Do you deliver cakes?\We'd like one delivered to our home.\What?\We don't do deliveries.\Uesugi-kun.\I'll handle it from here.\You should go.\Wait, Boss! response:	I don't...
context: We'd like one delivered to our home.\What?\We don't do deliveries.\Uesugi-kun.\I'll handle it from here.\You should go.\Wait, Boss!\I don't... response:	Uesugi-kun.
context: What?\We don't do deliveries.\Uesugi-kun.\I'll handle it from here.\You should go.\Wait, Boss!\I don't...\Uesugi-kun. response:	Merry Christmas.
context: We don't do deliveries.\Uesugi-kun.\I'll handle it from here.\You should go.\Wait, Boss!\I don't...\Uesugi-kun.\Merry Christmas. response:	Hey.
context: Uesugi-kun.\I'll handle it from here.\You should go.\Wait, Boss!\I don't...\Uesugi-kun.\Merry Christmas.\Hey. response:	This isn't the way to your place.
context: I'll handle it from here.\You should go.\Wait, Boss!\I don't...\Uesugi-kun.\Merry Christmas.\Hey.\This isn't the way to your place. response:	No, it's not.
context: You should go.\Wait, Boss!\I don't...\Uesugi-kun.\Merry Christmas.\Hey.\This isn't the way to your place.\No, it's not. response:	This way.
context: Wait, Boss!\I don't...\Uesugi-kun.\Merry Christmas.\Hey.\This isn't the way to your place.\No, it's not.\This way. response:	Hey, I'm sorry I didn't tell you I was quitting.
context: I don't...\Uesugi-kun.\Merry Christmas.\Hey.\This isn't the way to your place.\No, it's not.\This way.\Hey, I'm sorry I didn't tell you I was quitting. response:	But I can't go back to tutoring anymore.
context: Uesugi-kun.\Merry Christmas.\Hey.\This isn't the way to your place.\No, it's not.\This way.\Hey, I'm sorry I didn't tell you I was quitting.\But I can't go back to tutoring anymore. response:	Look at this.
context: Merry Christmas.\Hey.\This isn't the way to your place.\No, it's not.\This way.\Hey, I'm sorry I didn't tell you I was quitting.\But I can't go back to tutoring anymore.\Look at this. response:	This is our new tutor.
context: Hey.\This isn't the way to your place.\No, it's not.\This way.\Hey, I'm sorry I didn't tell you I was quitting.\But I can't go back to tutoring anymore.\Look at this.\This is our new tutor. response:	We wanted you to see this.
context: This isn't the way to your place.\No, it's not.\This way.\Hey, I'm sorry I didn't tell you I was quitting.\But I can't go back to tutoring anymore.\Look at this.\This is our new tutor.\We wanted you to see this. response:	Y-Yeah? I'm glad it didn't take too long to find a new one.
context: No, it's not.\This way.\Hey, I'm sorry I didn't tell you I was quitting.\But I can't go back to tutoring anymore.\Look at this.\This is our new tutor.\We wanted you to see this.\Y-Yeah? I'm glad it didn't take too long to find a new one. response:	A graduate from a university in Tokyo and a former teacher.
context: This way.\Hey, I'm sorry I didn't tell you I was quitting.\But I can't go back to tutoring anymore.\Look at this.\This is our new tutor.\We wanted you to see this.\Y-Yeah? I'm glad it didn't take too long to find a new one.\A graduate from a university in Tokyo and a former teacher. response:	Huh.
context: Hey, I'm sorry I didn't tell you I was quitting.\But I can't go back to tutoring anymore.\Look at this.\This is our new tutor.\We wanted you to see this.\Y-Yeah? I'm glad it didn't take too long to find a new one.\A graduate from a university in Tokyo and a former teacher.\Huh. response:	He seems like he's up to the task.
context: But I can't go back to tutoring anymore.\Look at this.\This is our new tutor.\We wanted you to see this.\Y-Yeah? I'm glad it didn't take too long to find a new one.\A graduate from a university in Tokyo and a former teacher.\Huh.\He seems like he's up to the task. response:	Are you happy?
context: Look at this.\This is our new tutor.\We wanted you to see this.\Y-Yeah? I'm glad it didn't take too long to find a new one.\A graduate from a university in Tokyo and a former teacher.\Huh.\He seems like he's up to the task.\Are you happy? response:	Are you really just going to leave us with the next person and abandon us?
context: This is our new tutor.\We wanted you to see this.\Y-Yeah? I'm glad it didn't take too long to find a new one.\A graduate from a university in Tokyo and a former teacher.\Huh.\He seems like he's up to the task.\Are you happy?\Are you really just going to leave us with the next person and abandon us? response:	I had a second chance,
context: We wanted you to see this.\Y-Yeah? I'm glad it didn't take too long to find a new one.\A graduate from a university in Tokyo and a former teacher.\Huh.\He seems like he's up to the task.\Are you happy?\Are you really just going to leave us with the next person and abandon us?\I had a second chance, response:	and I failed to produce results.
context: Y-Yeah? I'm glad it didn't take too long to find a new one.\A graduate from a university in Tokyo and a former teacher.\Huh.\He seems like he's up to the task.\Are you happy?\Are you really just going to leave us with the next person and abandon us?\I had a second chance,\and I failed to produce results. response:	There's no guarantee I'll do better on the next exam.
context: A graduate from a university in Tokyo and a former teacher.\Huh.\He seems like he's up to the task.\Are you happy?\Are you really just going to leave us with the next person and abandon us?\I had a second chance,\and I failed to produce results.\There's no guarantee I'll do better on the next exam. response:	I had to give the job to a professional. It's the right thing to do.
context: Huh.\He seems like he's up to the task.\Are you happy?\Are you really just going to leave us with the next person and abandon us?\I had a second chance,\and I failed to produce results.\There's no guarantee I'll do better on the next exam.\I had to give the job to a professional. It's the right thing to do. response:	I can't let you suffer for my selfish ends any more.
context: He seems like he's up to the task.\Are you happy?\Are you really just going to leave us with the next person and abandon us?\I had a second chance,\and I failed to produce results.\There's no guarantee I'll do better on the next exam.\I had to give the job to a professional. It's the right thing to do.\I can't let you suffer for my selfish ends any more. response:	You're right.
context: Are you happy?\Are you really just going to leave us with the next person and abandon us?\I had a second chance,\and I failed to produce results.\There's no guarantee I'll do better on the next exam.\I had to give the job to a professional. It's the right thing to do.\I can't let you suffer for my selfish ends any more.\You're right. response:	You've always been selfish.
context: Are you really just going to leave us with the next person and abandon us?\I had a second chance,\and I failed to produce results.\There's no guarantee I'll do better on the next exam.\I had to give the job to a professional. It's the right thing to do.\I can't let you suffer for my selfish ends any more.\You're right.\You've always been selfish. response:	Thanks to that, we had to study against our will.
context: I had a second chance,\and I failed to produce results.\There's no guarantee I'll do better on the next exam.\I had to give the job to a professional. It's the right thing to do.\I can't let you suffer for my selfish ends any more.\You're right.\You've always been selfish.\Thanks to that, we had to study against our will. response:	We had to memorize and learn formulas like crazy.
context: and I failed to produce results.\There's no guarantee I'll do better on the next exam.\I had to give the job to a professional. It's the right thing to do.\I can't let you suffer for my selfish ends any more.\You're right.\You've always been selfish.\Thanks to that, we had to study against our will.\We had to memorize and learn formulas like crazy. response:	But we ended up happy when we could solve problems.
context: There's no guarantee I'll do better on the next exam.\I had to give the job to a professional. It's the right thing to do.\I can't let you suffer for my selfish ends any more.\You're right.\You've always been selfish.\Thanks to that, we had to study against our will.\We had to memorize and learn formulas like crazy.\But we ended up happy when we could solve problems. response:	It's all your fault that we made it this far!
context: I had to give the job to a professional. It's the right thing to do.\I can't let you suffer for my selfish ends any more.\You're right.\You've always been selfish.\Thanks to that, we had to study against our will.\We had to memorize and learn formulas like crazy.\But we ended up happy when we could solve problems.\It's all your fault that we made it this far! response:	You can't stop being selfish now!
context: I can't let you suffer for my selfish ends any more.\You're right.\You've always been selfish.\Thanks to that, we had to study against our will.\We had to memorize and learn formulas like crazy.\But we ended up happy when we could solve problems.\It's all your fault that we made it this far!\You can't stop being selfish now! response:	Stop being reserved! It's creepy!
context: You're right.\You've always been selfish.\Thanks to that, we had to study against our will.\We had to memorize and learn formulas like crazy.\But we ended up happy when we could solve problems.\It's all your fault that we made it this far!\You can't stop being selfish now!\Stop being reserved! It's creepy! response:	Sorry.
context: You've always been selfish.\Thanks to that, we had to study against our will.\We had to memorize and learn formulas like crazy.\But we ended up happy when we could solve problems.\It's all your fault that we made it this far!\You can't stop being selfish now!\Stop being reserved! It's creepy!\Sorry. response:	But I can't go back.
context: Thanks to that, we had to study against our will.\We had to memorize and learn formulas like crazy.\But we ended up happy when we could solve problems.\It's all your fault that we made it this far!\You can't stop being selfish now!\Stop being reserved! It's creepy!\Sorry.\But I can't go back. response:	I quit.
context: We had to memorize and learn formulas like crazy.\But we ended up happy when we could solve problems.\It's all your fault that we made it this far!\You can't stop being selfish now!\Stop being reserved! It's creepy!\Sorry.\But I can't go back.\I quit. response:	I'm not even allowed to go back into your home.
context: But we ended up happy when we could solve problems.\It's all your fault that we made it this far!\You can't stop being selfish now!\Stop being reserved! It's creepy!\Sorry.\But I can't go back.\I quit.\I'm not even allowed to go back into your home. response:	Is that a reason?
context: It's all your fault that we made it this far!\You can't stop being selfish now!\Stop being reserved! It's creepy!\Sorry.\But I can't go back.\I quit.\I'm not even allowed to go back into your home.\Is that a reason? response:	Yeah.
context: You can't stop being selfish now!\Stop being reserved! It's creepy!\Sorry.\But I can't go back.\I quit.\I'm not even allowed to go back into your home.\Is that a reason?\Yeah. response:	Let's just go already.
context: Stop being reserved! It's creepy!\Sorry.\But I can't go back.\I quit.\I'm not even allowed to go back into your home.\Is that a reason?\Yeah.\Let's just go already. response:	It's all right.
context: Sorry.\But I can't go back.\I quit.\I'm not even allowed to go back into your home.\Is that a reason?\Yeah.\Let's just go already.\It's all right. response:	Thanks for the cake delivery.
context: But I can't go back.\I quit.\I'm not even allowed to go back into your home.\Is that a reason?\Yeah.\Let's just go already.\It's all right.\Thanks for the cake delivery. response:	No, I'm...
context: I quit.\I'm not even allowed to go back into your home.\Is that a reason?\Yeah.\Let's just go already.\It's all right.\Thanks for the cake delivery.\No, I'm... response:	We're here.
context: I'm not even allowed to go back into your home.\Is that a reason?\Yeah.\Let's just go already.\It's all right.\Thanks for the cake delivery.\No, I'm...\We're here. response:	This is our new home.
context: Is that a reason?\Yeah.\Let's just go already.\It's all right.\Thanks for the cake delivery.\No, I'm...\We're here.\This is our new home. response:	What do you mean?
context: Yeah.\Let's just go already.\It's all right.\Thanks for the cake delivery.\No, I'm...\We're here.\This is our new home.\What do you mean? response:	We rented it.
context: Let's just go already.\It's all right.\Thanks for the cake delivery.\No, I'm...\We're here.\This is our new home.\What do you mean?\We rented it. response:	I'm making a decent amount of money, after all.
context: It's all right.\Thanks for the cake delivery.\No, I'm...\We're here.\This is our new home.\What do you mean?\We rented it.\I'm making a decent amount of money, after all. response:	We're going to be living here from now on.
context: Thanks for the cake delivery.\No, I'm...\We're here.\This is our new home.\What do you mean?\We rented it.\I'm making a decent amount of money, after all.\We're going to be living here from now on. response:	Now there's nothing in our way.
context: No, I'm...\We're here.\This is our new home.\What do you mean?\We rented it.\I'm making a decent amount of money, after all.\We're going to be living here from now on.\Now there's nothing in our way. response:	You're kidding me. You let go of your place just for that?
context: We're here.\This is our new home.\What do you mean?\We rented it.\I'm making a decent amount of money, after all.\We're going to be living here from now on.\Now there's nothing in our way.\You're kidding me. You let go of your place just for that? response:	Like we talked about before, it's not where we are that matters.
context: This is our new home.\What do you mean?\We rented it.\I'm making a decent amount of money, after all.\We're going to be living here from now on.\Now there's nothing in our way.\You're kidding me. You let go of your place just for that?\Like we talked about before, it's not where we are that matters. response:	It's that the five of us are together!
context: What do you mean?\We rented it.\I'm making a decent amount of money, after all.\We're going to be living here from now on.\Now there's nothing in our way.\You're kidding me. You let go of your place just for that?\Like we talked about before, it's not where we are that matters.\It's that the five of us are together! response:	The apartment card keys!
context: We rented it.\I'm making a decent amount of money, after all.\We're going to be living here from now on.\Now there's nothing in our way.\You're kidding me. You let go of your place just for that?\Like we talked about before, it's not where we are that matters.\It's that the five of us are together!\The apartment card keys! response:	Goodbye.
context: I'm making a decent amount of money, after all.\We're going to be living here from now on.\Now there's nothing in our way.\You're kidding me. You let go of your place just for that?\Like we talked about before, it's not where we are that matters.\It's that the five of us are together!\The apartment card keys!\Goodbye. response:	Shit.
context: We're going to be living here from now on.\Now there's nothing in our way.\You're kidding me. You let go of your place just for that?\Like we talked about before, it's not where we are that matters.\It's that the five of us are together!\The apartment card keys!\Goodbye.\Shit. response:	I think you're someone who's needed now.
context: Now there's nothing in our way.\You're kidding me. You let go of your place just for that?\Like we talked about before, it's not where we are that matters.\It's that the five of us are together!\The apartment card keys!\Goodbye.\Shit.\I think you're someone who's needed now. response:	My life's flashing before my eyes.
context: You're kidding me. You let go of your place just for that?\Like we talked about before, it's not where we are that matters.\It's that the five of us are together!\The apartment card keys!\Goodbye.\Shit.\I think you're someone who's needed now.\My life's flashing before my eyes. response:	It's been a while.
context: Like we talked about before, it's not where we are that matters.\It's that the five of us are together!\The apartment card keys!\Goodbye.\Shit.\I think you're someone who's needed now.\My life's flashing before my eyes.\It's been a while. response:	Isn't this all a little too recent, though?
context: It's that the five of us are together!\The apartment card keys!\Goodbye.\Shit.\I think you're someone who's needed now.\My life's flashing before my eyes.\It's been a while.\Isn't this all a little too recent, though? response:	If I drowned here...
context: The apartment card keys!\Goodbye.\Shit.\I think you're someone who's needed now.\My life's flashing before my eyes.\It's been a while.\Isn't this all a little too recent, though?\If I drowned here... response:	Damn it, you all!
context: Goodbye.\Shit.\I think you're someone who's needed now.\My life's flashing before my eyes.\It's been a while.\Isn't this all a little too recent, though?\If I drowned here...\Damn it, you all! response:	What good is it if we all jump in?!
context: Shit.\I think you're someone who's needed now.\My life's flashing before my eyes.\It's been a while.\Isn't this all a little too recent, though?\If I drowned here...\Damn it, you all!\What good is it if we all jump in?! response:	Are you all right, Futaro?
context: I think you're someone who's needed now.\My life's flashing before my eyes.\It's been a while.\Isn't this all a little too recent, though?\If I drowned here...\Damn it, you all!\What good is it if we all jump in?!\Are you all right, Futaro? response:	Please don't give up after just two tries.
context: My life's flashing before my eyes.\It's been a while.\Isn't this all a little too recent, though?\If I drowned here...\Damn it, you all!\What good is it if we all jump in?!\Are you all right, Futaro?\Please don't give up after just two tries. response:	We can do it this time.
context: It's been a while.\Isn't this all a little too recent, though?\If I drowned here...\Damn it, you all!\What good is it if we all jump in?!\Are you all right, Futaro?\Please don't give up after just two tries.\We can do it this time. response:	With you, we can.
context: Isn't this all a little too recent, though?\If I drowned here...\Damn it, you all!\What good is it if we all jump in?!\Are you all right, Futaro?\Please don't give up after just two tries.\We can do it this time.\With you, we can. response:	Academic Success
context: If I drowned here...\Damn it, you all!\What good is it if we all jump in?!\Are you all right, Futaro?\Please don't give up after just two tries.\We can do it this time.\With you, we can.\Academic Success response:	Open that once you learn to accept yourself.
context: Damn it, you all!\What good is it if we all jump in?!\Are you all right, Futaro?\Please don't give up after just two tries.\We can do it this time.\With you, we can.\Academic Success\Open that once you learn to accept yourself. response:	Nino! What's wrong?
context: What good is it if we all jump in?!\Are you all right, Futaro?\Please don't give up after just two tries.\We can do it this time.\With you, we can.\Academic Success\Open that once you learn to accept yourself.\Nino! What's wrong? response:	It's too cold! I can't move!
context: Are you all right, Futaro?\Please don't give up after just two tries.\We can do it this time.\With you, we can.\Academic Success\Open that once you learn to accept yourself.\Nino! What's wrong?\It's too cold! I can't move! response:	Nino!
context: Please don't give up after just two tries.\We can do it this time.\With you, we can.\Academic Success\Open that once you learn to accept yourself.\Nino! What's wrong?\It's too cold! I can't move!\Nino! response:	Can you get up?
context: We can do it this time.\With you, we can.\Academic Success\Open that once you learn to accept yourself.\Nino! What's wrong?\It's too cold! I can't move!\Nino!\Can you get up? response:	Hang on.
context: With you, we can.\Academic Success\Open that once you learn to accept yourself.\Nino! What's wrong?\It's too cold! I can't move!\Nino!\Can you get up?\Hang on. response:	You're all insane.
context: Academic Success\Open that once you learn to accept yourself.\Nino! What's wrong?\It's too cold! I can't move!\Nino!\Can you get up?\Hang on.\You're all insane. response:	You need to think before you act.
context: Open that once you learn to accept yourself.\Nino! What's wrong?\It's too cold! I can't move!\Nino!\Can you get up?\Hang on.\You're all insane.\You need to think before you act. response:	I can't deal with idiots.
context: Nino! What's wrong?\It's too cold! I can't move!\Nino!\Can you get up?\Hang on.\You're all insane.\You need to think before you act.\I can't deal with idiots. response:	And I'm getting sick of trying to be considerate.
context: It's too cold! I can't move!\Nino!\Can you get up?\Hang on.\You're all insane.\You need to think before you act.\I can't deal with idiots.\And I'm getting sick of trying to be considerate. response:	I'm going to do as I please, too.
context: Nino!\Can you get up?\Hang on.\You're all insane.\You need to think before you act.\I can't deal with idiots.\And I'm getting sick of trying to be considerate.\I'm going to do as I please, too. response:	You'd better put up with my selfishness,
context: Can you get up?\Hang on.\You're all insane.\You need to think before you act.\I can't deal with idiots.\And I'm getting sick of trying to be considerate.\I'm going to do as I please, too.\You'd better put up with my selfishness, response:	all the way to the end.
context: Hang on.\You're all insane.\You need to think before you act.\I can't deal with idiots.\And I'm getting sick of trying to be considerate.\I'm going to do as I please, too.\You'd better put up with my selfishness,\all the way to the end. response:	No...
context: You're all insane.\You need to think before you act.\I can't deal with idiots.\And I'm getting sick of trying to be considerate.\I'm going to do as I please, too.\You'd better put up with my selfishness,\all the way to the end.\No... response:	This isn't what I think it is.
context: You need to think before you act.\I can't deal with idiots.\And I'm getting sick of trying to be considerate.\I'm going to do as I please, too.\You'd better put up with my selfishness,\all the way to the end.\No...\This isn't what I think it is. response:	Since that's settled, let's go inside.
context: I can't deal with idiots.\And I'm getting sick of trying to be considerate.\I'm going to do as I please, too.\You'd better put up with my selfishness,\all the way to the end.\No...\This isn't what I think it is.\Since that's settled, let's go inside. response:	Is the cake safe?!
context: And I'm getting sick of trying to be considerate.\I'm going to do as I please, too.\You'd better put up with my selfishness,\all the way to the end.\No...\This isn't what I think it is.\Since that's settled, let's go inside.\Is the cake safe?! response:	Don't worry.
context: I'm going to do as I please, too.\You'd better put up with my selfishness,\all the way to the end.\No...\This isn't what I think it is.\Since that's settled, let's go inside.\Is the cake safe?!\Don't worry. response:	Goodbye, Rena.
context: You'd better put up with my selfishness,\all the way to the end.\No...\This isn't what I think it is.\Since that's settled, let's go inside.\Is the cake safe?!\Don't worry.\Goodbye, Rena. response:	Come on, Futaro.
context: all the way to the end.\No...\This isn't what I think it is.\Since that's settled, let's go inside.\Is the cake safe?!\Don't worry.\Goodbye, Rena.\Come on, Futaro. response:	We're going to eat the cake without you.
context: No...\This isn't what I think it is.\Since that's settled, let's go inside.\Is the cake safe?!\Don't worry.\Goodbye, Rena.\Come on, Futaro.\We're going to eat the cake without you. response:	All right.
context: This isn't what I think it is.\Since that's settled, let's go inside.\Is the cake safe?!\Don't worry.\Goodbye, Rena.\Come on, Futaro.\We're going to eat the cake without you.\All right. response:	Are you sure, though?
context: Since that's settled, let's go inside.\Is the cake safe?!\Don't worry.\Goodbye, Rena.\Come on, Futaro.\We're going to eat the cake without you.\All right.\Are you sure, though? response:	How are you going to split it into five if I join?
context: Is the cake safe?!\Don't worry.\Goodbye, Rena.\Come on, Futaro.\We're going to eat the cake without you.\All right.\Are you sure, though?\How are you going to split it into five if I join? response:	Good Work Today
context: Don't worry.\Goodbye, Rena.\Come on, Futaro.\We're going to eat the cake without you.\All right.\Are you sure, though?\How are you going to split it into five if I join?\Good Work Today response:	Good Work Today.
