context: Moscow Sheremetyevo International Airport response:	Look!
context: Good luck, Yurio!\Grrr!!!\Yuri?\The usurper skater of Russia,\Yuri Plisetsky, age 15.\His program was choreographed by Victor Nikiforov.\Damn it, I'm not so down on my luck\that I need you guys cheering me on. response:	He's skating to On Love: Agape,
context: Grrr!!!\Yuri?\The usurper skater of Russia,\Yuri Plisetsky, age 15.\His program was choreographed by Victor Nikiforov.\Damn it, I'm not so down on my luck\that I need you guys cheering me on.\He's skating to On Love: Agape, response:	a different arrangement of the music used in Katsuki's program,
context: Yuri?\The usurper skater of Russia,\Yuri Plisetsky, age 15.\His program was choreographed by Victor Nikiforov.\Damn it, I'm not so down on my luck\that I need you guys cheering me on.\He's skating to On Love: Agape,\a different arrangement of the music used in Katsuki's program, response:	with an opposing theme.
context: The usurper skater of Russia,\Yuri Plisetsky, age 15.\His program was choreographed by Victor Nikiforov.\Damn it, I'm not so down on my luck\that I need you guys cheering me on.\He's skating to On Love: Agape,\a different arrangement of the music used in Katsuki's program,\with an opposing theme. response:	Crap!
context: Yuri Plisetsky, age 15.\His program was choreographed by Victor Nikiforov.\Damn it, I'm not so down on my luck\that I need you guys cheering me on.\He's skating to On Love: Agape,\a different arrangement of the music used in Katsuki's program,\with an opposing theme.\Crap! response:	I'm not feeling agape at all.
context: His program was choreographed by Victor Nikiforov.\Damn it, I'm not so down on my luck\that I need you guys cheering me on.\He's skating to On Love: Agape,\a different arrangement of the music used in Katsuki's program,\with an opposing theme.\Crap!\I'm not feeling agape at all. response:	I'm angry!
context: Damn it, I'm not so down on my luck\that I need you guys cheering me on.\He's skating to On Love: Agape,\a different arrangement of the music used in Katsuki's program,\with an opposing theme.\Crap!\I'm not feeling agape at all.\I'm angry! response:	Here comes the first jump, a triple axel.
context: that I need you guys cheering me on.\He's skating to On Love: Agape,\a different arrangement of the music used in Katsuki's program,\with an opposing theme.\Crap!\I'm not feeling agape at all.\I'm angry!\Here comes the first jump, a triple axel. response:	Ah, he fell!
context: He's skating to On Love: Agape,\a different arrangement of the music used in Katsuki's program,\with an opposing theme.\Crap!\I'm not feeling agape at all.\I'm angry!\Here comes the first jump, a triple axel.\Ah, he fell! response:	Crap!
context: a different arrangement of the music used in Katsuki's program,\with an opposing theme.\Crap!\I'm not feeling agape at all.\I'm angry!\Here comes the first jump, a triple axel.\Ah, he fell!\Crap! response:	Since last year, I haven't missed that triple axel once until now!
context: with an opposing theme.\Crap!\I'm not feeling agape at all.\I'm angry!\Here comes the first jump, a triple axel.\Ah, he fell!\Crap!\Since last year, I haven't missed that triple axel once until now! response:	A flying sit spin.
context: Crap!\I'm not feeling agape at all.\I'm angry!\Here comes the first jump, a triple axel.\Ah, he fell!\Crap!\Since last year, I haven't missed that triple axel once until now!\A flying sit spin. response:	His position is quite beautiful.
context: I'm not feeling agape at all.\I'm angry!\Here comes the first jump, a triple axel.\Ah, he fell!\Crap!\Since last year, I haven't missed that triple axel once until now!\A flying sit spin.\His position is quite beautiful. response:	I've been pouring blood, sweat, and tears into this
context: I'm angry!\Here comes the first jump, a triple axel.\Ah, he fell!\Crap!\Since last year, I haven't missed that triple axel once until now!\A flying sit spin.\His position is quite beautiful.\I've been pouring blood, sweat, and tears into this response:	since that humiliation, too.
context: Here comes the first jump, a triple axel.\Ah, he fell!\Crap!\Since last year, I haven't missed that triple axel once until now!\A flying sit spin.\His position is quite beautiful.\I've been pouring blood, sweat, and tears into this\since that humiliation, too. response:	I just lack overall experience, that's all.
context: Ah, he fell!\Crap!\Since last year, I haven't missed that triple axel once until now!\A flying sit spin.\His position is quite beautiful.\I've been pouring blood, sweat, and tears into this\since that humiliation, too.\I just lack overall experience, that's all. response:	The first quad comes in a combination.
context: Crap!\Since last year, I haven't missed that triple axel once until now!\A flying sit spin.\His position is quite beautiful.\I've been pouring blood, sweat, and tears into this\since that humiliation, too.\I just lack overall experience, that's all.\The first quad comes in a combination. response:	A quadruple Salchow, triple toe loop.
context: Since last year, I haven't missed that triple axel once until now!\A flying sit spin.\His position is quite beautiful.\I've been pouring blood, sweat, and tears into this\since that humiliation, too.\I just lack overall experience, that's all.\The first quad comes in a combination.\A quadruple Salchow, triple toe loop. response:	A fantastic jump combination with great height and flow!
context: A flying sit spin.\His position is quite beautiful.\I've been pouring blood, sweat, and tears into this\since that humiliation, too.\I just lack overall experience, that's all.\The first quad comes in a combination.\A quadruple Salchow, triple toe loop.\A fantastic jump combination with great height and flow! response:	With such polish,
context: His position is quite beautiful.\I've been pouring blood, sweat, and tears into this\since that humiliation, too.\I just lack overall experience, that's all.\The first quad comes in a combination.\A quadruple Salchow, triple toe loop.\A fantastic jump combination with great height and flow!\With such polish, response:	it's hard to believe he only started doing that this season.
context: I've been pouring blood, sweat, and tears into this\since that humiliation, too.\I just lack overall experience, that's all.\The first quad comes in a combination.\A quadruple Salchow, triple toe loop.\A fantastic jump combination with great height and flow!\With such polish,\it's hard to believe he only started doing that this season. response:	And here comes the final jump.
context: since that humiliation, too.\I just lack overall experience, that's all.\The first quad comes in a combination.\A quadruple Salchow, triple toe loop.\A fantastic jump combination with great height and flow!\With such polish,\it's hard to believe he only started doing that this season.\And here comes the final jump. response:	A quadruple toe loop.
context: I just lack overall experience, that's all.\The first quad comes in a combination.\A quadruple Salchow, triple toe loop.\A fantastic jump combination with great height and flow!\With such polish,\it's hard to believe he only started doing that this season.\And here comes the final jump.\A quadruple toe loop. response:	Beautiful!
context: The first quad comes in a combination.\A quadruple Salchow, triple toe loop.\A fantastic jump combination with great height and flow!\With such polish,\it's hard to believe he only started doing that this season.\And here comes the final jump.\A quadruple toe loop.\Beautiful! response:	Yuri Plisetsky of Russia has truly remarkable talent!
context: A quadruple Salchow, triple toe loop.\A fantastic jump combination with great height and flow!\With such polish,\it's hard to believe he only started doing that this season.\And here comes the final jump.\A quadruple toe loop.\Beautiful!\Yuri Plisetsky of Russia has truly remarkable talent! response:	Even when he wasn't at his best, he always analyzed his performance
context: A fantastic jump combination with great height and flow!\With such polish,\it's hard to believe he only started doing that this season.\And here comes the final jump.\A quadruple toe loop.\Beautiful!\Yuri Plisetsky of Russia has truly remarkable talent!\Even when he wasn't at his best, he always analyzed his performance response:	mid-program to make a strong comeback.
context: With such polish,\it's hard to believe he only started doing that this season.\And here comes the final jump.\A quadruple toe loop.\Beautiful!\Yuri Plisetsky of Russia has truly remarkable talent!\Even when he wasn't at his best, he always analyzed his performance\mid-program to make a strong comeback. response:	That's right.
context: it's hard to believe he only started doing that this season.\And here comes the final jump.\A quadruple toe loop.\Beautiful!\Yuri Plisetsky of Russia has truly remarkable talent!\Even when he wasn't at his best, he always analyzed his performance\mid-program to make a strong comeback.\That's right. response:	Have pride in yourself as a work of art until the very end, Yuri.
context: And here comes the final jump.\A quadruple toe loop.\Beautiful!\Yuri Plisetsky of Russia has truly remarkable talent!\Even when he wasn't at his best, he always analyzed his performance\mid-program to make a strong comeback.\That's right.\Have pride in yourself as a work of art until the very end, Yuri. response:	This is damn tough...
context: A quadruple toe loop.\Beautiful!\Yuri Plisetsky of Russia has truly remarkable talent!\Even when he wasn't at his best, he always analyzed his performance\mid-program to make a strong comeback.\That's right.\Have pride in yourself as a work of art until the very end, Yuri.\This is damn tough... response:	Yuri Plisetsky has delivered a beautiful short program in response
context: Beautiful!\Yuri Plisetsky of Russia has truly remarkable talent!\Even when he wasn't at his best, he always analyzed his performance\mid-program to make a strong comeback.\That's right.\Have pride in yourself as a work of art until the very end, Yuri.\This is damn tough...\Yuri Plisetsky has delivered a beautiful short program in response response:	to the local supporters' high expectations here in Moscow!
context: Yuri Plisetsky of Russia has truly remarkable talent!\Even when he wasn't at his best, he always analyzed his performance\mid-program to make a strong comeback.\That's right.\Have pride in yourself as a work of art until the very end, Yuri.\This is damn tough...\Yuri Plisetsky has delivered a beautiful short program in response\to the local supporters' high expectations here in Moscow! response:	So cute!
context: Even when he wasn't at his best, he always analyzed his performance\mid-program to make a strong comeback.\That's right.\Have pride in yourself as a work of art until the very end, Yuri.\This is damn tough...\Yuri Plisetsky has delivered a beautiful short program in response\to the local supporters' high expectations here in Moscow!\So cute! response:	Oh, ladies first.
context: mid-program to make a strong comeback.\That's right.\Have pride in yourself as a work of art until the very end, Yuri.\This is damn tough...\Yuri Plisetsky has delivered a beautiful short program in response\to the local supporters' high expectations here in Moscow!\So cute!\Oh, ladies first. response:	I forgot there was someone even more annoying than those two.
context: That's right.\Have pride in yourself as a work of art until the very end, Yuri.\This is damn tough...\Yuri Plisetsky has delivered a beautiful short program in response\to the local supporters' high expectations here in Moscow!\So cute!\Oh, ladies first.\I forgot there was someone even more annoying than those two. response:	JJ!
context: Have pride in yourself as a work of art until the very end, Yuri.\This is damn tough...\Yuri Plisetsky has delivered a beautiful short program in response\to the local supporters' high expectations here in Moscow!\So cute!\Oh, ladies first.\I forgot there was someone even more annoying than those two.\JJ! response:	The score's up.
context: This is damn tough...\Yuri Plisetsky has delivered a beautiful short program in response\to the local supporters' high expectations here in Moscow!\So cute!\Oh, ladies first.\I forgot there was someone even more annoying than those two.\JJ!\The score's up. response:	RK: 2 Yuri Plisetsky Total
context: Yuri Plisetsky has delivered a beautiful short program in response\to the local supporters' high expectations here in Moscow!\So cute!\Oh, ladies first.\I forgot there was someone even more annoying than those two.\JJ!\The score's up.\RK: 2 Yuri Plisetsky Total response:	Yuri Plisetsky's score is 98.09, putting him in second.
context: to the local supporters' high expectations here in Moscow!\So cute!\Oh, ladies first.\I forgot there was someone even more annoying than those two.\JJ!\The score's up.\RK: 2 Yuri Plisetsky Total\Yuri Plisetsky's score is 98.09, putting him in second. response:	Katsuki Yuri remains in first place.
context: So cute!\Oh, ladies first.\I forgot there was someone even more annoying than those two.\JJ!\The score's up.\RK: 2 Yuri Plisetsky Total\Yuri Plisetsky's score is 98.09, putting him in second.\Katsuki Yuri remains in first place. response:	The last competitor is the skater with the most momentum right now,
context: Oh, ladies first.\I forgot there was someone even more annoying than those two.\JJ!\The score's up.\RK: 2 Yuri Plisetsky Total\Yuri Plisetsky's score is 98.09, putting him in second.\Katsuki Yuri remains in first place.\The last competitor is the skater with the most momentum right now, response:	Jean-Jacques Leroy of Canada, age 19.
context: I forgot there was someone even more annoying than those two.\JJ!\The score's up.\RK: 2 Yuri Plisetsky Total\Yuri Plisetsky's score is 98.09, putting him in second.\Katsuki Yuri remains in first place.\The last competitor is the skater with the most momentum right now,\Jean-Jacques Leroy of Canada, age 19. response:	He's known as JJ.
context: JJ!\The score's up.\RK: 2 Yuri Plisetsky Total\Yuri Plisetsky's score is 98.09, putting him in second.\Katsuki Yuri remains in first place.\The last competitor is the skater with the most momentum right now,\Jean-Jacques Leroy of Canada, age 19.\He's known as JJ. response:	He will skate to an original song composed for him,
context: The score's up.\RK: 2 Yuri Plisetsky Total\Yuri Plisetsky's score is 98.09, putting him in second.\Katsuki Yuri remains in first place.\The last competitor is the skater with the most momentum right now,\Jean-Jacques Leroy of Canada, age 19.\He's known as JJ.\He will skate to an original song composed for him, response:	Theme of King JJ.
context: RK: 2 Yuri Plisetsky Total\Yuri Plisetsky's score is 98.09, putting him in second.\Katsuki Yuri remains in first place.\The last competitor is the skater with the most momentum right now,\Jean-Jacques Leroy of Canada, age 19.\He's known as JJ.\He will skate to an original song composed for him,\Theme of King JJ. response:	I'm the only one in the whole wide world who can pull off
context: Yuri Plisetsky's score is 98.09, putting him in second.\Katsuki Yuri remains in first place.\The last competitor is the skater with the most momentum right now,\Jean-Jacques Leroy of Canada, age 19.\He's known as JJ.\He will skate to an original song composed for him,\Theme of King JJ.\I'm the only one in the whole wide world who can pull off response:	a dream collaboration with a world-famous rock band!
context: Katsuki Yuri remains in first place.\The last competitor is the skater with the most momentum right now,\Jean-Jacques Leroy of Canada, age 19.\He's known as JJ.\He will skate to an original song composed for him,\Theme of King JJ.\I'm the only one in the whole wide world who can pull off\a dream collaboration with a world-famous rock band! response:	A quadruple toe loop, triple toe loop.
context: The last competitor is the skater with the most momentum right now,\Jean-Jacques Leroy of Canada, age 19.\He's known as JJ.\He will skate to an original song composed for him,\Theme of King JJ.\I'm the only one in the whole wide world who can pull off\a dream collaboration with a world-famous rock band!\A quadruple toe loop, triple toe loop. response:	He's doing mega-jumps right off the bat!
context: Jean-Jacques Leroy of Canada, age 19.\He's known as JJ.\He will skate to an original song composed for him,\Theme of King JJ.\I'm the only one in the whole wide world who can pull off\a dream collaboration with a world-famous rock band!\A quadruple toe loop, triple toe loop.\He's doing mega-jumps right off the bat! response:	He placed third in last year's Grand Prix Final.
context: He's known as JJ.\He will skate to an original song composed for him,\Theme of King JJ.\I'm the only one in the whole wide world who can pull off\a dream collaboration with a world-famous rock band!\A quadruple toe loop, triple toe loop.\He's doing mega-jumps right off the bat!\He placed third in last year's Grand Prix Final. response:	This season, he has won Skate Canada,
context: He will skate to an original song composed for him,\Theme of King JJ.\I'm the only one in the whole wide world who can pull off\a dream collaboration with a world-famous rock band!\A quadruple toe loop, triple toe loop.\He's doing mega-jumps right off the bat!\He placed third in last year's Grand Prix Final.\This season, he has won Skate Canada, response:	and currently has the greatest momentum.
context: Theme of King JJ.\I'm the only one in the whole wide world who can pull off\a dream collaboration with a world-famous rock band!\A quadruple toe loop, triple toe loop.\He's doing mega-jumps right off the bat!\He placed third in last year's Grand Prix Final.\This season, he has won Skate Canada,\and currently has the greatest momentum. response:	Watch me do another big one!
context: I'm the only one in the whole wide world who can pull off\a dream collaboration with a world-famous rock band!\A quadruple toe loop, triple toe loop.\He's doing mega-jumps right off the bat!\He placed third in last year's Grand Prix Final.\This season, he has won Skate Canada,\and currently has the greatest momentum.\Watch me do another big one! response:	A triple axel.
context: a dream collaboration with a world-famous rock band!\A quadruple toe loop, triple toe loop.\He's doing mega-jumps right off the bat!\He placed third in last year's Grand Prix Final.\This season, he has won Skate Canada,\and currently has the greatest momentum.\Watch me do another big one!\A triple axel. response:	That was another mega-high jump that almost cleared the fence!
context: A quadruple toe loop, triple toe loop.\He's doing mega-jumps right off the bat!\He placed third in last year's Grand Prix Final.\This season, he has won Skate Canada,\and currently has the greatest momentum.\Watch me do another big one!\A triple axel.\That was another mega-high jump that almost cleared the fence! response:	You might expect a top skater
context: He's doing mega-jumps right off the bat!\He placed third in last year's Grand Prix Final.\This season, he has won Skate Canada,\and currently has the greatest momentum.\Watch me do another big one!\A triple axel.\That was another mega-high jump that almost cleared the fence!\You might expect a top skater response:	to plan a lot of jumps for the second half of their program,
context: He placed third in last year's Grand Prix Final.\This season, he has won Skate Canada,\and currently has the greatest momentum.\Watch me do another big one!\A triple axel.\That was another mega-high jump that almost cleared the fence!\You might expect a top skater\to plan a lot of jumps for the second half of their program, response:	but I'm different.
context: This season, he has won Skate Canada,\and currently has the greatest momentum.\Watch me do another big one!\A triple axel.\That was another mega-high jump that almost cleared the fence!\You might expect a top skater\to plan a lot of jumps for the second half of their program,\but I'm different. response:	Because I value the collaboration between my skating and the music!
context: and currently has the greatest momentum.\Watch me do another big one!\A triple axel.\That was another mega-high jump that almost cleared the fence!\You might expect a top skater\to plan a lot of jumps for the second half of their program,\but I'm different.\Because I value the collaboration between my skating and the music! response:	It's JJ style!
context: Watch me do another big one!\A triple axel.\That was another mega-high jump that almost cleared the fence!\You might expect a top skater\to plan a lot of jumps for the second half of their program,\but I'm different.\Because I value the collaboration between my skating and the music!\It's JJ style! response:	Let's go! Everyone sing along!
context: A triple axel.\That was another mega-high jump that almost cleared the fence!\You might expect a top skater\to plan a lot of jumps for the second half of their program,\but I'm different.\Because I value the collaboration between my skating and the music!\It's JJ style!\Let's go! Everyone sing along! response:	The lyrics express how JJ is at the top of the world and invite everyone to follow him.
context: That was another mega-high jump that almost cleared the fence!\You might expect a top skater\to plan a lot of jumps for the second half of their program,\but I'm different.\Because I value the collaboration between my skating and the music!\It's JJ style!\Let's go! Everyone sing along!\The lyrics express how JJ is at the top of the world and invite everyone to follow him. response:	What an impressive step sequence.
context: You might expect a top skater\to plan a lot of jumps for the second half of their program,\but I'm different.\Because I value the collaboration between my skating and the music!\It's JJ style!\Let's go! Everyone sing along!\The lyrics express how JJ is at the top of the world and invite everyone to follow him.\What an impressive step sequence. response:	Now, the last jump is a mega-jump that
context: to plan a lot of jumps for the second half of their program,\but I'm different.\Because I value the collaboration between my skating and the music!\It's JJ style!\Let's go! Everyone sing along!\The lyrics express how JJ is at the top of the world and invite everyone to follow him.\What an impressive step sequence.\Now, the last jump is a mega-jump that response:	not even Victor Nikiforov ever attempted in the second half,
context: but I'm different.\Because I value the collaboration between my skating and the music!\It's JJ style!\Let's go! Everyone sing along!\The lyrics express how JJ is at the top of the world and invite everyone to follow him.\What an impressive step sequence.\Now, the last jump is a mega-jump that\not even Victor Nikiforov ever attempted in the second half, response:	a quadruple Lutz.
context: Because I value the collaboration between my skating and the music!\It's JJ style!\Let's go! Everyone sing along!\The lyrics express how JJ is at the top of the world and invite everyone to follow him.\What an impressive step sequence.\Now, the last jump is a mega-jump that\not even Victor Nikiforov ever attempted in the second half,\a quadruple Lutz. response:	He did it!
context: It's JJ style!\Let's go! Everyone sing along!\The lyrics express how JJ is at the top of the world and invite everyone to follow him.\What an impressive step sequence.\Now, the last jump is a mega-jump that\not even Victor Nikiforov ever attempted in the second half,\a quadruple Lutz.\He did it! response:	No one else takes such risks, right?
context: Let's go! Everyone sing along!\The lyrics express how JJ is at the top of the world and invite everyone to follow him.\What an impressive step sequence.\Now, the last jump is a mega-jump that\not even Victor Nikiforov ever attempted in the second half,\a quadruple Lutz.\He did it!\No one else takes such risks, right? response:	I get them done because...
context: The lyrics express how JJ is at the top of the world and invite everyone to follow him.\What an impressive step sequence.\Now, the last jump is a mega-jump that\not even Victor Nikiforov ever attempted in the second half,\a quadruple Lutz.\He did it!\No one else takes such risks, right?\I get them done because... response:	Right, because I'm the king!
context: What an impressive step sequence.\Now, the last jump is a mega-jump that\not even Victor Nikiforov ever attempted in the second half,\a quadruple Lutz.\He did it!\No one else takes such risks, right?\I get them done because...\Right, because I'm the king! response:	I never stand still.
context: Now, the last jump is a mega-jump that\not even Victor Nikiforov ever attempted in the second half,\a quadruple Lutz.\He did it!\No one else takes such risks, right?\I get them done because...\Right, because I'm the king!\I never stand still. response:	Or rather, I can't stand still!
context: not even Victor Nikiforov ever attempted in the second half,\a quadruple Lutz.\He did it!\No one else takes such risks, right?\I get them done because...\Right, because I'm the king!\I never stand still.\Or rather, I can't stand still! response:	Huh?
context: a quadruple Lutz.\He did it!\No one else takes such risks, right?\I get them done because...\Right, because I'm the king!\I never stand still.\Or rather, I can't stand still!\Huh? response:	JJ!
context: He did it!\No one else takes such risks, right?\I get them done because...\Right, because I'm the king!\I never stand still.\Or rather, I can't stand still!\Huh?\JJ! response:	It's JJ Style!
context: No one else takes such risks, right?\I get them done because...\Right, because I'm the king!\I never stand still.\Or rather, I can't stand still!\Huh?\JJ!\It's JJ Style! response:	Oh, Yuri?
context: I get them done because...\Right, because I'm the king!\I never stand still.\Or rather, I can't stand still!\Huh?\JJ!\It's JJ Style!\Oh, Yuri? response:	Veterinary Hospital
context: Right, because I'm the king!\I never stand still.\Or rather, I can't stand still!\Huh?\JJ!\It's JJ Style!\Oh, Yuri?\Veterinary Hospital response:	Sorry to bother you during an event,
context: I never stand still.\Or rather, I can't stand still!\Huh?\JJ!\It's JJ Style!\Oh, Yuri?\Veterinary Hospital\Sorry to bother you during an event, response:	but Maccachin stole some buns, and they got stuck in his throat.
context: Or rather, I can't stand still!\Huh?\JJ!\It's JJ Style!\Oh, Yuri?\Veterinary Hospital\Sorry to bother you during an event,\but Maccachin stole some buns, and they got stuck in his throat. response:	We're at the vet right now,
context: Huh?\JJ!\It's JJ Style!\Oh, Yuri?\Veterinary Hospital\Sorry to bother you during an event,\but Maccachin stole some buns, and they got stuck in his throat.\We're at the vet right now, response:	but we're not sure he'll make it.
context: JJ!\It's JJ Style!\Oh, Yuri?\Veterinary Hospital\Sorry to bother you during an event,\but Maccachin stole some buns, and they got stuck in his throat.\We're at the vet right now,\but we're not sure he'll make it. response:	RK: 1 Jean-Jacques Leroy Total
context: It's JJ Style!\Oh, Yuri?\Veterinary Hospital\Sorry to bother you during an event,\but Maccachin stole some buns, and they got stuck in his throat.\We're at the vet right now,\but we're not sure he'll make it.\RK: 1 Jean-Jacques Leroy Total response:	Jean-Jacques Leroy's score is 113.56!
context: Oh, Yuri?\Veterinary Hospital\Sorry to bother you during an event,\but Maccachin stole some buns, and they got stuck in his throat.\We're at the vet right now,\but we're not sure he'll make it.\RK: 1 Jean-Jacques Leroy Total\Jean-Jacques Leroy's score is 113.56! response:	It's JJ style!
context: Veterinary Hospital\Sorry to bother you during an event,\but Maccachin stole some buns, and they got stuck in his throat.\We're at the vet right now,\but we're not sure he'll make it.\RK: 1 Jean-Jacques Leroy Total\Jean-Jacques Leroy's score is 113.56!\It's JJ style! response:	He's surpassed his personal best Skate Canada score!
context: Sorry to bother you during an event,\but Maccachin stole some buns, and they got stuck in his throat.\We're at the vet right now,\but we're not sure he'll make it.\RK: 1 Jean-Jacques Leroy Total\Jean-Jacques Leroy's score is 113.56!\It's JJ style!\He's surpassed his personal best Skate Canada score! response:	Sorry, what do you want us to do?
context: but Maccachin stole some buns, and they got stuck in his throat.\We're at the vet right now,\but we're not sure he'll make it.\RK: 1 Jean-Jacques Leroy Total\Jean-Jacques Leroy's score is 113.56!\It's JJ style!\He's surpassed his personal best Skate Canada score!\Sorry, what do you want us to do? response:	Victor!
context: We're at the vet right now,\but we're not sure he'll make it.\RK: 1 Jean-Jacques Leroy Total\Jean-Jacques Leroy's score is 113.56!\It's JJ style!\He's surpassed his personal best Skate Canada score!\Sorry, what do you want us to do?\Victor! response:	Go back to Japan right now.
context: but we're not sure he'll make it.\RK: 1 Jean-Jacques Leroy Total\Jean-Jacques Leroy's score is 113.56!\It's JJ style!\He's surpassed his personal best Skate Canada score!\Sorry, what do you want us to do?\Victor!\Go back to Japan right now. response:	I'll face the free skate tomorrow on my own!
context: RK: 1 Jean-Jacques Leroy Total\Jean-Jacques Leroy's score is 113.56!\It's JJ style!\He's surpassed his personal best Skate Canada score!\Sorry, what do you want us to do?\Victor!\Go back to Japan right now.\I'll face the free skate tomorrow on my own! response:	Don't eat too many pirozhkis tomorrow, okay?
context: Jean-Jacques Leroy's score is 113.56!\It's JJ style!\He's surpassed his personal best Skate Canada score!\Sorry, what do you want us to do?\Victor!\Go back to Japan right now.\I'll face the free skate tomorrow on my own!\Don't eat too many pirozhkis tomorrow, okay? response:	Yeah, yeah.
context: It's JJ style!\He's surpassed his personal best Skate Canada score!\Sorry, what do you want us to do?\Victor!\Go back to Japan right now.\I'll face the free skate tomorrow on my own!\Don't eat too many pirozhkis tomorrow, okay?\Yeah, yeah. response:	Huh?
context: He's surpassed his personal best Skate Canada score!\Sorry, what do you want us to do?\Victor!\Go back to Japan right now.\I'll face the free skate tomorrow on my own!\Don't eat too many pirozhkis tomorrow, okay?\Yeah, yeah.\Huh? response:	But you have to go back!
context: Sorry, what do you want us to do?\Victor!\Go back to Japan right now.\I'll face the free skate tomorrow on my own!\Don't eat too many pirozhkis tomorrow, okay?\Yeah, yeah.\Huh?\But you have to go back! response:	Like I said, I can't.
context: Victor!\Go back to Japan right now.\I'll face the free skate tomorrow on my own!\Don't eat too many pirozhkis tomorrow, okay?\Yeah, yeah.\Huh?\But you have to go back!\Like I said, I can't. response:	What's going on with them?
context: Go back to Japan right now.\I'll face the free skate tomorrow on my own!\Don't eat too many pirozhkis tomorrow, okay?\Yeah, yeah.\Huh?\But you have to go back!\Like I said, I can't.\What's going on with them? response:	Yakov!
context: I'll face the free skate tomorrow on my own!\Don't eat too many pirozhkis tomorrow, okay?\Yeah, yeah.\Huh?\But you have to go back!\Like I said, I can't.\What's going on with them?\Yakov! response:	Thank God!
context: Don't eat too many pirozhkis tomorrow, okay?\Yeah, yeah.\Huh?\But you have to go back!\Like I said, I can't.\What's going on with them?\Yakov!\Thank God! response:	You're the only coach for me.
context: Yeah, yeah.\Huh?\But you have to go back!\Like I said, I can't.\What's going on with them?\Yakov!\Thank God!\You're the only coach for me. response:	What?
context: Huh?\But you have to go back!\Like I said, I can't.\What's going on with them?\Yakov!\Thank God!\You're the only coach for me.\What? response:	You want to come back?
context: But you have to go back!\Like I said, I can't.\What's going on with them?\Yakov!\Thank God!\You're the only coach for me.\What?\You want to come back? response:	Can you be Yuri's coach tomorrow, for just one day?
context: Like I said, I can't.\What's going on with them?\Yakov!\Thank God!\You're the only coach for me.\What?\You want to come back?\Can you be Yuri's coach tomorrow, for just one day? response:	Huh?
context: What's going on with them?\Yakov!\Thank God!\You're the only coach for me.\What?\You want to come back?\Can you be Yuri's coach tomorrow, for just one day?\Huh? response:	Huh?
context: Yakov!\Thank God!\You're the only coach for me.\What?\You want to come back?\Can you be Yuri's coach tomorrow, for just one day?\Huh?\Huh? response:	Huh?
context: Thank God!\You're the only coach for me.\What?\You want to come back?\Can you be Yuri's coach tomorrow, for just one day?\Huh?\Huh?\Huh? response:	Huh?!
context: You're the only coach for me.\What?\You want to come back?\Can you be Yuri's coach tomorrow, for just one day?\Huh?\Huh?\Huh?\Huh?! response:	To Be Continued!!!
context: What?\You want to come back?\Can you be Yuri's coach tomorrow, for just one day?\Huh?\Huh?\Huh?\Huh?!\To Be Continued!!! response:	Whine...
context: You want to come back?\Can you be Yuri's coach tomorrow, for just one day?\Huh?\Huh?\Huh?\Huh?!\To Be Continued!!!\Whine... response:	My dear Yuratchka, eat some pirozhkis.
context: Can you be Yuri's coach tomorrow, for just one day?\Huh?\Huh?\Huh?\Huh?!\To Be Continued!!!\Whine...\My dear Yuratchka, eat some pirozhkis. response:	I'd like some, too.
context: Huh?\Huh?\Huh?\Huh?!\To Be Continued!!!\Whine...\My dear Yuratchka, eat some pirozhkis.\I'd like some, too. response:	I have no pirozhkis for you!
context: Huh?\Huh?\Huh?!\To Be Continued!!!\Whine...\My dear Yuratchka, eat some pirozhkis.\I'd like some, too.\I have no pirozhkis for you! response:	You don't seem to have changed.
context: Huh?\Huh?!\To Be Continued!!!\Whine...\My dear Yuratchka, eat some pirozhkis.\I'd like some, too.\I have no pirozhkis for you!\You don't seem to have changed. response:	Yuri Versus...
context: Huh?!\To Be Continued!!!\Whine...\My dear Yuratchka, eat some pirozhkis.\I'd like some, too.\I have no pirozhkis for you!\You don't seem to have changed.\Yuri Versus... response:	Ninth Skate Yuri vs. Yuri The Horror!! Rostelecom Cup, Free Skate
context: To Be Continued!!!\Whine...\My dear Yuratchka, eat some pirozhkis.\I'd like some, too.\I have no pirozhkis for you!\You don't seem to have changed.\Yuri Versus...\Ninth Skate Yuri vs. Yuri The Horror!! Rostelecom Cup, Free Skate response:	The Horror!!
context: Whine...\My dear Yuratchka, eat some pirozhkis.\I'd like some, too.\I have no pirozhkis for you!\You don't seem to have changed.\Yuri Versus...\Ninth Skate Yuri vs. Yuri The Horror!! Rostelecom Cup, Free Skate\The Horror!! response:	Rostelecom Cup, Free Skate.
