context: W-What?! Legion?! response:	Then the ones that attacked us are from Zentopia?
context: Huh. You've got a lot of confidence in yourself.\You'd do well not to underestimate us.\Let me hit'em, too!\You protect Lucy!\Run, Lucy!\Let's go!\Right!\I'm not done talking to you! response:	Don't destroy the house!
context: You'd do well not to underestimate us.\Let me hit'em, too!\You protect Lucy!\Run, Lucy!\Let's go!\Right!\I'm not done talking to you!\Don't destroy the house! response:	Hmph.
context: Let me hit'em, too!\You protect Lucy!\Run, Lucy!\Let's go!\Right!\I'm not done talking to you!\Don't destroy the house!\Hmph. response:	Alright. Certainly, the framework of this building...
context: You protect Lucy!\Run, Lucy!\Let's go!\Right!\I'm not done talking to you!\Don't destroy the house!\Hmph.\Alright. Certainly, the framework of this building... response:	Dan, I'll leave Titania to you.
context: Run, Lucy!\Let's go!\Right!\I'm not done talking to you!\Don't destroy the house!\Hmph.\Alright. Certainly, the framework of this building...\Dan, I'll leave Titania to you. response:	Okay.
context: Let's go!\Right!\I'm not done talking to you!\Don't destroy the house!\Hmph.\Alright. Certainly, the framework of this building...\Dan, I'll leave Titania to you.\Okay. response:	Come on, then!
context: Right!\I'm not done talking to you!\Don't destroy the house!\Hmph.\Alright. Certainly, the framework of this building...\Dan, I'll leave Titania to you.\Okay.\Come on, then! response:	Even physical attacks bounce off?!
context: I'm not done talking to you!\Don't destroy the house!\Hmph.\Alright. Certainly, the framework of this building...\Dan, I'll leave Titania to you.\Okay.\Come on, then!\Even physical attacks bounce off?! response:	Alrighty!
context: Don't destroy the house!\Hmph.\Alright. Certainly, the framework of this building...\Dan, I'll leave Titania to you.\Okay.\Come on, then!\Even physical attacks bounce off?!\Alrighty! response:	What?!
context: Hmph.\Alright. Certainly, the framework of this building...\Dan, I'll leave Titania to you.\Okay.\Come on, then!\Even physical attacks bounce off?!\Alrighty!\What?! response:	What kind of magic is this?!
context: Alright. Certainly, the framework of this building...\Dan, I'll leave Titania to you.\Okay.\Come on, then!\Even physical attacks bounce off?!\Alrighty!\What?!\What kind of magic is this?! response:	I heard you scream.
context: Dan, I'll leave Titania to you.\Okay.\Come on, then!\Even physical attacks bounce off?!\Alrighty!\What?!\What kind of magic is this?!\I heard you scream. response:	You're pretty cute yourself, but the difference between
context: Okay.\Come on, then!\Even physical attacks bounce off?!\Alrighty!\What?!\What kind of magic is this?!\I heard you scream.\You're pretty cute yourself, but the difference between response:	you and Lu-tan is greater than the width of an ocean!
context: Come on, then!\Even physical attacks bounce off?!\Alrighty!\What?!\What kind of magic is this?!\I heard you scream.\You're pretty cute yourself, but the difference between\you and Lu-tan is greater than the width of an ocean! response:	What's your deal, jackass?!
context: Even physical attacks bounce off?!\Alrighty!\What?!\What kind of magic is this?!\I heard you scream.\You're pretty cute yourself, but the difference between\you and Lu-tan is greater than the width of an ocean!\What's your deal, jackass?! response:	Our time is about up. See you again, Titania!
context: Alrighty!\What?!\What kind of magic is this?!\I heard you scream.\You're pretty cute yourself, but the difference between\you and Lu-tan is greater than the width of an ocean!\What's your deal, jackass?!\Our time is about up. See you again, Titania! response:	Hey! Wait a second!
context: What?!\What kind of magic is this?!\I heard you scream.\You're pretty cute yourself, but the difference between\you and Lu-tan is greater than the width of an ocean!\What's your deal, jackass?!\Our time is about up. See you again, Titania!\Hey! Wait a second! response:	What was that?!
context: What kind of magic is this?!\I heard you scream.\You're pretty cute yourself, but the difference between\you and Lu-tan is greater than the width of an ocean!\What's your deal, jackass?!\Our time is about up. See you again, Titania!\Hey! Wait a second!\What was that?! response:	It was from the study!
context: I heard you scream.\You're pretty cute yourself, but the difference between\you and Lu-tan is greater than the width of an ocean!\What's your deal, jackass?!\Our time is about up. See you again, Titania!\Hey! Wait a second!\What was that?!\It was from the study! response:	Erza!
context: You're pretty cute yourself, but the difference between\you and Lu-tan is greater than the width of an ocean!\What's your deal, jackass?!\Our time is about up. See you again, Titania!\Hey! Wait a second!\What was that?!\It was from the study!\Erza! response:	Nee-san, we have to hurry!
context: you and Lu-tan is greater than the width of an ocean!\What's your deal, jackass?!\Our time is about up. See you again, Titania!\Hey! Wait a second!\What was that?!\It was from the study!\Erza!\Nee-san, we have to hurry! response:	R-Right...
context: What's your deal, jackass?!\Our time is about up. See you again, Titania!\Hey! Wait a second!\What was that?!\It was from the study!\Erza!\Nee-san, we have to hurry!\R-Right... response:	When did he...?!
context: Our time is about up. See you again, Titania!\Hey! Wait a second!\What was that?!\It was from the study!\Erza!\Nee-san, we have to hurry!\R-Right...\When did he...?! response:	Just as I predicted. The answer came forth simply,
context: Hey! Wait a second!\What was that?!\It was from the study!\Erza!\Nee-san, we have to hurry!\R-Right...\When did he...?!\Just as I predicted. The answer came forth simply, response:	based on your mental state and the structure of this abode.
context: What was that?!\It was from the study!\Erza!\Nee-san, we have to hurry!\R-Right...\When did he...?!\Just as I predicted. The answer came forth simply,\based on your mental state and the structure of this abode. response:	No one wants to hear your mumbling!
context: It was from the study!\Erza!\Nee-san, we have to hurry!\R-Right...\When did he...?!\Just as I predicted. The answer came forth simply,\based on your mental state and the structure of this abode.\No one wants to hear your mumbling! response:	Natsu!
context: Erza!\Nee-san, we have to hurry!\R-Right...\When did he...?!\Just as I predicted. The answer came forth simply,\based on your mental state and the structure of this abode.\No one wants to hear your mumbling!\Natsu! response:	Natsu-san!
context: Nee-san, we have to hurry!\R-Right...\When did he...?!\Just as I predicted. The answer came forth simply,\based on your mental state and the structure of this abode.\No one wants to hear your mumbling!\Natsu!\Natsu-san! response:	Bastard!
context: R-Right...\When did he...?!\Just as I predicted. The answer came forth simply,\based on your mental state and the structure of this abode.\No one wants to hear your mumbling!\Natsu!\Natsu-san!\Bastard! response:	How dare you do that to Natsu-san?!
context: When did he...?!\Just as I predicted. The answer came forth simply,\based on your mental state and the structure of this abode.\No one wants to hear your mumbling!\Natsu!\Natsu-san!\Bastard!\How dare you do that to Natsu-san?! response:	Exactly as planned...
context: Just as I predicted. The answer came forth simply,\based on your mental state and the structure of this abode.\No one wants to hear your mumbling!\Natsu!\Natsu-san!\Bastard!\How dare you do that to Natsu-san?!\Exactly as planned... response:	Natsu!
context: based on your mental state and the structure of this abode.\No one wants to hear your mumbling!\Natsu!\Natsu-san!\Bastard!\How dare you do that to Natsu-san?!\Exactly as planned...\Natsu! response:	Are you okay?!
context: No one wants to hear your mumbling!\Natsu!\Natsu-san!\Bastard!\How dare you do that to Natsu-san?!\Exactly as planned...\Natsu!\Are you okay?! response:	Son of a bitch!
context: Natsu!\Natsu-san!\Bastard!\How dare you do that to Natsu-san?!\Exactly as planned...\Natsu!\Are you okay?!\Son of a bitch! response:	Wait a second!
context: Natsu-san!\Bastard!\How dare you do that to Natsu-san?!\Exactly as planned...\Natsu!\Are you okay?!\Son of a bitch!\Wait a second! response:	Happy! Where's Natsu?!
context: Bastard!\How dare you do that to Natsu-san?!\Exactly as planned...\Natsu!\Are you okay?!\Son of a bitch!\Wait a second!\Happy! Where's Natsu?! response:	Is he alright?!
context: How dare you do that to Natsu-san?!\Exactly as planned...\Natsu!\Are you okay?!\Son of a bitch!\Wait a second!\Happy! Where's Natsu?!\Is he alright?! response:	I stepped on him.
context: Exactly as planned...\Natsu!\Are you okay?!\Son of a bitch!\Wait a second!\Happy! Where's Natsu?!\Is he alright?!\I stepped on him. response:	He's tiny!
context: Natsu!\Are you okay?!\Son of a bitch!\Wait a second!\Happy! Where's Natsu?!\Is he alright?!\I stepped on him.\He's tiny! response:	Now, why don't you stop running around?
context: Are you okay?!\Son of a bitch!\Wait a second!\Happy! Where's Natsu?!\Is he alright?!\I stepped on him.\He's tiny!\Now, why don't you stop running around? response:	What did you do to Natsu?!
context: Son of a bitch!\Wait a second!\Happy! Where's Natsu?!\Is he alright?!\I stepped on him.\He's tiny!\Now, why don't you stop running around?\What did you do to Natsu?! response:	I'm able to change the size of anything I touch...
context: Wait a second!\Happy! Where's Natsu?!\Is he alright?!\I stepped on him.\He's tiny!\Now, why don't you stop running around?\What did you do to Natsu?!\I'm able to change the size of anything I touch... response:	So, would you hand over that book without any more fuss?
context: Happy! Where's Natsu?!\Is he alright?!\I stepped on him.\He's tiny!\Now, why don't you stop running around?\What did you do to Natsu?!\I'm able to change the size of anything I touch...\So, would you hand over that book without any more fuss? response:	I don't like to do things Mary's way.
context: Is he alright?!\I stepped on him.\He's tiny!\Now, why don't you stop running around?\What did you do to Natsu?!\I'm able to change the size of anything I touch...\So, would you hand over that book without any more fuss?\I don't like to do things Mary's way. response:	I would prefer to avoid having to get even rougher on you.
context: I stepped on him.\He's tiny!\Now, why don't you stop running around?\What did you do to Natsu?!\I'm able to change the size of anything I touch...\So, would you hand over that book without any more fuss?\I don't like to do things Mary's way.\I would prefer to avoid having to get even rougher on you. response:	What?!
context: He's tiny!\Now, why don't you stop running around?\What did you do to Natsu?!\I'm able to change the size of anything I touch...\So, would you hand over that book without any more fuss?\I don't like to do things Mary's way.\I would prefer to avoid having to get even rougher on you.\What?! response:	Happy!
context: Now, why don't you stop running around?\What did you do to Natsu?!\I'm able to change the size of anything I touch...\So, would you hand over that book without any more fuss?\I don't like to do things Mary's way.\I would prefer to avoid having to get even rougher on you.\What?!\Happy! response:	Get the book and escape!
context: What did you do to Natsu?!\I'm able to change the size of anything I touch...\So, would you hand over that book without any more fuss?\I don't like to do things Mary's way.\I would prefer to avoid having to get even rougher on you.\What?!\Happy!\Get the book and escape! response:	Aye, sir!
context: I'm able to change the size of anything I touch...\So, would you hand over that book without any more fuss?\I don't like to do things Mary's way.\I would prefer to avoid having to get even rougher on you.\What?!\Happy!\Get the book and escape!\Aye, sir! response:	Hey! Get back here!
context: So, would you hand over that book without any more fuss?\I don't like to do things Mary's way.\I would prefer to avoid having to get even rougher on you.\What?!\Happy!\Get the book and escape!\Aye, sir!\Hey! Get back here! response:	Go! Go!
context: I don't like to do things Mary's way.\I would prefer to avoid having to get even rougher on you.\What?!\Happy!\Get the book and escape!\Aye, sir!\Hey! Get back here!\Go! Go! response:	Not clever by half...
context: I would prefer to avoid having to get even rougher on you.\What?!\Happy!\Get the book and escape!\Aye, sir!\Hey! Get back here!\Go! Go!\Not clever by half... response:	The book is right here.
context: What?!\Happy!\Get the book and escape!\Aye, sir!\Hey! Get back here!\Go! Go!\Not clever by half...\The book is right here. response:	Hey!
context: Happy!\Get the book and escape!\Aye, sir!\Hey! Get back here!\Go! Go!\Not clever by half...\The book is right here.\Hey! response:	He figured it out right away!
context: Get the book and escape!\Aye, sir!\Hey! Get back here!\Go! Go!\Not clever by half...\The book is right here.\Hey!\He figured it out right away! response:	How?!
context: Aye, sir!\Hey! Get back here!\Go! Go!\Not clever by half...\The book is right here.\Hey!\He figured it out right away!\How?! response:	Everything is cause and effect. I can read the calculations.
context: Hey! Get back here!\Go! Go!\Not clever by half...\The book is right here.\Hey!\He figured it out right away!\How?!\Everything is cause and effect. I can read the calculations. response:	That's why I can see through everything that you people do.
context: Go! Go!\Not clever by half...\The book is right here.\Hey!\He figured it out right away!\How?!\Everything is cause and effect. I can read the calculations.\That's why I can see through everything that you people do. response:	You can have the book back. I memorized its contents.
context: Not clever by half...\The book is right here.\Hey!\He figured it out right away!\How?!\Everything is cause and effect. I can read the calculations.\That's why I can see through everything that you people do.\You can have the book back. I memorized its contents. response:	Hey...
context: The book is right here.\Hey!\He figured it out right away!\How?!\Everything is cause and effect. I can read the calculations.\That's why I can see through everything that you people do.\You can have the book back. I memorized its contents.\Hey... response:	'Til we meet again, Lu-tan!
context: Hey!\He figured it out right away!\How?!\Everything is cause and effect. I can read the calculations.\That's why I can see through everything that you people do.\You can have the book back. I memorized its contents.\Hey...\'Til we meet again, Lu-tan! response:	Next time, let's go on a date, just the two of us!
context: He figured it out right away!\How?!\Everything is cause and effect. I can read the calculations.\That's why I can see through everything that you people do.\You can have the book back. I memorized its contents.\Hey...\'Til we meet again, Lu-tan!\Next time, let's go on a date, just the two of us! response:	Dan... Have you gained weight again?
context: How?!\Everything is cause and effect. I can read the calculations.\That's why I can see through everything that you people do.\You can have the book back. I memorized its contents.\Hey...\'Til we meet again, Lu-tan!\Next time, let's go on a date, just the two of us!\Dan... Have you gained weight again? response:	He left the book here...
context: Everything is cause and effect. I can read the calculations.\That's why I can see through everything that you people do.\You can have the book back. I memorized its contents.\Hey...\'Til we meet again, Lu-tan!\Next time, let's go on a date, just the two of us!\Dan... Have you gained weight again?\He left the book here... response:	Meaning he doesn't see us as any kind of threat.
context: That's why I can see through everything that you people do.\You can have the book back. I memorized its contents.\Hey...\'Til we meet again, Lu-tan!\Next time, let's go on a date, just the two of us!\Dan... Have you gained weight again?\He left the book here...\Meaning he doesn't see us as any kind of threat. response:	Condescending bastard...
context: You can have the book back. I memorized its contents.\Hey...\'Til we meet again, Lu-tan!\Next time, let's go on a date, just the two of us!\Dan... Have you gained weight again?\He left the book here...\Meaning he doesn't see us as any kind of threat.\Condescending bastard... response:	I swear I'll get them back...
context: Hey...\'Til we meet again, Lu-tan!\Next time, let's go on a date, just the two of us!\Dan... Have you gained weight again?\He left the book here...\Meaning he doesn't see us as any kind of threat.\Condescending bastard...\I swear I'll get them back... response:	Turn me back to normal!
context: 'Til we meet again, Lu-tan!\Next time, let's go on a date, just the two of us!\Dan... Have you gained weight again?\He left the book here...\Meaning he doesn't see us as any kind of threat.\Condescending bastard...\I swear I'll get them back...\Turn me back to normal! response:	Turn him back!
context: Next time, let's go on a date, just the two of us!\Dan... Have you gained weight again?\He left the book here...\Meaning he doesn't see us as any kind of threat.\Condescending bastard...\I swear I'll get them back...\Turn me back to normal!\Turn him back! response:	Dad...
context: Dan... Have you gained weight again?\He left the book here...\Meaning he doesn't see us as any kind of threat.\Condescending bastard...\I swear I'll get them back...\Turn me back to normal!\Turn him back!\Dad... response:	What are you trying to tell me?
context: He left the book here...\Meaning he doesn't see us as any kind of threat.\Condescending bastard...\I swear I'll get them back...\Turn me back to normal!\Turn him back!\Dad...\What are you trying to tell me? response:	What am I gonna do about this body?!
context: Meaning he doesn't see us as any kind of threat.\Condescending bastard...\I swear I'll get them back...\Turn me back to normal!\Turn him back!\Dad...\What are you trying to tell me?\What am I gonna do about this body?! response:	Natsu, you're gonna be dead weight this time around.
context: Condescending bastard...\I swear I'll get them back...\Turn me back to normal!\Turn him back!\Dad...\What are you trying to tell me?\What am I gonna do about this body?!\Natsu, you're gonna be dead weight this time around. response:	What's that?!
context: I swear I'll get them back...\Turn me back to normal!\Turn him back!\Dad...\What are you trying to tell me?\What am I gonna do about this body?!\Natsu, you're gonna be dead weight this time around.\What's that?! response:	After all, at that size, you can't put out much more fire than a candle, right?
context: Turn me back to normal!\Turn him back!\Dad...\What are you trying to tell me?\What am I gonna do about this body?!\Natsu, you're gonna be dead weight this time around.\What's that?!\After all, at that size, you can't put out much more fire than a candle, right? response:	Hmph! If I put my mind to it, I can even barbecue underwater!
context: Turn him back!\Dad...\What are you trying to tell me?\What am I gonna do about this body?!\Natsu, you're gonna be dead weight this time around.\What's that?!\After all, at that size, you can't put out much more fire than a candle, right?\Hmph! If I put my mind to it, I can even barbecue underwater! response:	Even when you threaten, it just comes off as cute!
context: Dad...\What are you trying to tell me?\What am I gonna do about this body?!\Natsu, you're gonna be dead weight this time around.\What's that?!\After all, at that size, you can't put out much more fire than a candle, right?\Hmph! If I put my mind to it, I can even barbecue underwater!\Even when you threaten, it just comes off as cute! response:	Happy, you're gonna get it...
context: What are you trying to tell me?\What am I gonna do about this body?!\Natsu, you're gonna be dead weight this time around.\What's that?!\After all, at that size, you can't put out much more fire than a candle, right?\Hmph! If I put my mind to it, I can even barbecue underwater!\Even when you threaten, it just comes off as cute!\Happy, you're gonna get it... response:	Next time: Traveling Companions!
context: What am I gonna do about this body?!\Natsu, you're gonna be dead weight this time around.\What's that?!\After all, at that size, you can't put out much more fire than a candle, right?\Hmph! If I put my mind to it, I can even barbecue underwater!\Even when you threaten, it just comes off as cute!\Happy, you're gonna get it...\Next time: Traveling Companions! response:	Huh? Natsu, are you angry?
context: Natsu, you're gonna be dead weight this time around.\What's that?!\After all, at that size, you can't put out much more fire than a candle, right?\Hmph! If I put my mind to it, I can even barbecue underwater!\Even when you threaten, it just comes off as cute!\Happy, you're gonna get it...\Next time: Traveling Companions!\Huh? Natsu, are you angry? response:	Of course I am!
context: What's that?!\After all, at that size, you can't put out much more fire than a candle, right?\Hmph! If I put my mind to it, I can even barbecue underwater!\Even when you threaten, it just comes off as cute!\Happy, you're gonna get it...\Next time: Traveling Companions!\Huh? Natsu, are you angry?\Of course I am! response:	Even an angry Natsu is cute...
