context: I'm dead. response:	I'm dead. I died.
context: No doubt about it.\But...\I can't tell how.\I see...\I can't believe it, but this world...\Seriously?\What will you do? Fold?\Sh-Shut up! response:	Let's fight, fair and square!
context: But...\I can't tell how.\I see...\I can't believe it, but this world...\Seriously?\What will you do? Fold?\Sh-Shut up!\Let's fight, fair and square! response:	Um... um...
context: I can't tell how.\I see...\I can't believe it, but this world...\Seriously?\What will you do? Fold?\Sh-Shut up!\Let's fight, fair and square!\Um... um... response:	Okay!
context: I see...\I can't believe it, but this world...\Seriously?\What will you do? Fold?\Sh-Shut up!\Let's fight, fair and square!\Um... um...\Okay! response:	She's cheating.
context: I can't believe it, but this world...\Seriously?\What will you do? Fold?\Sh-Shut up!\Let's fight, fair and square!\Um... um...\Okay!\She's cheating. response:	Then, you're ready, right?
context: Seriously?\What will you do? Fold?\Sh-Shut up!\Let's fight, fair and square!\Um... um...\Okay!\She's cheating.\Then, you're ready, right? response:	O-Of course!
context: What will you do? Fold?\Sh-Shut up!\Let's fight, fair and square!\Um... um...\Okay!\She's cheating.\Then, you're ready, right?\O-Of course! response:	Smartphones. DSPs.
context: Sh-Shut up!\Let's fight, fair and square!\Um... um...\Okay!\She's cheating.\Then, you're ready, right?\O-Of course!\Smartphones. DSPs. response:	Tablet.
context: Let's fight, fair and square!\Um... um...\Okay!\She's cheating.\Then, you're ready, right?\O-Of course!\Smartphones. DSPs.\Tablet. response:	Battery and solar charger.
context: Um... um...\Okay!\She's cheating.\Then, you're ready, right?\O-Of course!\Smartphones. DSPs.\Tablet.\Battery and solar charger. response:	Cables...
context: Okay!\She's cheating.\Then, you're ready, right?\O-Of course!\Smartphones. DSPs.\Tablet.\Battery and solar charger.\Cables... response:	Is this all we have?
context: She's cheating.\Then, you're ready, right?\O-Of course!\Smartphones. DSPs.\Tablet.\Battery and solar charger.\Cables...\Is this all we have? response:	Well, after what happened, maybe we're lucky we've still got this much.
context: Then, you're ready, right?\O-Of course!\Smartphones. DSPs.\Tablet.\Battery and solar charger.\Cables...\Is this all we have?\Well, after what happened, maybe we're lucky we've still got this much. response:	I can't get a signal.
context: O-Of course!\Smartphones. DSPs.\Tablet.\Battery and solar charger.\Cables...\Is this all we have?\Well, after what happened, maybe we're lucky we've still got this much.\I can't get a signal. response:	I'm sure.
context: Smartphones. DSPs.\Tablet.\Battery and solar charger.\Cables...\Is this all we have?\Well, after what happened, maybe we're lucky we've still got this much.\I can't get a signal.\I'm sure. response:	This is a true fantasy world.
context: Tablet.\Battery and solar charger.\Cables...\Is this all we have?\Well, after what happened, maybe we're lucky we've still got this much.\I can't get a signal.\I'm sure.\This is a true fantasy world. response:	The way she was cheating... Seriously, there's gotta be a limit.
context: Battery and solar charger.\Cables...\Is this all we have?\Well, after what happened, maybe we're lucky we've still got this much.\I can't get a signal.\I'm sure.\This is a true fantasy world.\The way she was cheating... Seriously, there's gotta be a limit. response:	Brother,
context: Cables...\Is this all we have?\Well, after what happened, maybe we're lucky we've still got this much.\I can't get a signal.\I'm sure.\This is a true fantasy world.\The way she was cheating... Seriously, there's gotta be a limit.\Brother, response:	can you beat that?
context: Is this all we have?\Well, after what happened, maybe we're lucky we've still got this much.\I can't get a signal.\I'm sure.\This is a true fantasy world.\The way she was cheating... Seriously, there's gotta be a limit.\Brother,\can you beat that? response:	It was a stupid question.
context: Well, after what happened, maybe we're lucky we've still got this much.\I can't get a signal.\I'm sure.\This is a true fantasy world.\The way she was cheating... Seriously, there's gotta be a limit.\Brother,\can you beat that?\It was a stupid question. response:	Hey, Shiro.
context: I can't get a signal.\I'm sure.\This is a true fantasy world.\The way she was cheating... Seriously, there's gotta be a limit.\Brother,\can you beat that?\It was a stupid question.\Hey, Shiro. response:	Usually, in a story, when the protagonists end up in another world,
context: I'm sure.\This is a true fantasy world.\The way she was cheating... Seriously, there's gotta be a limit.\Brother,\can you beat that?\It was a stupid question.\Hey, Shiro.\Usually, in a story, when the protagonists end up in another world, response:	they try their best to find a way home, right?
context: This is a true fantasy world.\The way she was cheating... Seriously, there's gotta be a limit.\Brother,\can you beat that?\It was a stupid question.\Hey, Shiro.\Usually, in a story, when the protagonists end up in another world,\they try their best to find a way home, right? response:	Why would they try to go back to a world like that?
context: The way she was cheating... Seriously, there's gotta be a limit.\Brother,\can you beat that?\It was a stupid question.\Hey, Shiro.\Usually, in a story, when the protagonists end up in another world,\they try their best to find a way home, right?\Why would they try to go back to a world like that? response:	I think so, too...
context: Brother,\can you beat that?\It was a stupid question.\Hey, Shiro.\Usually, in a story, when the protagonists end up in another world,\they try their best to find a way home, right?\Why would they try to go back to a world like that?\I think so, too... response:	Then it's decided.
context: can you beat that?\It was a stupid question.\Hey, Shiro.\Usually, in a story, when the protagonists end up in another world,\they try their best to find a way home, right?\Why would they try to go back to a world like that?\I think so, too...\Then it's decided. response:	Find a place to stay
context: It was a stupid question.\Hey, Shiro.\Usually, in a story, when the protagonists end up in another world,\they try their best to find a way home, right?\Why would they try to go back to a world like that?\I think so, too...\Then it's decided.\Find a place to stay response:	Now, let the game begin.
context: Hey, Shiro.\Usually, in a story, when the protagonists end up in another world,\they try their best to find a way home, right?\Why would they try to go back to a world like that?\I think so, too...\Then it's decided.\Find a place to stay\Now, let the game begin. response:	Shiro, I'm glad, as your brother,
context: Usually, in a story, when the protagonists end up in another world,\they try their best to find a way home, right?\Why would they try to go back to a world like that?\I think so, too...\Then it's decided.\Find a place to stay\Now, let the game begin.\Shiro, I'm glad, as your brother, response:	that you love me so much, but let me go for a second.
context: they try their best to find a way home, right?\Why would they try to go back to a world like that?\I think so, too...\Then it's decided.\Find a place to stay\Now, let the game begin.\Shiro, I'm glad, as your brother,\that you love me so much, but let me go for a second. response:	Who's there? I paid up front
context: Why would they try to go back to a world like that?\I think so, too...\Then it's decided.\Find a place to stay\Now, let the game begin.\Shiro, I'm glad, as your brother,\that you love me so much, but let me go for a second.\Who's there? I paid up front response:	Can I come in?
context: I think so, too...\Then it's decided.\Find a place to stay\Now, let the game begin.\Shiro, I'm glad, as your brother,\that you love me so much, but let me go for a second.\Who's there? I paid up front\Can I come in? response:	Challenger
context: Then it's decided.\Find a place to stay\Now, let the game begin.\Shiro, I'm glad, as your brother,\that you love me so much, but let me go for a second.\Who's there? I paid up front\Can I come in?\Challenger response:	To save someone...
context: Find a place to stay\Now, let the game begin.\Shiro, I'm glad, as your brother,\that you love me so much, but let me go for a second.\Who's there? I paid up front\Can I come in?\Challenger\To save someone... response:	Do you need a reason, beyond the fact that it's fun?
