context: You're alive, Ichika. response:	I knew the whole time.
context: It's making another pass!\Ishigaki-kun.\Got it.\Me, too!\I'm going, too!\Mio!\Let me go with you.\Tetsuro! response:	Make it there, Kai!
context: Ishigaki-kun.\Got it.\Me, too!\I'm going, too!\Mio!\Let me go with you.\Tetsuro!\Make it there, Kai! response:	Good luck!
context: Got it.\Me, too!\I'm going, too!\Mio!\Let me go with you.\Tetsuro!\Make it there, Kai!\Good luck! response:	Mio, turn it on!
context: Me, too!\I'm going, too!\Mio!\Let me go with you.\Tetsuro!\Make it there, Kai!\Good luck!\Mio, turn it on! response:	Okay!
context: I'm going, too!\Mio!\Let me go with you.\Tetsuro!\Make it there, Kai!\Good luck!\Mio, turn it on!\Okay! response:	Come on, come after us.
context: Mio!\Let me go with you.\Tetsuro!\Make it there, Kai!\Good luck!\Mio, turn it on!\Okay!\Come on, come after us. response:	Bingo!
context: Let me go with you.\Tetsuro!\Make it there, Kai!\Good luck!\Mio, turn it on!\Okay!\Come on, come after us.\Bingo! response:	Tetsuro!
context: Tetsuro!\Make it there, Kai!\Good luck!\Mio, turn it on!\Okay!\Come on, come after us.\Bingo!\Tetsuro! response:	Mio!
context: Make it there, Kai!\Good luck!\Mio, turn it on!\Okay!\Come on, come after us.\Bingo!\Tetsuro!\Mio! response:	What is it?
context: Good luck!\Mio, turn it on!\Okay!\Come on, come after us.\Bingo!\Tetsuro!\Mio!\What is it? response:	You wanna go see a movie sometime?
context: Mio, turn it on!\Okay!\Come on, come after us.\Bingo!\Tetsuro!\Mio!\What is it?\You wanna go see a movie sometime? response:	Huh?
context: Okay!\Come on, come after us.\Bingo!\Tetsuro!\Mio!\What is it?\You wanna go see a movie sometime?\Huh? response:	Without Kanna or Kai!
context: Come on, come after us.\Bingo!\Tetsuro!\Mio!\What is it?\You wanna go see a movie sometime?\Huh?\Without Kanna or Kai! response:	Just the two of us!
context: Bingo!\Tetsuro!\Mio!\What is it?\You wanna go see a movie sometime?\Huh?\Without Kanna or Kai!\Just the two of us! response:	Yeah, let's go!
context: Tetsuro!\Mio!\What is it?\You wanna go see a movie sometime?\Huh?\Without Kanna or Kai!\Just the two of us!\Yeah, let's go! response:	Remon-senpai, take Route 70.
context: Mio!\What is it?\You wanna go see a movie sometime?\Huh?\Without Kanna or Kai!\Just the two of us!\Yeah, let's go!\Remon-senpai, take Route 70. response:	We have a little bit more than ten kilometers to go.
context: What is it?\You wanna go see a movie sometime?\Huh?\Without Kanna or Kai!\Just the two of us!\Yeah, let's go!\Remon-senpai, take Route 70.\We have a little bit more than ten kilometers to go. response:	Behind us!
context: You wanna go see a movie sometime?\Huh?\Without Kanna or Kai!\Just the two of us!\Yeah, let's go!\Remon-senpai, take Route 70.\We have a little bit more than ten kilometers to go.\Behind us! response:	There's more of them!
context: Huh?\Without Kanna or Kai!\Just the two of us!\Yeah, let's go!\Remon-senpai, take Route 70.\We have a little bit more than ten kilometers to go.\Behind us!\There's more of them! response:	I'll go.
context: Without Kanna or Kai!\Just the two of us!\Yeah, let's go!\Remon-senpai, take Route 70.\We have a little bit more than ten kilometers to go.\Behind us!\There's more of them!\I'll go. response:	Tanigawa-san!
context: Just the two of us!\Yeah, let's go!\Remon-senpai, take Route 70.\We have a little bit more than ten kilometers to go.\Behind us!\There's more of them!\I'll go.\Tanigawa-san! response:	I'm not doing this for you.
context: Yeah, let's go!\Remon-senpai, take Route 70.\We have a little bit more than ten kilometers to go.\Behind us!\There's more of them!\I'll go.\Tanigawa-san!\I'm not doing this for you. response:	I'm doing it for the person I like!
context: Remon-senpai, take Route 70.\We have a little bit more than ten kilometers to go.\Behind us!\There's more of them!\I'll go.\Tanigawa-san!\I'm not doing this for you.\I'm doing it for the person I like! response:	I want the person I like to keep smiling.
context: We have a little bit more than ten kilometers to go.\Behind us!\There's more of them!\I'll go.\Tanigawa-san!\I'm not doing this for you.\I'm doing it for the person I like!\I want the person I like to keep smiling. response:	Tanigawa!
context: Behind us!\There's more of them!\I'll go.\Tanigawa-san!\I'm not doing this for you.\I'm doing it for the person I like!\I want the person I like to keep smiling.\Tanigawa! response:	I'm going to make you regret this three years from now!
context: There's more of them!\I'll go.\Tanigawa-san!\I'm not doing this for you.\I'm doing it for the person I like!\I want the person I like to keep smiling.\Tanigawa!\I'm going to make you regret this three years from now! response:	Be happy, jerk!
context: I'll go.\Tanigawa-san!\I'm not doing this for you.\I'm doing it for the person I like!\I want the person I like to keep smiling.\Tanigawa!\I'm going to make you regret this three years from now!\Be happy, jerk! response:	It doesn't look like anything else is coming.
context: Tanigawa-san!\I'm not doing this for you.\I'm doing it for the person I like!\I want the person I like to keep smiling.\Tanigawa!\I'm going to make you regret this three years from now!\Be happy, jerk!\It doesn't look like anything else is coming. response:	Kirishima-kun, take this.
context: I'm not doing this for you.\I'm doing it for the person I like!\I want the person I like to keep smiling.\Tanigawa!\I'm going to make you regret this three years from now!\Be happy, jerk!\It doesn't look like anything else is coming.\Kirishima-kun, take this. response:	It's my camera.
context: I'm doing it for the person I like!\I want the person I like to keep smiling.\Tanigawa!\I'm going to make you regret this three years from now!\Be happy, jerk!\It doesn't look like anything else is coming.\Kirishima-kun, take this.\It's my camera. response:	What are we going to do?
context: I want the person I like to keep smiling.\Tanigawa!\I'm going to make you regret this three years from now!\Be happy, jerk!\It doesn't look like anything else is coming.\Kirishima-kun, take this.\It's my camera.\What are we going to do? response:	Isn't it obvious?
context: Tanigawa!\I'm going to make you regret this three years from now!\Be happy, jerk!\It doesn't look like anything else is coming.\Kirishima-kun, take this.\It's my camera.\What are we going to do?\Isn't it obvious? response:	We're going to film.
context: I'm going to make you regret this three years from now!\Be happy, jerk!\It doesn't look like anything else is coming.\Kirishima-kun, take this.\It's my camera.\What are we going to do?\Isn't it obvious?\We're going to film. response:	The heroine evades her pursuers' attacks and heads toward her destination.
context: Be happy, jerk!\It doesn't look like anything else is coming.\Kirishima-kun, take this.\It's my camera.\What are we going to do?\Isn't it obvious?\We're going to film.\The heroine evades her pursuers' attacks and heads toward her destination. response:	Seems like we'll be able to film a pretty nice climax.
context: It doesn't look like anything else is coming.\Kirishima-kun, take this.\It's my camera.\What are we going to do?\Isn't it obvious?\We're going to film.\The heroine evades her pursuers' attacks and heads toward her destination.\Seems like we'll be able to film a pretty nice climax. response:	And we'll leave the epilogue up to God.
context: Kirishima-kun, take this.\It's my camera.\What are we going to do?\Isn't it obvious?\We're going to film.\The heroine evades her pursuers' attacks and heads toward her destination.\Seems like we'll be able to film a pretty nice climax.\And we'll leave the epilogue up to God. response:	That's the best part of making a movie.
context: It's my camera.\What are we going to do?\Isn't it obvious?\We're going to film.\The heroine evades her pursuers' attacks and heads toward her destination.\Seems like we'll be able to film a pretty nice climax.\And we'll leave the epilogue up to God.\That's the best part of making a movie. response:	I'm ready here!
context: What are we going to do?\Isn't it obvious?\We're going to film.\The heroine evades her pursuers' attacks and heads toward her destination.\Seems like we'll be able to film a pretty nice climax.\And we'll leave the epilogue up to God.\That's the best part of making a movie.\I'm ready here! response:	And... action!
context: Isn't it obvious?\We're going to film.\The heroine evades her pursuers' attacks and heads toward her destination.\Seems like we'll be able to film a pretty nice climax.\And we'll leave the epilogue up to God.\That's the best part of making a movie.\I'm ready here!\And... action! response:	Persistent, aren't we?
context: We're going to film.\The heroine evades her pursuers' attacks and heads toward her destination.\Seems like we'll be able to film a pretty nice climax.\And we'll leave the epilogue up to God.\That's the best part of making a movie.\I'm ready here!\And... action!\Persistent, aren't we? response:	Wh-What's up with this car?!
context: The heroine evades her pursuers' attacks and heads toward her destination.\Seems like we'll be able to film a pretty nice climax.\And we'll leave the epilogue up to God.\That's the best part of making a movie.\I'm ready here!\And... action!\Persistent, aren't we?\Wh-What's up with this car?! response:	Episode 12 Waiting there, in the summer.
context: Seems like we'll be able to film a pretty nice climax.\And we'll leave the epilogue up to God.\That's the best part of making a movie.\I'm ready here!\And... action!\Persistent, aren't we?\Wh-What's up with this car?!\Episode 12 Waiting there, in the summer. response:	We won't forget...
context: And we'll leave the epilogue up to God.\That's the best part of making a movie.\I'm ready here!\And... action!\Persistent, aren't we?\Wh-What's up with this car?!\Episode 12 Waiting there, in the summer.\We won't forget... response:	No matter how much time passes...
context: That's the best part of making a movie.\I'm ready here!\And... action!\Persistent, aren't we?\Wh-What's up with this car?!\Episode 12 Waiting there, in the summer.\We won't forget...\No matter how much time passes... response:	We'll be...
