context: Fight! response:	Heroes are Born
context: We're going to launch your Assault Jaegar.\Turn on your core's guidance beacon.\Set your controls at half off.\Linkage in a count of five!\Launch!\Linkage connecting in 5, 4, 3, 2, 1!\Now!\Asagi, you suck on the actual battlefield... response:	That wasn't me! My AHSMB doesn't want to link to it!
context: Turn on your core's guidance beacon.\Set your controls at half off.\Linkage in a count of five!\Launch!\Linkage connecting in 5, 4, 3, 2, 1!\Now!\Asagi, you suck on the actual battlefield...\That wasn't me! My AHSMB doesn't want to link to it! response:	Calm down! We're going to try again.
context: Set your controls at half off.\Linkage in a count of five!\Launch!\Linkage connecting in 5, 4, 3, 2, 1!\Now!\Asagi, you suck on the actual battlefield...\That wasn't me! My AHSMB doesn't want to link to it!\Calm down! We're going to try again. response:	Red 5, we're launching your HEP Cannon!
context: Linkage in a count of five!\Launch!\Linkage connecting in 5, 4, 3, 2, 1!\Now!\Asagi, you suck on the actual battlefield...\That wasn't me! My AHSMB doesn't want to link to it!\Calm down! We're going to try again.\Red 5, we're launching your HEP Cannon! response:	Kei, operation!
context: Launch!\Linkage connecting in 5, 4, 3, 2, 1!\Now!\Asagi, you suck on the actual battlefield...\That wasn't me! My AHSMB doesn't want to link to it!\Calm down! We're going to try again.\Red 5, we're launching your HEP Cannon!\Kei, operation! response:	I've input their acceleration-movement patterns
context: Linkage connecting in 5, 4, 3, 2, 1!\Now!\Asagi, you suck on the actual battlefield...\That wasn't me! My AHSMB doesn't want to link to it!\Calm down! We're going to try again.\Red 5, we're launching your HEP Cannon!\Kei, operation!\I've input their acceleration-movement patterns response:	and finished calculating 128 patterns based upon projected Route A.
context: Now!\Asagi, you suck on the actual battlefield...\That wasn't me! My AHSMB doesn't want to link to it!\Calm down! We're going to try again.\Red 5, we're launching your HEP Cannon!\Kei, operation!\I've input their acceleration-movement patterns\and finished calculating 128 patterns based upon projected Route A. response:	The most likely route is...
context: Asagi, you suck on the actual battlefield...\That wasn't me! My AHSMB doesn't want to link to it!\Calm down! We're going to try again.\Red 5, we're launching your HEP Cannon!\Kei, operation!\I've input their acceleration-movement patterns\and finished calculating 128 patterns based upon projected Route A.\The most likely route is... response:	Firing solution ready! I'm sending it now.
context: That wasn't me! My AHSMB doesn't want to link to it!\Calm down! We're going to try again.\Red 5, we're launching your HEP Cannon!\Kei, operation!\I've input their acceleration-movement patterns\and finished calculating 128 patterns based upon projected Route A.\The most likely route is...\Firing solution ready! I'm sending it now. response:	Fire!
context: Calm down! We're going to try again.\Red 5, we're launching your HEP Cannon!\Kei, operation!\I've input their acceleration-movement patterns\and finished calculating 128 patterns based upon projected Route A.\The most likely route is...\Firing solution ready! I'm sending it now.\Fire! response:	Did he get them?
context: Red 5, we're launching your HEP Cannon!\Kei, operation!\I've input their acceleration-movement patterns\and finished calculating 128 patterns based upon projected Route A.\The most likely route is...\Firing solution ready! I'm sending it now.\Fire!\Did he get them? response:	They dodged it!
context: Kei, operation!\I've input their acceleration-movement patterns\and finished calculating 128 patterns based upon projected Route A.\The most likely route is...\Firing solution ready! I'm sending it now.\Fire!\Did he get them?\They dodged it! response:	Linkage: Complete.
context: I've input their acceleration-movement patterns\and finished calculating 128 patterns based upon projected Route A.\The most likely route is...\Firing solution ready! I'm sending it now.\Fire!\Did he get them?\They dodged it!\Linkage: Complete. response:	You took too long.
context: and finished calculating 128 patterns based upon projected Route A.\The most likely route is...\Firing solution ready! I'm sending it now.\Fire!\Did he get them?\They dodged it!\Linkage: Complete.\You took too long. response:	I'm sorry.
context: The most likely route is...\Firing solution ready! I'm sending it now.\Fire!\Did he get them?\They dodged it!\Linkage: Complete.\You took too long.\I'm sorry. response:	They pulled back...?
context: Firing solution ready! I'm sending it now.\Fire!\Did he get them?\They dodged it!\Linkage: Complete.\You took too long.\I'm sorry.\They pulled back...? response:	Don't bother giving chase.
context: Fire!\Did he get them?\They dodged it!\Linkage: Complete.\You took too long.\I'm sorry.\They pulled back...?\Don't bother giving chase. response:	Pull back.
context: Did he get them?\They dodged it!\Linkage: Complete.\You took too long.\I'm sorry.\They pulled back...?\Don't bother giving chase.\Pull back. response:	<Prince Jiart, are you returning without finishing the kill?>
context: They dodged it!\Linkage: Complete.\You took too long.\I'm sorry.\They pulled back...?\Don't bother giving chase.\Pull back.\<Prince Jiart, are you returning without finishing the kill?> response:	<Prey that is easily slain...>
context: Linkage: Complete.\You took too long.\I'm sorry.\They pulled back...?\Don't bother giving chase.\Pull back.\<Prince Jiart, are you returning without finishing the kill?>\<Prey that is easily slain...> response:	I'm glad you made it back in one piece.
context: You took too long.\I'm sorry.\They pulled back...?\Don't bother giving chase.\Pull back.\<Prince Jiart, are you returning without finishing the kill?>\<Prey that is easily slain...>\I'm glad you made it back in one piece. response:	But the transmission satellites...
context: I'm sorry.\They pulled back...?\Don't bother giving chase.\Pull back.\<Prince Jiart, are you returning without finishing the kill?>\<Prey that is easily slain...>\I'm glad you made it back in one piece.\But the transmission satellites... response:	We were unable to defend them.
context: They pulled back...?\Don't bother giving chase.\Pull back.\<Prince Jiart, are you returning without finishing the kill?>\<Prey that is easily slain...>\I'm glad you made it back in one piece.\But the transmission satellites...\We were unable to defend them. response:	You see, as much as everyone in the pit
context: Don't bother giving chase.\Pull back.\<Prince Jiart, are you returning without finishing the kill?>\<Prey that is easily slain...>\I'm glad you made it back in one piece.\But the transmission satellites...\We were unable to defend them.\You see, as much as everyone in the pit response:	hates to see machines get destroyed,
context: Pull back.\<Prince Jiart, are you returning without finishing the kill?>\<Prey that is easily slain...>\I'm glad you made it back in one piece.\But the transmission satellites...\We were unable to defend them.\You see, as much as everyone in the pit\hates to see machines get destroyed, response:	we hate it even more when humans come back in pieces.
context: <Prince Jiart, are you returning without finishing the kill?>\<Prey that is easily slain...>\I'm glad you made it back in one piece.\But the transmission satellites...\We were unable to defend them.\You see, as much as everyone in the pit\hates to see machines get destroyed,\we hate it even more when humans come back in pieces. response:	But I wish you would give your units a bit more love.
context: <Prey that is easily slain...>\I'm glad you made it back in one piece.\But the transmission satellites...\We were unable to defend them.\You see, as much as everyone in the pit\hates to see machines get destroyed,\we hate it even more when humans come back in pieces.\But I wish you would give your units a bit more love. response:	Your DNA is melded into those AHSMB units.
context: I'm glad you made it back in one piece.\But the transmission satellites...\We were unable to defend them.\You see, as much as everyone in the pit\hates to see machines get destroyed,\we hate it even more when humans come back in pieces.\But I wish you would give your units a bit more love.\Your DNA is melded into those AHSMB units. response:	In a way, they're another version of yourself.
context: But the transmission satellites...\We were unable to defend them.\You see, as much as everyone in the pit\hates to see machines get destroyed,\we hate it even more when humans come back in pieces.\But I wish you would give your units a bit more love.\Your DNA is melded into those AHSMB units.\In a way, they're another version of yourself. response:	I'm Reika Saionji, the head mechanic.
context: We were unable to defend them.\You see, as much as everyone in the pit\hates to see machines get destroyed,\we hate it even more when humans come back in pieces.\But I wish you would give your units a bit more love.\Your DNA is melded into those AHSMB units.\In a way, they're another version of yourself.\I'm Reika Saionji, the head mechanic. response:	But everyone calls me Boss.
context: You see, as much as everyone in the pit\hates to see machines get destroyed,\we hate it even more when humans come back in pieces.\But I wish you would give your units a bit more love.\Your DNA is melded into those AHSMB units.\In a way, they're another version of yourself.\I'm Reika Saionji, the head mechanic.\But everyone calls me Boss. response:	Boss...?
context: hates to see machines get destroyed,\we hate it even more when humans come back in pieces.\But I wish you would give your units a bit more love.\Your DNA is melded into those AHSMB units.\In a way, they're another version of yourself.\I'm Reika Saionji, the head mechanic.\But everyone calls me Boss.\Boss...? response:	She reeks of alcohol.
context: we hate it even more when humans come back in pieces.\But I wish you would give your units a bit more love.\Your DNA is melded into those AHSMB units.\In a way, they're another version of yourself.\I'm Reika Saionji, the head mechanic.\But everyone calls me Boss.\Boss...?\She reeks of alcohol. response:	You're drunk...
context: But I wish you would give your units a bit more love.\Your DNA is melded into those AHSMB units.\In a way, they're another version of yourself.\I'm Reika Saionji, the head mechanic.\But everyone calls me Boss.\Boss...?\She reeks of alcohol.\You're drunk... response:	I'm on break!
context: Your DNA is melded into those AHSMB units.\In a way, they're another version of yourself.\I'm Reika Saionji, the head mechanic.\But everyone calls me Boss.\Boss...?\She reeks of alcohol.\You're drunk...\I'm on break! response:	Please pet my head, too!
context: In a way, they're another version of yourself.\I'm Reika Saionji, the head mechanic.\But everyone calls me Boss.\Boss...?\She reeks of alcohol.\You're drunk...\I'm on break!\Please pet my head, too! response:	Head Mechanic Saionji!
context: I'm Reika Saionji, the head mechanic.\But everyone calls me Boss.\Boss...?\She reeks of alcohol.\You're drunk...\I'm on break!\Please pet my head, too!\Head Mechanic Saionji! response:	Oh, Rin-Rin! Wanna grab a drink later?
context: But everyone calls me Boss.\Boss...?\She reeks of alcohol.\You're drunk...\I'm on break!\Please pet my head, too!\Head Mechanic Saionji!\Oh, Rin-Rin! Wanna grab a drink later? response:	Don't call me that.
context: Boss...?\She reeks of alcohol.\You're drunk...\I'm on break!\Please pet my head, too!\Head Mechanic Saionji!\Oh, Rin-Rin! Wanna grab a drink later?\Don't call me that. response:	And I don't want to drink with a bad drunk.
context: She reeks of alcohol.\You're drunk...\I'm on break!\Please pet my head, too!\Head Mechanic Saionji!\Oh, Rin-Rin! Wanna grab a drink later?\Don't call me that.\And I don't want to drink with a bad drunk. response:	Nice work out there. Go get some rest for now.
context: You're drunk...\I'm on break!\Please pet my head, too!\Head Mechanic Saionji!\Oh, Rin-Rin! Wanna grab a drink later?\Don't call me that.\And I don't want to drink with a bad drunk.\Nice work out there. Go get some rest for now. response:	Don't worry about a thing.
context: I'm on break!\Please pet my head, too!\Head Mechanic Saionji!\Oh, Rin-Rin! Wanna grab a drink later?\Don't call me that.\And I don't want to drink with a bad drunk.\Nice work out there. Go get some rest for now.\Don't worry about a thing. response:	Got that?
context: Please pet my head, too!\Head Mechanic Saionji!\Oh, Rin-Rin! Wanna grab a drink later?\Don't call me that.\And I don't want to drink with a bad drunk.\Nice work out there. Go get some rest for now.\Don't worry about a thing.\Got that? response:	She said not to worry about it!
context: Head Mechanic Saionji!\Oh, Rin-Rin! Wanna grab a drink later?\Don't call me that.\And I don't want to drink with a bad drunk.\Nice work out there. Go get some rest for now.\Don't worry about a thing.\Got that?\She said not to worry about it! response:	What're they doing?!
context: Oh, Rin-Rin! Wanna grab a drink later?\Don't call me that.\And I don't want to drink with a bad drunk.\Nice work out there. Go get some rest for now.\Don't worry about a thing.\Got that?\She said not to worry about it!\What're they doing?! response:	AAA! Huh? Something's coming! He dodged it?! Chickened out! AAA! They suck !
context: Don't call me that.\And I don't want to drink with a bad drunk.\Nice work out there. Go get some rest for now.\Don't worry about a thing.\Got that?\She said not to worry about it!\What're they doing?!\AAA! Huh? Something's coming! He dodged it?! Chickened out! AAA! They suck ! response:	Surprise Attack
