context: To think the Guild would send me a challenge request. response:	To think the Guild would send me a challenge request.
context: Yes.\Ability: Light Snow!\Ability: Light Snow\The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.\We're going to hide ourselves and close in during that time.\What? The pilot isn't responding?\Perhaps some trouble with the communicator.\What the? response:	Dazai-san, I'm in.
context: Ability: Light Snow!\Ability: Light Snow\The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.\We're going to hide ourselves and close in during that time.\What? The pilot isn't responding?\Perhaps some trouble with the communicator.\What the?\Dazai-san, I'm in. response:	How does it look inside?
context: Ability: Light Snow\The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.\We're going to hide ourselves and close in during that time.\What? The pilot isn't responding?\Perhaps some trouble with the communicator.\What the?\Dazai-san, I'm in.\How does it look inside? response:	There's no one here.
context: The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.\We're going to hide ourselves and close in during that time.\What? The pilot isn't responding?\Perhaps some trouble with the communicator.\What the?\Dazai-san, I'm in.\How does it look inside?\There's no one here. response:	Something's wrong.
context: We're going to hide ourselves and close in during that time.\What? The pilot isn't responding?\Perhaps some trouble with the communicator.\What the?\Dazai-san, I'm in.\How does it look inside?\There's no one here.\Something's wrong. response:	Where is everyone?
context: What? The pilot isn't responding?\Perhaps some trouble with the communicator.\What the?\Dazai-san, I'm in.\How does it look inside?\There's no one here.\Something's wrong.\Where is everyone? response:	Almost everyone evacuated.
context: Perhaps some trouble with the communicator.\What the?\Dazai-san, I'm in.\How does it look inside?\There's no one here.\Something's wrong.\Where is everyone?\Almost everyone evacuated. response:	Why do you think that might be, kid?
context: What the?\Dazai-san, I'm in.\How does it look inside?\There's no one here.\Something's wrong.\Where is everyone?\Almost everyone evacuated.\Why do you think that might be, kid? response:	Because it's the end.
context: Dazai-san, I'm in.\How does it look inside?\There's no one here.\Something's wrong.\Where is everyone?\Almost everyone evacuated.\Why do you think that might be, kid?\Because it's the end. response:	Of this war.
context: How does it look inside?\There's no one here.\Something's wrong.\Where is everyone?\Almost everyone evacuated.\Why do you think that might be, kid?\Because it's the end.\Of this war. response:	Wasn't he the one who called down the Moby Dick?
context: There's no one here.\Something's wrong.\Where is everyone?\Almost everyone evacuated.\Why do you think that might be, kid?\Because it's the end.\Of this war.\Wasn't he the one who called down the Moby Dick? response:	With the next attack, all of the Guild's enemies will be turned to ash.
context: Something's wrong.\Where is everyone?\Almost everyone evacuated.\Why do you think that might be, kid?\Because it's the end.\Of this war.\Wasn't he the one who called down the Moby Dick?\With the next attack, all of the Guild's enemies will be turned to ash. response:	Along with Moby Dick.
context: Where is everyone?\Almost everyone evacuated.\Why do you think that might be, kid?\Because it's the end.\Of this war.\Wasn't he the one who called down the Moby Dick?\With the next attack, all of the Guild's enemies will be turned to ash.\Along with Moby Dick. response:	Explain!
context: Almost everyone evacuated.\Why do you think that might be, kid?\Because it's the end.\Of this war.\Wasn't he the one who called down the Moby Dick?\With the next attack, all of the Guild's enemies will be turned to ash.\Along with Moby Dick.\Explain! response:	I presume you thought you'd attack while there aren't many people here.
context: Why do you think that might be, kid?\Because it's the end.\Of this war.\Wasn't he the one who called down the Moby Dick?\With the next attack, all of the Guild's enemies will be turned to ash.\Along with Moby Dick.\Explain!\I presume you thought you'd attack while there aren't many people here. response:	But did you not suspect that something was off
context: Because it's the end.\Of this war.\Wasn't he the one who called down the Moby Dick?\With the next attack, all of the Guild's enemies will be turned to ash.\Along with Moby Dick.\Explain!\I presume you thought you'd attack while there aren't many people here.\But did you not suspect that something was off response:	when the Guild's main forces abandoned the Moby Dick now, of all times?
context: Of this war.\Wasn't he the one who called down the Moby Dick?\With the next attack, all of the Guild's enemies will be turned to ash.\Along with Moby Dick.\Explain!\I presume you thought you'd attack while there aren't many people here.\But did you not suspect that something was off\when the Guild's main forces abandoned the Moby Dick now, of all times? response:	It would be terrible if we became collateral.
context: Wasn't he the one who called down the Moby Dick?\With the next attack, all of the Guild's enemies will be turned to ash.\Along with Moby Dick.\Explain!\I presume you thought you'd attack while there aren't many people here.\But did you not suspect that something was off\when the Guild's main forces abandoned the Moby Dick now, of all times?\It would be terrible if we became collateral. response:	Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.
context: With the next attack, all of the Guild's enemies will be turned to ash.\Along with Moby Dick.\Explain!\I presume you thought you'd attack while there aren't many people here.\But did you not suspect that something was off\when the Guild's main forces abandoned the Moby Dick now, of all times?\It would be terrible if we became collateral.\Stage two of the Yokohama Incineration Operation: Moby Dick Bomb. response:	Once it happens, the city will be annihilated thanks to the damage from the curse.
context: Along with Moby Dick.\Explain!\I presume you thought you'd attack while there aren't many people here.\But did you not suspect that something was off\when the Guild's main forces abandoned the Moby Dick now, of all times?\It would be terrible if we became collateral.\Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.\Once it happens, the city will be annihilated thanks to the damage from the curse. response:	And ground zero...
context: Explain!\I presume you thought you'd attack while there aren't many people here.\But did you not suspect that something was off\when the Guild's main forces abandoned the Moby Dick now, of all times?\It would be terrible if we became collateral.\Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.\Once it happens, the city will be annihilated thanks to the damage from the curse.\And ground zero... response:	Is where the Agency and the Mafia headquarters are.
context: I presume you thought you'd attack while there aren't many people here.\But did you not suspect that something was off\when the Guild's main forces abandoned the Moby Dick now, of all times?\It would be terrible if we became collateral.\Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.\Once it happens, the city will be annihilated thanks to the damage from the curse.\And ground zero...\Is where the Agency and the Mafia headquarters are. response:	We'll crash into the ground in less than an hour.
context: But did you not suspect that something was off\when the Guild's main forces abandoned the Moby Dick now, of all times?\It would be terrible if we became collateral.\Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.\Once it happens, the city will be annihilated thanks to the damage from the curse.\And ground zero...\Is where the Agency and the Mafia headquarters are.\We'll crash into the ground in less than an hour. response:	If Moby Dick is your special ability, you should be able to stop its descent.
context: when the Guild's main forces abandoned the Moby Dick now, of all times?\It would be terrible if we became collateral.\Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.\Once it happens, the city will be annihilated thanks to the damage from the curse.\And ground zero...\Is where the Agency and the Mafia headquarters are.\We'll crash into the ground in less than an hour.\If Moby Dick is your special ability, you should be able to stop its descent. response:	You are correct that the Moby Dick is my special ability.
context: It would be terrible if we became collateral.\Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.\Once it happens, the city will be annihilated thanks to the damage from the curse.\And ground zero...\Is where the Agency and the Mafia headquarters are.\We'll crash into the ground in less than an hour.\If Moby Dick is your special ability, you should be able to stop its descent.\You are correct that the Moby Dick is my special ability. response:	But 70 of its capacity has been replaced with ordinances.
context: Stage two of the Yokohama Incineration Operation: Moby Dick Bomb.\Once it happens, the city will be annihilated thanks to the damage from the curse.\And ground zero...\Is where the Agency and the Mafia headquarters are.\We'll crash into the ground in less than an hour.\If Moby Dick is your special ability, you should be able to stop its descent.\You are correct that the Moby Dick is my special ability.\But 70 of its capacity has been replaced with ordinances. response:	I no longer have the ability to control it.
context: Once it happens, the city will be annihilated thanks to the damage from the curse.\And ground zero...\Is where the Agency and the Mafia headquarters are.\We'll crash into the ground in less than an hour.\If Moby Dick is your special ability, you should be able to stop its descent.\You are correct that the Moby Dick is my special ability.\But 70 of its capacity has been replaced with ordinances.\I no longer have the ability to control it. response:	Did you hear that, Dazai-san?
context: And ground zero...\Is where the Agency and the Mafia headquarters are.\We'll crash into the ground in less than an hour.\If Moby Dick is your special ability, you should be able to stop its descent.\You are correct that the Moby Dick is my special ability.\But 70 of its capacity has been replaced with ordinances.\I no longer have the ability to control it.\Did you hear that, Dazai-san? response:	We need to abort the operation and retreat immediately.
context: Is where the Agency and the Mafia headquarters are.\We'll crash into the ground in less than an hour.\If Moby Dick is your special ability, you should be able to stop its descent.\You are correct that the Moby Dick is my special ability.\But 70 of its capacity has been replaced with ordinances.\I no longer have the ability to control it.\Did you hear that, Dazai-san?\We need to abort the operation and retreat immediately. response:	The operation continues as planned.
context: We'll crash into the ground in less than an hour.\If Moby Dick is your special ability, you should be able to stop its descent.\You are correct that the Moby Dick is my special ability.\But 70 of its capacity has been replaced with ordinances.\I no longer have the ability to control it.\Did you hear that, Dazai-san?\We need to abort the operation and retreat immediately.\The operation continues as planned. response:	What?
context: If Moby Dick is your special ability, you should be able to stop its descent.\You are correct that the Moby Dick is my special ability.\But 70 of its capacity has been replaced with ordinances.\I no longer have the ability to control it.\Did you hear that, Dazai-san?\We need to abort the operation and retreat immediately.\The operation continues as planned.\What? response:	Take control of the Moby Dick with your own hands and stop its descent.
context: You are correct that the Moby Dick is my special ability.\But 70 of its capacity has been replaced with ordinances.\I no longer have the ability to control it.\Did you hear that, Dazai-san?\We need to abort the operation and retreat immediately.\The operation continues as planned.\What?\Take control of the Moby Dick with your own hands and stop its descent. response:	You're the only one on the Moby Dick.
context: But 70 of its capacity has been replaced with ordinances.\I no longer have the ability to control it.\Did you hear that, Dazai-san?\We need to abort the operation and retreat immediately.\The operation continues as planned.\What?\Take control of the Moby Dick with your own hands and stop its descent.\You're the only one on the Moby Dick. response:	You're the only one who can do it.
context: I no longer have the ability to control it.\Did you hear that, Dazai-san?\We need to abort the operation and retreat immediately.\The operation continues as planned.\What?\Take control of the Moby Dick with your own hands and stop its descent.\You're the only one on the Moby Dick.\You're the only one who can do it. response:	You predicted this situation, didn't you?
context: Did you hear that, Dazai-san?\We need to abort the operation and retreat immediately.\The operation continues as planned.\What?\Take control of the Moby Dick with your own hands and stop its descent.\You're the only one on the Moby Dick.\You're the only one who can do it.\You predicted this situation, didn't you? response:	As a possibility, yeah.
context: We need to abort the operation and retreat immediately.\The operation continues as planned.\What?\Take control of the Moby Dick with your own hands and stop its descent.\You're the only one on the Moby Dick.\You're the only one who can do it.\You predicted this situation, didn't you?\As a possibility, yeah. response:	That was part of our reason for choosing you.
context: The operation continues as planned.\What?\Take control of the Moby Dick with your own hands and stop its descent.\You're the only one on the Moby Dick.\You're the only one who can do it.\You predicted this situation, didn't you?\As a possibility, yeah.\That was part of our reason for choosing you. response:	Can you do it?
context: What?\Take control of the Moby Dick with your own hands and stop its descent.\You're the only one on the Moby Dick.\You're the only one who can do it.\You predicted this situation, didn't you?\As a possibility, yeah.\That was part of our reason for choosing you.\Can you do it? response:	What do I need to do to stop the descent?
context: Take control of the Moby Dick with your own hands and stop its descent.\You're the only one on the Moby Dick.\You're the only one who can do it.\You predicted this situation, didn't you?\As a possibility, yeah.\That was part of our reason for choosing you.\Can you do it?\What do I need to do to stop the descent? response:	You'll have to use the control terminal.
context: You're the only one on the Moby Dick.\You're the only one who can do it.\You predicted this situation, didn't you?\As a possibility, yeah.\That was part of our reason for choosing you.\Can you do it?\What do I need to do to stop the descent?\You'll have to use the control terminal. response:	It's in the office on the highest floor.
context: You're the only one who can do it.\You predicted this situation, didn't you?\As a possibility, yeah.\That was part of our reason for choosing you.\Can you do it?\What do I need to do to stop the descent?\You'll have to use the control terminal.\It's in the office on the highest floor. response:	Though it's well guarded, of course.
context: You predicted this situation, didn't you?\As a possibility, yeah.\That was part of our reason for choosing you.\Can you do it?\What do I need to do to stop the descent?\You'll have to use the control terminal.\It's in the office on the highest floor.\Though it's well guarded, of course. response:	Thank you.
context: As a possibility, yeah.\That was part of our reason for choosing you.\Can you do it?\What do I need to do to stop the descent?\You'll have to use the control terminal.\It's in the office on the highest floor.\Though it's well guarded, of course.\Thank you. response:	If everyone's evacuated, why are you still here?
context: That was part of our reason for choosing you.\Can you do it?\What do I need to do to stop the descent?\You'll have to use the control terminal.\It's in the office on the highest floor.\Though it's well guarded, of course.\Thank you.\If everyone's evacuated, why are you still here? response:	If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.
context: Can you do it?\What do I need to do to stop the descent?\You'll have to use the control terminal.\It's in the office on the highest floor.\Though it's well guarded, of course.\Thank you.\If everyone's evacuated, why are you still here?\If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it. response:	Moby Dick was a beautiful creature before its flesh became mechanical.
context: What do I need to do to stop the descent?\You'll have to use the control terminal.\It's in the office on the highest floor.\Though it's well guarded, of course.\Thank you.\If everyone's evacuated, why are you still here?\If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.\Moby Dick was a beautiful creature before its flesh became mechanical. response:	Just as the Guild was in its past.
context: You'll have to use the control terminal.\It's in the office on the highest floor.\Though it's well guarded, of course.\Thank you.\If everyone's evacuated, why are you still here?\If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.\Moby Dick was a beautiful creature before its flesh became mechanical.\Just as the Guild was in its past. response:	Yes?
context: It's in the office on the highest floor.\Though it's well guarded, of course.\Thank you.\If everyone's evacuated, why are you still here?\If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.\Moby Dick was a beautiful creature before its flesh became mechanical.\Just as the Guild was in its past.\Yes? response:	How are you, Dazai-kun?
context: Though it's well guarded, of course.\Thank you.\If everyone's evacuated, why are you still here?\If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.\Moby Dick was a beautiful creature before its flesh became mechanical.\Just as the Guild was in its past.\Yes?\How are you, Dazai-kun? response:	What do you want, Mori-san?
context: Thank you.\If everyone's evacuated, why are you still here?\If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.\Moby Dick was a beautiful creature before its flesh became mechanical.\Just as the Guild was in its past.\Yes?\How are you, Dazai-kun?\What do you want, Mori-san? response:	Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations?
context: If everyone's evacuated, why are you still here?\If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.\Moby Dick was a beautiful creature before its flesh became mechanical.\Just as the Guild was in its past.\Yes?\How are you, Dazai-kun?\What do you want, Mori-san?\Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations? response:	About that agreement... I just had a call from one of the subordinates.
context: If the Moby Dick is to fall on foreign land and cause annihilation, I reckon I ought to fall with it.\Moby Dick was a beautiful creature before its flesh became mechanical.\Just as the Guild was in its past.\Yes?\How are you, Dazai-kun?\What do you want, Mori-san?\Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations?\About that agreement... I just had a call from one of the subordinates. response:	It doesn't look like it'll hold.
context: Moby Dick was a beautiful creature before its flesh became mechanical.\Just as the Guild was in its past.\Yes?\How are you, Dazai-kun?\What do you want, Mori-san?\Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations?\About that agreement... I just had a call from one of the subordinates.\It doesn't look like it'll hold. response:	You...
context: Just as the Guild was in its past.\Yes?\How are you, Dazai-kun?\What do you want, Mori-san?\Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations?\About that agreement... I just had a call from one of the subordinates.\It doesn't look like it'll hold.\You... response:	I've found you, weretiger.
context: Yes?\How are you, Dazai-kun?\What do you want, Mori-san?\Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations?\About that agreement... I just had a call from one of the subordinates.\It doesn't look like it'll hold.\You...\I've found you, weretiger. response:	Akutagawa!
context: How are you, Dazai-kun?\What do you want, Mori-san?\Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations?\About that agreement... I just had a call from one of the subordinates.\It doesn't look like it'll hold.\You...\I've found you, weretiger.\Akutagawa! response:	Episode Twenty-Three
context: What do you want, Mori-san?\Didn't we establish an agreement with the Mafia so they wouldn't obstruct our operations?\About that agreement... I just had a call from one of the subordinates.\It doesn't look like it'll hold.\You...\I've found you, weretiger.\Akutagawa!\Episode Twenty-Three response:	Rashoumon, The Tiger, and The Last Emperor
