context: How does it look, Azalea? response:	No change in its standby location.
context: We're counting on you, villain!\Mind Shock.\Astral Bind.\For now, the kiting's going fine.\But...\What is he thinking?\I never did understand him.\It's possible he may have been so confused, he acted extremely. response:	I understand that.
context: Mind Shock.\Astral Bind.\For now, the kiting's going fine.\But...\What is he thinking?\I never did understand him.\It's possible he may have been so confused, he acted extremely.\I understand that. response:	But...
context: Astral Bind.\For now, the kiting's going fine.\But...\What is he thinking?\I never did understand him.\It's possible he may have been so confused, he acted extremely.\I understand that.\But... response:	Even so, I couldn't forgive him.
context: For now, the kiting's going fine.\But...\What is he thinking?\I never did understand him.\It's possible he may have been so confused, he acted extremely.\I understand that.\But...\Even so, I couldn't forgive him. response:	Stop!
context: But...\What is he thinking?\I never did understand him.\It's possible he may have been so confused, he acted extremely.\I understand that.\But...\Even so, I couldn't forgive him.\Stop! response:	We're too far away.
context: What is he thinking?\I never did understand him.\It's possible he may have been so confused, he acted extremely.\I understand that.\But...\Even so, I couldn't forgive him.\Stop!\We're too far away. response:	I can't see the Shadow Vanguard.
context: I never did understand him.\It's possible he may have been so confused, he acted extremely.\I understand that.\But...\Even so, I couldn't forgive him.\Stop!\We're too far away.\I can't see the Shadow Vanguard. response:	Let's wait.
context: It's possible he may have been so confused, he acted extremely.\I understand that.\But...\Even so, I couldn't forgive him.\Stop!\We're too far away.\I can't see the Shadow Vanguard.\Let's wait. response:	If they go back to the Great Cave, it's over!
context: I understand that.\But...\Even so, I couldn't forgive him.\Stop!\We're too far away.\I can't see the Shadow Vanguard.\Let's wait.\If they go back to the Great Cave, it's over! response:	What are you thinking?
context: But...\Even so, I couldn't forgive him.\Stop!\We're too far away.\I can't see the Shadow Vanguard.\Let's wait.\If they go back to the Great Cave, it's over!\What are you thinking? response:	At this rate...
context: Even so, I couldn't forgive him.\Stop!\We're too far away.\I can't see the Shadow Vanguard.\Let's wait.\If they go back to the Great Cave, it's over!\What are you thinking?\At this rate... response:	You damned enchanter,
context: Stop!\We're too far away.\I can't see the Shadow Vanguard.\Let's wait.\If they go back to the Great Cave, it's over!\What are you thinking?\At this rate...\You damned enchanter, response:	say my name.
context: We're too far away.\I can't see the Shadow Vanguard.\Let's wait.\If they go back to the Great Cave, it's over!\What are you thinking?\At this rate...\You damned enchanter,\say my name. response:	De
context: I can't see the Shadow Vanguard.\Let's wait.\If they go back to the Great Cave, it's over!\What are you thinking?\At this rate...\You damned enchanter,\say my name.\De response:	Demikas.
context: Let's wait.\If they go back to the Great Cave, it's over!\What are you thinking?\At this rate...\You damned enchanter,\say my name.\De\Demikas. response:	Right.
context: If they go back to the Great Cave, it's over!\What are you thinking?\At this rate...\You damned enchanter,\say my name.\De\Demikas.\Right. response:	Demikas, I don't like you.
context: What are you thinking?\At this rate...\You damned enchanter,\say my name.\De\Demikas.\Right.\Demikas, I don't like you. response:	Me, neither, Shiroe of Log Horizon.
context: At this rate...\You damned enchanter,\say my name.\De\Demikas.\Right.\Demikas, I don't like you.\Me, neither, Shiroe of Log Horizon. response:	So...
context: You damned enchanter,\say my name.\De\Demikas.\Right.\Demikas, I don't like you.\Me, neither, Shiroe of Log Horizon.\So... response:	What are
context: say my name.\De\Demikas.\Right.\Demikas, I don't like you.\Me, neither, Shiroe of Log Horizon.\So...\What are response:	Shiroe, you die down there.
context: De\Demikas.\Right.\Demikas, I don't like you.\Me, neither, Shiroe of Log Horizon.\So...\What are\Shiroe, you die down there. response:	This isn't where I'm going to die.
context: Demikas.\Right.\Demikas, I don't like you.\Me, neither, Shiroe of Log Horizon.\So...\What are\Shiroe, you die down there.\This isn't where I'm going to die. response:	Down here?
context: Right.\Demikas, I don't like you.\Me, neither, Shiroe of Log Horizon.\So...\What are\Shiroe, you die down there.\This isn't where I'm going to die.\Down here? response:	This is...
context: Demikas, I don't like you.\Me, neither, Shiroe of Log Horizon.\So...\What are\Shiroe, you die down there.\This isn't where I'm going to die.\Down here?\This is... response:	The deepest level of the Abyssal Shaft?
context: Me, neither, Shiroe of Log Horizon.\So...\What are\Shiroe, you die down there.\This isn't where I'm going to die.\Down here?\This is...\The deepest level of the Abyssal Shaft? response:	The goal we were after?
context: So...\What are\Shiroe, you die down there.\This isn't where I'm going to die.\Down here?\This is...\The deepest level of the Abyssal Shaft?\The goal we were after? response:	but I suppose I must say that anyway.
context: What are\Shiroe, you die down there.\This isn't where I'm going to die.\Down here?\This is...\The deepest level of the Abyssal Shaft?\The goal we were after?\but I suppose I must say that anyway. response:	Shiroe has reached the deepest level of the Abyssal Shaft.
context: Shiroe, you die down there.\This isn't where I'm going to die.\Down here?\This is...\The deepest level of the Abyssal Shaft?\The goal we were after?\but I suppose I must say that anyway.\Shiroe has reached the deepest level of the Abyssal Shaft. response:	A river of gold sleeps there.
context: This isn't where I'm going to die.\Down here?\This is...\The deepest level of the Abyssal Shaft?\The goal we were after?\but I suppose I must say that anyway.\Shiroe has reached the deepest level of the Abyssal Shaft.\A river of gold sleeps there. response:	Awaiting him is the last raid boss, Uru of the Ninth Garden...
context: Down here?\This is...\The deepest level of the Abyssal Shaft?\The goal we were after?\but I suppose I must say that anyway.\Shiroe has reached the deepest level of the Abyssal Shaft.\A river of gold sleeps there.\Awaiting him is the last raid boss, Uru of the Ninth Garden... response:	And Kinjou of the Kunie Clan.
context: This is...\The deepest level of the Abyssal Shaft?\The goal we were after?\but I suppose I must say that anyway.\Shiroe has reached the deepest level of the Abyssal Shaft.\A river of gold sleeps there.\Awaiting him is the last raid boss, Uru of the Ninth Garden...\And Kinjou of the Kunie Clan. response:	Shiroe's desires and true goals are finally revealed.
context: The deepest level of the Abyssal Shaft?\The goal we were after?\but I suppose I must say that anyway.\Shiroe has reached the deepest level of the Abyssal Shaft.\A river of gold sleeps there.\Awaiting him is the last raid boss, Uru of the Ninth Garden...\And Kinjou of the Kunie Clan.\Shiroe's desires and true goals are finally revealed. response:	Next time: The Gold of the Kunie.
context: The goal we were after?\but I suppose I must say that anyway.\Shiroe has reached the deepest level of the Abyssal Shaft.\A river of gold sleeps there.\Awaiting him is the last raid boss, Uru of the Ninth Garden...\And Kinjou of the Kunie Clan.\Shiroe's desires and true goals are finally revealed.\Next time: The Gold of the Kunie. response:	The Gold of the Kunie
context: but I suppose I must say that anyway.\Shiroe has reached the deepest level of the Abyssal Shaft.\A river of gold sleeps there.\Awaiting him is the last raid boss, Uru of the Ninth Garden...\And Kinjou of the Kunie Clan.\Shiroe's desires and true goals are finally revealed.\Next time: The Gold of the Kunie.\The Gold of the Kunie response:	Rise up once more.
