context: I realize I'm a dreamer by nature, response:	but never in my wildest dreams did I ever imagine meeting the girl again.
context: Someone's pulling one over on you!\And who might you be?\W-Wrong door! I'm very sorry!\I don't believe it!\Cripes! How can you make such a mistake?\It's cold! Yasu, what is this place!\There's no hot water!\Maybe this is the right place! response:	What the hell?
context: And who might you be?\W-Wrong door! I'm very sorry!\I don't believe it!\Cripes! How can you make such a mistake?\It's cold! Yasu, what is this place!\There's no hot water!\Maybe this is the right place!\What the hell? response:	Did you get the gas man to come and open the valve?
context: W-Wrong door! I'm very sorry!\I don't believe it!\Cripes! How can you make such a mistake?\It's cold! Yasu, what is this place!\There's no hot water!\Maybe this is the right place!\What the hell?\Did you get the gas man to come and open the valve? response:	Open what?
context: I don't believe it!\Cripes! How can you make such a mistake?\It's cold! Yasu, what is this place!\There's no hot water!\Maybe this is the right place!\What the hell?\Did you get the gas man to come and open the valve?\Open what? response:	Nana!
context: Cripes! How can you make such a mistake?\It's cold! Yasu, what is this place!\There's no hot water!\Maybe this is the right place!\What the hell?\Did you get the gas man to come and open the valve?\Open what?\Nana! response:	Nana! I've been waiting for you.
context: It's cold! Yasu, what is this place!\There's no hot water!\Maybe this is the right place!\What the hell?\Did you get the gas man to come and open the valve?\Open what?\Nana!\Nana! I've been waiting for you. response:	What took you so long?
context: There's no hot water!\Maybe this is the right place!\What the hell?\Did you get the gas man to come and open the valve?\Open what?\Nana!\Nana! I've been waiting for you.\What took you so long? response:	Nana, get dressed.
context: Maybe this is the right place!\What the hell?\Did you get the gas man to come and open the valve?\Open what?\Nana!\Nana! I've been waiting for you.\What took you so long?\Nana, get dressed. response:	Oh, is your boyfriend with you?
context: What the hell?\Did you get the gas man to come and open the valve?\Open what?\Nana!\Nana! I've been waiting for you.\What took you so long?\Nana, get dressed.\Oh, is your boyfriend with you? response:	- Mhm, my friends are here too. - Hey, she might just be my type.
context: Did you get the gas man to come and open the valve?\Open what?\Nana!\Nana! I've been waiting for you.\What took you so long?\Nana, get dressed.\Oh, is your boyfriend with you?\- Mhm, my friends are here too. - Hey, she might just be my type. response:	- Come on in. - That's nice.
context: Open what?\Nana!\Nana! I've been waiting for you.\What took you so long?\Nana, get dressed.\Oh, is your boyfriend with you?\- Mhm, my friends are here too. - Hey, she might just be my type.\- Come on in. - That's nice. response:	Man, it's cold!
context: Nana!\Nana! I've been waiting for you.\What took you so long?\Nana, get dressed.\Oh, is your boyfriend with you?\- Mhm, my friends are here too. - Hey, she might just be my type.\- Come on in. - That's nice.\Man, it's cold! response:	I'm going to catch cold!
context: Nana! I've been waiting for you.\What took you so long?\Nana, get dressed.\Oh, is your boyfriend with you?\- Mhm, my friends are here too. - Hey, she might just be my type.\- Come on in. - That's nice.\Man, it's cold!\I'm going to catch cold! response:	What are you gonna do for me if I lose my beautiful voice?!
context: What took you so long?\Nana, get dressed.\Oh, is your boyfriend with you?\- Mhm, my friends are here too. - Hey, she might just be my type.\- Come on in. - That's nice.\Man, it's cold!\I'm going to catch cold!\What are you gonna do for me if I lose my beautiful voice?! response:	Please. So you are the other occupant.
context: Nana, get dressed.\Oh, is your boyfriend with you?\- Mhm, my friends are here too. - Hey, she might just be my type.\- Come on in. - That's nice.\Man, it's cold!\I'm going to catch cold!\What are you gonna do for me if I lose my beautiful voice?!\Please. So you are the other occupant. response:	Yes! Th-Th-Thank you for welcoming us in!
context: Oh, is your boyfriend with you?\- Mhm, my friends are here too. - Hey, she might just be my type.\- Come on in. - That's nice.\Man, it's cold!\I'm going to catch cold!\What are you gonna do for me if I lose my beautiful voice?!\Please. So you are the other occupant.\Yes! Th-Th-Thank you for welcoming us in! response:	What's the hesitation? This is your place, too.
context: - Mhm, my friends are here too. - Hey, she might just be my type.\- Come on in. - That's nice.\Man, it's cold!\I'm going to catch cold!\What are you gonna do for me if I lose my beautiful voice?!\Please. So you are the other occupant.\Yes! Th-Th-Thank you for welcoming us in!\What's the hesitation? This is your place, too. response:	How do you do? My name is Junko Saotome.
context: - Come on in. - That's nice.\Man, it's cold!\I'm going to catch cold!\What are you gonna do for me if I lose my beautiful voice?!\Please. So you are the other occupant.\Yes! Th-Th-Thank you for welcoming us in!\What's the hesitation? This is your place, too.\How do you do? My name is Junko Saotome. response:	I'm a friend of Nana Komatsu.
context: Man, it's cold!\I'm going to catch cold!\What are you gonna do for me if I lose my beautiful voice?!\Please. So you are the other occupant.\Yes! Th-Th-Thank you for welcoming us in!\What's the hesitation? This is your place, too.\How do you do? My name is Junko Saotome.\I'm a friend of Nana Komatsu. response:	Who are you?
context: I'm going to catch cold!\What are you gonna do for me if I lose my beautiful voice?!\Please. So you are the other occupant.\Yes! Th-Th-Thank you for welcoming us in!\What's the hesitation? This is your place, too.\How do you do? My name is Junko Saotome.\I'm a friend of Nana Komatsu.\Who are you? response:	She's got guts.
context: What are you gonna do for me if I lose my beautiful voice?!\Please. So you are the other occupant.\Yes! Th-Th-Thank you for welcoming us in!\What's the hesitation? This is your place, too.\How do you do? My name is Junko Saotome.\I'm a friend of Nana Komatsu.\Who are you?\She's got guts. response:	Oh, pardon me for not introducing myself earlier.
context: Please. So you are the other occupant.\Yes! Th-Th-Thank you for welcoming us in!\What's the hesitation? This is your place, too.\How do you do? My name is Junko Saotome.\I'm a friend of Nana Komatsu.\Who are you?\She's got guts.\Oh, pardon me for not introducing myself earlier. response:	I'm a friend of Nana Osaki, Yasushi Takagi by name.
context: Yes! Th-Th-Thank you for welcoming us in!\What's the hesitation? This is your place, too.\How do you do? My name is Junko Saotome.\I'm a friend of Nana Komatsu.\Who are you?\She's got guts.\Oh, pardon me for not introducing myself earlier.\I'm a friend of Nana Osaki, Yasushi Takagi by name. response:	I am also her acting benefactor.
context: What's the hesitation? This is your place, too.\How do you do? My name is Junko Saotome.\I'm a friend of Nana Komatsu.\Who are you?\She's got guts.\Oh, pardon me for not introducing myself earlier.\I'm a friend of Nana Osaki, Yasushi Takagi by name.\I am also her acting benefactor. response:	Nice to meet you.
context: How do you do? My name is Junko Saotome.\I'm a friend of Nana Komatsu.\Who are you?\She's got guts.\Oh, pardon me for not introducing myself earlier.\I'm a friend of Nana Osaki, Yasushi Takagi by name.\I am also her acting benefactor.\Nice to meet you. response:	Yasushi Takagi Ishizuka Law Office
context: I'm a friend of Nana Komatsu.\Who are you?\She's got guts.\Oh, pardon me for not introducing myself earlier.\I'm a friend of Nana Osaki, Yasushi Takagi by name.\I am also her acting benefactor.\Nice to meet you.\Yasushi Takagi Ishizuka Law Office response:	Law Firm?!
context: Who are you?\She's got guts.\Oh, pardon me for not introducing myself earlier.\I'm a friend of Nana Osaki, Yasushi Takagi by name.\I am also her acting benefactor.\Nice to meet you.\Yasushi Takagi Ishizuka Law Office\Law Firm?! response:	- A lawyer? - Really?
context: She's got guts.\Oh, pardon me for not introducing myself earlier.\I'm a friend of Nana Osaki, Yasushi Takagi by name.\I am also her acting benefactor.\Nice to meet you.\Yasushi Takagi Ishizuka Law Office\Law Firm?!\- A lawyer? - Really? response:	I'm still learning,
context: Oh, pardon me for not introducing myself earlier.\I'm a friend of Nana Osaki, Yasushi Takagi by name.\I am also her acting benefactor.\Nice to meet you.\Yasushi Takagi Ishizuka Law Office\Law Firm?!\- A lawyer? - Really?\I'm still learning, response:	but if you're ever in trouble, feel free to give me a call.
context: I'm a friend of Nana Osaki, Yasushi Takagi by name.\I am also her acting benefactor.\Nice to meet you.\Yasushi Takagi Ishizuka Law Office\Law Firm?!\- A lawyer? - Really?\I'm still learning,\but if you're ever in trouble, feel free to give me a call. response:	Then why don't you do something about this, Yasu?
context: I am also her acting benefactor.\Nice to meet you.\Yasushi Takagi Ishizuka Law Office\Law Firm?!\- A lawyer? - Really?\I'm still learning,\but if you're ever in trouble, feel free to give me a call.\Then why don't you do something about this, Yasu? response:	I'm in trouble because I have no hot water.
context: Nice to meet you.\Yasushi Takagi Ishizuka Law Office\Law Firm?!\- A lawyer? - Really?\I'm still learning,\but if you're ever in trouble, feel free to give me a call.\Then why don't you do something about this, Yasu?\I'm in trouble because I have no hot water. response:	So you gotta call the gas company to get a guy over here to open up...
context: Yasushi Takagi Ishizuka Law Office\Law Firm?!\- A lawyer? - Really?\I'm still learning,\but if you're ever in trouble, feel free to give me a call.\Then why don't you do something about this, Yasu?\I'm in trouble because I have no hot water.\So you gotta call the gas company to get a guy over here to open up... response:	You call.
context: Law Firm?!\- A lawyer? - Really?\I'm still learning,\but if you're ever in trouble, feel free to give me a call.\Then why don't you do something about this, Yasu?\I'm in trouble because I have no hot water.\So you gotta call the gas company to get a guy over here to open up...\You call. response:	Yes ma'am. Let's see. The number...
context: - A lawyer? - Really?\I'm still learning,\but if you're ever in trouble, feel free to give me a call.\Then why don't you do something about this, Yasu?\I'm in trouble because I have no hot water.\So you gotta call the gas company to get a guy over here to open up...\You call.\Yes ma'am. Let's see. The number... response:	Well then. Perhaps I'll make some tea.
context: I'm still learning,\but if you're ever in trouble, feel free to give me a call.\Then why don't you do something about this, Yasu?\I'm in trouble because I have no hot water.\So you gotta call the gas company to get a guy over here to open up...\You call.\Yes ma'am. Let's see. The number...\Well then. Perhaps I'll make some tea. response:	Let me help.
context: but if you're ever in trouble, feel free to give me a call.\Then why don't you do something about this, Yasu?\I'm in trouble because I have no hot water.\So you gotta call the gas company to get a guy over here to open up...\You call.\Yes ma'am. Let's see. The number...\Well then. Perhaps I'll make some tea.\Let me help. response:	Hey, do you have a kettle and cups and stuff?
context: Then why don't you do something about this, Yasu?\I'm in trouble because I have no hot water.\So you gotta call the gas company to get a guy over here to open up...\You call.\Yes ma'am. Let's see. The number...\Well then. Perhaps I'll make some tea.\Let me help.\Hey, do you have a kettle and cups and stuff? response:	- Nope. - You good for nothing!
context: I'm in trouble because I have no hot water.\So you gotta call the gas company to get a guy over here to open up...\You call.\Yes ma'am. Let's see. The number...\Well then. Perhaps I'll make some tea.\Let me help.\Hey, do you have a kettle and cups and stuff?\- Nope. - You good for nothing! response:	I'm sorry!
context: So you gotta call the gas company to get a guy over here to open up...\You call.\Yes ma'am. Let's see. The number...\Well then. Perhaps I'll make some tea.\Let me help.\Hey, do you have a kettle and cups and stuff?\- Nope. - You good for nothing!\I'm sorry! response:	You gotta wait for the gas guy to come
context: You call.\Yes ma'am. Let's see. The number...\Well then. Perhaps I'll make some tea.\Let me help.\Hey, do you have a kettle and cups and stuff?\- Nope. - You good for nothing!\I'm sorry!\You gotta wait for the gas guy to come response:	before you can use the burner anyway!
context: Yes ma'am. Let's see. The number...\Well then. Perhaps I'll make some tea.\Let me help.\Hey, do you have a kettle and cups and stuff?\- Nope. - You good for nothing!\I'm sorry!\You gotta wait for the gas guy to come\before you can use the burner anyway! response:	Oh, that's right.
context: Well then. Perhaps I'll make some tea.\Let me help.\Hey, do you have a kettle and cups and stuff?\- Nope. - You good for nothing!\I'm sorry!\You gotta wait for the gas guy to come\before you can use the burner anyway!\Oh, that's right. response:	You've gotta do that?
context: Let me help.\Hey, do you have a kettle and cups and stuff?\- Nope. - You good for nothing!\I'm sorry!\You gotta wait for the gas guy to come\before you can use the burner anyway!\Oh, that's right.\You've gotta do that? response:	So did you call them?
context: Hey, do you have a kettle and cups and stuff?\- Nope. - You good for nothing!\I'm sorry!\You gotta wait for the gas guy to come\before you can use the burner anyway!\Oh, that's right.\You've gotta do that?\So did you call them? response:	The line was busy.
context: - Nope. - You good for nothing!\I'm sorry!\You gotta wait for the gas guy to come\before you can use the burner anyway!\Oh, that's right.\You've gotta do that?\So did you call them?\The line was busy. response:	Also, fill this in and send it to the power company.
context: I'm sorry!\You gotta wait for the gas guy to come\before you can use the burner anyway!\Oh, that's right.\You've gotta do that?\So did you call them?\The line was busy.\Also, fill this in and send it to the power company. response:	Your water bill will be debited from your bank account along with your rent,
context: You gotta wait for the gas guy to come\before you can use the burner anyway!\Oh, that's right.\You've gotta do that?\So did you call them?\The line was busy.\Also, fill this in and send it to the power company.\Your water bill will be debited from your bank account along with your rent, response:	so you don't have to worry about those.
context: before you can use the burner anyway!\Oh, that's right.\You've gotta do that?\So did you call them?\The line was busy.\Also, fill this in and send it to the power company.\Your water bill will be debited from your bank account along with your rent,\so you don't have to worry about those. response:	Oh, and don't forget to register your new address with the City Hall.
context: Oh, that's right.\You've gotta do that?\So did you call them?\The line was busy.\Also, fill this in and send it to the power company.\Your water bill will be debited from your bank account along with your rent,\so you don't have to worry about those.\Oh, and don't forget to register your new address with the City Hall. response:	Well Nana, I guess we'll be leaving, then.
context: You've gotta do that?\So did you call them?\The line was busy.\Also, fill this in and send it to the power company.\Your water bill will be debited from your bank account along with your rent,\so you don't have to worry about those.\Oh, and don't forget to register your new address with the City Hall.\Well Nana, I guess we'll be leaving, then. response:	Looks like we can trust this guy to look after things for you.
context: So did you call them?\The line was busy.\Also, fill this in and send it to the power company.\Your water bill will be debited from your bank account along with your rent,\so you don't have to worry about those.\Oh, and don't forget to register your new address with the City Hall.\Well Nana, I guess we'll be leaving, then.\Looks like we can trust this guy to look after things for you. response:	We can?
context: The line was busy.\Also, fill this in and send it to the power company.\Your water bill will be debited from your bank account along with your rent,\so you don't have to worry about those.\Oh, and don't forget to register your new address with the City Hall.\Well Nana, I guess we'll be leaving, then.\Looks like we can trust this guy to look after things for you.\We can? response:	Well, hang in there, man.
context: Also, fill this in and send it to the power company.\Your water bill will be debited from your bank account along with your rent,\so you don't have to worry about those.\Oh, and don't forget to register your new address with the City Hall.\Well Nana, I guess we'll be leaving, then.\Looks like we can trust this guy to look after things for you.\We can?\Well, hang in there, man. response:	Oh, are you leaving so soon?
context: Your water bill will be debited from your bank account along with your rent,\so you don't have to worry about those.\Oh, and don't forget to register your new address with the City Hall.\Well Nana, I guess we'll be leaving, then.\Looks like we can trust this guy to look after things for you.\We can?\Well, hang in there, man.\Oh, are you leaving so soon? response:	The child doesn't know left from right,
context: so you don't have to worry about those.\Oh, and don't forget to register your new address with the City Hall.\Well Nana, I guess we'll be leaving, then.\Looks like we can trust this guy to look after things for you.\We can?\Well, hang in there, man.\Oh, are you leaving so soon?\The child doesn't know left from right, response:	but I hope you do befriend her.
context: Oh, and don't forget to register your new address with the City Hall.\Well Nana, I guess we'll be leaving, then.\Looks like we can trust this guy to look after things for you.\We can?\Well, hang in there, man.\Oh, are you leaving so soon?\The child doesn't know left from right,\but I hope you do befriend her. response:	The pleasure is ours.
context: Well Nana, I guess we'll be leaving, then.\Looks like we can trust this guy to look after things for you.\We can?\Well, hang in there, man.\Oh, are you leaving so soon?\The child doesn't know left from right,\but I hope you do befriend her.\The pleasure is ours. response:	Shoji, are you coming? You're working tonight, right?
context: Looks like we can trust this guy to look after things for you.\We can?\Well, hang in there, man.\Oh, are you leaving so soon?\The child doesn't know left from right,\but I hope you do befriend her.\The pleasure is ours.\Shoji, are you coming? You're working tonight, right? response:	Right. What should I do?
context: We can?\Well, hang in there, man.\Oh, are you leaving so soon?\The child doesn't know left from right,\but I hope you do befriend her.\The pleasure is ours.\Shoji, are you coming? You're working tonight, right?\Right. What should I do? response:	Don't worry about me, Shoji.
context: Well, hang in there, man.\Oh, are you leaving so soon?\The child doesn't know left from right,\but I hope you do befriend her.\The pleasure is ours.\Shoji, are you coming? You're working tonight, right?\Right. What should I do?\Don't worry about me, Shoji. response:	Nana is here too, so I'll be okay.
context: Oh, are you leaving so soon?\The child doesn't know left from right,\but I hope you do befriend her.\The pleasure is ours.\Shoji, are you coming? You're working tonight, right?\Right. What should I do?\Don't worry about me, Shoji.\Nana is here too, so I'll be okay. response:	That's right.
context: The child doesn't know left from right,\but I hope you do befriend her.\The pleasure is ours.\Shoji, are you coming? You're working tonight, right?\Right. What should I do?\Don't worry about me, Shoji.\Nana is here too, so I'll be okay.\That's right. response:	Shoji, you... be a man and go earn some money.
context: but I hope you do befriend her.\The pleasure is ours.\Shoji, are you coming? You're working tonight, right?\Right. What should I do?\Don't worry about me, Shoji.\Nana is here too, so I'll be okay.\That's right.\Shoji, you... be a man and go earn some money. response:	Well, it may be all right.
context: The pleasure is ours.\Shoji, are you coming? You're working tonight, right?\Right. What should I do?\Don't worry about me, Shoji.\Nana is here too, so I'll be okay.\That's right.\Shoji, you... be a man and go earn some money.\Well, it may be all right. response:	That lawyer, Takagi, is taking care of the other Nana and our Nana too.
context: Shoji, are you coming? You're working tonight, right?\Right. What should I do?\Don't worry about me, Shoji.\Nana is here too, so I'll be okay.\That's right.\Shoji, you... be a man and go earn some money.\Well, it may be all right.\That lawyer, Takagi, is taking care of the other Nana and our Nana too. response:	The two of them seem to be getting along just fine.
context: Right. What should I do?\Don't worry about me, Shoji.\Nana is here too, so I'll be okay.\That's right.\Shoji, you... be a man and go earn some money.\Well, it may be all right.\That lawyer, Takagi, is taking care of the other Nana and our Nana too.\The two of them seem to be getting along just fine. response:	Like, both placing herself above all?
context: Don't worry about me, Shoji.\Nana is here too, so I'll be okay.\That's right.\Shoji, you... be a man and go earn some money.\Well, it may be all right.\That lawyer, Takagi, is taking care of the other Nana and our Nana too.\The two of them seem to be getting along just fine.\Like, both placing herself above all? response:	The other Nana seems even weirder than our Nana.
context: Nana is here too, so I'll be okay.\That's right.\Shoji, you... be a man and go earn some money.\Well, it may be all right.\That lawyer, Takagi, is taking care of the other Nana and our Nana too.\The two of them seem to be getting along just fine.\Like, both placing herself above all?\The other Nana seems even weirder than our Nana. response:	Stop repeating Nana and Nana so much.
context: That's right.\Shoji, you... be a man and go earn some money.\Well, it may be all right.\That lawyer, Takagi, is taking care of the other Nana and our Nana too.\The two of them seem to be getting along just fine.\Like, both placing herself above all?\The other Nana seems even weirder than our Nana.\Stop repeating Nana and Nana so much. response:	I feel my troubles doubling.
context: Shoji, you... be a man and go earn some money.\Well, it may be all right.\That lawyer, Takagi, is taking care of the other Nana and our Nana too.\The two of them seem to be getting along just fine.\Like, both placing herself above all?\The other Nana seems even weirder than our Nana.\Stop repeating Nana and Nana so much.\I feel my troubles doubling. response:	Two times seven is fourteen. Seven squared is forty-nine.
context: Well, it may be all right.\That lawyer, Takagi, is taking care of the other Nana and our Nana too.\The two of them seem to be getting along just fine.\Like, both placing herself above all?\The other Nana seems even weirder than our Nana.\Stop repeating Nana and Nana so much.\I feel my troubles doubling.\Two times seven is fourteen. Seven squared is forty-nine. response:	- My troubles are gonna multiply. - As such...
context: That lawyer, Takagi, is taking care of the other Nana and our Nana too.\The two of them seem to be getting along just fine.\Like, both placing herself above all?\The other Nana seems even weirder than our Nana.\Stop repeating Nana and Nana so much.\I feel my troubles doubling.\Two times seven is fourteen. Seven squared is forty-nine.\- My troubles are gonna multiply. - As such... response:	Nana and I started living together on a positive note.
context: The two of them seem to be getting along just fine.\Like, both placing herself above all?\The other Nana seems even weirder than our Nana.\Stop repeating Nana and Nana so much.\I feel my troubles doubling.\Two times seven is fourteen. Seven squared is forty-nine.\- My troubles are gonna multiply. - As such...\Nana and I started living together on a positive note. response:	At least for me, that is.
context: Like, both placing herself above all?\The other Nana seems even weirder than our Nana.\Stop repeating Nana and Nana so much.\I feel my troubles doubling.\Two times seven is fourteen. Seven squared is forty-nine.\- My troubles are gonna multiply. - As such...\Nana and I started living together on a positive note.\At least for me, that is. response:	Nana, the soonest the gas company people can make it here is tomorrow.
context: The other Nana seems even weirder than our Nana.\Stop repeating Nana and Nana so much.\I feel my troubles doubling.\Two times seven is fourteen. Seven squared is forty-nine.\- My troubles are gonna multiply. - As such...\Nana and I started living together on a positive note.\At least for me, that is.\Nana, the soonest the gas company people can make it here is tomorrow. response:	No way! Then we can't even heat this place until then?
context: Stop repeating Nana and Nana so much.\I feel my troubles doubling.\Two times seven is fourteen. Seven squared is forty-nine.\- My troubles are gonna multiply. - As such...\Nana and I started living together on a positive note.\At least for me, that is.\Nana, the soonest the gas company people can make it here is tomorrow.\No way! Then we can't even heat this place until then? response:	You don't even have an air conditioner here.
context: I feel my troubles doubling.\Two times seven is fourteen. Seven squared is forty-nine.\- My troubles are gonna multiply. - As such...\Nana and I started living together on a positive note.\At least for me, that is.\Nana, the soonest the gas company people can make it here is tomorrow.\No way! Then we can't even heat this place until then?\You don't even have an air conditioner here. response:	No way!
context: Two times seven is fourteen. Seven squared is forty-nine.\- My troubles are gonna multiply. - As such...\Nana and I started living together on a positive note.\At least for me, that is.\Nana, the soonest the gas company people can make it here is tomorrow.\No way! Then we can't even heat this place until then?\You don't even have an air conditioner here.\No way! response:	If you're cold, put on something warm.
context: - My troubles are gonna multiply. - As such...\Nana and I started living together on a positive note.\At least for me, that is.\Nana, the soonest the gas company people can make it here is tomorrow.\No way! Then we can't even heat this place until then?\You don't even have an air conditioner here.\No way!\If you're cold, put on something warm. response:	But I only brought my leather jacket.
context: Nana and I started living together on a positive note.\At least for me, that is.\Nana, the soonest the gas company people can make it here is tomorrow.\No way! Then we can't even heat this place until then?\You don't even have an air conditioner here.\No way!\If you're cold, put on something warm.\But I only brought my leather jacket. response:	I can't get comfortable in that.
context: At least for me, that is.\Nana, the soonest the gas company people can make it here is tomorrow.\No way! Then we can't even heat this place until then?\You don't even have an air conditioner here.\No way!\If you're cold, put on something warm.\But I only brought my leather jacket.\I can't get comfortable in that. response:	Oh, do you want me to lend you something?
context: Nana, the soonest the gas company people can make it here is tomorrow.\No way! Then we can't even heat this place until then?\You don't even have an air conditioner here.\No way!\If you're cold, put on something warm.\But I only brought my leather jacket.\I can't get comfortable in that.\Oh, do you want me to lend you something? response:	Really? Thanks. Thanks a lot.
context: No way! Then we can't even heat this place until then?\You don't even have an air conditioner here.\No way!\If you're cold, put on something warm.\But I only brought my leather jacket.\I can't get comfortable in that.\Oh, do you want me to lend you something?\Really? Thanks. Thanks a lot. response:	When I first arrived in Tokyo,
context: You don't even have an air conditioner here.\No way!\If you're cold, put on something warm.\But I only brought my leather jacket.\I can't get comfortable in that.\Oh, do you want me to lend you something?\Really? Thanks. Thanks a lot.\When I first arrived in Tokyo, response:	I didn't know whether I'd be able to make it or not.
context: No way!\If you're cold, put on something warm.\But I only brought my leather jacket.\I can't get comfortable in that.\Oh, do you want me to lend you something?\Really? Thanks. Thanks a lot.\When I first arrived in Tokyo,\I didn't know whether I'd be able to make it or not. response:	Could I get a job, would I be Shoji's girl forever?
context: If you're cold, put on something warm.\But I only brought my leather jacket.\I can't get comfortable in that.\Oh, do you want me to lend you something?\Really? Thanks. Thanks a lot.\When I first arrived in Tokyo,\I didn't know whether I'd be able to make it or not.\Could I get a job, would I be Shoji's girl forever? response:	I had a mountain of anxieties.
context: But I only brought my leather jacket.\I can't get comfortable in that.\Oh, do you want me to lend you something?\Really? Thanks. Thanks a lot.\When I first arrived in Tokyo,\I didn't know whether I'd be able to make it or not.\Could I get a job, would I be Shoji's girl forever?\I had a mountain of anxieties. response:	Your bag's all clothes. Are you a peddler?
context: I can't get comfortable in that.\Oh, do you want me to lend you something?\Really? Thanks. Thanks a lot.\When I first arrived in Tokyo,\I didn't know whether I'd be able to make it or not.\Could I get a job, would I be Shoji's girl forever?\I had a mountain of anxieties.\Your bag's all clothes. Are you a peddler? response:	What's your choice, ma'am?
context: Oh, do you want me to lend you something?\Really? Thanks. Thanks a lot.\When I first arrived in Tokyo,\I didn't know whether I'd be able to make it or not.\Could I get a job, would I be Shoji's girl forever?\I had a mountain of anxieties.\Your bag's all clothes. Are you a peddler?\What's your choice, ma'am? response:	But as strange as it seems,
context: Really? Thanks. Thanks a lot.\When I first arrived in Tokyo,\I didn't know whether I'd be able to make it or not.\Could I get a job, would I be Shoji's girl forever?\I had a mountain of anxieties.\Your bag's all clothes. Are you a peddler?\What's your choice, ma'am?\But as strange as it seems, response:	I had absolutely no qualms about moving in with you, Nana.
context: When I first arrived in Tokyo,\I didn't know whether I'd be able to make it or not.\Could I get a job, would I be Shoji's girl forever?\I had a mountain of anxieties.\Your bag's all clothes. Are you a peddler?\What's your choice, ma'am?\But as strange as it seems,\I had absolutely no qualms about moving in with you, Nana. response:	It's hard to explain why. That's just how it was.
context: I didn't know whether I'd be able to make it or not.\Could I get a job, would I be Shoji's girl forever?\I had a mountain of anxieties.\Your bag's all clothes. Are you a peddler?\What's your choice, ma'am?\But as strange as it seems,\I had absolutely no qualms about moving in with you, Nana.\It's hard to explain why. That's just how it was. response:	I reached into the sky
context: Could I get a job, would I be Shoji's girl forever?\I had a mountain of anxieties.\Your bag's all clothes. Are you a peddler?\What's your choice, ma'am?\But as strange as it seems,\I had absolutely no qualms about moving in with you, Nana.\It's hard to explain why. That's just how it was.\I reached into the sky response:	But I couldn't reach what I wanted
context: I had a mountain of anxieties.\Your bag's all clothes. Are you a peddler?\What's your choice, ma'am?\But as strange as it seems,\I had absolutely no qualms about moving in with you, Nana.\It's hard to explain why. That's just how it was.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Your bag's all clothes. Are you a peddler?\What's your choice, ma'am?\But as strange as it seems,\I had absolutely no qualms about moving in with you, Nana.\It's hard to explain why. That's just how it was.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: What's your choice, ma'am?\But as strange as it seems,\I had absolutely no qualms about moving in with you, Nana.\It's hard to explain why. That's just how it was.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: But as strange as it seems,\I had absolutely no qualms about moving in with you, Nana.\It's hard to explain why. That's just how it was.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: I had absolutely no qualms about moving in with you, Nana.\It's hard to explain why. That's just how it was.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: It's hard to explain why. That's just how it was.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
