context: Timing and Subtitles brought to you by The Little Lover Team @Viki response:	I won't take the entrance exam. I know exactly what I want to do.
context: I see.\That makes sense.\Thank you.\Sorry.\Umm... I am really sorry.\I caused you even to have fever.\Don't worry. I did it myself.\They came again? response:	What's with them?
context: That makes sense.\Thank you.\Sorry.\Umm... I am really sorry.\I caused you even to have fever.\Don't worry. I did it myself.\They came again?\What's with them? response:	Don't you have to answer the door?
context: Thank you.\Sorry.\Umm... I am really sorry.\I caused you even to have fever.\Don't worry. I did it myself.\They came again?\What's with them?\Don't you have to answer the door? response:	No.
context: Sorry.\Umm... I am really sorry.\I caused you even to have fever.\Don't worry. I did it myself.\They came again?\What's with them?\Don't you have to answer the door?\No. response:	I forgot to lock it.
context: Umm... I am really sorry.\I caused you even to have fever.\Don't worry. I did it myself.\They came again?\What's with them?\Don't you have to answer the door?\No.\I forgot to lock it. response:	Hello. Minami-kun.
context: I caused you even to have fever.\Don't worry. I did it myself.\They came again?\What's with them?\Don't you have to answer the door?\No.\I forgot to lock it.\Hello. Minami-kun. response:	Nomura?
context: Don't worry. I did it myself.\They came again?\What's with them?\Don't you have to answer the door?\No.\I forgot to lock it.\Hello. Minami-kun.\Nomura? response:	Go hide yourself.
context: They came again?\What's with them?\Don't you have to answer the door?\No.\I forgot to lock it.\Hello. Minami-kun.\Nomura?\Go hide yourself. response:	Minami-kun. Are you there?
context: What's with them?\Don't you have to answer the door?\No.\I forgot to lock it.\Hello. Minami-kun.\Nomura?\Go hide yourself.\Minami-kun. Are you there? response:	Yes.
context: Don't you have to answer the door?\No.\I forgot to lock it.\Hello. Minami-kun.\Nomura?\Go hide yourself.\Minami-kun. Are you there?\Yes. response:	Ah.
context: No.\I forgot to lock it.\Hello. Minami-kun.\Nomura?\Go hide yourself.\Minami-kun. Are you there?\Yes.\Ah. response:	Nomura-san.
context: I forgot to lock it.\Hello. Minami-kun.\Nomura?\Go hide yourself.\Minami-kun. Are you there?\Yes.\Ah.\Nomura-san. response:	Nomura.
context: Hello. Minami-kun.\Nomura?\Go hide yourself.\Minami-kun. Are you there?\Yes.\Ah.\Nomura-san.\Nomura. response:	Sorry for coming in without asking.
context: Nomura?\Go hide yourself.\Minami-kun. Are you there?\Yes.\Ah.\Nomura-san.\Nomura.\Sorry for coming in without asking. response:	It's okay.
context: Go hide yourself.\Minami-kun. Are you there?\Yes.\Ah.\Nomura-san.\Nomura.\Sorry for coming in without asking.\It's okay. response:	Why?
context: Minami-kun. Are you there?\Yes.\Ah.\Nomura-san.\Nomura.\Sorry for coming in without asking.\It's okay.\Why? response:	Well, I heard you were staying home sick, and I got worried.
context: Yes.\Ah.\Nomura-san.\Nomura.\Sorry for coming in without asking.\It's okay.\Why?\Well, I heard you were staying home sick, and I got worried. response:	I see. Thanks.
context: Ah.\Nomura-san.\Nomura.\Sorry for coming in without asking.\It's okay.\Why?\Well, I heard you were staying home sick, and I got worried.\I see. Thanks. response:	Are you okay?
context: Nomura-san.\Nomura.\Sorry for coming in without asking.\It's okay.\Why?\Well, I heard you were staying home sick, and I got worried.\I see. Thanks.\Are you okay? response:	Yeah.
context: Nomura.\Sorry for coming in without asking.\It's okay.\Why?\Well, I heard you were staying home sick, and I got worried.\I see. Thanks.\Are you okay?\Yeah. response:	I feel a little foggy.
context: Sorry for coming in without asking.\It's okay.\Why?\Well, I heard you were staying home sick, and I got worried.\I see. Thanks.\Are you okay?\Yeah.\I feel a little foggy. response:	This...
context: It's okay.\Why?\Well, I heard you were staying home sick, and I got worried.\I see. Thanks.\Are you okay?\Yeah.\I feel a little foggy.\This... response:	I am not hungry, so...
context: Why?\Well, I heard you were staying home sick, and I got worried.\I see. Thanks.\Are you okay?\Yeah.\I feel a little foggy.\This...\I am not hungry, so... response:	How is it?
context: Well, I heard you were staying home sick, and I got worried.\I see. Thanks.\Are you okay?\Yeah.\I feel a little foggy.\This...\I am not hungry, so...\How is it? response:	Good.
context: I see. Thanks.\Are you okay?\Yeah.\I feel a little foggy.\This...\I am not hungry, so...\How is it?\Good. response:	Really? I'm glad.
context: Are you okay?\Yeah.\I feel a little foggy.\This...\I am not hungry, so...\How is it?\Good.\Really? I'm glad. response:	It was delicious. Thank you.
context: Yeah.\I feel a little foggy.\This...\I am not hungry, so...\How is it?\Good.\Really? I'm glad.\It was delicious. Thank you. response:	I will make it any time if you like it.
context: I feel a little foggy.\This...\I am not hungry, so...\How is it?\Good.\Really? I'm glad.\It was delicious. Thank you.\I will make it any time if you like it. response:	Minami-kun?
context: This...\I am not hungry, so...\How is it?\Good.\Really? I'm glad.\It was delicious. Thank you.\I will make it any time if you like it.\Minami-kun? response:	You have a high fever. Sorry I didn't notice.
context: I am not hungry, so...\How is it?\Good.\Really? I'm glad.\It was delicious. Thank you.\I will make it any time if you like it.\Minami-kun?\You have a high fever. Sorry I didn't notice. response:	Lie down and rest.
context: How is it?\Good.\Really? I'm glad.\It was delicious. Thank you.\I will make it any time if you like it.\Minami-kun?\You have a high fever. Sorry I didn't notice.\Lie down and rest. response:	Thank you.
context: Good.\Really? I'm glad.\It was delicious. Thank you.\I will make it any time if you like it.\Minami-kun?\You have a high fever. Sorry I didn't notice.\Lie down and rest.\Thank you. response:	Wait a minute.
context: Really? I'm glad.\It was delicious. Thank you.\I will make it any time if you like it.\Minami-kun?\You have a high fever. Sorry I didn't notice.\Lie down and rest.\Thank you.\Wait a minute. response:	Minami-kun.
context: It was delicious. Thank you.\I will make it any time if you like it.\Minami-kun?\You have a high fever. Sorry I didn't notice.\Lie down and rest.\Thank you.\Wait a minute.\Minami-kun. response:	Thank you.
context: I will make it any time if you like it.\Minami-kun?\You have a high fever. Sorry I didn't notice.\Lie down and rest.\Thank you.\Wait a minute.\Minami-kun.\Thank you. response:	Don't worry and rest.
context: Minami-kun?\You have a high fever. Sorry I didn't notice.\Lie down and rest.\Thank you.\Wait a minute.\Minami-kun.\Thank you.\Don't worry and rest. response:	I'm sorry, Minami-kun.
context: You have a high fever. Sorry I didn't notice.\Lie down and rest.\Thank you.\Wait a minute.\Minami-kun.\Thank you.\Don't worry and rest.\I'm sorry, Minami-kun. response:	I...I can't do anything for you.
context: Lie down and rest.\Thank you.\Wait a minute.\Minami-kun.\Thank you.\Don't worry and rest.\I'm sorry, Minami-kun.\I...I can't do anything for you. response:	No! Don't!
context: Thank you.\Wait a minute.\Minami-kun.\Thank you.\Don't worry and rest.\I'm sorry, Minami-kun.\I...I can't do anything for you.\No! Don't! response:	Minami-kun.
context: Wait a minute.\Minami-kun.\Thank you.\Don't worry and rest.\I'm sorry, Minami-kun.\I...I can't do anything for you.\No! Don't!\Minami-kun. response:	Minami-kun!
context: Minami-kun.\Thank you.\Don't worry and rest.\I'm sorry, Minami-kun.\I...I can't do anything for you.\No! Don't!\Minami-kun.\Minami-kun! response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: Thank you.\Don't worry and rest.\I'm sorry, Minami-kun.\I...I can't do anything for you.\No! Don't!\Minami-kun.\Minami-kun!\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	N A casual encounter N
context: Don't worry and rest.\I'm sorry, Minami-kun.\I...I can't do anything for you.\No! Don't!\Minami-kun.\Minami-kun!\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N response:	N gave me this great beginning N
context: I'm sorry, Minami-kun.\I...I can't do anything for you.\No! Don't!\Minami-kun.\Minami-kun!\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N response:	N Everyday I was with you N
context: I...I can't do anything for you.\No! Don't!\Minami-kun.\Minami-kun!\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N response:	N I was slowly loving you, more and more N
context: No! Don't!\Minami-kun.\Minami-kun!\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N response:	N When we walk shoulder to shoulder N
context: Minami-kun.\Minami-kun!\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N response:	N You are right here but even if I stretched my arm N
context: Minami-kun!\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N response:	N I won't be able to reach you N
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N response:	N I simply love you N N You are always in my heart N
context: N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N response:	N It almost hurts me N N Forever N
context: N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N response:	N Forever and ever N N Please N
context: N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N response:	N I wish our days last N
context: N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N response:	N Forever N
context: N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N response:	Preview Give me a break. Why do I have to do that?
context: N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview Give me a break. Why do I have to do that? response:	Please, Minami. If we don't get any freshmen this year, the club will be canceled.
context: N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview Give me a break. Why do I have to do that?\Please, Minami. If we don't get any freshmen this year, the club will be canceled. response:	I know you want to do kendo.
context: N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview Give me a break. Why do I have to do that?\Please, Minami. If we don't get any freshmen this year, the club will be canceled.\I know you want to do kendo. response:	I know you are itching to do it.
context: N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview Give me a break. Why do I have to do that?\Please, Minami. If we don't get any freshmen this year, the club will be canceled.\I know you want to do kendo.\I know you are itching to do it. response:	Minami-kun's dad left you, right?
context: N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview Give me a break. Why do I have to do that?\Please, Minami. If we don't get any freshmen this year, the club will be canceled.\I know you want to do kendo.\I know you are itching to do it.\Minami-kun's dad left you, right? response:	I am like you. The one I gave birth to me left us.
context: N I wish our days last N\N Forever N\Preview Give me a break. Why do I have to do that?\Please, Minami. If we don't get any freshmen this year, the club will be canceled.\I know you want to do kendo.\I know you are itching to do it.\Minami-kun's dad left you, right?\I am like you. The one I gave birth to me left us. response:	Mom, don't you have grudge against him?
context: N Forever N\Preview Give me a break. Why do I have to do that?\Please, Minami. If we don't get any freshmen this year, the club will be canceled.\I know you want to do kendo.\I know you are itching to do it.\Minami-kun's dad left you, right?\I am like you. The one I gave birth to me left us.\Mom, don't you have grudge against him? response:	Give it your best, Minami-kun!
context: Preview Give me a break. Why do I have to do that?\Please, Minami. If we don't get any freshmen this year, the club will be canceled.\I know you want to do kendo.\I know you are itching to do it.\Minami-kun's dad left you, right?\I am like you. The one I gave birth to me left us.\Mom, don't you have grudge against him?\Give it your best, Minami-kun! response:	This drama is a fiction.
