context: This is a BETA version response:	Enjoy watching! I love you all!
context: so I will think about it some time later\Some time later??\Don't bother, it is unrelated to you, is it?\More than that, you...\concentrate on your own matters.\Since it's good that now you want to participate in competitions.\It's not unrelated to me.\Eh? response:	You told me to aim higher,
context: Some time later??\Don't bother, it is unrelated to you, is it?\More than that, you...\concentrate on your own matters.\Since it's good that now you want to participate in competitions.\It's not unrelated to me.\Eh?\You told me to aim higher, response:	yet you are talking frivolously now.
context: Don't bother, it is unrelated to you, is it?\More than that, you...\concentrate on your own matters.\Since it's good that now you want to participate in competitions.\It's not unrelated to me.\Eh?\You told me to aim higher,\yet you are talking frivolously now. response:	I have various things to do
context: More than that, you...\concentrate on your own matters.\Since it's good that now you want to participate in competitions.\It's not unrelated to me.\Eh?\You told me to aim higher,\yet you are talking frivolously now.\I have various things to do response:	Besides, the Oke's repeat-performance is already decided
context: concentrate on your own matters.\Since it's good that now you want to participate in competitions.\It's not unrelated to me.\Eh?\You told me to aim higher,\yet you are talking frivolously now.\I have various things to do\Besides, the Oke's repeat-performance is already decided response:	If I suddenly go, everybody will be inconvenienced.
context: Since it's good that now you want to participate in competitions.\It's not unrelated to me.\Eh?\You told me to aim higher,\yet you are talking frivolously now.\I have various things to do\Besides, the Oke's repeat-performance is already decided\If I suddenly go, everybody will be inconvenienced. response:	Don't say lukewarm things blaming it on others!
context: It's not unrelated to me.\Eh?\You told me to aim higher,\yet you are talking frivolously now.\I have various things to do\Besides, the Oke's repeat-performance is already decided\If I suddenly go, everybody will be inconvenienced.\Don't say lukewarm things blaming it on others! response:	Senpai has talent, and there are a lot people admitting it..
context: Eh?\You told me to aim higher,\yet you are talking frivolously now.\I have various things to do\Besides, the Oke's repeat-performance is already decided\If I suddenly go, everybody will be inconvenienced.\Don't say lukewarm things blaming it on others!\Senpai has talent, and there are a lot people admitting it.. response:	Senpai is...
context: You told me to aim higher,\yet you are talking frivolously now.\I have various things to do\Besides, the Oke's repeat-performance is already decided\If I suddenly go, everybody will be inconvenienced.\Don't say lukewarm things blaming it on others!\Senpai has talent, and there are a lot people admitting it..\Senpai is... response:	someone who's supposed to go out into the world,
context: yet you are talking frivolously now.\I have various things to do\Besides, the Oke's repeat-performance is already decided\If I suddenly go, everybody will be inconvenienced.\Don't say lukewarm things blaming it on others!\Senpai has talent, and there are a lot people admitting it..\Senpai is...\someone who's supposed to go out into the world, response:	Don't whine!!
context: I have various things to do\Besides, the Oke's repeat-performance is already decided\If I suddenly go, everybody will be inconvenienced.\Don't say lukewarm things blaming it on others!\Senpai has talent, and there are a lot people admitting it..\Senpai is...\someone who's supposed to go out into the world,\Don't whine!! response:	You sound like a man with a small asshole!!!
context: Besides, the Oke's repeat-performance is already decided\If I suddenly go, everybody will be inconvenienced.\Don't say lukewarm things blaming it on others!\Senpai has talent, and there are a lot people admitting it..\Senpai is...\someone who's supposed to go out into the world,\Don't whine!!\You sound like a man with a small asshole!!! response:	Listen, from now on, it is competing against time!
context: If I suddenly go, everybody will be inconvenienced.\Don't say lukewarm things blaming it on others!\Senpai has talent, and there are a lot people admitting it..\Senpai is...\someone who's supposed to go out into the world,\Don't whine!!\You sound like a man with a small asshole!!!\Listen, from now on, it is competing against time! response:	By the time of the final selection, you'll have to finish mastering this difficult piece!
context: Don't say lukewarm things blaming it on others!\Senpai has talent, and there are a lot people admitting it..\Senpai is...\someone who's supposed to go out into the world,\Don't whine!!\You sound like a man with a small asshole!!!\Listen, from now on, it is competing against time!\By the time of the final selection, you'll have to finish mastering this difficult piece! response:	Well, well...don't worry.
context: Senpai has talent, and there are a lot people admitting it..\Senpai is...\someone who's supposed to go out into the world,\Don't whine!!\You sound like a man with a small asshole!!!\Listen, from now on, it is competing against time!\By the time of the final selection, you'll have to finish mastering this difficult piece!\Well, well...don't worry. response:	You don't need to think about the final selection now.
context: Senpai is...\someone who's supposed to go out into the world,\Don't whine!!\You sound like a man with a small asshole!!!\Listen, from now on, it is competing against time!\By the time of the final selection, you'll have to finish mastering this difficult piece!\Well, well...don't worry.\You don't need to think about the final selection now. response:	In any case, for the 2nd stage,
context: someone who's supposed to go out into the world,\Don't whine!!\You sound like a man with a small asshole!!!\Listen, from now on, it is competing against time!\By the time of the final selection, you'll have to finish mastering this difficult piece!\Well, well...don't worry.\You don't need to think about the final selection now.\In any case, for the 2nd stage, response:	practice Chopin's Etude and Debussy's L'isle joyeuse
context: Don't whine!!\You sound like a man with a small asshole!!!\Listen, from now on, it is competing against time!\By the time of the final selection, you'll have to finish mastering this difficult piece!\Well, well...don't worry.\You don't need to think about the final selection now.\In any case, for the 2nd stage,\practice Chopin's Etude and Debussy's L'isle joyeuse response:	I have learned Chopin's Etude in the past
context: You sound like a man with a small asshole!!!\Listen, from now on, it is competing against time!\By the time of the final selection, you'll have to finish mastering this difficult piece!\Well, well...don't worry.\You don't need to think about the final selection now.\In any case, for the 2nd stage,\practice Chopin's Etude and Debussy's L'isle joyeuse\I have learned Chopin's Etude in the past response:	In the past??
context: Listen, from now on, it is competing against time!\By the time of the final selection, you'll have to finish mastering this difficult piece!\Well, well...don't worry.\You don't need to think about the final selection now.\In any case, for the 2nd stage,\practice Chopin's Etude and Debussy's L'isle joyeuse\I have learned Chopin's Etude in the past\In the past?? response:	I think I remember it...
context: By the time of the final selection, you'll have to finish mastering this difficult piece!\Well, well...don't worry.\You don't need to think about the final selection now.\In any case, for the 2nd stage,\practice Chopin's Etude and Debussy's L'isle joyeuse\I have learned Chopin's Etude in the past\In the past??\I think I remember it... response:	Okay you can play it
context: Well, well...don't worry.\You don't need to think about the final selection now.\In any case, for the 2nd stage,\practice Chopin's Etude and Debussy's L'isle joyeuse\I have learned Chopin's Etude in the past\In the past??\I think I remember it...\Okay you can play it response:	So she can play this kind of piece already,
context: You don't need to think about the final selection now.\In any case, for the 2nd stage,\practice Chopin's Etude and Debussy's L'isle joyeuse\I have learned Chopin's Etude in the past\In the past??\I think I remember it...\Okay you can play it\So she can play this kind of piece already, response:	Megumi-chan is so amazing!
context: In any case, for the 2nd stage,\practice Chopin's Etude and Debussy's L'isle joyeuse\I have learned Chopin's Etude in the past\In the past??\I think I remember it...\Okay you can play it\So she can play this kind of piece already,\Megumi-chan is so amazing! response:	Amazing!!
context: practice Chopin's Etude and Debussy's L'isle joyeuse\I have learned Chopin's Etude in the past\In the past??\I think I remember it...\Okay you can play it\So she can play this kind of piece already,\Megumi-chan is so amazing!\Amazing!! response:	Bravo!
context: I have learned Chopin's Etude in the past\In the past??\I think I remember it...\Okay you can play it\So she can play this kind of piece already,\Megumi-chan is so amazing!\Amazing!!\Bravo! response:	This girl is not only talented,
context: In the past??\I think I remember it...\Okay you can play it\So she can play this kind of piece already,\Megumi-chan is so amazing!\Amazing!!\Bravo!\This girl is not only talented, response:	she owns something that can move other people's hearts.
context: I think I remember it...\Okay you can play it\So she can play this kind of piece already,\Megumi-chan is so amazing!\Amazing!!\Bravo!\This girl is not only talented,\she owns something that can move other people's hearts. response:	something that can even make that Chiaki buy those crabs for her.
context: Okay you can play it\So she can play this kind of piece already,\Megumi-chan is so amazing!\Amazing!!\Bravo!\This girl is not only talented,\she owns something that can move other people's hearts.\something that can even make that Chiaki buy those crabs for her. response:	Maybe she can do it!
context: So she can play this kind of piece already,\Megumi-chan is so amazing!\Amazing!!\Bravo!\This girl is not only talented,\she owns something that can move other people's hearts.\something that can even make that Chiaki buy those crabs for her.\Maybe she can do it! response:	What are you doing? When I am treating you for a nice dinner.
context: Megumi-chan is so amazing!\Amazing!!\Bravo!\This girl is not only talented,\she owns something that can move other people's hearts.\something that can even make that Chiaki buy those crabs for her.\Maybe she can do it!\What are you doing? When I am treating you for a nice dinner. response:	I remember a bad memory of the past...
context: Amazing!!\Bravo!\This girl is not only talented,\she owns something that can move other people's hearts.\something that can even make that Chiaki buy those crabs for her.\Maybe she can do it!\What are you doing? When I am treating you for a nice dinner.\I remember a bad memory of the past... response:	Don't remember such a thing!!
context: Bravo!\This girl is not only talented,\she owns something that can move other people's hearts.\something that can even make that Chiaki buy those crabs for her.\Maybe she can do it!\What are you doing? When I am treating you for a nice dinner.\I remember a bad memory of the past...\Don't remember such a thing!! response:	Well, well, Kozo-san! Today is the winning celebration for your two pupils.
context: This girl is not only talented,\she owns something that can move other people's hearts.\something that can even make that Chiaki buy those crabs for her.\Maybe she can do it!\What are you doing? When I am treating you for a nice dinner.\I remember a bad memory of the past...\Don't remember such a thing!!\Well, well, Kozo-san! Today is the winning celebration for your two pupils. response:	Yes, very good! You really did it well!
context: she owns something that can move other people's hearts.\something that can even make that Chiaki buy those crabs for her.\Maybe she can do it!\What are you doing? When I am treating you for a nice dinner.\I remember a bad memory of the past...\Don't remember such a thing!!\Well, well, Kozo-san! Today is the winning celebration for your two pupils.\Yes, very good! You really did it well! response:	It pays that you prepared it since last year.
context: something that can even make that Chiaki buy those crabs for her.\Maybe she can do it!\What are you doing? When I am treating you for a nice dinner.\I remember a bad memory of the past...\Don't remember such a thing!!\Well, well, Kozo-san! Today is the winning celebration for your two pupils.\Yes, very good! You really did it well!\It pays that you prepared it since last year. response:	Thank you. But Sensei, Noda-san is also wonderful!
context: Maybe she can do it!\What are you doing? When I am treating you for a nice dinner.\I remember a bad memory of the past...\Don't remember such a thing!!\Well, well, Kozo-san! Today is the winning celebration for your two pupils.\Yes, very good! You really did it well!\It pays that you prepared it since last year.\Thank you. But Sensei, Noda-san is also wonderful! response:	That Schubert! She already has fans now, I feel.
context: What are you doing? When I am treating you for a nice dinner.\I remember a bad memory of the past...\Don't remember such a thing!!\Well, well, Kozo-san! Today is the winning celebration for your two pupils.\Yes, very good! You really did it well!\It pays that you prepared it since last year.\Thank you. But Sensei, Noda-san is also wonderful!\That Schubert! She already has fans now, I feel. response:	Would you like to eat this? (can't catch the food's name)
context: I remember a bad memory of the past...\Don't remember such a thing!!\Well, well, Kozo-san! Today is the winning celebration for your two pupils.\Yes, very good! You really did it well!\It pays that you prepared it since last year.\Thank you. But Sensei, Noda-san is also wonderful!\That Schubert! She already has fans now, I feel.\Would you like to eat this? (can't catch the food's name) response:	If it's about technique, it was a close fight with that number 21 boy, wasn't it?
context: Don't remember such a thing!!\Well, well, Kozo-san! Today is the winning celebration for your two pupils.\Yes, very good! You really did it well!\It pays that you prepared it since last year.\Thank you. But Sensei, Noda-san is also wonderful!\That Schubert! She already has fans now, I feel.\Would you like to eat this? (can't catch the food's name)\If it's about technique, it was a close fight with that number 21 boy, wasn't it? response:	Number 21?
context: Well, well, Kozo-san! Today is the winning celebration for your two pupils.\Yes, very good! You really did it well!\It pays that you prepared it since last year.\Thank you. But Sensei, Noda-san is also wonderful!\That Schubert! She already has fans now, I feel.\Would you like to eat this? (can't catch the food's name)\If it's about technique, it was a close fight with that number 21 boy, wasn't it?\Number 21? response:	Ahh...Segawa Yuuto?
context: Yes, very good! You really did it well!\It pays that you prepared it since last year.\Thank you. But Sensei, Noda-san is also wonderful!\That Schubert! She already has fans now, I feel.\Would you like to eat this? (can't catch the food's name)\If it's about technique, it was a close fight with that number 21 boy, wasn't it?\Number 21?\Ahh...Segawa Yuuto? response:	Ah! Segawa?
context: It pays that you prepared it since last year.\Thank you. But Sensei, Noda-san is also wonderful!\That Schubert! She already has fans now, I feel.\Would you like to eat this? (can't catch the food's name)\If it's about technique, it was a close fight with that number 21 boy, wasn't it?\Number 21?\Ahh...Segawa Yuuto?\Ah! Segawa? response:	He already won Oshiuri Competition while he was still in High School,
context: Thank you. But Sensei, Noda-san is also wonderful!\That Schubert! She already has fans now, I feel.\Would you like to eat this? (can't catch the food's name)\If it's about technique, it was a close fight with that number 21 boy, wasn't it?\Number 21?\Ahh...Segawa Yuuto?\Ah! Segawa?\He already won Oshiuri Competition while he was still in High School, response:	and after that he seemed to be studying abroad.
context: That Schubert! She already has fans now, I feel.\Would you like to eat this? (can't catch the food's name)\If it's about technique, it was a close fight with that number 21 boy, wasn't it?\Number 21?\Ahh...Segawa Yuuto?\Ah! Segawa?\He already won Oshiuri Competition while he was still in High School,\and after that he seemed to be studying abroad. response:	Everybody must be thinking that he's the best candidate to win.
context: Would you like to eat this? (can't catch the food's name)\If it's about technique, it was a close fight with that number 21 boy, wasn't it?\Number 21?\Ahh...Segawa Yuuto?\Ah! Segawa?\He already won Oshiuri Competition while he was still in High School,\and after that he seemed to be studying abroad.\Everybody must be thinking that he's the best candidate to win. response:	Eh...if he is that excellent,
context: If it's about technique, it was a close fight with that number 21 boy, wasn't it?\Number 21?\Ahh...Segawa Yuuto?\Ah! Segawa?\He already won Oshiuri Competition while he was still in High School,\and after that he seemed to be studying abroad.\Everybody must be thinking that he's the best candidate to win.\Eh...if he is that excellent, response:	then why didn't he participate in bigger competitions in the world?
context: Number 21?\Ahh...Segawa Yuuto?\Ah! Segawa?\He already won Oshiuri Competition while he was still in High School,\and after that he seemed to be studying abroad.\Everybody must be thinking that he's the best candidate to win.\Eh...if he is that excellent,\then why didn't he participate in bigger competitions in the world? response:	Number 21, Segawa Yuuto??
context: Ahh...Segawa Yuuto?\Ah! Segawa?\He already won Oshiuri Competition while he was still in High School,\and after that he seemed to be studying abroad.\Everybody must be thinking that he's the best candidate to win.\Eh...if he is that excellent,\then why didn't he participate in bigger competitions in the world?\Number 21, Segawa Yuuto?? response:	Dec 25: R*S Suntory Hall
context: Ah! Segawa?\He already won Oshiuri Competition while he was still in High School,\and after that he seemed to be studying abroad.\Everybody must be thinking that he's the best candidate to win.\Eh...if he is that excellent,\then why didn't he participate in bigger competitions in the world?\Number 21, Segawa Yuuto??\Dec 25: R*S Suntory Hall response:	Tonorrow I'll be returning to Europe.
context: He already won Oshiuri Competition while he was still in High School,\and after that he seemed to be studying abroad.\Everybody must be thinking that he's the best candidate to win.\Eh...if he is that excellent,\then why didn't he participate in bigger competitions in the world?\Number 21, Segawa Yuuto??\Dec 25: R*S Suntory Hall\Tonorrow I'll be returning to Europe. response:	Chiaki too, come together with me.
context: and after that he seemed to be studying abroad.\Everybody must be thinking that he's the best candidate to win.\Eh...if he is that excellent,\then why didn't he participate in bigger competitions in the world?\Number 21, Segawa Yuuto??\Dec 25: R*S Suntory Hall\Tonorrow I'll be returning to Europe.\Chiaki too, come together with me. response:	Don't whine!
context: Everybody must be thinking that he's the best candidate to win.\Eh...if he is that excellent,\then why didn't he participate in bigger competitions in the world?\Number 21, Segawa Yuuto??\Dec 25: R*S Suntory Hall\Tonorrow I'll be returning to Europe.\Chiaki too, come together with me.\Don't whine! response:	You sound like a man with a small asshole!!!
context: Eh...if he is that excellent,\then why didn't he participate in bigger competitions in the world?\Number 21, Segawa Yuuto??\Dec 25: R*S Suntory Hall\Tonorrow I'll be returning to Europe.\Chiaki too, come together with me.\Don't whine!\You sound like a man with a small asshole!!! response:	The crabs were delicious
context: then why didn't he participate in bigger competitions in the world?\Number 21, Segawa Yuuto??\Dec 25: R*S Suntory Hall\Tonorrow I'll be returning to Europe.\Chiaki too, come together with me.\Don't whine!\You sound like a man with a small asshole!!!\The crabs were delicious response:	The 2nd stage starts from 3 o'clock
context: Number 21, Segawa Yuuto??\Dec 25: R*S Suntory Hall\Tonorrow I'll be returning to Europe.\Chiaki too, come together with me.\Don't whine!\You sound like a man with a small asshole!!!\The crabs were delicious\The 2nd stage starts from 3 o'clock response:	Aren't you going to see it?
context: Dec 25: R*S Suntory Hall\Tonorrow I'll be returning to Europe.\Chiaki too, come together with me.\Don't whine!\You sound like a man with a small asshole!!!\The crabs were delicious\The 2nd stage starts from 3 o'clock\Aren't you going to see it? response:	I have my own things to do
context: Tonorrow I'll be returning to Europe.\Chiaki too, come together with me.\Don't whine!\You sound like a man with a small asshole!!!\The crabs were delicious\The 2nd stage starts from 3 o'clock\Aren't you going to see it?\I have my own things to do response:	What a cold boyfriend!
context: Chiaki too, come together with me.\Don't whine!\You sound like a man with a small asshole!!!\The crabs were delicious\The 2nd stage starts from 3 o'clock\Aren't you going to see it?\I have my own things to do\What a cold boyfriend! response:	I'm not her boyfriend.
context: Don't whine!\You sound like a man with a small asshole!!!\The crabs were delicious\The 2nd stage starts from 3 o'clock\Aren't you going to see it?\I have my own things to do\What a cold boyfriend!\I'm not her boyfriend. response:	Even without me, she can already do wonderful things by herself, can't she?
context: You sound like a man with a small asshole!!!\The crabs were delicious\The 2nd stage starts from 3 o'clock\Aren't you going to see it?\I have my own things to do\What a cold boyfriend!\I'm not her boyfriend.\Even without me, she can already do wonderful things by herself, can't she? response:	You, don't you know the reason why she participates in this competition?
context: The crabs were delicious\The 2nd stage starts from 3 o'clock\Aren't you going to see it?\I have my own things to do\What a cold boyfriend!\I'm not her boyfriend.\Even without me, she can already do wonderful things by herself, can't she?\You, don't you know the reason why she participates in this competition? response:	Huh?
context: The 2nd stage starts from 3 o'clock\Aren't you going to see it?\I have my own things to do\What a cold boyfriend!\I'm not her boyfriend.\Even without me, she can already do wonderful things by herself, can't she?\You, don't you know the reason why she participates in this competition?\Huh? response:	She is seriously...
context: Aren't you going to see it?\I have my own things to do\What a cold boyfriend!\I'm not her boyfriend.\Even without me, she can already do wonderful things by herself, can't she?\You, don't you know the reason why she participates in this competition?\Huh?\She is seriously... response:	wanting to win ist place in the final selection!
context: I have my own things to do\What a cold boyfriend!\I'm not her boyfriend.\Even without me, she can already do wonderful things by herself, can't she?\You, don't you know the reason why she participates in this competition?\Huh?\She is seriously...\wanting to win ist place in the final selection! response:	Ha?
context: What a cold boyfriend!\I'm not her boyfriend.\Even without me, she can already do wonderful things by herself, can't she?\You, don't you know the reason why she participates in this competition?\Huh?\She is seriously...\wanting to win ist place in the final selection!\Ha? response:	She intends to study abroad together with you.
context: I'm not her boyfriend.\Even without me, she can already do wonderful things by herself, can't she?\You, don't you know the reason why she participates in this competition?\Huh?\She is seriously...\wanting to win ist place in the final selection!\Ha?\She intends to study abroad together with you. response:	She wants to catch up with you,
context: Even without me, she can already do wonderful things by herself, can't she?\You, don't you know the reason why she participates in this competition?\Huh?\She is seriously...\wanting to win ist place in the final selection!\Ha?\She intends to study abroad together with you.\She wants to catch up with you, response:	and with that determination, she managed to come to this stage now.
context: You, don't you know the reason why she participates in this competition?\Huh?\She is seriously...\wanting to win ist place in the final selection!\Ha?\She intends to study abroad together with you.\She wants to catch up with you,\and with that determination, she managed to come to this stage now. response:	Stupid girl!
context: Huh?\She is seriously...\wanting to win ist place in the final selection!\Ha?\She intends to study abroad together with you.\She wants to catch up with you,\and with that determination, she managed to come to this stage now.\Stupid girl! response:	Claude Debussy L'isle joyeusse
context: She is seriously...\wanting to win ist place in the final selection!\Ha?\She intends to study abroad together with you.\She wants to catch up with you,\and with that determination, she managed to come to this stage now.\Stupid girl!\Claude Debussy L'isle joyeusse response:	Nodame-chan, if you don't start to prepare now, you'll be late!
context: wanting to win ist place in the final selection!\Ha?\She intends to study abroad together with you.\She wants to catch up with you,\and with that determination, she managed to come to this stage now.\Stupid girl!\Claude Debussy L'isle joyeusse\Nodame-chan, if you don't start to prepare now, you'll be late! response:	Hello, Chiaki?
context: Ha?\She intends to study abroad together with you.\She wants to catch up with you,\and with that determination, she managed to come to this stage now.\Stupid girl!\Claude Debussy L'isle joyeusse\Nodame-chan, if you don't start to prepare now, you'll be late!\Hello, Chiaki? response:	Have you decided yet?
context: She intends to study abroad together with you.\She wants to catch up with you,\and with that determination, she managed to come to this stage now.\Stupid girl!\Claude Debussy L'isle joyeusse\Nodame-chan, if you don't start to prepare now, you'll be late!\Hello, Chiaki?\Have you decided yet? response:	Yes!
context: She wants to catch up with you,\and with that determination, she managed to come to this stage now.\Stupid girl!\Claude Debussy L'isle joyeusse\Nodame-chan, if you don't start to prepare now, you'll be late!\Hello, Chiaki?\Have you decided yet?\Yes! response:	I'll go to Europe.
context: and with that determination, she managed to come to this stage now.\Stupid girl!\Claude Debussy L'isle joyeusse\Nodame-chan, if you don't start to prepare now, you'll be late!\Hello, Chiaki?\Have you decided yet?\Yes!\I'll go to Europe. response:	But..
context: Stupid girl!\Claude Debussy L'isle joyeusse\Nodame-chan, if you don't start to prepare now, you'll be late!\Hello, Chiaki?\Have you decided yet?\Yes!\I'll go to Europe.\But.. response:	I cannot go with you right now.
context: Claude Debussy L'isle joyeusse\Nodame-chan, if you don't start to prepare now, you'll be late!\Hello, Chiaki?\Have you decided yet?\Yes!\I'll go to Europe.\But..\I cannot go with you right now. response:	I will do...
context: Nodame-chan, if you don't start to prepare now, you'll be late!\Hello, Chiaki?\Have you decided yet?\Yes!\I'll go to Europe.\But..\I cannot go with you right now.\I will do... response:	what I am supposed to do, then I will go.
context: Hello, Chiaki?\Have you decided yet?\Yes!\I'll go to Europe.\But..\I cannot go with you right now.\I will do...\what I am supposed to do, then I will go. response:	After the Christmas performance of Rising Star is over,
context: Have you decided yet?\Yes!\I'll go to Europe.\But..\I cannot go with you right now.\I will do...\what I am supposed to do, then I will go.\After the Christmas performance of Rising Star is over, response:	I will go to Europe..
context: Yes!\I'll go to Europe.\But..\I cannot go with you right now.\I will do...\what I am supposed to do, then I will go.\After the Christmas performance of Rising Star is over,\I will go to Europe.. response:	You developed for the better, didn't you?
context: I'll go to Europe.\But..\I cannot go with you right now.\I will do...\what I am supposed to do, then I will go.\After the Christmas performance of Rising Star is over,\I will go to Europe..\You developed for the better, didn't you? response:	Okay I understand. In return, for your last performance...
context: But..\I cannot go with you right now.\I will do...\what I am supposed to do, then I will go.\After the Christmas performance of Rising Star is over,\I will go to Europe..\You developed for the better, didn't you?\Okay I understand. In return, for your last performance... response:	I won't forgive
context: I cannot go with you right now.\I will do...\what I am supposed to do, then I will go.\After the Christmas performance of Rising Star is over,\I will go to Europe..\You developed for the better, didn't you?\Okay I understand. In return, for your last performance...\I won't forgive response:	half-heartedness.
context: I will do...\what I am supposed to do, then I will go.\After the Christmas performance of Rising Star is over,\I will go to Europe..\You developed for the better, didn't you?\Okay I understand. In return, for your last performance...\I won't forgive\half-heartedness. response:	His performance
context: what I am supposed to do, then I will go.\After the Christmas performance of Rising Star is over,\I will go to Europe..\You developed for the better, didn't you?\Okay I understand. In return, for your last performance...\I won't forgive\half-heartedness.\His performance response:	was good, wasn't it? Yes!
context: After the Christmas performance of Rising Star is over,\I will go to Europe..\You developed for the better, didn't you?\Okay I understand. In return, for your last performance...\I won't forgive\half-heartedness.\His performance\was good, wasn't it? Yes! response:	What do you think, O'Claire Sensei?
context: I will go to Europe..\You developed for the better, didn't you?\Okay I understand. In return, for your last performance...\I won't forgive\half-heartedness.\His performance\was good, wasn't it? Yes!\What do you think, O'Claire Sensei? response:	Nodame-chan, you should put make-ups properly!
context: You developed for the better, didn't you?\Okay I understand. In return, for your last performance...\I won't forgive\half-heartedness.\His performance\was good, wasn't it? Yes!\What do you think, O'Claire Sensei?\Nodame-chan, you should put make-ups properly! response:	Arghh...
context: Okay I understand. In return, for your last performance...\I won't forgive\half-heartedness.\His performance\was good, wasn't it? Yes!\What do you think, O'Claire Sensei?\Nodame-chan, you should put make-ups properly!\Arghh... response:	Otherwise, your face is upstaged by your dress!
context: I won't forgive\half-heartedness.\His performance\was good, wasn't it? Yes!\What do you think, O'Claire Sensei?\Nodame-chan, you should put make-ups properly!\Arghh...\Otherwise, your face is upstaged by your dress! response:	You're wearing a pretty dress, so you must be pretty too!
context: half-heartedness.\His performance\was good, wasn't it? Yes!\What do you think, O'Claire Sensei?\Nodame-chan, you should put make-ups properly!\Arghh...\Otherwise, your face is upstaged by your dress!\You're wearing a pretty dress, so you must be pretty too! response:	And do something with your neguse hair! (=the state of hair after sleeping)
context: His performance\was good, wasn't it? Yes!\What do you think, O'Claire Sensei?\Nodame-chan, you should put make-ups properly!\Arghh...\Otherwise, your face is upstaged by your dress!\You're wearing a pretty dress, so you must be pretty too!\And do something with your neguse hair! (=the state of hair after sleeping) response:	Ack! Always keeping such a face!?
context: was good, wasn't it? Yes!\What do you think, O'Claire Sensei?\Nodame-chan, you should put make-ups properly!\Arghh...\Otherwise, your face is upstaged by your dress!\You're wearing a pretty dress, so you must be pretty too!\And do something with your neguse hair! (=the state of hair after sleeping)\Ack! Always keeping such a face!? response:	Imagine more enjoyable things!
context: What do you think, O'Claire Sensei?\Nodame-chan, you should put make-ups properly!\Arghh...\Otherwise, your face is upstaged by your dress!\You're wearing a pretty dress, so you must be pretty too!\And do something with your neguse hair! (=the state of hair after sleeping)\Ack! Always keeping such a face!?\Imagine more enjoyable things! response:	Like feeling good being in love!
context: Nodame-chan, you should put make-ups properly!\Arghh...\Otherwise, your face is upstaged by your dress!\You're wearing a pretty dress, so you must be pretty too!\And do something with your neguse hair! (=the state of hair after sleeping)\Ack! Always keeping such a face!?\Imagine more enjoyable things!\Like feeling good being in love! response:	Feeling good being in love?
context: Arghh...\Otherwise, your face is upstaged by your dress!\You're wearing a pretty dress, so you must be pretty too!\And do something with your neguse hair! (=the state of hair after sleeping)\Ack! Always keeping such a face!?\Imagine more enjoyable things!\Like feeling good being in love!\Feeling good being in love? response:	Yes. Debussy himself...
context: Otherwise, your face is upstaged by your dress!\You're wearing a pretty dress, so you must be pretty too!\And do something with your neguse hair! (=the state of hair after sleeping)\Ack! Always keeping such a face!?\Imagine more enjoyable things!\Like feeling good being in love!\Feeling good being in love?\Yes. Debussy himself... response:	went for a vacation to an island in the South with his girlfriend
context: You're wearing a pretty dress, so you must be pretty too!\And do something with your neguse hair! (=the state of hair after sleeping)\Ack! Always keeping such a face!?\Imagine more enjoyable things!\Like feeling good being in love!\Feeling good being in love?\Yes. Debussy himself...\went for a vacation to an island in the South with his girlfriend response:	and composed this L'isle joyeusse in great happiness (=The Island of Happiness)
context: And do something with your neguse hair! (=the state of hair after sleeping)\Ack! Always keeping such a face!?\Imagine more enjoyable things!\Like feeling good being in love!\Feeling good being in love?\Yes. Debussy himself...\went for a vacation to an island in the South with his girlfriend\and composed this L'isle joyeusse in great happiness (=The Island of Happiness) response:	Feeling good being in love?
context: Ack! Always keeping such a face!?\Imagine more enjoyable things!\Like feeling good being in love!\Feeling good being in love?\Yes. Debussy himself...\went for a vacation to an island in the South with his girlfriend\and composed this L'isle joyeusse in great happiness (=The Island of Happiness)\Feeling good being in love? response:	Mail arriving: Zero
context: Imagine more enjoyable things!\Like feeling good being in love!\Feeling good being in love?\Yes. Debussy himself...\went for a vacation to an island in the South with his girlfriend\and composed this L'isle joyeusse in great happiness (=The Island of Happiness)\Feeling good being in love?\Mail arriving: Zero response:	Feel good, feel good, feel good...feeling in love!
context: Like feeling good being in love!\Feeling good being in love?\Yes. Debussy himself...\went for a vacation to an island in the South with his girlfriend\and composed this L'isle joyeusse in great happiness (=The Island of Happiness)\Feeling good being in love?\Mail arriving: Zero\Feel good, feel good, feel good...feeling in love! response:	Hey! What are you doing?!! Hurry up!!
context: Feeling good being in love?\Yes. Debussy himself...\went for a vacation to an island in the South with his girlfriend\and composed this L'isle joyeusse in great happiness (=The Island of Happiness)\Feeling good being in love?\Mail arriving: Zero\Feel good, feel good, feel good...feeling in love!\Hey! What are you doing?!! Hurry up!! response:	Hai!
context: Yes. Debussy himself...\went for a vacation to an island in the South with his girlfriend\and composed this L'isle joyeusse in great happiness (=The Island of Happiness)\Feeling good being in love?\Mail arriving: Zero\Feel good, feel good, feel good...feeling in love!\Hey! What are you doing?!! Hurry up!!\Hai! response:	Your Chopin should be perfect, OK? Impress them with your technique right from the first piece!
context: went for a vacation to an island in the South with his girlfriend\and composed this L'isle joyeusse in great happiness (=The Island of Happiness)\Feeling good being in love?\Mail arriving: Zero\Feel good, feel good, feel good...feeling in love!\Hey! What are you doing?!! Hurry up!!\Hai!\Your Chopin should be perfect, OK? Impress them with your technique right from the first piece! response:	If you play just as you usually do, certainly you'll pass the 2nd stage!
