context: Antarctica, huh? response:	Antarctica, yeah...
context: I'm sorry\Good morn\Thank you\But when the question gets put to you, it's hard to express it, huh?\You mean, what friends are?\Yeah.\Wow, after you burn it, there's so little left.\But they say when they take back a whole year's worth of garbage it'll be like a mountain. response:	I'm Sorry Thanks
context: Good morn\Thank you\But when the question gets put to you, it's hard to express it, huh?\You mean, what friends are?\Yeah.\Wow, after you burn it, there's so little left.\But they say when they take back a whole year's worth of garbage it'll be like a mountain.\I'm Sorry Thanks response:	Thanks Right?
context: Thank you\But when the question gets put to you, it's hard to express it, huh?\You mean, what friends are?\Yeah.\Wow, after you burn it, there's so little left.\But they say when they take back a whole year's worth of garbage it'll be like a mountain.\I'm Sorry Thanks\Thanks Right? response:	I get it!
context: But when the question gets put to you, it's hard to express it, huh?\You mean, what friends are?\Yeah.\Wow, after you burn it, there's so little left.\But they say when they take back a whole year's worth of garbage it'll be like a mountain.\I'm Sorry Thanks\Thanks Right?\I get it! response:	Thanks
context: You mean, what friends are?\Yeah.\Wow, after you burn it, there's so little left.\But they say when they take back a whole year's worth of garbage it'll be like a mountain.\I'm Sorry Thanks\Thanks Right?\I get it!\Thanks response:	I think friendship is this one little word!
context: Yeah.\Wow, after you burn it, there's so little left.\But they say when they take back a whole year's worth of garbage it'll be like a mountain.\I'm Sorry Thanks\Thanks Right?\I get it!\Thanks\I think friendship is this one little word! response:	Right?
context: Wow, after you burn it, there's so little left.\But they say when they take back a whole year's worth of garbage it'll be like a mountain.\I'm Sorry Thanks\Thanks Right?\I get it!\Thanks\I think friendship is this one little word!\Right? response:	What's with that quote?
context: But they say when they take back a whole year's worth of garbage it'll be like a mountain.\I'm Sorry Thanks\Thanks Right?\I get it!\Thanks\I think friendship is this one little word!\Right?\What's with that quote? response:	But it's better than your quotes, Hinata.
context: I'm Sorry Thanks\Thanks Right?\I get it!\Thanks\I think friendship is this one little word!\Right?\What's with that quote?\But it's better than your quotes, Hinata. response:	I know!
context: Thanks Right?\I get it!\Thanks\I think friendship is this one little word!\Right?\What's with that quote?\But it's better than your quotes, Hinata.\I know! response:	Thanks Right?
context: I get it!\Thanks\I think friendship is this one little word!\Right?\What's with that quote?\But it's better than your quotes, Hinata.\I know!\Thanks Right? response:	Right
context: Thanks\I think friendship is this one little word!\Right?\What's with that quote?\But it's better than your quotes, Hinata.\I know!\Thanks Right?\Right response:	Right
context: I think friendship is this one little word!\Right?\What's with that quote?\But it's better than your quotes, Hinata.\I know!\Thanks Right?\Right\Right response:	New Year's Card from Antarctica Time Table Program Introduction Introduce the Syowa Base Post Office Japan's most southern post box by: Shiraishi Yuzuki Recap episode of the girls' Antarctica report by: Shiraishi Yuzuki Messages from Japan to the crew Messages from family members for Tamaki Mari Messages from Hanyu Daisan High School Track Team for Miyake Hinata Messages from the National Institute of Polar Research for the Challenge for Antarctic Crew Introduce life in Antarctica
