context: Jeez... response:	So these are the Discipline Rooms I've heard so much about...
context: we should put on, I don't know, some kind of performance.\I agree that it's a wonderful idea to try to make our master's greatness known.\Allow me to give you credit for that.\Don't you agree? Don't you agree?\But then why did you shoot me?\Because I found you vaguely annoying.\Then it can't be helped.\Now then, humans. response:	Even if it was mere drivel from a defective machine,
context: I agree that it's a wonderful idea to try to make our master's greatness known.\Allow me to give you credit for that.\Don't you agree? Don't you agree?\But then why did you shoot me?\Because I found you vaguely annoying.\Then it can't be helped.\Now then, humans.\Even if it was mere drivel from a defective machine, response:	we cannot turn our backs on what we've uttered,
context: Allow me to give you credit for that.\Don't you agree? Don't you agree?\But then why did you shoot me?\Because I found you vaguely annoying.\Then it can't be helped.\Now then, humans.\Even if it was mere drivel from a defective machine,\we cannot turn our backs on what we've uttered, response:	or it would dishonor our master.
context: Don't you agree? Don't you agree?\But then why did you shoot me?\Because I found you vaguely annoying.\Then it can't be helped.\Now then, humans.\Even if it was mere drivel from a defective machine,\we cannot turn our backs on what we've uttered,\or it would dishonor our master. response:	Therefore, although it is against my will,
context: But then why did you shoot me?\Because I found you vaguely annoying.\Then it can't be helped.\Now then, humans.\Even if it was mere drivel from a defective machine,\we cannot turn our backs on what we've uttered,\or it would dishonor our master.\Therefore, although it is against my will, response:	I, too, promise not to launch any attacks on you during a grace period of one minute.
context: Because I found you vaguely annoying.\Then it can't be helped.\Now then, humans.\Even if it was mere drivel from a defective machine,\we cannot turn our backs on what we've uttered,\or it would dishonor our master.\Therefore, although it is against my will,\I, too, promise not to launch any attacks on you during a grace period of one minute. response:	Is that right?
context: Then it can't be helped.\Now then, humans.\Even if it was mere drivel from a defective machine,\we cannot turn our backs on what we've uttered,\or it would dishonor our master.\Therefore, although it is against my will,\I, too, promise not to launch any attacks on you during a grace period of one minute.\Is that right? response:	Then I think we'll take you up on your offer.
context: Now then, humans.\Even if it was mere drivel from a defective machine,\we cannot turn our backs on what we've uttered,\or it would dishonor our master.\Therefore, although it is against my will,\I, too, promise not to launch any attacks on you during a grace period of one minute.\Is that right?\Then I think we'll take you up on your offer. response:	Gelt, you take out the thin one.
context: Even if it was mere drivel from a defective machine,\we cannot turn our backs on what we've uttered,\or it would dishonor our master.\Therefore, although it is against my will,\I, too, promise not to launch any attacks on you during a grace period of one minute.\Is that right?\Then I think we'll take you up on your offer.\Gelt, you take out the thin one. response:	I'll demolish the huge one.
context: we cannot turn our backs on what we've uttered,\or it would dishonor our master.\Therefore, although it is against my will,\I, too, promise not to launch any attacks on you during a grace period of one minute.\Is that right?\Then I think we'll take you up on your offer.\Gelt, you take out the thin one.\I'll demolish the huge one. response:	Understood.
context: or it would dishonor our master.\Therefore, although it is against my will,\I, too, promise not to launch any attacks on you during a grace period of one minute.\Is that right?\Then I think we'll take you up on your offer.\Gelt, you take out the thin one.\I'll demolish the huge one.\Understood. response:	All right, here's the match of the day!
context: Therefore, although it is against my will,\I, too, promise not to launch any attacks on you during a grace period of one minute.\Is that right?\Then I think we'll take you up on your offer.\Gelt, you take out the thin one.\I'll demolish the huge one.\Understood.\All right, here's the match of the day! response:	Who will victory smile upon, I wonder?
context: I, too, promise not to launch any attacks on you during a grace period of one minute.\Is that right?\Then I think we'll take you up on your offer.\Gelt, you take out the thin one.\I'll demolish the huge one.\Understood.\All right, here's the match of the day!\Who will victory smile upon, I wonder? response:	Phoenix Festa, Block H, Round 1, Match 1!
context: Is that right?\Then I think we'll take you up on your offer.\Gelt, you take out the thin one.\I'll demolish the huge one.\Understood.\All right, here's the match of the day!\Who will victory smile upon, I wonder?\Phoenix Festa, Block H, Round 1, Match 1! response:	Battle start!
context: Then I think we'll take you up on your offer.\Gelt, you take out the thin one.\I'll demolish the huge one.\Understood.\All right, here's the match of the day!\Who will victory smile upon, I wonder?\Phoenix Festa, Block H, Round 1, Match 1!\Battle start! response:	Moritz is wasting no time!
context: Gelt, you take out the thin one.\I'll demolish the huge one.\Understood.\All right, here's the match of the day!\Who will victory smile upon, I wonder?\Phoenix Festa, Block H, Round 1, Match 1!\Battle start!\Moritz is wasting no time! response:	There's his specialty move, the Boreas Spira!
context: I'll demolish the huge one.\Understood.\All right, here's the match of the day!\Who will victory smile upon, I wonder?\Phoenix Festa, Block H, Round 1, Match 1!\Battle start!\Moritz is wasting no time!\There's his specialty move, the Boreas Spira! response:	It's a skill that's not easily applicable,
context: Understood.\All right, here's the match of the day!\Who will victory smile upon, I wonder?\Phoenix Festa, Block H, Round 1, Match 1!\Battle start!\Moritz is wasting no time!\There's his specialty move, the Boreas Spira!\It's a skill that's not easily applicable, response:	but its pure destructive power is tops at Le Wolfe.
context: All right, here's the match of the day!\Who will victory smile upon, I wonder?\Phoenix Festa, Block H, Round 1, Match 1!\Battle start!\Moritz is wasting no time!\There's his specialty move, the Boreas Spira!\It's a skill that's not easily applicable,\but its pure destructive power is tops at Le Wolfe. response:	I'm going to reduce you to scrap metal in the blink of an eye!
context: Who will victory smile upon, I wonder?\Phoenix Festa, Block H, Round 1, Match 1!\Battle start!\Moritz is wasting no time!\There's his specialty move, the Boreas Spira!\It's a skill that's not easily applicable,\but its pure destructive power is tops at Le Wolfe.\I'm going to reduce you to scrap metal in the blink of an eye! response:	Pretty courageous of you!
context: Phoenix Festa, Block H, Round 1, Match 1!\Battle start!\Moritz is wasting no time!\There's his specialty move, the Boreas Spira!\It's a skill that's not easily applicable,\but its pure destructive power is tops at Le Wolfe.\I'm going to reduce you to scrap metal in the blink of an eye!\Pretty courageous of you! response:	What the...?
context: Battle start!\Moritz is wasting no time!\There's his specialty move, the Boreas Spira!\It's a skill that's not easily applicable,\but its pure destructive power is tops at Le Wolfe.\I'm going to reduce you to scrap metal in the blink of an eye!\Pretty courageous of you!\What the...? response:	All right, but don't think you can keep blocking my power with something like this!
context: Moritz is wasting no time!\There's his specialty move, the Boreas Spira!\It's a skill that's not easily applicable,\but its pure destructive power is tops at Le Wolfe.\I'm going to reduce you to scrap metal in the blink of an eye!\Pretty courageous of you!\What the...?\All right, but don't think you can keep blocking my power with something like this! response:	It's futile.
context: There's his specialty move, the Boreas Spira!\It's a skill that's not easily applicable,\but its pure destructive power is tops at Le Wolfe.\I'm going to reduce you to scrap metal in the blink of an eye!\Pretty courageous of you!\What the...?\All right, but don't think you can keep blocking my power with something like this!\It's futile. response:	Damn! In that case...
context: It's a skill that's not easily applicable,\but its pure destructive power is tops at Le Wolfe.\I'm going to reduce you to scrap metal in the blink of an eye!\Pretty courageous of you!\What the...?\All right, but don't think you can keep blocking my power with something like this!\It's futile.\Damn! In that case... response:	45 seconds to go.
context: but its pure destructive power is tops at Le Wolfe.\I'm going to reduce you to scrap metal in the blink of an eye!\Pretty courageous of you!\What the...?\All right, but don't think you can keep blocking my power with something like this!\It's futile.\Damn! In that case...\45 seconds to go. response:	Gelt!
context: I'm going to reduce you to scrap metal in the blink of an eye!\Pretty courageous of you!\What the...?\All right, but don't think you can keep blocking my power with something like this!\It's futile.\Damn! In that case...\45 seconds to go.\Gelt! response:	Change of strategy!
context: Pretty courageous of you!\What the...?\All right, but don't think you can keep blocking my power with something like this!\It's futile.\Damn! In that case...\45 seconds to go.\Gelt!\Change of strategy! response:	Over here...
context: What the...?\All right, but don't think you can keep blocking my power with something like this!\It's futile.\Damn! In that case...\45 seconds to go.\Gelt!\Change of strategy!\Over here... response:	This can't be happening! Not this!
context: All right, but don't think you can keep blocking my power with something like this!\It's futile.\Damn! In that case...\45 seconds to go.\Gelt!\Change of strategy!\Over here...\This can't be happening! Not this! response:	30 seconds to go.
context: It's futile.\Damn! In that case...\45 seconds to go.\Gelt!\Change of strategy!\Over here...\This can't be happening! Not this!\30 seconds to go. response:	Once these two start attacking...
context: Damn! In that case...\45 seconds to go.\Gelt!\Change of strategy!\Over here...\This can't be happening! Not this!\30 seconds to go.\Once these two start attacking... response:	Boreas Mordent!
context: 45 seconds to go.\Gelt!\Change of strategy!\Over here...\This can't be happening! Not this!\30 seconds to go.\Once these two start attacking...\Boreas Mordent! response:	Take that!
context: Gelt!\Change of strategy!\Over here...\This can't be happening! Not this!\30 seconds to go.\Once these two start attacking...\Boreas Mordent!\Take that! response:	One minute.
context: Change of strategy!\Over here...\This can't be happening! Not this!\30 seconds to go.\Once these two start attacking...\Boreas Mordent!\Take that!\One minute. response:	Time's up.
context: Over here...\This can't be happening! Not this!\30 seconds to go.\Once these two start attacking...\Boreas Mordent!\Take that!\One minute.\Time's up. response:	Oh, too bad! That's the end!
context: This can't be happening! Not this!\30 seconds to go.\Once these two start attacking...\Boreas Mordent!\Take that!\One minute.\Time's up.\Oh, too bad! That's the end! response:	You damned monster!
context: 30 seconds to go.\Once these two start attacking...\Boreas Mordent!\Take that!\One minute.\Time's up.\Oh, too bad! That's the end!\You damned monster! response:	E-End of match!
context: Once these two start attacking...\Boreas Mordent!\Take that!\One minute.\Time's up.\Oh, too bad! That's the end!\You damned monster!\E-End of match! response:	Winner, Ernesta Kuhne and Camilla Pareto!
context: Boreas Mordent!\Take that!\One minute.\Time's up.\Oh, too bad! That's the end!\You damned monster!\E-End of match!\Winner, Ernesta Kuhne and Camilla Pareto! response:	So those are...
context: Take that!\One minute.\Time's up.\Oh, too bad! That's the end!\You damned monster!\E-End of match!\Winner, Ernesta Kuhne and Camilla Pareto!\So those are... response:	those are Arlequint's puppets?
context: One minute.\Time's up.\Oh, too bad! That's the end!\You damned monster!\E-End of match!\Winner, Ernesta Kuhne and Camilla Pareto!\So those are...\those are Arlequint's puppets? response:	Just what I'd expect of my Ayato.
context: Time's up.\Oh, too bad! That's the end!\You damned monster!\E-End of match!\Winner, Ernesta Kuhne and Camilla Pareto!\So those are...\those are Arlequint's puppets?\Just what I'd expect of my Ayato. response:	You're so cool!
context: Oh, too bad! That's the end!\You damned monster!\E-End of match!\Winner, Ernesta Kuhne and Camilla Pareto!\So those are...\those are Arlequint's puppets?\Just what I'd expect of my Ayato.\You're so cool! response:	Just what I'd expect of my Ayato.
context: You damned monster!\E-End of match!\Winner, Ernesta Kuhne and Camilla Pareto!\So those are...\those are Arlequint's puppets?\Just what I'd expect of my Ayato.\You're so cool!\Just what I'd expect of my Ayato. response:	The first round was a breeze for you, wasn't it?
context: E-End of match!\Winner, Ernesta Kuhne and Camilla Pareto!\So those are...\those are Arlequint's puppets?\Just what I'd expect of my Ayato.\You're so cool!\Just what I'd expect of my Ayato.\The first round was a breeze for you, wasn't it? response:	Episode 10 - The Tyrant Vampire Princess
context: Winner, Ernesta Kuhne and Camilla Pareto!\So those are...\those are Arlequint's puppets?\Just what I'd expect of my Ayato.\You're so cool!\Just what I'd expect of my Ayato.\The first round was a breeze for you, wasn't it?\Episode 10 - The Tyrant Vampire Princess response:	Still, what a headache... Aldy and Rimsy...
context: So those are...\those are Arlequint's puppets?\Just what I'd expect of my Ayato.\You're so cool!\Just what I'd expect of my Ayato.\The first round was a breeze for you, wasn't it?\Episode 10 - The Tyrant Vampire Princess\Still, what a headache... Aldy and Rimsy... response:	Especially Aldy... he's such a stiff!
