context: Boy? response:	This can't be...
context: Bring it on, Archbishop!\What...\Just what... What are you?!\That cannot be.\None of this is in the Gospel, in the guide to my destiny!\What... Just what are you?\You've asked that four times.\If we're talking nightmares, I've had far more than you. response:	Then... Then, then... You truly are Pride's...
context: What...\Just what... What are you?!\That cannot be.\None of this is in the Gospel, in the guide to my destiny!\What... Just what are you?\You've asked that four times.\If we're talking nightmares, I've had far more than you.\Then... Then, then... You truly are Pride's... response:	My name is Natsuki Subaru,
context: Just what... What are you?!\That cannot be.\None of this is in the Gospel, in the guide to my destiny!\What... Just what are you?\You've asked that four times.\If we're talking nightmares, I've had far more than you.\Then... Then, then... You truly are Pride's...\My name is Natsuki Subaru, response:	the silver-haired, half-elf Emilia's knight.
context: That cannot be.\None of this is in the Gospel, in the guide to my destiny!\What... Just what are you?\You've asked that four times.\If we're talking nightmares, I've had far more than you.\Then... Then, then... You truly are Pride's...\My name is Natsuki Subaru,\the silver-haired, half-elf Emilia's knight. response:	I don't know anything about this Pride stuff, but that's the only title I want.
context: None of this is in the Gospel, in the guide to my destiny!\What... Just what are you?\You've asked that four times.\If we're talking nightmares, I've had far more than you.\Then... Then, then... You truly are Pride's...\My name is Natsuki Subaru,\the silver-haired, half-elf Emilia's knight.\I don't know anything about this Pride stuff, but that's the only title I want. response:	I don't need any others.
context: What... Just what are you?\You've asked that four times.\If we're talking nightmares, I've had far more than you.\Then... Then, then... You truly are Pride's...\My name is Natsuki Subaru,\the silver-haired, half-elf Emilia's knight.\I don't know anything about this Pride stuff, but that's the only title I want.\I don't need any others. response:	This place is...
context: You've asked that four times.\If we're talking nightmares, I've had far more than you.\Then... Then, then... You truly are Pride's...\My name is Natsuki Subaru,\the silver-haired, half-elf Emilia's knight.\I don't know anything about this Pride stuff, but that's the only title I want.\I don't need any others.\This place is... response:	It's a place where my time once ended.
context: If we're talking nightmares, I've had far more than you.\Then... Then, then... You truly are Pride's...\My name is Natsuki Subaru,\the silver-haired, half-elf Emilia's knight.\I don't know anything about this Pride stuff, but that's the only title I want.\I don't need any others.\This place is...\It's a place where my time once ended. response:	And it will be where your time ends, too.
context: Then... Then, then... You truly are Pride's...\My name is Natsuki Subaru,\the silver-haired, half-elf Emilia's knight.\I don't know anything about this Pride stuff, but that's the only title I want.\I don't need any others.\This place is...\It's a place where my time once ended.\And it will be where your time ends, too. response:	That's what this place is.
context: My name is Natsuki Subaru,\the silver-haired, half-elf Emilia's knight.\I don't know anything about this Pride stuff, but that's the only title I want.\I don't need any others.\This place is...\It's a place where my time once ended.\And it will be where your time ends, too.\That's what this place is. response:	If your goal was to lead me out here,
context: the silver-haired, half-elf Emilia's knight.\I don't know anything about this Pride stuff, but that's the only title I want.\I don't need any others.\This place is...\It's a place where my time once ended.\And it will be where your time ends, too.\That's what this place is.\If your goal was to lead me out here, response:	what have you prepared for me?
context: I don't know anything about this Pride stuff, but that's the only title I want.\I don't need any others.\This place is...\It's a place where my time once ended.\And it will be where your time ends, too.\That's what this place is.\If your goal was to lead me out here,\what have you prepared for me? response:	What else? Your natural enemy.
context: I don't need any others.\This place is...\It's a place where my time once ended.\And it will be where your time ends, too.\That's what this place is.\If your goal was to lead me out here,\what have you prepared for me?\What else? Your natural enemy. response:	One you and I have in common...
context: This place is...\It's a place where my time once ended.\And it will be where your time ends, too.\That's what this place is.\If your goal was to lead me out here,\what have you prepared for me?\What else? Your natural enemy.\One you and I have in common... response:	Natural enemy?
context: It's a place where my time once ended.\And it will be where your time ends, too.\That's what this place is.\If your goal was to lead me out here,\what have you prepared for me?\What else? Your natural enemy.\One you and I have in common...\Natural enemy? response:	Now, that's a fine thing to call me.
context: And it will be where your time ends, too.\That's what this place is.\If your goal was to lead me out here,\what have you prepared for me?\What else? Your natural enemy.\One you and I have in common...\Natural enemy?\Now, that's a fine thing to call me. response:	I am Julius Euclius, of the Lugunica Imperial Knights.
context: That's what this place is.\If your goal was to lead me out here,\what have you prepared for me?\What else? Your natural enemy.\One you and I have in common...\Natural enemy?\Now, that's a fine thing to call me.\I am Julius Euclius, of the Lugunica Imperial Knights. response:	I am the Kingdom's sword that will slay you.
context: If your goal was to lead me out here,\what have you prepared for me?\What else? Your natural enemy.\One you and I have in common...\Natural enemy?\Now, that's a fine thing to call me.\I am Julius Euclius, of the Lugunica Imperial Knights.\I am the Kingdom's sword that will slay you. response:	A spirit arts user, are you?
context: what have you prepared for me?\What else? Your natural enemy.\One you and I have in common...\Natural enemy?\Now, that's a fine thing to call me.\I am Julius Euclius, of the Lugunica Imperial Knights.\I am the Kingdom's sword that will slay you.\A spirit arts user, are you? response:	How truly... How truly...
context: What else? Your natural enemy.\One you and I have in common...\Natural enemy?\Now, that's a fine thing to call me.\I am Julius Euclius, of the Lugunica Imperial Knights.\I am the Kingdom's sword that will slay you.\A spirit arts user, are you?\How truly... How truly... response:	Is this also part of your plot?
context: One you and I have in common...\Natural enemy?\Now, that's a fine thing to call me.\I am Julius Euclius, of the Lugunica Imperial Knights.\I am the Kingdom's sword that will slay you.\A spirit arts user, are you?\How truly... How truly...\Is this also part of your plot? response:	I have never known such humiliation!
context: Natural enemy?\Now, that's a fine thing to call me.\I am Julius Euclius, of the Lugunica Imperial Knights.\I am the Kingdom's sword that will slay you.\A spirit arts user, are you?\How truly... How truly...\Is this also part of your plot?\I have never known such humiliation! response:	Really? Well, make the most of it.
context: Now, that's a fine thing to call me.\I am Julius Euclius, of the Lugunica Imperial Knights.\I am the Kingdom's sword that will slay you.\A spirit arts user, are you?\How truly... How truly...\Is this also part of your plot?\I have never known such humiliation!\Really? Well, make the most of it. response:	That's your bill for all you've done.
context: I am Julius Euclius, of the Lugunica Imperial Knights.\I am the Kingdom's sword that will slay you.\A spirit arts user, are you?\How truly... How truly...\Is this also part of your plot?\I have never known such humiliation!\Really? Well, make the most of it.\That's your bill for all you've done. response:	Let's do it, Julius.
context: I am the Kingdom's sword that will slay you.\A spirit arts user, are you?\How truly... How truly...\Is this also part of your plot?\I have never known such humiliation!\Really? Well, make the most of it.\That's your bill for all you've done.\Let's do it, Julius. response:	Are you sure?
context: A spirit arts user, are you?\How truly... How truly...\Is this also part of your plot?\I have never known such humiliation!\Really? Well, make the most of it.\That's your bill for all you've done.\Let's do it, Julius.\Are you sure? response:	I won't back down, I won't bend, I can't lose.
context: How truly... How truly...\Is this also part of your plot?\I have never known such humiliation!\Really? Well, make the most of it.\That's your bill for all you've done.\Let's do it, Julius.\Are you sure?\I won't back down, I won't bend, I can't lose. response:	I don't want to lose anyone else.
context: Is this also part of your plot?\I have never known such humiliation!\Really? Well, make the most of it.\That's your bill for all you've done.\Let's do it, Julius.\Are you sure?\I won't back down, I won't bend, I can't lose.\I don't want to lose anyone else. response:	I am the man who brutally beat you.
context: I have never known such humiliation!\Really? Well, make the most of it.\That's your bill for all you've done.\Let's do it, Julius.\Are you sure?\I won't back down, I won't bend, I can't lose.\I don't want to lose anyone else.\I am the man who brutally beat you. response:	I still believe my behavior was backed by meaning and reason,
context: Really? Well, make the most of it.\That's your bill for all you've done.\Let's do it, Julius.\Are you sure?\I won't back down, I won't bend, I can't lose.\I don't want to lose anyone else.\I am the man who brutally beat you.\I still believe my behavior was backed by meaning and reason, response:	but that is no more than self-justification,
context: That's your bill for all you've done.\Let's do it, Julius.\Are you sure?\I won't back down, I won't bend, I can't lose.\I don't want to lose anyone else.\I am the man who brutally beat you.\I still believe my behavior was backed by meaning and reason,\but that is no more than self-justification, response:	which has nothing to do with you.
context: Let's do it, Julius.\Are you sure?\I won't back down, I won't bend, I can't lose.\I don't want to lose anyone else.\I am the man who brutally beat you.\I still believe my behavior was backed by meaning and reason,\but that is no more than self-justification,\which has nothing to do with you. response:	Can you trust me?
context: Are you sure?\I won't back down, I won't bend, I can't lose.\I don't want to lose anyone else.\I am the man who brutally beat you.\I still believe my behavior was backed by meaning and reason,\but that is no more than self-justification,\which has nothing to do with you.\Can you trust me? response:	I hate you.
context: I won't back down, I won't bend, I can't lose.\I don't want to lose anyone else.\I am the man who brutally beat you.\I still believe my behavior was backed by meaning and reason,\but that is no more than self-justification,\which has nothing to do with you.\Can you trust me?\I hate you. response:	Yes, I know.
context: I don't want to lose anyone else.\I am the man who brutally beat you.\I still believe my behavior was backed by meaning and reason,\but that is no more than self-justification,\which has nothing to do with you.\Can you trust me?\I hate you.\Yes, I know. response:	Having someone break your arms and legs like that is traumatic.
context: I am the man who brutally beat you.\I still believe my behavior was backed by meaning and reason,\but that is no more than self-justification,\which has nothing to do with you.\Can you trust me?\I hate you.\Yes, I know.\Having someone break your arms and legs like that is traumatic. response:	Don't you know the meaning of restraint?
context: I still believe my behavior was backed by meaning and reason,\but that is no more than self-justification,\which has nothing to do with you.\Can you trust me?\I hate you.\Yes, I know.\Having someone break your arms and legs like that is traumatic.\Don't you know the meaning of restraint? response:	Just so you know, I did hold back quite a bit.
context: but that is no more than self-justification,\which has nothing to do with you.\Can you trust me?\I hate you.\Yes, I know.\Having someone break your arms and legs like that is traumatic.\Don't you know the meaning of restraint?\Just so you know, I did hold back quite a bit. response:	Seriously? That was you holding back?
context: which has nothing to do with you.\Can you trust me?\I hate you.\Yes, I know.\Having someone break your arms and legs like that is traumatic.\Don't you know the meaning of restraint?\Just so you know, I did hold back quite a bit.\Seriously? That was you holding back? response:	You really are the biggest jerk.
context: Can you trust me?\I hate you.\Yes, I know.\Having someone break your arms and legs like that is traumatic.\Don't you know the meaning of restraint?\Just so you know, I did hold back quite a bit.\Seriously? That was you holding back?\You really are the biggest jerk. response:	I really hate you, greatest knight.
context: I hate you.\Yes, I know.\Having someone break your arms and legs like that is traumatic.\Don't you know the meaning of restraint?\Just so you know, I did hold back quite a bit.\Seriously? That was you holding back?\You really are the biggest jerk.\I really hate you, greatest knight. response:	So...
context: Yes, I know.\Having someone break your arms and legs like that is traumatic.\Don't you know the meaning of restraint?\Just so you know, I did hold back quite a bit.\Seriously? That was you holding back?\You really are the biggest jerk.\I really hate you, greatest knight.\So... response:	I will trust you.
context: Having someone break your arms and legs like that is traumatic.\Don't you know the meaning of restraint?\Just so you know, I did hold back quite a bit.\Seriously? That was you holding back?\You really are the biggest jerk.\I really hate you, greatest knight.\So...\I will trust you. response:	My shame attests to my knowledge that you are an incredible knight.
context: Don't you know the meaning of restraint?\Just so you know, I did hold back quite a bit.\Seriously? That was you holding back?\You really are the biggest jerk.\I really hate you, greatest knight.\So...\I will trust you.\My shame attests to my knowledge that you are an incredible knight. response:	Then, with all my soul...
context: Just so you know, I did hold back quite a bit.\Seriously? That was you holding back?\You really are the biggest jerk.\I really hate you, greatest knight.\So...\I will trust you.\My shame attests to my knowledge that you are an incredible knight.\Then, with all my soul... response:	I shall live up to that!
context: Seriously? That was you holding back?\You really are the biggest jerk.\I really hate you, greatest knight.\So...\I will trust you.\My shame attests to my knowledge that you are an incredible knight.\Then, with all my soul...\I shall live up to that! response:	Is this farce over yet?
context: You really are the biggest jerk.\I really hate you, greatest knight.\So...\I will trust you.\My shame attests to my knowledge that you are an incredible knight.\Then, with all my soul...\I shall live up to that!\Is this farce over yet? response:	What do you expect adding a single spirit arts user to your ranks will do?
context: I really hate you, greatest knight.\So...\I will trust you.\My shame attests to my knowledge that you are an incredible knight.\Then, with all my soul...\I shall live up to that!\Is this farce over yet?\What do you expect adding a single spirit arts user to your ranks will do? response:	I will defeat you all, tear apart those who remain,
context: So...\I will trust you.\My shame attests to my knowledge that you are an incredible knight.\Then, with all my soul...\I shall live up to that!\Is this farce over yet?\What do you expect adding a single spirit arts user to your ranks will do?\I will defeat you all, tear apart those who remain, response:	resume the Ordeal, and that is all.
context: I will trust you.\My shame attests to my knowledge that you are an incredible knight.\Then, with all my soul...\I shall live up to that!\Is this farce over yet?\What do you expect adding a single spirit arts user to your ranks will do?\I will defeat you all, tear apart those who remain,\resume the Ordeal, and that is all. response:	My diligence knows neither slothful resignation nor demise!
context: My shame attests to my knowledge that you are an incredible knight.\Then, with all my soul...\I shall live up to that!\Is this farce over yet?\What do you expect adding a single spirit arts user to your ranks will do?\I will defeat you all, tear apart those who remain,\resume the Ordeal, and that is all.\My diligence knows neither slothful resignation nor demise! response:	Sloth! Sloth! Sloth!
context: Then, with all my soul...\I shall live up to that!\Is this farce over yet?\What do you expect adding a single spirit arts user to your ranks will do?\I will defeat you all, tear apart those who remain,\resume the Ordeal, and that is all.\My diligence knows neither slothful resignation nor demise!\Sloth! Sloth! Sloth! response:	Sloth!
context: I shall live up to that!\Is this farce over yet?\What do you expect adding a single spirit arts user to your ranks will do?\I will defeat you all, tear apart those who remain,\resume the Ordeal, and that is all.\My diligence knows neither slothful resignation nor demise!\Sloth! Sloth! Sloth!\Sloth! response:	Al Clarista!
context: Is this farce over yet?\What do you expect adding a single spirit arts user to your ranks will do?\I will defeat you all, tear apart those who remain,\resume the Ordeal, and that is all.\My diligence knows neither slothful resignation nor demise!\Sloth! Sloth! Sloth!\Sloth!\Al Clarista! response:	You... You should not be able to see it.
context: What do you expect adding a single spirit arts user to your ranks will do?\I will defeat you all, tear apart those who remain,\resume the Ordeal, and that is all.\My diligence knows neither slothful resignation nor demise!\Sloth! Sloth! Sloth!\Sloth!\Al Clarista!\You... You should not be able to see it. response:	It should be invisible to you.
context: I will defeat you all, tear apart those who remain,\resume the Ordeal, and that is all.\My diligence knows neither slothful resignation nor demise!\Sloth! Sloth! Sloth!\Sloth!\Al Clarista!\You... You should not be able to see it.\It should be invisible to you. response:	My Unseen Hand can't be seen, can't be seen...
context: resume the Ordeal, and that is all.\My diligence knows neither slothful resignation nor demise!\Sloth! Sloth! Sloth!\Sloth!\Al Clarista!\You... You should not be able to see it.\It should be invisible to you.\My Unseen Hand can't be seen, can't be seen... response:	You can't see it!
context: My diligence knows neither slothful resignation nor demise!\Sloth! Sloth! Sloth!\Sloth!\Al Clarista!\You... You should not be able to see it.\It should be invisible to you.\My Unseen Hand can't be seen, can't be seen...\You can't see it! response:	And by two... Two people other than me!
context: Sloth! Sloth! Sloth!\Sloth!\Al Clarista!\You... You should not be able to see it.\It should be invisible to you.\My Unseen Hand can't be seen, can't be seen...\You can't see it!\And by two... Two people other than me! response:	I'm the only one who can see it, Betelgeuse.
context: Sloth!\Al Clarista!\You... You should not be able to see it.\It should be invisible to you.\My Unseen Hand can't be seen, can't be seen...\You can't see it!\And by two... Two people other than me!\I'm the only one who can see it, Betelgeuse. response:	Huh?
context: Al Clarista!\You... You should not be able to see it.\It should be invisible to you.\My Unseen Hand can't be seen, can't be seen...\You can't see it!\And by two... Two people other than me!\I'm the only one who can see it, Betelgeuse.\Huh? response:	Julius can only see what I'm seeing.
context: You... You should not be able to see it.\It should be invisible to you.\My Unseen Hand can't be seen, can't be seen...\You can't see it!\And by two... Two people other than me!\I'm the only one who can see it, Betelgeuse.\Huh?\Julius can only see what I'm seeing. response:	It also feels much creepier than I expected.
context: It should be invisible to you.\My Unseen Hand can't be seen, can't be seen...\You can't see it!\And by two... Two people other than me!\I'm the only one who can see it, Betelgeuse.\Huh?\Julius can only see what I'm seeing.\It also feels much creepier than I expected. response:	I can use Nect to consciously share your senses,
context: My Unseen Hand can't be seen, can't be seen...\You can't see it!\And by two... Two people other than me!\I'm the only one who can see it, Betelgeuse.\Huh?\Julius can only see what I'm seeing.\It also feels much creepier than I expected.\I can use Nect to consciously share your senses, response:	as well as to maintain them for a while.
context: You can't see it!\And by two... Two people other than me!\I'm the only one who can see it, Betelgeuse.\Huh?\Julius can only see what I'm seeing.\It also feels much creepier than I expected.\I can use Nect to consciously share your senses,\as well as to maintain them for a while. response:	When you first proposed this, I questioned your sanity.
context: And by two... Two people other than me!\I'm the only one who can see it, Betelgeuse.\Huh?\Julius can only see what I'm seeing.\It also feels much creepier than I expected.\I can use Nect to consciously share your senses,\as well as to maintain them for a while.\When you first proposed this, I questioned your sanity. response:	It worked, didn't it?
context: I'm the only one who can see it, Betelgeuse.\Huh?\Julius can only see what I'm seeing.\It also feels much creepier than I expected.\I can use Nect to consciously share your senses,\as well as to maintain them for a while.\When you first proposed this, I questioned your sanity.\It worked, didn't it? response:	A man's all about guts.
context: Huh?\Julius can only see what I'm seeing.\It also feels much creepier than I expected.\I can use Nect to consciously share your senses,\as well as to maintain them for a while.\When you first proposed this, I questioned your sanity.\It worked, didn't it?\A man's all about guts. response:	You've gotta be open to anything.
context: Julius can only see what I'm seeing.\It also feels much creepier than I expected.\I can use Nect to consciously share your senses,\as well as to maintain them for a while.\When you first proposed this, I questioned your sanity.\It worked, didn't it?\A man's all about guts.\You've gotta be open to anything. response:	Curse you, curse you...
context: It also feels much creepier than I expected.\I can use Nect to consciously share your senses,\as well as to maintain them for a while.\When you first proposed this, I questioned your sanity.\It worked, didn't it?\A man's all about guts.\You've gotta be open to anything.\Curse you, curse you... response:	Curse you! Curse you! Curse you! Curse you!
context: I can use Nect to consciously share your senses,\as well as to maintain them for a while.\When you first proposed this, I questioned your sanity.\It worked, didn't it?\A man's all about guts.\You've gotta be open to anything.\Curse you, curse you...\Curse you! Curse you! Curse you! Curse you! response:	Curse you!
context: as well as to maintain them for a while.\When you first proposed this, I questioned your sanity.\It worked, didn't it?\A man's all about guts.\You've gotta be open to anything.\Curse you, curse you...\Curse you! Curse you! Curse you! Curse you!\Curse you! response:	Sharing a collective body with you is pretty disgusting.
context: When you first proposed this, I questioned your sanity.\It worked, didn't it?\A man's all about guts.\You've gotta be open to anything.\Curse you, curse you...\Curse you! Curse you! Curse you! Curse you!\Curse you!\Sharing a collective body with you is pretty disgusting. response:	Let's get this over with.
context: It worked, didn't it?\A man's all about guts.\You've gotta be open to anything.\Curse you, curse you...\Curse you! Curse you! Curse you! Curse you!\Curse you!\Sharing a collective body with you is pretty disgusting.\Let's get this over with. response:	Yes, let's.
context: A man's all about guts.\You've gotta be open to anything.\Curse you, curse you...\Curse you! Curse you! Curse you! Curse you!\Curse you!\Sharing a collective body with you is pretty disgusting.\Let's get this over with.\Yes, let's. response:	Using your eyes, I shall slay him...
context: You've gotta be open to anything.\Curse you, curse you...\Curse you! Curse you! Curse you! Curse you!\Curse you!\Sharing a collective body with you is pretty disgusting.\Let's get this over with.\Yes, let's.\Using your eyes, I shall slay him... response:	My friend, Natsuki Subaru!
context: Curse you, curse you...\Curse you! Curse you! Curse you! Curse you!\Curse you!\Sharing a collective body with you is pretty disgusting.\Let's get this over with.\Yes, let's.\Using your eyes, I shall slay him...\My friend, Natsuki Subaru! response:	The Self-Proclaimed Knight and the Greatest Knight
