context: Wow, who's that? response:	His face is so pretty.
context: So you really are a girl?\You thought I was a boy too?\I've never understood why, but people have continuously mistook me for a boy my entire life.\For goodness sake, I just don't get it.\Now, hold up! You wear a guy's uniform! Why?!\It's easier to move around in, why else?\If I wore something as frilly as that girls' uniform,\it'd hinder my reaction time. response:	Well I'm sorry, but if I'd known you were a girl, this would never have happened.
context: You thought I was a boy too?\I've never understood why, but people have continuously mistook me for a boy my entire life.\For goodness sake, I just don't get it.\Now, hold up! You wear a guy's uniform! Why?!\It's easier to move around in, why else?\If I wore something as frilly as that girls' uniform,\it'd hinder my reaction time.\Well I'm sorry, but if I'd known you were a girl, this would never have happened. response:	Just forget about it.
context: I've never understood why, but people have continuously mistook me for a boy my entire life.\For goodness sake, I just don't get it.\Now, hold up! You wear a guy's uniform! Why?!\It's easier to move around in, why else?\If I wore something as frilly as that girls' uniform,\it'd hinder my reaction time.\Well I'm sorry, but if I'd known you were a girl, this would never have happened.\Just forget about it. response:	I wouldn't want Mistress to see me in such a shameful condition anyway.
context: For goodness sake, I just don't get it.\Now, hold up! You wear a guy's uniform! Why?!\It's easier to move around in, why else?\If I wore something as frilly as that girls' uniform,\it'd hinder my reaction time.\Well I'm sorry, but if I'd known you were a girl, this would never have happened.\Just forget about it.\I wouldn't want Mistress to see me in such a shameful condition anyway. response:	I'm pathetic. I can't believe I lost to the likes of you.
context: Now, hold up! You wear a guy's uniform! Why?!\It's easier to move around in, why else?\If I wore something as frilly as that girls' uniform,\it'd hinder my reaction time.\Well I'm sorry, but if I'd known you were a girl, this would never have happened.\Just forget about it.\I wouldn't want Mistress to see me in such a shameful condition anyway.\I'm pathetic. I can't believe I lost to the likes of you. response:	Why did I think that I could protect Mistress?
context: It's easier to move around in, why else?\If I wore something as frilly as that girls' uniform,\it'd hinder my reaction time.\Well I'm sorry, but if I'd known you were a girl, this would never have happened.\Just forget about it.\I wouldn't want Mistress to see me in such a shameful condition anyway.\I'm pathetic. I can't believe I lost to the likes of you.\Why did I think that I could protect Mistress? response:	How will I ever show my face to Mistress again, after being reduced to such a state?
context: If I wore something as frilly as that girls' uniform,\it'd hinder my reaction time.\Well I'm sorry, but if I'd known you were a girl, this would never have happened.\Just forget about it.\I wouldn't want Mistress to see me in such a shameful condition anyway.\I'm pathetic. I can't believe I lost to the likes of you.\Why did I think that I could protect Mistress?\How will I ever show my face to Mistress again, after being reduced to such a state? response:	Wow, this girl...
context: it'd hinder my reaction time.\Well I'm sorry, but if I'd known you were a girl, this would never have happened.\Just forget about it.\I wouldn't want Mistress to see me in such a shameful condition anyway.\I'm pathetic. I can't believe I lost to the likes of you.\Why did I think that I could protect Mistress?\How will I ever show my face to Mistress again, after being reduced to such a state?\Wow, this girl... response:	Talk about a 180-degree turn!
context: Well I'm sorry, but if I'd known you were a girl, this would never have happened.\Just forget about it.\I wouldn't want Mistress to see me in such a shameful condition anyway.\I'm pathetic. I can't believe I lost to the likes of you.\Why did I think that I could protect Mistress?\How will I ever show my face to Mistress again, after being reduced to such a state?\Wow, this girl...\Talk about a 180-degree turn! response:	Wait, she's a girl.
context: Just forget about it.\I wouldn't want Mistress to see me in such a shameful condition anyway.\I'm pathetic. I can't believe I lost to the likes of you.\Why did I think that I could protect Mistress?\How will I ever show my face to Mistress again, after being reduced to such a state?\Wow, this girl...\Talk about a 180-degree turn!\Wait, she's a girl. response:	This situation could be pretty dangerous!
context: I wouldn't want Mistress to see me in such a shameful condition anyway.\I'm pathetic. I can't believe I lost to the likes of you.\Why did I think that I could protect Mistress?\How will I ever show my face to Mistress again, after being reduced to such a state?\Wow, this girl...\Talk about a 180-degree turn!\Wait, she's a girl.\This situation could be pretty dangerous! response:	It's so dark in here, and we're so close that I can hear her breathing.
context: I'm pathetic. I can't believe I lost to the likes of you.\Why did I think that I could protect Mistress?\How will I ever show my face to Mistress again, after being reduced to such a state?\Wow, this girl...\Talk about a 180-degree turn!\Wait, she's a girl.\This situation could be pretty dangerous!\It's so dark in here, and we're so close that I can hear her breathing. response:	It feels like something soft is pressing against my body too.
context: Why did I think that I could protect Mistress?\How will I ever show my face to Mistress again, after being reduced to such a state?\Wow, this girl...\Talk about a 180-degree turn!\Wait, she's a girl.\This situation could be pretty dangerous!\It's so dark in here, and we're so close that I can hear her breathing.\It feels like something soft is pressing against my body too. response:	Wow, if I really look, her curves are actually pretty feminine!
context: How will I ever show my face to Mistress again, after being reduced to such a state?\Wow, this girl...\Talk about a 180-degree turn!\Wait, she's a girl.\This situation could be pretty dangerous!\It's so dark in here, and we're so close that I can hear her breathing.\It feels like something soft is pressing against my body too.\Wow, if I really look, her curves are actually pretty feminine! response:	It's getting me all flustered now! I need to calm down!
context: Wow, this girl...\Talk about a 180-degree turn!\Wait, she's a girl.\This situation could be pretty dangerous!\It's so dark in here, and we're so close that I can hear her breathing.\It feels like something soft is pressing against my body too.\Wow, if I really look, her curves are actually pretty feminine!\It's getting me all flustered now! I need to calm down! response:	I know! I'll just think about Onodera.
context: Talk about a 180-degree turn!\Wait, she's a girl.\This situation could be pretty dangerous!\It's so dark in here, and we're so close that I can hear her breathing.\It feels like something soft is pressing against my body too.\Wow, if I really look, her curves are actually pretty feminine!\It's getting me all flustered now! I need to calm down!\I know! I'll just think about Onodera. response:	Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...
context: Wait, she's a girl.\This situation could be pretty dangerous!\It's so dark in here, and we're so close that I can hear her breathing.\It feels like something soft is pressing against my body too.\Wow, if I really look, her curves are actually pretty feminine!\It's getting me all flustered now! I need to calm down!\I know! I'll just think about Onodera.\Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono... response:	No, Raku!
context: This situation could be pretty dangerous!\It's so dark in here, and we're so close that I can hear her breathing.\It feels like something soft is pressing against my body too.\Wow, if I really look, her curves are actually pretty feminine!\It's getting me all flustered now! I need to calm down!\I know! I'll just think about Onodera.\Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...\No, Raku! response:	Hey wait, your name... Seishirou.
context: It's so dark in here, and we're so close that I can hear her breathing.\It feels like something soft is pressing against my body too.\Wow, if I really look, her curves are actually pretty feminine!\It's getting me all flustered now! I need to calm down!\I know! I'll just think about Onodera.\Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...\No, Raku!\Hey wait, your name... Seishirou. response:	Is that an alias?
context: It feels like something soft is pressing against my body too.\Wow, if I really look, her curves are actually pretty feminine!\It's getting me all flustered now! I need to calm down!\I know! I'll just think about Onodera.\Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...\No, Raku!\Hey wait, your name... Seishirou.\Is that an alias? response:	How rude! It's my real name!
context: Wow, if I really look, her curves are actually pretty feminine!\It's getting me all flustered now! I need to calm down!\I know! I'll just think about Onodera.\Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...\No, Raku!\Hey wait, your name... Seishirou.\Is that an alias?\How rude! It's my real name! response:	I was abandoned at birth, you see.
context: It's getting me all flustered now! I need to calm down!\I know! I'll just think about Onodera.\Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...\No, Raku!\Hey wait, your name... Seishirou.\Is that an alias?\How rude! It's my real name!\I was abandoned at birth, you see. response:	The man who adopted me gave me that name.
context: I know! I'll just think about Onodera.\Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...\No, Raku!\Hey wait, your name... Seishirou.\Is that an alias?\How rude! It's my real name!\I was abandoned at birth, you see.\The man who adopted me gave me that name. response:	Somehow, he thought that I was a boy.
context: Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Onodera, Ono...\No, Raku!\Hey wait, your name... Seishirou.\Is that an alias?\How rude! It's my real name!\I was abandoned at birth, you see.\The man who adopted me gave me that name.\Somehow, he thought that I was a boy. response:	Consulting a name dictionary, he picked one completely at random for me.
context: No, Raku!\Hey wait, your name... Seishirou.\Is that an alias?\How rude! It's my real name!\I was abandoned at birth, you see.\The man who adopted me gave me that name.\Somehow, he thought that I was a boy.\Consulting a name dictionary, he picked one completely at random for me. response:	Seishirou!
context: Hey wait, your name... Seishirou.\Is that an alias?\How rude! It's my real name!\I was abandoned at birth, you see.\The man who adopted me gave me that name.\Somehow, he thought that I was a boy.\Consulting a name dictionary, he picked one completely at random for me.\Seishirou! response:	That Four Eyes...
context: Is that an alias?\How rude! It's my real name!\I was abandoned at birth, you see.\The man who adopted me gave me that name.\Somehow, he thought that I was a boy.\Consulting a name dictionary, he picked one completely at random for me.\Seishirou!\That Four Eyes... response:	Furthermore, as unbelievable as it sounds,
context: How rude! It's my real name!\I was abandoned at birth, you see.\The man who adopted me gave me that name.\Somehow, he thought that I was a boy.\Consulting a name dictionary, he picked one completely at random for me.\Seishirou!\That Four Eyes...\Furthermore, as unbelievable as it sounds, response:	Why are you being so shy?
context: I was abandoned at birth, you see.\The man who adopted me gave me that name.\Somehow, he thought that I was a boy.\Consulting a name dictionary, he picked one completely at random for me.\Seishirou!\That Four Eyes...\Furthermore, as unbelievable as it sounds,\Why are you being so shy? response:	Are you a moron!?
context: The man who adopted me gave me that name.\Somehow, he thought that I was a boy.\Consulting a name dictionary, he picked one completely at random for me.\Seishirou!\That Four Eyes...\Furthermore, as unbelievable as it sounds,\Why are you being so shy?\Are you a moron!? response:	even after raising me for ten years, he still doesn't realize that I'm a girl.
context: Somehow, he thought that I was a boy.\Consulting a name dictionary, he picked one completely at random for me.\Seishirou!\That Four Eyes...\Furthermore, as unbelievable as it sounds,\Why are you being so shy?\Are you a moron!?\even after raising me for ten years, he still doesn't realize that I'm a girl. response:	Ten years?
context: Consulting a name dictionary, he picked one completely at random for me.\Seishirou!\That Four Eyes...\Furthermore, as unbelievable as it sounds,\Why are you being so shy?\Are you a moron!?\even after raising me for ten years, he still doesn't realize that I'm a girl.\Ten years? response:	Not that it makes a difference to me.
context: Seishirou!\That Four Eyes...\Furthermore, as unbelievable as it sounds,\Why are you being so shy?\Are you a moron!?\even after raising me for ten years, he still doesn't realize that I'm a girl.\Ten years?\Not that it makes a difference to me. response:	In order to fulfill my mission to protect Mistress,
context: That Four Eyes...\Furthermore, as unbelievable as it sounds,\Why are you being so shy?\Are you a moron!?\even after raising me for ten years, he still doesn't realize that I'm a girl.\Ten years?\Not that it makes a difference to me.\In order to fulfill my mission to protect Mistress, response:	I've long since given up on being a girl.
context: Furthermore, as unbelievable as it sounds,\Why are you being so shy?\Are you a moron!?\even after raising me for ten years, he still doesn't realize that I'm a girl.\Ten years?\Not that it makes a difference to me.\In order to fulfill my mission to protect Mistress,\I've long since given up on being a girl. response:	Is that so?
context: Why are you being so shy?\Are you a moron!?\even after raising me for ten years, he still doesn't realize that I'm a girl.\Ten years?\Not that it makes a difference to me.\In order to fulfill my mission to protect Mistress,\I've long since given up on being a girl.\Is that so? response:	Yes. I gave up on being a girl,
context: Are you a moron!?\even after raising me for ten years, he still doesn't realize that I'm a girl.\Ten years?\Not that it makes a difference to me.\In order to fulfill my mission to protect Mistress,\I've long since given up on being a girl.\Is that so?\Yes. I gave up on being a girl, response:	and became strong enough to confidently face any man. But I guess I was wrong.
context: even after raising me for ten years, he still doesn't realize that I'm a girl.\Ten years?\Not that it makes a difference to me.\In order to fulfill my mission to protect Mistress,\I've long since given up on being a girl.\Is that so?\Yes. I gave up on being a girl,\and became strong enough to confidently face any man. But I guess I was wrong. response:	If I can't protect Mistress, then what am I good for?
context: Ten years?\Not that it makes a difference to me.\In order to fulfill my mission to protect Mistress,\I've long since given up on being a girl.\Is that so?\Yes. I gave up on being a girl,\and became strong enough to confidently face any man. But I guess I was wrong.\If I can't protect Mistress, then what am I good for? response:	Well, you know, that's a shame, because you're actually pretty cute.
context: Not that it makes a difference to me.\In order to fulfill my mission to protect Mistress,\I've long since given up on being a girl.\Is that so?\Yes. I gave up on being a girl,\and became strong enough to confidently face any man. But I guess I was wrong.\If I can't protect Mistress, then what am I good for?\Well, you know, that's a shame, because you're actually pretty cute. response:	What?
context: In order to fulfill my mission to protect Mistress,\I've long since given up on being a girl.\Is that so?\Yes. I gave up on being a girl,\and became strong enough to confidently face any man. But I guess I was wrong.\If I can't protect Mistress, then what am I good for?\Well, you know, that's a shame, because you're actually pretty cute.\What? response:	Don't be ridiculous! How can you say that I'm cute?
context: I've long since given up on being a girl.\Is that so?\Yes. I gave up on being a girl,\and became strong enough to confidently face any man. But I guess I was wrong.\If I can't protect Mistress, then what am I good for?\Well, you know, that's a shame, because you're actually pretty cute.\What?\Don't be ridiculous! How can you say that I'm cute? response:	No one's ever said that to me...
context: Is that so?\Yes. I gave up on being a girl,\and became strong enough to confidently face any man. But I guess I was wrong.\If I can't protect Mistress, then what am I good for?\Well, you know, that's a shame, because you're actually pretty cute.\What?\Don't be ridiculous! How can you say that I'm cute?\No one's ever said that to me... response:	until today.
context: Yes. I gave up on being a girl,\and became strong enough to confidently face any man. But I guess I was wrong.\If I can't protect Mistress, then what am I good for?\Well, you know, that's a shame, because you're actually pretty cute.\What?\Don't be ridiculous! How can you say that I'm cute?\No one's ever said that to me...\until today. response:	Mistress...
context: and became strong enough to confidently face any man. But I guess I was wrong.\If I can't protect Mistress, then what am I good for?\Well, you know, that's a shame, because you're actually pretty cute.\What?\Don't be ridiculous! How can you say that I'm cute?\No one's ever said that to me...\until today.\Mistress... response:	What in God's name do you think you're doing, you pig insect?
context: If I can't protect Mistress, then what am I good for?\Well, you know, that's a shame, because you're actually pretty cute.\What?\Don't be ridiculous! How can you say that I'm cute?\No one's ever said that to me...\until today.\Mistress...\What in God's name do you think you're doing, you pig insect? response:	That makes sense. So that's what happened.
context: Well, you know, that's a shame, because you're actually pretty cute.\What?\Don't be ridiculous! How can you say that I'm cute?\No one's ever said that to me...\until today.\Mistress...\What in God's name do you think you're doing, you pig insect?\That makes sense. So that's what happened. response:	You also thought that Tsugumi was a boy, huh?
context: What?\Don't be ridiculous! How can you say that I'm cute?\No one's ever said that to me...\until today.\Mistress...\What in God's name do you think you're doing, you pig insect?\That makes sense. So that's what happened.\You also thought that Tsugumi was a boy, huh? response:	So,
context: Don't be ridiculous! How can you say that I'm cute?\No one's ever said that to me...\until today.\Mistress...\What in God's name do you think you're doing, you pig insect?\That makes sense. So that's what happened.\You also thought that Tsugumi was a boy, huh?\So, response:	how did your duel turn out?
context: No one's ever said that to me...\until today.\Mistress...\What in God's name do you think you're doing, you pig insect?\That makes sense. So that's what happened.\You also thought that Tsugumi was a boy, huh?\So,\how did your duel turn out? response:	Uh...
context: until today.\Mistress...\What in God's name do you think you're doing, you pig insect?\That makes sense. So that's what happened.\You also thought that Tsugumi was a boy, huh?\So,\how did your duel turn out?\Uh... response:	Understand this, Ichijou Raku!
context: Mistress...\What in God's name do you think you're doing, you pig insect?\That makes sense. So that's what happened.\You also thought that Tsugumi was a boy, huh?\So,\how did your duel turn out?\Uh...\Understand this, Ichijou Raku! response:	I haven't lost to you just yet, you got that?
context: What in God's name do you think you're doing, you pig insect?\That makes sense. So that's what happened.\You also thought that Tsugumi was a boy, huh?\So,\how did your duel turn out?\Uh...\Understand this, Ichijou Raku!\I haven't lost to you just yet, you got that? response:	Huh?
context: That makes sense. So that's what happened.\You also thought that Tsugumi was a boy, huh?\So,\how did your duel turn out?\Uh...\Understand this, Ichijou Raku!\I haven't lost to you just yet, you got that?\Huh? response:	You still haven't proved that you have what it takes to protect my Mistress,
context: You also thought that Tsugumi was a boy, huh?\So,\how did your duel turn out?\Uh...\Understand this, Ichijou Raku!\I haven't lost to you just yet, you got that?\Huh?\You still haven't proved that you have what it takes to protect my Mistress, response:	and that was the whole point of the duel!
context: So,\how did your duel turn out?\Uh...\Understand this, Ichijou Raku!\I haven't lost to you just yet, you got that?\Huh?\You still haven't proved that you have what it takes to protect my Mistress,\and that was the whole point of the duel! response:	So that outcome's invalid!
context: how did your duel turn out?\Uh...\Understand this, Ichijou Raku!\I haven't lost to you just yet, you got that?\Huh?\You still haven't proved that you have what it takes to protect my Mistress,\and that was the whole point of the duel!\So that outcome's invalid! response:	I'll worry about how to deal with you later,
context: Uh...\Understand this, Ichijou Raku!\I haven't lost to you just yet, you got that?\Huh?\You still haven't proved that you have what it takes to protect my Mistress,\and that was the whole point of the duel!\So that outcome's invalid!\I'll worry about how to deal with you later, response:	but if I determine that you're not good enough for her, you'll be staring down a barrel again!
context: Understand this, Ichijou Raku!\I haven't lost to you just yet, you got that?\Huh?\You still haven't proved that you have what it takes to protect my Mistress,\and that was the whole point of the duel!\So that outcome's invalid!\I'll worry about how to deal with you later,\but if I determine that you're not good enough for her, you'll be staring down a barrel again! response:	So keep that in mind and give her your best!
context: I haven't lost to you just yet, you got that?\Huh?\You still haven't proved that you have what it takes to protect my Mistress,\and that was the whole point of the duel!\So that outcome's invalid!\I'll worry about how to deal with you later,\but if I determine that you're not good enough for her, you'll be staring down a barrel again!\So keep that in mind and give her your best! response:	Is that right? Whatever you say.
context: Huh?\You still haven't proved that you have what it takes to protect my Mistress,\and that was the whole point of the duel!\So that outcome's invalid!\I'll worry about how to deal with you later,\but if I determine that you're not good enough for her, you'll be staring down a barrel again!\So keep that in mind and give her your best!\Is that right? Whatever you say. response:	Hey, Raku!
context: You still haven't proved that you have what it takes to protect my Mistress,\and that was the whole point of the duel!\So that outcome's invalid!\I'll worry about how to deal with you later,\but if I determine that you're not good enough for her, you'll be staring down a barrel again!\So keep that in mind and give her your best!\Is that right? Whatever you say.\Hey, Raku! response:	Kyouko-chan said you have to put in a letter of apology,
context: and that was the whole point of the duel!\So that outcome's invalid!\I'll worry about how to deal with you later,\but if I determine that you're not good enough for her, you'll be staring down a barrel again!\So keep that in mind and give her your best!\Is that right? Whatever you say.\Hey, Raku!\Kyouko-chan said you have to put in a letter of apology, response:	for using the pool without permission.
context: So that outcome's invalid!\I'll worry about how to deal with you later,\but if I determine that you're not good enough for her, you'll be staring down a barrel again!\So keep that in mind and give her your best!\Is that right? Whatever you say.\Hey, Raku!\Kyouko-chan said you have to put in a letter of apology,\for using the pool without permission. response:	Sorry, honey, I'll be back in a minute.
context: I'll worry about how to deal with you later,\but if I determine that you're not good enough for her, you'll be staring down a barrel again!\So keep that in mind and give her your best!\Is that right? Whatever you say.\Hey, Raku!\Kyouko-chan said you have to put in a letter of apology,\for using the pool without permission.\Sorry, honey, I'll be back in a minute. response:	Sure thing.
context: but if I determine that you're not good enough for her, you'll be staring down a barrel again!\So keep that in mind and give her your best!\Is that right? Whatever you say.\Hey, Raku!\Kyouko-chan said you have to put in a letter of apology,\for using the pool without permission.\Sorry, honey, I'll be back in a minute.\Sure thing. response:	To be honest, he completely defeated me.
context: So keep that in mind and give her your best!\Is that right? Whatever you say.\Hey, Raku!\Kyouko-chan said you have to put in a letter of apology,\for using the pool without permission.\Sorry, honey, I'll be back in a minute.\Sure thing.\To be honest, he completely defeated me. response:	He said something to me.
context: Is that right? Whatever you say.\Hey, Raku!\Kyouko-chan said you have to put in a letter of apology,\for using the pool without permission.\Sorry, honey, I'll be back in a minute.\Sure thing.\To be honest, he completely defeated me.\He said something to me. response:	He said that you're not the type to just sit and watch while somebody else protected you.
context: Hey, Raku!\Kyouko-chan said you have to put in a letter of apology,\for using the pool without permission.\Sorry, honey, I'll be back in a minute.\Sure thing.\To be honest, he completely defeated me.\He said something to me.\He said that you're not the type to just sit and watch while somebody else protected you. response:	He said that?
context: Kyouko-chan said you have to put in a letter of apology,\for using the pool without permission.\Sorry, honey, I'll be back in a minute.\Sure thing.\To be honest, he completely defeated me.\He said something to me.\He said that you're not the type to just sit and watch while somebody else protected you.\He said that? response:	Even with everybody worrying about you,
context: for using the pool without permission.\Sorry, honey, I'll be back in a minute.\Sure thing.\To be honest, he completely defeated me.\He said something to me.\He said that you're not the type to just sit and watch while somebody else protected you.\He said that?\Even with everybody worrying about you, response:	you've always been able to take care of yourself.
context: Sorry, honey, I'll be back in a minute.\Sure thing.\To be honest, he completely defeated me.\He said something to me.\He said that you're not the type to just sit and watch while somebody else protected you.\He said that?\Even with everybody worrying about you,\you've always been able to take care of yourself. response:	You also were always the kid who'd come home with a big smile covered in dirt.
context: Sure thing.\To be honest, he completely defeated me.\He said something to me.\He said that you're not the type to just sit and watch while somebody else protected you.\He said that?\Even with everybody worrying about you,\you've always been able to take care of yourself.\You also were always the kid who'd come home with a big smile covered in dirt. response:	Trusting in you as I watch over you...
context: To be honest, he completely defeated me.\He said something to me.\He said that you're not the type to just sit and watch while somebody else protected you.\He said that?\Even with everybody worrying about you,\you've always been able to take care of yourself.\You also were always the kid who'd come home with a big smile covered in dirt.\Trusting in you as I watch over you... response:	That's a different type of strength, isn't it?
context: He said something to me.\He said that you're not the type to just sit and watch while somebody else protected you.\He said that?\Even with everybody worrying about you,\you've always been able to take care of yourself.\You also were always the kid who'd come home with a big smile covered in dirt.\Trusting in you as I watch over you...\That's a different type of strength, isn't it? response:	But you know, I still wonder why everyone seems to mistake me for a guy.
context: He said that you're not the type to just sit and watch while somebody else protected you.\He said that?\Even with everybody worrying about you,\you've always been able to take care of yourself.\You also were always the kid who'd come home with a big smile covered in dirt.\Trusting in you as I watch over you...\That's a different type of strength, isn't it?\But you know, I still wonder why everyone seems to mistake me for a guy. response:	I wonder that myself.
context: He said that?\Even with everybody worrying about you,\you've always been able to take care of yourself.\You also were always the kid who'd come home with a big smile covered in dirt.\Trusting in you as I watch over you...\That's a different type of strength, isn't it?\But you know, I still wonder why everyone seems to mistake me for a guy.\I wonder that myself. response:	I know!
context: Even with everybody worrying about you,\you've always been able to take care of yourself.\You also were always the kid who'd come home with a big smile covered in dirt.\Trusting in you as I watch over you...\That's a different type of strength, isn't it?\But you know, I still wonder why everyone seems to mistake me for a guy.\I wonder that myself.\I know! response:	Uh, hey, Mistress...
context: you've always been able to take care of yourself.\You also were always the kid who'd come home with a big smile covered in dirt.\Trusting in you as I watch over you...\That's a different type of strength, isn't it?\But you know, I still wonder why everyone seems to mistake me for a guy.\I wonder that myself.\I know!\Uh, hey, Mistress... response:	What was the point of this again?
context: You also were always the kid who'd come home with a big smile covered in dirt.\Trusting in you as I watch over you...\That's a different type of strength, isn't it?\But you know, I still wonder why everyone seems to mistake me for a guy.\I wonder that myself.\I know!\Uh, hey, Mistress...\What was the point of this again? response:	Why are you making me wear this?
context: Trusting in you as I watch over you...\That's a different type of strength, isn't it?\But you know, I still wonder why everyone seems to mistake me for a guy.\I wonder that myself.\I know!\Uh, hey, Mistress...\What was the point of this again?\Why are you making me wear this? response:	Wow! I knew that'd look good on you!
context: That's a different type of strength, isn't it?\But you know, I still wonder why everyone seems to mistake me for a guy.\I wonder that myself.\I know!\Uh, hey, Mistress...\What was the point of this again?\Why are you making me wear this?\Wow! I knew that'd look good on you! response:	You look so adorable, Tsugumi!
context: But you know, I still wonder why everyone seems to mistake me for a guy.\I wonder that myself.\I know!\Uh, hey, Mistress...\What was the point of this again?\Why are you making me wear this?\Wow! I knew that'd look good on you!\You look so adorable, Tsugumi! response:	I-I am most certainly not cute!
context: I wonder that myself.\I know!\Uh, hey, Mistress...\What was the point of this again?\Why are you making me wear this?\Wow! I knew that'd look good on you!\You look so adorable, Tsugumi!\I-I am most certainly not cute! response:	There you go again.
context: I know!\Uh, hey, Mistress...\What was the point of this again?\Why are you making me wear this?\Wow! I knew that'd look good on you!\You look so adorable, Tsugumi!\I-I am most certainly not cute!\There you go again. response:	You're a girl, Tsugumi, so you gotta dress like one!
context: Uh, hey, Mistress...\What was the point of this again?\Why are you making me wear this?\Wow! I knew that'd look good on you!\You look so adorable, Tsugumi!\I-I am most certainly not cute!\There you go again.\You're a girl, Tsugumi, so you gotta dress like one! response:	I have no need for that.
context: What was the point of this again?\Why are you making me wear this?\Wow! I knew that'd look good on you!\You look so adorable, Tsugumi!\I-I am most certainly not cute!\There you go again.\You're a girl, Tsugumi, so you gotta dress like one!\I have no need for that. response:	I'm only here to protect you,
context: Why are you making me wear this?\Wow! I knew that'd look good on you!\You look so adorable, Tsugumi!\I-I am most certainly not cute!\There you go again.\You're a girl, Tsugumi, so you gotta dress like one!\I have no need for that.\I'm only here to protect you, response:	and to fulfill the promise we made together!
context: Wow! I knew that'd look good on you!\You look so adorable, Tsugumi!\I-I am most certainly not cute!\There you go again.\You're a girl, Tsugumi, so you gotta dress like one!\I have no need for that.\I'm only here to protect you,\and to fulfill the promise we made together! response:	Sorry, Tsugumi! Remind me what that promise was about?
context: You look so adorable, Tsugumi!\I-I am most certainly not cute!\There you go again.\You're a girl, Tsugumi, so you gotta dress like one!\I have no need for that.\I'm only here to protect you,\and to fulfill the promise we made together!\Sorry, Tsugumi! Remind me what that promise was about? response:	No matter how hard I tried, I couldn't remember it at all.
context: I-I am most certainly not cute!\There you go again.\You're a girl, Tsugumi, so you gotta dress like one!\I have no need for that.\I'm only here to protect you,\and to fulfill the promise we made together!\Sorry, Tsugumi! Remind me what that promise was about?\No matter how hard I tried, I couldn't remember it at all. response:	Ah, I thought you might have forgotten about it.
context: There you go again.\You're a girl, Tsugumi, so you gotta dress like one!\I have no need for that.\I'm only here to protect you,\and to fulfill the promise we made together!\Sorry, Tsugumi! Remind me what that promise was about?\No matter how hard I tried, I couldn't remember it at all.\Ah, I thought you might have forgotten about it. response:	I don't blame you.
context: You're a girl, Tsugumi, so you gotta dress like one!\I have no need for that.\I'm only here to protect you,\and to fulfill the promise we made together!\Sorry, Tsugumi! Remind me what that promise was about?\No matter how hard I tried, I couldn't remember it at all.\Ah, I thought you might have forgotten about it.\I don't blame you. response:	It was the day that we met, became friends,
context: I have no need for that.\I'm only here to protect you,\and to fulfill the promise we made together!\Sorry, Tsugumi! Remind me what that promise was about?\No matter how hard I tried, I couldn't remember it at all.\Ah, I thought you might have forgotten about it.\I don't blame you.\It was the day that we met, became friends, response:	and bathed together for the first time.
context: I'm only here to protect you,\and to fulfill the promise we made together!\Sorry, Tsugumi! Remind me what that promise was about?\No matter how hard I tried, I couldn't remember it at all.\Ah, I thought you might have forgotten about it.\I don't blame you.\It was the day that we met, became friends,\and bathed together for the first time. response:	I said...
context: and to fulfill the promise we made together!\Sorry, Tsugumi! Remind me what that promise was about?\No matter how hard I tried, I couldn't remember it at all.\Ah, I thought you might have forgotten about it.\I don't blame you.\It was the day that we met, became friends,\and bathed together for the first time.\I said... response:	One day, I'll become the kind of person who can protect you, Mistress!
context: Sorry, Tsugumi! Remind me what that promise was about?\No matter how hard I tried, I couldn't remember it at all.\Ah, I thought you might have forgotten about it.\I don't blame you.\It was the day that we met, became friends,\and bathed together for the first time.\I said...\One day, I'll become the kind of person who can protect you, Mistress! response:	Oh, good luck!
context: No matter how hard I tried, I couldn't remember it at all.\Ah, I thought you might have forgotten about it.\I don't blame you.\It was the day that we met, became friends,\and bathed together for the first time.\I said...\One day, I'll become the kind of person who can protect you, Mistress!\Oh, good luck! response:	Th-That's even more off-hand than I imagined!
context: Ah, I thought you might have forgotten about it.\I don't blame you.\It was the day that we met, became friends,\and bathed together for the first time.\I said...\One day, I'll become the kind of person who can protect you, Mistress!\Oh, good luck!\Th-That's even more off-hand than I imagined! response:	Seriously? You've been living for a promise like that this whole time?
context: I don't blame you.\It was the day that we met, became friends,\and bathed together for the first time.\I said...\One day, I'll become the kind of person who can protect you, Mistress!\Oh, good luck!\Th-That's even more off-hand than I imagined!\Seriously? You've been living for a promise like that this whole time? response:	That was a very important moment for me, you know?
