context: <sign: Incinerator > response:	So what are we going to start with?
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	umaretekita koto mou koukai wa shinai
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\umaretekita koto mou koukai wa shinai response:	matsuri no ato mitai samishii kedo soro soro ikou
