context: Interviews with Monster Girls response:	Succubus-san Is a Real Adult
context: She's kinda arrogant, don't you think?\Yeah, I think so, too.\Right?\Totally.\I mean, she is cute, but...\Yeah.\I admit she is cute,\but she could hang out with him once, at least. response:	Maybe she thinks she's some kind of idol...
context: Yeah, I think so, too.\Right?\Totally.\I mean, she is cute, but...\Yeah.\I admit she is cute,\but she could hang out with him once, at least.\Maybe she thinks she's some kind of idol... response:	Wouldn't an idol try to make a better impression?
context: Right?\Totally.\I mean, she is cute, but...\Yeah.\I admit she is cute,\but she could hang out with him once, at least.\Maybe she thinks she's some kind of idol...\Wouldn't an idol try to make a better impression? response:	Yeah, you said it!
context: Totally.\I mean, she is cute, but...\Yeah.\I admit she is cute,\but she could hang out with him once, at least.\Maybe she thinks she's some kind of idol...\Wouldn't an idol try to make a better impression?\Yeah, you said it! response:	Bye, Sensei!
context: I mean, she is cute, but...\Yeah.\I admit she is cute,\but she could hang out with him once, at least.\Maybe she thinks she's some kind of idol...\Wouldn't an idol try to make a better impression?\Yeah, you said it!\Bye, Sensei! response:	Yep, bye.
context: Yeah.\I admit she is cute,\but she could hang out with him once, at least.\Maybe she thinks she's some kind of idol...\Wouldn't an idol try to make a better impression?\Yeah, you said it!\Bye, Sensei!\Yep, bye. response:	With more energy!
context: I admit she is cute,\but she could hang out with him once, at least.\Maybe she thinks she's some kind of idol...\Wouldn't an idol try to make a better impression?\Yeah, you said it!\Bye, Sensei!\Yep, bye.\With more energy! response:	Goodbye!
context: but she could hang out with him once, at least.\Maybe she thinks she's some kind of idol...\Wouldn't an idol try to make a better impression?\Yeah, you said it!\Bye, Sensei!\Yep, bye.\With more energy!\Goodbye! response:	You pass! You may go!
context: Maybe she thinks she's some kind of idol...\Wouldn't an idol try to make a better impression?\Yeah, you said it!\Bye, Sensei!\Yep, bye.\With more energy!\Goodbye!\You pass! You may go! response:	Not having a care in the world must be nice.
context: Wouldn't an idol try to make a better impression?\Yeah, you said it!\Bye, Sensei!\Yep, bye.\With more energy!\Goodbye!\You pass! You may go!\Not having a care in the world must be nice. response:	Yeah, I guess...
context: Yeah, you said it!\Bye, Sensei!\Yep, bye.\With more energy!\Goodbye!\You pass! You may go!\Not having a care in the world must be nice.\Yeah, I guess... response:	See ya!
context: Bye, Sensei!\Yep, bye.\With more energy!\Goodbye!\You pass! You may go!\Not having a care in the world must be nice.\Yeah, I guess...\See ya! response:	Be careful on your way home!
context: Yep, bye.\With more energy!\Goodbye!\You pass! You may go!\Not having a care in the world must be nice.\Yeah, I guess...\See ya!\Be careful on your way home! response:	Okay!
context: With more energy!\Goodbye!\You pass! You may go!\Not having a care in the world must be nice.\Yeah, I guess...\See ya!\Be careful on your way home!\Okay! response:	What is this?
context: Goodbye!\You pass! You may go!\Not having a care in the world must be nice.\Yeah, I guess...\See ya!\Be careful on your way home!\Okay!\What is this? response:	The air feels kind of chilly.
context: You pass! You may go!\Not having a care in the world must be nice.\Yeah, I guess...\See ya!\Be careful on your way home!\Okay!\What is this?\The air feels kind of chilly. response:	Kusakabe?
context: Not having a care in the world must be nice.\Yeah, I guess...\See ya!\Be careful on your way home!\Okay!\What is this?\The air feels kind of chilly.\Kusakabe? response:	Sensei...
context: Yeah, I guess...\See ya!\Be careful on your way home!\Okay!\What is this?\The air feels kind of chilly.\Kusakabe?\Sensei... response:	Next Time Takahashi Tetsuo Wants to Protect
context: See ya!\Be careful on your way home!\Okay!\What is this?\The air feels kind of chilly.\Kusakabe?\Sensei...\Next Time Takahashi Tetsuo Wants to Protect response:	Takahashi Tetsuo Wants to Protect.
