context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Everything is swirling around...\Now is okay, don't you think?\Wait, Inga!\I can't hold back!\So...\Whom should I ask, and what?\It's all recorded.\No matter how far you go back, response:	you're not going to find footage of me setting anything up in this room!
context: Now is okay, don't you think?\Wait, Inga!\I can't hold back!\So...\Whom should I ask, and what?\It's all recorded.\No matter how far you go back,\you're not going to find footage of me setting anything up in this room! response:	Check it out!
context: Wait, Inga!\I can't hold back!\So...\Whom should I ask, and what?\It's all recorded.\No matter how far you go back,\you're not going to find footage of me setting anything up in this room!\Check it out! response:	I told you, he committed suicide!
context: I can't hold back!\So...\Whom should I ask, and what?\It's all recorded.\No matter how far you go back,\you're not going to find footage of me setting anything up in this room!\Check it out!\I told you, he committed suicide! response:	Is that so?
context: So...\Whom should I ask, and what?\It's all recorded.\No matter how far you go back,\you're not going to find footage of me setting anything up in this room!\Check it out!\I told you, he committed suicide!\Is that so? response:	That woman again...
context: Whom should I ask, and what?\It's all recorded.\No matter how far you go back,\you're not going to find footage of me setting anything up in this room!\Check it out!\I told you, he committed suicide!\Is that so?\That woman again... response:	Who are you?!
context: It's all recorded.\No matter how far you go back,\you're not going to find footage of me setting anything up in this room!\Check it out!\I told you, he committed suicide!\Is that so?\That woman again...\Who are you?! response:	My boss.
context: No matter how far you go back,\you're not going to find footage of me setting anything up in this room!\Check it out!\I told you, he committed suicide!\Is that so?\That woman again...\Who are you?!\My boss. response:	She wants to ask you a question or something...
context: you're not going to find footage of me setting anything up in this room!\Check it out!\I told you, he committed suicide!\Is that so?\That woman again...\Who are you?!\My boss.\She wants to ask you a question or something... response:	Built-in computer...
context: Check it out!\I told you, he committed suicide!\Is that so?\That woman again...\Who are you?!\My boss.\She wants to ask you a question or something...\Built-in computer... response:	Tell me...
context: I told you, he committed suicide!\Is that so?\That woman again...\Who are you?!\My boss.\She wants to ask you a question or something...\Built-in computer...\Tell me... response:	Who is Sasa Kazamori?
context: Is that so?\That woman again...\Who are you?!\My boss.\She wants to ask you a question or something...\Built-in computer...\Tell me...\Who is Sasa Kazamori? response:	Whose face is it under the mask?
context: That woman again...\Who are you?!\My boss.\She wants to ask you a question or something...\Built-in computer...\Tell me...\Who is Sasa Kazamori?\Whose face is it under the mask? response:	Someone was posing as Kazamori?!
context: Who are you?!\My boss.\She wants to ask you a question or something...\Built-in computer...\Tell me...\Who is Sasa Kazamori?\Whose face is it under the mask?\Someone was posing as Kazamori?! response:	You don't have to answer her!
context: My boss.\She wants to ask you a question or something...\Built-in computer...\Tell me...\Who is Sasa Kazamori?\Whose face is it under the mask?\Someone was posing as Kazamori?!\You don't have to answer her! response:	Don't even bother.
context: She wants to ask you a question or something...\Built-in computer...\Tell me...\Who is Sasa Kazamori?\Whose face is it under the mask?\Someone was posing as Kazamori?!\You don't have to answer her!\Don't even bother. response:	People have no choice but to answer her question.
context: Built-in computer...\Tell me...\Who is Sasa Kazamori?\Whose face is it under the mask?\Someone was posing as Kazamori?!\You don't have to answer her!\Don't even bother.\People have no choice but to answer her question. response:	Just one question...
context: Tell me...\Who is Sasa Kazamori?\Whose face is it under the mask?\Someone was posing as Kazamori?!\You don't have to answer her!\Don't even bother.\People have no choice but to answer her question.\Just one question... response:	Who is... Sasa Kazamori?
context: Who is Sasa Kazamori?\Whose face is it under the mask?\Someone was posing as Kazamori?!\You don't have to answer her!\Don't even bother.\People have no choice but to answer her question.\Just one question...\Who is... Sasa Kazamori? response:	Who?
context: Whose face is it under the mask?\Someone was posing as Kazamori?!\You don't have to answer her!\Don't even bother.\People have no choice but to answer her question.\Just one question...\Who is... Sasa Kazamori?\Who? response:	Who?!
context: Someone was posing as Kazamori?!\You don't have to answer her!\Don't even bother.\People have no choice but to answer her question.\Just one question...\Who is... Sasa Kazamori?\Who?\Who?! response:	There never was...
context: You don't have to answer her!\Don't even bother.\People have no choice but to answer her question.\Just one question...\Who is... Sasa Kazamori?\Who?\Who?!\There never was... response:	Mother?
context: Don't even bother.\People have no choice but to answer her question.\Just one question...\Who is... Sasa Kazamori?\Who?\Who?!\There never was...\Mother? response:	There never was a human Kazamori to begin with!
context: People have no choice but to answer her question.\Just one question...\Who is... Sasa Kazamori?\Who?\Who?!\There never was...\Mother?\There never was a human Kazamori to begin with! response:	You're saying...
context: Just one question...\Who is... Sasa Kazamori?\Who?\Who?!\There never was...\Mother?\There never was a human Kazamori to begin with!\You're saying... response:	Kazamori wasn't human.
context: Who is... Sasa Kazamori?\Who?\Who?!\There never was...\Mother?\There never was a human Kazamori to begin with!\You're saying...\Kazamori wasn't human. response:	Isn't that right, Kazamori?
context: Who?\Who?!\There never was...\Mother?\There never was a human Kazamori to begin with!\You're saying...\Kazamori wasn't human.\Isn't that right, Kazamori? response:	The cat's out of the bag...
context: Who?!\There never was...\Mother?\There never was a human Kazamori to begin with!\You're saying...\Kazamori wasn't human.\Isn't that right, Kazamori?\The cat's out of the bag... response:	The cat's out of the bag... :)
context: There never was...\Mother?\There never was a human Kazamori to begin with!\You're saying...\Kazamori wasn't human.\Isn't that right, Kazamori?\The cat's out of the bag...\The cat's out of the bag... :) response:	In the pale morning mist, a whispered prayer
context: Mother?\There never was a human Kazamori to begin with!\You're saying...\Kazamori wasn't human.\Isn't that right, Kazamori?\The cat's out of the bag...\The cat's out of the bag... :)\In the pale morning mist, a whispered prayer response:	I'm gonna follow this twisted landscape with you
context: There never was a human Kazamori to begin with!\You're saying...\Kazamori wasn't human.\Isn't that right, Kazamori?\The cat's out of the bag...\The cat's out of the bag... :)\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you response:	Looking for the truth, a'lie' will do is it?
context: You're saying...\Kazamori wasn't human.\Isn't that right, Kazamori?\The cat's out of the bag...\The cat's out of the bag... :)\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it? response:	Tracing it as if we can see through
context: Kazamori wasn't human.\Isn't that right, Kazamori?\The cat's out of the bag...\The cat's out of the bag... :)\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through response:	Looking for, beyond words
context: Isn't that right, Kazamori?\The cat's out of the bag...\The cat's out of the bag... :)\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words response:	Like a falling feather
context: The cat's out of the bag...\The cat's out of the bag... :)\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather response:	Looking for, find it
context: The cat's out of the bag... :)\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it response:	So we can cuddle close together here
context: In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here response:	Looking for, unravel it
context: I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it response:	Like a tattered cloud
context: Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud response:	Looking for, find it
context: Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it response:	So we can cuddle close together here
context: Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here response:	The original work for next time is the same as this time, Masked Mansion.
context: Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The original work for next time is the same as this time, Masked Mansion. response:	But that's not all...
context: Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The original work for next time is the same as this time, Masked Mansion.\But that's not all... response:	A story called Shoplifting Family is in there too?
context: So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The original work for next time is the same as this time, Masked Mansion.\But that's not all...\A story called Shoplifting Family is in there too? response:	I'll give it a read!
context: Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The original work for next time is the same as this time, Masked Mansion.\But that's not all...\A story called Shoplifting Family is in there too?\I'll give it a read! response:	Huh?
context: Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The original work for next time is the same as this time, Masked Mansion.\But that's not all...\A story called Shoplifting Family is in there too?\I'll give it a read!\Huh? response:	It's like in this old family, there are all these members
context: Looking for, find it\So we can cuddle close together here\The original work for next time is the same as this time, Masked Mansion.\But that's not all...\A story called Shoplifting Family is in there too?\I'll give it a read!\Huh?\It's like in this old family, there are all these members response:	and people connected to them, and everyone has a hidden secret.
context: So we can cuddle close together here\The original work for next time is the same as this time, Masked Mansion.\But that's not all...\A story called Shoplifting Family is in there too?\I'll give it a read!\Huh?\It's like in this old family, there are all these members\and people connected to them, and everyone has a hidden secret. response:	This story is kind of similar to ours.
context: The original work for next time is the same as this time, Masked Mansion.\But that's not all...\A story called Shoplifting Family is in there too?\I'll give it a read!\Huh?\It's like in this old family, there are all these members\and people connected to them, and everyone has a hidden secret.\This story is kind of similar to ours. response:	Don't tell me Ango-sensei has gone to all this trouble
context: But that's not all...\A story called Shoplifting Family is in there too?\I'll give it a read!\Huh?\It's like in this old family, there are all these members\and people connected to them, and everyone has a hidden secret.\This story is kind of similar to ours.\Don't tell me Ango-sensei has gone to all this trouble response:	so he can blow the whistle on sharing ideas!
context: A story called Shoplifting Family is in there too?\I'll give it a read!\Huh?\It's like in this old family, there are all these members\and people connected to them, and everyone has a hidden secret.\This story is kind of similar to ours.\Don't tell me Ango-sensei has gone to all this trouble\so he can blow the whistle on sharing ideas! response:	I like that kind of meanness!
context: I'll give it a read!\Huh?\It's like in this old family, there are all these members\and people connected to them, and everyone has a hidden secret.\This story is kind of similar to ours.\Don't tell me Ango-sensei has gone to all this trouble\so he can blow the whistle on sharing ideas!\I like that kind of meanness! response:	House, Unmasked
context: Huh?\It's like in this old family, there are all these members\and people connected to them, and everyone has a hidden secret.\This story is kind of similar to ours.\Don't tell me Ango-sensei has gone to all this trouble\so he can blow the whistle on sharing ideas!\I like that kind of meanness!\House, Unmasked response:	Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Shoplifting Family, Masked Mansion
context: It's like in this old family, there are all these members\and people connected to them, and everyone has a hidden secret.\This story is kind of similar to ours.\Don't tell me Ango-sensei has gone to all this trouble\so he can blow the whistle on sharing ideas!\I like that kind of meanness!\House, Unmasked\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Shoplifting Family, Masked Mansion response:	House, Unmasked!
