context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: What are you saying?\Stupid!\I'm sorry.\I'll go make some more tea.\Oh, wait a minute, Nano.\If you want tea...\Go ahead.\Amazing! Amazing! response:	This one is a gun.
context: Stupid!\I'm sorry.\I'll go make some more tea.\Oh, wait a minute, Nano.\If you want tea...\Go ahead.\Amazing! Amazing!\This one is a gun. response:	Cool!
context: I'm sorry.\I'll go make some more tea.\Oh, wait a minute, Nano.\If you want tea...\Go ahead.\Amazing! Amazing!\This one is a gun.\Cool! response:	Super cool!
context: I'll go make some more tea.\Oh, wait a minute, Nano.\If you want tea...\Go ahead.\Amazing! Amazing!\This one is a gun.\Cool!\Super cool! response:	I'm finished!
context: Oh, wait a minute, Nano.\If you want tea...\Go ahead.\Amazing! Amazing!\This one is a gun.\Cool!\Super cool!\I'm finished! response:	Next, we'll have a cool line competition!
context: If you want tea...\Go ahead.\Amazing! Amazing!\This one is a gun.\Cool!\Super cool!\I'm finished!\Next, we'll have a cool line competition! response:	Yay!
context: Go ahead.\Amazing! Amazing!\This one is a gun.\Cool!\Super cool!\I'm finished!\Next, we'll have a cool line competition!\Yay! response:	I'll start!
context: Amazing! Amazing!\This one is a gun.\Cool!\Super cool!\I'm finished!\Next, we'll have a cool line competition!\Yay!\I'll start! response:	You're just joking, right?
context: This one is a gun.\Cool!\Super cool!\I'm finished!\Next, we'll have a cool line competition!\Yay!\I'll start!\You're just joking, right? response:	Wake up!
context: Cool!\Super cool!\I'm finished!\Next, we'll have a cool line competition!\Yay!\I'll start!\You're just joking, right?\Wake up! response:	Wake up, I said!
context: Super cool!\I'm finished!\Next, we'll have a cool line competition!\Yay!\I'll start!\You're just joking, right?\Wake up!\Wake up, I said! response:	Oh! Cool!
context: I'm finished!\Next, we'll have a cool line competition!\Yay!\I'll start!\You're just joking, right?\Wake up!\Wake up, I said!\Oh! Cool! response:	Your turn, Professor!
context: Next, we'll have a cool line competition!\Yay!\I'll start!\You're just joking, right?\Wake up!\Wake up, I said!\Oh! Cool!\Your turn, Professor! response:	What a pain!
context: Yay!\I'll start!\You're just joking, right?\Wake up!\Wake up, I said!\Oh! Cool!\Your turn, Professor!\What a pain! response:	Cool!
context: I'll start!\You're just joking, right?\Wake up!\Wake up, I said!\Oh! Cool!\Your turn, Professor!\What a pain!\Cool! response:	What did Aioi-san come here for?
context: You're just joking, right?\Wake up!\Wake up, I said!\Oh! Cool!\Your turn, Professor!\What a pain!\Cool!\What did Aioi-san come here for? response:	They're on top of each other!
context: Wake up!\Wake up, I said!\Oh! Cool!\Your turn, Professor!\What a pain!\Cool!\What did Aioi-san come here for?\They're on top of each other! response:	I give! I give!
context: Wake up, I said!\Oh! Cool!\Your turn, Professor!\What a pain!\Cool!\What did Aioi-san come here for?\They're on top of each other!\I give! I give! response:	So small!
context: Oh! Cool!\Your turn, Professor!\What a pain!\Cool!\What did Aioi-san come here for?\They're on top of each other!\I give! I give!\So small! response:	So big!
context: Your turn, Professor!\What a pain!\Cool!\What did Aioi-san come here for?\They're on top of each other!\I give! I give!\So small!\So big! response:	Well, I should go.
context: What a pain!\Cool!\What did Aioi-san come here for?\They're on top of each other!\I give! I give!\So small!\So big!\Well, I should go. response:	She had no reason?!
context: Cool!\What did Aioi-san come here for?\They're on top of each other!\I give! I give!\So small!\So big!\Well, I should go.\She had no reason?! response:	Thank you for today.
context: What did Aioi-san come here for?\They're on top of each other!\I give! I give!\So small!\So big!\Well, I should go.\She had no reason?!\Thank you for today. response:	Sorry for staying so long.
context: They're on top of each other!\I give! I give!\So small!\So big!\Well, I should go.\She had no reason?!\Thank you for today.\Sorry for staying so long. response:	It's fine.
context: I give! I give!\So small!\So big!\Well, I should go.\She had no reason?!\Thank you for today.\Sorry for staying so long.\It's fine. response:	Um, Aioi-san!
context: So small!\So big!\Well, I should go.\She had no reason?!\Thank you for today.\Sorry for staying so long.\It's fine.\Um, Aioi-san! response:	Hm?
context: So big!\Well, I should go.\She had no reason?!\Thank you for today.\Sorry for staying so long.\It's fine.\Um, Aioi-san!\Hm? response:	I'm actually studying magic, so, um,
context: Well, I should go.\She had no reason?!\Thank you for today.\Sorry for staying so long.\It's fine.\Um, Aioi-san!\Hm?\I'm actually studying magic, so, um, response:	I'm definitely not a robot or any -
context: She had no reason?!\Thank you for today.\Sorry for staying so long.\It's fine.\Um, Aioi-san!\Hm?\I'm actually studying magic, so, um,\I'm definitely not a robot or any - response:	Yeah, I know.
context: Thank you for today.\Sorry for staying so long.\It's fine.\Um, Aioi-san!\Hm?\I'm actually studying magic, so, um,\I'm definitely not a robot or any -\Yeah, I know. response:	You're not a robot, Nano-chan.
context: Sorry for staying so long.\It's fine.\Um, Aioi-san!\Hm?\I'm actually studying magic, so, um,\I'm definitely not a robot or any -\Yeah, I know.\You're not a robot, Nano-chan. response:	You're Nano-chan.
context: It's fine.\Um, Aioi-san!\Hm?\I'm actually studying magic, so, um,\I'm definitely not a robot or any -\Yeah, I know.\You're not a robot, Nano-chan.\You're Nano-chan. response:	Isn't that enough?
context: Um, Aioi-san!\Hm?\I'm actually studying magic, so, um,\I'm definitely not a robot or any -\Yeah, I know.\You're not a robot, Nano-chan.\You're Nano-chan.\Isn't that enough? response:	I came over today to say that.
context: Hm?\I'm actually studying magic, so, um,\I'm definitely not a robot or any -\Yeah, I know.\You're not a robot, Nano-chan.\You're Nano-chan.\Isn't that enough?\I came over today to say that. response:	I'd forgotten.
context: I'm actually studying magic, so, um,\I'm definitely not a robot or any -\Yeah, I know.\You're not a robot, Nano-chan.\You're Nano-chan.\Isn't that enough?\I came over today to say that.\I'd forgotten. response:	Well, bye.
context: I'm definitely not a robot or any -\Yeah, I know.\You're not a robot, Nano-chan.\You're Nano-chan.\Isn't that enough?\I came over today to say that.\I'd forgotten.\Well, bye. response:	Yeah.
context: Yeah, I know.\You're not a robot, Nano-chan.\You're Nano-chan.\Isn't that enough?\I came over today to say that.\I'd forgotten.\Well, bye.\Yeah. response:	Aioi-san!
context: You're not a robot, Nano-chan.\You're Nano-chan.\Isn't that enough?\I came over today to say that.\I'd forgotten.\Well, bye.\Yeah.\Aioi-san! response:	Um...
context: You're Nano-chan.\Isn't that enough?\I came over today to say that.\I'd forgotten.\Well, bye.\Yeah.\Aioi-san!\Um... response:	If you'd like...
context: Isn't that enough?\I came over today to say that.\I'd forgotten.\Well, bye.\Yeah.\Aioi-san!\Um...\If you'd like... response:	Yeah!
context: I came over today to say that.\I'd forgotten.\Well, bye.\Yeah.\Aioi-san!\Um...\If you'd like...\Yeah! response:	I'll come back!
context: I'd forgotten.\Well, bye.\Yeah.\Aioi-san!\Um...\If you'd like...\Yeah!\I'll come back! response:	Really?!
context: Well, bye.\Yeah.\Aioi-san!\Um...\If you'd like...\Yeah!\I'll come back!\Really?! response:	Hooray!
context: Yeah.\Aioi-san!\Um...\If you'd like...\Yeah!\I'll come back!\Really?!\Hooray! response:	Let's draw pictures next time!
context: Aioi-san!\Um...\If you'd like...\Yeah!\I'll come back!\Really?!\Hooray!\Let's draw pictures next time! response:	Yeah! I'll draw sharks!
context: Um...\If you'd like...\Yeah!\I'll come back!\Really?!\Hooray!\Let's draw pictures next time!\Yeah! I'll draw sharks! response:	Sharks, huh? Those are cool!
context: If you'd like...\Yeah!\I'll come back!\Really?!\Hooray!\Let's draw pictures next time!\Yeah! I'll draw sharks!\Sharks, huh? Those are cool! response:	They are cool!
context: Yeah!\I'll come back!\Really?!\Hooray!\Let's draw pictures next time!\Yeah! I'll draw sharks!\Sharks, huh? Those are cool!\They are cool! response:	I love them!
context: I'll come back!\Really?!\Hooray!\Let's draw pictures next time!\Yeah! I'll draw sharks!\Sharks, huh? Those are cool!\They are cool!\I love them! response:	You like sharks, huh, Professor?
context: Really?!\Hooray!\Let's draw pictures next time!\Yeah! I'll draw sharks!\Sharks, huh? Those are cool!\They are cool!\I love them!\You like sharks, huh, Professor? response:	I love sharks!
context: Hooray!\Let's draw pictures next time!\Yeah! I'll draw sharks!\Sharks, huh? Those are cool!\They are cool!\I love them!\You like sharks, huh, Professor?\I love sharks! response:	They're so cool!
context: Let's draw pictures next time!\Yeah! I'll draw sharks!\Sharks, huh? Those are cool!\They are cool!\I love them!\You like sharks, huh, Professor?\I love sharks!\They're so cool! response:	Professor!
context: Yeah! I'll draw sharks!\Sharks, huh? Those are cool!\They are cool!\I love them!\You like sharks, huh, Professor?\I love sharks!\They're so cool!\Professor! response:	Let me join, too!
context: Sharks, huh? Those are cool!\They are cool!\I love them!\You like sharks, huh, Professor?\I love sharks!\They're so cool!\Professor!\Let me join, too! response:	Oh, it's Sakamoto.
context: They are cool!\I love them!\You like sharks, huh, Professor?\I love sharks!\They're so cool!\Professor!\Let me join, too!\Oh, it's Sakamoto. response:	Bye.
context: I love them!\You like sharks, huh, Professor?\I love sharks!\They're so cool!\Professor!\Let me join, too!\Oh, it's Sakamoto.\Bye. response:	Bye.
context: You like sharks, huh, Professor?\I love sharks!\They're so cool!\Professor!\Let me join, too!\Oh, it's Sakamoto.\Bye.\Bye. response:	Well, whatever.
context: I love sharks!\They're so cool!\Professor!\Let me join, too!\Oh, it's Sakamoto.\Bye.\Bye.\Well, whatever. response:	Plus screw sounds neat, doesn't it?
context: They're so cool!\Professor!\Let me join, too!\Oh, it's Sakamoto.\Bye.\Bye.\Well, whatever.\Plus screw sounds neat, doesn't it? response:	TL Note: Plus is what Japanese call Phillips-heads.
context: Professor!\Let me join, too!\Oh, it's Sakamoto.\Bye.\Bye.\Well, whatever.\Plus screw sounds neat, doesn't it?\TL Note: Plus is what Japanese call Phillips-heads. response:	It has a positive feeling.
context: Let me join, too!\Oh, it's Sakamoto.\Bye.\Bye.\Well, whatever.\Plus screw sounds neat, doesn't it?\TL Note: Plus is what Japanese call Phillips-heads.\It has a positive feeling. response:	It somehow makes you feel optimistic.
context: Oh, it's Sakamoto.\Bye.\Bye.\Well, whatever.\Plus screw sounds neat, doesn't it?\TL Note: Plus is what Japanese call Phillips-heads.\It has a positive feeling.\It somehow makes you feel optimistic. response:	Next episode of Nichijou is episode 17.
context: Bye.\Bye.\Well, whatever.\Plus screw sounds neat, doesn't it?\TL Note: Plus is what Japanese call Phillips-heads.\It has a positive feeling.\It somehow makes you feel optimistic.\Next episode of Nichijou is episode 17. response:	Look forward to it!
