context: Kiss Him, Not Me response:	Christmas in the Holy Land
context: That's my circle. I draw manga, too.\You god damn liar! You can't be good at that many things!\What's the matter, Serinuma? Why the pigeon impression?\Just lay into her!\Are you serious?! Are you really Yokojima-sensei?!\Yes. Wait just a second.\Will this convince you?\Are you some kind of god?! response:	Sh-She's good!
context: You god damn liar! You can't be good at that many things!\What's the matter, Serinuma? Why the pigeon impression?\Just lay into her!\Are you serious?! Are you really Yokojima-sensei?!\Yes. Wait just a second.\Will this convince you?\Are you some kind of god?!\Sh-She's good! response:	I-I...
context: What's the matter, Serinuma? Why the pigeon impression?\Just lay into her!\Are you serious?! Are you really Yokojima-sensei?!\Yes. Wait just a second.\Will this convince you?\Are you some kind of god?!\Sh-She's good!\I-I... response:	J-Just love Zebra Stripe's books.
context: Just lay into her!\Are you serious?! Are you really Yokojima-sensei?!\Yes. Wait just a second.\Will this convince you?\Are you some kind of god?!\Sh-She's good!\I-I...\J-Just love Zebra Stripe's books. response:	I-I always buy them.
context: Are you serious?! Are you really Yokojima-sensei?!\Yes. Wait just a second.\Will this convince you?\Are you some kind of god?!\Sh-She's good!\I-I...\J-Just love Zebra Stripe's books.\I-I always buy them. response:	Y-Yokojima-sensei, m-may I shake your hand?
context: Yes. Wait just a second.\Will this convince you?\Are you some kind of god?!\Sh-She's good!\I-I...\J-Just love Zebra Stripe's books.\I-I always buy them.\Y-Yokojima-sensei, m-may I shake your hand? response:	Serinuma-san, calm down!
context: Will this convince you?\Are you some kind of god?!\Sh-She's good!\I-I...\J-Just love Zebra Stripe's books.\I-I always buy them.\Y-Yokojima-sensei, m-may I shake your hand?\Serinuma-san, calm down! response:	Thank you.
context: Are you some kind of god?!\Sh-She's good!\I-I...\J-Just love Zebra Stripe's books.\I-I always buy them.\Y-Yokojima-sensei, m-may I shake your hand?\Serinuma-san, calm down!\Thank you. response:	If it makes you happy, I'll draw for you anytime.
context: Sh-She's good!\I-I...\J-Just love Zebra Stripe's books.\I-I always buy them.\Y-Yokojima-sensei, m-may I shake your hand?\Serinuma-san, calm down!\Thank you.\If it makes you happy, I'll draw for you anytime. response:	Hold me.
context: I-I...\J-Just love Zebra Stripe's books.\I-I always buy them.\Y-Yokojima-sensei, m-may I shake your hand?\Serinuma-san, calm down!\Thank you.\If it makes you happy, I'll draw for you anytime.\Hold me. response:	Cut it out! Get a hold of yourself, Serinuma!
context: J-Just love Zebra Stripe's books.\I-I always buy them.\Y-Yokojima-sensei, m-may I shake your hand?\Serinuma-san, calm down!\Thank you.\If it makes you happy, I'll draw for you anytime.\Hold me.\Cut it out! Get a hold of yourself, Serinuma! response:	I can draw just as good!
context: I-I always buy them.\Y-Yokojima-sensei, m-may I shake your hand?\Serinuma-san, calm down!\Thank you.\If it makes you happy, I'll draw for you anytime.\Hold me.\Cut it out! Get a hold of yourself, Serinuma!\I can draw just as good! response:	A 3 is a perfectly average grade!
context: Y-Yokojima-sensei, m-may I shake your hand?\Serinuma-san, calm down!\Thank you.\If it makes you happy, I'll draw for you anytime.\Hold me.\Cut it out! Get a hold of yourself, Serinuma!\I can draw just as good!\A 3 is a perfectly average grade! response:	Shut it!
context: Serinuma-san, calm down!\Thank you.\If it makes you happy, I'll draw for you anytime.\Hold me.\Cut it out! Get a hold of yourself, Serinuma!\I can draw just as good!\A 3 is a perfectly average grade!\Shut it! response:	How's that?!
context: Thank you.\If it makes you happy, I'll draw for you anytime.\Hold me.\Cut it out! Get a hold of yourself, Serinuma!\I can draw just as good!\A 3 is a perfectly average grade!\Shut it!\How's that?! response:	No good!
context: If it makes you happy, I'll draw for you anytime.\Hold me.\Cut it out! Get a hold of yourself, Serinuma!\I can draw just as good!\A 3 is a perfectly average grade!\Shut it!\How's that?!\No good! response:	She's rich, beautiful, smooth talking, able to do anything.
context: Hold me.\Cut it out! Get a hold of yourself, Serinuma!\I can draw just as good!\A 3 is a perfectly average grade!\Shut it!\How's that?!\No good!\She's rich, beautiful, smooth talking, able to do anything. response:	It's like she's a walking life hack!
context: Cut it out! Get a hold of yourself, Serinuma!\I can draw just as good!\A 3 is a perfectly average grade!\Shut it!\How's that?!\No good!\She's rich, beautiful, smooth talking, able to do anything.\It's like she's a walking life hack! response:	I can't beat her in any way!
context: I can draw just as good!\A 3 is a perfectly average grade!\Shut it!\How's that?!\No good!\She's rich, beautiful, smooth talking, able to do anything.\It's like she's a walking life hack!\I can't beat her in any way! response:	Wow!
context: A 3 is a perfectly average grade!\Shut it!\How's that?!\No good!\She's rich, beautiful, smooth talking, able to do anything.\It's like she's a walking life hack!\I can't beat her in any way!\Wow! response:	This is Shion, isn't it?
context: Shut it!\How's that?!\No good!\She's rich, beautiful, smooth talking, able to do anything.\It's like she's a walking life hack!\I can't beat her in any way!\Wow!\This is Shion, isn't it? response:	I'm so happy!
context: How's that?!\No good!\She's rich, beautiful, smooth talking, able to do anything.\It's like she's a walking life hack!\I can't beat her in any way!\Wow!\This is Shion, isn't it?\I'm so happy! response:	Can I keep this?
context: No good!\She's rich, beautiful, smooth talking, able to do anything.\It's like she's a walking life hack!\I can't beat her in any way!\Wow!\This is Shion, isn't it?\I'm so happy!\Can I keep this? response:	No way. I mean, it's garbage, isn't it? I suck.
context: She's rich, beautiful, smooth talking, able to do anything.\It's like she's a walking life hack!\I can't beat her in any way!\Wow!\This is Shion, isn't it?\I'm so happy!\Can I keep this?\No way. I mean, it's garbage, isn't it? I suck. response:	That's not true at all! It's super cute! A great Shion!
context: It's like she's a walking life hack!\I can't beat her in any way!\Wow!\This is Shion, isn't it?\I'm so happy!\Can I keep this?\No way. I mean, it's garbage, isn't it? I suck.\That's not true at all! It's super cute! A great Shion! response:	Oh. Well, if you're happy with it...
context: I can't beat her in any way!\Wow!\This is Shion, isn't it?\I'm so happy!\Can I keep this?\No way. I mean, it's garbage, isn't it? I suck.\That's not true at all! It's super cute! A great Shion!\Oh. Well, if you're happy with it... response:	How's mine?
context: Wow!\This is Shion, isn't it?\I'm so happy!\Can I keep this?\No way. I mean, it's garbage, isn't it? I suck.\That's not true at all! It's super cute! A great Shion!\Oh. Well, if you're happy with it...\How's mine? response:	I tried drawing him, too.
context: This is Shion, isn't it?\I'm so happy!\Can I keep this?\No way. I mean, it's garbage, isn't it? I suck.\That's not true at all! It's super cute! A great Shion!\Oh. Well, if you're happy with it...\How's mine?\I tried drawing him, too. response:	So cute!
context: I'm so happy!\Can I keep this?\No way. I mean, it's garbage, isn't it? I suck.\That's not true at all! It's super cute! A great Shion!\Oh. Well, if you're happy with it...\How's mine?\I tried drawing him, too.\So cute! response:	She's fine with anything as long as it's Shion.
context: Can I keep this?\No way. I mean, it's garbage, isn't it? I suck.\That's not true at all! It's super cute! A great Shion!\Oh. Well, if you're happy with it...\How's mine?\I tried drawing him, too.\So cute!\She's fine with anything as long as it's Shion. response:	Now, do you all remember how I said I had a request?
context: No way. I mean, it's garbage, isn't it? I suck.\That's not true at all! It's super cute! A great Shion!\Oh. Well, if you're happy with it...\How's mine?\I tried drawing him, too.\So cute!\She's fine with anything as long as it's Shion.\Now, do you all remember how I said I had a request? response:	Yeah.
context: That's not true at all! It's super cute! A great Shion!\Oh. Well, if you're happy with it...\How's mine?\I tried drawing him, too.\So cute!\She's fine with anything as long as it's Shion.\Now, do you all remember how I said I had a request?\Yeah. response:	Come this way.
context: Oh. Well, if you're happy with it...\How's mine?\I tried drawing him, too.\So cute!\She's fine with anything as long as it's Shion.\Now, do you all remember how I said I had a request?\Yeah.\Come this way. response:	What are we doing?
context: How's mine?\I tried drawing him, too.\So cute!\She's fine with anything as long as it's Shion.\Now, do you all remember how I said I had a request?\Yeah.\Come this way.\What are we doing? response:	I want to use you as models,
context: I tried drawing him, too.\So cute!\She's fine with anything as long as it's Shion.\Now, do you all remember how I said I had a request?\Yeah.\Come this way.\What are we doing?\I want to use you as models, response:	since you're all here.
context: So cute!\She's fine with anything as long as it's Shion.\Now, do you all remember how I said I had a request?\Yeah.\Come this way.\What are we doing?\I want to use you as models,\since you're all here. response:	Huh?
context: She's fine with anything as long as it's Shion.\Now, do you all remember how I said I had a request?\Yeah.\Come this way.\What are we doing?\I want to use you as models,\since you're all here.\Huh? response:	You just want to take our pictures?
context: Now, do you all remember how I said I had a request?\Yeah.\Come this way.\What are we doing?\I want to use you as models,\since you're all here.\Huh?\You just want to take our pictures? response:	What do you mean by since we're all here?
context: Yeah.\Come this way.\What are we doing?\I want to use you as models,\since you're all here.\Huh?\You just want to take our pictures?\What do you mean by since we're all here? response:	Shima-chan.
context: Come this way.\What are we doing?\I want to use you as models,\since you're all here.\Huh?\You just want to take our pictures?\What do you mean by since we're all here?\Shima-chan. response:	You mean, since all these hot guys are here together, right?!
context: What are we doing?\I want to use you as models,\since you're all here.\Huh?\You just want to take our pictures?\What do you mean by since we're all here?\Shima-chan.\You mean, since all these hot guys are here together, right?! response:	Yes!
context: I want to use you as models,\since you're all here.\Huh?\You just want to take our pictures?\What do you mean by since we're all here?\Shima-chan.\You mean, since all these hot guys are here together, right?!\Yes! response:	It's definitely good to go back to basics.
context: since you're all here.\Huh?\You just want to take our pictures?\What do you mean by since we're all here?\Shima-chan.\You mean, since all these hot guys are here together, right?!\Yes!\It's definitely good to go back to basics. response:	Indeed. It seems they are unaware of it themselves.
context: Huh?\You just want to take our pictures?\What do you mean by since we're all here?\Shima-chan.\You mean, since all these hot guys are here together, right?!\Yes!\It's definitely good to go back to basics.\Indeed. It seems they are unaware of it themselves. response:	Maybe even some senpai-kouhai stuff here.
context: You just want to take our pictures?\What do you mean by since we're all here?\Shima-chan.\You mean, since all these hot guys are here together, right?!\Yes!\It's definitely good to go back to basics.\Indeed. It seems they are unaware of it themselves.\Maybe even some senpai-kouhai stuff here. response:	Simple is best. Simple is best!
context: What do you mean by since we're all here?\Shima-chan.\You mean, since all these hot guys are here together, right?!\Yes!\It's definitely good to go back to basics.\Indeed. It seems they are unaware of it themselves.\Maybe even some senpai-kouhai stuff here.\Simple is best. Simple is best! response:	Okay! Everyone, get into pairs.
context: Shima-chan.\You mean, since all these hot guys are here together, right?!\Yes!\It's definitely good to go back to basics.\Indeed. It seems they are unaware of it themselves.\Maybe even some senpai-kouhai stuff here.\Simple is best. Simple is best!\Okay! Everyone, get into pairs. response:	Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.
context: You mean, since all these hot guys are here together, right?!\Yes!\It's definitely good to go back to basics.\Indeed. It seems they are unaware of it themselves.\Maybe even some senpai-kouhai stuff here.\Simple is best. Simple is best!\Okay! Everyone, get into pairs.\Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun. response:	What were you two discussing?!
context: Yes!\It's definitely good to go back to basics.\Indeed. It seems they are unaware of it themselves.\Maybe even some senpai-kouhai stuff here.\Simple is best. Simple is best!\Okay! Everyone, get into pairs.\Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.\What were you two discussing?! response:	Looking good!
context: It's definitely good to go back to basics.\Indeed. It seems they are unaware of it themselves.\Maybe even some senpai-kouhai stuff here.\Simple is best. Simple is best!\Okay! Everyone, get into pairs.\Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.\What were you two discussing?!\Looking good! response:	Bring your faces closer.
context: Indeed. It seems they are unaware of it themselves.\Maybe even some senpai-kouhai stuff here.\Simple is best. Simple is best!\Okay! Everyone, get into pairs.\Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.\What were you two discussing?!\Looking good!\Bring your faces closer. response:	Lean into each other a bit.
context: Maybe even some senpai-kouhai stuff here.\Simple is best. Simple is best!\Okay! Everyone, get into pairs.\Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.\What were you two discussing?!\Looking good!\Bring your faces closer.\Lean into each other a bit. response:	Part your lips just a tad!
context: Simple is best. Simple is best!\Okay! Everyone, get into pairs.\Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.\What were you two discussing?!\Looking good!\Bring your faces closer.\Lean into each other a bit.\Part your lips just a tad! response:	Good!
context: Okay! Everyone, get into pairs.\Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.\What were you two discussing?!\Looking good!\Bring your faces closer.\Lean into each other a bit.\Part your lips just a tad!\Good! response:	Perfect!
context: Igarashi-kun with Nanashima-kun. Mutsumi-senpai with Shinomiya-kun.\What were you two discussing?!\Looking good!\Bring your faces closer.\Lean into each other a bit.\Part your lips just a tad!\Good!\Perfect! response:	Now how about resting your chin on his shoulder?
context: What were you two discussing?!\Looking good!\Bring your faces closer.\Lean into each other a bit.\Part your lips just a tad!\Good!\Perfect!\Now how about resting your chin on his shoulder? response:	Like this?
context: Looking good!\Bring your faces closer.\Lean into each other a bit.\Part your lips just a tad!\Good!\Perfect!\Now how about resting your chin on his shoulder?\Like this? response:	Shinomiya-kun, you use the same laundry detergent as me.
context: Bring your faces closer.\Lean into each other a bit.\Part your lips just a tad!\Good!\Perfect!\Now how about resting your chin on his shoulder?\Like this?\Shinomiya-kun, you use the same laundry detergent as me. response:	It smells good, doesn't it?
context: Lean into each other a bit.\Part your lips just a tad!\Good!\Perfect!\Now how about resting your chin on his shoulder?\Like this?\Shinomiya-kun, you use the same laundry detergent as me.\It smells good, doesn't it? response:	Stop!
context: Part your lips just a tad!\Good!\Perfect!\Now how about resting your chin on his shoulder?\Like this?\Shinomiya-kun, you use the same laundry detergent as me.\It smells good, doesn't it?\Stop! response:	This is heaven.
context: Good!\Perfect!\Now how about resting your chin on his shoulder?\Like this?\Shinomiya-kun, you use the same laundry detergent as me.\It smells good, doesn't it?\Stop!\This is heaven. response:	Next, please lay your head on the other's lap.
context: Perfect!\Now how about resting your chin on his shoulder?\Like this?\Shinomiya-kun, you use the same laundry detergent as me.\It smells good, doesn't it?\Stop!\This is heaven.\Next, please lay your head on the other's lap. response:	We're not gonna do that, idiot!
context: Now how about resting your chin on his shoulder?\Like this?\Shinomiya-kun, you use the same laundry detergent as me.\It smells good, doesn't it?\Stop!\This is heaven.\Next, please lay your head on the other's lap.\We're not gonna do that, idiot! response:	What? But you promised.
context: Like this?\Shinomiya-kun, you use the same laundry detergent as me.\It smells good, doesn't it?\Stop!\This is heaven.\Next, please lay your head on the other's lap.\We're not gonna do that, idiot!\What? But you promised. response:	I think we've already done enough.
context: Shinomiya-kun, you use the same laundry detergent as me.\It smells good, doesn't it?\Stop!\This is heaven.\Next, please lay your head on the other's lap.\We're not gonna do that, idiot!\What? But you promised.\I think we've already done enough. response:	Shima-chan!
context: It smells good, doesn't it?\Stop!\This is heaven.\Next, please lay your head on the other's lap.\We're not gonna do that, idiot!\What? But you promised.\I think we've already done enough.\Shima-chan! response:	It'll be faster if we show them how it's done.
context: Stop!\This is heaven.\Next, please lay your head on the other's lap.\We're not gonna do that, idiot!\What? But you promised.\I think we've already done enough.\Shima-chan!\It'll be faster if we show them how it's done. response:	Huh?
context: This is heaven.\Next, please lay your head on the other's lap.\We're not gonna do that, idiot!\What? But you promised.\I think we've already done enough.\Shima-chan!\It'll be faster if we show them how it's done.\Huh? response:	This is how you do it!
context: Next, please lay your head on the other's lap.\We're not gonna do that, idiot!\What? But you promised.\I think we've already done enough.\Shima-chan!\It'll be faster if we show them how it's done.\Huh?\This is how you do it! response:	Shi Iga Nana Mu
context: We're not gonna do that, idiot!\What? But you promised.\I think we've already done enough.\Shima-chan!\It'll be faster if we show them how it's done.\Huh?\This is how you do it!\Shi Iga Nana Mu response:	Gently lay your hand on their face,
context: What? But you promised.\I think we've already done enough.\Shima-chan!\It'll be faster if we show them how it's done.\Huh?\This is how you do it!\Shi Iga Nana Mu\Gently lay your hand on their face, response:	and subtly portray love, which is good.
context: I think we've already done enough.\Shima-chan!\It'll be faster if we show them how it's done.\Huh?\This is how you do it!\Shi Iga Nana Mu\Gently lay your hand on their face,\and subtly portray love, which is good. response:	Plus, it's eye-catching.
context: Shima-chan!\It'll be faster if we show them how it's done.\Huh?\This is how you do it!\Shi Iga Nana Mu\Gently lay your hand on their face,\and subtly portray love, which is good.\Plus, it's eye-catching. response:	Shi Iga Nana Mu
context: It'll be faster if we show them how it's done.\Huh?\This is how you do it!\Shi Iga Nana Mu\Gently lay your hand on their face,\and subtly portray love, which is good.\Plus, it's eye-catching.\Shi Iga Nana Mu response:	Wh-What is she talking about?
context: Huh?\This is how you do it!\Shi Iga Nana Mu\Gently lay your hand on their face,\and subtly portray love, which is good.\Plus, it's eye-catching.\Shi Iga Nana Mu\Wh-What is she talking about? response:	Then, bring your face closer to your partner's,
context: This is how you do it!\Shi Iga Nana Mu\Gently lay your hand on their face,\and subtly portray love, which is good.\Plus, it's eye-catching.\Shi Iga Nana Mu\Wh-What is she talking about?\Then, bring your face closer to your partner's, response:	and with your eyes open...
context: Shi Iga Nana Mu\Gently lay your hand on their face,\and subtly portray love, which is good.\Plus, it's eye-catching.\Shi Iga Nana Mu\Wh-What is she talking about?\Then, bring your face closer to your partner's,\and with your eyes open... response:	Whoa! I-I'm sorry. I'm so embarrassed.
context: Gently lay your hand on their face,\and subtly portray love, which is good.\Plus, it's eye-catching.\Shi Iga Nana Mu\Wh-What is she talking about?\Then, bring your face closer to your partner's,\and with your eyes open...\Whoa! I-I'm sorry. I'm so embarrassed. response:	Senpai, you're so cute.
context: and subtly portray love, which is good.\Plus, it's eye-catching.\Shi Iga Nana Mu\Wh-What is she talking about?\Then, bring your face closer to your partner's,\and with your eyes open...\Whoa! I-I'm sorry. I'm so embarrassed.\Senpai, you're so cute. response:	Iga
context: Plus, it's eye-catching.\Shi Iga Nana Mu\Wh-What is she talking about?\Then, bring your face closer to your partner's,\and with your eyes open...\Whoa! I-I'm sorry. I'm so embarrassed.\Senpai, you're so cute.\Iga response:	Mu
context: Shi Iga Nana Mu\Wh-What is she talking about?\Then, bring your face closer to your partner's,\and with your eyes open...\Whoa! I-I'm sorry. I'm so embarrassed.\Senpai, you're so cute.\Iga\Mu response:	Shi
context: Wh-What is she talking about?\Then, bring your face closer to your partner's,\and with your eyes open...\Whoa! I-I'm sorry. I'm so embarrassed.\Senpai, you're so cute.\Iga\Mu\Shi response:	Nana
context: Then, bring your face closer to your partner's,\and with your eyes open...\Whoa! I-I'm sorry. I'm so embarrassed.\Senpai, you're so cute.\Iga\Mu\Shi\Nana response:	What the heck are you doing, Nishina?!
context: and with your eyes open...\Whoa! I-I'm sorry. I'm so embarrassed.\Senpai, you're so cute.\Iga\Mu\Shi\Nana\What the heck are you doing, Nishina?! response:	Huh? Was that, just now...
context: Whoa! I-I'm sorry. I'm so embarrassed.\Senpai, you're so cute.\Iga\Mu\Shi\Nana\What the heck are you doing, Nishina?!\Huh? Was that, just now... response:	Tone the practical jokes down!
context: Senpai, you're so cute.\Iga\Mu\Shi\Nana\What the heck are you doing, Nishina?!\Huh? Was that, just now...\Tone the practical jokes down! response:	Just now, I...
context: Iga\Mu\Shi\Nana\What the heck are you doing, Nishina?!\Huh? Was that, just now...\Tone the practical jokes down!\Just now, I... response:	That wasn't a joke.
context: Mu\Shi\Nana\What the heck are you doing, Nishina?!\Huh? Was that, just now...\Tone the practical jokes down!\Just now, I...\That wasn't a joke. response:	S-Serinuma! That one doesn't count, okay? It doesn't count!
context: Shi\Nana\What the heck are you doing, Nishina?!\Huh? Was that, just now...\Tone the practical jokes down!\Just now, I...\That wasn't a joke.\S-Serinuma! That one doesn't count, okay? It doesn't count! response:	Hey, idols do that stuff in music videos all the time!
context: Nana\What the heck are you doing, Nishina?!\Huh? Was that, just now...\Tone the practical jokes down!\Just now, I...\That wasn't a joke.\S-Serinuma! That one doesn't count, okay? It doesn't count!\Hey, idols do that stuff in music videos all the time! response:	Y-Yeah! I've seen that before!
context: What the heck are you doing, Nishina?!\Huh? Was that, just now...\Tone the practical jokes down!\Just now, I...\That wasn't a joke.\S-Serinuma! That one doesn't count, okay? It doesn't count!\Hey, idols do that stuff in music videos all the time!\Y-Yeah! I've seen that before! response:	I said that wasn't a joke.
context: Huh? Was that, just now...\Tone the practical jokes down!\Just now, I...\That wasn't a joke.\S-Serinuma! That one doesn't count, okay? It doesn't count!\Hey, idols do that stuff in music videos all the time!\Y-Yeah! I've seen that before!\I said that wasn't a joke. response:	We'll have a problem if you don't start taking me seriously.
context: Tone the practical jokes down!\Just now, I...\That wasn't a joke.\S-Serinuma! That one doesn't count, okay? It doesn't count!\Hey, idols do that stuff in music videos all the time!\Y-Yeah! I've seen that before!\I said that wasn't a joke.\We'll have a problem if you don't start taking me seriously. response:	This girl!
context: Just now, I...\That wasn't a joke.\S-Serinuma! That one doesn't count, okay? It doesn't count!\Hey, idols do that stuff in music videos all the time!\Y-Yeah! I've seen that before!\I said that wasn't a joke.\We'll have a problem if you don't start taking me seriously.\This girl! response:	Serinuma Kae, 17 years old.
context: That wasn't a joke.\S-Serinuma! That one doesn't count, okay? It doesn't count!\Hey, idols do that stuff in music videos all the time!\Y-Yeah! I've seen that before!\I said that wasn't a joke.\We'll have a problem if you don't start taking me seriously.\This girl!\Serinuma Kae, 17 years old. response:	Her first kiss is with a handsome girl.
context: S-Serinuma! That one doesn't count, okay? It doesn't count!\Hey, idols do that stuff in music videos all the time!\Y-Yeah! I've seen that before!\I said that wasn't a joke.\We'll have a problem if you don't start taking me seriously.\This girl!\Serinuma Kae, 17 years old.\Her first kiss is with a handsome girl. response:	Serinuma-senpai, you always make food look so delicious when you eat it.
context: Hey, idols do that stuff in music videos all the time!\Y-Yeah! I've seen that before!\I said that wasn't a joke.\We'll have a problem if you don't start taking me seriously.\This girl!\Serinuma Kae, 17 years old.\Her first kiss is with a handsome girl.\Serinuma-senpai, you always make food look so delicious when you eat it. response:	And the way you eat is very pretty.
context: Y-Yeah! I've seen that before!\I said that wasn't a joke.\We'll have a problem if you don't start taking me seriously.\This girl!\Serinuma Kae, 17 years old.\Her first kiss is with a handsome girl.\Serinuma-senpai, you always make food look so delicious when you eat it.\And the way you eat is very pretty. response:	Really? Thank you! I like eating with you, too!
context: I said that wasn't a joke.\We'll have a problem if you don't start taking me seriously.\This girl!\Serinuma Kae, 17 years old.\Her first kiss is with a handsome girl.\Serinuma-senpai, you always make food look so delicious when you eat it.\And the way you eat is very pretty.\Really? Thank you! I like eating with you, too! response:	I can eat quite a bit, though.
context: We'll have a problem if you don't start taking me seriously.\This girl!\Serinuma Kae, 17 years old.\Her first kiss is with a handsome girl.\Serinuma-senpai, you always make food look so delicious when you eat it.\And the way you eat is very pretty.\Really? Thank you! I like eating with you, too!\I can eat quite a bit, though. response:	But you're not fat at all. Don't tell me you're on a diet.
context: This girl!\Serinuma Kae, 17 years old.\Her first kiss is with a handsome girl.\Serinuma-senpai, you always make food look so delicious when you eat it.\And the way you eat is very pretty.\Really? Thank you! I like eating with you, too!\I can eat quite a bit, though.\But you're not fat at all. Don't tell me you're on a diet. response:	I haven't done anything special.
context: Serinuma Kae, 17 years old.\Her first kiss is with a handsome girl.\Serinuma-senpai, you always make food look so delicious when you eat it.\And the way you eat is very pretty.\Really? Thank you! I like eating with you, too!\I can eat quite a bit, though.\But you're not fat at all. Don't tell me you're on a diet.\I haven't done anything special. response:	Everyone in my family's the same way. Just good genes.
context: Her first kiss is with a handsome girl.\Serinuma-senpai, you always make food look so delicious when you eat it.\And the way you eat is very pretty.\Really? Thank you! I like eating with you, too!\I can eat quite a bit, though.\But you're not fat at all. Don't tell me you're on a diet.\I haven't done anything special.\Everyone in my family's the same way. Just good genes. response:	My brother is actually skinny.
context: Serinuma-senpai, you always make food look so delicious when you eat it.\And the way you eat is very pretty.\Really? Thank you! I like eating with you, too!\I can eat quite a bit, though.\But you're not fat at all. Don't tell me you're on a diet.\I haven't done anything special.\Everyone in my family's the same way. Just good genes.\My brother is actually skinny. response:	Oh, maybe that's because when I was little,
context: And the way you eat is very pretty.\Really? Thank you! I like eating with you, too!\I can eat quite a bit, though.\But you're not fat at all. Don't tell me you're on a diet.\I haven't done anything special.\Everyone in my family's the same way. Just good genes.\My brother is actually skinny.\Oh, maybe that's because when I was little, response:	I used to steal my brother's candies and eat'em all up!
context: Really? Thank you! I like eating with you, too!\I can eat quite a bit, though.\But you're not fat at all. Don't tell me you're on a diet.\I haven't done anything special.\Everyone in my family's the same way. Just good genes.\My brother is actually skinny.\Oh, maybe that's because when I was little,\I used to steal my brother's candies and eat'em all up! response:	Next time: Back to My Original Self! What Should I Do?
context: I can eat quite a bit, though.\But you're not fat at all. Don't tell me you're on a diet.\I haven't done anything special.\Everyone in my family's the same way. Just good genes.\My brother is actually skinny.\Oh, maybe that's because when I was little,\I used to steal my brother's candies and eat'em all up!\Next time: Back to My Original Self! What Should I Do? response:	Look forward to it!
context: But you're not fat at all. Don't tell me you're on a diet.\I haven't done anything special.\Everyone in my family's the same way. Just good genes.\My brother is actually skinny.\Oh, maybe that's because when I was little,\I used to steal my brother's candies and eat'em all up!\Next time: Back to My Original Self! What Should I Do?\Look forward to it! response:	When it comes down to it, you're pretty fond of your bro
