context: Kiss Him, Not Me response:	Back to My Original Self! What Should I Do?
context: Come with me, Serinuma-san.\Um, Igarashi-kun?\Sorry. You seemed at a loss when I saw you, so I just brought you here.\Was I wrong?\To be honest, you did help me. Thanks.\I do understand that she's worrying about you, though.\Everyone's so worried about me, even though it's my fault for getting carried away.\I've caused a lot of trouble. response:	What's the matter?!
context: Um, Igarashi-kun?\Sorry. You seemed at a loss when I saw you, so I just brought you here.\Was I wrong?\To be honest, you did help me. Thanks.\I do understand that she's worrying about you, though.\Everyone's so worried about me, even though it's my fault for getting carried away.\I've caused a lot of trouble.\What's the matter?! response:	I'm pumping myself up again!
context: Sorry. You seemed at a loss when I saw you, so I just brought you here.\Was I wrong?\To be honest, you did help me. Thanks.\I do understand that she's worrying about you, though.\Everyone's so worried about me, even though it's my fault for getting carried away.\I've caused a lot of trouble.\What's the matter?!\I'm pumping myself up again! response:	Everyone's been helping me so much!
context: Was I wrong?\To be honest, you did help me. Thanks.\I do understand that she's worrying about you, though.\Everyone's so worried about me, even though it's my fault for getting carried away.\I've caused a lot of trouble.\What's the matter?!\I'm pumping myself up again!\Everyone's been helping me so much! response:	And above all, I was the one who decided to do my best for Mirage Saga!
context: To be honest, you did help me. Thanks.\I do understand that she's worrying about you, though.\Everyone's so worried about me, even though it's my fault for getting carried away.\I've caused a lot of trouble.\What's the matter?!\I'm pumping myself up again!\Everyone's been helping me so much!\And above all, I was the one who decided to do my best for Mirage Saga! response:	So I gotta see this through!
context: I do understand that she's worrying about you, though.\Everyone's so worried about me, even though it's my fault for getting carried away.\I've caused a lot of trouble.\What's the matter?!\I'm pumping myself up again!\Everyone's been helping me so much!\And above all, I was the one who decided to do my best for Mirage Saga!\So I gotta see this through! response:	All right! Let's do this!
context: Everyone's so worried about me, even though it's my fault for getting carried away.\I've caused a lot of trouble.\What's the matter?!\I'm pumping myself up again!\Everyone's been helping me so much!\And above all, I was the one who decided to do my best for Mirage Saga!\So I gotta see this through!\All right! Let's do this! response:	That's right.
context: I've caused a lot of trouble.\What's the matter?!\I'm pumping myself up again!\Everyone's been helping me so much!\And above all, I was the one who decided to do my best for Mirage Saga!\So I gotta see this through!\All right! Let's do this!\That's right. response:	Serinuma-san is always so bright and positive, and never gives up.
context: What's the matter?!\I'm pumping myself up again!\Everyone's been helping me so much!\And above all, I was the one who decided to do my best for Mirage Saga!\So I gotta see this through!\All right! Let's do this!\That's right.\Serinuma-san is always so bright and positive, and never gives up. response:	You haven't changed at all.
context: I'm pumping myself up again!\Everyone's been helping me so much!\And above all, I was the one who decided to do my best for Mirage Saga!\So I gotta see this through!\All right! Let's do this!\That's right.\Serinuma-san is always so bright and positive, and never gives up.\You haven't changed at all. response:	Where did you go?
context: Everyone's been helping me so much!\And above all, I was the one who decided to do my best for Mirage Saga!\So I gotta see this through!\All right! Let's do this!\That's right.\Serinuma-san is always so bright and positive, and never gives up.\You haven't changed at all.\Where did you go? response:	Nana. I like Serinuma-san.
context: And above all, I was the one who decided to do my best for Mirage Saga!\So I gotta see this through!\All right! Let's do this!\That's right.\Serinuma-san is always so bright and positive, and never gives up.\You haven't changed at all.\Where did you go?\Nana. I like Serinuma-san. response:	Huh? I know that.
context: So I gotta see this through!\All right! Let's do this!\That's right.\Serinuma-san is always so bright and positive, and never gives up.\You haven't changed at all.\Where did you go?\Nana. I like Serinuma-san.\Huh? I know that. response:	No. That's not what I mean.
context: All right! Let's do this!\That's right.\Serinuma-san is always so bright and positive, and never gives up.\You haven't changed at all.\Where did you go?\Nana. I like Serinuma-san.\Huh? I know that.\No. That's not what I mean. response:	Right now, I've fallen in love with her all over again.
context: That's right.\Serinuma-san is always so bright and positive, and never gives up.\You haven't changed at all.\Where did you go?\Nana. I like Serinuma-san.\Huh? I know that.\No. That's not what I mean.\Right now, I've fallen in love with her all over again. response:	Now?
context: Serinuma-san is always so bright and positive, and never gives up.\You haven't changed at all.\Where did you go?\Nana. I like Serinuma-san.\Huh? I know that.\No. That's not what I mean.\Right now, I've fallen in love with her all over again.\Now? response:	Now.
context: You haven't changed at all.\Where did you go?\Nana. I like Serinuma-san.\Huh? I know that.\No. That's not what I mean.\Right now, I've fallen in love with her all over again.\Now?\Now. response:	Shock
context: Where did you go?\Nana. I like Serinuma-san.\Huh? I know that.\No. That's not what I mean.\Right now, I've fallen in love with her all over again.\Now?\Now.\Shock response:	Now?!
context: Nana. I like Serinuma-san.\Huh? I know that.\No. That's not what I mean.\Right now, I've fallen in love with her all over again.\Now?\Now.\Shock\Now?! response:	I finally understand! Looks are a trivial thing!
context: Huh? I know that.\No. That's not what I mean.\Right now, I've fallen in love with her all over again.\Now?\Now.\Shock\Now?!\I finally understand! Looks are a trivial thing! response:	It's not trivial with a difference this big!
context: No. That's not what I mean.\Right now, I've fallen in love with her all over again.\Now?\Now.\Shock\Now?!\I finally understand! Looks are a trivial thing!\It's not trivial with a difference this big! response:	Get it together, stupid!
context: Right now, I've fallen in love with her all over again.\Now?\Now.\Shock\Now?!\I finally understand! Looks are a trivial thing!\It's not trivial with a difference this big!\Get it together, stupid! response:	You're saying you're okay with this?!
context: Now?\Now.\Shock\Now?!\I finally understand! Looks are a trivial thing!\It's not trivial with a difference this big!\Get it together, stupid!\You're saying you're okay with this?! response:	Isn't she wonderful, even now?
context: Now.\Shock\Now?!\I finally understand! Looks are a trivial thing!\It's not trivial with a difference this big!\Get it together, stupid!\You're saying you're okay with this?!\Isn't she wonderful, even now? response:	Don't start spewing the same stuff as Nishina, idiot!
context: Shock\Now?!\I finally understand! Looks are a trivial thing!\It's not trivial with a difference this big!\Get it together, stupid!\You're saying you're okay with this?!\Isn't she wonderful, even now?\Don't start spewing the same stuff as Nishina, idiot! response:	You really intend to start working out again?
context: Now?!\I finally understand! Looks are a trivial thing!\It's not trivial with a difference this big!\Get it together, stupid!\You're saying you're okay with this?!\Isn't she wonderful, even now?\Don't start spewing the same stuff as Nishina, idiot!\You really intend to start working out again? response:	Yes! Thanks for sticking with me again!
context: I finally understand! Looks are a trivial thing!\It's not trivial with a difference this big!\Get it together, stupid!\You're saying you're okay with this?!\Isn't she wonderful, even now?\Don't start spewing the same stuff as Nishina, idiot!\You really intend to start working out again?\Yes! Thanks for sticking with me again! response:	You know I always want to support you, Serinuma-san.
context: It's not trivial with a difference this big!\Get it together, stupid!\You're saying you're okay with this?!\Isn't she wonderful, even now?\Don't start spewing the same stuff as Nishina, idiot!\You really intend to start working out again?\Yes! Thanks for sticking with me again!\You know I always want to support you, Serinuma-san. response:	But if you'll hurt yourself again, I'm against it.
context: Get it together, stupid!\You're saying you're okay with this?!\Isn't she wonderful, even now?\Don't start spewing the same stuff as Nishina, idiot!\You really intend to start working out again?\Yes! Thanks for sticking with me again!\You know I always want to support you, Serinuma-san.\But if you'll hurt yourself again, I'm against it. response:	It'll be okay! I'll be careful, so don't worry!
context: You're saying you're okay with this?!\Isn't she wonderful, even now?\Don't start spewing the same stuff as Nishina, idiot!\You really intend to start working out again?\Yes! Thanks for sticking with me again!\You know I always want to support you, Serinuma-san.\But if you'll hurt yourself again, I'm against it.\It'll be okay! I'll be careful, so don't worry! response:	But, you've still set the deadline to be the award ceremony, right?
context: Isn't she wonderful, even now?\Don't start spewing the same stuff as Nishina, idiot!\You really intend to start working out again?\Yes! Thanks for sticking with me again!\You know I always want to support you, Serinuma-san.\But if you'll hurt yourself again, I'm against it.\It'll be okay! I'll be careful, so don't worry!\But, you've still set the deadline to be the award ceremony, right? response:	It looks like it's our turn!
context: Don't start spewing the same stuff as Nishina, idiot!\You really intend to start working out again?\Yes! Thanks for sticking with me again!\You know I always want to support you, Serinuma-san.\But if you'll hurt yourself again, I'm against it.\It'll be okay! I'll be careful, so don't worry!\But, you've still set the deadline to be the award ceremony, right?\It looks like it's our turn! response:	Yup!
context: You really intend to start working out again?\Yes! Thanks for sticking with me again!\You know I always want to support you, Serinuma-san.\But if you'll hurt yourself again, I'm against it.\It'll be okay! I'll be careful, so don't worry!\But, you've still set the deadline to be the award ceremony, right?\It looks like it's our turn!\Yup! response:	Have you come up with another lame idea?
context: Yes! Thanks for sticking with me again!\You know I always want to support you, Serinuma-san.\But if you'll hurt yourself again, I'm against it.\It'll be okay! I'll be careful, so don't worry!\But, you've still set the deadline to be the award ceremony, right?\It looks like it's our turn!\Yup!\Have you come up with another lame idea? response:	It is not lame!
context: You know I always want to support you, Serinuma-san.\But if you'll hurt yourself again, I'm against it.\It'll be okay! I'll be careful, so don't worry!\But, you've still set the deadline to be the award ceremony, right?\It looks like it's our turn!\Yup!\Have you come up with another lame idea?\It is not lame! response:	Anyway, why are you two holding hands?
context: But if you'll hurt yourself again, I'm against it.\It'll be okay! I'll be careful, so don't worry!\But, you've still set the deadline to be the award ceremony, right?\It looks like it's our turn!\Yup!\Have you come up with another lame idea?\It is not lame!\Anyway, why are you two holding hands? response:	Hmph. To think you don't even understand that.
context: It'll be okay! I'll be careful, so don't worry!\But, you've still set the deadline to be the award ceremony, right?\It looks like it's our turn!\Yup!\Have you come up with another lame idea?\It is not lame!\Anyway, why are you two holding hands?\Hmph. To think you don't even understand that. response:	Look!
context: But, you've still set the deadline to be the award ceremony, right?\It looks like it's our turn!\Yup!\Have you come up with another lame idea?\It is not lame!\Anyway, why are you two holding hands?\Hmph. To think you don't even understand that.\Look! response:	Serinuma can't take her eyes off us!
context: It looks like it's our turn!\Yup!\Have you come up with another lame idea?\It is not lame!\Anyway, why are you two holding hands?\Hmph. To think you don't even understand that.\Look!\Serinuma can't take her eyes off us! response:	We know Serinuma reflexively latches onto anything BL.
context: Yup!\Have you come up with another lame idea?\It is not lame!\Anyway, why are you two holding hands?\Hmph. To think you don't even understand that.\Look!\Serinuma can't take her eyes off us!\We know Serinuma reflexively latches onto anything BL. response:	So we came up with a plan.
context: Have you come up with another lame idea?\It is not lame!\Anyway, why are you two holding hands?\Hmph. To think you don't even understand that.\Look!\Serinuma can't take her eyes off us!\We know Serinuma reflexively latches onto anything BL.\So we came up with a plan. response:	Press against wall
context: It is not lame!\Anyway, why are you two holding hands?\Hmph. To think you don't even understand that.\Look!\Serinuma can't take her eyes off us!\We know Serinuma reflexively latches onto anything BL.\So we came up with a plan.\Press against wall response:	Kiss hand
context: Anyway, why are you two holding hands?\Hmph. To think you don't even understand that.\Look!\Serinuma can't take her eyes off us!\We know Serinuma reflexively latches onto anything BL.\So we came up with a plan.\Press against wall\Kiss hand response:	Lie on top of
context: Hmph. To think you don't even understand that.\Look!\Serinuma can't take her eyes off us!\We know Serinuma reflexively latches onto anything BL.\So we came up with a plan.\Press against wall\Kiss hand\Lie on top of response:	Kiss on forehead
context: Look!\Serinuma can't take her eyes off us!\We know Serinuma reflexively latches onto anything BL.\So we came up with a plan.\Press against wall\Kiss hand\Lie on top of\Kiss on forehead response:	Lick ear
context: Serinuma can't take her eyes off us!\We know Serinuma reflexively latches onto anything BL.\So we came up with a plan.\Press against wall\Kiss hand\Lie on top of\Kiss on forehead\Lick ear response:	A pic of us in any pose you'd like!
context: We know Serinuma reflexively latches onto anything BL.\So we came up with a plan.\Press against wall\Kiss hand\Lie on top of\Kiss on forehead\Lick ear\A pic of us in any pose you'd like! response:	A point card reward system!
context: So we came up with a plan.\Press against wall\Kiss hand\Lie on top of\Kiss on forehead\Lick ear\A pic of us in any pose you'd like!\A point card reward system! response:	Hold hands
context: Press against wall\Kiss hand\Lie on top of\Kiss on forehead\Lick ear\A pic of us in any pose you'd like!\A point card reward system!\Hold hands response:	Hug
context: Kiss hand\Lie on top of\Kiss on forehead\Lick ear\A pic of us in any pose you'd like!\A point card reward system!\Hold hands\Hug response:	Start
context: Lie on top of\Kiss on forehead\Lick ear\A pic of us in any pose you'd like!\A point card reward system!\Hold hands\Hug\Start response:	If she meets her quota, we will do something together in front of her!
context: Kiss on forehead\Lick ear\A pic of us in any pose you'd like!\A point card reward system!\Hold hands\Hug\Start\If she meets her quota, we will do something together in front of her! response:	How many points is a hug?!
context: Lick ear\A pic of us in any pose you'd like!\A point card reward system!\Hold hands\Hug\Start\If she meets her quota, we will do something together in front of her!\How many points is a hug?! response:	She's taking the bait!
context: A pic of us in any pose you'd like!\A point card reward system!\Hold hands\Hug\Start\If she meets her quota, we will do something together in front of her!\How many points is a hug?!\She's taking the bait! response:	Um, that's a weight loss of 3 kilos.
context: A point card reward system!\Hold hands\Hug\Start\If she meets her quota, we will do something together in front of her!\How many points is a hug?!\She's taking the bait!\Um, that's a weight loss of 3 kilos. response:	Ill lose it in 5 minutes!
context: Hold hands\Hug\Start\If she meets her quota, we will do something together in front of her!\How many points is a hug?!\She's taking the bait!\Um, that's a weight loss of 3 kilos.\Ill lose it in 5 minutes! response:	Serinuma-san. If you push yourself, you'll hurt yourself again.
context: Hug\Start\If she meets her quota, we will do something together in front of her!\How many points is a hug?!\She's taking the bait!\Um, that's a weight loss of 3 kilos.\Ill lose it in 5 minutes!\Serinuma-san. If you push yourself, you'll hurt yourself again. response:	Oh, I wasn't thinking.
context: Start\If she meets her quota, we will do something together in front of her!\How many points is a hug?!\She's taking the bait!\Um, that's a weight loss of 3 kilos.\Ill lose it in 5 minutes!\Serinuma-san. If you push yourself, you'll hurt yourself again.\Oh, I wasn't thinking. response:	It's fine to take your time. Stay at an even pace.
context: If she meets her quota, we will do something together in front of her!\How many points is a hug?!\She's taking the bait!\Um, that's a weight loss of 3 kilos.\Ill lose it in 5 minutes!\Serinuma-san. If you push yourself, you'll hurt yourself again.\Oh, I wasn't thinking.\It's fine to take your time. Stay at an even pace. response:	You're quite kind to her.
context: How many points is a hug?!\She's taking the bait!\Um, that's a weight loss of 3 kilos.\Ill lose it in 5 minutes!\Serinuma-san. If you push yourself, you'll hurt yourself again.\Oh, I wasn't thinking.\It's fine to take your time. Stay at an even pace.\You're quite kind to her. response:	You think so?
context: She's taking the bait!\Um, that's a weight loss of 3 kilos.\Ill lose it in 5 minutes!\Serinuma-san. If you push yourself, you'll hurt yourself again.\Oh, I wasn't thinking.\It's fine to take your time. Stay at an even pace.\You're quite kind to her.\You think so? response:	Isn't it natural to be kind to the person you like?
context: Um, that's a weight loss of 3 kilos.\Ill lose it in 5 minutes!\Serinuma-san. If you push yourself, you'll hurt yourself again.\Oh, I wasn't thinking.\It's fine to take your time. Stay at an even pace.\You're quite kind to her.\You think so?\Isn't it natural to be kind to the person you like? response:	To be honest, I was at a loss when I saw her like she is now,
context: Ill lose it in 5 minutes!\Serinuma-san. If you push yourself, you'll hurt yourself again.\Oh, I wasn't thinking.\It's fine to take your time. Stay at an even pace.\You're quite kind to her.\You think so?\Isn't it natural to be kind to the person you like?\To be honest, I was at a loss when I saw her like she is now, response:	because I thought it was her looks I was attracted to.
context: Serinuma-san. If you push yourself, you'll hurt yourself again.\Oh, I wasn't thinking.\It's fine to take your time. Stay at an even pace.\You're quite kind to her.\You think so?\Isn't it natural to be kind to the person you like?\To be honest, I was at a loss when I saw her like she is now,\because I thought it was her looks I was attracted to. response:	But, before I realized it,
context: Oh, I wasn't thinking.\It's fine to take your time. Stay at an even pace.\You're quite kind to her.\You think so?\Isn't it natural to be kind to the person you like?\To be honest, I was at a loss when I saw her like she is now,\because I thought it was her looks I was attracted to.\But, before I realized it, response:	I found myself attracted to her cheerfulness and honesty.
context: It's fine to take your time. Stay at an even pace.\You're quite kind to her.\You think so?\Isn't it natural to be kind to the person you like?\To be honest, I was at a loss when I saw her like she is now,\because I thought it was her looks I was attracted to.\But, before I realized it,\I found myself attracted to her cheerfulness and honesty. response:	I like Serinuma-san.
context: You're quite kind to her.\You think so?\Isn't it natural to be kind to the person you like?\To be honest, I was at a loss when I saw her like she is now,\because I thought it was her looks I was attracted to.\But, before I realized it,\I found myself attracted to her cheerfulness and honesty.\I like Serinuma-san. response:	That's why I want to be kind to her, and do whatever I can for her.
context: You think so?\Isn't it natural to be kind to the person you like?\To be honest, I was at a loss when I saw her like she is now,\because I thought it was her looks I was attracted to.\But, before I realized it,\I found myself attracted to her cheerfulness and honesty.\I like Serinuma-san.\That's why I want to be kind to her, and do whatever I can for her. response:	I see.
context: Isn't it natural to be kind to the person you like?\To be honest, I was at a loss when I saw her like she is now,\because I thought it was her looks I was attracted to.\But, before I realized it,\I found myself attracted to her cheerfulness and honesty.\I like Serinuma-san.\That's why I want to be kind to her, and do whatever I can for her.\I see. response:	I have to say, that spirit of yours might be a bit beautiful.
context: To be honest, I was at a loss when I saw her like she is now,\because I thought it was her looks I was attracted to.\But, before I realized it,\I found myself attracted to her cheerfulness and honesty.\I like Serinuma-san.\That's why I want to be kind to her, and do whatever I can for her.\I see.\I have to say, that spirit of yours might be a bit beautiful. response:	I reached my goal!
context: because I thought it was her looks I was attracted to.\But, before I realized it,\I found myself attracted to her cheerfulness and honesty.\I like Serinuma-san.\That's why I want to be kind to her, and do whatever I can for her.\I see.\I have to say, that spirit of yours might be a bit beautiful.\I reached my goal! response:	Thanks, everyone!
context: But, before I realized it,\I found myself attracted to her cheerfulness and honesty.\I like Serinuma-san.\That's why I want to be kind to her, and do whatever I can for her.\I see.\I have to say, that spirit of yours might be a bit beautiful.\I reached my goal!\Thanks, everyone! response:	Amazing! Congratulations!
context: I found myself attracted to her cheerfulness and honesty.\I like Serinuma-san.\That's why I want to be kind to her, and do whatever I can for her.\I see.\I have to say, that spirit of yours might be a bit beautiful.\I reached my goal!\Thanks, everyone!\Amazing! Congratulations! response:	Oh, good.
context: I like Serinuma-san.\That's why I want to be kind to her, and do whatever I can for her.\I see.\I have to say, that spirit of yours might be a bit beautiful.\I reached my goal!\Thanks, everyone!\Amazing! Congratulations!\Oh, good. response:	Haggard
context: That's why I want to be kind to her, and do whatever I can for her.\I see.\I have to say, that spirit of yours might be a bit beautiful.\I reached my goal!\Thanks, everyone!\Amazing! Congratulations!\Oh, good.\Haggard response:	You sure worked hard.
context: I see.\I have to say, that spirit of yours might be a bit beautiful.\I reached my goal!\Thanks, everyone!\Amazing! Congratulations!\Oh, good.\Haggard\You sure worked hard. response:	Nothing less from Serinuma-san.
context: I have to say, that spirit of yours might be a bit beautiful.\I reached my goal!\Thanks, everyone!\Amazing! Congratulations!\Oh, good.\Haggard\You sure worked hard.\Nothing less from Serinuma-san. response:	No, no. It was so hard, and there were times I got depressed and wanted to give up,
context: I reached my goal!\Thanks, everyone!\Amazing! Congratulations!\Oh, good.\Haggard\You sure worked hard.\Nothing less from Serinuma-san.\No, no. It was so hard, and there were times I got depressed and wanted to give up, response:	but you were all there to motivate me!
context: Thanks, everyone!\Amazing! Congratulations!\Oh, good.\Haggard\You sure worked hard.\Nothing less from Serinuma-san.\No, no. It was so hard, and there were times I got depressed and wanted to give up,\but you were all there to motivate me! response:	I couldn't have done it without you!
context: Amazing! Congratulations!\Oh, good.\Haggard\You sure worked hard.\Nothing less from Serinuma-san.\No, no. It was so hard, and there were times I got depressed and wanted to give up,\but you were all there to motivate me!\I couldn't have done it without you! response:	Thanks, everyone!
context: Oh, good.\Haggard\You sure worked hard.\Nothing less from Serinuma-san.\No, no. It was so hard, and there were times I got depressed and wanted to give up,\but you were all there to motivate me!\I couldn't have done it without you!\Thanks, everyone! response:	Nana
context: Haggard\You sure worked hard.\Nothing less from Serinuma-san.\No, no. It was so hard, and there were times I got depressed and wanted to give up,\but you were all there to motivate me!\I couldn't have done it without you!\Thanks, everyone!\Nana response:	Shi
context: You sure worked hard.\Nothing less from Serinuma-san.\No, no. It was so hard, and there were times I got depressed and wanted to give up,\but you were all there to motivate me!\I couldn't have done it without you!\Thanks, everyone!\Nana\Shi response:	W-We really did our best, too.
context: Nothing less from Serinuma-san.\No, no. It was so hard, and there were times I got depressed and wanted to give up,\but you were all there to motivate me!\I couldn't have done it without you!\Thanks, everyone!\Nana\Shi\W-We really did our best, too. response:	Shudder
context: No, no. It was so hard, and there were times I got depressed and wanted to give up,\but you were all there to motivate me!\I couldn't have done it without you!\Thanks, everyone!\Nana\Shi\W-We really did our best, too.\Shudder response:	Sob
context: but you were all there to motivate me!\I couldn't have done it without you!\Thanks, everyone!\Nana\Shi\W-We really did our best, too.\Shudder\Sob response:	I'm glad our hard work paid off.
context: I couldn't have done it without you!\Thanks, everyone!\Nana\Shi\W-We really did our best, too.\Shudder\Sob\I'm glad our hard work paid off. response:	Ugh, no...
context: Thanks, everyone!\Nana\Shi\W-We really did our best, too.\Shudder\Sob\I'm glad our hard work paid off.\Ugh, no... response:	Ear licking?
context: Nana\Shi\W-We really did our best, too.\Shudder\Sob\I'm glad our hard work paid off.\Ugh, no...\Ear licking? response:	I get to lick it?
context: Shi\W-We really did our best, too.\Shudder\Sob\I'm glad our hard work paid off.\Ugh, no...\Ear licking?\I get to lick it? response:	Eep!
context: W-We really did our best, too.\Shudder\Sob\I'm glad our hard work paid off.\Ugh, no...\Ear licking?\I get to lick it?\Eep! response:	I agree, Senpai.
context: Shudder\Sob\I'm glad our hard work paid off.\Ugh, no...\Ear licking?\I get to lick it?\Eep!\I agree, Senpai. response:	Now all that's left is this,
context: Sob\I'm glad our hard work paid off.\Ugh, no...\Ear licking?\I get to lick it?\Eep!\I agree, Senpai.\Now all that's left is this, response:	Igarashi-senpai.
context: I'm glad our hard work paid off.\Ugh, no...\Ear licking?\I get to lick it?\Eep!\I agree, Senpai.\Now all that's left is this,\Igarashi-senpai. response:	Achievement Bonus: Igarashi will kiss Nana.
context: Ugh, no...\Ear licking?\I get to lick it?\Eep!\I agree, Senpai.\Now all that's left is this,\Igarashi-senpai.\Achievement Bonus: Igarashi will kiss Nana. response:	What's this?!
context: Ear licking?\I get to lick it?\Eep!\I agree, Senpai.\Now all that's left is this,\Igarashi-senpai.\Achievement Bonus: Igarashi will kiss Nana.\What's this?! response:	I added it to give her further incentive.
context: I get to lick it?\Eep!\I agree, Senpai.\Now all that's left is this,\Igarashi-senpai.\Achievement Bonus: Igarashi will kiss Nana.\What's this?!\I added it to give her further incentive. response:	Why, you...
context: Eep!\I agree, Senpai.\Now all that's left is this,\Igarashi-senpai.\Achievement Bonus: Igarashi will kiss Nana.\What's this?!\I added it to give her further incentive.\Why, you... response:	Show us that beautiful spirit of yours. Heart.
context: I agree, Senpai.\Now all that's left is this,\Igarashi-senpai.\Achievement Bonus: Igarashi will kiss Nana.\What's this?!\I added it to give her further incentive.\Why, you...\Show us that beautiful spirit of yours. Heart. response:	Excited Excited
context: Now all that's left is this,\Igarashi-senpai.\Achievement Bonus: Igarashi will kiss Nana.\What's this?!\I added it to give her further incentive.\Why, you...\Show us that beautiful spirit of yours. Heart.\Excited Excited response:	Huh?! W-Wait!
context: Igarashi-senpai.\Achievement Bonus: Igarashi will kiss Nana.\What's this?!\I added it to give her further incentive.\Why, you...\Show us that beautiful spirit of yours. Heart.\Excited Excited\Huh?! W-Wait! response:	Wha? SerSave me!
context: Achievement Bonus: Igarashi will kiss Nana.\What's this?!\I added it to give her further incentive.\Why, you...\Show us that beautiful spirit of yours. Heart.\Excited Excited\Huh?! W-Wait!\Wha? SerSave me! response:	Shi
context: What's this?!\I added it to give her further incentive.\Why, you...\Show us that beautiful spirit of yours. Heart.\Excited Excited\Huh?! W-Wait!\Wha? SerSave me!\Shi response:	Mu
context: I added it to give her further incentive.\Why, you...\Show us that beautiful spirit of yours. Heart.\Excited Excited\Huh?! W-Wait!\Wha? SerSave me!\Shi\Mu response:	And so, the Mirage Saga Valentine's Project Award Ceremony
context: Why, you...\Show us that beautiful spirit of yours. Heart.\Excited Excited\Huh?! W-Wait!\Wha? SerSave me!\Shi\Mu\And so, the Mirage Saga Valentine's Project Award Ceremony response:	ended without a hitch.
context: Show us that beautiful spirit of yours. Heart.\Excited Excited\Huh?! W-Wait!\Wha? SerSave me!\Shi\Mu\And so, the Mirage Saga Valentine's Project Award Ceremony\ended without a hitch. response:	What's the matter, Shinomiya-kun? You seem down.
context: Excited Excited\Huh?! W-Wait!\Wha? SerSave me!\Shi\Mu\And so, the Mirage Saga Valentine's Project Award Ceremony\ended without a hitch.\What's the matter, Shinomiya-kun? You seem down. response:	There was a fight in my class today,
context: Huh?! W-Wait!\Wha? SerSave me!\Shi\Mu\And so, the Mirage Saga Valentine's Project Award Ceremony\ended without a hitch.\What's the matter, Shinomiya-kun? You seem down.\There was a fight in my class today, response:	and I somehow ended up having to deal with it.
context: Wha? SerSave me!\Shi\Mu\And so, the Mirage Saga Valentine's Project Award Ceremony\ended without a hitch.\What's the matter, Shinomiya-kun? You seem down.\There was a fight in my class today,\and I somehow ended up having to deal with it. response:	That sounds rough. But why?
context: Shi\Mu\And so, the Mirage Saga Valentine's Project Award Ceremony\ended without a hitch.\What's the matter, Shinomiya-kun? You seem down.\There was a fight in my class today,\and I somehow ended up having to deal with it.\That sounds rough. But why? response:	I told them fighting is for people too much free time,
context: Mu\And so, the Mirage Saga Valentine's Project Award Ceremony\ended without a hitch.\What's the matter, Shinomiya-kun? You seem down.\There was a fight in my class today,\and I somehow ended up having to deal with it.\That sounds rough. But why?\I told them fighting is for people too much free time, response:	and they didn't take it well.
context: And so, the Mirage Saga Valentine's Project Award Ceremony\ended without a hitch.\What's the matter, Shinomiya-kun? You seem down.\There was a fight in my class today,\and I somehow ended up having to deal with it.\That sounds rough. But why?\I told them fighting is for people too much free time,\and they didn't take it well. response:	Oh, I see.
context: ended without a hitch.\What's the matter, Shinomiya-kun? You seem down.\There was a fight in my class today,\and I somehow ended up having to deal with it.\That sounds rough. But why?\I told them fighting is for people too much free time,\and they didn't take it well.\Oh, I see. response:	Shinomiya-kun, you don't get into fights?
context: What's the matter, Shinomiya-kun? You seem down.\There was a fight in my class today,\and I somehow ended up having to deal with it.\That sounds rough. But why?\I told them fighting is for people too much free time,\and they didn't take it well.\Oh, I see.\Shinomiya-kun, you don't get into fights? response:	Let's see... I can't say I much like getting into arms with others.
context: There was a fight in my class today,\and I somehow ended up having to deal with it.\That sounds rough. But why?\I told them fighting is for people too much free time,\and they didn't take it well.\Oh, I see.\Shinomiya-kun, you don't get into fights?\Let's see... I can't say I much like getting into arms with others. response:	I'd rather deal with the iguana.
context: and I somehow ended up having to deal with it.\That sounds rough. But why?\I told them fighting is for people too much free time,\and they didn't take it well.\Oh, I see.\Shinomiya-kun, you don't get into fights?\Let's see... I can't say I much like getting into arms with others.\I'd rather deal with the iguana. response:	I see. Iguanas are nice.
context: That sounds rough. But why?\I told them fighting is for people too much free time,\and they didn't take it well.\Oh, I see.\Shinomiya-kun, you don't get into fights?\Let's see... I can't say I much like getting into arms with others.\I'd rather deal with the iguana.\I see. Iguanas are nice. response:	Next time: Let The Shipping Wars Begin!
context: I told them fighting is for people too much free time,\and they didn't take it well.\Oh, I see.\Shinomiya-kun, you don't get into fights?\Let's see... I can't say I much like getting into arms with others.\I'd rather deal with the iguana.\I see. Iguanas are nice.\Next time: Let The Shipping Wars Begin! response:	Look forward to it!
context: and they didn't take it well.\Oh, I see.\Shinomiya-kun, you don't get into fights?\Let's see... I can't say I much like getting into arms with others.\I'd rather deal with the iguana.\I see. Iguanas are nice.\Next time: Let The Shipping Wars Begin!\Look forward to it! response:	Mutsumi-san, do you never get into fights?
