context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: Over there!\It's a virus!\Hey, looks like a new one just snuck in!\What a fool.\After tens of thousands of his friends just got eradicated...\I'll just annihilate him with one blow, so he won't suffer at least!\Wow, he's Mr. Aggressive now.\Take that! response:	H-Huh?
context: It's a virus!\Hey, looks like a new one just snuck in!\What a fool.\After tens of thousands of his friends just got eradicated...\I'll just annihilate him with one blow, so he won't suffer at least!\Wow, he's Mr. Aggressive now.\Take that!\H-Huh? response:	The antibodies aren't working!
context: Hey, looks like a new one just snuck in!\What a fool.\After tens of thousands of his friends just got eradicated...\I'll just annihilate him with one blow, so he won't suffer at least!\Wow, he's Mr. Aggressive now.\Take that!\H-Huh?\The antibodies aren't working! response:	Which means that...
context: What a fool.\After tens of thousands of his friends just got eradicated...\I'll just annihilate him with one blow, so he won't suffer at least!\Wow, he's Mr. Aggressive now.\Take that!\H-Huh?\The antibodies aren't working!\Which means that... response:	No way.
context: After tens of thousands of his friends just got eradicated...\I'll just annihilate him with one blow, so he won't suffer at least!\Wow, he's Mr. Aggressive now.\Take that!\H-Huh?\The antibodies aren't working!\Which means that...\No way. response:	Could this be
context: I'll just annihilate him with one blow, so he won't suffer at least!\Wow, he's Mr. Aggressive now.\Take that!\H-Huh?\The antibodies aren't working!\Which means that...\No way.\Could this be response:	Type A Influenza?
context: Wow, he's Mr. Aggressive now.\Take that!\H-Huh?\The antibodies aren't working!\Which means that...\No way.\Could this be\Type A Influenza? response:	TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.
context: Take that!\H-Huh?\The antibodies aren't working!\Which means that...\No way.\Could this be\Type A Influenza?\TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale. response:	Type A Influenza.
context: H-Huh?\The antibodies aren't working!\Which means that...\No way.\Could this be\Type A Influenza?\TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.\Type A Influenza. response:	Type A features numerous internal mutations,
context: The antibodies aren't working!\Which means that...\No way.\Could this be\Type A Influenza?\TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.\Type A Influenza.\Type A features numerous internal mutations, response:	and is prone to triggering epidemics on a global scale.
context: Which means that...\No way.\Could this be\Type A Influenza?\TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.\Type A Influenza.\Type A features numerous internal mutations,\and is prone to triggering epidemics on a global scale. response:	My, my!
context: No way.\Could this be\Type A Influenza?\TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.\Type A Influenza.\Type A features numerous internal mutations,\and is prone to triggering epidemics on a global scale.\My, my! response:	Dendritic Cell, this is Macrophage.
context: Could this be\Type A Influenza?\TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.\Type A Influenza.\Type A features numerous internal mutations,\and is prone to triggering epidemics on a global scale.\My, my!\Dendritic Cell, this is Macrophage. response:	It seems that we've been invaded by a Type A Influenza virus this time.
context: Type A Influenza?\TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.\Type A Influenza.\Type A features numerous internal mutations,\and is prone to triggering epidemics on a global scale.\My, my!\Dendritic Cell, this is Macrophage.\It seems that we've been invaded by a Type A Influenza virus this time. response:	All right, then, I'm gonna go whip up some new antibodies!
context: TYPE A INFLUENZA: Type A features numerous internal mutations, and is prone to triggering epidemics on a global scale.\Type A Influenza.\Type A features numerous internal mutations,\and is prone to triggering epidemics on a global scale.\My, my!\Dendritic Cell, this is Macrophage.\It seems that we've been invaded by a Type A Influenza virus this time.\All right, then, I'm gonna go whip up some new antibodies! response:	I'm leaving the rest to you T Cells!
context: Type A Influenza.\Type A features numerous internal mutations,\and is prone to triggering epidemics on a global scale.\My, my!\Dendritic Cell, this is Macrophage.\It seems that we've been invaded by a Type A Influenza virus this time.\All right, then, I'm gonna go whip up some new antibodies!\I'm leaving the rest to you T Cells! response:	H-Hold up! We don't have the strength, either!
context: Type A features numerous internal mutations,\and is prone to triggering epidemics on a global scale.\My, my!\Dendritic Cell, this is Macrophage.\It seems that we've been invaded by a Type A Influenza virus this time.\All right, then, I'm gonna go whip up some new antibodies!\I'm leaving the rest to you T Cells!\H-Hold up! We don't have the strength, either! response:	Right, right. Understood.
context: and is prone to triggering epidemics on a global scale.\My, my!\Dendritic Cell, this is Macrophage.\It seems that we've been invaded by a Type A Influenza virus this time.\All right, then, I'm gonna go whip up some new antibodies!\I'm leaving the rest to you T Cells!\H-Hold up! We don't have the strength, either!\Right, right. Understood. response:	Hello? Dendritic Cell speaking.
context: My, my!\Dendritic Cell, this is Macrophage.\It seems that we've been invaded by a Type A Influenza virus this time.\All right, then, I'm gonna go whip up some new antibodies!\I'm leaving the rest to you T Cells!\H-Hold up! We don't have the strength, either!\Right, right. Understood.\Hello? Dendritic Cell speaking. response:	Requesting reinforcements!
context: Dendritic Cell, this is Macrophage.\It seems that we've been invaded by a Type A Influenza virus this time.\All right, then, I'm gonna go whip up some new antibodies!\I'm leaving the rest to you T Cells!\H-Hold up! We don't have the strength, either!\Right, right. Understood.\Hello? Dendritic Cell speaking.\Requesting reinforcements! response:	Right.
context: It seems that we've been invaded by a Type A Influenza virus this time.\All right, then, I'm gonna go whip up some new antibodies!\I'm leaving the rest to you T Cells!\H-Hold up! We don't have the strength, either!\Right, right. Understood.\Hello? Dendritic Cell speaking.\Requesting reinforcements!\Right. response:	Right, right.
context: All right, then, I'm gonna go whip up some new antibodies!\I'm leaving the rest to you T Cells!\H-Hold up! We don't have the strength, either!\Right, right. Understood.\Hello? Dendritic Cell speaking.\Requesting reinforcements!\Right.\Right, right. response:	Yes. Oh no!
context: I'm leaving the rest to you T Cells!\H-Hold up! We don't have the strength, either!\Right, right. Understood.\Hello? Dendritic Cell speaking.\Requesting reinforcements!\Right.\Right, right.\Yes. Oh no! response:	NEXT EPISODE PREVIEW
context: H-Hold up! We don't have the strength, either!\Right, right. Understood.\Hello? Dendritic Cell speaking.\Requesting reinforcements!\Right.\Right, right.\Yes. Oh no!\NEXT EPISODE PREVIEW response:	Today's snack is glycogen ice cream and hot spring bean paste buns!
context: Right, right. Understood.\Hello? Dendritic Cell speaking.\Requesting reinforcements!\Right.\Right, right.\Yes. Oh no!\NEXT EPISODE PREVIEW\Today's snack is glycogen ice cream and hot spring bean paste buns! response:	Hey, don't overeat.
context: Hello? Dendritic Cell speaking.\Requesting reinforcements!\Right.\Right, right.\Yes. Oh no!\NEXT EPISODE PREVIEW\Today's snack is glycogen ice cream and hot spring bean paste buns!\Hey, don't overeat. response:	Next episode of Cells at Work!,
context: Requesting reinforcements!\Right.\Right, right.\Yes. Oh no!\NEXT EPISODE PREVIEW\Today's snack is glycogen ice cream and hot spring bean paste buns!\Hey, don't overeat.\Next episode of Cells at Work!, response:	Food Poisoning!
context: Right.\Right, right.\Yes. Oh no!\NEXT EPISODE PREVIEW\Today's snack is glycogen ice cream and hot spring bean paste buns!\Hey, don't overeat.\Next episode of Cells at Work!,\Food Poisoning! response:	Hey, wait! Don't tell me it's me!
context: Right, right.\Yes. Oh no!\NEXT EPISODE PREVIEW\Today's snack is glycogen ice cream and hot spring bean paste buns!\Hey, don't overeat.\Next episode of Cells at Work!,\Food Poisoning!\Hey, wait! Don't tell me it's me! response:	EPISODE 4: FOOD POISONING
context: Yes. Oh no!\NEXT EPISODE PREVIEW\Today's snack is glycogen ice cream and hot spring bean paste buns!\Hey, don't overeat.\Next episode of Cells at Work!,\Food Poisoning!\Hey, wait! Don't tell me it's me!\EPISODE 4: FOOD POISONING response:	Of course it's not.
