context: The raid boss is in there, isn't it? response:	So it seems.
context: And you're ordering me?!\You...\I'll remind you what happens\when you get smart with me!\Enough.\I was the one to make the promise.\You will not be the one to deal with Shiro.\The Round Table will contact us. response:	The villain in glasses is probably thinking about how to negotiate with us right now.
context: You...\I'll remind you what happens\when you get smart with me!\Enough.\I was the one to make the promise.\You will not be the one to deal with Shiro.\The Round Table will contact us.\The villain in glasses is probably thinking about how to negotiate with us right now. response:	Let's wait and look forward to seeing what he does.
context: I'll remind you what happens\when you get smart with me!\Enough.\I was the one to make the promise.\You will not be the one to deal with Shiro.\The Round Table will contact us.\The villain in glasses is probably thinking about how to negotiate with us right now.\Let's wait and look forward to seeing what he does. response:	Okay, Indicus?
context: when you get smart with me!\Enough.\I was the one to make the promise.\You will not be the one to deal with Shiro.\The Round Table will contact us.\The villain in glasses is probably thinking about how to negotiate with us right now.\Let's wait and look forward to seeing what he does.\Okay, Indicus? response:	I'm not like Kanami and Leonardo.
context: Enough.\I was the one to make the promise.\You will not be the one to deal with Shiro.\The Round Table will contact us.\The villain in glasses is probably thinking about how to negotiate with us right now.\Let's wait and look forward to seeing what he does.\Okay, Indicus?\I'm not like Kanami and Leonardo. response:	I'm a mere supporting player, like Kazuhiko.
context: I was the one to make the promise.\You will not be the one to deal with Shiro.\The Round Table will contact us.\The villain in glasses is probably thinking about how to negotiate with us right now.\Let's wait and look forward to seeing what he does.\Okay, Indicus?\I'm not like Kanami and Leonardo.\I'm a mere supporting player, like Kazuhiko. response:	But that doesn't mean
context: You will not be the one to deal with Shiro.\The Round Table will contact us.\The villain in glasses is probably thinking about how to negotiate with us right now.\Let's wait and look forward to seeing what he does.\Okay, Indicus?\I'm not like Kanami and Leonardo.\I'm a mere supporting player, like Kazuhiko.\But that doesn't mean response:	I have the option of giving up on the last performance.
context: The Round Table will contact us.\The villain in glasses is probably thinking about how to negotiate with us right now.\Let's wait and look forward to seeing what he does.\Okay, Indicus?\I'm not like Kanami and Leonardo.\I'm a mere supporting player, like Kazuhiko.\But that doesn't mean\I have the option of giving up on the last performance. response:	I need to get stronger, so I can see the clear blue sky
context: The villain in glasses is probably thinking about how to negotiate with us right now.\Let's wait and look forward to seeing what he does.\Okay, Indicus?\I'm not like Kanami and Leonardo.\I'm a mere supporting player, like Kazuhiko.\But that doesn't mean\I have the option of giving up on the last performance.\I need to get stronger, so I can see the clear blue sky response:	that comes after the storm...
context: Let's wait and look forward to seeing what he does.\Okay, Indicus?\I'm not like Kanami and Leonardo.\I'm a mere supporting player, like Kazuhiko.\But that doesn't mean\I have the option of giving up on the last performance.\I need to get stronger, so I can see the clear blue sky\that comes after the storm... response:	Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None
context: Okay, Indicus?\I'm not like Kanami and Leonardo.\I'm a mere supporting player, like Kazuhiko.\But that doesn't mean\I have the option of giving up on the last performance.\I need to get stronger, so I can see the clear blue sky\that comes after the storm...\Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None response:	Did that help Shiroe a little, I wonder?
context: I'm not like Kanami and Leonardo.\I'm a mere supporting player, like Kazuhiko.\But that doesn't mean\I have the option of giving up on the last performance.\I need to get stronger, so I can see the clear blue sky\that comes after the storm...\Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None\Did that help Shiroe a little, I wonder? response:	Little siblings, your big sister did her best!
context: I'm a mere supporting player, like Kazuhiko.\But that doesn't mean\I have the option of giving up on the last performance.\I need to get stronger, so I can see the clear blue sky\that comes after the storm...\Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None\Did that help Shiroe a little, I wonder?\Little siblings, your big sister did her best! response:	I'm hungry...
context: But that doesn't mean\I have the option of giving up on the last performance.\I need to get stronger, so I can see the clear blue sky\that comes after the storm...\Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None\Did that help Shiroe a little, I wonder?\Little siblings, your big sister did her best!\I'm hungry... response:	Come to think of it, so am I.
context: I have the option of giving up on the last performance.\I need to get stronger, so I can see the clear blue sky\that comes after the storm...\Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None\Did that help Shiroe a little, I wonder?\Little siblings, your big sister did her best!\I'm hungry...\Come to think of it, so am I. response:	We haven't eaten anything since yesterday!
context: I need to get stronger, so I can see the clear blue sky\that comes after the storm...\Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None\Did that help Shiroe a little, I wonder?\Little siblings, your big sister did her best!\I'm hungry...\Come to think of it, so am I.\We haven't eaten anything since yesterday! response:	I miss mayonnaise.
context: that comes after the storm...\Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None\Did that help Shiroe a little, I wonder?\Little siblings, your big sister did her best!\I'm hungry...\Come to think of it, so am I.\We haven't eaten anything since yesterday!\I miss mayonnaise. response:	When you're tired, you need red bean buns.
context: Ruin Islands Jacksea Japan Server Ruin Islands Jacksea Field/Monsters Present PvP Permitted Skill Use Permitted Entry Restrictions/None Exit Restrictions/None\Did that help Shiroe a little, I wonder?\Little siblings, your big sister did her best!\I'm hungry...\Come to think of it, so am I.\We haven't eaten anything since yesterday!\I miss mayonnaise.\When you're tired, you need red bean buns. response:	Or we could have gelatin sometimes.
context: Did that help Shiroe a little, I wonder?\Little siblings, your big sister did her best!\I'm hungry...\Come to think of it, so am I.\We haven't eaten anything since yesterday!\I miss mayonnaise.\When you're tired, you need red bean buns.\Or we could have gelatin sometimes. response:	Let's eat breakfast as soon as we get back, then.
context: Little siblings, your big sister did her best!\I'm hungry...\Come to think of it, so am I.\We haven't eaten anything since yesterday!\I miss mayonnaise.\When you're tired, you need red bean buns.\Or we could have gelatin sometimes.\Let's eat breakfast as soon as we get back, then. response:	I'll give it all I've got and make you my best meal.
context: I'm hungry...\Come to think of it, so am I.\We haven't eaten anything since yesterday!\I miss mayonnaise.\When you're tired, you need red bean buns.\Or we could have gelatin sometimes.\Let's eat breakfast as soon as we get back, then.\I'll give it all I've got and make you my best meal. response:	Then we're having curry! Right, Chief?
context: Come to think of it, so am I.\We haven't eaten anything since yesterday!\I miss mayonnaise.\When you're tired, you need red bean buns.\Or we could have gelatin sometimes.\Let's eat breakfast as soon as we get back, then.\I'll give it all I've got and make you my best meal.\Then we're having curry! Right, Chief? response:	My lord? My lord?
context: We haven't eaten anything since yesterday!\I miss mayonnaise.\When you're tired, you need red bean buns.\Or we could have gelatin sometimes.\Let's eat breakfast as soon as we get back, then.\I'll give it all I've got and make you my best meal.\Then we're having curry! Right, Chief?\My lord? My lord? response:	What is it, Akatsuki?
context: I miss mayonnaise.\When you're tired, you need red bean buns.\Or we could have gelatin sometimes.\Let's eat breakfast as soon as we get back, then.\I'll give it all I've got and make you my best meal.\Then we're having curry! Right, Chief?\My lord? My lord?\What is it, Akatsuki? response:	Good work, for now.
context: When you're tired, you need red bean buns.\Or we could have gelatin sometimes.\Let's eat breakfast as soon as we get back, then.\I'll give it all I've got and make you my best meal.\Then we're having curry! Right, Chief?\My lord? My lord?\What is it, Akatsuki?\Good work, for now. response:	You, too, Akatsuki.
context: Or we could have gelatin sometimes.\Let's eat breakfast as soon as we get back, then.\I'll give it all I've got and make you my best meal.\Then we're having curry! Right, Chief?\My lord? My lord?\What is it, Akatsuki?\Good work, for now.\You, too, Akatsuki. response:	Let's eat!
context: Let's eat breakfast as soon as we get back, then.\I'll give it all I've got and make you my best meal.\Then we're having curry! Right, Chief?\My lord? My lord?\What is it, Akatsuki?\Good work, for now.\You, too, Akatsuki.\Let's eat! response:	Hey, where's the old man?
context: I'll give it all I've got and make you my best meal.\Then we're having curry! Right, Chief?\My lord? My lord?\What is it, Akatsuki?\Good work, for now.\You, too, Akatsuki.\Let's eat!\Hey, where's the old man? response:	Still fixing the communications equipment.
context: Then we're having curry! Right, Chief?\My lord? My lord?\What is it, Akatsuki?\Good work, for now.\You, too, Akatsuki.\Let's eat!\Hey, where's the old man?\Still fixing the communications equipment. response:	And we're stuck looking after Regan?
context: My lord? My lord?\What is it, Akatsuki?\Good work, for now.\You, too, Akatsuki.\Let's eat!\Hey, where's the old man?\Still fixing the communications equipment.\And we're stuck looking after Regan? response:	I want to take a bath.
context: What is it, Akatsuki?\Good work, for now.\You, too, Akatsuki.\Let's eat!\Hey, where's the old man?\Still fixing the communications equipment.\And we're stuck looking after Regan?\I want to take a bath. response:	Well, it's fine.
context: Good work, for now.\You, too, Akatsuki.\Let's eat!\Hey, where's the old man?\Still fixing the communications equipment.\And we're stuck looking after Regan?\I want to take a bath.\Well, it's fine. response:	While we're here, let's practice a little.
context: You, too, Akatsuki.\Let's eat!\Hey, where's the old man?\Still fixing the communications equipment.\And we're stuck looking after Regan?\I want to take a bath.\Well, it's fine.\While we're here, let's practice a little. response:	The old man's gone! He ran!
context: Let's eat!\Hey, where's the old man?\Still fixing the communications equipment.\And we're stuck looking after Regan?\I want to take a bath.\Well, it's fine.\While we're here, let's practice a little.\The old man's gone! He ran! response:	There's still more mabo!
context: Hey, where's the old man?\Still fixing the communications equipment.\And we're stuck looking after Regan?\I want to take a bath.\Well, it's fine.\While we're here, let's practice a little.\The old man's gone! He ran!\There's still more mabo! response:	No, my lord needs more curry.
context: Still fixing the communications equipment.\And we're stuck looking after Regan?\I want to take a bath.\Well, it's fine.\While we're here, let's practice a little.\The old man's gone! He ran!\There's still more mabo!\No, my lord needs more curry. response:	No, I'm full...
context: And we're stuck looking after Regan?\I want to take a bath.\Well, it's fine.\While we're here, let's practice a little.\The old man's gone! He ran!\There's still more mabo!\No, my lord needs more curry.\No, I'm full... response:	It looks good.
context: I want to take a bath.\Well, it's fine.\While we're here, let's practice a little.\The old man's gone! He ran!\There's still more mabo!\No, my lord needs more curry.\No, I'm full...\It looks good. response:	May I join you?
context: Well, it's fine.\While we're here, let's practice a little.\The old man's gone! He ran!\There's still more mabo!\No, my lord needs more curry.\No, I'm full...\It looks good.\May I join you? response:	The End
