context: Back then, I wasn't really able to love someone properly. response:	Yet, I couldn't help but want to be loved.
context: I can't picture his face anymore.\And I really liked him. And with Shoji too.\I don't wanna think about Shoji now. I don't wanna remember anything.\In the meantime, how am I gonna spend the day tomorrow?\As long as I have work, I've got something else to put my mind on.\But I don't work until the day after tomorrow.\On the other hand, if I think I've gotta put up with Ms. Sakagami\telling me how useless I am, I really don't wanna go. response:	I wanna look for another job and quit this one right away.
context: And I really liked him. And with Shoji too.\I don't wanna think about Shoji now. I don't wanna remember anything.\In the meantime, how am I gonna spend the day tomorrow?\As long as I have work, I've got something else to put my mind on.\But I don't work until the day after tomorrow.\On the other hand, if I think I've gotta put up with Ms. Sakagami\telling me how useless I am, I really don't wanna go.\I wanna look for another job and quit this one right away. response:	No matter how I think it through, I'm just not suited for that workplace.
context: I don't wanna think about Shoji now. I don't wanna remember anything.\In the meantime, how am I gonna spend the day tomorrow?\As long as I have work, I've got something else to put my mind on.\But I don't work until the day after tomorrow.\On the other hand, if I think I've gotta put up with Ms. Sakagami\telling me how useless I am, I really don't wanna go.\I wanna look for another job and quit this one right away.\No matter how I think it through, I'm just not suited for that workplace. response:	But I wonder, is there such a place in this world I'm suited for?
context: In the meantime, how am I gonna spend the day tomorrow?\As long as I have work, I've got something else to put my mind on.\But I don't work until the day after tomorrow.\On the other hand, if I think I've gotta put up with Ms. Sakagami\telling me how useless I am, I really don't wanna go.\I wanna look for another job and quit this one right away.\No matter how I think it through, I'm just not suited for that workplace.\But I wonder, is there such a place in this world I'm suited for? response:	I envy Nana.
context: As long as I have work, I've got something else to put my mind on.\But I don't work until the day after tomorrow.\On the other hand, if I think I've gotta put up with Ms. Sakagami\telling me how useless I am, I really don't wanna go.\I wanna look for another job and quit this one right away.\No matter how I think it through, I'm just not suited for that workplace.\But I wonder, is there such a place in this world I'm suited for?\I envy Nana. response:	Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!
context: But I don't work until the day after tomorrow.\On the other hand, if I think I've gotta put up with Ms. Sakagami\telling me how useless I am, I really don't wanna go.\I wanna look for another job and quit this one right away.\No matter how I think it through, I'm just not suited for that workplace.\But I wonder, is there such a place in this world I'm suited for?\I envy Nana.\Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha! response:	Why not ask me out?! I wanna go to the amusement park, too!
context: On the other hand, if I think I've gotta put up with Ms. Sakagami\telling me how useless I am, I really don't wanna go.\I wanna look for another job and quit this one right away.\No matter how I think it through, I'm just not suited for that workplace.\But I wonder, is there such a place in this world I'm suited for?\I envy Nana.\Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!\Why not ask me out?! I wanna go to the amusement park, too! response:	Anyway, I'm going out.
context: telling me how useless I am, I really don't wanna go.\I wanna look for another job and quit this one right away.\No matter how I think it through, I'm just not suited for that workplace.\But I wonder, is there such a place in this world I'm suited for?\I envy Nana.\Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!\Why not ask me out?! I wanna go to the amusement park, too!\Anyway, I'm going out. response:	I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.
context: I wanna look for another job and quit this one right away.\No matter how I think it through, I'm just not suited for that workplace.\But I wonder, is there such a place in this world I'm suited for?\I envy Nana.\Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!\Why not ask me out?! I wanna go to the amusement park, too!\Anyway, I'm going out.\I know. I'll go shopping. I'll buy clothes, and make up, and everything I want. response:	I'm going on a shopping spree.
context: No matter how I think it through, I'm just not suited for that workplace.\But I wonder, is there such a place in this world I'm suited for?\I envy Nana.\Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!\Why not ask me out?! I wanna go to the amusement park, too!\Anyway, I'm going out.\I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.\I'm going on a shopping spree. response:	But I don't have any money.
context: But I wonder, is there such a place in this world I'm suited for?\I envy Nana.\Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!\Why not ask me out?! I wanna go to the amusement park, too!\Anyway, I'm going out.\I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.\I'm going on a shopping spree.\But I don't have any money. response:	I put that 300,000 yen my mom gave me in a CD deposit.
context: I envy Nana.\Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!\Why not ask me out?! I wanna go to the amusement park, too!\Anyway, I'm going out.\I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.\I'm going on a shopping spree.\But I don't have any money.\I put that 300,000 yen my mom gave me in a CD deposit. response:	Hello.
context: Good morning! I'm going to the amusement park with Misato! I'll bet you're envious! Ha ha ha!\Why not ask me out?! I wanna go to the amusement park, too!\Anyway, I'm going out.\I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.\I'm going on a shopping spree.\But I don't have any money.\I put that 300,000 yen my mom gave me in a CD deposit.\Hello. response:	The interest rate isn't that great.
context: Why not ask me out?! I wanna go to the amusement park, too!\Anyway, I'm going out.\I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.\I'm going on a shopping spree.\But I don't have any money.\I put that 300,000 yen my mom gave me in a CD deposit.\Hello.\The interest rate isn't that great. response:	- I shouldn't have done it. - Um,
context: Anyway, I'm going out.\I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.\I'm going on a shopping spree.\But I don't have any money.\I put that 300,000 yen my mom gave me in a CD deposit.\Hello.\The interest rate isn't that great.\- I shouldn't have done it. - Um, response:	- I no longer care about - if you're looking for that color...
context: I know. I'll go shopping. I'll buy clothes, and make up, and everything I want.\I'm going on a shopping spree.\But I don't have any money.\I put that 300,000 yen my mom gave me in a CD deposit.\Hello.\The interest rate isn't that great.\- I shouldn't have done it. - Um,\- I no longer care about - if you're looking for that color... response:	that detached home with a yard!
context: I'm going on a shopping spree.\But I don't have any money.\I put that 300,000 yen my mom gave me in a CD deposit.\Hello.\The interest rate isn't that great.\- I shouldn't have done it. - Um,\- I no longer care about - if you're looking for that color...\that detached home with a yard! response:	M-Miss?
context: But I don't have any money.\I put that 300,000 yen my mom gave me in a CD deposit.\Hello.\The interest rate isn't that great.\- I shouldn't have done it. - Um,\- I no longer care about - if you're looking for that color...\that detached home with a yard!\M-Miss? response:	Why is the city full of couples on holidays?
context: I put that 300,000 yen my mom gave me in a CD deposit.\Hello.\The interest rate isn't that great.\- I shouldn't have done it. - Um,\- I no longer care about - if you're looking for that color...\that detached home with a yard!\M-Miss?\Why is the city full of couples on holidays? response:	I'm going home.
context: Hello.\The interest rate isn't that great.\- I shouldn't have done it. - Um,\- I no longer care about - if you're looking for that color...\that detached home with a yard!\M-Miss?\Why is the city full of couples on holidays?\I'm going home. response:	It's already seven o'clock.
context: The interest rate isn't that great.\- I shouldn't have done it. - Um,\- I no longer care about - if you're looking for that color...\that detached home with a yard!\M-Miss?\Why is the city full of couples on holidays?\I'm going home.\It's already seven o'clock. response:	I hardly did anything today.
context: - I shouldn't have done it. - Um,\- I no longer care about - if you're looking for that color...\that detached home with a yard!\M-Miss?\Why is the city full of couples on holidays?\I'm going home.\It's already seven o'clock.\I hardly did anything today. response:	Yet I'm really hungry. What should I do about dinner?
context: - I no longer care about - if you're looking for that color...\that detached home with a yard!\M-Miss?\Why is the city full of couples on holidays?\I'm going home.\It's already seven o'clock.\I hardly did anything today.\Yet I'm really hungry. What should I do about dinner? response:	Oh, I know. I'll go to Jackson's.
context: that detached home with a yard!\M-Miss?\Why is the city full of couples on holidays?\I'm going home.\It's already seven o'clock.\I hardly did anything today.\Yet I'm really hungry. What should I do about dinner?\Oh, I know. I'll go to Jackson's. response:	The people there know me, so I won't be lonely even if I go alone.
context: M-Miss?\Why is the city full of couples on holidays?\I'm going home.\It's already seven o'clock.\I hardly did anything today.\Yet I'm really hungry. What should I do about dinner?\Oh, I know. I'll go to Jackson's.\The people there know me, so I won't be lonely even if I go alone. response:	But Shoji also hangs out there.
context: Why is the city full of couples on holidays?\I'm going home.\It's already seven o'clock.\I hardly did anything today.\Yet I'm really hungry. What should I do about dinner?\Oh, I know. I'll go to Jackson's.\The people there know me, so I won't be lonely even if I go alone.\But Shoji also hangs out there. response:	I changed my mind.
context: I'm going home.\It's already seven o'clock.\I hardly did anything today.\Yet I'm really hungry. What should I do about dinner?\Oh, I know. I'll go to Jackson's.\The people there know me, so I won't be lonely even if I go alone.\But Shoji also hangs out there.\I changed my mind. response:	I'll go to the supermarket and buy something to cook.
context: It's already seven o'clock.\I hardly did anything today.\Yet I'm really hungry. What should I do about dinner?\Oh, I know. I'll go to Jackson's.\The people there know me, so I won't be lonely even if I go alone.\But Shoji also hangs out there.\I changed my mind.\I'll go to the supermarket and buy something to cook. response:	I've gotta spend less.
context: I hardly did anything today.\Yet I'm really hungry. What should I do about dinner?\Oh, I know. I'll go to Jackson's.\The people there know me, so I won't be lonely even if I go alone.\But Shoji also hangs out there.\I changed my mind.\I'll go to the supermarket and buy something to cook.\I've gotta spend less. response:	Misato's in high school, so she's got classes from tomorrow.
context: Yet I'm really hungry. What should I do about dinner?\Oh, I know. I'll go to Jackson's.\The people there know me, so I won't be lonely even if I go alone.\But Shoji also hangs out there.\I changed my mind.\I'll go to the supermarket and buy something to cook.\I've gotta spend less.\Misato's in high school, so she's got classes from tomorrow. response:	I'm sure she's on the train returning home about now.
context: Oh, I know. I'll go to Jackson's.\The people there know me, so I won't be lonely even if I go alone.\But Shoji also hangs out there.\I changed my mind.\I'll go to the supermarket and buy something to cook.\I've gotta spend less.\Misato's in high school, so she's got classes from tomorrow.\I'm sure she's on the train returning home about now. response:	Then Nana could be back soon.
context: The people there know me, so I won't be lonely even if I go alone.\But Shoji also hangs out there.\I changed my mind.\I'll go to the supermarket and buy something to cook.\I've gotta spend less.\Misato's in high school, so she's got classes from tomorrow.\I'm sure she's on the train returning home about now.\Then Nana could be back soon. response:	The ground meat's on sale. I'll make hamburgers.
context: But Shoji also hangs out there.\I changed my mind.\I'll go to the supermarket and buy something to cook.\I've gotta spend less.\Misato's in high school, so she's got classes from tomorrow.\I'm sure she's on the train returning home about now.\Then Nana could be back soon.\The ground meat's on sale. I'll make hamburgers. response:	Why must I run into her here? Does she live around here too?
context: I changed my mind.\I'll go to the supermarket and buy something to cook.\I've gotta spend less.\Misato's in high school, so she's got classes from tomorrow.\I'm sure she's on the train returning home about now.\Then Nana could be back soon.\The ground meat's on sale. I'll make hamburgers.\Why must I run into her here? Does she live around here too? response:	Or maybe she's about to go to Shoji's place... and cook in that kitchen...
context: I'll go to the supermarket and buy something to cook.\I've gotta spend less.\Misato's in high school, so she's got classes from tomorrow.\I'm sure she's on the train returning home about now.\Then Nana could be back soon.\The ground meat's on sale. I'll make hamburgers.\Why must I run into her here? Does she live around here too?\Or maybe she's about to go to Shoji's place... and cook in that kitchen... response:	You're home, Hachiko. Where'd you go?
context: I've gotta spend less.\Misato's in high school, so she's got classes from tomorrow.\I'm sure she's on the train returning home about now.\Then Nana could be back soon.\The ground meat's on sale. I'll make hamburgers.\Why must I run into her here? Does she live around here too?\Or maybe she's about to go to Shoji's place... and cook in that kitchen...\You're home, Hachiko. Where'd you go? response:	Hello. Great timing. I just finished preparing dinner.
context: Misato's in high school, so she's got classes from tomorrow.\I'm sure she's on the train returning home about now.\Then Nana could be back soon.\The ground meat's on sale. I'll make hamburgers.\Why must I run into her here? Does she live around here too?\Or maybe she's about to go to Shoji's place... and cook in that kitchen...\You're home, Hachiko. Where'd you go?\Hello. Great timing. I just finished preparing dinner. response:	Look at her. Isn't Misato super cute?
context: I'm sure she's on the train returning home about now.\Then Nana could be back soon.\The ground meat's on sale. I'll make hamburgers.\Why must I run into her here? Does she live around here too?\Or maybe she's about to go to Shoji's place... and cook in that kitchen...\You're home, Hachiko. Where'd you go?\Hello. Great timing. I just finished preparing dinner.\Look at her. Isn't Misato super cute? response:	Nana bought this for me.
context: Then Nana could be back soon.\The ground meat's on sale. I'll make hamburgers.\Why must I run into her here? Does she live around here too?\Or maybe she's about to go to Shoji's place... and cook in that kitchen...\You're home, Hachiko. Where'd you go?\Hello. Great timing. I just finished preparing dinner.\Look at her. Isn't Misato super cute?\Nana bought this for me. response:	Wha?
context: The ground meat's on sale. I'll make hamburgers.\Why must I run into her here? Does she live around here too?\Or maybe she's about to go to Shoji's place... and cook in that kitchen...\You're home, Hachiko. Where'd you go?\Hello. Great timing. I just finished preparing dinner.\Look at her. Isn't Misato super cute?\Nana bought this for me.\Wha? response:	Stop taking them away.
context: Why must I run into her here? Does she live around here too?\Or maybe she's about to go to Shoji's place... and cook in that kitchen...\You're home, Hachiko. Where'd you go?\Hello. Great timing. I just finished preparing dinner.\Look at her. Isn't Misato super cute?\Nana bought this for me.\Wha?\Stop taking them away. response:	Hachi?
context: Or maybe she's about to go to Shoji's place... and cook in that kitchen...\You're home, Hachiko. Where'd you go?\Hello. Great timing. I just finished preparing dinner.\Look at her. Isn't Misato super cute?\Nana bought this for me.\Wha?\Stop taking them away.\Hachi? response:	Everyone's taking away my places of comfort.
context: You're home, Hachiko. Where'd you go?\Hello. Great timing. I just finished preparing dinner.\Look at her. Isn't Misato super cute?\Nana bought this for me.\Wha?\Stop taking them away.\Hachi?\Everyone's taking away my places of comfort. response:	Is this girl gonna stay here tonight, too?
context: Hello. Great timing. I just finished preparing dinner.\Look at her. Isn't Misato super cute?\Nana bought this for me.\Wha?\Stop taking them away.\Hachi?\Everyone's taking away my places of comfort.\Is this girl gonna stay here tonight, too? response:	This is my home, too!
context: Look at her. Isn't Misato super cute?\Nana bought this for me.\Wha?\Stop taking them away.\Hachi?\Everyone's taking away my places of comfort.\Is this girl gonna stay here tonight, too?\This is my home, too! response:	So don't just do as you please, Nana!
context: Nana bought this for me.\Wha?\Stop taking them away.\Hachi?\Everyone's taking away my places of comfort.\Is this girl gonna stay here tonight, too?\This is my home, too!\So don't just do as you please, Nana! response:	That moment, I was convinced Nana would be furious.
context: Wha?\Stop taking them away.\Hachi?\Everyone's taking away my places of comfort.\Is this girl gonna stay here tonight, too?\This is my home, too!\So don't just do as you please, Nana!\That moment, I was convinced Nana would be furious. response:	But she had the expression of a scolded child.
context: Stop taking them away.\Hachi?\Everyone's taking away my places of comfort.\Is this girl gonna stay here tonight, too?\This is my home, too!\So don't just do as you please, Nana!\That moment, I was convinced Nana would be furious.\But she had the expression of a scolded child. response:	Every time I think back about it, it hurts me.
context: Hachi?\Everyone's taking away my places of comfort.\Is this girl gonna stay here tonight, too?\This is my home, too!\So don't just do as you please, Nana!\That moment, I was convinced Nana would be furious.\But she had the expression of a scolded child.\Every time I think back about it, it hurts me. response:	Back then, if I were a bit more mature,
context: Everyone's taking away my places of comfort.\Is this girl gonna stay here tonight, too?\This is my home, too!\So don't just do as you please, Nana!\That moment, I was convinced Nana would be furious.\But she had the expression of a scolded child.\Every time I think back about it, it hurts me.\Back then, if I were a bit more mature, response:	and a bit more understanding of your weaknesses,
context: Is this girl gonna stay here tonight, too?\This is my home, too!\So don't just do as you please, Nana!\That moment, I was convinced Nana would be furious.\But she had the expression of a scolded child.\Every time I think back about it, it hurts me.\Back then, if I were a bit more mature,\and a bit more understanding of your weaknesses, response:	would our future have been different?
context: This is my home, too!\So don't just do as you please, Nana!\That moment, I was convinced Nana would be furious.\But she had the expression of a scolded child.\Every time I think back about it, it hurts me.\Back then, if I were a bit more mature,\and a bit more understanding of your weaknesses,\would our future have been different? response:	I reached into the sky
context: So don't just do as you please, Nana!\That moment, I was convinced Nana would be furious.\But she had the expression of a scolded child.\Every time I think back about it, it hurts me.\Back then, if I were a bit more mature,\and a bit more understanding of your weaknesses,\would our future have been different?\I reached into the sky response:	But I couldn't reach what I wanted
context: That moment, I was convinced Nana would be furious.\But she had the expression of a scolded child.\Every time I think back about it, it hurts me.\Back then, if I were a bit more mature,\and a bit more understanding of your weaknesses,\would our future have been different?\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: But she had the expression of a scolded child.\Every time I think back about it, it hurts me.\Back then, if I were a bit more mature,\and a bit more understanding of your weaknesses,\would our future have been different?\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Every time I think back about it, it hurts me.\Back then, if I were a bit more mature,\and a bit more understanding of your weaknesses,\would our future have been different?\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: Back then, if I were a bit more mature,\and a bit more understanding of your weaknesses,\would our future have been different?\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: and a bit more understanding of your weaknesses,\would our future have been different?\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: would our future have been different?\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
