context: All right, homeroom's over! response:	Okay, guys, give it your all today!
context: Pretty unusual. Are you ditching, too?\You look like you're hurting.\Do I?\Yeah.\I do, huh?\Shu... I'm gonna say something just a little bit uncalled for now, okay?\I might be just as clueless as you always say I am.\I have no idea what other people are feeling unless they tell me. response:	I think you're doing the right thing, okay?
context: You look like you're hurting.\Do I?\Yeah.\I do, huh?\Shu... I'm gonna say something just a little bit uncalled for now, okay?\I might be just as clueless as you always say I am.\I have no idea what other people are feeling unless they tell me.\I think you're doing the right thing, okay? response:	I think it's the considerate, mature call to make.
context: Do I?\Yeah.\I do, huh?\Shu... I'm gonna say something just a little bit uncalled for now, okay?\I might be just as clueless as you always say I am.\I have no idea what other people are feeling unless they tell me.\I think you're doing the right thing, okay?\I think it's the considerate, mature call to make. response:	But still.
context: Yeah.\I do, huh?\Shu... I'm gonna say something just a little bit uncalled for now, okay?\I might be just as clueless as you always say I am.\I have no idea what other people are feeling unless they tell me.\I think you're doing the right thing, okay?\I think it's the considerate, mature call to make.\But still. response:	I also think that you should do what it is that you really want to do.
context: I do, huh?\Shu... I'm gonna say something just a little bit uncalled for now, okay?\I might be just as clueless as you always say I am.\I have no idea what other people are feeling unless they tell me.\I think you're doing the right thing, okay?\I think it's the considerate, mature call to make.\But still.\I also think that you should do what it is that you really want to do. response:	I'm going to support you.
context: Shu... I'm gonna say something just a little bit uncalled for now, okay?\I might be just as clueless as you always say I am.\I have no idea what other people are feeling unless they tell me.\I think you're doing the right thing, okay?\I think it's the considerate, mature call to make.\But still.\I also think that you should do what it is that you really want to do.\I'm going to support you. response:	If you're not gonna do anything, I'll support you for not doing anything.
context: I might be just as clueless as you always say I am.\I have no idea what other people are feeling unless they tell me.\I think you're doing the right thing, okay?\I think it's the considerate, mature call to make.\But still.\I also think that you should do what it is that you really want to do.\I'm going to support you.\If you're not gonna do anything, I'll support you for not doing anything. response:	And if necessary...
context: I have no idea what other people are feeling unless they tell me.\I think you're doing the right thing, okay?\I think it's the considerate, mature call to make.\But still.\I also think that you should do what it is that you really want to do.\I'm going to support you.\If you're not gonna do anything, I'll support you for not doing anything.\And if necessary... response:	I'll also give you a push.
context: I think you're doing the right thing, okay?\I think it's the considerate, mature call to make.\But still.\I also think that you should do what it is that you really want to do.\I'm going to support you.\If you're not gonna do anything, I'll support you for not doing anything.\And if necessary...\I'll also give you a push. response:	What would you be giving me a push for, Raku?
context: I think it's the considerate, mature call to make.\But still.\I also think that you should do what it is that you really want to do.\I'm going to support you.\If you're not gonna do anything, I'll support you for not doing anything.\And if necessary...\I'll also give you a push.\What would you be giving me a push for, Raku? response:	I've just had my heart broken in spectacular fashion.
context: But still.\I also think that you should do what it is that you really want to do.\I'm going to support you.\If you're not gonna do anything, I'll support you for not doing anything.\And if necessary...\I'll also give you a push.\What would you be giving me a push for, Raku?\I've just had my heart broken in spectacular fashion. response:	What can I do when the romance is long over?
context: I also think that you should do what it is that you really want to do.\I'm going to support you.\If you're not gonna do anything, I'll support you for not doing anything.\And if necessary...\I'll also give you a push.\What would you be giving me a push for, Raku?\I've just had my heart broken in spectacular fashion.\What can I do when the romance is long over? response:	It's all right.
context: I'm going to support you.\If you're not gonna do anything, I'll support you for not doing anything.\And if necessary...\I'll also give you a push.\What would you be giving me a push for, Raku?\I've just had my heart broken in spectacular fashion.\What can I do when the romance is long over?\It's all right. response:	I don't have a single regret.
context: If you're not gonna do anything, I'll support you for not doing anything.\And if necessary...\I'll also give you a push.\What would you be giving me a push for, Raku?\I've just had my heart broken in spectacular fashion.\What can I do when the romance is long over?\It's all right.\I don't have a single regret. response:	Well, that lie...
context: And if necessary...\I'll also give you a push.\What would you be giving me a push for, Raku?\I've just had my heart broken in spectacular fashion.\What can I do when the romance is long over?\It's all right.\I don't have a single regret.\Well, that lie... response:	I don't think it even has to be me to spot it.
context: I'll also give you a push.\What would you be giving me a push for, Raku?\I've just had my heart broken in spectacular fashion.\What can I do when the romance is long over?\It's all right.\I don't have a single regret.\Well, that lie...\I don't think it even has to be me to spot it. response:	You know what? You're the only mature one in the bunch.
context: What would you be giving me a push for, Raku?\I've just had my heart broken in spectacular fashion.\What can I do when the romance is long over?\It's all right.\I don't have a single regret.\Well, that lie...\I don't think it even has to be me to spot it.\You know what? You're the only mature one in the bunch. response:	Don't forget to enjoy your youth!
context: I've just had my heart broken in spectacular fashion.\What can I do when the romance is long over?\It's all right.\I don't have a single regret.\Well, that lie...\I don't think it even has to be me to spot it.\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth! response:	Raku...
context: What can I do when the romance is long over?\It's all right.\I don't have a single regret.\Well, that lie...\I don't think it even has to be me to spot it.\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Raku... response:	Could you give my back one hell of a push?
context: It's all right.\I don't have a single regret.\Well, that lie...\I don't think it even has to be me to spot it.\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Raku...\Could you give my back one hell of a push? response:	She's at the taxi stand in front of the crosswalk!
context: I don't have a single regret.\Well, that lie...\I don't think it even has to be me to spot it.\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Raku...\Could you give my back one hell of a push?\She's at the taxi stand in front of the crosswalk! response:	Go!
context: Well, that lie...\I don't think it even has to be me to spot it.\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Raku...\Could you give my back one hell of a push?\She's at the taxi stand in front of the crosswalk!\Go! response:	I...
context: I don't think it even has to be me to spot it.\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Raku...\Could you give my back one hell of a push?\She's at the taxi stand in front of the crosswalk!\Go!\I... response:	But...
context: You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Raku...\Could you give my back one hell of a push?\She's at the taxi stand in front of the crosswalk!\Go!\I...\But... response:	Seriously, that Four Eyes...
context: Don't forget to enjoy your youth!\Raku...\Could you give my back one hell of a push?\She's at the taxi stand in front of the crosswalk!\Go!\I...\But...\Seriously, that Four Eyes... response:	Where did he go, ditching his duties?
context: Raku...\Could you give my back one hell of a push?\She's at the taxi stand in front of the crosswalk!\Go!\I...\But...\Seriously, that Four Eyes...\Where did he go, ditching his duties? response:	Hey, Maiko! This is your job...
context: Could you give my back one hell of a push?\She's at the taxi stand in front of the crosswalk!\Go!\I...\But...\Seriously, that Four Eyes...\Where did he go, ditching his duties?\Hey, Maiko! This is your job... response:	Was that... Maiko?
context: She's at the taxi stand in front of the crosswalk!\Go!\I...\But...\Seriously, that Four Eyes...\Where did he go, ditching his duties?\Hey, Maiko! This is your job...\Was that... Maiko? response:	Thank you!
context: Go!\I...\But...\Seriously, that Four Eyes...\Where did he go, ditching his duties?\Hey, Maiko! This is your job...\Was that... Maiko?\Thank you! response:	Right!
context: I...\But...\Seriously, that Four Eyes...\Where did he go, ditching his duties?\Hey, Maiko! This is your job...\Was that... Maiko?\Thank you!\Right! response:	Teacher!
context: But...\Seriously, that Four Eyes...\Where did he go, ditching his duties?\Hey, Maiko! This is your job...\Was that... Maiko?\Thank you!\Right!\Teacher! response:	Maiko?
context: Seriously, that Four Eyes...\Where did he go, ditching his duties?\Hey, Maiko! This is your job...\Was that... Maiko?\Thank you!\Right!\Teacher!\Maiko? response:	Hey, you are enjoying your youth.
context: Where did he go, ditching his duties?\Hey, Maiko! This is your job...\Was that... Maiko?\Thank you!\Right!\Teacher!\Maiko?\Hey, you are enjoying your youth. response:	You're gonna make an awesome man someday.
context: Hey, Maiko! This is your job...\Was that... Maiko?\Thank you!\Right!\Teacher!\Maiko?\Hey, you are enjoying your youth.\You're gonna make an awesome man someday. response:	Take care, Maiko!
context: Was that... Maiko?\Thank you!\Right!\Teacher!\Maiko?\Hey, you are enjoying your youth.\You're gonna make an awesome man someday.\Take care, Maiko! response:	Did I meddle too much?
context: Thank you!\Right!\Teacher!\Maiko?\Hey, you are enjoying your youth.\You're gonna make an awesome man someday.\Take care, Maiko!\Did I meddle too much? response:	No.
context: Right!\Teacher!\Maiko?\Hey, you are enjoying your youth.\You're gonna make an awesome man someday.\Take care, Maiko!\Did I meddle too much?\No. response:	Hey, Raku...
context: Teacher!\Maiko?\Hey, you are enjoying your youth.\You're gonna make an awesome man someday.\Take care, Maiko!\Did I meddle too much?\No.\Hey, Raku... response:	You promised me.
context: Maiko?\Hey, you are enjoying your youth.\You're gonna make an awesome man someday.\Take care, Maiko!\Did I meddle too much?\No.\Hey, Raku...\You promised me. response:	Treat me to some octopus balls!
context: Hey, you are enjoying your youth.\You're gonna make an awesome man someday.\Take care, Maiko!\Did I meddle too much?\No.\Hey, Raku...\You promised me.\Treat me to some octopus balls! response:	Did I do the right thing, I wonder?
context: You're gonna make an awesome man someday.\Take care, Maiko!\Did I meddle too much?\No.\Hey, Raku...\You promised me.\Treat me to some octopus balls!\Did I do the right thing, I wonder? response:	Hey, thanks, Raku.
context: Take care, Maiko!\Did I meddle too much?\No.\Hey, Raku...\You promised me.\Treat me to some octopus balls!\Did I do the right thing, I wonder?\Hey, thanks, Raku. response:	I got it out of my system.
context: Did I meddle too much?\No.\Hey, Raku...\You promised me.\Treat me to some octopus balls!\Did I do the right thing, I wonder?\Hey, thanks, Raku.\I got it out of my system. response:	Even though it wasn't my style, I guess it's not half bad, this kind of thing.
context: No.\Hey, Raku...\You promised me.\Treat me to some octopus balls!\Did I do the right thing, I wonder?\Hey, thanks, Raku.\I got it out of my system.\Even though it wasn't my style, I guess it's not half bad, this kind of thing. response:	You think so?
context: Hey, Raku...\You promised me.\Treat me to some octopus balls!\Did I do the right thing, I wonder?\Hey, thanks, Raku.\I got it out of my system.\Even though it wasn't my style, I guess it's not half bad, this kind of thing.\You think so? response:	So? What are you gonna do, Raku?
context: You promised me.\Treat me to some octopus balls!\Did I do the right thing, I wonder?\Hey, thanks, Raku.\I got it out of my system.\Even though it wasn't my style, I guess it's not half bad, this kind of thing.\You think so?\So? What are you gonna do, Raku? response:	About what?
context: Treat me to some octopus balls!\Did I do the right thing, I wonder?\Hey, thanks, Raku.\I got it out of my system.\Even though it wasn't my style, I guess it's not half bad, this kind of thing.\You think so?\So? What are you gonna do, Raku?\About what? response:	Don't tell me you're not gonna do a thing about Onodera
context: Did I do the right thing, I wonder?\Hey, thanks, Raku.\I got it out of my system.\Even though it wasn't my style, I guess it's not half bad, this kind of thing.\You think so?\So? What are you gonna do, Raku?\About what?\Don't tell me you're not gonna do a thing about Onodera response:	after you just made me confess my feelings?
context: Hey, thanks, Raku.\I got it out of my system.\Even though it wasn't my style, I guess it's not half bad, this kind of thing.\You think so?\So? What are you gonna do, Raku?\About what?\Don't tell me you're not gonna do a thing about Onodera\after you just made me confess my feelings? response:	No... that's actually, uh...
context: I got it out of my system.\Even though it wasn't my style, I guess it's not half bad, this kind of thing.\You think so?\So? What are you gonna do, Raku?\About what?\Don't tell me you're not gonna do a thing about Onodera\after you just made me confess my feelings?\No... that's actually, uh... response:	I know where you're coming from, but it's really complicated, see?
context: Even though it wasn't my style, I guess it's not half bad, this kind of thing.\You think so?\So? What are you gonna do, Raku?\About what?\Don't tell me you're not gonna do a thing about Onodera\after you just made me confess my feelings?\No... that's actually, uh...\I know where you're coming from, but it's really complicated, see? response:	I was only kidding. I think it's all good!
context: You think so?\So? What are you gonna do, Raku?\About what?\Don't tell me you're not gonna do a thing about Onodera\after you just made me confess my feelings?\No... that's actually, uh...\I know where you're coming from, but it's really complicated, see?\I was only kidding. I think it's all good! response:	For you to go at your own pace.
context: So? What are you gonna do, Raku?\About what?\Don't tell me you're not gonna do a thing about Onodera\after you just made me confess my feelings?\No... that's actually, uh...\I know where you're coming from, but it's really complicated, see?\I was only kidding. I think it's all good!\For you to go at your own pace. response:	But no regrets, okay?
context: About what?\Don't tell me you're not gonna do a thing about Onodera\after you just made me confess my feelings?\No... that's actually, uh...\I know where you're coming from, but it's really complicated, see?\I was only kidding. I think it's all good!\For you to go at your own pace.\But no regrets, okay? response:	If you're ever on the verge of making a choice that you'll regret,
context: Don't tell me you're not gonna do a thing about Onodera\after you just made me confess my feelings?\No... that's actually, uh...\I know where you're coming from, but it's really complicated, see?\I was only kidding. I think it's all good!\For you to go at your own pace.\But no regrets, okay?\If you're ever on the verge of making a choice that you'll regret, response:	then I'll be the one to kick your butt!
context: after you just made me confess my feelings?\No... that's actually, uh...\I know where you're coming from, but it's really complicated, see?\I was only kidding. I think it's all good!\For you to go at your own pace.\But no regrets, okay?\If you're ever on the verge of making a choice that you'll regret,\then I'll be the one to kick your butt! response:	Right...
context: No... that's actually, uh...\I know where you're coming from, but it's really complicated, see?\I was only kidding. I think it's all good!\For you to go at your own pace.\But no regrets, okay?\If you're ever on the verge of making a choice that you'll regret,\then I'll be the one to kick your butt!\Right... response:	Shu, you really are amazing.
context: I know where you're coming from, but it's really complicated, see?\I was only kidding. I think it's all good!\For you to go at your own pace.\But no regrets, okay?\If you're ever on the verge of making a choice that you'll regret,\then I'll be the one to kick your butt!\Right...\Shu, you really are amazing. response:	Since I think if you told me to confess to Onodera,
context: I was only kidding. I think it's all good!\For you to go at your own pace.\But no regrets, okay?\If you're ever on the verge of making a choice that you'll regret,\then I'll be the one to kick your butt!\Right...\Shu, you really are amazing.\Since I think if you told me to confess to Onodera, response:	I'd have a really hard time...
context: For you to go at your own pace.\But no regrets, okay?\If you're ever on the verge of making a choice that you'll regret,\then I'll be the one to kick your butt!\Right...\Shu, you really are amazing.\Since I think if you told me to confess to Onodera,\I'd have a really hard time... response:	Ichijo?
context: But no regrets, okay?\If you're ever on the verge of making a choice that you'll regret,\then I'll be the one to kick your butt!\Right...\Shu, you really are amazing.\Since I think if you told me to confess to Onodera,\I'd have a really hard time...\Ichijo? response:	Where were you today?
context: If you're ever on the verge of making a choice that you'll regret,\then I'll be the one to kick your butt!\Right...\Shu, you really are amazing.\Since I think if you told me to confess to Onodera,\I'd have a really hard time...\Ichijo?\Where were you today? response:	You vanished all of a sudden, and I was so worried!
context: then I'll be the one to kick your butt!\Right...\Shu, you really are amazing.\Since I think if you told me to confess to Onodera,\I'd have a really hard time...\Ichijo?\Where were you today?\You vanished all of a sudden, and I was so worried! response:	My bad, something came up...
context: Right...\Shu, you really are amazing.\Since I think if you told me to confess to Onodera,\I'd have a really hard time...\Ichijo?\Where were you today?\You vanished all of a sudden, and I was so worried!\My bad, something came up... response:	But...
context: Shu, you really are amazing.\Since I think if you told me to confess to Onodera,\I'd have a really hard time...\Ichijo?\Where were you today?\You vanished all of a sudden, and I was so worried!\My bad, something came up...\But... response:	Hey, listen, Onodera.
context: Since I think if you told me to confess to Onodera,\I'd have a really hard time...\Ichijo?\Where were you today?\You vanished all of a sudden, and I was so worried!\My bad, something came up...\But...\Hey, listen, Onodera. response:	Sorry to spring this on you all of a sudden...
context: I'd have a really hard time...\Ichijo?\Where were you today?\You vanished all of a sudden, and I was so worried!\My bad, something came up...\But...\Hey, listen, Onodera.\Sorry to spring this on you all of a sudden... response:	Want to go home with me today?
context: Ichijo?\Where were you today?\You vanished all of a sudden, and I was so worried!\My bad, something came up...\But...\Hey, listen, Onodera.\Sorry to spring this on you all of a sudden...\Want to go home with me today? response:	B-But why? Is something wrong?
context: Where were you today?\You vanished all of a sudden, and I was so worried!\My bad, something came up...\But...\Hey, listen, Onodera.\Sorry to spring this on you all of a sudden...\Want to go home with me today?\B-But why? Is something wrong? response:	Why?
context: You vanished all of a sudden, and I was so worried!\My bad, something came up...\But...\Hey, listen, Onodera.\Sorry to spring this on you all of a sudden...\Want to go home with me today?\B-But why? Is something wrong?\Why? response:	No... I just kind of feel like it, I guess...
context: My bad, something came up...\But...\Hey, listen, Onodera.\Sorry to spring this on you all of a sudden...\Want to go home with me today?\B-But why? Is something wrong?\Why?\No... I just kind of feel like it, I guess... response:	Sure, fine.
context: But...\Hey, listen, Onodera.\Sorry to spring this on you all of a sudden...\Want to go home with me today?\B-But why? Is something wrong?\Why?\No... I just kind of feel like it, I guess...\Sure, fine. response:	Someday, I will, too...
