context: All right, let's go. response:	We'll split up here.
context: Wait, stop...\We can talk this out!\W-Wait, even if you eat me, I have no nutritional value!\Help me!\I see it. There's the exit!\Now we can call for help!\Wait, stop! It's no use.\What's wrong, Hoshino? response:	Damn it. We're not going to be able to get through.
context: We can talk this out!\W-Wait, even if you eat me, I have no nutritional value!\Help me!\I see it. There's the exit!\Now we can call for help!\Wait, stop! It's no use.\What's wrong, Hoshino?\Damn it. We're not going to be able to get through. response:	Wait, that's...
context: W-Wait, even if you eat me, I have no nutritional value!\Help me!\I see it. There's the exit!\Now we can call for help!\Wait, stop! It's no use.\What's wrong, Hoshino?\Damn it. We're not going to be able to get through.\Wait, that's... response:	What the...
context: Help me!\I see it. There's the exit!\Now we can call for help!\Wait, stop! It's no use.\What's wrong, Hoshino?\Damn it. We're not going to be able to get through.\Wait, that's...\What the... response:	Did someone important show up or something?
context: I see it. There's the exit!\Now we can call for help!\Wait, stop! It's no use.\What's wrong, Hoshino?\Damn it. We're not going to be able to get through.\Wait, that's...\What the...\Did someone important show up or something? response:	That aura...
context: Now we can call for help!\Wait, stop! It's no use.\What's wrong, Hoshino?\Damn it. We're not going to be able to get through.\Wait, that's...\What the...\Did someone important show up or something?\That aura... response:	Even I can feel it.
context: Wait, stop! It's no use.\What's wrong, Hoshino?\Damn it. We're not going to be able to get through.\Wait, that's...\What the...\Did someone important show up or something?\That aura...\Even I can feel it. response:	It's an insanely powerful esper!
context: What's wrong, Hoshino?\Damn it. We're not going to be able to get through.\Wait, that's...\What the...\Did someone important show up or something?\That aura...\Even I can feel it.\It's an insanely powerful esper! response:	No, it can't be.
context: Damn it. We're not going to be able to get through.\Wait, that's...\What the...\Did someone important show up or something?\That aura...\Even I can feel it.\It's an insanely powerful esper!\No, it can't be. response:	Th-Then the only possibility is...
context: Wait, that's...\What the...\Did someone important show up or something?\That aura...\Even I can feel it.\It's an insanely powerful esper!\No, it can't be.\Th-Then the only possibility is... response:	Could he be this organization's...
context: What the...\Did someone important show up or something?\That aura...\Even I can feel it.\It's an insanely powerful esper!\No, it can't be.\Th-Then the only possibility is...\Could he be this organization's... response:	Claw's boss?!
context: Did someone important show up or something?\That aura...\Even I can feel it.\It's an insanely powerful esper!\No, it can't be.\Th-Then the only possibility is...\Could he be this organization's...\Claw's boss?! response:	The boss of Claw finally shows himself.
context: That aura...\Even I can feel it.\It's an insanely powerful esper!\No, it can't be.\Th-Then the only possibility is...\Could he be this organization's...\Claw's boss?!\The boss of Claw finally shows himself. response:	Yes, it's me.
context: Even I can feel it.\It's an insanely powerful esper!\No, it can't be.\Th-Then the only possibility is...\Could he be this organization's...\Claw's boss?!\The boss of Claw finally shows himself.\Yes, it's me. response:	I'm sorry I kept this hidden from you so long, Mob.
context: It's an insanely powerful esper!\No, it can't be.\Th-Then the only possibility is...\Could he be this organization's...\Claw's boss?!\The boss of Claw finally shows himself.\Yes, it's me.\I'm sorry I kept this hidden from you so long, Mob. response:	No matter what happens from now on, live your life to the fullest.
context: No, it can't be.\Th-Then the only possibility is...\Could he be this organization's...\Claw's boss?!\The boss of Claw finally shows himself.\Yes, it's me.\I'm sorry I kept this hidden from you so long, Mob.\No matter what happens from now on, live your life to the fullest. response:	Master Leader
context: Th-Then the only possibility is...\Could he be this organization's...\Claw's boss?!\The boss of Claw finally shows himself.\Yes, it's me.\I'm sorry I kept this hidden from you so long, Mob.\No matter what happens from now on, live your life to the fullest.\Master Leader response:	Master Leader
context: Could he be this organization's...\Claw's boss?!\The boss of Claw finally shows himself.\Yes, it's me.\I'm sorry I kept this hidden from you so long, Mob.\No matter what happens from now on, live your life to the fullest.\Master Leader\Master Leader response:	The serious option C? An excellent decision.
