context: Tomoe believes that humans are fleeting and frail, response:	and he fears getting involved with them.
context: You guys hold on to one love in your hearts forever.\Forever. Long after I'm dead.\When I thought about that,\I couldn't say frivolous things to Tomoe anymore.\Thou art incorrect, Nanami.\What?\If thou dost not speak, no one shall be happy.\My darling Kota and I are only together because thou took action. response:	It has brought me such joy.
context: Forever. Long after I'm dead.\When I thought about that,\I couldn't say frivolous things to Tomoe anymore.\Thou art incorrect, Nanami.\What?\If thou dost not speak, no one shall be happy.\My darling Kota and I are only together because thou took action.\It has brought me such joy. response:	Your blessing allows us to share these forbidden feelings.
context: When I thought about that,\I couldn't say frivolous things to Tomoe anymore.\Thou art incorrect, Nanami.\What?\If thou dost not speak, no one shall be happy.\My darling Kota and I are only together because thou took action.\It has brought me such joy.\Your blessing allows us to share these forbidden feelings. response:	It is true that our lifespans differ.
context: I couldn't say frivolous things to Tomoe anymore.\Thou art incorrect, Nanami.\What?\If thou dost not speak, no one shall be happy.\My darling Kota and I are only together because thou took action.\It has brought me such joy.\Your blessing allows us to share these forbidden feelings.\It is true that our lifespans differ. response:	That is precisely why my time with Kota is dear.
context: Thou art incorrect, Nanami.\What?\If thou dost not speak, no one shall be happy.\My darling Kota and I are only together because thou took action.\It has brought me such joy.\Your blessing allows us to share these forbidden feelings.\It is true that our lifespans differ.\That is precisely why my time with Kota is dear. response:	I do not wish to spend that time doing nothing and regretting it.
context: What?\If thou dost not speak, no one shall be happy.\My darling Kota and I are only together because thou took action.\It has brought me such joy.\Your blessing allows us to share these forbidden feelings.\It is true that our lifespans differ.\That is precisely why my time with Kota is dear.\I do not wish to spend that time doing nothing and regretting it. response:	Dost thou not think so, Nanami?
context: If thou dost not speak, no one shall be happy.\My darling Kota and I are only together because thou took action.\It has brought me such joy.\Your blessing allows us to share these forbidden feelings.\It is true that our lifespans differ.\That is precisely why my time with Kota is dear.\I do not wish to spend that time doing nothing and regretting it.\Dost thou not think so, Nanami? response:	I do.
context: My darling Kota and I are only together because thou took action.\It has brought me such joy.\Your blessing allows us to share these forbidden feelings.\It is true that our lifespans differ.\That is precisely why my time with Kota is dear.\I do not wish to spend that time doing nothing and regretting it.\Dost thou not think so, Nanami?\I do. response:	I don't want to regret anything either.
context: It has brought me such joy.\Your blessing allows us to share these forbidden feelings.\It is true that our lifespans differ.\That is precisely why my time with Kota is dear.\I do not wish to spend that time doing nothing and regretting it.\Dost thou not think so, Nanami?\I do.\I don't want to regret anything either. response:	Yeah.
context: Your blessing allows us to share these forbidden feelings.\It is true that our lifespans differ.\That is precisely why my time with Kota is dear.\I do not wish to spend that time doing nothing and regretting it.\Dost thou not think so, Nanami?\I do.\I don't want to regret anything either.\Yeah. response:	I also...
context: It is true that our lifespans differ.\That is precisely why my time with Kota is dear.\I do not wish to spend that time doing nothing and regretting it.\Dost thou not think so, Nanami?\I do.\I don't want to regret anything either.\Yeah.\I also... response:	want to cherish the time I have with Tomoe.
context: That is precisely why my time with Kota is dear.\I do not wish to spend that time doing nothing and regretting it.\Dost thou not think so, Nanami?\I do.\I don't want to regret anything either.\Yeah.\I also...\want to cherish the time I have with Tomoe. response:	And...
context: I do not wish to spend that time doing nothing and regretting it.\Dost thou not think so, Nanami?\I do.\I don't want to regret anything either.\Yeah.\I also...\want to cherish the time I have with Tomoe.\And... response:	I want to tell him that I love him.
context: Dost thou not think so, Nanami?\I do.\I don't want to regret anything either.\Yeah.\I also...\want to cherish the time I have with Tomoe.\And...\I want to tell him that I love him. response:	I'm home!
context: I do.\I don't want to regret anything either.\Yeah.\I also...\want to cherish the time I have with Tomoe.\And...\I want to tell him that I love him.\I'm home! response:	You are late.
context: I don't want to regret anything either.\Yeah.\I also...\want to cherish the time I have with Tomoe.\And...\I want to tell him that I love him.\I'm home!\You are late. response:	What manner of drivel delayed you this time?
context: Yeah.\I also...\want to cherish the time I have with Tomoe.\And...\I want to tell him that I love him.\I'm home!\You are late.\What manner of drivel delayed you this time? response:	Oh, Tomoe.
context: I also...\want to cherish the time I have with Tomoe.\And...\I want to tell him that I love him.\I'm home!\You are late.\What manner of drivel delayed you this time?\Oh, Tomoe. response:	He's been waiting for you since morning. Isn't that right?
context: want to cherish the time I have with Tomoe.\And...\I want to tell him that I love him.\I'm home!\You are late.\What manner of drivel delayed you this time?\Oh, Tomoe.\He's been waiting for you since morning. Isn't that right? response:	Shut up, snake!
context: And...\I want to tell him that I love him.\I'm home!\You are late.\What manner of drivel delayed you this time?\Oh, Tomoe.\He's been waiting for you since morning. Isn't that right?\Shut up, snake! response:	I'm home, Tomoe!
context: I want to tell him that I love him.\I'm home!\You are late.\What manner of drivel delayed you this time?\Oh, Tomoe.\He's been waiting for you since morning. Isn't that right?\Shut up, snake!\I'm home, Tomoe! response:	Next part coming
context: I'm home!\You are late.\What manner of drivel delayed you this time?\Oh, Tomoe.\He's been waiting for you since morning. Isn't that right?\Shut up, snake!\I'm home, Tomoe!\Next part coming response:	right up
context: You are late.\What manner of drivel delayed you this time?\Oh, Tomoe.\He's been waiting for you since morning. Isn't that right?\Shut up, snake!\I'm home, Tomoe!\Next part coming\right up response:	right up
context: What manner of drivel delayed you this time?\Oh, Tomoe.\He's been waiting for you since morning. Isn't that right?\Shut up, snake!\I'm home, Tomoe!\Next part coming\right up\right up response:	right up
context: Oh, Tomoe.\He's been waiting for you since morning. Isn't that right?\Shut up, snake!\I'm home, Tomoe!\Next part coming\right up\right up\right up response:	right up
context: He's been waiting for you since morning. Isn't that right?\Shut up, snake!\I'm home, Tomoe!\Next part coming\right up\right up\right up\right up response:	right up
context: Shut up, snake!\I'm home, Tomoe!\Next part coming\right up\right up\right up\right up\right up response:	Next part starting
context: I'm home, Tomoe!\Next part coming\right up\right up\right up\right up\right up\Next part starting response:	Next part starting
context: Next part coming\right up\right up\right up\right up\right up\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\right up\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting response:	Yatori?
context: right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Yatori? response:	Never heard of him.
context: right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Yatori?\Never heard of him. response:	This guy wants to meet with me?
context: Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Yatori?\Never heard of him.\This guy wants to meet with me? response:	A third-rate spirit, huh?
context: Next part starting\Next part starting\Next part starting\Next part starting\Yatori?\Never heard of him.\This guy wants to meet with me?\A third-rate spirit, huh? response:	Oh, how I've fallen.
context: Next part starting\Next part starting\Next part starting\Yatori?\Never heard of him.\This guy wants to meet with me?\A third-rate spirit, huh?\Oh, how I've fallen. response:	He acted all chummy and sent you an unsolicited letter. Such impudence!
context: Next part starting\Next part starting\Yatori?\Never heard of him.\This guy wants to meet with me?\A third-rate spirit, huh?\Oh, how I've fallen.\He acted all chummy and sent you an unsolicited letter. Such impudence! response:	Please, master. Permit me to research his past.
context: Next part starting\Yatori?\Never heard of him.\This guy wants to meet with me?\A third-rate spirit, huh?\Oh, how I've fallen.\He acted all chummy and sent you an unsolicited letter. Such impudence!\Please, master. Permit me to research his past. response:	Ignore him.
context: Yatori?\Never heard of him.\This guy wants to meet with me?\A third-rate spirit, huh?\Oh, how I've fallen.\He acted all chummy and sent you an unsolicited letter. Such impudence!\Please, master. Permit me to research his past.\Ignore him. response:	We don't have time to waste on small fry.
context: Never heard of him.\This guy wants to meet with me?\A third-rate spirit, huh?\Oh, how I've fallen.\He acted all chummy and sent you an unsolicited letter. Such impudence!\Please, master. Permit me to research his past.\Ignore him.\We don't have time to waste on small fry. response:	Master Kirihito.
context: This guy wants to meet with me?\A third-rate spirit, huh?\Oh, how I've fallen.\He acted all chummy and sent you an unsolicited letter. Such impudence!\Please, master. Permit me to research his past.\Ignore him.\We don't have time to waste on small fry.\Master Kirihito. response:	Can I chow down on these sweet potato and red bean buns?
context: A third-rate spirit, huh?\Oh, how I've fallen.\He acted all chummy and sent you an unsolicited letter. Such impudence!\Please, master. Permit me to research his past.\Ignore him.\We don't have time to waste on small fry.\Master Kirihito.\Can I chow down on these sweet potato and red bean buns? response:	Do whatever you want.
context: Oh, how I've fallen.\He acted all chummy and sent you an unsolicited letter. Such impudence!\Please, master. Permit me to research his past.\Ignore him.\We don't have time to waste on small fry.\Master Kirihito.\Can I chow down on these sweet potato and red bean buns?\Do whatever you want. response:	Yay!
context: He acted all chummy and sent you an unsolicited letter. Such impudence!\Please, master. Permit me to research his past.\Ignore him.\We don't have time to waste on small fry.\Master Kirihito.\Can I chow down on these sweet potato and red bean buns?\Do whatever you want.\Yay! response:	Ooh, they look tasty!
context: Please, master. Permit me to research his past.\Ignore him.\We don't have time to waste on small fry.\Master Kirihito.\Can I chow down on these sweet potato and red bean buns?\Do whatever you want.\Yay!\Ooh, they look tasty! response:	I would like one as well!
context: Ignore him.\We don't have time to waste on small fry.\Master Kirihito.\Can I chow down on these sweet potato and red bean buns?\Do whatever you want.\Yay!\Ooh, they look tasty!\I would like one as well! response:	Who the hell are you?!
context: We don't have time to waste on small fry.\Master Kirihito.\Can I chow down on these sweet potato and red bean buns?\Do whatever you want.\Yay!\Ooh, they look tasty!\I would like one as well!\Who the hell are you?! response:	F-F-Forgive me!
context: Master Kirihito.\Can I chow down on these sweet potato and red bean buns?\Do whatever you want.\Yay!\Ooh, they look tasty!\I would like one as well!\Who the hell are you?!\F-F-Forgive me! response:	You were asked a question.
context: Can I chow down on these sweet potato and red bean buns?\Do whatever you want.\Yay!\Ooh, they look tasty!\I would like one as well!\Who the hell are you?!\F-F-Forgive me!\You were asked a question. response:	Y-Yes, sir!
context: Do whatever you want.\Yay!\Ooh, they look tasty!\I would like one as well!\Who the hell are you?!\F-F-Forgive me!\You were asked a question.\Y-Yes, sir! response:	My name is Yatori.
context: Yay!\Ooh, they look tasty!\I would like one as well!\Who the hell are you?!\F-F-Forgive me!\You were asked a question.\Y-Yes, sir!\My name is Yatori. response:	Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.
context: Ooh, they look tasty!\I would like one as well!\Who the hell are you?!\F-F-Forgive me!\You were asked a question.\Y-Yes, sir!\My name is Yatori.\Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld. response:	I am in favor of that. Allow me to assist you in his righteous restoration.
context: I would like one as well!\Who the hell are you?!\F-F-Forgive me!\You were asked a question.\Y-Yes, sir!\My name is Yatori.\Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.\I am in favor of that. Allow me to assist you in his righteous restoration. response:	I would gladly go get his body for you.
context: Who the hell are you?!\F-F-Forgive me!\You were asked a question.\Y-Yes, sir!\My name is Yatori.\Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.\I am in favor of that. Allow me to assist you in his righteous restoration.\I would gladly go get his body for you. response:	You would? Why?
context: F-F-Forgive me!\You were asked a question.\Y-Yes, sir!\My name is Yatori.\Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.\I am in favor of that. Allow me to assist you in his righteous restoration.\I would gladly go get his body for you.\You would? Why? response:	A world ruled by Master Akura-oh is my ideal world.
context: You were asked a question.\Y-Yes, sir!\My name is Yatori.\Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.\I am in favor of that. Allow me to assist you in his righteous restoration.\I would gladly go get his body for you.\You would? Why?\A world ruled by Master Akura-oh is my ideal world. response:	Only he is worthy of ruling this world.
context: Y-Yes, sir!\My name is Yatori.\Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.\I am in favor of that. Allow me to assist you in his righteous restoration.\I would gladly go get his body for you.\You would? Why?\A world ruled by Master Akura-oh is my ideal world.\Only he is worthy of ruling this world. response:	I do this solely out of loyalty to him.
context: My name is Yatori.\Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.\I am in favor of that. Allow me to assist you in his righteous restoration.\I would gladly go get his body for you.\You would? Why?\A world ruled by Master Akura-oh is my ideal world.\Only he is worthy of ruling this world.\I do this solely out of loyalty to him. response:	Your intentions are promising, but can you do this?
context: Word on the street is that you're trying to revive Master Akura-oh from his confinement in the Netherworld.\I am in favor of that. Allow me to assist you in his righteous restoration.\I would gladly go get his body for you.\You would? Why?\A world ruled by Master Akura-oh is my ideal world.\Only he is worthy of ruling this world.\I do this solely out of loyalty to him.\Your intentions are promising, but can you do this? response:	So he hasn't realized that I'm Akura-oh.
context: I am in favor of that. Allow me to assist you in his righteous restoration.\I would gladly go get his body for you.\You would? Why?\A world ruled by Master Akura-oh is my ideal world.\Only he is worthy of ruling this world.\I do this solely out of loyalty to him.\Your intentions are promising, but can you do this?\So he hasn't realized that I'm Akura-oh. response:	What a terrific moron.
context: I would gladly go get his body for you.\You would? Why?\A world ruled by Master Akura-oh is my ideal world.\Only he is worthy of ruling this world.\I do this solely out of loyalty to him.\Your intentions are promising, but can you do this?\So he hasn't realized that I'm Akura-oh.\What a terrific moron. response:	I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.
context: You would? Why?\A world ruled by Master Akura-oh is my ideal world.\Only he is worthy of ruling this world.\I do this solely out of loyalty to him.\Your intentions are promising, but can you do this?\So he hasn't realized that I'm Akura-oh.\What a terrific moron.\I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke. response:	Show me that you're not all talk.
context: A world ruled by Master Akura-oh is my ideal world.\Only he is worthy of ruling this world.\I do this solely out of loyalty to him.\Your intentions are promising, but can you do this?\So he hasn't realized that I'm Akura-oh.\What a terrific moron.\I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.\Show me that you're not all talk. response:	Your apprehension is understandable.
context: Only he is worthy of ruling this world.\I do this solely out of loyalty to him.\Your intentions are promising, but can you do this?\So he hasn't realized that I'm Akura-oh.\What a terrific moron.\I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.\Show me that you're not all talk.\Your apprehension is understandable. response:	Naturally, I have already made the proper arrangements.
context: I do this solely out of loyalty to him.\Your intentions are promising, but can you do this?\So he hasn't realized that I'm Akura-oh.\What a terrific moron.\I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.\Show me that you're not all talk.\Your apprehension is understandable.\Naturally, I have already made the proper arrangements. response:	To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.
context: Your intentions are promising, but can you do this?\So he hasn't realized that I'm Akura-oh.\What a terrific moron.\I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.\Show me that you're not all talk.\Your apprehension is understandable.\Naturally, I have already made the proper arrangements.\To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama. response:	I will take control of the crows of Kurama, and I hope to lead that force in his service.
context: So he hasn't realized that I'm Akura-oh.\What a terrific moron.\I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.\Show me that you're not all talk.\Your apprehension is understandable.\Naturally, I have already made the proper arrangements.\To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.\I will take control of the crows of Kurama, and I hope to lead that force in his service. response:	He must take me for a fool.
context: What a terrific moron.\I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.\Show me that you're not all talk.\Your apprehension is understandable.\Naturally, I have already made the proper arrangements.\To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.\I will take control of the crows of Kurama, and I hope to lead that force in his service.\He must take me for a fool. response:	I'll be waiting to hear the good news, Yatori.
context: I don't see a shred of emotion in those eyes, yet he speaks of loyalty? What a joke.\Show me that you're not all talk.\Your apprehension is understandable.\Naturally, I have already made the proper arrangements.\To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.\I will take control of the crows of Kurama, and I hope to lead that force in his service.\He must take me for a fool.\I'll be waiting to hear the good news, Yatori. response:	However, he may yet prove useful.
context: Show me that you're not all talk.\Your apprehension is understandable.\Naturally, I have already made the proper arrangements.\To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.\I will take control of the crows of Kurama, and I hope to lead that force in his service.\He must take me for a fool.\I'll be waiting to hear the good news, Yatori.\However, he may yet prove useful. response:	Yes, sir!
context: Your apprehension is understandable.\Naturally, I have already made the proper arrangements.\To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.\I will take control of the crows of Kurama, and I hope to lead that force in his service.\He must take me for a fool.\I'll be waiting to hear the good news, Yatori.\However, he may yet prove useful.\Yes, sir! response:	I will not let you down. I swear it.
context: Naturally, I have already made the proper arrangements.\To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.\I will take control of the crows of Kurama, and I hope to lead that force in his service.\He must take me for a fool.\I'll be waiting to hear the good news, Yatori.\However, he may yet prove useful.\Yes, sir!\I will not let you down. I swear it. response:	They were nice, weren't they?
context: To prove my loyalty, I will present Master Akura-oh with the sacred mountain of Mount Kurama.\I will take control of the crows of Kurama, and I hope to lead that force in his service.\He must take me for a fool.\I'll be waiting to hear the good news, Yatori.\However, he may yet prove useful.\Yes, sir!\I will not let you down. I swear it.\They were nice, weren't they? response:	They even shared some of their sweet buns with me.
context: I will take control of the crows of Kurama, and I hope to lead that force in his service.\He must take me for a fool.\I'll be waiting to hear the good news, Yatori.\However, he may yet prove useful.\Yes, sir!\I will not let you down. I swear it.\They were nice, weren't they?\They even shared some of their sweet buns with me. response:	Don't be so naive.
context: He must take me for a fool.\I'll be waiting to hear the good news, Yatori.\However, he may yet prove useful.\Yes, sir!\I will not let you down. I swear it.\They were nice, weren't they?\They even shared some of their sweet buns with me.\Don't be so naive. response:	I could tell right away.
context: I'll be waiting to hear the good news, Yatori.\However, he may yet prove useful.\Yes, sir!\I will not let you down. I swear it.\They were nice, weren't they?\They even shared some of their sweet buns with me.\Don't be so naive.\I could tell right away. response:	No matter how much he pretends, that human is Akura-oh.
context: However, he may yet prove useful.\Yes, sir!\I will not let you down. I swear it.\They were nice, weren't they?\They even shared some of their sweet buns with me.\Don't be so naive.\I could tell right away.\No matter how much he pretends, that human is Akura-oh. response:	It was so easy for us to get past his guard.
context: Yes, sir!\I will not let you down. I swear it.\They were nice, weren't they?\They even shared some of their sweet buns with me.\Don't be so naive.\I could tell right away.\No matter how much he pretends, that human is Akura-oh.\It was so easy for us to get past his guard. response:	Oh, how the mighty have fallen.
context: I will not let you down. I swear it.\They were nice, weren't they?\They even shared some of their sweet buns with me.\Don't be so naive.\I could tell right away.\No matter how much he pretends, that human is Akura-oh.\It was so easy for us to get past his guard.\Oh, how the mighty have fallen. response:	They say that ill weeds grow apace, but...
context: They were nice, weren't they?\They even shared some of their sweet buns with me.\Don't be so naive.\I could tell right away.\No matter how much he pretends, that human is Akura-oh.\It was so easy for us to get past his guard.\Oh, how the mighty have fallen.\They say that ill weeds grow apace, but... response:	You know, the nice ones don't live long.
context: They even shared some of their sweet buns with me.\Don't be so naive.\I could tell right away.\No matter how much he pretends, that human is Akura-oh.\It was so easy for us to get past his guard.\Oh, how the mighty have fallen.\They say that ill weeds grow apace, but...\You know, the nice ones don't live long. response:	Hey, who do you suppose Kirihito is?
context: Don't be so naive.\I could tell right away.\No matter how much he pretends, that human is Akura-oh.\It was so easy for us to get past his guard.\Oh, how the mighty have fallen.\They say that ill weeds grow apace, but...\You know, the nice ones don't live long.\Hey, who do you suppose Kirihito is? response:	He had such a calm demeanor in the Netherworld.
context: I could tell right away.\No matter how much he pretends, that human is Akura-oh.\It was so easy for us to get past his guard.\Oh, how the mighty have fallen.\They say that ill weeds grow apace, but...\You know, the nice ones don't live long.\Hey, who do you suppose Kirihito is?\He had such a calm demeanor in the Netherworld. response:	Not to mention...
context: No matter how much he pretends, that human is Akura-oh.\It was so easy for us to get past his guard.\Oh, how the mighty have fallen.\They say that ill weeds grow apace, but...\You know, the nice ones don't live long.\Hey, who do you suppose Kirihito is?\He had such a calm demeanor in the Netherworld.\Not to mention... response:	You will likely never see him again.
context: It was so easy for us to get past his guard.\Oh, how the mighty have fallen.\They say that ill weeds grow apace, but...\You know, the nice ones don't live long.\Hey, who do you suppose Kirihito is?\He had such a calm demeanor in the Netherworld.\Not to mention...\You will likely never see him again. response:	Yeah, but the thing is, I ran into him in town right before I went to Izumo.
context: Oh, how the mighty have fallen.\They say that ill weeds grow apace, but...\You know, the nice ones don't live long.\Hey, who do you suppose Kirihito is?\He had such a calm demeanor in the Netherworld.\Not to mention...\You will likely never see him again.\Yeah, but the thing is, I ran into him in town right before I went to Izumo. response:	Nanami!
context: They say that ill weeds grow apace, but...\You know, the nice ones don't live long.\Hey, who do you suppose Kirihito is?\He had such a calm demeanor in the Netherworld.\Not to mention...\You will likely never see him again.\Yeah, but the thing is, I ran into him in town right before I went to Izumo.\Nanami! response:	Kurama's concert is today, and I won a ticket for you!
context: You know, the nice ones don't live long.\Hey, who do you suppose Kirihito is?\He had such a calm demeanor in the Netherworld.\Not to mention...\You will likely never see him again.\Yeah, but the thing is, I ran into him in town right before I went to Izumo.\Nanami!\Kurama's concert is today, and I won a ticket for you! response:	Really?!
context: Hey, who do you suppose Kirihito is?\He had such a calm demeanor in the Netherworld.\Not to mention...\You will likely never see him again.\Yeah, but the thing is, I ran into him in town right before I went to Izumo.\Nanami!\Kurama's concert is today, and I won a ticket for you!\Really?! response:	Yep! One for you and one for Kei.
context: He had such a calm demeanor in the Netherworld.\Not to mention...\You will likely never see him again.\Yeah, but the thing is, I ran into him in town right before I went to Izumo.\Nanami!\Kurama's concert is today, and I won a ticket for you!\Really?!\Yep! One for you and one for Kei. response:	But Kei says she has a date and can't come, so...
context: Not to mention...\You will likely never see him again.\Yeah, but the thing is, I ran into him in town right before I went to Izumo.\Nanami!\Kurama's concert is today, and I won a ticket for you!\Really?!\Yep! One for you and one for Kei.\But Kei says she has a date and can't come, so... response:	Tomoe, want to come?
context: You will likely never see him again.\Yeah, but the thing is, I ran into him in town right before I went to Izumo.\Nanami!\Kurama's concert is today, and I won a ticket for you!\Really?!\Yep! One for you and one for Kei.\But Kei says she has a date and can't come, so...\Tomoe, want to come? response:	Tomoe, let's go!
context: Yeah, but the thing is, I ran into him in town right before I went to Izumo.\Nanami!\Kurama's concert is today, and I won a ticket for you!\Really?!\Yep! One for you and one for Kei.\But Kei says she has a date and can't come, so...\Tomoe, want to come?\Tomoe, let's go! response:	Like hell.
context: Nanami!\Kurama's concert is today, and I won a ticket for you!\Really?!\Yep! One for you and one for Kei.\But Kei says she has a date and can't come, so...\Tomoe, want to come?\Tomoe, let's go!\Like hell. response:	Oh, come on, Tomoe!
context: Kurama's concert is today, and I won a ticket for you!\Really?!\Yep! One for you and one for Kei.\But Kei says she has a date and can't come, so...\Tomoe, want to come?\Tomoe, let's go!\Like hell.\Oh, come on, Tomoe! response:	Why must I listen to his singing?
context: Really?!\Yep! One for you and one for Kei.\But Kei says she has a date and can't come, so...\Tomoe, want to come?\Tomoe, let's go!\Like hell.\Oh, come on, Tomoe!\Why must I listen to his singing? response:	My ears will rot!
context: Yep! One for you and one for Kei.\But Kei says she has a date and can't come, so...\Tomoe, want to come?\Tomoe, let's go!\Like hell.\Oh, come on, Tomoe!\Why must I listen to his singing?\My ears will rot! response:	Gleaming in the dark
context: But Kei says she has a date and can't come, so...\Tomoe, want to come?\Tomoe, let's go!\Like hell.\Oh, come on, Tomoe!\Why must I listen to his singing?\My ears will rot!\Gleaming in the dark response:	Kurama's really cool when he's singing, you know.
context: Tomoe, want to come?\Tomoe, let's go!\Like hell.\Oh, come on, Tomoe!\Why must I listen to his singing?\My ears will rot!\Gleaming in the dark\Kurama's really cool when he's singing, you know. response:	As a fellow spirit, you should study Kurama, since he blends into the human world so well.
context: Tomoe, let's go!\Like hell.\Oh, come on, Tomoe!\Why must I listen to his singing?\My ears will rot!\Gleaming in the dark\Kurama's really cool when he's singing, you know.\As a fellow spirit, you should study Kurama, since he blends into the human world so well. response:	No need!
context: Like hell.\Oh, come on, Tomoe!\Why must I listen to his singing?\My ears will rot!\Gleaming in the dark\Kurama's really cool when he's singing, you know.\As a fellow spirit, you should study Kurama, since he blends into the human world so well.\No need! response:	Aw, jeez. Then I'll at least...
context: Oh, come on, Tomoe!\Why must I listen to his singing?\My ears will rot!\Gleaming in the dark\Kurama's really cool when he's singing, you know.\As a fellow spirit, you should study Kurama, since he blends into the human world so well.\No need!\Aw, jeez. Then I'll at least... response:	Smoosh
context: Why must I listen to his singing?\My ears will rot!\Gleaming in the dark\Kurama's really cool when he's singing, you know.\As a fellow spirit, you should study Kurama, since he blends into the human world so well.\No need!\Aw, jeez. Then I'll at least...\Smoosh response:	Smoosh
context: My ears will rot!\Gleaming in the dark\Kurama's really cool when he's singing, you know.\As a fellow spirit, you should study Kurama, since he blends into the human world so well.\No need!\Aw, jeez. Then I'll at least...\Smoosh\Smoosh response:	Smoosh
context: Gleaming in the dark\Kurama's really cool when he's singing, you know.\As a fellow spirit, you should study Kurama, since he blends into the human world so well.\No need!\Aw, jeez. Then I'll at least...\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Kurama's really cool when he's singing, you know.\As a fellow spirit, you should study Kurama, since he blends into the human world so well.\No need!\Aw, jeez. Then I'll at least...\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: As a fellow spirit, you should study Kurama, since he blends into the human world so well.\No need!\Aw, jeez. Then I'll at least...\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: No need!\Aw, jeez. Then I'll at least...\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Aw, jeez. Then I'll at least...\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
context: Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh\Smoosh response:	Smoosh
