context: As you are aware, response:	you have final exams starting next month.
context: so she's always been picky about things like this.\Oh, if you leave a space here, it'll be easier to fill in later.\Also, if you limit the number of colors you use, it won't get confusing.\And...\I'm sorry! I was writing all over your notebook!\Oh, I see... You're amazing!\I-It's n-nothing... nothing...\So, Hinata-kun... response:	Just Hinata's fine.
context: Oh, if you leave a space here, it'll be easier to fill in later.\Also, if you limit the number of colors you use, it won't get confusing.\And...\I'm sorry! I was writing all over your notebook!\Oh, I see... You're amazing!\I-It's n-nothing... nothing...\So, Hinata-kun...\Just Hinata's fine. response:	Do you not like studying, Hinata?
context: Also, if you limit the number of colors you use, it won't get confusing.\And...\I'm sorry! I was writing all over your notebook!\Oh, I see... You're amazing!\I-It's n-nothing... nothing...\So, Hinata-kun...\Just Hinata's fine.\Do you not like studying, Hinata? response:	I hate it. Sitting for a long time like this sucks.
context: And...\I'm sorry! I was writing all over your notebook!\Oh, I see... You're amazing!\I-It's n-nothing... nothing...\So, Hinata-kun...\Just Hinata's fine.\Do you not like studying, Hinata?\I hate it. Sitting for a long time like this sucks. response:	So you're trying really hard so you can go to Tokyo?
context: I'm sorry! I was writing all over your notebook!\Oh, I see... You're amazing!\I-It's n-nothing... nothing...\So, Hinata-kun...\Just Hinata's fine.\Do you not like studying, Hinata?\I hate it. Sitting for a long time like this sucks.\So you're trying really hard so you can go to Tokyo? response:	Yeah! We're gonna have practice matches
context: Oh, I see... You're amazing!\I-It's n-nothing... nothing...\So, Hinata-kun...\Just Hinata's fine.\Do you not like studying, Hinata?\I hate it. Sitting for a long time like this sucks.\So you're trying really hard so you can go to Tokyo?\Yeah! We're gonna have practice matches response:	with all the strong schools from Tokyo!
context: I-It's n-nothing... nothing...\So, Hinata-kun...\Just Hinata's fine.\Do you not like studying, Hinata?\I hate it. Sitting for a long time like this sucks.\So you're trying really hard so you can go to Tokyo?\Yeah! We're gonna have practice matches\with all the strong schools from Tokyo! response:	That's amazing.
context: So, Hinata-kun...\Just Hinata's fine.\Do you not like studying, Hinata?\I hate it. Sitting for a long time like this sucks.\So you're trying really hard so you can go to Tokyo?\Yeah! We're gonna have practice matches\with all the strong schools from Tokyo!\That's amazing. response:	I've never been that serious about anything before.
context: Just Hinata's fine.\Do you not like studying, Hinata?\I hate it. Sitting for a long time like this sucks.\So you're trying really hard so you can go to Tokyo?\Yeah! We're gonna have practice matches\with all the strong schools from Tokyo!\That's amazing.\I've never been that serious about anything before. response:	There's this school called Nekoma High School in Tokyo,
context: Do you not like studying, Hinata?\I hate it. Sitting for a long time like this sucks.\So you're trying really hard so you can go to Tokyo?\Yeah! We're gonna have practice matches\with all the strong schools from Tokyo!\That's amazing.\I've never been that serious about anything before.\There's this school called Nekoma High School in Tokyo, response:	and the setter there is super-smart.
context: I hate it. Sitting for a long time like this sucks.\So you're trying really hard so you can go to Tokyo?\Yeah! We're gonna have practice matches\with all the strong schools from Tokyo!\That's amazing.\I've never been that serious about anything before.\There's this school called Nekoma High School in Tokyo,\and the setter there is super-smart. response:	And then like their leader has a really spikey head...
context: So you're trying really hard so you can go to Tokyo?\Yeah! We're gonna have practice matches\with all the strong schools from Tokyo!\That's amazing.\I've never been that serious about anything before.\There's this school called Nekoma High School in Tokyo,\and the setter there is super-smart.\And then like their leader has a really spikey head... response:	He's really big and seems like a bad guy.
context: Yeah! We're gonna have practice matches\with all the strong schools from Tokyo!\That's amazing.\I've never been that serious about anything before.\There's this school called Nekoma High School in Tokyo,\and the setter there is super-smart.\And then like their leader has a really spikey head...\He's really big and seems like a bad guy. response:	And there's a guy that's totally awesome
context: with all the strong schools from Tokyo!\That's amazing.\I've never been that serious about anything before.\There's this school called Nekoma High School in Tokyo,\and the setter there is super-smart.\And then like their leader has a really spikey head...\He's really big and seems like a bad guy.\And there's a guy that's totally awesome response:	at picking up one recieve after another like foom.
context: That's amazing.\I've never been that serious about anything before.\There's this school called Nekoma High School in Tokyo,\and the setter there is super-smart.\And then like their leader has a really spikey head...\He's really big and seems like a bad guy.\And there's a guy that's totally awesome\at picking up one recieve after another like foom. response:	The libero from Nekoma is awesome.
context: I've never been that serious about anything before.\There's this school called Nekoma High School in Tokyo,\and the setter there is super-smart.\And then like their leader has a really spikey head...\He's really big and seems like a bad guy.\And there's a guy that's totally awesome\at picking up one recieve after another like foom.\The libero from Nekoma is awesome. response:	He's on par with Nishinoya-san.
context: There's this school called Nekoma High School in Tokyo,\and the setter there is super-smart.\And then like their leader has a really spikey head...\He's really big and seems like a bad guy.\And there's a guy that's totally awesome\at picking up one recieve after another like foom.\The libero from Nekoma is awesome.\He's on par with Nishinoya-san. response:	Setter?
context: and the setter there is super-smart.\And then like their leader has a really spikey head...\He's really big and seems like a bad guy.\And there's a guy that's totally awesome\at picking up one recieve after another like foom.\The libero from Nekoma is awesome.\He's on par with Nishinoya-san.\Setter? response:	There are a lot of amazing guys!
context: And then like their leader has a really spikey head...\He's really big and seems like a bad guy.\And there's a guy that's totally awesome\at picking up one recieve after another like foom.\The libero from Nekoma is awesome.\He's on par with Nishinoya-san.\Setter?\There are a lot of amazing guys! response:	Spikey head? Libero?
context: He's really big and seems like a bad guy.\And there's a guy that's totally awesome\at picking up one recieve after another like foom.\The libero from Nekoma is awesome.\He's on par with Nishinoya-san.\Setter?\There are a lot of amazing guys!\Spikey head? Libero? response:	Not just in Tokyo, but in our prefecture...
context: And there's a guy that's totally awesome\at picking up one recieve after another like foom.\The libero from Nekoma is awesome.\He's on par with Nishinoya-san.\Setter?\There are a lot of amazing guys!\Spikey head? Libero?\Not just in Tokyo, but in our prefecture... response:	Are these positions?
context: at picking up one recieve after another like foom.\The libero from Nekoma is awesome.\He's on par with Nishinoya-san.\Setter?\There are a lot of amazing guys!\Spikey head? Libero?\Not just in Tokyo, but in our prefecture...\Are these positions? response:	There's the Great King from Aoba Johsai,
context: The libero from Nekoma is awesome.\He's on par with Nishinoya-san.\Setter?\There are a lot of amazing guys!\Spikey head? Libero?\Not just in Tokyo, but in our prefecture...\Are these positions?\There's the Great King from Aoba Johsai, response:	Ushiwaka, who's known as the undefeated champion,
context: He's on par with Nishinoya-san.\Setter?\There are a lot of amazing guys!\Spikey head? Libero?\Not just in Tokyo, but in our prefecture...\Are these positions?\There's the Great King from Aoba Johsai,\Ushiwaka, who's known as the undefeated champion, response:	and Date Tech has the Iron Wall who's 190 cm tall!
context: Setter?\There are a lot of amazing guys!\Spikey head? Libero?\Not just in Tokyo, but in our prefecture...\Are these positions?\There's the Great King from Aoba Johsai,\Ushiwaka, who's known as the undefeated champion,\and Date Tech has the Iron Wall who's 190 cm tall! response:	190 centimeters?!
context: There are a lot of amazing guys!\Spikey head? Libero?\Not just in Tokyo, but in our prefecture...\Are these positions?\There's the Great King from Aoba Johsai,\Ushiwaka, who's known as the undefeated champion,\and Date Tech has the Iron Wall who's 190 cm tall!\190 centimeters?! response:	Um... Hinata, are you a manager, too?
context: Spikey head? Libero?\Not just in Tokyo, but in our prefecture...\Are these positions?\There's the Great King from Aoba Johsai,\Ushiwaka, who's known as the undefeated champion,\and Date Tech has the Iron Wall who's 190 cm tall!\190 centimeters?!\Um... Hinata, are you a manager, too? response:	Why?
context: Not just in Tokyo, but in our prefecture...\Are these positions?\There's the Great King from Aoba Johsai,\Ushiwaka, who's known as the undefeated champion,\and Date Tech has the Iron Wall who's 190 cm tall!\190 centimeters?!\Um... Hinata, are you a manager, too?\Why? response:	Oh... I thought only tall people played volleyball
context: Are these positions?\There's the Great King from Aoba Johsai,\Ushiwaka, who's known as the undefeated champion,\and Date Tech has the Iron Wall who's 190 cm tall!\190 centimeters?!\Um... Hinata, are you a manager, too?\Why?\Oh... I thought only tall people played volleyball response:	and the club was full of tall guys.
context: There's the Great King from Aoba Johsai,\Ushiwaka, who's known as the undefeated champion,\and Date Tech has the Iron Wall who's 190 cm tall!\190 centimeters?!\Um... Hinata, are you a manager, too?\Why?\Oh... I thought only tall people played volleyball\and the club was full of tall guys. response:	I may be short, b-but I'm a regular!
context: Ushiwaka, who's known as the undefeated champion,\and Date Tech has the Iron Wall who's 190 cm tall!\190 centimeters?!\Um... Hinata, are you a manager, too?\Why?\Oh... I thought only tall people played volleyball\and the club was full of tall guys.\I may be short, b-but I'm a regular! response:	Oh, my goodness!
context: and Date Tech has the Iron Wall who's 190 cm tall!\190 centimeters?!\Um... Hinata, are you a manager, too?\Why?\Oh... I thought only tall people played volleyball\and the club was full of tall guys.\I may be short, b-but I'm a regular!\Oh, my goodness! response:	I can't believe I judged someone by their appearance!
context: 190 centimeters?!\Um... Hinata, are you a manager, too?\Why?\Oh... I thought only tall people played volleyball\and the club was full of tall guys.\I may be short, b-but I'm a regular!\Oh, my goodness!\I can't believe I judged someone by their appearance! response:	I'm so sorry!
context: Um... Hinata, are you a manager, too?\Why?\Oh... I thought only tall people played volleyball\and the club was full of tall guys.\I may be short, b-but I'm a regular!\Oh, my goodness!\I can't believe I judged someone by their appearance!\I'm so sorry! response:	It's okay. I'm used to it.
context: Why?\Oh... I thought only tall people played volleyball\and the club was full of tall guys.\I may be short, b-but I'm a regular!\Oh, my goodness!\I can't believe I judged someone by their appearance!\I'm so sorry!\It's okay. I'm used to it. response:	Even if I'm not big,
context: Oh... I thought only tall people played volleyball\and the club was full of tall guys.\I may be short, b-but I'm a regular!\Oh, my goodness!\I can't believe I judged someone by their appearance!\I'm so sorry!\It's okay. I'm used to it.\Even if I'm not big, response:	I can fly!
context: and the club was full of tall guys.\I may be short, b-but I'm a regular!\Oh, my goodness!\I can't believe I judged someone by their appearance!\I'm so sorry!\It's okay. I'm used to it.\Even if I'm not big,\I can fly! response:	Hinata, don't you need to copy this down?
context: I may be short, b-but I'm a regular!\Oh, my goodness!\I can't believe I judged someone by their appearance!\I'm so sorry!\It's okay. I'm used to it.\Even if I'm not big,\I can fly!\Hinata, don't you need to copy this down? response:	Oh, yeah.
context: Oh, my goodness!\I can't believe I judged someone by their appearance!\I'm so sorry!\It's okay. I'm used to it.\Even if I'm not big,\I can fly!\Hinata, don't you need to copy this down?\Oh, yeah. response:	Everyone's so big and they look strong,
context: I can't believe I judged someone by their appearance!\I'm so sorry!\It's okay. I'm used to it.\Even if I'm not big,\I can fly!\Hinata, don't you need to copy this down?\Oh, yeah.\Everyone's so big and they look strong, response:	but when we're in a match,
context: I'm so sorry!\It's okay. I'm used to it.\Even if I'm not big,\I can fly!\Hinata, don't you need to copy this down?\Oh, yeah.\Everyone's so big and they look strong,\but when we're in a match, response:	I feel like I'm taking those people on.
context: It's okay. I'm used to it.\Even if I'm not big,\I can fly!\Hinata, don't you need to copy this down?\Oh, yeah.\Everyone's so big and they look strong,\but when we're in a match,\I feel like I'm taking those people on. response:	It's exciting. It's nerve-racking.
context: Even if I'm not big,\I can fly!\Hinata, don't you need to copy this down?\Oh, yeah.\Everyone's so big and they look strong,\but when we're in a match,\I feel like I'm taking those people on.\It's exciting. It's nerve-racking. response:	That's amazing, taking on people like that.
context: I can fly!\Hinata, don't you need to copy this down?\Oh, yeah.\Everyone's so big and they look strong,\but when we're in a match,\I feel like I'm taking those people on.\It's exciting. It's nerve-racking.\That's amazing, taking on people like that. response:	That makes you a Little Giant, Hinata.
context: Hinata, don't you need to copy this down?\Oh, yeah.\Everyone's so big and they look strong,\but when we're in a match,\I feel like I'm taking those people on.\It's exciting. It's nerve-racking.\That's amazing, taking on people like that.\That makes you a Little Giant, Hinata. response:	Huh?!
context: Oh, yeah.\Everyone's so big and they look strong,\but when we're in a match,\I feel like I'm taking those people on.\It's exciting. It's nerve-racking.\That's amazing, taking on people like that.\That makes you a Little Giant, Hinata.\Huh?! response:	What?!
context: Everyone's so big and they look strong,\but when we're in a match,\I feel like I'm taking those people on.\It's exciting. It's nerve-racking.\That's amazing, taking on people like that.\That makes you a Little Giant, Hinata.\Huh?!\What?! response:	You know who the Little Giant is?
context: but when we're in a match,\I feel like I'm taking those people on.\It's exciting. It's nerve-racking.\That's amazing, taking on people like that.\That makes you a Little Giant, Hinata.\Huh?!\What?!\You know who the Little Giant is? response:	Huh?
context: I feel like I'm taking those people on.\It's exciting. It's nerve-racking.\That's amazing, taking on people like that.\That makes you a Little Giant, Hinata.\Huh?!\What?!\You know who the Little Giant is?\Huh? response:	Uh, no. I, uh...
context: It's exciting. It's nerve-racking.\That's amazing, taking on people like that.\That makes you a Little Giant, Hinata.\Huh?!\What?!\You know who the Little Giant is?\Huh?\Uh, no. I, uh... response:	Don't you call Japanese players that when they're fighting
context: That's amazing, taking on people like that.\That makes you a Little Giant, Hinata.\Huh?!\What?!\You know who the Little Giant is?\Huh?\Uh, no. I, uh...\Don't you call Japanese players that when they're fighting response:	with much bigger foreign players in sports?
context: That makes you a Little Giant, Hinata.\Huh?!\What?!\You know who the Little Giant is?\Huh?\Uh, no. I, uh...\Don't you call Japanese players that when they're fighting\with much bigger foreign players in sports? response:	Oh, right.
context: Huh?!\What?!\You know who the Little Giant is?\Huh?\Uh, no. I, uh...\Don't you call Japanese players that when they're fighting\with much bigger foreign players in sports?\Oh, right. response:	Yeah, I'm gonna be the Little Giant.
context: What?!\You know who the Little Giant is?\Huh?\Uh, no. I, uh...\Don't you call Japanese players that when they're fighting\with much bigger foreign players in sports?\Oh, right.\Yeah, I'm gonna be the Little Giant. response:	Hey, Little Giant that's not gonna make it to Tokyo,
context: You know who the Little Giant is?\Huh?\Uh, no. I, uh...\Don't you call Japanese players that when they're fighting\with much bigger foreign players in sports?\Oh, right.\Yeah, I'm gonna be the Little Giant.\Hey, Little Giant that's not gonna make it to Tokyo, response:	hurry up and copy this.
context: Huh?\Uh, no. I, uh...\Don't you call Japanese players that when they're fighting\with much bigger foreign players in sports?\Oh, right.\Yeah, I'm gonna be the Little Giant.\Hey, Little Giant that's not gonna make it to Tokyo,\hurry up and copy this. response:	Year 1 Class 5
context: Uh, no. I, uh...\Don't you call Japanese players that when they're fighting\with much bigger foreign players in sports?\Oh, right.\Yeah, I'm gonna be the Little Giant.\Hey, Little Giant that's not gonna make it to Tokyo,\hurry up and copy this.\Year 1 Class 5 response:	Will you help us study again?
context: Don't you call Japanese players that when they're fighting\with much bigger foreign players in sports?\Oh, right.\Yeah, I'm gonna be the Little Giant.\Hey, Little Giant that's not gonna make it to Tokyo,\hurry up and copy this.\Year 1 Class 5\Will you help us study again? response:	Sure. Teaching you guys helps me remember the material, too.
context: with much bigger foreign players in sports?\Oh, right.\Yeah, I'm gonna be the Little Giant.\Hey, Little Giant that's not gonna make it to Tokyo,\hurry up and copy this.\Year 1 Class 5\Will you help us study again?\Sure. Teaching you guys helps me remember the material, too. response:	Thanks! Thank you, Yachi-san!
context: Oh, right.\Yeah, I'm gonna be the Little Giant.\Hey, Little Giant that's not gonna make it to Tokyo,\hurry up and copy this.\Year 1 Class 5\Will you help us study again?\Sure. Teaching you guys helps me remember the material, too.\Thanks! Thank you, Yachi-san! response:	Oh, no, it's nothing...
context: Yeah, I'm gonna be the Little Giant.\Hey, Little Giant that's not gonna make it to Tokyo,\hurry up and copy this.\Year 1 Class 5\Will you help us study again?\Sure. Teaching you guys helps me remember the material, too.\Thanks! Thank you, Yachi-san!\Oh, no, it's nothing... response:	See you in club!
context: Hey, Little Giant that's not gonna make it to Tokyo,\hurry up and copy this.\Year 1 Class 5\Will you help us study again?\Sure. Teaching you guys helps me remember the material, too.\Thanks! Thank you, Yachi-san!\Oh, no, it's nothing...\See you in club! response:	What is this?
context: hurry up and copy this.\Year 1 Class 5\Will you help us study again?\Sure. Teaching you guys helps me remember the material, too.\Thanks! Thank you, Yachi-san!\Oh, no, it's nothing...\See you in club!\What is this? response:	I feel like I've been left out in direct sunlight for a while.
context: Year 1 Class 5\Will you help us study again?\Sure. Teaching you guys helps me remember the material, too.\Thanks! Thank you, Yachi-san!\Oh, no, it's nothing...\See you in club!\What is this?\I feel like I've been left out in direct sunlight for a while. response:	Yachi-san!
context: Will you help us study again?\Sure. Teaching you guys helps me remember the material, too.\Thanks! Thank you, Yachi-san!\Oh, no, it's nothing...\See you in club!\What is this?\I feel like I've been left out in direct sunlight for a while.\Yachi-san! response:	This afternoon's English quiz...
context: Sure. Teaching you guys helps me remember the material, too.\Thanks! Thank you, Yachi-san!\Oh, no, it's nothing...\See you in club!\What is this?\I feel like I've been left out in direct sunlight for a while.\Yachi-san!\This afternoon's English quiz... response:	Some parts you taught me were on there,
context: Thanks! Thank you, Yachi-san!\Oh, no, it's nothing...\See you in club!\What is this?\I feel like I've been left out in direct sunlight for a while.\Yachi-san!\This afternoon's English quiz...\Some parts you taught me were on there, response:	and I got a third of them right!
context: Oh, no, it's nothing...\See you in club!\What is this?\I feel like I've been left out in direct sunlight for a while.\Yachi-san!\This afternoon's English quiz...\Some parts you taught me were on there,\and I got a third of them right! response:	Wahoo!
context: See you in club!\What is this?\I feel like I've been left out in direct sunlight for a while.\Yachi-san!\This afternoon's English quiz...\Some parts you taught me were on there,\and I got a third of them right!\Wahoo! response:	That's amazing, Hinata-kun!
context: What is this?\I feel like I've been left out in direct sunlight for a while.\Yachi-san!\This afternoon's English quiz...\Some parts you taught me were on there,\and I got a third of them right!\Wahoo!\That's amazing, Hinata-kun! response:	Hinata's so good at communicating...
context: I feel like I've been left out in direct sunlight for a while.\Yachi-san!\This afternoon's English quiz...\Some parts you taught me were on there,\and I got a third of them right!\Wahoo!\That's amazing, Hinata-kun!\Hinata's so good at communicating... response:	Hinata's fine!
context: Yachi-san!\This afternoon's English quiz...\Some parts you taught me were on there,\and I got a third of them right!\Wahoo!\That's amazing, Hinata-kun!\Hinata's so good at communicating...\Hinata's fine! response:	That's amazing, Hinata!
context: This afternoon's English quiz...\Some parts you taught me were on there,\and I got a third of them right!\Wahoo!\That's amazing, Hinata-kun!\Hinata's so good at communicating...\Hinata's fine!\That's amazing, Hinata! response:	They're already buddies.
context: Some parts you taught me were on there,\and I got a third of them right!\Wahoo!\That's amazing, Hinata-kun!\Hinata's so good at communicating...\Hinata's fine!\That's amazing, Hinata!\They're already buddies. response:	So you'll be observing today.
context: and I got a third of them right!\Wahoo!\That's amazing, Hinata-kun!\Hinata's so good at communicating...\Hinata's fine!\That's amazing, Hinata!\They're already buddies.\So you'll be observing today. response:	One, two, three, four...
context: Wahoo!\That's amazing, Hinata-kun!\Hinata's so good at communicating...\Hinata's fine!\That's amazing, Hinata!\They're already buddies.\So you'll be observing today.\One, two, three, four... response:	You don't have to be nervous.
context: That's amazing, Hinata-kun!\Hinata's so good at communicating...\Hinata's fine!\That's amazing, Hinata!\They're already buddies.\So you'll be observing today.\One, two, three, four...\You don't have to be nervous. response:	Five, six, seven, eight...
context: Hinata's so good at communicating...\Hinata's fine!\That's amazing, Hinata!\They're already buddies.\So you'll be observing today.\One, two, three, four...\You don't have to be nervous.\Five, six, seven, eight... response:	Wight!
context: Hinata's fine!\That's amazing, Hinata!\They're already buddies.\So you'll be observing today.\One, two, three, four...\You don't have to be nervous.\Five, six, seven, eight...\Wight! response:	Wight?
context: That's amazing, Hinata!\They're already buddies.\So you'll be observing today.\One, two, three, four...\You don't have to be nervous.\Five, six, seven, eight...\Wight!\Wight? response:	Oh, but be careful of stray shots...
context: They're already buddies.\So you'll be observing today.\One, two, three, four...\You don't have to be nervous.\Five, six, seven, eight...\Wight!\Wight?\Oh, but be careful of stray shots... response:	Right!
context: So you'll be observing today.\One, two, three, four...\You don't have to be nervous.\Five, six, seven, eight...\Wight!\Wight?\Oh, but be careful of stray shots...\Right! response:	Stray shots?
context: One, two, three, four...\You don't have to be nervous.\Five, six, seven, eight...\Wight!\Wight?\Oh, but be careful of stray shots...\Right!\Stray shots? response:	Could it be someone's trying to kill me?
context: You don't have to be nervous.\Five, six, seven, eight...\Wight!\Wight?\Oh, but be careful of stray shots...\Right!\Stray shots?\Could it be someone's trying to kill me? response:	Hey, you okay?
context: Five, six, seven, eight...\Wight!\Wight?\Oh, but be careful of stray shots...\Right!\Stray shots?\Could it be someone's trying to kill me?\Hey, you okay? response:	Th-The scary person from yesterday!
context: Wight!\Wight?\Oh, but be careful of stray shots...\Right!\Stray shots?\Could it be someone's trying to kill me?\Hey, you okay?\Th-The scary person from yesterday! response:	He's gonna kill me!
context: Wight?\Oh, but be careful of stray shots...\Right!\Stray shots?\Could it be someone's trying to kill me?\Hey, you okay?\Th-The scary person from yesterday!\He's gonna kill me! response:	Um... I'm actually the coach...
context: Oh, but be careful of stray shots...\Right!\Stray shots?\Could it be someone's trying to kill me?\Hey, you okay?\Th-The scary person from yesterday!\He's gonna kill me!\Um... I'm actually the coach... response:	Oh, my goodness!
context: Right!\Stray shots?\Could it be someone's trying to kill me?\Hey, you okay?\Th-The scary person from yesterday!\He's gonna kill me!\Um... I'm actually the coach...\Oh, my goodness! response:	I judged someone by their appearance again!
context: Stray shots?\Could it be someone's trying to kill me?\Hey, you okay?\Th-The scary person from yesterday!\He's gonna kill me!\Um... I'm actually the coach...\Oh, my goodness!\I judged someone by their appearance again! response:	I'm so sorry!
context: Could it be someone's trying to kill me?\Hey, you okay?\Th-The scary person from yesterday!\He's gonna kill me!\Um... I'm actually the coach...\Oh, my goodness!\I judged someone by their appearance again!\I'm so sorry! response:	Left!
context: Hey, you okay?\Th-The scary person from yesterday!\He's gonna kill me!\Um... I'm actually the coach...\Oh, my goodness!\I judged someone by their appearance again!\I'm so sorry!\Left! response:	All right!
context: Th-The scary person from yesterday!\He's gonna kill me!\Um... I'm actually the coach...\Oh, my goodness!\I judged someone by their appearance again!\I'm so sorry!\Left!\All right! response:	Nice, Tanaka!
context: He's gonna kill me!\Um... I'm actually the coach...\Oh, my goodness!\I judged someone by their appearance again!\I'm so sorry!\Left!\All right!\Nice, Tanaka! response:	Don't open up the block space!
context: Um... I'm actually the coach...\Oh, my goodness!\I judged someone by their appearance again!\I'm so sorry!\Left!\All right!\Nice, Tanaka!\Don't open up the block space! response:	Right!
context: Oh, my goodness!\I judged someone by their appearance again!\I'm so sorry!\Left!\All right!\Nice, Tanaka!\Don't open up the block space!\Right! response:	Next!
context: I judged someone by their appearance again!\I'm so sorry!\Left!\All right!\Nice, Tanaka!\Don't open up the block space!\Right!\Next! response:	I'm sorry!
context: I'm so sorry!\Left!\All right!\Nice, Tanaka!\Don't open up the block space!\Right!\Next!\I'm sorry! response:	I need to hear you guys!
context: Left!\All right!\Nice, Tanaka!\Don't open up the block space!\Right!\Next!\I'm sorry!\I need to hear you guys! response:	Left!
context: All right!\Nice, Tanaka!\Don't open up the block space!\Right!\Next!\I'm sorry!\I need to hear you guys!\Left! response:	Two blocks!
context: Nice, Tanaka!\Don't open up the block space!\Right!\Next!\I'm sorry!\I need to hear you guys!\Left!\Two blocks! response:	Nice, Hinata!
context: Don't open up the block space!\Right!\Next!\I'm sorry!\I need to hear you guys!\Left!\Two blocks!\Nice, Hinata! response:	Sorry!
context: Right!\Next!\I'm sorry!\I need to hear you guys!\Left!\Two blocks!\Nice, Hinata!\Sorry! response:	Are you okay?
context: Next!\I'm sorry!\I need to hear you guys!\Left!\Two blocks!\Nice, Hinata!\Sorry!\Are you okay? response:	Uh, yes.
context: I'm sorry!\I need to hear you guys!\Left!\Two blocks!\Nice, Hinata!\Sorry!\Are you okay?\Uh, yes. response:	This is my first time seeing volleyball outside of PE class so close.
context: I need to hear you guys!\Left!\Two blocks!\Nice, Hinata!\Sorry!\Are you okay?\Uh, yes.\This is my first time seeing volleyball outside of PE class so close. response:	It's pretty amazing.
context: Left!\Two blocks!\Nice, Hinata!\Sorry!\Are you okay?\Uh, yes.\This is my first time seeing volleyball outside of PE class so close.\It's pretty amazing. response:	I think our team's offense is among the best in the prefecture.
context: Two blocks!\Nice, Hinata!\Sorry!\Are you okay?\Uh, yes.\This is my first time seeing volleyball outside of PE class so close.\It's pretty amazing.\I think our team's offense is among the best in the prefecture. response:	Sorry!
context: Nice, Hinata!\Sorry!\Are you okay?\Uh, yes.\This is my first time seeing volleyball outside of PE class so close.\It's pretty amazing.\I think our team's offense is among the best in the prefecture.\Sorry! response:	Kiyoko-san's talking!
context: Sorry!\Are you okay?\Uh, yes.\This is my first time seeing volleyball outside of PE class so close.\It's pretty amazing.\I think our team's offense is among the best in the prefecture.\Sorry!\Kiyoko-san's talking! response:	She's smiling!
context: Are you okay?\Uh, yes.\This is my first time seeing volleyball outside of PE class so close.\It's pretty amazing.\I think our team's offense is among the best in the prefecture.\Sorry!\Kiyoko-san's talking!\She's smiling! response:	Her lips are moving!
context: Uh, yes.\This is my first time seeing volleyball outside of PE class so close.\It's pretty amazing.\I think our team's offense is among the best in the prefecture.\Sorry!\Kiyoko-san's talking!\She's smiling!\Her lips are moving! response:	So that's what girl talk looks like.
context: This is my first time seeing volleyball outside of PE class so close.\It's pretty amazing.\I think our team's offense is among the best in the prefecture.\Sorry!\Kiyoko-san's talking!\She's smiling!\Her lips are moving!\So that's what girl talk looks like. response:	Stop goofing off, damn it!
context: It's pretty amazing.\I think our team's offense is among the best in the prefecture.\Sorry!\Kiyoko-san's talking!\She's smiling!\Her lips are moving!\So that's what girl talk looks like.\Stop goofing off, damn it! response:	Come on, next round!
context: I think our team's offense is among the best in the prefecture.\Sorry!\Kiyoko-san's talking!\She's smiling!\Her lips are moving!\So that's what girl talk looks like.\Stop goofing off, damn it!\Come on, next round! response:	Karasuno was actually strong enough to go to nationals before.
context: Sorry!\Kiyoko-san's talking!\She's smiling!\Her lips are moving!\So that's what girl talk looks like.\Stop goofing off, damn it!\Come on, next round!\Karasuno was actually strong enough to go to nationals before. response:	Right!
context: Kiyoko-san's talking!\She's smiling!\Her lips are moving!\So that's what girl talk looks like.\Stop goofing off, damn it!\Come on, next round!\Karasuno was actually strong enough to go to nationals before.\Right! response:	Nationals?
context: She's smiling!\Her lips are moving!\So that's what girl talk looks like.\Stop goofing off, damn it!\Come on, next round!\Karasuno was actually strong enough to go to nationals before.\Right!\Nationals? response:	But in the last few years,
context: Her lips are moving!\So that's what girl talk looks like.\Stop goofing off, damn it!\Come on, next round!\Karasuno was actually strong enough to go to nationals before.\Right!\Nationals?\But in the last few years, response:	we've been called the fallen giant and the flightless bird.
context: So that's what girl talk looks like.\Stop goofing off, damn it!\Come on, next round!\Karasuno was actually strong enough to go to nationals before.\Right!\Nationals?\But in the last few years,\we've been called the fallen giant and the flightless bird. response:	This time, we're going
context: Stop goofing off, damn it!\Come on, next round!\Karasuno was actually strong enough to go to nationals before.\Right!\Nationals?\But in the last few years,\we've been called the fallen giant and the flightless bird.\This time, we're going response:	to stand on the national stage.
context: Come on, next round!\Karasuno was actually strong enough to go to nationals before.\Right!\Nationals?\But in the last few years,\we've been called the fallen giant and the flightless bird.\This time, we're going\to stand on the national stage. response:	That's amazing...
context: Karasuno was actually strong enough to go to nationals before.\Right!\Nationals?\But in the last few years,\we've been called the fallen giant and the flightless bird.\This time, we're going\to stand on the national stage.\That's amazing... response:	So amazing!
context: Right!\Nationals?\But in the last few years,\we've been called the fallen giant and the flightless bird.\This time, we're going\to stand on the national stage.\That's amazing...\So amazing! response:	Totally different from me.
context: Nationals?\But in the last few years,\we've been called the fallen giant and the flightless bird.\This time, we're going\to stand on the national stage.\That's amazing...\So amazing!\Totally different from me. response:	Fall in.
context: But in the last few years,\we've been called the fallen giant and the flightless bird.\This time, we're going\to stand on the national stage.\That's amazing...\So amazing!\Totally different from me.\Fall in. response:	So, this is rather sudden,
context: we've been called the fallen giant and the flightless bird.\This time, we're going\to stand on the national stage.\That's amazing...\So amazing!\Totally different from me.\Fall in.\So, this is rather sudden, response:	but Ouginishi High School requested a practice match tomorrow, and I accepted.
