context: Science Fell in Love, So I Tried to Prove It response:	Gone Home
context: The burden of proof lies with you, doesn't it?\Would you two just get married already?!\It's supposed to be joint research, isn't it?\I have something I want to say to the both of you.\The reason your research isn't progressing is because what you're doing isn't normal.\Let's do what's normal.\Let's send the two of you on a date.\Science Fell in Love, So I Tried to Prove It response:	A date?
context: Would you two just get married already?!\It's supposed to be joint research, isn't it?\I have something I want to say to the both of you.\The reason your research isn't progressing is because what you're doing isn't normal.\Let's do what's normal.\Let's send the two of you on a date.\Science Fell in Love, So I Tried to Prove It\A date? response:	A date, huh?
context: It's supposed to be joint research, isn't it?\I have something I want to say to the both of you.\The reason your research isn't progressing is because what you're doing isn't normal.\Let's do what's normal.\Let's send the two of you on a date.\Science Fell in Love, So I Tried to Prove It\A date?\A date, huh? response:	Normal is best, after all.
context: I have something I want to say to the both of you.\The reason your research isn't progressing is because what you're doing isn't normal.\Let's do what's normal.\Let's send the two of you on a date.\Science Fell in Love, So I Tried to Prove It\A date?\A date, huh?\Normal is best, after all. response:	When people fall in love, the first thing they do is go on dates to deepen their relationship.
context: The reason your research isn't progressing is because what you're doing isn't normal.\Let's do what's normal.\Let's send the two of you on a date.\Science Fell in Love, So I Tried to Prove It\A date?\A date, huh?\Normal is best, after all.\When people fall in love, the first thing they do is go on dates to deepen their relationship. response:	That's normal, isn't it?
context: Let's do what's normal.\Let's send the two of you on a date.\Science Fell in Love, So I Tried to Prove It\A date?\A date, huh?\Normal is best, after all.\When people fall in love, the first thing they do is go on dates to deepen their relationship.\That's normal, isn't it? response:	You have a point.
context: Let's send the two of you on a date.\Science Fell in Love, So I Tried to Prove It\A date?\A date, huh?\Normal is best, after all.\When people fall in love, the first thing they do is go on dates to deepen their relationship.\That's normal, isn't it?\You have a point. response:	So, Kanade...
context: Science Fell in Love, So I Tried to Prove It\A date?\A date, huh?\Normal is best, after all.\When people fall in love, the first thing they do is go on dates to deepen their relationship.\That's normal, isn't it?\You have a point.\So, Kanade... response:	What is the definition of a date?
context: A date?\A date, huh?\Normal is best, after all.\When people fall in love, the first thing they do is go on dates to deepen their relationship.\That's normal, isn't it?\You have a point.\So, Kanade...\What is the definition of a date? response:	I knew this was coming!
context: A date, huh?\Normal is best, after all.\When people fall in love, the first thing they do is go on dates to deepen their relationship.\That's normal, isn't it?\You have a point.\So, Kanade...\What is the definition of a date?\I knew this was coming! response:	Date: Definition 1
context: Normal is best, after all.\When people fall in love, the first thing they do is go on dates to deepen their relationship.\That's normal, isn't it?\You have a point.\So, Kanade...\What is the definition of a date?\I knew this was coming!\Date: Definition 1 response:	Kanade Kotonoha's Example
context: When people fall in love, the first thing they do is go on dates to deepen their relationship.\That's normal, isn't it?\You have a point.\So, Kanade...\What is the definition of a date?\I knew this was coming!\Date: Definition 1\Kanade Kotonoha's Example response:	Kanade-kun.
context: That's normal, isn't it?\You have a point.\So, Kanade...\What is the definition of a date?\I knew this was coming!\Date: Definition 1\Kanade Kotonoha's Example\Kanade-kun. response:	Takahashi-sensei!
context: You have a point.\So, Kanade...\What is the definition of a date?\I knew this was coming!\Date: Definition 1\Kanade Kotonoha's Example\Kanade-kun.\Takahashi-sensei! response:	Hata-kun couldn't come after all.
context: So, Kanade...\What is the definition of a date?\I knew this was coming!\Date: Definition 1\Kanade Kotonoha's Example\Kanade-kun.\Takahashi-sensei!\Hata-kun couldn't come after all. response:	I suppose that can't be helped. We'll be going with just us then.
context: What is the definition of a date?\I knew this was coming!\Date: Definition 1\Kanade Kotonoha's Example\Kanade-kun.\Takahashi-sensei!\Hata-kun couldn't come after all.\I suppose that can't be helped. We'll be going with just us then. response:	Okay!
context: I knew this was coming!\Date: Definition 1\Kanade Kotonoha's Example\Kanade-kun.\Takahashi-sensei!\Hata-kun couldn't come after all.\I suppose that can't be helped. We'll be going with just us then.\Okay! response:	The venue for the science and math forum is a bit of a walk from here.
context: Date: Definition 1\Kanade Kotonoha's Example\Kanade-kun.\Takahashi-sensei!\Hata-kun couldn't come after all.\I suppose that can't be helped. We'll be going with just us then.\Okay!\The venue for the science and math forum is a bit of a walk from here. response:	Okay.
context: Kanade Kotonoha's Example\Kanade-kun.\Takahashi-sensei!\Hata-kun couldn't come after all.\I suppose that can't be helped. We'll be going with just us then.\Okay!\The venue for the science and math forum is a bit of a walk from here.\Okay. response:	It's a club activity, but I'm alone with him.
context: Kanade-kun.\Takahashi-sensei!\Hata-kun couldn't come after all.\I suppose that can't be helped. We'll be going with just us then.\Okay!\The venue for the science and math forum is a bit of a walk from here.\Okay.\It's a club activity, but I'm alone with him. response:	Is this a date? It is a date, isn't it? Yeah.
context: Takahashi-sensei!\Hata-kun couldn't come after all.\I suppose that can't be helped. We'll be going with just us then.\Okay!\The venue for the science and math forum is a bit of a walk from here.\Okay.\It's a club activity, but I'm alone with him.\Is this a date? It is a date, isn't it? Yeah. response:	He might not think of it that way,
context: Hata-kun couldn't come after all.\I suppose that can't be helped. We'll be going with just us then.\Okay!\The venue for the science and math forum is a bit of a walk from here.\Okay.\It's a club activity, but I'm alone with him.\Is this a date? It is a date, isn't it? Yeah.\He might not think of it that way, response:	but since we're a male and female going out, just the two of us,
context: I suppose that can't be helped. We'll be going with just us then.\Okay!\The venue for the science and math forum is a bit of a walk from here.\Okay.\It's a club activity, but I'm alone with him.\Is this a date? It is a date, isn't it? Yeah.\He might not think of it that way,\but since we're a male and female going out, just the two of us, response:	by my definition, it's a date!
context: Okay!\The venue for the science and math forum is a bit of a walk from here.\Okay.\It's a club activity, but I'm alone with him.\Is this a date? It is a date, isn't it? Yeah.\He might not think of it that way,\but since we're a male and female going out, just the two of us,\by my definition, it's a date! response:	O wind! Carry my feelings so that he might know them!
context: The venue for the science and math forum is a bit of a walk from here.\Okay.\It's a club activity, but I'm alone with him.\Is this a date? It is a date, isn't it? Yeah.\He might not think of it that way,\but since we're a male and female going out, just the two of us,\by my definition, it's a date!\O wind! Carry my feelings so that he might know them! response:	Now, this moment, will forever be held in my heart.
context: Okay.\It's a club activity, but I'm alone with him.\Is this a date? It is a date, isn't it? Yeah.\He might not think of it that way,\but since we're a male and female going out, just the two of us,\by my definition, it's a date!\O wind! Carry my feelings so that he might know them!\Now, this moment, will forever be held in my heart. response:	Just as flowers bloom, so will my love.
context: It's a club activity, but I'm alone with him.\Is this a date? It is a date, isn't it? Yeah.\He might not think of it that way,\but since we're a male and female going out, just the two of us,\by my definition, it's a date!\O wind! Carry my feelings so that he might know them!\Now, this moment, will forever be held in my heart.\Just as flowers bloom, so will my love. response:	This wonderful time I spend with you...
context: Is this a date? It is a date, isn't it? Yeah.\He might not think of it that way,\but since we're a male and female going out, just the two of us,\by my definition, it's a date!\O wind! Carry my feelings so that he might know them!\Now, this moment, will forever be held in my heart.\Just as flowers bloom, so will my love.\This wonderful time I spend with you... response:	Yes! Time as sweet as honey!
context: He might not think of it that way,\but since we're a male and female going out, just the two of us,\by my definition, it's a date!\O wind! Carry my feelings so that he might know them!\Now, this moment, will forever be held in my heart.\Just as flowers bloom, so will my love.\This wonderful time I spend with you...\Yes! Time as sweet as honey! response:	Kanade-chan. What's wrong?
context: but since we're a male and female going out, just the two of us,\by my definition, it's a date!\O wind! Carry my feelings so that he might know them!\Now, this moment, will forever be held in my heart.\Just as flowers bloom, so will my love.\This wonderful time I spend with you...\Yes! Time as sweet as honey!\Kanade-chan. What's wrong? response:	Apologies. I just remembered something from my dark past.
context: by my definition, it's a date!\O wind! Carry my feelings so that he might know them!\Now, this moment, will forever be held in my heart.\Just as flowers bloom, so will my love.\This wonderful time I spend with you...\Yes! Time as sweet as honey!\Kanade-chan. What's wrong?\Apologies. I just remembered something from my dark past. response:	But, well, a date is generally
context: O wind! Carry my feelings so that he might know them!\Now, this moment, will forever be held in my heart.\Just as flowers bloom, so will my love.\This wonderful time I spend with you...\Yes! Time as sweet as honey!\Kanade-chan. What's wrong?\Apologies. I just remembered something from my dark past.\But, well, a date is generally response:	something where a man and a woman plan to do something together.
context: Now, this moment, will forever be held in my heart.\Just as flowers bloom, so will my love.\This wonderful time I spend with you...\Yes! Time as sweet as honey!\Kanade-chan. What's wrong?\Apologies. I just remembered something from my dark past.\But, well, a date is generally\something where a man and a woman plan to do something together. response:	If it's a date, leave it to me,
context: Just as flowers bloom, so will my love.\This wonderful time I spend with you...\Yes! Time as sweet as honey!\Kanade-chan. What's wrong?\Apologies. I just remembered something from my dark past.\But, well, a date is generally\something where a man and a woman plan to do something together.\If it's a date, leave it to me, response:	to this man who lives by love.
context: This wonderful time I spend with you...\Yes! Time as sweet as honey!\Kanade-chan. What's wrong?\Apologies. I just remembered something from my dark past.\But, well, a date is generally\something where a man and a woman plan to do something together.\If it's a date, leave it to me,\to this man who lives by love. response:	Allow me to instruct you.
context: Yes! Time as sweet as honey!\Kanade-chan. What's wrong?\Apologies. I just remembered something from my dark past.\But, well, a date is generally\something where a man and a woman plan to do something together.\If it's a date, leave it to me,\to this man who lives by love.\Allow me to instruct you. response:	A date, you see, is...
context: Kanade-chan. What's wrong?\Apologies. I just remembered something from my dark past.\But, well, a date is generally\something where a man and a woman plan to do something together.\If it's a date, leave it to me,\to this man who lives by love.\Allow me to instruct you.\A date, you see, is... response:	Date: Definition 2
context: Apologies. I just remembered something from my dark past.\But, well, a date is generally\something where a man and a woman plan to do something together.\If it's a date, leave it to me,\to this man who lives by love.\Allow me to instruct you.\A date, you see, is...\Date: Definition 2 response:	Inukai Kosuke's Example
context: But, well, a date is generally\something where a man and a woman plan to do something together.\If it's a date, leave it to me,\to this man who lives by love.\Allow me to instruct you.\A date, you see, is...\Date: Definition 2\Inukai Kosuke's Example response:	When you think of a date, it's gotta be the amusement park, right?
context: something where a man and a woman plan to do something together.\If it's a date, leave it to me,\to this man who lives by love.\Allow me to instruct you.\A date, you see, is...\Date: Definition 2\Inukai Kosuke's Example\When you think of a date, it's gotta be the amusement park, right? response:	Let's go, Kosuke!
context: If it's a date, leave it to me,\to this man who lives by love.\Allow me to instruct you.\A date, you see, is...\Date: Definition 2\Inukai Kosuke's Example\When you think of a date, it's gotta be the amusement park, right?\Let's go, Kosuke! response:	Sure.
context: to this man who lives by love.\Allow me to instruct you.\A date, you see, is...\Date: Definition 2\Inukai Kosuke's Example\When you think of a date, it's gotta be the amusement park, right?\Let's go, Kosuke!\Sure. response:	I can't believe you're scared of roller coasters.
context: Allow me to instruct you.\A date, you see, is...\Date: Definition 2\Inukai Kosuke's Example\When you think of a date, it's gotta be the amusement park, right?\Let's go, Kosuke!\Sure.\I can't believe you're scared of roller coasters. response:	What?
context: A date, you see, is...\Date: Definition 2\Inukai Kosuke's Example\When you think of a date, it's gotta be the amusement park, right?\Let's go, Kosuke!\Sure.\I can't believe you're scared of roller coasters.\What? response:	O-O-Of course I'm not scared!
context: Date: Definition 2\Inukai Kosuke's Example\When you think of a date, it's gotta be the amusement park, right?\Let's go, Kosuke!\Sure.\I can't believe you're scared of roller coasters.\What?\O-O-Of course I'm not scared! response:	I'm just supporting you because you're so freaked out!
context: Inukai Kosuke's Example\When you think of a date, it's gotta be the amusement park, right?\Let's go, Kosuke!\Sure.\I can't believe you're scared of roller coasters.\What?\O-O-Of course I'm not scared!\I'm just supporting you because you're so freaked out! response:	I thought that might be it.
context: When you think of a date, it's gotta be the amusement park, right?\Let's go, Kosuke!\Sure.\I can't believe you're scared of roller coasters.\What?\O-O-Of course I'm not scared!\I'm just supporting you because you're so freaked out!\I thought that might be it. response:	Thank you, Kosuke.
context: Let's go, Kosuke!\Sure.\I can't believe you're scared of roller coasters.\What?\O-O-Of course I'm not scared!\I'm just supporting you because you're so freaked out!\I thought that might be it.\Thank you, Kosuke. response:	I'm glad we came together.
context: Sure.\I can't believe you're scared of roller coasters.\What?\O-O-Of course I'm not scared!\I'm just supporting you because you're so freaked out!\I thought that might be it.\Thank you, Kosuke.\I'm glad we came together. response:	So am I.
context: I can't believe you're scared of roller coasters.\What?\O-O-Of course I'm not scared!\I'm just supporting you because you're so freaked out!\I thought that might be it.\Thank you, Kosuke.\I'm glad we came together.\So am I. response:	Kosuke.
context: What?\O-O-Of course I'm not scared!\I'm just supporting you because you're so freaked out!\I thought that might be it.\Thank you, Kosuke.\I'm glad we came together.\So am I.\Kosuke. response:	Kosuke-kun.
context: O-O-Of course I'm not scared!\I'm just supporting you because you're so freaked out!\I thought that might be it.\Thank you, Kosuke.\I'm glad we came together.\So am I.\Kosuke.\Kosuke-kun. response:	You're talking about a game, aren't you?
context: I'm just supporting you because you're so freaked out!\I thought that might be it.\Thank you, Kosuke.\I'm glad we came together.\So am I.\Kosuke.\Kosuke-kun.\You're talking about a game, aren't you? response:	What?! How could you tell?
context: I thought that might be it.\Thank you, Kosuke.\I'm glad we came together.\So am I.\Kosuke.\Kosuke-kun.\You're talking about a game, aren't you?\What?! How could you tell? response:	Aika
context: Thank you, Kosuke.\I'm glad we came together.\So am I.\Kosuke.\Kosuke-kun.\You're talking about a game, aren't you?\What?! How could you tell?\Aika response:	I'm glad we came...
context: I'm glad we came together.\So am I.\Kosuke.\Kosuke-kun.\You're talking about a game, aren't you?\What?! How could you tell?\Aika\I'm glad we came... response:	There's no way this stupid otaku numskull would know anything about real life dates.
context: So am I.\Kosuke.\Kosuke-kun.\You're talking about a game, aren't you?\What?! How could you tell?\Aika\I'm glad we came...\There's no way this stupid otaku numskull would know anything about real life dates. response:	Wha?
context: Kosuke.\Kosuke-kun.\You're talking about a game, aren't you?\What?! How could you tell?\Aika\I'm glad we came...\There's no way this stupid otaku numskull would know anything about real life dates.\Wha? response:	Are you listening? This is what a date is...
context: Kosuke-kun.\You're talking about a game, aren't you?\What?! How could you tell?\Aika\I'm glad we came...\There's no way this stupid otaku numskull would know anything about real life dates.\Wha?\Are you listening? This is what a date is... response:	Date: Definition 3
context: You're talking about a game, aren't you?\What?! How could you tell?\Aika\I'm glad we came...\There's no way this stupid otaku numskull would know anything about real life dates.\Wha?\Are you listening? This is what a date is...\Date: Definition 3 response:	Ibarada Ena's Example
context: What?! How could you tell?\Aika\I'm glad we came...\There's no way this stupid otaku numskull would know anything about real life dates.\Wha?\Are you listening? This is what a date is...\Date: Definition 3\Ibarada Ena's Example response:	Why did you invite me today?
context: Aika\I'm glad we came...\There's no way this stupid otaku numskull would know anything about real life dates.\Wha?\Are you listening? This is what a date is...\Date: Definition 3\Ibarada Ena's Example\Why did you invite me today? response:	Well, why do you think?
context: I'm glad we came...\There's no way this stupid otaku numskull would know anything about real life dates.\Wha?\Are you listening? This is what a date is...\Date: Definition 3\Ibarada Ena's Example\Why did you invite me today?\Well, why do you think? response:	Are you afraid?
context: There's no way this stupid otaku numskull would know anything about real life dates.\Wha?\Are you listening? This is what a date is...\Date: Definition 3\Ibarada Ena's Example\Why did you invite me today?\Well, why do you think?\Are you afraid? response:	Of course I'm not
context: Wha?\Are you listening? This is what a date is...\Date: Definition 3\Ibarada Ena's Example\Why did you invite me today?\Well, why do you think?\Are you afraid?\Of course I'm not response:	Hey!
context: Are you listening? This is what a date is...\Date: Definition 3\Ibarada Ena's Example\Why did you invite me today?\Well, why do you think?\Are you afraid?\Of course I'm not\Hey! response:	Who the heck are you? It's turned into a BL story!
context: Date: Definition 3\Ibarada Ena's Example\Why did you invite me today?\Well, why do you think?\Are you afraid?\Of course I'm not\Hey!\Who the heck are you? It's turned into a BL story! response:	Who is this man?
context: Ibarada Ena's Example\Why did you invite me today?\Well, why do you think?\Are you afraid?\Of course I'm not\Hey!\Who the heck are you? It's turned into a BL story!\Who is this man? response:	That's Himuro Ayami-kun.
context: Why did you invite me today?\Well, why do you think?\Are you afraid?\Of course I'm not\Hey!\Who the heck are you? It's turned into a BL story!\Who is this man?\That's Himuro Ayami-kun. response:	He pours his passion into his research. A handsome science-type man.
context: Well, why do you think?\Are you afraid?\Of course I'm not\Hey!\Who the heck are you? It's turned into a BL story!\Who is this man?\That's Himuro Ayami-kun.\He pours his passion into his research. A handsome science-type man. response:	Sagittarius. Blood type O.
context: Are you afraid?\Of course I'm not\Hey!\Who the heck are you? It's turned into a BL story!\Who is this man?\That's Himuro Ayami-kun.\He pours his passion into his research. A handsome science-type man.\Sagittarius. Blood type O. response:	Height, 186 cm. Weight, 70 kg.
context: Of course I'm not\Hey!\Who the heck are you? It's turned into a BL story!\Who is this man?\That's Himuro Ayami-kun.\He pours his passion into his research. A handsome science-type man.\Sagittarius. Blood type O.\Height, 186 cm. Weight, 70 kg. response:	He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.
context: Hey!\Who the heck are you? It's turned into a BL story!\Who is this man?\That's Himuro Ayami-kun.\He pours his passion into his research. A handsome science-type man.\Sagittarius. Blood type O.\Height, 186 cm. Weight, 70 kg.\He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun. response:	Even as he suffers pangs of conscience, he can't stop his love from growing.
context: Who the heck are you? It's turned into a BL story!\Who is this man?\That's Himuro Ayami-kun.\He pours his passion into his research. A handsome science-type man.\Sagittarius. Blood type O.\Height, 186 cm. Weight, 70 kg.\He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.\Even as he suffers pangs of conscience, he can't stop his love from growing. response:	But, not knowing whether they are feelings
context: Who is this man?\That's Himuro Ayami-kun.\He pours his passion into his research. A handsome science-type man.\Sagittarius. Blood type O.\Height, 186 cm. Weight, 70 kg.\He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.\Even as he suffers pangs of conscience, he can't stop his love from growing.\But, not knowing whether they are feelings response:	for the friend he lost or for Yukimura-kun, he suffers alone.
context: That's Himuro Ayami-kun.\He pours his passion into his research. A handsome science-type man.\Sagittarius. Blood type O.\Height, 186 cm. Weight, 70 kg.\He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.\Even as he suffers pangs of conscience, he can't stop his love from growing.\But, not knowing whether they are feelings\for the friend he lost or for Yukimura-kun, he suffers alone. response:	Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,
context: He pours his passion into his research. A handsome science-type man.\Sagittarius. Blood type O.\Height, 186 cm. Weight, 70 kg.\He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.\Even as he suffers pangs of conscience, he can't stop his love from growing.\But, not knowing whether they are feelings\for the friend he lost or for Yukimura-kun, he suffers alone.\Then, when Yukimura-kun learns of Himuro-kun's confusion and pain, response:	he heads to the Okhotsk in the dead of winter.
context: Sagittarius. Blood type O.\Height, 186 cm. Weight, 70 kg.\He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.\Even as he suffers pangs of conscience, he can't stop his love from growing.\But, not knowing whether they are feelings\for the friend he lost or for Yukimura-kun, he suffers alone.\Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,\he heads to the Okhotsk in the dead of winter. response:	That set-up is unnecessarily long!
context: Height, 186 cm. Weight, 70 kg.\He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.\Even as he suffers pangs of conscience, he can't stop his love from growing.\But, not knowing whether they are feelings\for the friend he lost or for Yukimura-kun, he suffers alone.\Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,\he heads to the Okhotsk in the dead of winter.\That set-up is unnecessarily long! response:	Though it seems not all are dissatisfied.
context: He sees shadows of his childhood friend who died in his lab partner, Yukimura-kun.\Even as he suffers pangs of conscience, he can't stop his love from growing.\But, not knowing whether they are feelings\for the friend he lost or for Yukimura-kun, he suffers alone.\Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,\he heads to the Okhotsk in the dead of winter.\That set-up is unnecessarily long!\Though it seems not all are dissatisfied. response:	Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.
context: Even as he suffers pangs of conscience, he can't stop his love from growing.\But, not knowing whether they are feelings\for the friend he lost or for Yukimura-kun, he suffers alone.\Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,\he heads to the Okhotsk in the dead of winter.\That set-up is unnecessarily long!\Though it seems not all are dissatisfied.\Definition of Date If a man and a woman go somewhere alone, it's pretty much a date. response:	Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.
context: But, not knowing whether they are feelings\for the friend he lost or for Yukimura-kun, he suffers alone.\Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,\he heads to the Okhotsk in the dead of winter.\That set-up is unnecessarily long!\Though it seems not all are dissatisfied.\Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.\Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc. response:	Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.
context: for the friend he lost or for Yukimura-kun, he suffers alone.\Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,\he heads to the Okhotsk in the dead of winter.\That set-up is unnecessarily long!\Though it seems not all are dissatisfied.\Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.\Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.\Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective. response:	Specific Actions
context: Then, when Yukimura-kun learns of Himuro-kun's confusion and pain,\he heads to the Okhotsk in the dead of winter.\That set-up is unnecessarily long!\Though it seems not all are dissatisfied.\Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.\Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.\Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.\Specific Actions response:	Destination 1 Ex: Amusement Park
context: he heads to the Okhotsk in the dead of winter.\That set-up is unnecessarily long!\Though it seems not all are dissatisfied.\Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.\Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.\Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.\Specific Actions\Destination 1 Ex: Amusement Park response:	Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and
context: That set-up is unnecessarily long!\Though it seems not all are dissatisfied.\Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.\Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.\Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.\Specific Actions\Destination 1 Ex: Amusement Park\Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and response:	Coffee Cups It seems couples ride this
context: Though it seems not all are dissatisfied.\Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.\Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.\Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.\Specific Actions\Destination 1 Ex: Amusement Park\Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and\Coffee Cups It seems couples ride this response:	Summarizing gives us this, at the moment.
context: Definition of Date If a man and a woman go somewhere alone, it's pretty much a date.\Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.\Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.\Specific Actions\Destination 1 Ex: Amusement Park\Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and\Coffee Cups It seems couples ride this\Summarizing gives us this, at the moment. response:	There's so much stuff to do!
context: Generally, this includes meals, shopping, sight-seeing, watching movies, amusement parks, other attractions, enjoying a night view, etc.\Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.\Specific Actions\Destination 1 Ex: Amusement Park\Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and\Coffee Cups It seems couples ride this\Summarizing gives us this, at the moment.\There's so much stuff to do! response:	Well, we could probably add another 20 to 30 items.
context: Rather than the above-mentioned activities, using the activities to mutually confirm emotions is said to be the primary objective.\Specific Actions\Destination 1 Ex: Amusement Park\Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and\Coffee Cups It seems couples ride this\Summarizing gives us this, at the moment.\There's so much stuff to do!\Well, we could probably add another 20 to 30 items. response:	Considering it's us, we've held back quite a bit, don't you think?
context: Specific Actions\Destination 1 Ex: Amusement Park\Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and\Coffee Cups It seems couples ride this\Summarizing gives us this, at the moment.\There's so much stuff to do!\Well, we could probably add another 20 to 30 items.\Considering it's us, we've held back quite a bit, don't you think? response:	Why is Kosuke-kun acting so cocky?
context: Destination 1 Ex: Amusement Park\Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and\Coffee Cups It seems couples ride this\Summarizing gives us this, at the moment.\There's so much stuff to do!\Well, we could probably add another 20 to 30 items.\Considering it's us, we've held back quite a bit, don't you think?\Why is Kosuke-kun acting so cocky? response:	Very well.
context: Haunted house When frightened by artificial ghosts, the other gender exhibits often observed. Opportunity for close contact is also increased, and\Coffee Cups It seems couples ride this\Summarizing gives us this, at the moment.\There's so much stuff to do!\Well, we could probably add another 20 to 30 items.\Considering it's us, we've held back quite a bit, don't you think?\Why is Kosuke-kun acting so cocky?\Very well. response:	If those in a state of love perform these actions,
context: Coffee Cups It seems couples ride this\Summarizing gives us this, at the moment.\There's so much stuff to do!\Well, we could probably add another 20 to 30 items.\Considering it's us, we've held back quite a bit, don't you think?\Why is Kosuke-kun acting so cocky?\Very well.\If those in a state of love perform these actions, response:	then this experiment is worth doing.
context: Summarizing gives us this, at the moment.\There's so much stuff to do!\Well, we could probably add another 20 to 30 items.\Considering it's us, we've held back quite a bit, don't you think?\Why is Kosuke-kun acting so cocky?\Very well.\If those in a state of love perform these actions,\then this experiment is worth doing. response:	Let's begin planning immediately.
context: There's so much stuff to do!\Well, we could probably add another 20 to 30 items.\Considering it's us, we've held back quite a bit, don't you think?\Why is Kosuke-kun acting so cocky?\Very well.\If those in a state of love perform these actions,\then this experiment is worth doing.\Let's begin planning immediately. response:	Yes. Good. Just like that. Please do!
context: Well, we could probably add another 20 to 30 items.\Considering it's us, we've held back quite a bit, don't you think?\Why is Kosuke-kun acting so cocky?\Very well.\If those in a state of love perform these actions,\then this experiment is worth doing.\Let's begin planning immediately.\Yes. Good. Just like that. Please do! response:	Cosmo Land
context: Considering it's us, we've held back quite a bit, don't you think?\Why is Kosuke-kun acting so cocky?\Very well.\If those in a state of love perform these actions,\then this experiment is worth doing.\Let's begin planning immediately.\Yes. Good. Just like that. Please do!\Cosmo Land response:	Park Map
context: Why is Kosuke-kun acting so cocky?\Very well.\If those in a state of love perform these actions,\then this experiment is worth doing.\Let's begin planning immediately.\Yes. Good. Just like that. Please do!\Cosmo Land\Park Map response:	In order to visit every destination in the most efficient manner,
context: Very well.\If those in a state of love perform these actions,\then this experiment is worth doing.\Let's begin planning immediately.\Yes. Good. Just like that. Please do!\Cosmo Land\Park Map\In order to visit every destination in the most efficient manner, response:	we must construct the optimal route for our date!
context: If those in a state of love perform these actions,\then this experiment is worth doing.\Let's begin planning immediately.\Yes. Good. Just like that. Please do!\Cosmo Land\Park Map\In order to visit every destination in the most efficient manner,\we must construct the optimal route for our date! response:	What?
context: then this experiment is worth doing.\Let's begin planning immediately.\Yes. Good. Just like that. Please do!\Cosmo Land\Park Map\In order to visit every destination in the most efficient manner,\we must construct the optimal route for our date!\What? response:	The entrance is the start point and there are 22 destinations.
context: Let's begin planning immediately.\Yes. Good. Just like that. Please do!\Cosmo Land\Park Map\In order to visit every destination in the most efficient manner,\we must construct the optimal route for our date!\What?\The entrance is the start point and there are 22 destinations. response:	Which order would be the fastest, do you think?
