context: Johnny! response:	Johnny!
context: No, something came up and she went to Kyoto.\Kyoto?! Why?!\It's for this Takizawa thing.\I sent her to see Underpants.\-Is she with Takizawa? -Yeah...\Idiot! How could you?!\Micchon's with them. What's the problem?\That's not the issue! Come to the movie theater in Toyosu right now. response:	And check out the posts on the Akira Takizawa pic I uploaded to Eden!
context: Kyoto?! Why?!\It's for this Takizawa thing.\I sent her to see Underpants.\-Is she with Takizawa? -Yeah...\Idiot! How could you?!\Micchon's with them. What's the problem?\That's not the issue! Come to the movie theater in Toyosu right now.\And check out the posts on the Akira Takizawa pic I uploaded to Eden! response:	He's a criminal!
context: It's for this Takizawa thing.\I sent her to see Underpants.\-Is she with Takizawa? -Yeah...\Idiot! How could you?!\Micchon's with them. What's the problem?\That's not the issue! Come to the movie theater in Toyosu right now.\And check out the posts on the Akira Takizawa pic I uploaded to Eden!\He's a criminal! response:	And he might be involved in a really serious incident!
context: I sent her to see Underpants.\-Is she with Takizawa? -Yeah...\Idiot! How could you?!\Micchon's with them. What's the problem?\That's not the issue! Come to the movie theater in Toyosu right now.\And check out the posts on the Akira Takizawa pic I uploaded to Eden!\He's a criminal!\And he might be involved in a really serious incident! response:	Look.
context: -Is she with Takizawa? -Yeah...\Idiot! How could you?!\Micchon's with them. What's the problem?\That's not the issue! Come to the movie theater in Toyosu right now.\And check out the posts on the Akira Takizawa pic I uploaded to Eden!\He's a criminal!\And he might be involved in a really serious incident!\Look. response:	I've lived in seclusion for two years because of my missing pants.
context: Idiot! How could you?!\Micchon's with them. What's the problem?\That's not the issue! Come to the movie theater in Toyosu right now.\And check out the posts on the Akira Takizawa pic I uploaded to Eden!\He's a criminal!\And he might be involved in a really serious incident!\Look.\I've lived in seclusion for two years because of my missing pants. response:	But I feel for these 20,000 NEETs from around Japan, my compatriots,
context: Micchon's with them. What's the problem?\That's not the issue! Come to the movie theater in Toyosu right now.\And check out the posts on the Akira Takizawa pic I uploaded to Eden!\He's a criminal!\And he might be involved in a really serious incident!\Look.\I've lived in seclusion for two years because of my missing pants.\But I feel for these 20,000 NEETs from around Japan, my compatriots, response:	and I've done an about-face
context: That's not the issue! Come to the movie theater in Toyosu right now.\And check out the posts on the Akira Takizawa pic I uploaded to Eden!\He's a criminal!\And he might be involved in a really serious incident!\Look.\I've lived in seclusion for two years because of my missing pants.\But I feel for these 20,000 NEETs from around Japan, my compatriots,\and I've done an about-face response:	and decided to solve their disappearance from my apartment,
context: And check out the posts on the Akira Takizawa pic I uploaded to Eden!\He's a criminal!\And he might be involved in a really serious incident!\Look.\I've lived in seclusion for two years because of my missing pants.\But I feel for these 20,000 NEETs from around Japan, my compatriots,\and I've done an about-face\and decided to solve their disappearance from my apartment, response:	then go back out into the sunlight again.
context: He's a criminal!\And he might be involved in a really serious incident!\Look.\I've lived in seclusion for two years because of my missing pants.\But I feel for these 20,000 NEETs from around Japan, my compatriots,\and I've done an about-face\and decided to solve their disappearance from my apartment,\then go back out into the sunlight again. response:	You better not be tryin' to trick me.
context: And he might be involved in a really serious incident!\Look.\I've lived in seclusion for two years because of my missing pants.\But I feel for these 20,000 NEETs from around Japan, my compatriots,\and I've done an about-face\and decided to solve their disappearance from my apartment,\then go back out into the sunlight again.\You better not be tryin' to trick me. response:	Nope.
context: Look.\I've lived in seclusion for two years because of my missing pants.\But I feel for these 20,000 NEETs from around Japan, my compatriots,\and I've done an about-face\and decided to solve their disappearance from my apartment,\then go back out into the sunlight again.\You better not be tryin' to trick me.\Nope. response:	The night is a seal
context: I've lived in seclusion for two years because of my missing pants.\But I feel for these 20,000 NEETs from around Japan, my compatriots,\and I've done an about-face\and decided to solve their disappearance from my apartment,\then go back out into the sunlight again.\You better not be tryin' to trick me.\Nope.\The night is a seal response:	If we mix in some bewilderment, it will end
context: But I feel for these 20,000 NEETs from around Japan, my compatriots,\and I've done an about-face\and decided to solve their disappearance from my apartment,\then go back out into the sunlight again.\You better not be tryin' to trick me.\Nope.\The night is a seal\If we mix in some bewilderment, it will end response:	If we're in danger of wavering, let's just abandon our reasons
context: and I've done an about-face\and decided to solve their disappearance from my apartment,\then go back out into the sunlight again.\You better not be tryin' to trick me.\Nope.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons response:	We drown in dreams again
context: and decided to solve their disappearance from my apartment,\then go back out into the sunlight again.\You better not be tryin' to trick me.\Nope.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again response:	The future stretches on uncertainly
context: then go back out into the sunlight again.\You better not be tryin' to trick me.\Nope.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly response:	I can still forgive you, I can still know the meaning
context: You better not be tryin' to trick me.\Nope.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning response:	The night exists to be listened to closely
context: Nope.\The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely response:	I can copy that reason, and change
context: The night is a seal\If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely\I can copy that reason, and change response:	I wouldn't mind cutting off the future to know your breath
context: If we mix in some bewilderment, it will end\If we're in danger of wavering, let's just abandon our reasons\We drown in dreams again\The future stretches on uncertainly\I can still forgive you, I can still know the meaning\The night exists to be listened to closely\I can copy that reason, and change\I wouldn't mind cutting off the future to know your breath response:	I wouldn't mind cutting off the future
