context: Timing and Subtitles brought to you by The Little Lover Team@Viki. response:	Moon Bunny Michaela!
context: Anyway, I am fine.\I just wanted to tell you that for now. Bye.\W, w, wait... Where are you in Tokyo? Where are you staying?\I'll call you again later. Bye.\Wait Chiyomi.\Chiyomi, Chiyomi, wait!\Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-\Ah, what a relief! response:	- Let us know when she's back. -Sorry for the trouble.
context: I just wanted to tell you that for now. Bye.\W, w, wait... Where are you in Tokyo? Where are you staying?\I'll call you again later. Bye.\Wait Chiyomi.\Chiyomi, Chiyomi, wait!\Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-\Ah, what a relief!\- Let us know when she's back. -Sorry for the trouble. response:	-Sorry. -See you tomorrow.
context: W, w, wait... Where are you in Tokyo? Where are you staying?\I'll call you again later. Bye.\Wait Chiyomi.\Chiyomi, Chiyomi, wait!\Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-\Ah, what a relief!\- Let us know when she's back. -Sorry for the trouble.\-Sorry. -See you tomorrow. response:	Sorry.
context: I'll call you again later. Bye.\Wait Chiyomi.\Chiyomi, Chiyomi, wait!\Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-\Ah, what a relief!\- Let us know when she's back. -Sorry for the trouble.\-Sorry. -See you tomorrow.\Sorry. response:	-I'm glad she is safe. -Sorry.
context: Wait Chiyomi.\Chiyomi, Chiyomi, wait!\Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-\Ah, what a relief!\- Let us know when she's back. -Sorry for the trouble.\-Sorry. -See you tomorrow.\Sorry.\-I'm glad she is safe. -Sorry. response:	-Thank you so much. -It's fine.
context: Chiyomi, Chiyomi, wait!\Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-\Ah, what a relief!\- Let us know when she's back. -Sorry for the trouble.\-Sorry. -See you tomorrow.\Sorry.\-I'm glad she is safe. -Sorry.\-Thank you so much. -It's fine. response:	I told you we would easily find her.
context: Hello Chiyomi? Hello, Hello Chiyomi?, Chiyo-\Ah, what a relief!\- Let us know when she's back. -Sorry for the trouble.\-Sorry. -See you tomorrow.\Sorry.\-I'm glad she is safe. -Sorry.\-Thank you so much. -It's fine.\I told you we would easily find her. response:	She just ran away.
context: Ah, what a relief!\- Let us know when she's back. -Sorry for the trouble.\-Sorry. -See you tomorrow.\Sorry.\-I'm glad she is safe. -Sorry.\-Thank you so much. -It's fine.\I told you we would easily find her.\She just ran away. response:	Minaki kun No Koibito My Little Lover
context: - Let us know when she's back. -Sorry for the trouble.\-Sorry. -See you tomorrow.\Sorry.\-I'm glad she is safe. -Sorry.\-Thank you so much. -It's fine.\I told you we would easily find her.\She just ran away.\Minaki kun No Koibito My Little Lover response:	What are you planning on doing?
context: -Sorry. -See you tomorrow.\Sorry.\-I'm glad she is safe. -Sorry.\-Thank you so much. -It's fine.\I told you we would easily find her.\She just ran away.\Minaki kun No Koibito My Little Lover\What are you planning on doing? response:	What do you mean...
context: Sorry.\-I'm glad she is safe. -Sorry.\-Thank you so much. -It's fine.\I told you we would easily find her.\She just ran away.\Minaki kun No Koibito My Little Lover\What are you planning on doing?\What do you mean... response:	You told me to tell them I'm fine.
context: -I'm glad she is safe. -Sorry.\-Thank you so much. -It's fine.\I told you we would easily find her.\She just ran away.\Minaki kun No Koibito My Little Lover\What are you planning on doing?\What do you mean...\You told me to tell them I'm fine. response:	Why did you say Tokyo? You're not going home?
context: -Thank you so much. -It's fine.\I told you we would easily find her.\She just ran away.\Minaki kun No Koibito My Little Lover\What are you planning on doing?\What do you mean...\You told me to tell them I'm fine.\Why did you say Tokyo? You're not going home? response:	I'm going home, of course.
context: I told you we would easily find her.\She just ran away.\Minaki kun No Koibito My Little Lover\What are you planning on doing?\What do you mean...\You told me to tell them I'm fine.\Why did you say Tokyo? You're not going home?\I'm going home, of course. response:	I want to go home.
context: She just ran away.\Minaki kun No Koibito My Little Lover\What are you planning on doing?\What do you mean...\You told me to tell them I'm fine.\Why did you say Tokyo? You're not going home?\I'm going home, of course.\I want to go home. response:	When I return to normal size.
context: Minaki kun No Koibito My Little Lover\What are you planning on doing?\What do you mean...\You told me to tell them I'm fine.\Why did you say Tokyo? You're not going home?\I'm going home, of course.\I want to go home.\When I return to normal size. response:	When I return to normal size, eh?
context: What are you planning on doing?\What do you mean...\You told me to tell them I'm fine.\Why did you say Tokyo? You're not going home?\I'm going home, of course.\I want to go home.\When I return to normal size.\When I return to normal size, eh? response:	I can't go back like this.
context: What do you mean...\You told me to tell them I'm fine.\Why did you say Tokyo? You're not going home?\I'm going home, of course.\I want to go home.\When I return to normal size.\When I return to normal size, eh?\I can't go back like this. response:	Dad and Mom will be sad.
context: You told me to tell them I'm fine.\Why did you say Tokyo? You're not going home?\I'm going home, of course.\I want to go home.\When I return to normal size.\When I return to normal size, eh?\I can't go back like this.\Dad and Mom will be sad. response:	So...
context: Why did you say Tokyo? You're not going home?\I'm going home, of course.\I want to go home.\When I return to normal size.\When I return to normal size, eh?\I can't go back like this.\Dad and Mom will be sad.\So... response:	It was better when they were mad at me.
context: I'm going home, of course.\I want to go home.\When I return to normal size.\When I return to normal size, eh?\I can't go back like this.\Dad and Mom will be sad.\So...\It was better when they were mad at me. response:	I'm sure that's true, but...
context: I want to go home.\When I return to normal size.\When I return to normal size, eh?\I can't go back like this.\Dad and Mom will be sad.\So...\It was better when they were mad at me.\I'm sure that's true, but... response:	And so...
context: When I return to normal size.\When I return to normal size, eh?\I can't go back like this.\Dad and Mom will be sad.\So...\It was better when they were mad at me.\I'm sure that's true, but...\And so... response:	I won't stay like this forever.
context: When I return to normal size, eh?\I can't go back like this.\Dad and Mom will be sad.\So...\It was better when they were mad at me.\I'm sure that's true, but...\And so...\I won't stay like this forever. response:	I should get back to normal soon.
context: I can't go back like this.\Dad and Mom will be sad.\So...\It was better when they were mad at me.\I'm sure that's true, but...\And so...\I won't stay like this forever.\I should get back to normal soon. response:	So please!
context: Dad and Mom will be sad.\So...\It was better when they were mad at me.\I'm sure that's true, but...\And so...\I won't stay like this forever.\I should get back to normal soon.\So please! response:	Until then, can I stay here...
context: So...\It was better when they were mad at me.\I'm sure that's true, but...\And so...\I won't stay like this forever.\I should get back to normal soon.\So please!\Until then, can I stay here... response:	Let me stay by your side.
context: It was better when they were mad at me.\I'm sure that's true, but...\And so...\I won't stay like this forever.\I should get back to normal soon.\So please!\Until then, can I stay here...\Let me stay by your side. response:	Hey wait, what are you talking about?!
context: I'm sure that's true, but...\And so...\I won't stay like this forever.\I should get back to normal soon.\So please!\Until then, can I stay here...\Let me stay by your side.\Hey wait, what are you talking about?! response:	Please. I won't be too much of a trouble.
context: And so...\I won't stay like this forever.\I should get back to normal soon.\So please!\Until then, can I stay here...\Let me stay by your side.\Hey wait, what are you talking about?!\Please. I won't be too much of a trouble. response:	Just let me stay here.
context: I won't stay like this forever.\I should get back to normal soon.\So please!\Until then, can I stay here...\Let me stay by your side.\Hey wait, what are you talking about?!\Please. I won't be too much of a trouble.\Just let me stay here. response:	What a good feeling!
context: I should get back to normal soon.\So please!\Until then, can I stay here...\Let me stay by your side.\Hey wait, what are you talking about?!\Please. I won't be too much of a trouble.\Just let me stay here.\What a good feeling! response:	This bath is just my size!
context: So please!\Until then, can I stay here...\Let me stay by your side.\Hey wait, what are you talking about?!\Please. I won't be too much of a trouble.\Just let me stay here.\What a good feeling!\This bath is just my size! response:	Are you some creature?
context: Until then, can I stay here...\Let me stay by your side.\Hey wait, what are you talking about?!\Please. I won't be too much of a trouble.\Just let me stay here.\What a good feeling!\This bath is just my size!\Are you some creature? response:	Sorry, Minami-kun. I can't reach the soap.
context: Let me stay by your side.\Hey wait, what are you talking about?!\Please. I won't be too much of a trouble.\Just let me stay here.\What a good feeling!\This bath is just my size!\Are you some creature?\Sorry, Minami-kun. I can't reach the soap. response:	Can you get it for me?
context: Hey wait, what are you talking about?!\Please. I won't be too much of a trouble.\Just let me stay here.\What a good feeling!\This bath is just my size!\Are you some creature?\Sorry, Minami-kun. I can't reach the soap.\Can you get it for me? response:	I'm sorry, please.
context: Please. I won't be too much of a trouble.\Just let me stay here.\What a good feeling!\This bath is just my size!\Are you some creature?\Sorry, Minami-kun. I can't reach the soap.\Can you get it for me?\I'm sorry, please. response:	-Don't look! -I won't look!
context: Just let me stay here.\What a good feeling!\This bath is just my size!\Are you some creature?\Sorry, Minami-kun. I can't reach the soap.\Can you get it for me?\I'm sorry, please.\-Don't look! -I won't look! response:	What do you mean, just let me stay.
context: What a good feeling!\This bath is just my size!\Are you some creature?\Sorry, Minami-kun. I can't reach the soap.\Can you get it for me?\I'm sorry, please.\-Don't look! -I won't look!\What do you mean, just let me stay. response:	Sorry I made you wait!
context: This bath is just my size!\Are you some creature?\Sorry, Minami-kun. I can't reach the soap.\Can you get it for me?\I'm sorry, please.\-Don't look! -I won't look!\What do you mean, just let me stay.\Sorry I made you wait! response:	I'm going in now.
context: Are you some creature?\Sorry, Minami-kun. I can't reach the soap.\Can you get it for me?\I'm sorry, please.\-Don't look! -I won't look!\What do you mean, just let me stay.\Sorry I made you wait!\I'm going in now. response:	That scared me.
context: Sorry, Minami-kun. I can't reach the soap.\Can you get it for me?\I'm sorry, please.\-Don't look! -I won't look!\What do you mean, just let me stay.\Sorry I made you wait!\I'm going in now.\That scared me. response:	Minami-kun is muscular...
context: Can you get it for me?\I'm sorry, please.\-Don't look! -I won't look!\What do you mean, just let me stay.\Sorry I made you wait!\I'm going in now.\That scared me.\Minami-kun is muscular... response:	So comfy!
context: I'm sorry, please.\-Don't look! -I won't look!\What do you mean, just let me stay.\Sorry I made you wait!\I'm going in now.\That scared me.\Minami-kun is muscular...\So comfy! response:	Excuse me,
context: -Don't look! -I won't look!\What do you mean, just let me stay.\Sorry I made you wait!\I'm going in now.\That scared me.\Minami-kun is muscular...\So comfy!\Excuse me, response:	Minami-kun?
context: What do you mean, just let me stay.\Sorry I made you wait!\I'm going in now.\That scared me.\Minami-kun is muscular...\So comfy!\Excuse me,\Minami-kun? response:	What is it?
context: Sorry I made you wait!\I'm going in now.\That scared me.\Minami-kun is muscular...\So comfy!\Excuse me,\Minami-kun?\What is it? response:	Thank you very much.
context: I'm going in now.\That scared me.\Minami-kun is muscular...\So comfy!\Excuse me,\Minami-kun?\What is it?\Thank you very much. response:	Thank you for taking care of me.
context: That scared me.\Minami-kun is muscular...\So comfy!\Excuse me,\Minami-kun?\What is it?\Thank you very much.\Thank you for taking care of me. response:	It's fine.
context: Minami-kun is muscular...\So comfy!\Excuse me,\Minami-kun?\What is it?\Thank you very much.\Thank you for taking care of me.\It's fine. response:	But...
context: So comfy!\Excuse me,\Minami-kun?\What is it?\Thank you very much.\Thank you for taking care of me.\It's fine.\But... response:	It's okay.
context: Excuse me,\Minami-kun?\What is it?\Thank you very much.\Thank you for taking care of me.\It's fine.\But...\It's okay. response:	This is the first time we're sleeping together.
context: Minami-kun?\What is it?\Thank you very much.\Thank you for taking care of me.\It's fine.\But...\It's okay.\This is the first time we're sleeping together. response:	Of course.
context: What is it?\Thank you very much.\Thank you for taking care of me.\It's fine.\But...\It's okay.\This is the first time we're sleeping together.\Of course. response:	This is my first time in your room.
context: Thank you very much.\Thank you for taking care of me.\It's fine.\But...\It's okay.\This is the first time we're sleeping together.\Of course.\This is my first time in your room. response:	I got my own room when I went into Jr. High.
context: Thank you for taking care of me.\It's fine.\But...\It's okay.\This is the first time we're sleeping together.\Of course.\This is my first time in your room.\I got my own room when I went into Jr. High. response:	This is the first time I'm letting a girl in here.
context: It's fine.\But...\It's okay.\This is the first time we're sleeping together.\Of course.\This is my first time in your room.\I got my own room when I went into Jr. High.\This is the first time I'm letting a girl in here. response:	I see.
context: But...\It's okay.\This is the first time we're sleeping together.\Of course.\This is my first time in your room.\I got my own room when I went into Jr. High.\This is the first time I'm letting a girl in here.\I see. response:	About Nomura-san,
context: It's okay.\This is the first time we're sleeping together.\Of course.\This is my first time in your room.\I got my own room when I went into Jr. High.\This is the first time I'm letting a girl in here.\I see.\About Nomura-san, response:	do you like her?
context: This is the first time we're sleeping together.\Of course.\This is my first time in your room.\I got my own room when I went into Jr. High.\This is the first time I'm letting a girl in here.\I see.\About Nomura-san,\do you like her? response:	What?
context: Of course.\This is my first time in your room.\I got my own room when I went into Jr. High.\This is the first time I'm letting a girl in here.\I see.\About Nomura-san,\do you like her?\What? response:	Yesterday, you were with Nomura-san...
context: This is my first time in your room.\I got my own room when I went into Jr. High.\This is the first time I'm letting a girl in here.\I see.\About Nomura-san,\do you like her?\What?\Yesterday, you were with Nomura-san... response:	Why don't you ask my father?
context: I got my own room when I went into Jr. High.\This is the first time I'm letting a girl in here.\I see.\About Nomura-san,\do you like her?\What?\Yesterday, you were with Nomura-san...\Why don't you ask my father? response:	I'm sure you're find a good way.
context: This is the first time I'm letting a girl in here.\I see.\About Nomura-san,\do you like her?\What?\Yesterday, you were with Nomura-san...\Why don't you ask my father?\I'm sure you're find a good way. response:	A good way?
context: I see.\About Nomura-san,\do you like her?\What?\Yesterday, you were with Nomura-san...\Why don't you ask my father?\I'm sure you're find a good way.\A good way? response:	My father is well know at the Med School here.
context: About Nomura-san,\do you like her?\What?\Yesterday, you were with Nomura-san...\Why don't you ask my father?\I'm sure you're find a good way.\A good way?\My father is well know at the Med School here. response:	He can give out scholarships too.
context: do you like her?\What?\Yesterday, you were with Nomura-san...\Why don't you ask my father?\I'm sure you're find a good way.\A good way?\My father is well know at the Med School here.\He can give out scholarships too. response:	If you are interested in it.
context: What?\Yesterday, you were with Nomura-san...\Why don't you ask my father?\I'm sure you're find a good way.\A good way?\My father is well know at the Med School here.\He can give out scholarships too.\If you are interested in it. response:	Interested...
context: Yesterday, you were with Nomura-san...\Why don't you ask my father?\I'm sure you're find a good way.\A good way?\My father is well know at the Med School here.\He can give out scholarships too.\If you are interested in it.\Interested... response:	Don't you think it's a good idea?
context: Why don't you ask my father?\I'm sure you're find a good way.\A good way?\My father is well know at the Med School here.\He can give out scholarships too.\If you are interested in it.\Interested...\Don't you think it's a good idea? response:	I have things to do.
context: I'm sure you're find a good way.\A good way?\My father is well know at the Med School here.\He can give out scholarships too.\If you are interested in it.\Interested...\Don't you think it's a good idea?\I have things to do. response:	Your eyelashes are long.
context: A good way?\My father is well know at the Med School here.\He can give out scholarships too.\If you are interested in it.\Interested...\Don't you think it's a good idea?\I have things to do.\Your eyelashes are long. response:	Minami-kun.
context: My father is well know at the Med School here.\He can give out scholarships too.\If you are interested in it.\Interested...\Don't you think it's a good idea?\I have things to do.\Your eyelashes are long.\Minami-kun. response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: He can give out scholarships too.\If you are interested in it.\Interested...\Don't you think it's a good idea?\I have things to do.\Your eyelashes are long.\Minami-kun.\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	N A casual encounter N
context: If you are interested in it.\Interested...\Don't you think it's a good idea?\I have things to do.\Your eyelashes are long.\Minami-kun.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N response:	N gave me this great beginning N
context: Interested...\Don't you think it's a good idea?\I have things to do.\Your eyelashes are long.\Minami-kun.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N response:	N Everyday I was with you N
context: Don't you think it's a good idea?\I have things to do.\Your eyelashes are long.\Minami-kun.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N response:	N I was slowly loving you, more and more N
context: I have things to do.\Your eyelashes are long.\Minami-kun.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N response:	N When we walk shoulder to shoulder N
context: Your eyelashes are long.\Minami-kun.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N response:	N You are right here but even if I stretched my arm N
context: Minami-kun.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N response:	N I won't be able to reach you N
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N response:	N I simply love you N N You are always in my heart N
context: N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N response:	N It almost hurts me N N Forever N
context: N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N response:	N Forever and ever N N Please N
context: N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N response:	N I wish our days last N
context: N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N response:	N Forever N
context: N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N response:	Beautiful princess, please marry me.
context: N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Beautiful princess, please marry me. response:	I want more normal clothes.
context: N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Beautiful princess, please marry me.\I want more normal clothes. response:	This is so good.
context: N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Beautiful princess, please marry me.\I want more normal clothes.\This is so good. response:	You can't... No...
context: N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Beautiful princess, please marry me.\I want more normal clothes.\This is so good.\You can't... No... response:	According to Grandma, there is a legendary mallet here.
context: N Forever and ever N N Please N\N I wish our days last N\N Forever N\Beautiful princess, please marry me.\I want more normal clothes.\This is so good.\You can't... No...\According to Grandma, there is a legendary mallet here. response:	When you shake it on a night of a full moon, she gets big.
context: N I wish our days last N\N Forever N\Beautiful princess, please marry me.\I want more normal clothes.\This is so good.\You can't... No...\According to Grandma, there is a legendary mallet here.\When you shake it on a night of a full moon, she gets big. response:	This is amazing.
context: N Forever N\Beautiful princess, please marry me.\I want more normal clothes.\This is so good.\You can't... No...\According to Grandma, there is a legendary mallet here.\When you shake it on a night of a full moon, she gets big.\This is amazing. response:	Now, I can get back to normal.
context: Beautiful princess, please marry me.\I want more normal clothes.\This is so good.\You can't... No...\According to Grandma, there is a legendary mallet here.\When you shake it on a night of a full moon, she gets big.\This is amazing.\Now, I can get back to normal. response:	Minami Kun No Koibito My Little Lover
