context: Huh, that's strange... response:	This is even more amazing than your room, my lord.
context: I wonder if it'll go well today.\I'll go take a quick bath!\See you.\Tohya, good morning.\Mm.\Those are...\Dungeon corridors?\He's practicing. response:	S-Sorry...
context: I'll go take a quick bath!\See you.\Tohya, good morning.\Mm.\Those are...\Dungeon corridors?\He's practicing.\S-Sorry... response:	Hey, Miss Isuzu.
context: See you.\Tohya, good morning.\Mm.\Those are...\Dungeon corridors?\He's practicing.\S-Sorry...\Hey, Miss Isuzu. response:	Splendid morning, isn't it?
context: Tohya, good morning.\Mm.\Those are...\Dungeon corridors?\He's practicing.\S-Sorry...\Hey, Miss Isuzu.\Splendid morning, isn't it? response:	You don't need to force yourself.
context: Mm.\Those are...\Dungeon corridors?\He's practicing.\S-Sorry...\Hey, Miss Isuzu.\Splendid morning, isn't it?\You don't need to force yourself. response:	What are you talking about?!
context: Those are...\Dungeon corridors?\He's practicing.\S-Sorry...\Hey, Miss Isuzu.\Splendid morning, isn't it?\You don't need to force yourself.\What are you talking about?! response:	I was just taking a morning walk, invited by the forest nymphs,
context: Dungeon corridors?\He's practicing.\S-Sorry...\Hey, Miss Isuzu.\Splendid morning, isn't it?\You don't need to force yourself.\What are you talking about?!\I was just taking a morning walk, invited by the forest nymphs, response:	to listen to the birds' harmony...
context: He's practicing.\S-Sorry...\Hey, Miss Isuzu.\Splendid morning, isn't it?\You don't need to force yourself.\What are you talking about?!\I was just taking a morning walk, invited by the forest nymphs,\to listen to the birds' harmony... response:	Yeah.
context: S-Sorry...\Hey, Miss Isuzu.\Splendid morning, isn't it?\You don't need to force yourself.\What are you talking about?!\I was just taking a morning walk, invited by the forest nymphs,\to listen to the birds' harmony...\Yeah. response:	R-Really?
context: Hey, Miss Isuzu.\Splendid morning, isn't it?\You don't need to force yourself.\What are you talking about?!\I was just taking a morning walk, invited by the forest nymphs,\to listen to the birds' harmony...\Yeah.\R-Really? response:	So what are you doing, Miss Isuzu?
context: Splendid morning, isn't it?\You don't need to force yourself.\What are you talking about?!\I was just taking a morning walk, invited by the forest nymphs,\to listen to the birds' harmony...\Yeah.\R-Really?\So what are you doing, Miss Isuzu? response:	I'm going for a bath.
context: You don't need to force yourself.\What are you talking about?!\I was just taking a morning walk, invited by the forest nymphs,\to listen to the birds' harmony...\Yeah.\R-Really?\So what are you doing, Miss Isuzu?\I'm going for a bath. response:	Oh, I know! Why not come with me, Rundel Haus?
context: What are you talking about?!\I was just taking a morning walk, invited by the forest nymphs,\to listen to the birds' harmony...\Yeah.\R-Really?\So what are you doing, Miss Isuzu?\I'm going for a bath.\Oh, I know! Why not come with me, Rundel Haus? response:	B-Bath?
context: I was just taking a morning walk, invited by the forest nymphs,\to listen to the birds' harmony...\Yeah.\R-Really?\So what are you doing, Miss Isuzu?\I'm going for a bath.\Oh, I know! Why not come with me, Rundel Haus?\B-Bath? response:	I'm not interested in peeking at bathing ladies!
context: to listen to the birds' harmony...\Yeah.\R-Really?\So what are you doing, Miss Isuzu?\I'm going for a bath.\Oh, I know! Why not come with me, Rundel Haus?\B-Bath?\I'm not interested in peeking at bathing ladies! response:	Please don't insult me...
context: Yeah.\R-Really?\So what are you doing, Miss Isuzu?\I'm going for a bath.\Oh, I know! Why not come with me, Rundel Haus?\B-Bath?\I'm not interested in peeking at bathing ladies!\Please don't insult me... response:	No one said anything about taking one together.
context: R-Really?\So what are you doing, Miss Isuzu?\I'm going for a bath.\Oh, I know! Why not come with me, Rundel Haus?\B-Bath?\I'm not interested in peeking at bathing ladies!\Please don't insult me...\No one said anything about taking one together. response:	You wouldn't want a lady walking through the forest alone, right?
context: So what are you doing, Miss Isuzu?\I'm going for a bath.\Oh, I know! Why not come with me, Rundel Haus?\B-Bath?\I'm not interested in peeking at bathing ladies!\Please don't insult me...\No one said anything about taking one together.\You wouldn't want a lady walking through the forest alone, right? response:	Oh, I see.
context: I'm going for a bath.\Oh, I know! Why not come with me, Rundel Haus?\B-Bath?\I'm not interested in peeking at bathing ladies!\Please don't insult me...\No one said anything about taking one together.\You wouldn't want a lady walking through the forest alone, right?\Oh, I see. response:	That's true...
context: Oh, I know! Why not come with me, Rundel Haus?\B-Bath?\I'm not interested in peeking at bathing ladies!\Please don't insult me...\No one said anything about taking one together.\You wouldn't want a lady walking through the forest alone, right?\Oh, I see.\That's true... response:	Yes, your escort, then.
context: B-Bath?\I'm not interested in peeking at bathing ladies!\Please don't insult me...\No one said anything about taking one together.\You wouldn't want a lady walking through the forest alone, right?\Oh, I see.\That's true...\Yes, your escort, then. response:	I would be glad to.
context: I'm not interested in peeking at bathing ladies!\Please don't insult me...\No one said anything about taking one together.\You wouldn't want a lady walking through the forest alone, right?\Oh, I see.\That's true...\Yes, your escort, then.\I would be glad to. response:	So, which way is the spring?
context: Please don't insult me...\No one said anything about taking one together.\You wouldn't want a lady walking through the forest alone, right?\Oh, I see.\That's true...\Yes, your escort, then.\I would be glad to.\So, which way is the spring? response:	That way, Rundel Haus.
context: No one said anything about taking one together.\You wouldn't want a lady walking through the forest alone, right?\Oh, I see.\That's true...\Yes, your escort, then.\I would be glad to.\So, which way is the spring?\That way, Rundel Haus. response:	Miss Isuzu, call me Rudy.
context: You wouldn't want a lady walking through the forest alone, right?\Oh, I see.\That's true...\Yes, your escort, then.\I would be glad to.\So, which way is the spring?\That way, Rundel Haus.\Miss Isuzu, call me Rudy. response:	My parents call me that.
context: Oh, I see.\That's true...\Yes, your escort, then.\I would be glad to.\So, which way is the spring?\That way, Rundel Haus.\Miss Isuzu, call me Rudy.\My parents call me that. response:	Delicious!
context: That's true...\Yes, your escort, then.\I would be glad to.\So, which way is the spring?\That way, Rundel Haus.\Miss Isuzu, call me Rudy.\My parents call me that.\Delicious! response:	Another wonderful breakfast today!
context: Yes, your escort, then.\I would be glad to.\So, which way is the spring?\That way, Rundel Haus.\Miss Isuzu, call me Rudy.\My parents call me that.\Delicious!\Another wonderful breakfast today! response:	Don't you all think so?
context: I would be glad to.\So, which way is the spring?\That way, Rundel Haus.\Miss Isuzu, call me Rudy.\My parents call me that.\Delicious!\Another wonderful breakfast today!\Don't you all think so? response:	It's Nyanta's special recipe!
context: So, which way is the spring?\That way, Rundel Haus.\Miss Isuzu, call me Rudy.\My parents call me that.\Delicious!\Another wonderful breakfast today!\Don't you all think so?\It's Nyanta's special recipe! response:	Rudy, this is good, too.
context: That way, Rundel Haus.\Miss Isuzu, call me Rudy.\My parents call me that.\Delicious!\Another wonderful breakfast today!\Don't you all think so?\It's Nyanta's special recipe!\Rudy, this is good, too. response:	Hmm? Rudy?
context: Miss Isuzu, call me Rudy.\My parents call me that.\Delicious!\Another wonderful breakfast today!\Don't you all think so?\It's Nyanta's special recipe!\Rudy, this is good, too.\Hmm? Rudy? response:	This is salad with mashed pumpkins.
context: My parents call me that.\Delicious!\Another wonderful breakfast today!\Don't you all think so?\It's Nyanta's special recipe!\Rudy, this is good, too.\Hmm? Rudy?\This is salad with mashed pumpkins. response:	Isuzu/ Adventurer Rundel Haus Code/ Sorcerer
context: Delicious!\Another wonderful breakfast today!\Don't you all think so?\It's Nyanta's special recipe!\Rudy, this is good, too.\Hmm? Rudy?\This is salad with mashed pumpkins.\Isuzu/ Adventurer Rundel Haus Code/ Sorcerer response:	How exquisite.
context: Another wonderful breakfast today!\Don't you all think so?\It's Nyanta's special recipe!\Rudy, this is good, too.\Hmm? Rudy?\This is salad with mashed pumpkins.\Isuzu/ Adventurer Rundel Haus Code/ Sorcerer\How exquisite. response:	H-Hey...
context: Don't you all think so?\It's Nyanta's special recipe!\Rudy, this is good, too.\Hmm? Rudy?\This is salad with mashed pumpkins.\Isuzu/ Adventurer Rundel Haus Code/ Sorcerer\How exquisite.\H-Hey... response:	I'm sorry.
context: It's Nyanta's special recipe!\Rudy, this is good, too.\Hmm? Rudy?\This is salad with mashed pumpkins.\Isuzu/ Adventurer Rundel Haus Code/ Sorcerer\How exquisite.\H-Hey...\I'm sorry. response:	There's no more soup!
context: Rudy, this is good, too.\Hmm? Rudy?\This is salad with mashed pumpkins.\Isuzu/ Adventurer Rundel Haus Code/ Sorcerer\How exquisite.\H-Hey...\I'm sorry.\There's no more soup! response:	No, I mean...
context: Hmm? Rudy?\This is salad with mashed pumpkins.\Isuzu/ Adventurer Rundel Haus Code/ Sorcerer\How exquisite.\H-Hey...\I'm sorry.\There's no more soup!\No, I mean... response:	Tohya's thinking the same thing?
context: This is salad with mashed pumpkins.\Isuzu/ Adventurer Rundel Haus Code/ Sorcerer\How exquisite.\H-Hey...\I'm sorry.\There's no more soup!\No, I mean...\Tohya's thinking the same thing? response:	You know, well...
context: Isuzu/ Adventurer Rundel Haus Code/ Sorcerer\How exquisite.\H-Hey...\I'm sorry.\There's no more soup!\No, I mean...\Tohya's thinking the same thing?\You know, well... response:	No.
context: How exquisite.\H-Hey...\I'm sorry.\There's no more soup!\No, I mean...\Tohya's thinking the same thing?\You know, well...\No. response:	It'll just end up like last time.
context: H-Hey...\I'm sorry.\There's no more soup!\No, I mean...\Tohya's thinking the same thing?\You know, well...\No.\It'll just end up like last time. response:	If I'm too scared to say it, nothing will change.
context: I'm sorry.\There's no more soup!\No, I mean...\Tohya's thinking the same thing?\You know, well...\No.\It'll just end up like last time.\If I'm too scared to say it, nothing will change. response:	I have to say it!
context: There's no more soup!\No, I mean...\Tohya's thinking the same thing?\You know, well...\No.\It'll just end up like last time.\If I'm too scared to say it, nothing will change.\I have to say it! response:	Okay, breakfast is done.
context: No, I mean...\Tohya's thinking the same thing?\You know, well...\No.\It'll just end up like last time.\If I'm too scared to say it, nothing will change.\I have to say it!\Okay, breakfast is done. response:	Let's get to the dungeon, men.
context: Tohya's thinking the same thing?\You know, well...\No.\It'll just end up like last time.\If I'm too scared to say it, nothing will change.\I have to say it!\Okay, breakfast is done.\Let's get to the dungeon, men. response:	Today, I'll finally
context: You know, well...\No.\It'll just end up like last time.\If I'm too scared to say it, nothing will change.\I have to say it!\Okay, breakfast is done.\Let's get to the dungeon, men.\Today, I'll finally response:	Everyone...
context: No.\It'll just end up like last time.\If I'm too scared to say it, nothing will change.\I have to say it!\Okay, breakfast is done.\Let's get to the dungeon, men.\Today, I'll finally\Everyone... response:	Why don't we wait until this afternoon to enter the dungeon?
context: It'll just end up like last time.\If I'm too scared to say it, nothing will change.\I have to say it!\Okay, breakfast is done.\Let's get to the dungeon, men.\Today, I'll finally\Everyone...\Why don't we wait until this afternoon to enter the dungeon? response:	The real answer isn't written down anywhere.
context: If I'm too scared to say it, nothing will change.\I have to say it!\Okay, breakfast is done.\Let's get to the dungeon, men.\Today, I'll finally\Everyone...\Why don't we wait until this afternoon to enter the dungeon?\The real answer isn't written down anywhere. response:	Not in a textbook, on the internet,
context: I have to say it!\Okay, breakfast is done.\Let's get to the dungeon, men.\Today, I'll finally\Everyone...\Why don't we wait until this afternoon to enter the dungeon?\The real answer isn't written down anywhere.\Not in a textbook, on the internet, response:	or in the notebook you're always reading.
context: Okay, breakfast is done.\Let's get to the dungeon, men.\Today, I'll finally\Everyone...\Why don't we wait until this afternoon to enter the dungeon?\The real answer isn't written down anywhere.\Not in a textbook, on the internet,\or in the notebook you're always reading. response:	And no one can teach it to you.
context: Let's get to the dungeon, men.\Today, I'll finally\Everyone...\Why don't we wait until this afternoon to enter the dungeon?\The real answer isn't written down anywhere.\Not in a textbook, on the internet,\or in the notebook you're always reading.\And no one can teach it to you. response:	But when you understand it on your own,
context: Today, I'll finally\Everyone...\Why don't we wait until this afternoon to enter the dungeon?\The real answer isn't written down anywhere.\Not in a textbook, on the internet,\or in the notebook you're always reading.\And no one can teach it to you.\But when you understand it on your own, response:	what was merely a party becomes a group of true friends.
context: Everyone...\Why don't we wait until this afternoon to enter the dungeon?\The real answer isn't written down anywhere.\Not in a textbook, on the internet,\or in the notebook you're always reading.\And no one can teach it to you.\But when you understand it on your own,\what was merely a party becomes a group of true friends. response:	Attacks
context: Why don't we wait until this afternoon to enter the dungeon?\The real answer isn't written down anywhere.\Not in a textbook, on the internet,\or in the notebook you're always reading.\And no one can teach it to you.\But when you understand it on your own,\what was merely a party becomes a group of true friends.\Attacks response:	Next time: Attacks.
context: The real answer isn't written down anywhere.\Not in a textbook, on the internet,\or in the notebook you're always reading.\And no one can teach it to you.\But when you understand it on your own,\what was merely a party becomes a group of true friends.\Attacks\Next time: Attacks. response:	Always look thirty seconds ahead.
