context: Nana had a red tattoo on her arm. response:	It was the lotus flower, the flower also known as Ren...
context: Don't expect any hospitality, but you can stay here if you like.\Thanks. You're so kind...\I won't have it.\Nana, what are you going on about?\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese Inn.\Get it through your head. response:	I didn't choose to be born into that family.
context: Thanks. You're so kind...\I won't have it.\Nana, what are you going on about?\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese Inn.\Get it through your head.\I didn't choose to be born into that family. response:	Quit being a brat about it!
context: I won't have it.\Nana, what are you going on about?\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese Inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it! response:	You are blessed, young man! Your future is guaranteed!
context: Nana, what are you going on about?\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese Inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\You are blessed, young man! Your future is guaranteed! response:	What's the need to throw away that happiness?!
context: It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese Inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\You are blessed, young man! Your future is guaranteed!\What's the need to throw away that happiness?! response:	I won't regret it in the least bit.
context: Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese Inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\You are blessed, young man! Your future is guaranteed!\What's the need to throw away that happiness?!\I won't regret it in the least bit. response:	As long as I can play my guitar, I'm happy.
context: You are to follow your father's footsteps and run that huge Japanese Inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\You are blessed, young man! Your future is guaranteed!\What's the need to throw away that happiness?!\I won't regret it in the least bit.\As long as I can play my guitar, I'm happy. response:	And I wanna play for you.
context: Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\You are blessed, young man! Your future is guaranteed!\What's the need to throw away that happiness?!\I won't regret it in the least bit.\As long as I can play my guitar, I'm happy.\And I wanna play for you. response:	Don't make me repeat myself.
context: I didn't choose to be born into that family.\Quit being a brat about it!\You are blessed, young man! Your future is guaranteed!\What's the need to throw away that happiness?!\I won't regret it in the least bit.\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself. response:	Hey Nana. Let's just at least let him stay tonight.
context: Quit being a brat about it!\You are blessed, young man! Your future is guaranteed!\What's the need to throw away that happiness?!\I won't regret it in the least bit.\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hey Nana. Let's just at least let him stay tonight. response:	It's getting late already. Okay?
context: You are blessed, young man! Your future is guaranteed!\What's the need to throw away that happiness?!\I won't regret it in the least bit.\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hey Nana. Let's just at least let him stay tonight.\It's getting late already. Okay? response:	Oh, a phone?
context: What's the need to throw away that happiness?!\I won't regret it in the least bit.\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hey Nana. Let's just at least let him stay tonight.\It's getting late already. Okay?\Oh, a phone? response:	Oh, it's mine.
context: I won't regret it in the least bit.\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hey Nana. Let's just at least let him stay tonight.\It's getting late already. Okay?\Oh, a phone?\Oh, it's mine. response:	Hello. Hey, Yasu.
context: As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself.\Hey Nana. Let's just at least let him stay tonight.\It's getting late already. Okay?\Oh, a phone?\Oh, it's mine.\Hello. Hey, Yasu. response:	Yeah, just got here a few minutes ago.
context: And I wanna play for you.\Don't make me repeat myself.\Hey Nana. Let's just at least let him stay tonight.\It's getting late already. Okay?\Oh, a phone?\Oh, it's mine.\Hello. Hey, Yasu.\Yeah, just got here a few minutes ago. response:	Hello Yasu? Do something about this stupid son, will ya?!
context: Don't make me repeat myself.\Hey Nana. Let's just at least let him stay tonight.\It's getting late already. Okay?\Oh, a phone?\Oh, it's mine.\Hello. Hey, Yasu.\Yeah, just got here a few minutes ago.\Hello Yasu? Do something about this stupid son, will ya?! response:	Why'd you get him to bring my stuff anyway?!
context: Hey Nana. Let's just at least let him stay tonight.\It's getting late already. Okay?\Oh, a phone?\Oh, it's mine.\Hello. Hey, Yasu.\Yeah, just got here a few minutes ago.\Hello Yasu? Do something about this stupid son, will ya?!\Why'd you get him to bring my stuff anyway?! response:	Oh sorry, but he insisted that he'd go.
context: It's getting late already. Okay?\Oh, a phone?\Oh, it's mine.\Hello. Hey, Yasu.\Yeah, just got here a few minutes ago.\Hello Yasu? Do something about this stupid son, will ya?!\Why'd you get him to bring my stuff anyway?!\Oh sorry, but he insisted that he'd go. response:	What do you mean, but?! What are you gonna do about it?!
context: Oh, a phone?\Oh, it's mine.\Hello. Hey, Yasu.\Yeah, just got here a few minutes ago.\Hello Yasu? Do something about this stupid son, will ya?!\Why'd you get him to bring my stuff anyway?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?! response:	No smoking What do you mean, but?! What are you gonna do about it?!
context: Oh, it's mine.\Hello. Hey, Yasu.\Yeah, just got here a few minutes ago.\Hello Yasu? Do something about this stupid son, will ya?!\Why'd you get him to bring my stuff anyway?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\No smoking What do you mean, but?! What are you gonna do about it?! response:	No smoking
context: Hello. Hey, Yasu.\Yeah, just got here a few minutes ago.\Hello Yasu? Do something about this stupid son, will ya?!\Why'd you get him to bring my stuff anyway?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\No smoking What do you mean, but?! What are you gonna do about it?!\No smoking response:	No smoking There's nothing I can do about it, Nana.
context: Yeah, just got here a few minutes ago.\Hello Yasu? Do something about this stupid son, will ya?!\Why'd you get him to bring my stuff anyway?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\No smoking What do you mean, but?! What are you gonna do about it?!\No smoking\No smoking There's nothing I can do about it, Nana. response:	No smoking
context: Hello Yasu? Do something about this stupid son, will ya?!\Why'd you get him to bring my stuff anyway?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\No smoking What do you mean, but?! What are you gonna do about it?!\No smoking\No smoking There's nothing I can do about it, Nana.\No smoking response:	No smoking Nobu's serious.
context: Why'd you get him to bring my stuff anyway?!\Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\No smoking What do you mean, but?! What are you gonna do about it?!\No smoking\No smoking There's nothing I can do about it, Nana.\No smoking\No smoking Nobu's serious. response:	No smoking
context: Oh sorry, but he insisted that he'd go.\What do you mean, but?! What are you gonna do about it?!\No smoking What do you mean, but?! What are you gonna do about it?!\No smoking\No smoking There's nothing I can do about it, Nana.\No smoking\No smoking Nobu's serious.\No smoking response:	Why don't you find some new band members and start over?
context: What do you mean, but?! What are you gonna do about it?!\No smoking What do you mean, but?! What are you gonna do about it?!\No smoking\No smoking There's nothing I can do about it, Nana.\No smoking\No smoking Nobu's serious.\No smoking\Why don't you find some new band members and start over? response:	I know you'd prefer a band to going solo.
context: No smoking What do you mean, but?! What are you gonna do about it?!\No smoking\No smoking There's nothing I can do about it, Nana.\No smoking\No smoking Nobu's serious.\No smoking\Why don't you find some new band members and start over?\I know you'd prefer a band to going solo. response:	Besides, you can write lyrics but you can't write a tune.
context: No smoking\No smoking There's nothing I can do about it, Nana.\No smoking\No smoking Nobu's serious.\No smoking\Why don't you find some new band members and start over?\I know you'd prefer a band to going solo.\Besides, you can write lyrics but you can't write a tune. response:	Oh by the way, did ya listen to the tape?
context: No smoking There's nothing I can do about it, Nana.\No smoking\No smoking Nobu's serious.\No smoking\Why don't you find some new band members and start over?\I know you'd prefer a band to going solo.\Besides, you can write lyrics but you can't write a tune.\Oh by the way, did ya listen to the tape? response:	Tape?
context: No smoking\No smoking Nobu's serious.\No smoking\Why don't you find some new band members and start over?\I know you'd prefer a band to going solo.\Besides, you can write lyrics but you can't write a tune.\Oh by the way, did ya listen to the tape?\Tape? response:	The new number Nobu wrote.
context: No smoking Nobu's serious.\No smoking\Why don't you find some new band members and start over?\I know you'd prefer a band to going solo.\Besides, you can write lyrics but you can't write a tune.\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote. response:	It's good.
context: No smoking\Why don't you find some new band members and start over?\I know you'd prefer a band to going solo.\Besides, you can write lyrics but you can't write a tune.\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good. response:	If you sing it, in my opinion, nobody's got a chance over you guys.
context: Why don't you find some new band members and start over?\I know you'd prefer a band to going solo.\Besides, you can write lyrics but you can't write a tune.\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys. response:	This song is the best! It is so cool!
context: I know you'd prefer a band to going solo.\Besides, you can write lyrics but you can't write a tune.\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\This song is the best! It is so cool! response:	Did you really write this Nobu? I am so impressed! Really!
context: Besides, you can write lyrics but you can't write a tune.\Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\This song is the best! It is so cool!\Did you really write this Nobu? I am so impressed! Really! response:	Nana.
context: Oh by the way, did ya listen to the tape?\Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\This song is the best! It is so cool!\Did you really write this Nobu? I am so impressed! Really!\Nana. response:	Play it for me. I'd like to try and sing it.
context: Tape?\The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\This song is the best! It is so cool!\Did you really write this Nobu? I am so impressed! Really!\Nana.\Play it for me. I'd like to try and sing it. response:	Sure.
context: The new number Nobu wrote.\It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\This song is the best! It is so cool!\Did you really write this Nobu? I am so impressed! Really!\Nana.\Play it for me. I'd like to try and sing it.\Sure. response:	Oh, but I left my amp in the car!
context: It's good.\If you sing it, in my opinion, nobody's got a chance over you guys.\This song is the best! It is so cool!\Did you really write this Nobu? I am so impressed! Really!\Nana.\Play it for me. I'd like to try and sing it.\Sure.\Oh, but I left my amp in the car! response:	This thing. No wonder it was so heavy.
context: If you sing it, in my opinion, nobody's got a chance over you guys.\This song is the best! It is so cool!\Did you really write this Nobu? I am so impressed! Really!\Nana.\Play it for me. I'd like to try and sing it.\Sure.\Oh, but I left my amp in the car!\This thing. No wonder it was so heavy. response:	What's this? Man, only one guest in the house tonight?
context: This song is the best! It is so cool!\Did you really write this Nobu? I am so impressed! Really!\Nana.\Play it for me. I'd like to try and sing it.\Sure.\Oh, but I left my amp in the car!\This thing. No wonder it was so heavy.\What's this? Man, only one guest in the house tonight? response:	Pretty shabby if you ask me.
context: Did you really write this Nobu? I am so impressed! Really!\Nana.\Play it for me. I'd like to try and sing it.\Sure.\Oh, but I left my amp in the car!\This thing. No wonder it was so heavy.\What's this? Man, only one guest in the house tonight?\Pretty shabby if you ask me. response:	Oh, well, I guess that's how it is when just starting off.
context: Nana.\Play it for me. I'd like to try and sing it.\Sure.\Oh, but I left my amp in the car!\This thing. No wonder it was so heavy.\What's this? Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off. response:	One's better than none.
context: Play it for me. I'd like to try and sing it.\Sure.\Oh, but I left my amp in the car!\This thing. No wonder it was so heavy.\What's this? Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none. response:	Good evening. We're Blast.
context: Sure.\Oh, but I left my amp in the car!\This thing. No wonder it was so heavy.\What's this? Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast. response:	Good evening...
context: Oh, but I left my amp in the car!\This thing. No wonder it was so heavy.\What's this? Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening... response:	I'll make this a night you'll never forget.
context: This thing. No wonder it was so heavy.\What's this? Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget. response:	I still can't forget that night.
context: What's this? Man, only one guest in the house tonight?\Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\I still can't forget that night. response:	There weren't any words to the song yet,
context: Pretty shabby if you ask me.\Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\I still can't forget that night.\There weren't any words to the song yet, response:	so you just sang a whole bunch of nonsense.
context: Oh, well, I guess that's how it is when just starting off.\One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\I still can't forget that night.\There weren't any words to the song yet,\so you just sang a whole bunch of nonsense. response:	It was almost as if someone was putting a spell on me.
context: One's better than none.\Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\I still can't forget that night.\There weren't any words to the song yet,\so you just sang a whole bunch of nonsense.\It was almost as if someone was putting a spell on me. response:	I became a prisoner of that voice of yours.
context: Good evening. We're Blast.\Good evening...\I'll make this a night you'll never forget.\I still can't forget that night.\There weren't any words to the song yet,\so you just sang a whole bunch of nonsense.\It was almost as if someone was putting a spell on me.\I became a prisoner of that voice of yours. response:	Our table became the stage,
context: Good evening...\I'll make this a night you'll never forget.\I still can't forget that night.\There weren't any words to the song yet,\so you just sang a whole bunch of nonsense.\It was almost as if someone was putting a spell on me.\I became a prisoner of that voice of yours.\Our table became the stage, response:	your phone was the mike and the crescent moon was your spotlight.
context: I'll make this a night you'll never forget.\I still can't forget that night.\There weren't any words to the song yet,\so you just sang a whole bunch of nonsense.\It was almost as if someone was putting a spell on me.\I became a prisoner of that voice of yours.\Our table became the stage,\your phone was the mike and the crescent moon was your spotlight. response:	Only you could make magic like that, Nana.
context: I still can't forget that night.\There weren't any words to the song yet,\so you just sang a whole bunch of nonsense.\It was almost as if someone was putting a spell on me.\I became a prisoner of that voice of yours.\Our table became the stage,\your phone was the mike and the crescent moon was your spotlight.\Only you could make magic like that, Nana. response:	I still believe it.
context: There weren't any words to the song yet,\so you just sang a whole bunch of nonsense.\It was almost as if someone was putting a spell on me.\I became a prisoner of that voice of yours.\Our table became the stage,\your phone was the mike and the crescent moon was your spotlight.\Only you could make magic like that, Nana.\I still believe it. response:	The more I close my heart
context: so you just sang a whole bunch of nonsense.\It was almost as if someone was putting a spell on me.\I became a prisoner of that voice of yours.\Our table became the stage,\your phone was the mike and the crescent moon was your spotlight.\Only you could make magic like that, Nana.\I still believe it.\The more I close my heart response:	The more this love tangles up
context: It was almost as if someone was putting a spell on me.\I became a prisoner of that voice of yours.\Our table became the stage,\your phone was the mike and the crescent moon was your spotlight.\Only you could make magic like that, Nana.\I still believe it.\The more I close my heart\The more this love tangles up response:	Nice and gently kiss me
context: I became a prisoner of that voice of yours.\Our table became the stage,\your phone was the mike and the crescent moon was your spotlight.\Only you could make magic like that, Nana.\I still believe it.\The more I close my heart\The more this love tangles up\Nice and gently kiss me response:	Nobody can save me
context: Our table became the stage,\your phone was the mike and the crescent moon was your spotlight.\Only you could make magic like that, Nana.\I still believe it.\The more I close my heart\The more this love tangles up\Nice and gently kiss me\Nobody can save me response:	Like a frozen rose
context: your phone was the mike and the crescent moon was your spotlight.\Only you could make magic like that, Nana.\I still believe it.\The more I close my heart\The more this love tangles up\Nice and gently kiss me\Nobody can save me\Like a frozen rose response:	I want a peaceful sleep for my tears
context: Only you could make magic like that, Nana.\I still believe it.\The more I close my heart\The more this love tangles up\Nice and gently kiss me\Nobody can save me\Like a frozen rose\I want a peaceful sleep for my tears response:	I need your love
context: I still believe it.\The more I close my heart\The more this love tangles up\Nice and gently kiss me\Nobody can save me\Like a frozen rose\I want a peaceful sleep for my tears\I need your love response:	I'm a broken rose
context: The more I close my heart\The more this love tangles up\Nice and gently kiss me\Nobody can save me\Like a frozen rose\I want a peaceful sleep for my tears\I need your love\I'm a broken rose response:	Sorry dying, falling, is my soul
context: The more this love tangles up\Nice and gently kiss me\Nobody can save me\Like a frozen rose\I want a peaceful sleep for my tears\I need your love\I'm a broken rose\Sorry dying, falling, is my soul response:	Collapsing in loneliness like a little girl.
context: Nice and gently kiss me\Nobody can save me\Like a frozen rose\I want a peaceful sleep for my tears\I need your love\I'm a broken rose\Sorry dying, falling, is my soul\Collapsing in loneliness like a little girl. response:	I need your love
context: Nobody can save me\Like a frozen rose\I want a peaceful sleep for my tears\I need your love\I'm a broken rose\Sorry dying, falling, is my soul\Collapsing in loneliness like a little girl.\I need your love response:	I'm a broken rose
context: Like a frozen rose\I want a peaceful sleep for my tears\I need your love\I'm a broken rose\Sorry dying, falling, is my soul\Collapsing in loneliness like a little girl.\I need your love\I'm a broken rose response:	Oh baby, help me from frozen pain
context: I want a peaceful sleep for my tears\I need your love\I'm a broken rose\Sorry dying, falling, is my soul\Collapsing in loneliness like a little girl.\I need your love\I'm a broken rose\Oh baby, help me from frozen pain response:	with your smile, your eyes, and sing me, just for me
context: I need your love\I'm a broken rose\Sorry dying, falling, is my soul\Collapsing in loneliness like a little girl.\I need your love\I'm a broken rose\Oh baby, help me from frozen pain\with your smile, your eyes, and sing me, just for me response:	I wanna need your love,.,
context: I'm a broken rose\Sorry dying, falling, is my soul\Collapsing in loneliness like a little girl.\I need your love\I'm a broken rose\Oh baby, help me from frozen pain\with your smile, your eyes, and sing me, just for me\I wanna need your love,., response:	I'm a broken rose
context: Sorry dying, falling, is my soul\Collapsing in loneliness like a little girl.\I need your love\I'm a broken rose\Oh baby, help me from frozen pain\with your smile, your eyes, and sing me, just for me\I wanna need your love,.,\I'm a broken rose response:	I wanna need your love,.,
