context: New Year's response:	Another New Year
context: and my classmates.\You're popular, Taka-kun.\Nah. I'm just socially obligated.\I'm not sure about that.\Some of those people might really like you.\Did you find any pub*c hair in your presents?\No.\I thought of making stuff by hand, but... response:	You gave up on it?
context: You're popular, Taka-kun.\Nah. I'm just socially obligated.\I'm not sure about that.\Some of those people might really like you.\Did you find any pub*c hair in your presents?\No.\I thought of making stuff by hand, but...\You gave up on it? response:	It took more time than I thought.
context: Nah. I'm just socially obligated.\I'm not sure about that.\Some of those people might really like you.\Did you find any pub*c hair in your presents?\No.\I thought of making stuff by hand, but...\You gave up on it?\It took more time than I thought. response:	The student council keeps you busy, huh?
context: I'm not sure about that.\Some of those people might really like you.\Did you find any pub*c hair in your presents?\No.\I thought of making stuff by hand, but...\You gave up on it?\It took more time than I thought.\The student council keeps you busy, huh? response:	Also, you know what you're getting if you get stuff off the shelf.
context: Some of those people might really like you.\Did you find any pub*c hair in your presents?\No.\I thought of making stuff by hand, but...\You gave up on it?\It took more time than I thought.\The student council keeps you busy, huh?\Also, you know what you're getting if you get stuff off the shelf. response:	And you know there aren't any bodily fluids in there.
context: Did you find any pub*c hair in your presents?\No.\I thought of making stuff by hand, but...\You gave up on it?\It took more time than I thought.\The student council keeps you busy, huh?\Also, you know what you're getting if you get stuff off the shelf.\And you know there aren't any bodily fluids in there. response:	That's enough.
context: No.\I thought of making stuff by hand, but...\You gave up on it?\It took more time than I thought.\The student council keeps you busy, huh?\Also, you know what you're getting if you get stuff off the shelf.\And you know there aren't any bodily fluids in there.\That's enough. response:	Oh...
context: I thought of making stuff by hand, but...\You gave up on it?\It took more time than I thought.\The student council keeps you busy, huh?\Also, you know what you're getting if you get stuff off the shelf.\And you know there aren't any bodily fluids in there.\That's enough.\Oh... response:	I forgot I was your onee-san for a second.
context: You gave up on it?\It took more time than I thought.\The student council keeps you busy, huh?\Also, you know what you're getting if you get stuff off the shelf.\And you know there aren't any bodily fluids in there.\That's enough.\Oh...\I forgot I was your onee-san for a second. response:	Oh, Tsuda and Uomi, isn't it?
context: It took more time than I thought.\The student council keeps you busy, huh?\Also, you know what you're getting if you get stuff off the shelf.\And you know there aren't any bodily fluids in there.\That's enough.\Oh...\I forgot I was your onee-san for a second.\Oh, Tsuda and Uomi, isn't it? response:	What are you two doing here?
context: The student council keeps you busy, huh?\Also, you know what you're getting if you get stuff off the shelf.\And you know there aren't any bodily fluids in there.\That's enough.\Oh...\I forgot I was your onee-san for a second.\Oh, Tsuda and Uomi, isn't it?\What are you two doing here? response:	Well...
context: Also, you know what you're getting if you get stuff off the shelf.\And you know there aren't any bodily fluids in there.\That's enough.\Oh...\I forgot I was your onee-san for a second.\Oh, Tsuda and Uomi, isn't it?\What are you two doing here?\Well... response:	Uomi-san is trying to take Tsuda around and have him strip.
context: And you know there aren't any bodily fluids in there.\That's enough.\Oh...\I forgot I was your onee-san for a second.\Oh, Tsuda and Uomi, isn't it?\What are you two doing here?\Well...\Uomi-san is trying to take Tsuda around and have him strip. response:	I think she's thinking something different than the others.
context: That's enough.\Oh...\I forgot I was your onee-san for a second.\Oh, Tsuda and Uomi, isn't it?\What are you two doing here?\Well...\Uomi-san is trying to take Tsuda around and have him strip.\I think she's thinking something different than the others. response:	I can't tell them I'm here for the Valentine's presents.
context: Oh...\I forgot I was your onee-san for a second.\Oh, Tsuda and Uomi, isn't it?\What are you two doing here?\Well...\Uomi-san is trying to take Tsuda around and have him strip.\I think she's thinking something different than the others.\I can't tell them I'm here for the Valentine's presents. response:	I'll make sure they don't find out.
context: I forgot I was your onee-san for a second.\Oh, Tsuda and Uomi, isn't it?\What are you two doing here?\Well...\Uomi-san is trying to take Tsuda around and have him strip.\I think she's thinking something different than the others.\I can't tell them I'm here for the Valentine's presents.\I'll make sure they don't find out. response:	We're on a date.
context: Oh, Tsuda and Uomi, isn't it?\What are you two doing here?\Well...\Uomi-san is trying to take Tsuda around and have him strip.\I think she's thinking something different than the others.\I can't tell them I'm here for the Valentine's presents.\I'll make sure they don't find out.\We're on a date. response:	They found out after all
context: What are you two doing here?\Well...\Uomi-san is trying to take Tsuda around and have him strip.\I think she's thinking something different than the others.\I can't tell them I'm here for the Valentine's presents.\I'll make sure they don't find out.\We're on a date.\They found out after all response:	So we ran into him while he's picking stuff out for us.
context: Well...\Uomi-san is trying to take Tsuda around and have him strip.\I think she's thinking something different than the others.\I can't tell them I'm here for the Valentine's presents.\I'll make sure they don't find out.\We're on a date.\They found out after all\So we ran into him while he's picking stuff out for us. response:	That was bad timing.
context: Uomi-san is trying to take Tsuda around and have him strip.\I think she's thinking something different than the others.\I can't tell them I'm here for the Valentine's presents.\I'll make sure they don't find out.\We're on a date.\They found out after all\So we ran into him while he's picking stuff out for us.\That was bad timing. response:	I wonder what you say in a situation like this.
context: I think she's thinking something different than the others.\I can't tell them I'm here for the Valentine's presents.\I'll make sure they don't find out.\We're on a date.\They found out after all\So we ran into him while he's picking stuff out for us.\That was bad timing.\I wonder what you say in a situation like this. response:	Shino-chan,
context: I can't tell them I'm here for the Valentine's presents.\I'll make sure they don't find out.\We're on a date.\They found out after all\So we ran into him while he's picking stuff out for us.\That was bad timing.\I wonder what you say in a situation like this.\Shino-chan, response:	Tsuda-kun is a masochist.
context: I'll make sure they don't find out.\We're on a date.\They found out after all\So we ran into him while he's picking stuff out for us.\That was bad timing.\I wonder what you say in a situation like this.\Shino-chan,\Tsuda-kun is a masochist. response:	So I yell at him?
context: We're on a date.\They found out after all\So we ran into him while he's picking stuff out for us.\That was bad timing.\I wonder what you say in a situation like this.\Shino-chan,\Tsuda-kun is a masochist.\So I yell at him? response:	Worried
context: They found out after all\So we ran into him while he's picking stuff out for us.\That was bad timing.\I wonder what you say in a situation like this.\Shino-chan,\Tsuda-kun is a masochist.\So I yell at him?\Worried response:	I'm worried.
context: So we ran into him while he's picking stuff out for us.\That was bad timing.\I wonder what you say in a situation like this.\Shino-chan,\Tsuda-kun is a masochist.\So I yell at him?\Worried\I'm worried. response:	Student Council
context: That was bad timing.\I wonder what you say in a situation like this.\Shino-chan,\Tsuda-kun is a masochist.\So I yell at him?\Worried\I'm worried.\Student Council response:	Here's a small token of my gratitude.
context: I wonder what you say in a situation like this.\Shino-chan,\Tsuda-kun is a masochist.\So I yell at him?\Worried\I'm worried.\Student Council\Here's a small token of my gratitude. response:	Thank you.
context: Shino-chan,\Tsuda-kun is a masochist.\So I yell at him?\Worried\I'm worried.\Student Council\Here's a small token of my gratitude.\Thank you. response:	Th-Thanks.
context: Tsuda-kun is a masochist.\So I yell at him?\Worried\I'm worried.\Student Council\Here's a small token of my gratitude.\Thank you.\Th-Thanks. response:	Thanks.
context: So I yell at him?\Worried\I'm worried.\Student Council\Here's a small token of my gratitude.\Thank you.\Th-Thanks.\Thanks. response:	There's none for you.
context: Worried\I'm worried.\Student Council\Here's a small token of my gratitude.\Thank you.\Th-Thanks.\Thanks.\There's none for you. response:	But I had some of your chocolates!
context: I'm worried.\Student Council\Here's a small token of my gratitude.\Thank you.\Th-Thanks.\Thanks.\There's none for you.\But I had some of your chocolates! response:	Yeah, and...
context: Student Council\Here's a small token of my gratitude.\Thank you.\Th-Thanks.\Thanks.\There's none for you.\But I had some of your chocolates!\Yeah, and... response:	Nude!
context: Here's a small token of my gratitude.\Thank you.\Th-Thanks.\Thanks.\There's none for you.\But I had some of your chocolates!\Yeah, and...\Nude! response:	Squid
context: Thank you.\Th-Thanks.\Thanks.\There's none for you.\But I had some of your chocolates!\Yeah, and...\Nude!\Squid response:	Takatoshi
context: Th-Thanks.\Thanks.\There's none for you.\But I had some of your chocolates!\Yeah, and...\Nude!\Squid\Takatoshi response:	Nude!
context: Thanks.\There's none for you.\But I had some of your chocolates!\Yeah, and...\Nude!\Squid\Takatoshi\Nude! response:	Squid Takatoshi Nude! 6
context: There's none for you.\But I had some of your chocolates!\Yeah, and...\Nude!\Squid\Takatoshi\Nude!\Squid Takatoshi Nude! 6 response:	Sei to kai Ya ku ind omo
context: But I had some of your chocolates!\Yeah, and...\Nude!\Squid\Takatoshi\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo response:	Someone was trying to make this worse for me.
context: Yeah, and...\Nude!\Squid\Takatoshi\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\Someone was trying to make this worse for me. response:	Tsuda,
context: Nude!\Squid\Takatoshi\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\Someone was trying to make this worse for me.\Tsuda, response:	why are all of these people here?
context: Squid\Takatoshi\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\Someone was trying to make this worse for me.\Tsuda,\why are all of these people here? response:	That's because that's everyone I ran into
context: Takatoshi\Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\Someone was trying to make this worse for me.\Tsuda,\why are all of these people here?\That's because that's everyone I ran into response:	after I went to the cafeteria.
context: Nude!\Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\Someone was trying to make this worse for me.\Tsuda,\why are all of these people here?\That's because that's everyone I ran into\after I went to the cafeteria. response:	Of course, I don't think all of you are suspicious.
context: Squid Takatoshi Nude! 6\Sei to kai Ya ku ind omo\Someone was trying to make this worse for me.\Tsuda,\why are all of these people here?\That's because that's everyone I ran into\after I went to the cafeteria.\Of course, I don't think all of you are suspicious. response:	I want to hear your alibis.
context: Sei to kai Ya ku ind omo\Someone was trying to make this worse for me.\Tsuda,\why are all of these people here?\That's because that's everyone I ran into\after I went to the cafeteria.\Of course, I don't think all of you are suspicious.\I want to hear your alibis. response:	One of these people will lie, and another will be the culprit
context: Someone was trying to make this worse for me.\Tsuda,\why are all of these people here?\That's because that's everyone I ran into\after I went to the cafeteria.\Of course, I don't think all of you are suspicious.\I want to hear your alibis.\One of these people will lie, and another will be the culprit response:	Suzu head
context: Tsuda,\why are all of these people here?\That's because that's everyone I ran into\after I went to the cafeteria.\Of course, I don't think all of you are suspicious.\I want to hear your alibis.\One of these people will lie, and another will be the culprit\Suzu head response:	I saw yogurt... on that thing... when I first got back to the
context: why are all of these people here?\That's because that's everyone I ran into\after I went to the cafeteria.\Of course, I don't think all of you are suspicious.\I want to hear your alibis.\One of these people will lie, and another will be the culprit\Suzu head\I saw yogurt... on that thing... when I first got back to the response:	student council room from the staff room.
context: That's because that's everyone I ran into\after I went to the cafeteria.\Of course, I don't think all of you are suspicious.\I want to hear your alibis.\One of these people will lie, and another will be the culprit\Suzu head\I saw yogurt... on that thing... when I first got back to the\student council room from the staff room. response:	I see...
context: after I went to the cafeteria.\Of course, I don't think all of you are suspicious.\I want to hear your alibis.\One of these people will lie, and another will be the culprit\Suzu head\I saw yogurt... on that thing... when I first got back to the\student council room from the staff room.\I see... response:	I got the mast*rbation aid out of storage and my enema
context: Of course, I don't think all of you are suspicious.\I want to hear your alibis.\One of these people will lie, and another will be the culprit\Suzu head\I saw yogurt... on that thing... when I first got back to the\student council room from the staff room.\I see...\I got the mast*rbation aid out of storage and my enema response:	really started kicking in, so I had to rush to the bathroom.
context: I want to hear your alibis.\One of these people will lie, and another will be the culprit\Suzu head\I saw yogurt... on that thing... when I first got back to the\student council room from the staff room.\I see...\I got the mast*rbation aid out of storage and my enema\really started kicking in, so I had to rush to the bathroom. response:	Then when I got back to the student council room, you were here.
context: One of these people will lie, and another will be the culprit\Suzu head\I saw yogurt... on that thing... when I first got back to the\student council room from the staff room.\I see...\I got the mast*rbation aid out of storage and my enema\really started kicking in, so I had to rush to the bathroom.\Then when I got back to the student council room, you were here. response:	There were a lot of questionable things in there,
context: Suzu head\I saw yogurt... on that thing... when I first got back to the\student council room from the staff room.\I see...\I got the mast*rbation aid out of storage and my enema\really started kicking in, so I had to rush to the bathroom.\Then when I got back to the student council room, you were here.\There were a lot of questionable things in there, response:	but it sounds like you're telling the truth.
context: I saw yogurt... on that thing... when I first got back to the\student council room from the staff room.\I see...\I got the mast*rbation aid out of storage and my enema\really started kicking in, so I had to rush to the bathroom.\Then when I got back to the student council room, you were here.\There were a lot of questionable things in there,\but it sounds like you're telling the truth. response:	Shaking
context: student council room from the staff room.\I see...\I got the mast*rbation aid out of storage and my enema\really started kicking in, so I had to rush to the bathroom.\Then when I got back to the student council room, you were here.\There were a lot of questionable things in there,\but it sounds like you're telling the truth.\Shaking response:	I went to the dojo for fun,
context: I see...\I got the mast*rbation aid out of storage and my enema\really started kicking in, so I had to rush to the bathroom.\Then when I got back to the student council room, you were here.\There were a lot of questionable things in there,\but it sounds like you're telling the truth.\Shaking\I went to the dojo for fun, response:	met the President in front of the cafeteria,
context: I got the mast*rbation aid out of storage and my enema\really started kicking in, so I had to rush to the bathroom.\Then when I got back to the student council room, you were here.\There were a lot of questionable things in there,\but it sounds like you're telling the truth.\Shaking\I went to the dojo for fun,\met the President in front of the cafeteria, response:	we walked together to the yard, and Shichijou-senpai was there.
context: really started kicking in, so I had to rush to the bathroom.\Then when I got back to the student council room, you were here.\There were a lot of questionable things in there,\but it sounds like you're telling the truth.\Shaking\I went to the dojo for fun,\met the President in front of the cafeteria,\we walked together to the yard, and Shichijou-senpai was there. response:	You're so scared, but what you said sounded normal,
context: Then when I got back to the student council room, you were here.\There were a lot of questionable things in there,\but it sounds like you're telling the truth.\Shaking\I went to the dojo for fun,\met the President in front of the cafeteria,\we walked together to the yard, and Shichijou-senpai was there.\You're so scared, but what you said sounded normal, response:	so that really worries me.
context: There were a lot of questionable things in there,\but it sounds like you're telling the truth.\Shaking\I went to the dojo for fun,\met the President in front of the cafeteria,\we walked together to the yard, and Shichijou-senpai was there.\You're so scared, but what you said sounded normal,\so that really worries me. response:	I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.
context: but it sounds like you're telling the truth.\Shaking\I went to the dojo for fun,\met the President in front of the cafeteria,\we walked together to the yard, and Shichijou-senpai was there.\You're so scared, but what you said sounded normal,\so that really worries me.\I went to the cafeteria, ran into Kotomi, and saw Aria in the yard. response:	I'm a D-cup.
context: Shaking\I went to the dojo for fun,\met the President in front of the cafeteria,\we walked together to the yard, and Shichijou-senpai was there.\You're so scared, but what you said sounded normal,\so that really worries me.\I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.\I'm a D-cup. response:	I put the white stuff on there.
context: I went to the dojo for fun,\met the President in front of the cafeteria,\we walked together to the yard, and Shichijou-senpai was there.\You're so scared, but what you said sounded normal,\so that really worries me.\I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.\I'm a D-cup.\I put the white stuff on there. response:	Huh? It was you after all?!
context: met the President in front of the cafeteria,\we walked together to the yard, and Shichijou-senpai was there.\You're so scared, but what you said sounded normal,\so that really worries me.\I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.\I'm a D-cup.\I put the white stuff on there.\Huh? It was you after all?! response:	Squid
context: we walked together to the yard, and Shichijou-senpai was there.\You're so scared, but what you said sounded normal,\so that really worries me.\I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.\I'm a D-cup.\I put the white stuff on there.\Huh? It was you after all?!\Squid response:	Takatoshi
context: You're so scared, but what you said sounded normal,\so that really worries me.\I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.\I'm a D-cup.\I put the white stuff on there.\Huh? It was you after all?!\Squid\Takatoshi response:	Nude!
context: so that really worries me.\I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.\I'm a D-cup.\I put the white stuff on there.\Huh? It was you after all?!\Squid\Takatoshi\Nude! response:	All of that, and it ended like this?!
context: I went to the cafeteria, ran into Kotomi, and saw Aria in the yard.\I'm a D-cup.\I put the white stuff on there.\Huh? It was you after all?!\Squid\Takatoshi\Nude!\All of that, and it ended like this?! response:	The End
context: I'm a D-cup.\I put the white stuff on there.\Huh? It was you after all?!\Squid\Takatoshi\Nude!\All of that, and it ended like this?!\The End response:	Good morning.
context: I put the white stuff on there.\Huh? It was you after all?!\Squid\Takatoshi\Nude!\All of that, and it ended like this?!\The End\Good morning. response:	Morning.
context: Huh? It was you after all?!\Squid\Takatoshi\Nude!\All of that, and it ended like this?!\The End\Good morning.\Morning. response:	Tsuda, you haven't slept in lately,
context: Squid\Takatoshi\Nude!\All of that, and it ended like this?!\The End\Good morning.\Morning.\Tsuda, you haven't slept in lately, response:	even though you're not good with waking up early.
context: Takatoshi\Nude!\All of that, and it ended like this?!\The End\Good morning.\Morning.\Tsuda, you haven't slept in lately,\even though you're not good with waking up early. response:	I got one of those eco-pillows.
context: Nude!\All of that, and it ended like this?!\The End\Good morning.\Morning.\Tsuda, you haven't slept in lately,\even though you're not good with waking up early.\I got one of those eco-pillows. response:	It's made out of natural materials,
context: All of that, and it ended like this?!\The End\Good morning.\Morning.\Tsuda, you haven't slept in lately,\even though you're not good with waking up early.\I got one of those eco-pillows.\It's made out of natural materials, response:	so I'm able to sleep on it pretty well.
context: The End\Good morning.\Morning.\Tsuda, you haven't slept in lately,\even though you're not good with waking up early.\I got one of those eco-pillows.\It's made out of natural materials,\so I'm able to sleep on it pretty well. response:	Tsuda-kun!
context: Good morning.\Morning.\Tsuda, you haven't slept in lately,\even though you're not good with waking up early.\I got one of those eco-pillows.\It's made out of natural materials,\so I'm able to sleep on it pretty well.\Tsuda-kun! response:	It sounded like you said you got a pr*state massager?
context: Morning.\Tsuda, you haven't slept in lately,\even though you're not good with waking up early.\I got one of those eco-pillows.\It's made out of natural materials,\so I'm able to sleep on it pretty well.\Tsuda-kun!\It sounded like you said you got a pr*state massager? response:	Pant
context: Tsuda, you haven't slept in lately,\even though you're not good with waking up early.\I got one of those eco-pillows.\It's made out of natural materials,\so I'm able to sleep on it pretty well.\Tsuda-kun!\It sounded like you said you got a pr*state massager?\Pant response:	You ran all the way over here to see if I said that?
context: even though you're not good with waking up early.\I got one of those eco-pillows.\It's made out of natural materials,\so I'm able to sleep on it pretty well.\Tsuda-kun!\It sounded like you said you got a pr*state massager?\Pant\You ran all the way over here to see if I said that? response:	Seitokai Yakuindomo
context: I got one of those eco-pillows.\It's made out of natural materials,\so I'm able to sleep on it pretty well.\Tsuda-kun!\It sounded like you said you got a pr*state massager?\Pant\You ran all the way over here to see if I said that?\Seitokai Yakuindomo response:	I can't believe you're washing that
context: It's made out of natural materials,\so I'm able to sleep on it pretty well.\Tsuda-kun!\It sounded like you said you got a pr*state massager?\Pant\You ran all the way over here to see if I said that?\Seitokai Yakuindomo\I can't believe you're washing that response:	You've got a pretty simple lunch here, Tsuda.
context: so I'm able to sleep on it pretty well.\Tsuda-kun!\It sounded like you said you got a pr*state massager?\Pant\You ran all the way over here to see if I said that?\Seitokai Yakuindomo\I can't believe you're washing that\You've got a pretty simple lunch here, Tsuda. response:	My parents were gone on a business trip.
context: Tsuda-kun!\It sounded like you said you got a pr*state massager?\Pant\You ran all the way over here to see if I said that?\Seitokai Yakuindomo\I can't believe you're washing that\You've got a pretty simple lunch here, Tsuda.\My parents were gone on a business trip. response:	Yeah, but you still need to make sure you eat a balanced meal.
context: It sounded like you said you got a pr*state massager?\Pant\You ran all the way over here to see if I said that?\Seitokai Yakuindomo\I can't believe you're washing that\You've got a pretty simple lunch here, Tsuda.\My parents were gone on a business trip.\Yeah, but you still need to make sure you eat a balanced meal. response:	How about I make you one tomorrow?
context: Pant\You ran all the way over here to see if I said that?\Seitokai Yakuindomo\I can't believe you're washing that\You've got a pretty simple lunch here, Tsuda.\My parents were gone on a business trip.\Yeah, but you still need to make sure you eat a balanced meal.\How about I make you one tomorrow? response:	Are you sure?
context: You ran all the way over here to see if I said that?\Seitokai Yakuindomo\I can't believe you're washing that\You've got a pretty simple lunch here, Tsuda.\My parents were gone on a business trip.\Yeah, but you still need to make sure you eat a balanced meal.\How about I make you one tomorrow?\Are you sure? response:	In that case...
context: Seitokai Yakuindomo\I can't believe you're washing that\You've got a pretty simple lunch here, Tsuda.\My parents were gone on a business trip.\Yeah, but you still need to make sure you eat a balanced meal.\How about I make you one tomorrow?\Are you sure?\In that case... response:	Could I ask you to make two?
context: I can't believe you're washing that\You've got a pretty simple lunch here, Tsuda.\My parents were gone on a business trip.\Yeah, but you still need to make sure you eat a balanced meal.\How about I make you one tomorrow?\Are you sure?\In that case...\Could I ask you to make two? response:	Sparkle.
context: You've got a pretty simple lunch here, Tsuda.\My parents were gone on a business trip.\Yeah, but you still need to make sure you eat a balanced meal.\How about I make you one tomorrow?\Are you sure?\In that case...\Could I ask you to make two?\Sparkle. response:	Oh, right.
context: My parents were gone on a business trip.\Yeah, but you still need to make sure you eat a balanced meal.\How about I make you one tomorrow?\Are you sure?\In that case...\Could I ask you to make two?\Sparkle.\Oh, right. response:	Then do you have any requests?
context: Yeah, but you still need to make sure you eat a balanced meal.\How about I make you one tomorrow?\Are you sure?\In that case...\Could I ask you to make two?\Sparkle.\Oh, right.\Then do you have any requests? response:	Hm...
context: How about I make you one tomorrow?\Are you sure?\In that case...\Could I ask you to make two?\Sparkle.\Oh, right.\Then do you have any requests?\Hm... response:	Anything's...
context: Are you sure?\In that case...\Could I ask you to make two?\Sparkle.\Oh, right.\Then do you have any requests?\Hm...\Anything's... response:	I guess it's kind of mean if I just said anything.
context: In that case...\Could I ask you to make two?\Sparkle.\Oh, right.\Then do you have any requests?\Hm...\Anything's...\I guess it's kind of mean if I just said anything. response:	Maybe a sandwich, or something?
context: Could I ask you to make two?\Sparkle.\Oh, right.\Then do you have any requests?\Hm...\Anything's...\I guess it's kind of mean if I just said anything.\Maybe a sandwich, or something? response:	Man Woman Man
context: Sparkle.\Oh, right.\Then do you have any requests?\Hm...\Anything's...\I guess it's kind of mean if I just said anything.\Maybe a sandwich, or something?\Man Woman Man response:	I hear those that like sandwiches,
context: Oh, right.\Then do you have any requests?\Hm...\Anything's...\I guess it's kind of mean if I just said anything.\Maybe a sandwich, or something?\Man Woman Man\I hear those that like sandwiches, response:	also like sandwiching at night.
context: Then do you have any requests?\Hm...\Anything's...\I guess it's kind of mean if I just said anything.\Maybe a sandwich, or something?\Man Woman Man\I hear those that like sandwiches,\also like sandwiching at night. response:	That's a lie!
context: Hm...\Anything's...\I guess it's kind of mean if I just said anything.\Maybe a sandwich, or something?\Man Woman Man\I hear those that like sandwiches,\also like sandwiching at night.\That's a lie! response:	How about cut up hot dogs?
context: Anything's...\I guess it's kind of mean if I just said anything.\Maybe a sandwich, or something?\Man Woman Man\I hear those that like sandwiches,\also like sandwiching at night.\That's a lie!\How about cut up hot dogs? response:	That's pretty basic.
context: I guess it's kind of mean if I just said anything.\Maybe a sandwich, or something?\Man Woman Man\I hear those that like sandwiches,\also like sandwiching at night.\That's a lie!\How about cut up hot dogs?\That's pretty basic. response:	A lunch, huh...
context: Maybe a sandwich, or something?\Man Woman Man\I hear those that like sandwiches,\also like sandwiching at night.\That's a lie!\How about cut up hot dogs?\That's pretty basic.\A lunch, huh... response:	I wonder if I'd look more adult if I made him one, too.
context: Man Woman Man\I hear those that like sandwiches,\also like sandwiching at night.\That's a lie!\How about cut up hot dogs?\That's pretty basic.\A lunch, huh...\I wonder if I'd look more adult if I made him one, too. response:	H-Hey...
context: I hear those that like sandwiches,\also like sandwiching at night.\That's a lie!\How about cut up hot dogs?\That's pretty basic.\A lunch, huh...\I wonder if I'd look more adult if I made him one, too.\H-Hey... response:	What do you like to eat?
context: also like sandwiching at night.\That's a lie!\How about cut up hot dogs?\That's pretty basic.\A lunch, huh...\I wonder if I'd look more adult if I made him one, too.\H-Hey...\What do you like to eat? response:	Gummies, I guess?
context: That's a lie!\How about cut up hot dogs?\That's pretty basic.\A lunch, huh...\I wonder if I'd look more adult if I made him one, too.\H-Hey...\What do you like to eat?\Gummies, I guess? response:	Get the hint already.
context: How about cut up hot dogs?\That's pretty basic.\A lunch, huh...\I wonder if I'd look more adult if I made him one, too.\H-Hey...\What do you like to eat?\Gummies, I guess?\Get the hint already. response:	The next day
context: That's pretty basic.\A lunch, huh...\I wonder if I'd look more adult if I made him one, too.\H-Hey...\What do you like to eat?\Gummies, I guess?\Get the hint already.\The next day response:	Prez...
context: A lunch, huh...\I wonder if I'd look more adult if I made him one, too.\H-Hey...\What do you like to eat?\Gummies, I guess?\Get the hint already.\The next day\Prez... response:	Kotomi, why are you so out of it?
context: I wonder if I'd look more adult if I made him one, too.\H-Hey...\What do you like to eat?\Gummies, I guess?\Get the hint already.\The next day\Prez...\Kotomi, why are you so out of it? response:	I was so excited for your lunch,
context: H-Hey...\What do you like to eat?\Gummies, I guess?\Get the hint already.\The next day\Prez...\Kotomi, why are you so out of it?\I was so excited for your lunch, response:	I didn't eat breakfast.
context: What do you like to eat?\Gummies, I guess?\Get the hint already.\The next day\Prez...\Kotomi, why are you so out of it?\I was so excited for your lunch,\I didn't eat breakfast. response:	Growl
context: Gummies, I guess?\Get the hint already.\The next day\Prez...\Kotomi, why are you so out of it?\I was so excited for your lunch,\I didn't eat breakfast.\Growl response:	I was just kidding.
context: Get the hint already.\The next day\Prez...\Kotomi, why are you so out of it?\I was so excited for your lunch,\I didn't eat breakfast.\Growl\I was just kidding. response:	Sorry.
context: The next day\Prez...\Kotomi, why are you so out of it?\I was so excited for your lunch,\I didn't eat breakfast.\Growl\I was just kidding.\Sorry. response:	This is good.
context: Prez...\Kotomi, why are you so out of it?\I was so excited for your lunch,\I didn't eat breakfast.\Growl\I was just kidding.\Sorry.\This is good. response:	It's great.
context: Kotomi, why are you so out of it?\I was so excited for your lunch,\I didn't eat breakfast.\Growl\I was just kidding.\Sorry.\This is good.\It's great. response:	I'm glad.
context: I was so excited for your lunch,\I didn't eat breakfast.\Growl\I was just kidding.\Sorry.\This is good.\It's great.\I'm glad. response:	I'm sure you made it with lots of love.
context: I didn't eat breakfast.\Growl\I was just kidding.\Sorry.\This is good.\It's great.\I'm glad.\I'm sure you made it with lots of love. response:	Hey, don't tease me, Aria.
context: Growl\I was just kidding.\Sorry.\This is good.\It's great.\I'm glad.\I'm sure you made it with lots of love.\Hey, don't tease me, Aria. response:	I have lust in there, instead.
context: I was just kidding.\Sorry.\This is good.\It's great.\I'm glad.\I'm sure you made it with lots of love.\Hey, don't tease me, Aria.\I have lust in there, instead. response:	If that's the emotion that got you to make this food,
context: Sorry.\This is good.\It's great.\I'm glad.\I'm sure you made it with lots of love.\Hey, don't tease me, Aria.\I have lust in there, instead.\If that's the emotion that got you to make this food, response:	I'm actually kind of impressed.
context: This is good.\It's great.\I'm glad.\I'm sure you made it with lots of love.\Hey, don't tease me, Aria.\I have lust in there, instead.\If that's the emotion that got you to make this food,\I'm actually kind of impressed. response:	Suzu-chan, you eat a lot.
context: It's great.\I'm glad.\I'm sure you made it with lots of love.\Hey, don't tease me, Aria.\I have lust in there, instead.\If that's the emotion that got you to make this food,\I'm actually kind of impressed.\Suzu-chan, you eat a lot. response:	I'm still growing.
context: I'm glad.\I'm sure you made it with lots of love.\Hey, don't tease me, Aria.\I have lust in there, instead.\If that's the emotion that got you to make this food,\I'm actually kind of impressed.\Suzu-chan, you eat a lot.\I'm still growing. response:	I won't grow if I don't eat a lot.
context: I'm sure you made it with lots of love.\Hey, don't tease me, Aria.\I have lust in there, instead.\If that's the emotion that got you to make this food,\I'm actually kind of impressed.\Suzu-chan, you eat a lot.\I'm still growing.\I won't grow if I don't eat a lot. response:	You're coming into heat.
context: Hey, don't tease me, Aria.\I have lust in there, instead.\If that's the emotion that got you to make this food,\I'm actually kind of impressed.\Suzu-chan, you eat a lot.\I'm still growing.\I won't grow if I don't eat a lot.\You're coming into heat. response:	Suzu Head
context: I have lust in there, instead.\If that's the emotion that got you to make this food,\I'm actually kind of impressed.\Suzu-chan, you eat a lot.\I'm still growing.\I won't grow if I don't eat a lot.\You're coming into heat.\Suzu Head response:	Height!
