context: The Third Plate response:	Fifteen
context: but this is the first time I've had any time to take the sights in.\Really?\As the one possessing the God Tongue,\I've spent my days serving as a taster,\meeting all the heavyweights in the food industry.\It was almost always for those reasons that I would leave my home.\Looking back now,\I may not have been trying to see anything out in the world. response:	I was struggling to fulfill my responsibilities as the Nakiri family's heir.
context: Really?\As the one possessing the God Tongue,\I've spent my days serving as a taster,\meeting all the heavyweights in the food industry.\It was almost always for those reasons that I would leave my home.\Looking back now,\I may not have been trying to see anything out in the world.\I was struggling to fulfill my responsibilities as the Nakiri family's heir. response:	That's not true.
context: As the one possessing the God Tongue,\I've spent my days serving as a taster,\meeting all the heavyweights in the food industry.\It was almost always for those reasons that I would leave my home.\Looking back now,\I may not have been trying to see anything out in the world.\I was struggling to fulfill my responsibilities as the Nakiri family's heir.\That's not true. response:	You were always amazing, Erina-sama.
context: I've spent my days serving as a taster,\meeting all the heavyweights in the food industry.\It was almost always for those reasons that I would leave my home.\Looking back now,\I may not have been trying to see anything out in the world.\I was struggling to fulfill my responsibilities as the Nakiri family's heir.\That's not true.\You were always amazing, Erina-sama. response:	As a scion of the Mito family, I saw you on several occasions.
context: meeting all the heavyweights in the food industry.\It was almost always for those reasons that I would leave my home.\Looking back now,\I may not have been trying to see anything out in the world.\I was struggling to fulfill my responsibilities as the Nakiri family's heir.\That's not true.\You were always amazing, Erina-sama.\As a scion of the Mito family, I saw you on several occasions. response:	I think I understand the hardships you've endured.
context: It was almost always for those reasons that I would leave my home.\Looking back now,\I may not have been trying to see anything out in the world.\I was struggling to fulfill my responsibilities as the Nakiri family's heir.\That's not true.\You were always amazing, Erina-sama.\As a scion of the Mito family, I saw you on several occasions.\I think I understand the hardships you've endured. response:	Mito-san?
context: Looking back now,\I may not have been trying to see anything out in the world.\I was struggling to fulfill my responsibilities as the Nakiri family's heir.\That's not true.\You were always amazing, Erina-sama.\As a scion of the Mito family, I saw you on several occasions.\I think I understand the hardships you've endured.\Mito-san? response:	Oh, sorry!
context: I may not have been trying to see anything out in the world.\I was struggling to fulfill my responsibilities as the Nakiri family's heir.\That's not true.\You were always amazing, Erina-sama.\As a scion of the Mito family, I saw you on several occasions.\I think I understand the hardships you've endured.\Mito-san?\Oh, sorry! response:	My family and yours are worlds apart,
context: I was struggling to fulfill my responsibilities as the Nakiri family's heir.\That's not true.\You were always amazing, Erina-sama.\As a scion of the Mito family, I saw you on several occasions.\I think I understand the hardships you've endured.\Mito-san?\Oh, sorry!\My family and yours are worlds apart, response:	and I know it's presumptive of me to think
context: That's not true.\You were always amazing, Erina-sama.\As a scion of the Mito family, I saw you on several occasions.\I think I understand the hardships you've endured.\Mito-san?\Oh, sorry!\My family and yours are worlds apart,\and I know it's presumptive of me to think response:	that you and I were in a remotely similar situation!
context: You were always amazing, Erina-sama.\As a scion of the Mito family, I saw you on several occasions.\I think I understand the hardships you've endured.\Mito-san?\Oh, sorry!\My family and yours are worlds apart,\and I know it's presumptive of me to think\that you and I were in a remotely similar situation! response:	But I was bound by my house, too, so...
context: As a scion of the Mito family, I saw you on several occasions.\I think I understand the hardships you've endured.\Mito-san?\Oh, sorry!\My family and yours are worlds apart,\and I know it's presumptive of me to think\that you and I were in a remotely similar situation!\But I was bound by my house, too, so... response:	Even though you must have felt so much more pressure than I did,
context: I think I understand the hardships you've endured.\Mito-san?\Oh, sorry!\My family and yours are worlds apart,\and I know it's presumptive of me to think\that you and I were in a remotely similar situation!\But I was bound by my house, too, so...\Even though you must have felt so much more pressure than I did, response:	you always had a commanding presence.
context: Mito-san?\Oh, sorry!\My family and yours are worlds apart,\and I know it's presumptive of me to think\that you and I were in a remotely similar situation!\But I was bound by my house, too, so...\Even though you must have felt so much more pressure than I did,\you always had a commanding presence. response:	So, I... um, really respect you, Erina-sama.
context: Oh, sorry!\My family and yours are worlds apart,\and I know it's presumptive of me to think\that you and I were in a remotely similar situation!\But I was bound by my house, too, so...\Even though you must have felt so much more pressure than I did,\you always had a commanding presence.\So, I... um, really respect you, Erina-sama. response:	Um, so...
context: My family and yours are worlds apart,\and I know it's presumptive of me to think\that you and I were in a remotely similar situation!\But I was bound by my house, too, so...\Even though you must have felt so much more pressure than I did,\you always had a commanding presence.\So, I... um, really respect you, Erina-sama.\Um, so... response:	I-I'm going to check out what's going on over there.
context: and I know it's presumptive of me to think\that you and I were in a remotely similar situation!\But I was bound by my house, too, so...\Even though you must have felt so much more pressure than I did,\you always had a commanding presence.\So, I... um, really respect you, Erina-sama.\Um, so...\I-I'm going to check out what's going on over there. response:	Excuse me, Erina-sama!
context: that you and I were in a remotely similar situation!\But I was bound by my house, too, so...\Even though you must have felt so much more pressure than I did,\you always had a commanding presence.\So, I... um, really respect you, Erina-sama.\Um, so...\I-I'm going to check out what's going on over there.\Excuse me, Erina-sama! response:	Oh, are you sure you'll be all right by yourself, Mito-san!
context: But I was bound by my house, too, so...\Even though you must have felt so much more pressure than I did,\you always had a commanding presence.\So, I... um, really respect you, Erina-sama.\Um, so...\I-I'm going to check out what's going on over there.\Excuse me, Erina-sama!\Oh, are you sure you'll be all right by yourself, Mito-san! response:	I'm glad you were able to patch things up with Mito-san.
context: Even though you must have felt so much more pressure than I did,\you always had a commanding presence.\So, I... um, really respect you, Erina-sama.\Um, so...\I-I'm going to check out what's going on over there.\Excuse me, Erina-sama!\Oh, are you sure you'll be all right by yourself, Mito-san!\I'm glad you were able to patch things up with Mito-san. response:	We were never really at odds.
context: you always had a commanding presence.\So, I... um, really respect you, Erina-sama.\Um, so...\I-I'm going to check out what's going on over there.\Excuse me, Erina-sama!\Oh, are you sure you'll be all right by yourself, Mito-san!\I'm glad you were able to patch things up with Mito-san.\We were never really at odds. response:	I just cut her off after she lost that Shokugeki.
context: So, I... um, really respect you, Erina-sama.\Um, so...\I-I'm going to check out what's going on over there.\Excuse me, Erina-sama!\Oh, are you sure you'll be all right by yourself, Mito-san!\I'm glad you were able to patch things up with Mito-san.\We were never really at odds.\I just cut her off after she lost that Shokugeki. response:	And yet... I didn't know she thought of me like that.
context: Um, so...\I-I'm going to check out what's going on over there.\Excuse me, Erina-sama!\Oh, are you sure you'll be all right by yourself, Mito-san!\I'm glad you were able to patch things up with Mito-san.\We were never really at odds.\I just cut her off after she lost that Shokugeki.\And yet... I didn't know she thought of me like that. response:	Tadokoro-san, thank you for the roasted brown rice green tea, too.
context: I-I'm going to check out what's going on over there.\Excuse me, Erina-sama!\Oh, are you sure you'll be all right by yourself, Mito-san!\I'm glad you were able to patch things up with Mito-san.\We were never really at odds.\I just cut her off after she lost that Shokugeki.\And yet... I didn't know she thought of me like that.\Tadokoro-san, thank you for the roasted brown rice green tea, too. response:	Oh, you don't need to thank me!
context: Excuse me, Erina-sama!\Oh, are you sure you'll be all right by yourself, Mito-san!\I'm glad you were able to patch things up with Mito-san.\We were never really at odds.\I just cut her off after she lost that Shokugeki.\And yet... I didn't know she thought of me like that.\Tadokoro-san, thank you for the roasted brown rice green tea, too.\Oh, you don't need to thank me! response:	Let me know if there's anything I can do to help, okay?!
context: Oh, are you sure you'll be all right by yourself, Mito-san!\I'm glad you were able to patch things up with Mito-san.\We were never really at odds.\I just cut her off after she lost that Shokugeki.\And yet... I didn't know she thought of me like that.\Tadokoro-san, thank you for the roasted brown rice green tea, too.\Oh, you don't need to thank me!\Let me know if there's anything I can do to help, okay?! response:	If you have other manga you want to read, I can lend them to you.
context: I'm glad you were able to patch things up with Mito-san.\We were never really at odds.\I just cut her off after she lost that Shokugeki.\And yet... I didn't know she thought of me like that.\Tadokoro-san, thank you for the roasted brown rice green tea, too.\Oh, you don't need to thank me!\Let me know if there's anything I can do to help, okay?!\If you have other manga you want to read, I can lend them to you. response:	What?
context: We were never really at odds.\I just cut her off after she lost that Shokugeki.\And yet... I didn't know she thought of me like that.\Tadokoro-san, thank you for the roasted brown rice green tea, too.\Oh, you don't need to thank me!\Let me know if there's anything I can do to help, okay?!\If you have other manga you want to read, I can lend them to you.\What? response:	With Heart
context: I just cut her off after she lost that Shokugeki.\And yet... I didn't know she thought of me like that.\Tadokoro-san, thank you for the roasted brown rice green tea, too.\Oh, you don't need to thank me!\Let me know if there's anything I can do to help, okay?!\If you have other manga you want to read, I can lend them to you.\What?\With Heart response:	That manga was yours?
context: And yet... I didn't know she thought of me like that.\Tadokoro-san, thank you for the roasted brown rice green tea, too.\Oh, you don't need to thank me!\Let me know if there's anything I can do to help, okay?!\If you have other manga you want to read, I can lend them to you.\What?\With Heart\That manga was yours? response:	Huh? Yeah.
context: Tadokoro-san, thank you for the roasted brown rice green tea, too.\Oh, you don't need to thank me!\Let me know if there's anything I can do to help, okay?!\If you have other manga you want to read, I can lend them to you.\What?\With Heart\That manga was yours?\Huh? Yeah. response:	Hisako and Yukihira-kun wouldn't say whose they were.
context: Oh, you don't need to thank me!\Let me know if there's anything I can do to help, okay?!\If you have other manga you want to read, I can lend them to you.\What?\With Heart\That manga was yours?\Huh? Yeah.\Hisako and Yukihira-kun wouldn't say whose they were. response:	Well, it's also my fault for not really asking.
context: Let me know if there's anything I can do to help, okay?!\If you have other manga you want to read, I can lend them to you.\What?\With Heart\That manga was yours?\Huh? Yeah.\Hisako and Yukihira-kun wouldn't say whose they were.\Well, it's also my fault for not really asking. response:	I'm sorry I haven't returned them to you.
context: If you have other manga you want to read, I can lend them to you.\What?\With Heart\That manga was yours?\Huh? Yeah.\Hisako and Yukihira-kun wouldn't say whose they were.\Well, it's also my fault for not really asking.\I'm sorry I haven't returned them to you. response:	Don't worry about that.
context: What?\With Heart\That manga was yours?\Huh? Yeah.\Hisako and Yukihira-kun wouldn't say whose they were.\Well, it's also my fault for not really asking.\I'm sorry I haven't returned them to you.\Don't worry about that. response:	I'm glad I like something you like, too.
context: With Heart\That manga was yours?\Huh? Yeah.\Hisako and Yukihira-kun wouldn't say whose they were.\Well, it's also my fault for not really asking.\I'm sorry I haven't returned them to you.\Don't worry about that.\I'm glad I like something you like, too. response:	There you are!
context: That manga was yours?\Huh? Yeah.\Hisako and Yukihira-kun wouldn't say whose they were.\Well, it's also my fault for not really asking.\I'm sorry I haven't returned them to you.\Don't worry about that.\I'm glad I like something you like, too.\There you are! response:	Soma-kun, Takumi-kun! What's wrong?
context: Huh? Yeah.\Hisako and Yukihira-kun wouldn't say whose they were.\Well, it's also my fault for not really asking.\I'm sorry I haven't returned them to you.\Don't worry about that.\I'm glad I like something you like, too.\There you are!\Soma-kun, Takumi-kun! What's wrong? response:	Oh, we found a totally awesome-looking place,
context: Hisako and Yukihira-kun wouldn't say whose they were.\Well, it's also my fault for not really asking.\I'm sorry I haven't returned them to you.\Don't worry about that.\I'm glad I like something you like, too.\There you are!\Soma-kun, Takumi-kun! What's wrong?\Oh, we found a totally awesome-looking place, response:	but there's way too much we want on their menu!
context: Well, it's also my fault for not really asking.\I'm sorry I haven't returned them to you.\Don't worry about that.\I'm glad I like something you like, too.\There you are!\Soma-kun, Takumi-kun! What's wrong?\Oh, we found a totally awesome-looking place,\but there's way too much we want on their menu! response:	You two haven't eaten dinner yet, right?
context: I'm sorry I haven't returned them to you.\Don't worry about that.\I'm glad I like something you like, too.\There you are!\Soma-kun, Takumi-kun! What's wrong?\Oh, we found a totally awesome-looking place,\but there's way too much we want on their menu!\You two haven't eaten dinner yet, right? response:	Will you come with us?
context: Don't worry about that.\I'm glad I like something you like, too.\There you are!\Soma-kun, Takumi-kun! What's wrong?\Oh, we found a totally awesome-looking place,\but there's way too much we want on their menu!\You two haven't eaten dinner yet, right?\Will you come with us? response:	Let's order a ton and share everything between the four of us!
context: I'm glad I like something you like, too.\There you are!\Soma-kun, Takumi-kun! What's wrong?\Oh, we found a totally awesome-looking place,\but there's way too much we want on their menu!\You two haven't eaten dinner yet, right?\Will you come with us?\Let's order a ton and share everything between the four of us! response:	Oh, sure.
context: There you are!\Soma-kun, Takumi-kun! What's wrong?\Oh, we found a totally awesome-looking place,\but there's way too much we want on their menu!\You two haven't eaten dinner yet, right?\Will you come with us?\Let's order a ton and share everything between the four of us!\Oh, sure. response:	All right!
context: Soma-kun, Takumi-kun! What's wrong?\Oh, we found a totally awesome-looking place,\but there's way too much we want on their menu!\You two haven't eaten dinner yet, right?\Will you come with us?\Let's order a ton and share everything between the four of us!\Oh, sure.\All right! response:	Now that that's settled, let's hurry!
context: Oh, we found a totally awesome-looking place,\but there's way too much we want on their menu!\You two haven't eaten dinner yet, right?\Will you come with us?\Let's order a ton and share everything between the four of us!\Oh, sure.\All right!\Now that that's settled, let's hurry! response:	Okay, Nakiri. Let's go.
context: but there's way too much we want on their menu!\You two haven't eaten dinner yet, right?\Will you come with us?\Let's order a ton and share everything between the four of us!\Oh, sure.\All right!\Now that that's settled, let's hurry!\Okay, Nakiri. Let's go. response:	Huh? Okay.
context: You two haven't eaten dinner yet, right?\Will you come with us?\Let's order a ton and share everything between the four of us!\Oh, sure.\All right!\Now that that's settled, let's hurry!\Okay, Nakiri. Let's go.\Huh? Okay. response:	I really wasn't trying to see anything at all before.
context: Will you come with us?\Let's order a ton and share everything between the four of us!\Oh, sure.\All right!\Now that that's settled, let's hurry!\Okay, Nakiri. Let's go.\Huh? Okay.\I really wasn't trying to see anything at all before. response:	I didn't know this city was so beautiful.
context: Let's order a ton and share everything between the four of us!\Oh, sure.\All right!\Now that that's settled, let's hurry!\Okay, Nakiri. Let's go.\Huh? Okay.\I really wasn't trying to see anything at all before.\I didn't know this city was so beautiful. response:	Huh?
context: Oh, sure.\All right!\Now that that's settled, let's hurry!\Okay, Nakiri. Let's go.\Huh? Okay.\I really wasn't trying to see anything at all before.\I didn't know this city was so beautiful.\Huh? response:	Where are the other guys?
context: All right!\Now that that's settled, let's hurry!\Okay, Nakiri. Let's go.\Huh? Okay.\I really wasn't trying to see anything at all before.\I didn't know this city was so beautiful.\Huh?\Where are the other guys? response:	Maybe they already got on the train.
context: Now that that's settled, let's hurry!\Okay, Nakiri. Let's go.\Huh? Okay.\I really wasn't trying to see anything at all before.\I didn't know this city was so beautiful.\Huh?\Where are the other guys?\Maybe they already got on the train. response:	It's almost time to leave, too.
context: Okay, Nakiri. Let's go.\Huh? Okay.\I really wasn't trying to see anything at all before.\I didn't know this city was so beautiful.\Huh?\Where are the other guys?\Maybe they already got on the train.\It's almost time to leave, too. response:	I guess.
context: Huh? Okay.\I really wasn't trying to see anything at all before.\I didn't know this city was so beautiful.\Huh?\Where are the other guys?\Maybe they already got on the train.\It's almost time to leave, too.\I guess. response:	Hisako
context: I really wasn't trying to see anything at all before.\I didn't know this city was so beautiful.\Huh?\Where are the other guys?\Maybe they already got on the train.\It's almost time to leave, too.\I guess.\Hisako response:	Oh?
context: I didn't know this city was so beautiful.\Huh?\Where are the other guys?\Maybe they already got on the train.\It's almost time to leave, too.\I guess.\Hisako\Oh? response:	Erina-sama!
context: Huh?\Where are the other guys?\Maybe they already got on the train.\It's almost time to leave, too.\I guess.\Hisako\Oh?\Erina-sama! response:	Where are you right now?!
context: Where are the other guys?\Maybe they already got on the train.\It's almost time to leave, too.\I guess.\Hisako\Oh?\Erina-sama!\Where are you right now?! response:	Hisako, what's wrong? Why are you so anxious?
context: Maybe they already got on the train.\It's almost time to leave, too.\I guess.\Hisako\Oh?\Erina-sama!\Where are you right now?!\Hisako, what's wrong? Why are you so anxious? response:	Oh, it's because I don't see you.
context: It's almost time to leave, too.\I guess.\Hisako\Oh?\Erina-sama!\Where are you right now?!\Hisako, what's wrong? Why are you so anxious?\Oh, it's because I don't see you. response:	We're about to board.
context: I guess.\Hisako\Oh?\Erina-sama!\Where are you right now?!\Hisako, what's wrong? Why are you so anxious?\Oh, it's because I don't see you.\We're about to board. response:	Something's wrong, then!
context: Hisako\Oh?\Erina-sama!\Where are you right now?!\Hisako, what's wrong? Why are you so anxious?\Oh, it's because I don't see you.\We're about to board.\Something's wrong, then! response:	What?
context: Oh?\Erina-sama!\Where are you right now?!\Hisako, what's wrong? Why are you so anxious?\Oh, it's because I don't see you.\We're about to board.\Something's wrong, then!\What? response:	Because...
context: Erina-sama!\Where are you right now?!\Hisako, what's wrong? Why are you so anxious?\Oh, it's because I don't see you.\We're about to board.\Something's wrong, then!\What?\Because... response:	The train left 30 minutes ago!
context: Where are you right now?!\Hisako, what's wrong? Why are you so anxious?\Oh, it's because I don't see you.\We're about to board.\Something's wrong, then!\What?\Because...\The train left 30 minutes ago! response:	What?
context: Hisako, what's wrong? Why are you so anxious?\Oh, it's because I don't see you.\We're about to board.\Something's wrong, then!\What?\Because...\The train left 30 minutes ago!\What? response:	What's there to be so surprised about?
context: Oh, it's because I don't see you.\We're about to board.\Something's wrong, then!\What?\Because...\The train left 30 minutes ago!\What?\What's there to be so surprised about? response:	You knew how things would go from the very beginning.
context: We're about to board.\Something's wrong, then!\What?\Because...\The train left 30 minutes ago!\What?\What's there to be so surprised about?\You knew how things would go from the very beginning. response:	Rindo-senpai?!
context: Something's wrong, then!\What?\Because...\The train left 30 minutes ago!\What?\What's there to be so surprised about?\You knew how things would go from the very beginning.\Rindo-senpai?! response:	Hey, it's really cold, isn't it?
context: What?\Because...\The train left 30 minutes ago!\What?\What's there to be so surprised about?\You knew how things would go from the very beginning.\Rindo-senpai?!\Hey, it's really cold, isn't it? response:	Um, what do you mean?
context: Because...\The train left 30 minutes ago!\What?\What's there to be so surprised about?\You knew how things would go from the very beginning.\Rindo-senpai?!\Hey, it's really cold, isn't it?\Um, what do you mean? response:	The pamphlet mentioned that the train route will diverge, didn't it?
context: The train left 30 minutes ago!\What?\What's there to be so surprised about?\You knew how things would go from the very beginning.\Rindo-senpai?!\Hey, it's really cold, isn't it?\Um, what do you mean?\The pamphlet mentioned that the train route will diverge, didn't it? response:	In the worst case, you'll only see the others at the final stage of the exam.
context: What?\What's there to be so surprised about?\You knew how things would go from the very beginning.\Rindo-senpai?!\Hey, it's really cold, isn't it?\Um, what do you mean?\The pamphlet mentioned that the train route will diverge, didn't it?\In the worst case, you'll only see the others at the final stage of the exam. response:	And that's if you all make it to that stage.
context: What's there to be so surprised about?\You knew how things would go from the very beginning.\Rindo-senpai?!\Hey, it's really cold, isn't it?\Um, what do you mean?\The pamphlet mentioned that the train route will diverge, didn't it?\In the worst case, you'll only see the others at the final stage of the exam.\And that's if you all make it to that stage. response:	In the third-stage exam that's coming up next,
context: You knew how things would go from the very beginning.\Rindo-senpai?!\Hey, it's really cold, isn't it?\Um, what do you mean?\The pamphlet mentioned that the train route will diverge, didn't it?\In the worst case, you'll only see the others at the final stage of the exam.\And that's if you all make it to that stage.\In the third-stage exam that's coming up next, response:	all the rebels will be going up against the Elite Ten!
context: Rindo-senpai?!\Hey, it's really cold, isn't it?\Um, what do you mean?\The pamphlet mentioned that the train route will diverge, didn't it?\In the worst case, you'll only see the others at the final stage of the exam.\And that's if you all make it to that stage.\In the third-stage exam that's coming up next,\all the rebels will be going up against the Elite Ten! response:	Let's make this a fun trip. Right, Yukihira Soma?
context: Hey, it's really cold, isn't it?\Um, what do you mean?\The pamphlet mentioned that the train route will diverge, didn't it?\In the worst case, you'll only see the others at the final stage of the exam.\And that's if you all make it to that stage.\In the third-stage exam that's coming up next,\all the rebels will be going up against the Elite Ten!\Let's make this a fun trip. Right, Yukihira Soma? response:	I woke up super early just thinking about how we'll face the Elite Ten.
context: Um, what do you mean?\The pamphlet mentioned that the train route will diverge, didn't it?\In the worst case, you'll only see the others at the final stage of the exam.\And that's if you all make it to that stage.\In the third-stage exam that's coming up next,\all the rebels will be going up against the Elite Ten!\Let's make this a fun trip. Right, Yukihira Soma?\I woke up super early just thinking about how we'll face the Elite Ten. response:	Hey.
context: The pamphlet mentioned that the train route will diverge, didn't it?\In the worst case, you'll only see the others at the final stage of the exam.\And that's if you all make it to that stage.\In the third-stage exam that's coming up next,\all the rebels will be going up against the Elite Ten!\Let's make this a fun trip. Right, Yukihira Soma?\I woke up super early just thinking about how we'll face the Elite Ten.\Hey. response:	Morning, Tadokoro.
context: In the worst case, you'll only see the others at the final stage of the exam.\And that's if you all make it to that stage.\In the third-stage exam that's coming up next,\all the rebels will be going up against the Elite Ten!\Let's make this a fun trip. Right, Yukihira Soma?\I woke up super early just thinking about how we'll face the Elite Ten.\Hey.\Morning, Tadokoro. response:	I guess you were too nervous to sleep long, too.
context: And that's if you all make it to that stage.\In the third-stage exam that's coming up next,\all the rebels will be going up against the Elite Ten!\Let's make this a fun trip. Right, Yukihira Soma?\I woke up super early just thinking about how we'll face the Elite Ten.\Hey.\Morning, Tadokoro.\I guess you were too nervous to sleep long, too. response:	No, I was too excited.
context: In the third-stage exam that's coming up next,\all the rebels will be going up against the Elite Ten!\Let's make this a fun trip. Right, Yukihira Soma?\I woke up super early just thinking about how we'll face the Elite Ten.\Hey.\Morning, Tadokoro.\I guess you were too nervous to sleep long, too.\No, I was too excited. response:	You're unbelievable!
context: all the rebels will be going up against the Elite Ten!\Let's make this a fun trip. Right, Yukihira Soma?\I woke up super early just thinking about how we'll face the Elite Ten.\Hey.\Morning, Tadokoro.\I guess you were too nervous to sleep long, too.\No, I was too excited.\You're unbelievable! response:	You're like a kid looking forward to a day at a theme park!
context: Let's make this a fun trip. Right, Yukihira Soma?\I woke up super early just thinking about how we'll face the Elite Ten.\Hey.\Morning, Tadokoro.\I guess you were too nervous to sleep long, too.\No, I was too excited.\You're unbelievable!\You're like a kid looking forward to a day at a theme park! response:	Under-Eye Circles
context: I woke up super early just thinking about how we'll face the Elite Ten.\Hey.\Morning, Tadokoro.\I guess you were too nervous to sleep long, too.\No, I was too excited.\You're unbelievable!\You're like a kid looking forward to a day at a theme park!\Under-Eye Circles response:	I guess you're excited, too, Takumi-kun.
context: Hey.\Morning, Tadokoro.\I guess you were too nervous to sleep long, too.\No, I was too excited.\You're unbelievable!\You're like a kid looking forward to a day at a theme park!\Under-Eye Circles\I guess you're excited, too, Takumi-kun. response:	I confirmed this later by phone,
context: Morning, Tadokoro.\I guess you were too nervous to sleep long, too.\No, I was too excited.\You're unbelievable!\You're like a kid looking forward to a day at a theme park!\Under-Eye Circles\I guess you're excited, too, Takumi-kun.\I confirmed this later by phone, response:	but we, the rebels, were split into four different routes.
context: I guess you were too nervous to sleep long, too.\No, I was too excited.\You're unbelievable!\You're like a kid looking forward to a day at a theme park!\Under-Eye Circles\I guess you're excited, too, Takumi-kun.\I confirmed this later by phone,\but we, the rebels, were split into four different routes. response:	I see.
context: No, I was too excited.\You're unbelievable!\You're like a kid looking forward to a day at a theme park!\Under-Eye Circles\I guess you're excited, too, Takumi-kun.\I confirmed this later by phone,\but we, the rebels, were split into four different routes.\I see. response:	I hope everyone's okay.
context: You're unbelievable!\You're like a kid looking forward to a day at a theme park!\Under-Eye Circles\I guess you're excited, too, Takumi-kun.\I confirmed this later by phone,\but we, the rebels, were split into four different routes.\I see.\I hope everyone's okay. response:	Hey.
context: You're like a kid looking forward to a day at a theme park!\Under-Eye Circles\I guess you're excited, too, Takumi-kun.\I confirmed this later by phone,\but we, the rebels, were split into four different routes.\I see.\I hope everyone's okay.\Hey. response:	Over here!
context: Under-Eye Circles\I guess you're excited, too, Takumi-kun.\I confirmed this later by phone,\but we, the rebels, were split into four different routes.\I see.\I hope everyone's okay.\Hey.\Over here! response:	You haven't had breakfast yet, right?
context: I guess you're excited, too, Takumi-kun.\I confirmed this later by phone,\but we, the rebels, were split into four different routes.\I see.\I hope everyone's okay.\Hey.\Over here!\You haven't had breakfast yet, right? response:	Come eat with me, since you're here.
context: I confirmed this later by phone,\but we, the rebels, were split into four different routes.\I see.\I hope everyone's okay.\Hey.\Over here!\You haven't had breakfast yet, right?\Come eat with me, since you're here. response:	But...
context: but we, the rebels, were split into four different routes.\I see.\I hope everyone's okay.\Hey.\Over here!\You haven't had breakfast yet, right?\Come eat with me, since you're here.\But... response:	Come on, Tadokoro-chan.
context: I see.\I hope everyone's okay.\Hey.\Over here!\You haven't had breakfast yet, right?\Come eat with me, since you're here.\But...\Come on, Tadokoro-chan. response:	Eat, eat.
context: I hope everyone's okay.\Hey.\Over here!\You haven't had breakfast yet, right?\Come eat with me, since you're here.\But...\Come on, Tadokoro-chan.\Eat, eat. response:	It's not bad.
context: Hey.\Over here!\You haven't had breakfast yet, right?\Come eat with me, since you're here.\But...\Come on, Tadokoro-chan.\Eat, eat.\It's not bad. response:	More importantly, can you tell us what the next exam will be about?
context: Over here!\You haven't had breakfast yet, right?\Come eat with me, since you're here.\But...\Come on, Tadokoro-chan.\Eat, eat.\It's not bad.\More importantly, can you tell us what the next exam will be about? response:	The exam topic for the rebels
context: You haven't had breakfast yet, right?\Come eat with me, since you're here.\But...\Come on, Tadokoro-chan.\Eat, eat.\It's not bad.\More importantly, can you tell us what the next exam will be about?\The exam topic for the rebels response:	I would hope it involves a fair and just match.
context: Come eat with me, since you're here.\But...\Come on, Tadokoro-chan.\Eat, eat.\It's not bad.\More importantly, can you tell us what the next exam will be about?\The exam topic for the rebels\I would hope it involves a fair and just match. response:	There'd better not be any of the cowardly tactics we've endured so far.
context: But...\Come on, Tadokoro-chan.\Eat, eat.\It's not bad.\More importantly, can you tell us what the next exam will be about?\The exam topic for the rebels\I would hope it involves a fair and just match.\There'd better not be any of the cowardly tactics we've endured so far. response:	Well, yeah. That was all what the examiners chose to do.
context: Come on, Tadokoro-chan.\Eat, eat.\It's not bad.\More importantly, can you tell us what the next exam will be about?\The exam topic for the rebels\I would hope it involves a fair and just match.\There'd better not be any of the cowardly tactics we've endured so far.\Well, yeah. That was all what the examiners chose to do. response:	We don't play dirty.
context: Eat, eat.\It's not bad.\More importantly, can you tell us what the next exam will be about?\The exam topic for the rebels\I would hope it involves a fair and just match.\There'd better not be any of the cowardly tactics we've endured so far.\Well, yeah. That was all what the examiners chose to do.\We don't play dirty. response:	So who am I gonna face?
context: It's not bad.\More importantly, can you tell us what the next exam will be about?\The exam topic for the rebels\I would hope it involves a fair and just match.\There'd better not be any of the cowardly tactics we've endured so far.\Well, yeah. That was all what the examiners chose to do.\We don't play dirty.\So who am I gonna face? response:	Will it be you, Rindo-senpai?
context: More importantly, can you tell us what the next exam will be about?\The exam topic for the rebels\I would hope it involves a fair and just match.\There'd better not be any of the cowardly tactics we've endured so far.\Well, yeah. That was all what the examiners chose to do.\We don't play dirty.\So who am I gonna face?\Will it be you, Rindo-senpai? response:	No, your opponent's already right there.
context: The exam topic for the rebels\I would hope it involves a fair and just match.\There'd better not be any of the cowardly tactics we've endured so far.\Well, yeah. That was all what the examiners chose to do.\We don't play dirty.\So who am I gonna face?\Will it be you, Rindo-senpai?\No, your opponent's already right there. response:	Huh?
context: I would hope it involves a fair and just match.\There'd better not be any of the cowardly tactics we've endured so far.\Well, yeah. That was all what the examiners chose to do.\We don't play dirty.\So who am I gonna face?\Will it be you, Rindo-senpai?\No, your opponent's already right there.\Huh? response:	The newest member of the Elite Ten
context: There'd better not be any of the cowardly tactics we've endured so far.\Well, yeah. That was all what the examiners chose to do.\We don't play dirty.\So who am I gonna face?\Will it be you, Rindo-senpai?\No, your opponent's already right there.\Huh?\The newest member of the Elite Ten response:	Hayama Akira.
context: Well, yeah. That was all what the examiners chose to do.\We don't play dirty.\So who am I gonna face?\Will it be you, Rindo-senpai?\No, your opponent's already right there.\Huh?\The newest member of the Elite Ten\Hayama Akira. response:	Totsuki
context: We don't play dirty.\So who am I gonna face?\Will it be you, Rindo-senpai?\No, your opponent's already right there.\Huh?\The newest member of the Elite Ten\Hayama Akira.\Totsuki response:	Food Wars
context: So who am I gonna face?\Will it be you, Rindo-senpai?\No, your opponent's already right there.\Huh?\The newest member of the Elite Ten\Hayama Akira.\Totsuki\Food Wars response:	The Third Plate
