context: Bring it on! response:	The part...
context: Who knew he was this strong?\For sure, this is a pain in the ass...\Right? Now it's like I'm just a normal cat!\No matter how many of you attack at once, it makes no difference.\Against me, wizards are no longer wizards.\What about cats?\Then there's nothing for it...\We'll just have to beat the crap out of you with our bare hands. response:	Then come.
context: For sure, this is a pain in the ass...\Right? Now it's like I'm just a normal cat!\No matter how many of you attack at once, it makes no difference.\Against me, wizards are no longer wizards.\What about cats?\Then there's nothing for it...\We'll just have to beat the crap out of you with our bare hands.\Then come. response:	Even in a physical fight, I'm trained to take on 50 people at once.
context: Right? Now it's like I'm just a normal cat!\No matter how many of you attack at once, it makes no difference.\Against me, wizards are no longer wizards.\What about cats?\Then there's nothing for it...\We'll just have to beat the crap out of you with our bare hands.\Then come.\Even in a physical fight, I'm trained to take on 50 people at once. response:	So you're fired up too, huh, Octo-man?
context: No matter how many of you attack at once, it makes no difference.\Against me, wizards are no longer wizards.\What about cats?\Then there's nothing for it...\We'll just have to beat the crap out of you with our bare hands.\Then come.\Even in a physical fight, I'm trained to take on 50 people at once.\So you're fired up too, huh, Octo-man? response:	Be careful. He's a master of the fighting arts.
context: Against me, wizards are no longer wizards.\What about cats?\Then there's nothing for it...\We'll just have to beat the crap out of you with our bare hands.\Then come.\Even in a physical fight, I'm trained to take on 50 people at once.\So you're fired up too, huh, Octo-man?\Be careful. He's a master of the fighting arts. response:	That's what I was hoping for.
context: What about cats?\Then there's nothing for it...\We'll just have to beat the crap out of you with our bare hands.\Then come.\Even in a physical fight, I'm trained to take on 50 people at once.\So you're fired up too, huh, Octo-man?\Be careful. He's a master of the fighting arts.\That's what I was hoping for. response:	Father?!
context: Then there's nothing for it...\We'll just have to beat the crap out of you with our bare hands.\Then come.\Even in a physical fight, I'm trained to take on 50 people at once.\So you're fired up too, huh, Octo-man?\Be careful. He's a master of the fighting arts.\That's what I was hoping for.\Father?! response:	Don't...
context: We'll just have to beat the crap out of you with our bare hands.\Then come.\Even in a physical fight, I'm trained to take on 50 people at once.\So you're fired up too, huh, Octo-man?\Be careful. He's a master of the fighting arts.\That's what I was hoping for.\Father?!\Don't... response:	I said... not to, but...
context: Then come.\Even in a physical fight, I'm trained to take on 50 people at once.\So you're fired up too, huh, Octo-man?\Be careful. He's a master of the fighting arts.\That's what I was hoping for.\Father?!\Don't...\I said... not to, but... response:	Time was etched, and then chaos descended.
context: Even in a physical fight, I'm trained to take on 50 people at once.\So you're fired up too, huh, Octo-man?\Be careful. He's a master of the fighting arts.\That's what I was hoping for.\Father?!\Don't...\I said... not to, but...\Time was etched, and then chaos descended. response:	Is this... the beginning of the end?
context: So you're fired up too, huh, Octo-man?\Be careful. He's a master of the fighting arts.\That's what I was hoping for.\Father?!\Don't...\I said... not to, but...\Time was etched, and then chaos descended.\Is this... the beginning of the end? response:	Oh, no... This miasma...
context: Be careful. He's a master of the fighting arts.\That's what I was hoping for.\Father?!\Don't...\I said... not to, but...\Time was etched, and then chaos descended.\Is this... the beginning of the end?\Oh, no... This miasma... response:	Nee-san! Look! The clock!
context: That's what I was hoping for.\Father?!\Don't...\I said... not to, but...\Time was etched, and then chaos descended.\Is this... the beginning of the end?\Oh, no... This miasma...\Nee-san! Look! The clock! response:	What... What's happening?!
context: Father?!\Don't...\I said... not to, but...\Time was etched, and then chaos descended.\Is this... the beginning of the end?\Oh, no... This miasma...\Nee-san! Look! The clock!\What... What's happening?! response:	What's that sound?! It's ringing in my head!
context: Don't...\I said... not to, but...\Time was etched, and then chaos descended.\Is this... the beginning of the end?\Oh, no... This miasma...\Nee-san! Look! The clock!\What... What's happening?!\What's that sound?! It's ringing in my head! response:	Help!
context: I said... not to, but...\Time was etched, and then chaos descended.\Is this... the beginning of the end?\Oh, no... This miasma...\Nee-san! Look! The clock!\What... What's happening?!\What's that sound?! It's ringing in my head!\Help! response:	My head feels like it's splitting in half!
context: Time was etched, and then chaos descended.\Is this... the beginning of the end?\Oh, no... This miasma...\Nee-san! Look! The clock!\What... What's happening?!\What's that sound?! It's ringing in my head!\Help!\My head feels like it's splitting in half! response:	Please help!
context: Is this... the beginning of the end?\Oh, no... This miasma...\Nee-san! Look! The clock!\What... What's happening?!\What's that sound?! It's ringing in my head!\Help!\My head feels like it's splitting in half!\Please help! response:	Your Grace!
context: Oh, no... This miasma...\Nee-san! Look! The clock!\What... What's happening?!\What's that sound?! It's ringing in my head!\Help!\My head feels like it's splitting in half!\Please help!\Your Grace! response:	The pilgrims!
context: Nee-san! Look! The clock!\What... What's happening?!\What's that sound?! It's ringing in my head!\Help!\My head feels like it's splitting in half!\Please help!\Your Grace!\The pilgrims! response:	They're closing in at the foot of the slope!
context: What... What's happening?!\What's that sound?! It's ringing in my head!\Help!\My head feels like it's splitting in half!\Please help!\Your Grace!\The pilgrims!\They're closing in at the foot of the slope! response:	We can't open the gate yet!
context: What's that sound?! It's ringing in my head!\Help!\My head feels like it's splitting in half!\Please help!\Your Grace!\The pilgrims!\They're closing in at the foot of the slope!\We can't open the gate yet! response:	What should we do?!
context: Help!\My head feels like it's splitting in half!\Please help!\Your Grace!\The pilgrims!\They're closing in at the foot of the slope!\We can't open the gate yet!\What should we do?! response:	At least protect His Grace!
context: My head feels like it's splitting in half!\Please help!\Your Grace!\The pilgrims!\They're closing in at the foot of the slope!\We can't open the gate yet!\What should we do?!\At least protect His Grace! response:	I can hear it... the eternal midnight...
context: Please help!\Your Grace!\The pilgrims!\They're closing in at the foot of the slope!\We can't open the gate yet!\What should we do?!\At least protect His Grace!\I can hear it... the eternal midnight... response:	I can hear it...
context: Your Grace!\The pilgrims!\They're closing in at the foot of the slope!\We can't open the gate yet!\What should we do?!\At least protect His Grace!\I can hear it... the eternal midnight...\I can hear it... response:	The maggots...
context: The pilgrims!\They're closing in at the foot of the slope!\We can't open the gate yet!\What should we do?!\At least protect His Grace!\I can hear it... the eternal midnight...\I can hear it...\The maggots... response:	They're swarming...
context: They're closing in at the foot of the slope!\We can't open the gate yet!\What should we do?!\At least protect His Grace!\I can hear it... the eternal midnight...\I can hear it...\The maggots...\They're swarming... response:	That damn thing's noisy!
context: We can't open the gate yet!\What should we do?!\At least protect His Grace!\I can hear it... the eternal midnight...\I can hear it...\The maggots...\They're swarming...\That damn thing's noisy! response:	Is it an alarm clock?
context: What should we do?!\At least protect His Grace!\I can hear it... the eternal midnight...\I can hear it...\The maggots...\They're swarming...\That damn thing's noisy!\Is it an alarm clock? response:	The crypt will be destroyed!
context: At least protect His Grace!\I can hear it... the eternal midnight...\I can hear it...\The maggots...\They're swarming...\That damn thing's noisy!\Is it an alarm clock?\The crypt will be destroyed! response:	What is this?
context: I can hear it... the eternal midnight...\I can hear it...\The maggots...\They're swarming...\That damn thing's noisy!\Is it an alarm clock?\The crypt will be destroyed!\What is this? response:	Hey! Let's not just stand around! We gotta hurry!
context: I can hear it...\The maggots...\They're swarming...\That damn thing's noisy!\Is it an alarm clock?\The crypt will be destroyed!\What is this?\Hey! Let's not just stand around! We gotta hurry! response:	What's this smell?
context: The maggots...\They're swarming...\That damn thing's noisy!\Is it an alarm clock?\The crypt will be destroyed!\What is this?\Hey! Let's not just stand around! We gotta hurry!\What's this smell? response:	I know what it is...
context: They're swarming...\That damn thing's noisy!\Is it an alarm clock?\The crypt will be destroyed!\What is this?\Hey! Let's not just stand around! We gotta hurry!\What's this smell?\I know what it is... response:	They're here...
context: That damn thing's noisy!\Is it an alarm clock?\The crypt will be destroyed!\What is this?\Hey! Let's not just stand around! We gotta hurry!\What's this smell?\I know what it is...\They're here... response:	Huh? The clock's started to move...
context: Is it an alarm clock?\The crypt will be destroyed!\What is this?\Hey! Let's not just stand around! We gotta hurry!\What's this smell?\I know what it is...\They're here...\Huh? The clock's started to move... response:	And is that Oracion Seis?
context: The crypt will be destroyed!\What is this?\Hey! Let's not just stand around! We gotta hurry!\What's this smell?\I know what it is...\They're here...\Huh? The clock's started to move...\And is that Oracion Seis? response:	That one guy isn't here! The one with the squarish face.
context: What is this?\Hey! Let's not just stand around! We gotta hurry!\What's this smell?\I know what it is...\They're here...\Huh? The clock's started to move...\And is that Oracion Seis?\That one guy isn't here! The one with the squarish face. response:	Oh, the one that goes, ...yes, right?
context: Hey! Let's not just stand around! We gotta hurry!\What's this smell?\I know what it is...\They're here...\Huh? The clock's started to move...\And is that Oracion Seis?\That one guy isn't here! The one with the squarish face.\Oh, the one that goes, ...yes, right? response:	Y-Yeah, that's the one. But you didn't sound like him one bit.
context: What's this smell?\I know what it is...\They're here...\Huh? The clock's started to move...\And is that Oracion Seis?\That one guy isn't here! The one with the squarish face.\Oh, the one that goes, ...yes, right?\Y-Yeah, that's the one. But you didn't sound like him one bit. response:	Says you... yes.
context: I know what it is...\They're here...\Huh? The clock's started to move...\And is that Oracion Seis?\That one guy isn't here! The one with the squarish face.\Oh, the one that goes, ...yes, right?\Y-Yeah, that's the one. But you didn't sound like him one bit.\Says you... yes. response:	Alright. Give it a rest.
context: They're here...\Huh? The clock's started to move...\And is that Oracion Seis?\That one guy isn't here! The one with the squarish face.\Oh, the one that goes, ...yes, right?\Y-Yeah, that's the one. But you didn't sound like him one bit.\Says you... yes.\Alright. Give it a rest. response:	Next time: The New Oracion Seis Appears!
context: Huh? The clock's started to move...\And is that Oracion Seis?\That one guy isn't here! The one with the squarish face.\Oh, the one that goes, ...yes, right?\Y-Yeah, that's the one. But you didn't sound like him one bit.\Says you... yes.\Alright. Give it a rest.\Next time: The New Oracion Seis Appears! response:	I sound like him, yes.
context: And is that Oracion Seis?\That one guy isn't here! The one with the squarish face.\Oh, the one that goes, ...yes, right?\Y-Yeah, that's the one. But you didn't sound like him one bit.\Says you... yes.\Alright. Give it a rest.\Next time: The New Oracion Seis Appears!\I sound like him, yes. response:	I sound just like him, yes.
context: That one guy isn't here! The one with the squarish face.\Oh, the one that goes, ...yes, right?\Y-Yeah, that's the one. But you didn't sound like him one bit.\Says you... yes.\Alright. Give it a rest.\Next time: The New Oracion Seis Appears!\I sound like him, yes.\I sound just like him, yes. response:	Yeah, you do! Totally like him!
context: Oh, the one that goes, ...yes, right?\Y-Yeah, that's the one. But you didn't sound like him one bit.\Says you... yes.\Alright. Give it a rest.\Next time: The New Oracion Seis Appears!\I sound like him, yes.\I sound just like him, yes.\Yeah, you do! Totally like him! response:	Hey! Don't give up!
