context: Anyway, I won't leave you before you meet your destined calamity. response:	Who told you that I'm going to meet my destined calamity?
context: They are all eager to take actions after hearing such rumors.\Some of them are observing the situation before making a decision.\When we got here, we visited five or six of our peers.\None of them would see us.\In the end, only the both of us came.\If we could restore the realm to its past glory\I'm willing to give this throne up.\However, we can't wait for my father to return. response:	Judging by my father's past temperament, he wouldn't care about his people.
context: Some of them are observing the situation before making a decision.\When we got here, we visited five or six of our peers.\None of them would see us.\In the end, only the both of us came.\If we could restore the realm to its past glory\I'm willing to give this throne up.\However, we can't wait for my father to return.\Judging by my father's past temperament, he wouldn't care about his people. response:	Once he leaves the bell, I'm sure he will avenge himself.
context: When we got here, we visited five or six of our peers.\None of them would see us.\In the end, only the both of us came.\If we could restore the realm to its past glory\I'm willing to give this throne up.\However, we can't wait for my father to return.\Judging by my father's past temperament, he wouldn't care about his people.\Once he leaves the bell, I'm sure he will avenge himself. response:	He would bring the entire world down for the 70,000-year-suffering he endured.
context: None of them would see us.\In the end, only the both of us came.\If we could restore the realm to its past glory\I'm willing to give this throne up.\However, we can't wait for my father to return.\Judging by my father's past temperament, he wouldn't care about his people.\Once he leaves the bell, I'm sure he will avenge himself.\He would bring the entire world down for the 70,000-year-suffering he endured. response:	We both share the same opinion.
context: In the end, only the both of us came.\If we could restore the realm to its past glory\I'm willing to give this throne up.\However, we can't wait for my father to return.\Judging by my father's past temperament, he wouldn't care about his people.\Once he leaves the bell, I'm sure he will avenge himself.\He would bring the entire world down for the 70,000-year-suffering he endured.\We both share the same opinion. response:	Therefore, I'd never support Old Ghost Lord.
context: If we could restore the realm to its past glory\I'm willing to give this throne up.\However, we can't wait for my father to return.\Judging by my father's past temperament, he wouldn't care about his people.\Once he leaves the bell, I'm sure he will avenge himself.\He would bring the entire world down for the 70,000-year-suffering he endured.\We both share the same opinion.\Therefore, I'd never support Old Ghost Lord. response:	We'd follow Ghost Lord to death!
context: I'm willing to give this throne up.\However, we can't wait for my father to return.\Judging by my father's past temperament, he wouldn't care about his people.\Once he leaves the bell, I'm sure he will avenge himself.\He would bring the entire world down for the 70,000-year-suffering he endured.\We both share the same opinion.\Therefore, I'd never support Old Ghost Lord.\We'd follow Ghost Lord to death! response:	Who would have known that only the both of you stayed by my side until the end?
context: However, we can't wait for my father to return.\Judging by my father's past temperament, he wouldn't care about his people.\Once he leaves the bell, I'm sure he will avenge himself.\He would bring the entire world down for the 70,000-year-suffering he endured.\We both share the same opinion.\Therefore, I'd never support Old Ghost Lord.\We'd follow Ghost Lord to death!\Who would have known that only the both of you stayed by my side until the end? response:	Perhaps, I have to carry out a drastic plan in Grand Ziming Palace
context: Judging by my father's past temperament, he wouldn't care about his people.\Once he leaves the bell, I'm sure he will avenge himself.\He would bring the entire world down for the 70,000-year-suffering he endured.\We both share the same opinion.\Therefore, I'd never support Old Ghost Lord.\We'd follow Ghost Lord to death!\Who would have known that only the both of you stayed by my side until the end?\Perhaps, I have to carry out a drastic plan in Grand Ziming Palace response:	to protect the Ghost Realm and even the world.
context: Once he leaves the bell, I'm sure he will avenge himself.\He would bring the entire world down for the 70,000-year-suffering he endured.\We both share the same opinion.\Therefore, I'd never support Old Ghost Lord.\We'd follow Ghost Lord to death!\Who would have known that only the both of you stayed by my side until the end?\Perhaps, I have to carry out a drastic plan in Grand Ziming Palace\to protect the Ghost Realm and even the world. response:	Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.
context: He would bring the entire world down for the 70,000-year-suffering he endured.\We both share the same opinion.\Therefore, I'd never support Old Ghost Lord.\We'd follow Ghost Lord to death!\Who would have known that only the both of you stayed by my side until the end?\Perhaps, I have to carry out a drastic plan in Grand Ziming Palace\to protect the Ghost Realm and even the world.\Transfer our trusted soldiers over here and safeguard Grand Ziming Palace. response:	- Yes! - Yes!
context: We both share the same opinion.\Therefore, I'd never support Old Ghost Lord.\We'd follow Ghost Lord to death!\Who would have known that only the both of you stayed by my side until the end?\Perhaps, I have to carry out a drastic plan in Grand Ziming Palace\to protect the Ghost Realm and even the world.\Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.\- Yes! - Yes! response:	Brother Li Jing.
context: Therefore, I'd never support Old Ghost Lord.\We'd follow Ghost Lord to death!\Who would have known that only the both of you stayed by my side until the end?\Perhaps, I have to carry out a drastic plan in Grand Ziming Palace\to protect the Ghost Realm and even the world.\Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.\- Yes! - Yes!\Brother Li Jing. response:	Am I incompetent?
context: We'd follow Ghost Lord to death!\Who would have known that only the both of you stayed by my side until the end?\Perhaps, I have to carry out a drastic plan in Grand Ziming Palace\to protect the Ghost Realm and even the world.\Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.\- Yes! - Yes!\Brother Li Jing.\Am I incompetent? response:	You're not!
context: Who would have known that only the both of you stayed by my side until the end?\Perhaps, I have to carry out a drastic plan in Grand Ziming Palace\to protect the Ghost Realm and even the world.\Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.\- Yes! - Yes!\Brother Li Jing.\Am I incompetent?\You're not! response:	70,000 years ago before that battle it was the prime of the Ghost Realm.
context: Perhaps, I have to carry out a drastic plan in Grand Ziming Palace\to protect the Ghost Realm and even the world.\Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.\- Yes! - Yes!\Brother Li Jing.\Am I incompetent?\You're not!\70,000 years ago before that battle it was the prime of the Ghost Realm. response:	Everyone misses those days and wishes to restore the realm to its past glory
context: to protect the Ghost Realm and even the world.\Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.\- Yes! - Yes!\Brother Li Jing.\Am I incompetent?\You're not!\70,000 years ago before that battle it was the prime of the Ghost Realm.\Everyone misses those days and wishes to restore the realm to its past glory response:	so they blame it all on you.
context: Transfer our trusted soldiers over here and safeguard Grand Ziming Palace.\- Yes! - Yes!\Brother Li Jing.\Am I incompetent?\You're not!\70,000 years ago before that battle it was the prime of the Ghost Realm.\Everyone misses those days and wishes to restore the realm to its past glory\so they blame it all on you. response:	However, all the wealth and military power
context: - Yes! - Yes!\Brother Li Jing.\Am I incompetent?\You're not!\70,000 years ago before that battle it was the prime of the Ghost Realm.\Everyone misses those days and wishes to restore the realm to its past glory\so they blame it all on you.\However, all the wealth and military power response:	of the Ghost Realm were used up in that battle.
context: Brother Li Jing.\Am I incompetent?\You're not!\70,000 years ago before that battle it was the prime of the Ghost Realm.\Everyone misses those days and wishes to restore the realm to its past glory\so they blame it all on you.\However, all the wealth and military power\of the Ghost Realm were used up in that battle. response:	You're the one who took over the Ghost Realm
context: Am I incompetent?\You're not!\70,000 years ago before that battle it was the prime of the Ghost Realm.\Everyone misses those days and wishes to restore the realm to its past glory\so they blame it all on you.\However, all the wealth and military power\of the Ghost Realm were used up in that battle.\You're the one who took over the Ghost Realm response:	and restored it bit by bit to how it is now.
context: You're not!\70,000 years ago before that battle it was the prime of the Ghost Realm.\Everyone misses those days and wishes to restore the realm to its past glory\so they blame it all on you.\However, all the wealth and military power\of the Ghost Realm were used up in that battle.\You're the one who took over the Ghost Realm\and restored it bit by bit to how it is now. response:	If it had been some other Ghost Lords
context: 70,000 years ago before that battle it was the prime of the Ghost Realm.\Everyone misses those days and wishes to restore the realm to its past glory\so they blame it all on you.\However, all the wealth and military power\of the Ghost Realm were used up in that battle.\You're the one who took over the Ghost Realm\and restored it bit by bit to how it is now.\If it had been some other Ghost Lords response:	they couldn't have done any better than you did.
context: Everyone misses those days and wishes to restore the realm to its past glory\so they blame it all on you.\However, all the wealth and military power\of the Ghost Realm were used up in that battle.\You're the one who took over the Ghost Realm\and restored it bit by bit to how it is now.\If it had been some other Ghost Lords\they couldn't have done any better than you did. response:	Whatever it is you wish to do, I'll definitely assist you.
context: so they blame it all on you.\However, all the wealth and military power\of the Ghost Realm were used up in that battle.\You're the one who took over the Ghost Realm\and restored it bit by bit to how it is now.\If it had been some other Ghost Lords\they couldn't have done any better than you did.\Whatever it is you wish to do, I'll definitely assist you. response:	I'll seek audience with the Crown Prince in the Celestial Palace first.
context: However, all the wealth and military power\of the Ghost Realm were used up in that battle.\You're the one who took over the Ghost Realm\and restored it bit by bit to how it is now.\If it had been some other Ghost Lords\they couldn't have done any better than you did.\Whatever it is you wish to do, I'll definitely assist you.\I'll seek audience with the Crown Prince in the Celestial Palace first. response:	Crown Prince Ye Hua?
context: of the Ghost Realm were used up in that battle.\You're the one who took over the Ghost Realm\and restored it bit by bit to how it is now.\If it had been some other Ghost Lords\they couldn't have done any better than you did.\Whatever it is you wish to do, I'll definitely assist you.\I'll seek audience with the Crown Prince in the Celestial Palace first.\Crown Prince Ye Hua? response:	Exactly.
context: You're the one who took over the Ghost Realm\and restored it bit by bit to how it is now.\If it had been some other Ghost Lords\they couldn't have done any better than you did.\Whatever it is you wish to do, I'll definitely assist you.\I'll seek audience with the Crown Prince in the Celestial Palace first.\Crown Prince Ye Hua?\Exactly. response:	Ghost Lord.
context: and restored it bit by bit to how it is now.\If it had been some other Ghost Lords\they couldn't have done any better than you did.\Whatever it is you wish to do, I'll definitely assist you.\I'll seek audience with the Crown Prince in the Celestial Palace first.\Crown Prince Ye Hua?\Exactly.\Ghost Lord. response:	I'm here to seek audience with the Crown Prince.
context: If it had been some other Ghost Lords\they couldn't have done any better than you did.\Whatever it is you wish to do, I'll definitely assist you.\I'll seek audience with the Crown Prince in the Celestial Palace first.\Crown Prince Ye Hua?\Exactly.\Ghost Lord.\I'm here to seek audience with the Crown Prince. response:	The Crown Prince?
context: they couldn't have done any better than you did.\Whatever it is you wish to do, I'll definitely assist you.\I'll seek audience with the Crown Prince in the Celestial Palace first.\Crown Prince Ye Hua?\Exactly.\Ghost Lord.\I'm here to seek audience with the Crown Prince.\The Crown Prince? response:	He won't be in the Celestial Palace for two months.
context: Whatever it is you wish to do, I'll definitely assist you.\I'll seek audience with the Crown Prince in the Celestial Palace first.\Crown Prince Ye Hua?\Exactly.\Ghost Lord.\I'm here to seek audience with the Crown Prince.\The Crown Prince?\He won't be in the Celestial Palace for two months. response:	- He's not in the Celestial Palace? - Exactly.
context: I'll seek audience with the Crown Prince in the Celestial Palace first.\Crown Prince Ye Hua?\Exactly.\Ghost Lord.\I'm here to seek audience with the Crown Prince.\The Crown Prince?\He won't be in the Celestial Palace for two months.\- He's not in the Celestial Palace? - Exactly. response:	Do you know where he's gone to?
context: Crown Prince Ye Hua?\Exactly.\Ghost Lord.\I'm here to seek audience with the Crown Prince.\The Crown Prince?\He won't be in the Celestial Palace for two months.\- He's not in the Celestial Palace? - Exactly.\Do you know where he's gone to? response:	This... Do forgive me that I'm not allowed to tell you.
context: Exactly.\Ghost Lord.\I'm here to seek audience with the Crown Prince.\The Crown Prince?\He won't be in the Celestial Palace for two months.\- He's not in the Celestial Palace? - Exactly.\Do you know where he's gone to?\This... Do forgive me that I'm not allowed to tell you. response:	There's a joyous occasion in Xiwu Palace?
context: Ghost Lord.\I'm here to seek audience with the Crown Prince.\The Crown Prince?\He won't be in the Celestial Palace for two months.\- He's not in the Celestial Palace? - Exactly.\Do you know where he's gone to?\This... Do forgive me that I'm not allowed to tell you.\There's a joyous occasion in Xiwu Palace? response:	Yes. Heavenly Lord has invited Fox King over.
context: I'm here to seek audience with the Crown Prince.\The Crown Prince?\He won't be in the Celestial Palace for two months.\- He's not in the Celestial Palace? - Exactly.\Do you know where he's gone to?\This... Do forgive me that I'm not allowed to tell you.\There's a joyous occasion in Xiwu Palace?\Yes. Heavenly Lord has invited Fox King over. response:	I reckon that in a few months
context: The Crown Prince?\He won't be in the Celestial Palace for two months.\- He's not in the Celestial Palace? - Exactly.\Do you know where he's gone to?\This... Do forgive me that I'm not allowed to tell you.\There's a joyous occasion in Xiwu Palace?\Yes. Heavenly Lord has invited Fox King over.\I reckon that in a few months response:	Ghost Lord will receive a wedding invitation from Xiwu Palace.
context: He won't be in the Celestial Palace for two months.\- He's not in the Celestial Palace? - Exactly.\Do you know where he's gone to?\This... Do forgive me that I'm not allowed to tell you.\There's a joyous occasion in Xiwu Palace?\Yes. Heavenly Lord has invited Fox King over.\I reckon that in a few months\Ghost Lord will receive a wedding invitation from Xiwu Palace. response:	You're referring to the Crown Prince and A-Yin?
context: - He's not in the Celestial Palace? - Exactly.\Do you know where he's gone to?\This... Do forgive me that I'm not allowed to tell you.\There's a joyous occasion in Xiwu Palace?\Yes. Heavenly Lord has invited Fox King over.\I reckon that in a few months\Ghost Lord will receive a wedding invitation from Xiwu Palace.\You're referring to the Crown Prince and A-Yin? response:	No, I should call her High God Bai Qian.
context: Do you know where he's gone to?\This... Do forgive me that I'm not allowed to tell you.\There's a joyous occasion in Xiwu Palace?\Yes. Heavenly Lord has invited Fox King over.\I reckon that in a few months\Ghost Lord will receive a wedding invitation from Xiwu Palace.\You're referring to the Crown Prince and A-Yin?\No, I should call her High God Bai Qian. response:	Indeed.
context: This... Do forgive me that I'm not allowed to tell you.\There's a joyous occasion in Xiwu Palace?\Yes. Heavenly Lord has invited Fox King over.\I reckon that in a few months\Ghost Lord will receive a wedding invitation from Xiwu Palace.\You're referring to the Crown Prince and A-Yin?\No, I should call her High God Bai Qian.\Indeed. response:	I'd congratulate them in advance.
context: There's a joyous occasion in Xiwu Palace?\Yes. Heavenly Lord has invited Fox King over.\I reckon that in a few months\Ghost Lord will receive a wedding invitation from Xiwu Palace.\You're referring to the Crown Prince and A-Yin?\No, I should call her High God Bai Qian.\Indeed.\I'd congratulate them in advance. response:	I'll take my leave now.
context: Yes. Heavenly Lord has invited Fox King over.\I reckon that in a few months\Ghost Lord will receive a wedding invitation from Xiwu Palace.\You're referring to the Crown Prince and A-Yin?\No, I should call her High God Bai Qian.\Indeed.\I'd congratulate them in advance.\I'll take my leave now. response:	Master, you must be tired.
context: I reckon that in a few months\Ghost Lord will receive a wedding invitation from Xiwu Palace.\You're referring to the Crown Prince and A-Yin?\No, I should call her High God Bai Qian.\Indeed.\I'd congratulate them in advance.\I'll take my leave now.\Master, you must be tired. response:	I've made you some hot tea.
context: Ghost Lord will receive a wedding invitation from Xiwu Palace.\You're referring to the Crown Prince and A-Yin?\No, I should call her High God Bai Qian.\Indeed.\I'd congratulate them in advance.\I'll take my leave now.\Master, you must be tired.\I've made you some hot tea. response:	It's been 10 days already.
context: You're referring to the Crown Prince and A-Yin?\No, I should call her High God Bai Qian.\Indeed.\I'd congratulate them in advance.\I'll take my leave now.\Master, you must be tired.\I've made you some hot tea.\It's been 10 days already. response:	Why are there still so many visitors?
context: No, I should call her High God Bai Qian.\Indeed.\I'd congratulate them in advance.\I'll take my leave now.\Master, you must be tired.\I've made you some hot tea.\It's been 10 days already.\Why are there still so many visitors? response:	I wonder how the news of Master's return got out?
context: Indeed.\I'd congratulate them in advance.\I'll take my leave now.\Master, you must be tired.\I've made you some hot tea.\It's been 10 days already.\Why are there still so many visitors?\I wonder how the news of Master's return got out? response:	All living creatures with a bit of spiritual powers
context: I'd congratulate them in advance.\I'll take my leave now.\Master, you must be tired.\I've made you some hot tea.\It's been 10 days already.\Why are there still so many visitors?\I wonder how the news of Master's return got out?\All living creatures with a bit of spiritual powers response:	knew that the ancient God of War Mo Yuan has returned.
context: I'll take my leave now.\Master, you must be tired.\I've made you some hot tea.\It's been 10 days already.\Why are there still so many visitors?\I wonder how the news of Master's return got out?\All living creatures with a bit of spiritual powers\knew that the ancient God of War Mo Yuan has returned. response:	Here's what was said.
context: Master, you must be tired.\I've made you some hot tea.\It's been 10 days already.\Why are there still so many visitors?\I wonder how the news of Master's return got out?\All living creatures with a bit of spiritual powers\knew that the ancient God of War Mo Yuan has returned.\Here's what was said. response:	It's said that Master arrived at the peak of Kunlun Mountain majestically
context: I've made you some hot tea.\It's been 10 days already.\Why are there still so many visitors?\I wonder how the news of Master's return got out?\All living creatures with a bit of spiritual powers\knew that the ancient God of War Mo Yuan has returned.\Here's what was said.\It's said that Master arrived at the peak of Kunlun Mountain majestically response:	wearing a rose-gold crown an armor of evergreen sacred wood
context: It's been 10 days already.\Why are there still so many visitors?\I wonder how the news of Master's return got out?\All living creatures with a bit of spiritual powers\knew that the ancient God of War Mo Yuan has returned.\Here's what was said.\It's said that Master arrived at the peak of Kunlun Mountain majestically\wearing a rose-gold crown an armor of evergreen sacred wood response:	and a pair of ankle boots with his Sword of the Yellow Emperor
context: Why are there still so many visitors?\I wonder how the news of Master's return got out?\All living creatures with a bit of spiritual powers\knew that the ancient God of War Mo Yuan has returned.\Here's what was said.\It's said that Master arrived at the peak of Kunlun Mountain majestically\wearing a rose-gold crown an armor of evergreen sacred wood\and a pair of ankle boots with his Sword of the Yellow Emperor response:	as well as a sweet young lady in his hands
context: I wonder how the news of Master's return got out?\All living creatures with a bit of spiritual powers\knew that the ancient God of War Mo Yuan has returned.\Here's what was said.\It's said that Master arrived at the peak of Kunlun Mountain majestically\wearing a rose-gold crown an armor of evergreen sacred wood\and a pair of ankle boots with his Sword of the Yellow Emperor\as well as a sweet young lady in his hands response:	on August 16th at a quarter to two in the afternoon!
context: All living creatures with a bit of spiritual powers\knew that the ancient God of War Mo Yuan has returned.\Here's what was said.\It's said that Master arrived at the peak of Kunlun Mountain majestically\wearing a rose-gold crown an armor of evergreen sacred wood\and a pair of ankle boots with his Sword of the Yellow Emperor\as well as a sweet young lady in his hands\on August 16th at a quarter to two in the afternoon! response:	When Master landed at the peak
context: knew that the ancient God of War Mo Yuan has returned.\Here's what was said.\It's said that Master arrived at the peak of Kunlun Mountain majestically\wearing a rose-gold crown an armor of evergreen sacred wood\and a pair of ankle boots with his Sword of the Yellow Emperor\as well as a sweet young lady in his hands\on August 16th at a quarter to two in the afternoon!\When Master landed at the peak response:	the entire mountain range along Kunlun Mountain shook thrice.
context: Here's what was said.\It's said that Master arrived at the peak of Kunlun Mountain majestically\wearing a rose-gold crown an armor of evergreen sacred wood\and a pair of ankle boots with his Sword of the Yellow Emperor\as well as a sweet young lady in his hands\on August 16th at a quarter to two in the afternoon!\When Master landed at the peak\the entire mountain range along Kunlun Mountain shook thrice. response:	All birds and beasts chirped and howled to the sky.
context: It's said that Master arrived at the peak of Kunlun Mountain majestically\wearing a rose-gold crown an armor of evergreen sacred wood\and a pair of ankle boots with his Sword of the Yellow Emperor\as well as a sweet young lady in his hands\on August 16th at a quarter to two in the afternoon!\When Master landed at the peak\the entire mountain range along Kunlun Mountain shook thrice.\All birds and beasts chirped and howled to the sky. response:	Even the arowanas surfaced and wept out of surprise!
context: wearing a rose-gold crown an armor of evergreen sacred wood\and a pair of ankle boots with his Sword of the Yellow Emperor\as well as a sweet young lady in his hands\on August 16th at a quarter to two in the afternoon!\When Master landed at the peak\the entire mountain range along Kunlun Mountain shook thrice.\All birds and beasts chirped and howled to the sky.\Even the arowanas surfaced and wept out of surprise! response:	Some tale this is.
context: and a pair of ankle boots with his Sword of the Yellow Emperor\as well as a sweet young lady in his hands\on August 16th at a quarter to two in the afternoon!\When Master landed at the peak\the entire mountain range along Kunlun Mountain shook thrice.\All birds and beasts chirped and howled to the sky.\Even the arowanas surfaced and wept out of surprise!\Some tale this is. response:	It's not exactly all wrong.
context: as well as a sweet young lady in his hands\on August 16th at a quarter to two in the afternoon!\When Master landed at the peak\the entire mountain range along Kunlun Mountain shook thrice.\All birds and beasts chirped and howled to the sky.\Even the arowanas surfaced and wept out of surprise!\Some tale this is.\It's not exactly all wrong. response:	The rose-gold crown, sacred wood armor
context: on August 16th at a quarter to two in the afternoon!\When Master landed at the peak\the entire mountain range along Kunlun Mountain shook thrice.\All birds and beasts chirped and howled to the sky.\Even the arowanas surfaced and wept out of surprise!\Some tale this is.\It's not exactly all wrong.\The rose-gold crown, sacred wood armor response:	ankle boots and the Sword of the Yellow Emperor...
context: When Master landed at the peak\the entire mountain range along Kunlun Mountain shook thrice.\All birds and beasts chirped and howled to the sky.\Even the arowanas surfaced and wept out of surprise!\Some tale this is.\It's not exactly all wrong.\The rose-gold crown, sacred wood armor\ankle boots and the Sword of the Yellow Emperor... response:	Those are Mo Yuan's usual battle gear.
context: the entire mountain range along Kunlun Mountain shook thrice.\All birds and beasts chirped and howled to the sky.\Even the arowanas surfaced and wept out of surprise!\Some tale this is.\It's not exactly all wrong.\The rose-gold crown, sacred wood armor\ankle boots and the Sword of the Yellow Emperor...\Those are Mo Yuan's usual battle gear. response:	For the past 70,000 years
context: All birds and beasts chirped and howled to the sky.\Even the arowanas surfaced and wept out of surprise!\Some tale this is.\It's not exactly all wrong.\The rose-gold crown, sacred wood armor\ankle boots and the Sword of the Yellow Emperor...\Those are Mo Yuan's usual battle gear.\For the past 70,000 years response:	they have been kept in the main hall of Kunlun Mountain
context: Even the arowanas surfaced and wept out of surprise!\Some tale this is.\It's not exactly all wrong.\The rose-gold crown, sacred wood armor\ankle boots and the Sword of the Yellow Emperor...\Those are Mo Yuan's usual battle gear.\For the past 70,000 years\they have been kept in the main hall of Kunlun Mountain response:	to be worshiped by the disciples.
context: Some tale this is.\It's not exactly all wrong.\The rose-gold crown, sacred wood armor\ankle boots and the Sword of the Yellow Emperor...\Those are Mo Yuan's usual battle gear.\For the past 70,000 years\they have been kept in the main hall of Kunlun Mountain\to be worshiped by the disciples. response:	As for that sweet young lady it should be referring to you?
context: It's not exactly all wrong.\The rose-gold crown, sacred wood armor\ankle boots and the Sword of the Yellow Emperor...\Those are Mo Yuan's usual battle gear.\For the past 70,000 years\they have been kept in the main hall of Kunlun Mountain\to be worshiped by the disciples.\As for that sweet young lady it should be referring to you? response:	A young lady is a bit far-fetched but a sweet young lady?
context: The rose-gold crown, sacred wood armor\ankle boots and the Sword of the Yellow Emperor...\Those are Mo Yuan's usual battle gear.\For the past 70,000 years\they have been kept in the main hall of Kunlun Mountain\to be worshiped by the disciples.\As for that sweet young lady it should be referring to you?\A young lady is a bit far-fetched but a sweet young lady? response:	That's horribly wrong?
context: ankle boots and the Sword of the Yellow Emperor...\Those are Mo Yuan's usual battle gear.\For the past 70,000 years\they have been kept in the main hall of Kunlun Mountain\to be worshiped by the disciples.\As for that sweet young lady it should be referring to you?\A young lady is a bit far-fetched but a sweet young lady?\That's horribly wrong? response:	Seventeenth.
context: Those are Mo Yuan's usual battle gear.\For the past 70,000 years\they have been kept in the main hall of Kunlun Mountain\to be worshiped by the disciples.\As for that sweet young lady it should be referring to you?\A young lady is a bit far-fetched but a sweet young lady?\That's horribly wrong?\Seventeenth. response:	At your age you should already be married
context: For the past 70,000 years\they have been kept in the main hall of Kunlun Mountain\to be worshiped by the disciples.\As for that sweet young lady it should be referring to you?\A young lady is a bit far-fetched but a sweet young lady?\That's horribly wrong?\Seventeenth.\At your age you should already be married response:	or even have had quite a few children?
context: they have been kept in the main hall of Kunlun Mountain\to be worshiped by the disciples.\As for that sweet young lady it should be referring to you?\A young lady is a bit far-fetched but a sweet young lady?\That's horribly wrong?\Seventeenth.\At your age you should already be married\or even have had quite a few children? response:	When do we get to meet your husband?
context: to be worshiped by the disciples.\As for that sweet young lady it should be referring to you?\A young lady is a bit far-fetched but a sweet young lady?\That's horribly wrong?\Seventeenth.\At your age you should already be married\or even have had quite a few children?\When do we get to meet your husband? response:	Judging by your looks and temperament who knows what husband you married?
context: As for that sweet young lady it should be referring to you?\A young lady is a bit far-fetched but a sweet young lady?\That's horribly wrong?\Seventeenth.\At your age you should already be married\or even have had quite a few children?\When do we get to meet your husband?\Judging by your looks and temperament who knows what husband you married? response:	That's not a problem.
context: A young lady is a bit far-fetched but a sweet young lady?\That's horribly wrong?\Seventeenth.\At your age you should already be married\or even have had quite a few children?\When do we get to meet your husband?\Judging by your looks and temperament who knows what husband you married?\That's not a problem. response:	I'll invite all of you to my wedding in two months.
context: That's horribly wrong?\Seventeenth.\At your age you should already be married\or even have had quite a few children?\When do we get to meet your husband?\Judging by your looks and temperament who knows what husband you married?\That's not a problem.\I'll invite all of you to my wedding in two months. response:	- Grand Master. - Grand Master.
context: Seventeenth.\At your age you should already be married\or even have had quite a few children?\When do we get to meet your husband?\Judging by your looks and temperament who knows what husband you married?\That's not a problem.\I'll invite all of you to my wedding in two months.\- Grand Master. - Grand Master. response:	More worshipers have arrived.
context: At your age you should already be married\or even have had quite a few children?\When do we get to meet your husband?\Judging by your looks and temperament who knows what husband you married?\That's not a problem.\I'll invite all of you to my wedding in two months.\- Grand Master. - Grand Master.\More worshipers have arrived. response:	We'll take our leave.
context: or even have had quite a few children?\When do we get to meet your husband?\Judging by your looks and temperament who knows what husband you married?\That's not a problem.\I'll invite all of you to my wedding in two months.\- Grand Master. - Grand Master.\More worshipers have arrived.\We'll take our leave. response:	He's already had quite a few visitors.
context: When do we get to meet your husband?\Judging by your looks and temperament who knows what husband you married?\That's not a problem.\I'll invite all of you to my wedding in two months.\- Grand Master. - Grand Master.\More worshipers have arrived.\We'll take our leave.\He's already had quite a few visitors. response:	It's about time to get some rest.
context: Judging by your looks and temperament who knows what husband you married?\That's not a problem.\I'll invite all of you to my wedding in two months.\- Grand Master. - Grand Master.\More worshipers have arrived.\We'll take our leave.\He's already had quite a few visitors.\It's about time to get some rest. response:	Master just left like that?
context: That's not a problem.\I'll invite all of you to my wedding in two months.\- Grand Master. - Grand Master.\More worshipers have arrived.\We'll take our leave.\He's already had quite a few visitors.\It's about time to get some rest.\Master just left like that? response:	What are we to do if more worshipers arrive later?
context: I'll invite all of you to my wedding in two months.\- Grand Master. - Grand Master.\More worshipers have arrived.\We'll take our leave.\He's already had quite a few visitors.\It's about time to get some rest.\Master just left like that?\What are we to do if more worshipers arrive later? response:	Take them all to the main hall for tea.
context: - Grand Master. - Grand Master.\More worshipers have arrived.\We'll take our leave.\He's already had quite a few visitors.\It's about time to get some rest.\Master just left like that?\What are we to do if more worshipers arrive later?\Take them all to the main hall for tea. response:	Send them out after they finish their tea.
context: More worshipers have arrived.\We'll take our leave.\He's already had quite a few visitors.\It's about time to get some rest.\Master just left like that?\What are we to do if more worshipers arrive later?\Take them all to the main hall for tea.\Send them out after they finish their tea. response:	Do you have enough tea?
context: We'll take our leave.\He's already had quite a few visitors.\It's about time to get some rest.\Master just left like that?\What are we to do if more worshipers arrive later?\Take them all to the main hall for tea.\Send them out after they finish their tea.\Do you have enough tea? response:	Yes, there's plenty.
context: He's already had quite a few visitors.\It's about time to get some rest.\Master just left like that?\What are we to do if more worshipers arrive later?\Take them all to the main hall for tea.\Send them out after they finish their tea.\Do you have enough tea?\Yes, there's plenty. response:	Master seems a bit strange?
context: It's about time to get some rest.\Master just left like that?\What are we to do if more worshipers arrive later?\Take them all to the main hall for tea.\Send them out after they finish their tea.\Do you have enough tea?\Yes, there's plenty.\Master seems a bit strange? response:	When Bai Zhen and I spoke of your marriage
context: Master just left like that?\What are we to do if more worshipers arrive later?\Take them all to the main hall for tea.\Send them out after they finish their tea.\Do you have enough tea?\Yes, there's plenty.\Master seems a bit strange?\When Bai Zhen and I spoke of your marriage response:	we thought that you're naturally slow-witted in affairs of the heart.
context: What are we to do if more worshipers arrive later?\Take them all to the main hall for tea.\Send them out after they finish their tea.\Do you have enough tea?\Yes, there's plenty.\Master seems a bit strange?\When Bai Zhen and I spoke of your marriage\we thought that you're naturally slow-witted in affairs of the heart. response:	But you're not so bad as a deity.
context: Take them all to the main hall for tea.\Send them out after they finish their tea.\Do you have enough tea?\Yes, there's plenty.\Master seems a bit strange?\When Bai Zhen and I spoke of your marriage\we thought that you're naturally slow-witted in affairs of the heart.\But you're not so bad as a deity. response:	Romance wise, you know nothing.
context: Send them out after they finish their tea.\Do you have enough tea?\Yes, there's plenty.\Master seems a bit strange?\When Bai Zhen and I spoke of your marriage\we thought that you're naturally slow-witted in affairs of the heart.\But you're not so bad as a deity.\Romance wise, you know nothing. response:	Fourth Brother said that to me as well.
