context: The Third Plate response:	Twenty-One
context: What's next?\Saiba-han!\Forward...\On to the next creation...\On to a new... world of flavor...\To the next... goal...\It's finally tomorrow.\You should get a good night's rest. response:	I'm happy that I'm able to see Saiba-senpai's evolution up close.
context: Saiba-han!\Forward...\On to the next creation...\On to a new... world of flavor...\To the next... goal...\It's finally tomorrow.\You should get a good night's rest.\I'm happy that I'm able to see Saiba-senpai's evolution up close. response:	Joichiro...
context: Forward...\On to the next creation...\On to a new... world of flavor...\To the next... goal...\It's finally tomorrow.\You should get a good night's rest.\I'm happy that I'm able to see Saiba-senpai's evolution up close.\Joichiro... response:	Well, just try your best.
context: On to the next creation...\On to a new... world of flavor...\To the next... goal...\It's finally tomorrow.\You should get a good night's rest.\I'm happy that I'm able to see Saiba-senpai's evolution up close.\Joichiro...\Well, just try your best. response:	Joichiro? You're not ready yet?
context: On to a new... world of flavor...\To the next... goal...\It's finally tomorrow.\You should get a good night's rest.\I'm happy that I'm able to see Saiba-senpai's evolution up close.\Joichiro...\Well, just try your best.\Joichiro? You're not ready yet? response:	Your ride will be here soon.
context: To the next... goal...\It's finally tomorrow.\You should get a good night's rest.\I'm happy that I'm able to see Saiba-senpai's evolution up close.\Joichiro...\Well, just try your best.\Joichiro? You're not ready yet?\Your ride will be here soon. response:	Joichiro?
context: It's finally tomorrow.\You should get a good night's rest.\I'm happy that I'm able to see Saiba-senpai's evolution up close.\Joichiro...\Well, just try your best.\Joichiro? You're not ready yet?\Your ride will be here soon.\Joichiro? response:	Saiba-senpai's gone?!
context: You should get a good night's rest.\I'm happy that I'm able to see Saiba-senpai's evolution up close.\Joichiro...\Well, just try your best.\Joichiro? You're not ready yet?\Your ride will be here soon.\Joichiro?\Saiba-senpai's gone?! response:	How could he ditch BLUE?!
context: I'm happy that I'm able to see Saiba-senpai's evolution up close.\Joichiro...\Well, just try your best.\Joichiro? You're not ready yet?\Your ride will be here soon.\Joichiro?\Saiba-senpai's gone?!\How could he ditch BLUE?! response:	I hope he didn't have any strange ideas.
context: Joichiro...\Well, just try your best.\Joichiro? You're not ready yet?\Your ride will be here soon.\Joichiro?\Saiba-senpai's gone?!\How could he ditch BLUE?!\I hope he didn't have any strange ideas. response:	Strange? You don't mean
context: Well, just try your best.\Joichiro? You're not ready yet?\Your ride will be here soon.\Joichiro?\Saiba-senpai's gone?!\How could he ditch BLUE?!\I hope he didn't have any strange ideas.\Strange? You don't mean response:	Calm down!
context: Joichiro? You're not ready yet?\Your ride will be here soon.\Joichiro?\Saiba-senpai's gone?!\How could he ditch BLUE?!\I hope he didn't have any strange ideas.\Strange? You don't mean\Calm down! response:	I'll head to the competition and explain the situation.
context: Your ride will be here soon.\Joichiro?\Saiba-senpai's gone?!\How could he ditch BLUE?!\I hope he didn't have any strange ideas.\Strange? You don't mean\Calm down!\I'll head to the competition and explain the situation. response:	The rest of you, fan out and search everywhere in the Academy!
context: Joichiro?\Saiba-senpai's gone?!\How could he ditch BLUE?!\I hope he didn't have any strange ideas.\Strange? You don't mean\Calm down!\I'll head to the competition and explain the situation.\The rest of you, fan out and search everywhere in the Academy! response:	Now, go!
context: Saiba-senpai's gone?!\How could he ditch BLUE?!\I hope he didn't have any strange ideas.\Strange? You don't mean\Calm down!\I'll head to the competition and explain the situation.\The rest of you, fan out and search everywhere in the Academy!\Now, go! response:	Polar Star Dormitory
context: How could he ditch BLUE?!\I hope he didn't have any strange ideas.\Strange? You don't mean\Calm down!\I'll head to the competition and explain the situation.\The rest of you, fan out and search everywhere in the Academy!\Now, go!\Polar Star Dormitory response:	R-Right!
context: I hope he didn't have any strange ideas.\Strange? You don't mean\Calm down!\I'll head to the competition and explain the situation.\The rest of you, fan out and search everywhere in the Academy!\Now, go!\Polar Star Dormitory\R-Right! response:	Saiba-senpai!
context: Strange? You don't mean\Calm down!\I'll head to the competition and explain the situation.\The rest of you, fan out and search everywhere in the Academy!\Now, go!\Polar Star Dormitory\R-Right!\Saiba-senpai! response:	Where are you, Saiba-senpai?
context: Calm down!\I'll head to the competition and explain the situation.\The rest of you, fan out and search everywhere in the Academy!\Now, go!\Polar Star Dormitory\R-Right!\Saiba-senpai!\Where are you, Saiba-senpai? response:	Those disgusting dishes were a way for you to blow off steam, huh?
context: I'll head to the competition and explain the situation.\The rest of you, fan out and search everywhere in the Academy!\Now, go!\Polar Star Dormitory\R-Right!\Saiba-senpai!\Where are you, Saiba-senpai?\Those disgusting dishes were a way for you to blow off steam, huh? response:	Every day, people kept asking you to reach greater heights
context: The rest of you, fan out and search everywhere in the Academy!\Now, go!\Polar Star Dormitory\R-Right!\Saiba-senpai!\Where are you, Saiba-senpai?\Those disgusting dishes were a way for you to blow off steam, huh?\Every day, people kept asking you to reach greater heights response:	no matter how high you've already climbed.
context: Now, go!\Polar Star Dormitory\R-Right!\Saiba-senpai!\Where are you, Saiba-senpai?\Those disgusting dishes were a way for you to blow off steam, huh?\Every day, people kept asking you to reach greater heights\no matter how high you've already climbed. response:	Your blood, sweat, and tears were summed up as simple genius.
context: Polar Star Dormitory\R-Right!\Saiba-senpai!\Where are you, Saiba-senpai?\Those disgusting dishes were a way for you to blow off steam, huh?\Every day, people kept asking you to reach greater heights\no matter how high you've already climbed.\Your blood, sweat, and tears were summed up as simple genius. response:	When was the last time you were truly happy when you cooked?
context: R-Right!\Saiba-senpai!\Where are you, Saiba-senpai?\Those disgusting dishes were a way for you to blow off steam, huh?\Every day, people kept asking you to reach greater heights\no matter how high you've already climbed.\Your blood, sweat, and tears were summed up as simple genius.\When was the last time you were truly happy when you cooked? response:	Could it be...?
context: Saiba-senpai!\Where are you, Saiba-senpai?\Those disgusting dishes were a way for you to blow off steam, huh?\Every day, people kept asking you to reach greater heights\no matter how high you've already climbed.\Your blood, sweat, and tears were summed up as simple genius.\When was the last time you were truly happy when you cooked?\Could it be...? response:	Everyone's worried about you.
context: Where are you, Saiba-senpai?\Those disgusting dishes were a way for you to blow off steam, huh?\Every day, people kept asking you to reach greater heights\no matter how high you've already climbed.\Your blood, sweat, and tears were summed up as simple genius.\When was the last time you were truly happy when you cooked?\Could it be...?\Everyone's worried about you. response:	You won't make it in time for BLUE now,
context: Those disgusting dishes were a way for you to blow off steam, huh?\Every day, people kept asking you to reach greater heights\no matter how high you've already climbed.\Your blood, sweat, and tears were summed up as simple genius.\When was the last time you were truly happy when you cooked?\Could it be...?\Everyone's worried about you.\You won't make it in time for BLUE now, response:	but I guess there's no point crying over spilt milk
context: Every day, people kept asking you to reach greater heights\no matter how high you've already climbed.\Your blood, sweat, and tears were summed up as simple genius.\When was the last time you were truly happy when you cooked?\Could it be...?\Everyone's worried about you.\You won't make it in time for BLUE now,\but I guess there's no point crying over spilt milk response:	BLUE?
context: no matter how high you've already climbed.\Your blood, sweat, and tears were summed up as simple genius.\When was the last time you were truly happy when you cooked?\Could it be...?\Everyone's worried about you.\You won't make it in time for BLUE now,\but I guess there's no point crying over spilt milk\BLUE? response:	Oh, that BLUE.
context: Your blood, sweat, and tears were summed up as simple genius.\When was the last time you were truly happy when you cooked?\Could it be...?\Everyone's worried about you.\You won't make it in time for BLUE now,\but I guess there's no point crying over spilt milk\BLUE?\Oh, that BLUE. response:	Yeah, I know. I know.
context: When was the last time you were truly happy when you cooked?\Could it be...?\Everyone's worried about you.\You won't make it in time for BLUE now,\but I guess there's no point crying over spilt milk\BLUE?\Oh, that BLUE.\Yeah, I know. I know. response:	Joichiro?
context: Could it be...?\Everyone's worried about you.\You won't make it in time for BLUE now,\but I guess there's no point crying over spilt milk\BLUE?\Oh, that BLUE.\Yeah, I know. I know.\Joichiro? response:	Huh?
context: Everyone's worried about you.\You won't make it in time for BLUE now,\but I guess there's no point crying over spilt milk\BLUE?\Oh, that BLUE.\Yeah, I know. I know.\Joichiro?\Huh? response:	Gin?
context: You won't make it in time for BLUE now,\but I guess there's no point crying over spilt milk\BLUE?\Oh, that BLUE.\Yeah, I know. I know.\Joichiro?\Huh?\Gin? response:	Oh, Gin!
context: but I guess there's no point crying over spilt milk\BLUE?\Oh, that BLUE.\Yeah, I know. I know.\Joichiro?\Huh?\Gin?\Oh, Gin! response:	Why are you here?
context: BLUE?\Oh, that BLUE.\Yeah, I know. I know.\Joichiro?\Huh?\Gin?\Oh, Gin!\Why are you here? response:	I thought I might find you here in Gatten Hall.
context: Oh, that BLUE.\Yeah, I know. I know.\Joichiro?\Huh?\Gin?\Oh, Gin!\Why are you here?\I thought I might find you here in Gatten Hall. response:	Oh.
context: Yeah, I know. I know.\Joichiro?\Huh?\Gin?\Oh, Gin!\Why are you here?\I thought I might find you here in Gatten Hall.\Oh. response:	It brings back memories, you know?
context: Joichiro?\Huh?\Gin?\Oh, Gin!\Why are you here?\I thought I might find you here in Gatten Hall.\Oh.\It brings back memories, you know? response:	The Autumn Elections finals where I faced you.
context: Huh?\Gin?\Oh, Gin!\Why are you here?\I thought I might find you here in Gatten Hall.\Oh.\It brings back memories, you know?\The Autumn Elections finals where I faced you. response:	That was fun, wasn't it, Gin?
context: Gin?\Oh, Gin!\Why are you here?\I thought I might find you here in Gatten Hall.\Oh.\It brings back memories, you know?\The Autumn Elections finals where I faced you.\That was fun, wasn't it, Gin? response:	But now, I can barely breathe.
context: Oh, Gin!\Why are you here?\I thought I might find you here in Gatten Hall.\Oh.\It brings back memories, you know?\The Autumn Elections finals where I faced you.\That was fun, wasn't it, Gin?\But now, I can barely breathe. response:	I thought I should get ready for tomorrow.
context: Why are you here?\I thought I might find you here in Gatten Hall.\Oh.\It brings back memories, you know?\The Autumn Elections finals where I faced you.\That was fun, wasn't it, Gin?\But now, I can barely breathe.\I thought I should get ready for tomorrow. response:	I thought, I need to head toward my next goal.
context: I thought I might find you here in Gatten Hall.\Oh.\It brings back memories, you know?\The Autumn Elections finals where I faced you.\That was fun, wasn't it, Gin?\But now, I can barely breathe.\I thought I should get ready for tomorrow.\I thought, I need to head toward my next goal. response:	And then... I...
context: Oh.\It brings back memories, you know?\The Autumn Elections finals where I faced you.\That was fun, wasn't it, Gin?\But now, I can barely breathe.\I thought I should get ready for tomorrow.\I thought, I need to head toward my next goal.\And then... I... response:	I kind of lost track of what I'm doing
context: It brings back memories, you know?\The Autumn Elections finals where I faced you.\That was fun, wasn't it, Gin?\But now, I can barely breathe.\I thought I should get ready for tomorrow.\I thought, I need to head toward my next goal.\And then... I...\I kind of lost track of what I'm doing response:	and where I am.
context: The Autumn Elections finals where I faced you.\That was fun, wasn't it, Gin?\But now, I can barely breathe.\I thought I should get ready for tomorrow.\I thought, I need to head toward my next goal.\And then... I...\I kind of lost track of what I'm doing\and where I am. response:	I don't know what I'm doing anymore.
context: That was fun, wasn't it, Gin?\But now, I can barely breathe.\I thought I should get ready for tomorrow.\I thought, I need to head toward my next goal.\And then... I...\I kind of lost track of what I'm doing\and where I am.\I don't know what I'm doing anymore. response:	Demon
context: But now, I can barely breathe.\I thought I should get ready for tomorrow.\I thought, I need to head toward my next goal.\And then... I...\I kind of lost track of what I'm doing\and where I am.\I don't know what I'm doing anymore.\Demon response:	Joichiro was no demon.
context: I thought I should get ready for tomorrow.\I thought, I need to head toward my next goal.\And then... I...\I kind of lost track of what I'm doing\and where I am.\I don't know what I'm doing anymore.\Demon\Joichiro was no demon. response:	He was a boy with delicate sensibilities, just like the rest of us.
context: I thought, I need to head toward my next goal.\And then... I...\I kind of lost track of what I'm doing\and where I am.\I don't know what I'm doing anymore.\Demon\Joichiro was no demon.\He was a boy with delicate sensibilities, just like the rest of us. response:	I'm sorry, Joichiro!
context: And then... I...\I kind of lost track of what I'm doing\and where I am.\I don't know what I'm doing anymore.\Demon\Joichiro was no demon.\He was a boy with delicate sensibilities, just like the rest of us.\I'm sorry, Joichiro! response:	We let you go ahead all alone!
context: I kind of lost track of what I'm doing\and where I am.\I don't know what I'm doing anymore.\Demon\Joichiro was no demon.\He was a boy with delicate sensibilities, just like the rest of us.\I'm sorry, Joichiro!\We let you go ahead all alone! response:	He's been swallowed up by the storm.
context: and where I am.\I don't know what I'm doing anymore.\Demon\Joichiro was no demon.\He was a boy with delicate sensibilities, just like the rest of us.\I'm sorry, Joichiro!\We let you go ahead all alone!\He's been swallowed up by the storm. response:	Director!
context: I don't know what I'm doing anymore.\Demon\Joichiro was no demon.\He was a boy with delicate sensibilities, just like the rest of us.\I'm sorry, Joichiro!\We let you go ahead all alone!\He's been swallowed up by the storm.\Director! response:	I had a premonition back during the Autumn Elections.
context: Demon\Joichiro was no demon.\He was a boy with delicate sensibilities, just like the rest of us.\I'm sorry, Joichiro!\We let you go ahead all alone!\He's been swallowed up by the storm.\Director!\I had a premonition back during the Autumn Elections. response:	Too great a talent will turn against itself in the end.
context: Joichiro was no demon.\He was a boy with delicate sensibilities, just like the rest of us.\I'm sorry, Joichiro!\We let you go ahead all alone!\He's been swallowed up by the storm.\Director!\I had a premonition back during the Autumn Elections.\Too great a talent will turn against itself in the end. response:	Saiba Joichiro... Leave Japan for a while.
context: He was a boy with delicate sensibilities, just like the rest of us.\I'm sorry, Joichiro!\We let you go ahead all alone!\He's been swallowed up by the storm.\Director!\I had a premonition back during the Autumn Elections.\Too great a talent will turn against itself in the end.\Saiba Joichiro... Leave Japan for a while. response:	And leave cooking, as well.
context: I'm sorry, Joichiro!\We let you go ahead all alone!\He's been swallowed up by the storm.\Director!\I had a premonition back during the Autumn Elections.\Too great a talent will turn against itself in the end.\Saiba Joichiro... Leave Japan for a while.\And leave cooking, as well. response:	That is what you need right now.
context: We let you go ahead all alone!\He's been swallowed up by the storm.\Director!\I had a premonition back during the Autumn Elections.\Too great a talent will turn against itself in the end.\Saiba Joichiro... Leave Japan for a while.\And leave cooking, as well.\That is what you need right now. response:	Later, Gin, Nakamura!
context: He's been swallowed up by the storm.\Director!\I had a premonition back during the Autumn Elections.\Too great a talent will turn against itself in the end.\Saiba Joichiro... Leave Japan for a while.\And leave cooking, as well.\That is what you need right now.\Later, Gin, Nakamura! response:	Sorry!
context: Director!\I had a premonition back during the Autumn Elections.\Too great a talent will turn against itself in the end.\Saiba Joichiro... Leave Japan for a while.\And leave cooking, as well.\That is what you need right now.\Later, Gin, Nakamura!\Sorry! response:	He had a lighthearted grin, as though he'd just stood us up for a meet-up.
context: I had a premonition back during the Autumn Elections.\Too great a talent will turn against itself in the end.\Saiba Joichiro... Leave Japan for a while.\And leave cooking, as well.\That is what you need right now.\Later, Gin, Nakamura!\Sorry!\He had a lighthearted grin, as though he'd just stood us up for a meet-up. response:	That was the last I saw of him as a student.
context: Too great a talent will turn against itself in the end.\Saiba Joichiro... Leave Japan for a while.\And leave cooking, as well.\That is what you need right now.\Later, Gin, Nakamura!\Sorry!\He had a lighthearted grin, as though he'd just stood us up for a meet-up.\That was the last I saw of him as a student. response:	So that's what happened.
context: Saiba Joichiro... Leave Japan for a while.\And leave cooking, as well.\That is what you need right now.\Later, Gin, Nakamura!\Sorry!\He had a lighthearted grin, as though he'd just stood us up for a meet-up.\That was the last I saw of him as a student.\So that's what happened. response:	You don't have to take anything I said to heart.
context: And leave cooking, as well.\That is what you need right now.\Later, Gin, Nakamura!\Sorry!\He had a lighthearted grin, as though he'd just stood us up for a meet-up.\That was the last I saw of him as a student.\So that's what happened.\You don't have to take anything I said to heart. response:	That story has nothing to do with your generation, anyway.
context: That is what you need right now.\Later, Gin, Nakamura!\Sorry!\He had a lighthearted grin, as though he'd just stood us up for a meet-up.\That was the last I saw of him as a student.\So that's what happened.\You don't have to take anything I said to heart.\That story has nothing to do with your generation, anyway. response:	Sorry, I fell asleep.
context: Later, Gin, Nakamura!\Sorry!\He had a lighthearted grin, as though he'd just stood us up for a meet-up.\That was the last I saw of him as a student.\So that's what happened.\You don't have to take anything I said to heart.\That story has nothing to do with your generation, anyway.\Sorry, I fell asleep. response:	Hey! I didn't think you were actually ignoring me!
context: Sorry!\He had a lighthearted grin, as though he'd just stood us up for a meet-up.\That was the last I saw of him as a student.\So that's what happened.\You don't have to take anything I said to heart.\That story has nothing to do with your generation, anyway.\Sorry, I fell asleep.\Hey! I didn't think you were actually ignoring me! response:	No, I just nodded off for a split second.
context: He had a lighthearted grin, as though he'd just stood us up for a meet-up.\That was the last I saw of him as a student.\So that's what happened.\You don't have to take anything I said to heart.\That story has nothing to do with your generation, anyway.\Sorry, I fell asleep.\Hey! I didn't think you were actually ignoring me!\No, I just nodded off for a split second. response:	Uh-huh...
context: That was the last I saw of him as a student.\So that's what happened.\You don't have to take anything I said to heart.\That story has nothing to do with your generation, anyway.\Sorry, I fell asleep.\Hey! I didn't think you were actually ignoring me!\No, I just nodded off for a split second.\Uh-huh... response:	I thought Nakamura-senpai hated you because you'd done something really bad to him,
context: So that's what happened.\You don't have to take anything I said to heart.\That story has nothing to do with your generation, anyway.\Sorry, I fell asleep.\Hey! I didn't think you were actually ignoring me!\No, I just nodded off for a split second.\Uh-huh...\I thought Nakamura-senpai hated you because you'd done something really bad to him, response:	so I'm kind of relieved.
context: You don't have to take anything I said to heart.\That story has nothing to do with your generation, anyway.\Sorry, I fell asleep.\Hey! I didn't think you were actually ignoring me!\No, I just nodded off for a split second.\Uh-huh...\I thought Nakamura-senpai hated you because you'd done something really bad to him,\so I'm kind of relieved. response:	A lot happened to you, huh, Dad?
context: That story has nothing to do with your generation, anyway.\Sorry, I fell asleep.\Hey! I didn't think you were actually ignoring me!\No, I just nodded off for a split second.\Uh-huh...\I thought Nakamura-senpai hated you because you'd done something really bad to him,\so I'm kind of relieved.\A lot happened to you, huh, Dad? response:	Don't you think I was pathetic back then?
context: Sorry, I fell asleep.\Hey! I didn't think you were actually ignoring me!\No, I just nodded off for a split second.\Uh-huh...\I thought Nakamura-senpai hated you because you'd done something really bad to him,\so I'm kind of relieved.\A lot happened to you, huh, Dad?\Don't you think I was pathetic back then? response:	Whatever the reason, I ran away from cooking.
context: Hey! I didn't think you were actually ignoring me!\No, I just nodded off for a split second.\Uh-huh...\I thought Nakamura-senpai hated you because you'd done something really bad to him,\so I'm kind of relieved.\A lot happened to you, huh, Dad?\Don't you think I was pathetic back then?\Whatever the reason, I ran away from cooking. response:	But you're cooking right now, Dad.
context: No, I just nodded off for a split second.\Uh-huh...\I thought Nakamura-senpai hated you because you'd done something really bad to him,\so I'm kind of relieved.\A lot happened to you, huh, Dad?\Don't you think I was pathetic back then?\Whatever the reason, I ran away from cooking.\But you're cooking right now, Dad. response:	So it's all fine and good, right?
context: Uh-huh...\I thought Nakamura-senpai hated you because you'd done something really bad to him,\so I'm kind of relieved.\A lot happened to you, huh, Dad?\Don't you think I was pathetic back then?\Whatever the reason, I ran away from cooking.\But you're cooking right now, Dad.\So it's all fine and good, right? response:	All right, Soma.
context: I thought Nakamura-senpai hated you because you'd done something really bad to him,\so I'm kind of relieved.\A lot happened to you, huh, Dad?\Don't you think I was pathetic back then?\Whatever the reason, I ran away from cooking.\But you're cooking right now, Dad.\So it's all fine and good, right?\All right, Soma. response:	Let's have a cooking match.
context: so I'm kind of relieved.\A lot happened to you, huh, Dad?\Don't you think I was pathetic back then?\Whatever the reason, I ran away from cooking.\But you're cooking right now, Dad.\So it's all fine and good, right?\All right, Soma.\Let's have a cooking match. response:	Huh?
context: A lot happened to you, huh, Dad?\Don't you think I was pathetic back then?\Whatever the reason, I ran away from cooking.\But you're cooking right now, Dad.\So it's all fine and good, right?\All right, Soma.\Let's have a cooking match.\Huh? response:	I had no idea that Joichiro-san had a past like that.
context: Don't you think I was pathetic back then?\Whatever the reason, I ran away from cooking.\But you're cooking right now, Dad.\So it's all fine and good, right?\All right, Soma.\Let's have a cooking match.\Huh?\I had no idea that Joichiro-san had a past like that. response:	But Chef Dojima, I still don't understand.
context: Whatever the reason, I ran away from cooking.\But you're cooking right now, Dad.\So it's all fine and good, right?\All right, Soma.\Let's have a cooking match.\Huh?\I had no idea that Joichiro-san had a past like that.\But Chef Dojima, I still don't understand. response:	Why is Nakiri Azami acting the way he is?
context: But you're cooking right now, Dad.\So it's all fine and good, right?\All right, Soma.\Let's have a cooking match.\Huh?\I had no idea that Joichiro-san had a past like that.\But Chef Dojima, I still don't understand.\Why is Nakiri Azami acting the way he is? response:	Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way
context: So it's all fine and good, right?\All right, Soma.\Let's have a cooking match.\Huh?\I had no idea that Joichiro-san had a past like that.\But Chef Dojima, I still don't understand.\Why is Nakiri Azami acting the way he is?\Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way response:	and is now seeking vengeance for that past.
context: All right, Soma.\Let's have a cooking match.\Huh?\I had no idea that Joichiro-san had a past like that.\But Chef Dojima, I still don't understand.\Why is Nakiri Azami acting the way he is?\Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way\and is now seeking vengeance for that past. response:	Looking back, I think he may have needed even more help than Joichiro.
context: Let's have a cooking match.\Huh?\I had no idea that Joichiro-san had a past like that.\But Chef Dojima, I still don't understand.\Why is Nakiri Azami acting the way he is?\Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way\and is now seeking vengeance for that past.\Looking back, I think he may have needed even more help than Joichiro. response:	Hey, Soma.
context: Huh?\I had no idea that Joichiro-san had a past like that.\But Chef Dojima, I still don't understand.\Why is Nakiri Azami acting the way he is?\Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way\and is now seeking vengeance for that past.\Looking back, I think he may have needed even more help than Joichiro.\Hey, Soma. response:	How many times have you lost to me again?
context: I had no idea that Joichiro-san had a past like that.\But Chef Dojima, I still don't understand.\Why is Nakiri Azami acting the way he is?\Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way\and is now seeking vengeance for that past.\Looking back, I think he may have needed even more help than Joichiro.\Hey, Soma.\How many times have you lost to me again? response:	Four hundred and ninety times.
context: But Chef Dojima, I still don't understand.\Why is Nakiri Azami acting the way he is?\Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way\and is now seeking vengeance for that past.\Looking back, I think he may have needed even more help than Joichiro.\Hey, Soma.\How many times have you lost to me again?\Four hundred and ninety times. response:	Losses
context: Why is Nakiri Azami acting the way he is?\Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way\and is now seeking vengeance for that past.\Looking back, I think he may have needed even more help than Joichiro.\Hey, Soma.\How many times have you lost to me again?\Four hundred and ninety times.\Losses response:	Wins
context: Joichiro was his idol. I think he struggled with Joichiro's breakdown in his own way\and is now seeking vengeance for that past.\Looking back, I think he may have needed even more help than Joichiro.\Hey, Soma.\How many times have you lost to me again?\Four hundred and ninety times.\Losses\Wins response:	That's your strength, Soma.
context: and is now seeking vengeance for that past.\Looking back, I think he may have needed even more help than Joichiro.\Hey, Soma.\How many times have you lost to me again?\Four hundred and ninety times.\Losses\Wins\That's your strength, Soma. response:	You enjoy any obstacle,
context: Looking back, I think he may have needed even more help than Joichiro.\Hey, Soma.\How many times have you lost to me again?\Four hundred and ninety times.\Losses\Wins\That's your strength, Soma.\You enjoy any obstacle, response:	and you try to confront your weaknesses to the very end.
context: Hey, Soma.\How many times have you lost to me again?\Four hundred and ninety times.\Losses\Wins\That's your strength, Soma.\You enjoy any obstacle,\and you try to confront your weaknesses to the very end. response:	It is an invaluable strength.
context: How many times have you lost to me again?\Four hundred and ninety times.\Losses\Wins\That's your strength, Soma.\You enjoy any obstacle,\and you try to confront your weaknesses to the very end.\It is an invaluable strength. response:	If you had been in my shoes,
context: Four hundred and ninety times.\Losses\Wins\That's your strength, Soma.\You enjoy any obstacle,\and you try to confront your weaknesses to the very end.\It is an invaluable strength.\If you had been in my shoes, response:	I wonder what you would've looked like then.
context: Losses\Wins\That's your strength, Soma.\You enjoy any obstacle,\and you try to confront your weaknesses to the very end.\It is an invaluable strength.\If you had been in my shoes,\I wonder what you would've looked like then. response:	Of course you would.
context: Wins\That's your strength, Soma.\You enjoy any obstacle,\and you try to confront your weaknesses to the very end.\It is an invaluable strength.\If you had been in my shoes,\I wonder what you would've looked like then.\Of course you would. response:	Hello, this is Dojima.
context: That's your strength, Soma.\You enjoy any obstacle,\and you try to confront your weaknesses to the very end.\It is an invaluable strength.\If you had been in my shoes,\I wonder what you would've looked like then.\Of course you would.\Hello, this is Dojima. response:	Hey, Gin! It's me!
context: You enjoy any obstacle,\and you try to confront your weaknesses to the very end.\It is an invaluable strength.\If you had been in my shoes,\I wonder what you would've looked like then.\Of course you would.\Hello, this is Dojima.\Hey, Gin! It's me! response:	Joichiro?!
context: and you try to confront your weaknesses to the very end.\It is an invaluable strength.\If you had been in my shoes,\I wonder what you would've looked like then.\Of course you would.\Hello, this is Dojima.\Hey, Gin! It's me!\Joichiro?! response:	How are you doing?
context: It is an invaluable strength.\If you had been in my shoes,\I wonder what you would've looked like then.\Of course you would.\Hello, this is Dojima.\Hey, Gin! It's me!\Joichiro?!\How are you doing? response:	This happened a ways back, but I'm back in Japan.
context: If you had been in my shoes,\I wonder what you would've looked like then.\Of course you would.\Hello, this is Dojima.\Hey, Gin! It's me!\Joichiro?!\How are you doing?\This happened a ways back, but I'm back in Japan. response:	What?!
context: I wonder what you would've looked like then.\Of course you would.\Hello, this is Dojima.\Hey, Gin! It's me!\Joichiro?!\How are you doing?\This happened a ways back, but I'm back in Japan.\What?! response:	I have a kid now, too.
context: Of course you would.\Hello, this is Dojima.\Hey, Gin! It's me!\Joichiro?!\How are you doing?\This happened a ways back, but I'm back in Japan.\What?!\I have a kid now, too. response:	I'm happily cooking at a restaurant called Yukihira.
context: Hello, this is Dojima.\Hey, Gin! It's me!\Joichiro?!\How are you doing?\This happened a ways back, but I'm back in Japan.\What?!\I have a kid now, too.\I'm happily cooking at a restaurant called Yukihira. response:	Huh? Yuki?
context: Hey, Gin! It's me!\Joichiro?!\How are you doing?\This happened a ways back, but I'm back in Japan.\What?!\I have a kid now, too.\I'm happily cooking at a restaurant called Yukihira.\Huh? Yuki? response:	Oh, I have customers, so I have to go.
context: Joichiro?!\How are you doing?\This happened a ways back, but I'm back in Japan.\What?!\I have a kid now, too.\I'm happily cooking at a restaurant called Yukihira.\Huh? Yuki?\Oh, I have customers, so I have to go. response:	Bye!
context: How are you doing?\This happened a ways back, but I'm back in Japan.\What?!\I have a kid now, too.\I'm happily cooking at a restaurant called Yukihira.\Huh? Yuki?\Oh, I have customers, so I have to go.\Bye! response:	Hey!
context: This happened a ways back, but I'm back in Japan.\What?!\I have a kid now, too.\I'm happily cooking at a restaurant called Yukihira.\Huh? Yuki?\Oh, I have customers, so I have to go.\Bye!\Hey! response:	I see. He's cooking again.
context: What?!\I have a kid now, too.\I'm happily cooking at a restaurant called Yukihira.\Huh? Yuki?\Oh, I have customers, so I have to go.\Bye!\Hey!\I see. He's cooking again. response:	Yukihira Soma
context: I have a kid now, too.\I'm happily cooking at a restaurant called Yukihira.\Huh? Yuki?\Oh, I have customers, so I have to go.\Bye!\Hey!\I see. He's cooking again.\Yukihira Soma response:	Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro
context: I'm happily cooking at a restaurant called Yukihira.\Huh? Yuki?\Oh, I have customers, so I have to go.\Bye!\Hey!\I see. He's cooking again.\Yukihira Soma\Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro response:	I could tell right away
context: Huh? Yuki?\Oh, I have customers, so I have to go.\Bye!\Hey!\I see. He's cooking again.\Yukihira Soma\Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro\I could tell right away response:	that this boy was one of the people who saved Joichiro from the storm.
context: Oh, I have customers, so I have to go.\Bye!\Hey!\I see. He's cooking again.\Yukihira Soma\Family operates a diner called Yukihira Diner. Father: Yukihira Joichiro\I could tell right away\that this boy was one of the people who saved Joichiro from the storm. response:	Yukihira Soma...
