context: Why can't you just sleep here? response:	Now
context: She knows! She totally knows!\Mizuhara...\Wait, what's that look in your eyes?!\Mizuhara!\Palpitating\Okay, done.\That was okay, right? We're in public and all.\I didn't get a good look. response:	I'm pretty sure you didn't do it.
context: Mizuhara...\Wait, what's that look in your eyes?!\Mizuhara!\Palpitating\Okay, done.\That was okay, right? We're in public and all.\I didn't get a good look.\I'm pretty sure you didn't do it. response:	So you can't kiss him? Is that it?
context: Wait, what's that look in your eyes?!\Mizuhara!\Palpitating\Okay, done.\That was okay, right? We're in public and all.\I didn't get a good look.\I'm pretty sure you didn't do it.\So you can't kiss him? Is that it? response:	Wait, what are you three talking about?
context: Mizuhara!\Palpitating\Okay, done.\That was okay, right? We're in public and all.\I didn't get a good look.\I'm pretty sure you didn't do it.\So you can't kiss him? Is that it?\Wait, what are you three talking about? response:	Kuri!
context: Palpitating\Okay, done.\That was okay, right? We're in public and all.\I didn't get a good look.\I'm pretty sure you didn't do it.\So you can't kiss him? Is that it?\Wait, what are you three talking about?\Kuri! response:	We've gotta bail!
context: Okay, done.\That was okay, right? We're in public and all.\I didn't get a good look.\I'm pretty sure you didn't do it.\So you can't kiss him? Is that it?\Wait, what are you three talking about?\Kuri!\We've gotta bail! response:	Oh, yeah, Chizuru, didn't you say you had to visit your grandma?
context: That was okay, right? We're in public and all.\I didn't get a good look.\I'm pretty sure you didn't do it.\So you can't kiss him? Is that it?\Wait, what are you three talking about?\Kuri!\We've gotta bail!\Oh, yeah, Chizuru, didn't you say you had to visit your grandma? response:	Really?
context: I didn't get a good look.\I'm pretty sure you didn't do it.\So you can't kiss him? Is that it?\Wait, what are you three talking about?\Kuri!\We've gotta bail!\Oh, yeah, Chizuru, didn't you say you had to visit your grandma?\Really? response:	Ah, yes.
context: I'm pretty sure you didn't do it.\So you can't kiss him? Is that it?\Wait, what are you three talking about?\Kuri!\We've gotta bail!\Oh, yeah, Chizuru, didn't you say you had to visit your grandma?\Really?\Ah, yes. response:	Sorry about this.
context: So you can't kiss him? Is that it?\Wait, what are you three talking about?\Kuri!\We've gotta bail!\Oh, yeah, Chizuru, didn't you say you had to visit your grandma?\Really?\Ah, yes.\Sorry about this. response:	I'll be off, then.
context: Wait, what are you three talking about?\Kuri!\We've gotta bail!\Oh, yeah, Chizuru, didn't you say you had to visit your grandma?\Really?\Ah, yes.\Sorry about this.\I'll be off, then. response:	Okay.
context: Kuri!\We've gotta bail!\Oh, yeah, Chizuru, didn't you say you had to visit your grandma?\Really?\Ah, yes.\Sorry about this.\I'll be off, then.\Okay. response:	That was forced as hell, but it had to be done!
context: We've gotta bail!\Oh, yeah, Chizuru, didn't you say you had to visit your grandma?\Really?\Ah, yes.\Sorry about this.\I'll be off, then.\Okay.\That was forced as hell, but it had to be done! response:	Who knows what she'd say if we spent another second together?!
context: Oh, yeah, Chizuru, didn't you say you had to visit your grandma?\Really?\Ah, yes.\Sorry about this.\I'll be off, then.\Okay.\That was forced as hell, but it had to be done!\Who knows what she'd say if we spent another second together?! response:	Well, maybe it's time for us to bounce, too.
context: Really?\Ah, yes.\Sorry about this.\I'll be off, then.\Okay.\That was forced as hell, but it had to be done!\Who knows what she'd say if we spent another second together?!\Well, maybe it's time for us to bounce, too. response:	Huh? Oh, yeah.
context: Ah, yes.\Sorry about this.\I'll be off, then.\Okay.\That was forced as hell, but it had to be done!\Who knows what she'd say if we spent another second together?!\Well, maybe it's time for us to bounce, too.\Huh? Oh, yeah. response:	Nothing beats having a girlfriend!
context: Sorry about this.\I'll be off, then.\Okay.\That was forced as hell, but it had to be done!\Who knows what she'd say if we spent another second together?!\Well, maybe it's time for us to bounce, too.\Huh? Oh, yeah.\Nothing beats having a girlfriend! response:	This is what campus life's all about!
context: I'll be off, then.\Okay.\That was forced as hell, but it had to be done!\Who knows what she'd say if we spent another second together?!\Well, maybe it's time for us to bounce, too.\Huh? Oh, yeah.\Nothing beats having a girlfriend!\This is what campus life's all about! response:	Right, Kazuya?
context: Okay.\That was forced as hell, but it had to be done!\Who knows what she'd say if we spent another second together?!\Well, maybe it's time for us to bounce, too.\Huh? Oh, yeah.\Nothing beats having a girlfriend!\This is what campus life's all about!\Right, Kazuya? response:	R-Right.
context: That was forced as hell, but it had to be done!\Who knows what she'd say if we spent another second together?!\Well, maybe it's time for us to bounce, too.\Huh? Oh, yeah.\Nothing beats having a girlfriend!\This is what campus life's all about!\Right, Kazuya?\R-Right. response:	Ruka-chan, let's come back alone next time.
context: Who knows what she'd say if we spent another second together?!\Well, maybe it's time for us to bounce, too.\Huh? Oh, yeah.\Nothing beats having a girlfriend!\This is what campus life's all about!\Right, Kazuya?\R-Right.\Ruka-chan, let's come back alone next time. response:	O-Of course.
context: Well, maybe it's time for us to bounce, too.\Huh? Oh, yeah.\Nothing beats having a girlfriend!\This is what campus life's all about!\Right, Kazuya?\R-Right.\Ruka-chan, let's come back alone next time.\O-Of course. response:	Man, I absolutely cannot leave these two alone right now!
context: Huh? Oh, yeah.\Nothing beats having a girlfriend!\This is what campus life's all about!\Right, Kazuya?\R-Right.\Ruka-chan, let's come back alone next time.\O-Of course.\Man, I absolutely cannot leave these two alone right now! response:	How'd she find out, anyway?
context: Nothing beats having a girlfriend!\This is what campus life's all about!\Right, Kazuya?\R-Right.\Ruka-chan, let's come back alone next time.\O-Of course.\Man, I absolutely cannot leave these two alone right now!\How'd she find out, anyway? response:	If anyone screwed up, it'd be me...
context: This is what campus life's all about!\Right, Kazuya?\R-Right.\Ruka-chan, let's come back alone next time.\O-Of course.\Man, I absolutely cannot leave these two alone right now!\How'd she find out, anyway?\If anyone screwed up, it'd be me... response:	If she starts spilling the beans, I'll have to stop her by any means necessary!
context: Right, Kazuya?\R-Right.\Ruka-chan, let's come back alone next time.\O-Of course.\Man, I absolutely cannot leave these two alone right now!\How'd she find out, anyway?\If anyone screwed up, it'd be me...\If she starts spilling the beans, I'll have to stop her by any means necessary! response:	Huh? You don't go home this wa
context: R-Right.\Ruka-chan, let's come back alone next time.\O-Of course.\Man, I absolutely cannot leave these two alone right now!\How'd she find out, anyway?\If anyone screwed up, it'd be me...\If she starts spilling the beans, I'll have to stop her by any means necessary!\Huh? You don't go home this wa response:	As your BFF, I'll walk you!
context: Ruka-chan, let's come back alone next time.\O-Of course.\Man, I absolutely cannot leave these two alone right now!\How'd she find out, anyway?\If anyone screwed up, it'd be me...\If she starts spilling the beans, I'll have to stop her by any means necessary!\Huh? You don't go home this wa\As your BFF, I'll walk you! response:	Don't bother! Take a hint, man!
context: O-Of course.\Man, I absolutely cannot leave these two alone right now!\How'd she find out, anyway?\If anyone screwed up, it'd be me...\If she starts spilling the beans, I'll have to stop her by any means necessary!\Huh? You don't go home this wa\As your BFF, I'll walk you!\Don't bother! Take a hint, man! response:	Quit complaining!
context: Man, I absolutely cannot leave these two alone right now!\How'd she find out, anyway?\If anyone screwed up, it'd be me...\If she starts spilling the beans, I'll have to stop her by any means necessary!\Huh? You don't go home this wa\As your BFF, I'll walk you!\Don't bother! Take a hint, man!\Quit complaining! response:	What's with your headstrong attitude that shows up now and then?
context: How'd she find out, anyway?\If anyone screwed up, it'd be me...\If she starts spilling the beans, I'll have to stop her by any means necessary!\Huh? You don't go home this wa\As your BFF, I'll walk you!\Don't bother! Take a hint, man!\Quit complaining!\What's with your headstrong attitude that shows up now and then? response:	Well...
context: If anyone screwed up, it'd be me...\If she starts spilling the beans, I'll have to stop her by any means necessary!\Huh? You don't go home this wa\As your BFF, I'll walk you!\Don't bother! Take a hint, man!\Quit complaining!\What's with your headstrong attitude that shows up now and then?\Well... response:	See you, Ruka-chan.
context: If she starts spilling the beans, I'll have to stop her by any means necessary!\Huh? You don't go home this wa\As your BFF, I'll walk you!\Don't bother! Take a hint, man!\Quit complaining!\What's with your headstrong attitude that shows up now and then?\Well...\See you, Ruka-chan. response:	Yeah, see you.
context: Huh? You don't go home this wa\As your BFF, I'll walk you!\Don't bother! Take a hint, man!\Quit complaining!\What's with your headstrong attitude that shows up now and then?\Well...\See you, Ruka-chan.\Yeah, see you. response:	Huh? That's it?
context: As your BFF, I'll walk you!\Don't bother! Take a hint, man!\Quit complaining!\What's with your headstrong attitude that shows up now and then?\Well...\See you, Ruka-chan.\Yeah, see you.\Huh? That's it? response:	Kuri's dates are short and sweet, huh?
context: Don't bother! Take a hint, man!\Quit complaining!\What's with your headstrong attitude that shows up now and then?\Well...\See you, Ruka-chan.\Yeah, see you.\Huh? That's it?\Kuri's dates are short and sweet, huh? response:	Goodbye, Kazuya-san.
context: Quit complaining!\What's with your headstrong attitude that shows up now and then?\Well...\See you, Ruka-chan.\Yeah, see you.\Huh? That's it?\Kuri's dates are short and sweet, huh?\Goodbye, Kazuya-san. response:	Oh, yeah.
context: What's with your headstrong attitude that shows up now and then?\Well...\See you, Ruka-chan.\Yeah, see you.\Huh? That's it?\Kuri's dates are short and sweet, huh?\Goodbye, Kazuya-san.\Oh, yeah. response:	I can't tell what she's thinking at all!
context: Well...\See you, Ruka-chan.\Yeah, see you.\Huh? That's it?\Kuri's dates are short and sweet, huh?\Goodbye, Kazuya-san.\Oh, yeah.\I can't tell what she's thinking at all! response:	Well, I need to go somewhere, too.
context: See you, Ruka-chan.\Yeah, see you.\Huh? That's it?\Kuri's dates are short and sweet, huh?\Goodbye, Kazuya-san.\Oh, yeah.\I can't tell what she's thinking at all!\Well, I need to go somewhere, too. response:	O-Okay.
context: Yeah, see you.\Huh? That's it?\Kuri's dates are short and sweet, huh?\Goodbye, Kazuya-san.\Oh, yeah.\I can't tell what she's thinking at all!\Well, I need to go somewhere, too.\O-Okay. response:	I should buy a gift for Ruka-chan on the way home!
context: Huh? That's it?\Kuri's dates are short and sweet, huh?\Goodbye, Kazuya-san.\Oh, yeah.\I can't tell what she's thinking at all!\Well, I need to go somewhere, too.\O-Okay.\I should buy a gift for Ruka-chan on the way home! response:	If only he knew how much stress I'm in!
context: Kuri's dates are short and sweet, huh?\Goodbye, Kazuya-san.\Oh, yeah.\I can't tell what she's thinking at all!\Well, I need to go somewhere, too.\O-Okay.\I should buy a gift for Ruka-chan on the way home!\If only he knew how much stress I'm in! response:	Well, I guess anybody'd be on cloud nine with such a cute girlfriend.
context: Goodbye, Kazuya-san.\Oh, yeah.\I can't tell what she's thinking at all!\Well, I need to go somewhere, too.\O-Okay.\I should buy a gift for Ruka-chan on the way home!\If only he knew how much stress I'm in!\Well, I guess anybody'd be on cloud nine with such a cute girlfriend. response:	It's too early to relax.
context: Oh, yeah.\I can't tell what she's thinking at all!\Well, I need to go somewhere, too.\O-Okay.\I should buy a gift for Ruka-chan on the way home!\If only he knew how much stress I'm in!\Well, I guess anybody'd be on cloud nine with such a cute girlfriend.\It's too early to relax. response:	She's Kuri's girlfriend!
context: I can't tell what she's thinking at all!\Well, I need to go somewhere, too.\O-Okay.\I should buy a gift for Ruka-chan on the way home!\If only he knew how much stress I'm in!\Well, I guess anybody'd be on cloud nine with such a cute girlfriend.\It's too early to relax.\She's Kuri's girlfriend! response:	She could rat us out to him anytime!
context: Well, I need to go somewhere, too.\O-Okay.\I should buy a gift for Ruka-chan on the way home!\If only he knew how much stress I'm in!\Well, I guess anybody'd be on cloud nine with such a cute girlfriend.\It's too early to relax.\She's Kuri's girlfriend!\She could rat us out to him anytime! response:	Mizuhara did everything she could.
context: O-Okay.\I should buy a gift for Ruka-chan on the way home!\If only he knew how much stress I'm in!\Well, I guess anybody'd be on cloud nine with such a cute girlfriend.\It's too early to relax.\She's Kuri's girlfriend!\She could rat us out to him anytime!\Mizuhara did everything she could. response:	So I have to shut that girl up, no matter what!
context: I should buy a gift for Ruka-chan on the way home!\If only he knew how much stress I'm in!\Well, I guess anybody'd be on cloud nine with such a cute girlfriend.\It's too early to relax.\She's Kuri's girlfriend!\She could rat us out to him anytime!\Mizuhara did everything she could.\So I have to shut that girl up, no matter what! response:	Can I take this to mean you're admitting it, Mr. Fake Boyfriend?
context: If only he knew how much stress I'm in!\Well, I guess anybody'd be on cloud nine with such a cute girlfriend.\It's too early to relax.\She's Kuri's girlfriend!\She could rat us out to him anytime!\Mizuhara did everything she could.\So I have to shut that girl up, no matter what!\Can I take this to mean you're admitting it, Mr. Fake Boyfriend? response:	Wha?!
context: Well, I guess anybody'd be on cloud nine with such a cute girlfriend.\It's too early to relax.\She's Kuri's girlfriend!\She could rat us out to him anytime!\Mizuhara did everything she could.\So I have to shut that girl up, no matter what!\Can I take this to mean you're admitting it, Mr. Fake Boyfriend?\Wha?! response:	You're so childish
context: It's too early to relax.\She's Kuri's girlfriend!\She could rat us out to him anytime!\Mizuhara did everything she could.\So I have to shut that girl up, no matter what!\Can I take this to mean you're admitting it, Mr. Fake Boyfriend?\Wha?!\You're so childish response:	Puts men to shame
context: She's Kuri's girlfriend!\She could rat us out to him anytime!\Mizuhara did everything she could.\So I have to shut that girl up, no matter what!\Can I take this to mean you're admitting it, Mr. Fake Boyfriend?\Wha?!\You're so childish\Puts men to shame response:	Already a chief at her young age
context: She could rat us out to him anytime!\Mizuhara did everything she could.\So I have to shut that girl up, no matter what!\Can I take this to mean you're admitting it, Mr. Fake Boyfriend?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age response:	Sensei!
context: Mizuhara did everything she could.\So I have to shut that girl up, no matter what!\Can I take this to mean you're admitting it, Mr. Fake Boyfriend?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei! response:	I need your help with homework!
context: So I have to shut that girl up, no matter what!\Can I take this to mean you're admitting it, Mr. Fake Boyfriend?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework! response:	Chizuru-san! Kazuya-san!
context: Can I take this to mean you're admitting it, Mr. Fake Boyfriend?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Chizuru-san! Kazuya-san! response:	To prove that you two are dating for real,
context: Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Chizuru-san! Kazuya-san!\To prove that you two are dating for real, response:	you'll have to go even further than kissing!
context: You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Chizuru-san! Kazuya-san!\To prove that you two are dating for real,\you'll have to go even further than kissing! response:	E-Even further?!
context: Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Chizuru-san! Kazuya-san!\To prove that you two are dating for real,\you'll have to go even further than kissing!\E-Even further?! response:	No way! Not happening!
context: Already a chief at her young age\Sensei!\I need your help with homework!\Chizuru-san! Kazuya-san!\To prove that you two are dating for real,\you'll have to go even further than kissing!\E-Even further?!\No way! Not happening! response:	I can't do it!
context: Sensei!\I need your help with homework!\Chizuru-san! Kazuya-san!\To prove that you two are dating for real,\you'll have to go even further than kissing!\E-Even further?!\No way! Not happening!\I can't do it! response:	Oh, but you have to.
context: I need your help with homework!\Chizuru-san! Kazuya-san!\To prove that you two are dating for real,\you'll have to go even further than kissing!\E-Even further?!\No way! Not happening!\I can't do it!\Oh, but you have to. response:	Prove your love by bungee jumping! Let's bungee!
context: Chizuru-san! Kazuya-san!\To prove that you two are dating for real,\you'll have to go even further than kissing!\E-Even further?!\No way! Not happening!\I can't do it!\Oh, but you have to.\Prove your love by bungee jumping! Let's bungee! response:	On the next episode of Rent-a-Girlfriend!
context: To prove that you two are dating for real,\you'll have to go even further than kissing!\E-Even further?!\No way! Not happening!\I can't do it!\Oh, but you have to.\Prove your love by bungee jumping! Let's bungee!\On the next episode of Rent-a-Girlfriend! response:	Provisional Girlfriend...
context: you'll have to go even further than kissing!\E-Even further?!\No way! Not happening!\I can't do it!\Oh, but you have to.\Prove your love by bungee jumping! Let's bungee!\On the next episode of Rent-a-Girlfriend!\Provisional Girlfriend... response:	Hmm... Maybe bungee jumping wasn't it.
