context: Thank you for your help, Kanou-kun. response:	It's nothing.
context: That's one minute.\I knew she'd be out.\What? A girl?\Why?\It's a girl!\I'm sorry, Misa-chan.\Crap...\Hey! Then maybe those masked guys are actually girls, too! response:	Jeez! I can't believe we're getting called out for this.
context: I knew she'd be out.\What? A girl?\Why?\It's a girl!\I'm sorry, Misa-chan.\Crap...\Hey! Then maybe those masked guys are actually girls, too!\Jeez! I can't believe we're getting called out for this. response:	So much for all of our efforts.
context: What? A girl?\Why?\It's a girl!\I'm sorry, Misa-chan.\Crap...\Hey! Then maybe those masked guys are actually girls, too!\Jeez! I can't believe we're getting called out for this.\So much for all of our efforts. response:	Is it a guy?
context: Why?\It's a girl!\I'm sorry, Misa-chan.\Crap...\Hey! Then maybe those masked guys are actually girls, too!\Jeez! I can't believe we're getting called out for this.\So much for all of our efforts.\Is it a guy? response:	Or, is that a girl?
context: It's a girl!\I'm sorry, Misa-chan.\Crap...\Hey! Then maybe those masked guys are actually girls, too!\Jeez! I can't believe we're getting called out for this.\So much for all of our efforts.\Is it a guy?\Or, is that a girl? response:	Which are they?
context: I'm sorry, Misa-chan.\Crap...\Hey! Then maybe those masked guys are actually girls, too!\Jeez! I can't believe we're getting called out for this.\So much for all of our efforts.\Is it a guy?\Or, is that a girl?\Which are they? response:	Usui and Aoi-chan?
context: Crap...\Hey! Then maybe those masked guys are actually girls, too!\Jeez! I can't believe we're getting called out for this.\So much for all of our efforts.\Is it a guy?\Or, is that a girl?\Which are they?\Usui and Aoi-chan? response:	I knew that was Usui-kun.
context: Hey! Then maybe those masked guys are actually girls, too!\Jeez! I can't believe we're getting called out for this.\So much for all of our efforts.\Is it a guy?\Or, is that a girl?\Which are they?\Usui and Aoi-chan?\I knew that was Usui-kun. response:	You knew it, Subaru-san?
context: Jeez! I can't believe we're getting called out for this.\So much for all of our efforts.\Is it a guy?\Or, is that a girl?\Which are they?\Usui and Aoi-chan?\I knew that was Usui-kun.\You knew it, Subaru-san? response:	I'm a guy!
context: So much for all of our efforts.\Is it a guy?\Or, is that a girl?\Which are they?\Usui and Aoi-chan?\I knew that was Usui-kun.\You knew it, Subaru-san?\I'm a guy! response:	Sort of. Besides, you're here.
context: Is it a guy?\Or, is that a girl?\Which are they?\Usui and Aoi-chan?\I knew that was Usui-kun.\You knew it, Subaru-san?\I'm a guy!\Sort of. Besides, you're here. response:	That's your reasoning?
context: Or, is that a girl?\Which are they?\Usui and Aoi-chan?\I knew that was Usui-kun.\You knew it, Subaru-san?\I'm a guy!\Sort of. Besides, you're here.\That's your reasoning? response:	Only males of high school age or older are allowed.
context: Which are they?\Usui and Aoi-chan?\I knew that was Usui-kun.\You knew it, Subaru-san?\I'm a guy!\Sort of. Besides, you're here.\That's your reasoning?\Only males of high school age or older are allowed. response:	Excuse me, but please tell me your gender and age.
context: Usui and Aoi-chan?\I knew that was Usui-kun.\You knew it, Subaru-san?\I'm a guy!\Sort of. Besides, you're here.\That's your reasoning?\Only males of high school age or older are allowed.\Excuse me, but please tell me your gender and age. response:	I'm a guy.
context: I knew that was Usui-kun.\You knew it, Subaru-san?\I'm a guy!\Sort of. Besides, you're here.\That's your reasoning?\Only males of high school age or older are allowed.\Excuse me, but please tell me your gender and age.\I'm a guy. response:	I'm... 14.
context: You knew it, Subaru-san?\I'm a guy!\Sort of. Besides, you're here.\That's your reasoning?\Only males of high school age or older are allowed.\Excuse me, but please tell me your gender and age.\I'm a guy.\I'm... 14. response:	So young!
context: I'm a guy!\Sort of. Besides, you're here.\That's your reasoning?\Only males of high school age or older are allowed.\Excuse me, but please tell me your gender and age.\I'm a guy.\I'm... 14.\So young! response:	He's still in middle school?
context: Sort of. Besides, you're here.\That's your reasoning?\Only males of high school age or older are allowed.\Excuse me, but please tell me your gender and age.\I'm a guy.\I'm... 14.\So young!\He's still in middle school? response:	In that case-
context: That's your reasoning?\Only males of high school age or older are allowed.\Excuse me, but please tell me your gender and age.\I'm a guy.\I'm... 14.\So young!\He's still in middle school?\In that case- response:	I know! I'm disqualified, right?!
context: Only males of high school age or older are allowed.\Excuse me, but please tell me your gender and age.\I'm a guy.\I'm... 14.\So young!\He's still in middle school?\In that case-\I know! I'm disqualified, right?! response:	That's why I was wearing a mask.
context: Excuse me, but please tell me your gender and age.\I'm a guy.\I'm... 14.\So young!\He's still in middle school?\In that case-\I know! I'm disqualified, right?!\That's why I was wearing a mask. response:	I'll ask you two as well.
context: I'm a guy.\I'm... 14.\So young!\He's still in middle school?\In that case-\I know! I'm disqualified, right?!\That's why I was wearing a mask.\I'll ask you two as well. response:	Are you female?
context: I'm... 14.\So young!\He's still in middle school?\In that case-\I know! I'm disqualified, right?!\That's why I was wearing a mask.\I'll ask you two as well.\Are you female? response:	Yes.
context: So young!\He's still in middle school?\In that case-\I know! I'm disqualified, right?!\That's why I was wearing a mask.\I'll ask you two as well.\Are you female?\Yes. response:	I'm sorry.
context: He's still in middle school?\In that case-\I know! I'm disqualified, right?!\That's why I was wearing a mask.\I'll ask you two as well.\Are you female?\Yes.\I'm sorry. response:	No, I'm sorry, too.
context: In that case-\I know! I'm disqualified, right?!\That's why I was wearing a mask.\I'll ask you two as well.\Are you female?\Yes.\I'm sorry.\No, I'm sorry, too. response:	That automatically disqualifies the partner, so please leave together.
context: I know! I'm disqualified, right?!\That's why I was wearing a mask.\I'll ask you two as well.\Are you female?\Yes.\I'm sorry.\No, I'm sorry, too.\That automatically disqualifies the partner, so please leave together. response:	Misaki-kun?
context: That's why I was wearing a mask.\I'll ask you two as well.\Are you female?\Yes.\I'm sorry.\No, I'm sorry, too.\That automatically disqualifies the partner, so please leave together.\Misaki-kun? response:	Maki-kun.
context: I'll ask you two as well.\Are you female?\Yes.\I'm sorry.\No, I'm sorry, too.\That automatically disqualifies the partner, so please leave together.\Misaki-kun?\Maki-kun. response:	Yes?
context: Are you female?\Yes.\I'm sorry.\No, I'm sorry, too.\That automatically disqualifies the partner, so please leave together.\Misaki-kun?\Maki-kun.\Yes? response:	May I make a suggestion?
context: Yes.\I'm sorry.\No, I'm sorry, too.\That automatically disqualifies the partner, so please leave together.\Misaki-kun?\Maki-kun.\Yes?\May I make a suggestion? response:	Perhaps the woman and the child made it this far because their partners were strong.
context: I'm sorry.\No, I'm sorry, too.\That automatically disqualifies the partner, so please leave together.\Misaki-kun?\Maki-kun.\Yes?\May I make a suggestion?\Perhaps the woman and the child made it this far because their partners were strong. response:	It'd be a waste to lose a valuable human resource like this.
context: No, I'm sorry, too.\That automatically disqualifies the partner, so please leave together.\Misaki-kun?\Maki-kun.\Yes?\May I make a suggestion?\Perhaps the woman and the child made it this far because their partners were strong.\It'd be a waste to lose a valuable human resource like this. response:	How about we have the remaining two form a new pair?
context: That automatically disqualifies the partner, so please leave together.\Misaki-kun?\Maki-kun.\Yes?\May I make a suggestion?\Perhaps the woman and the child made it this far because their partners were strong.\It'd be a waste to lose a valuable human resource like this.\How about we have the remaining two form a new pair? response:	But of course, only if they are both qualified to be here.
context: Misaki-kun?\Maki-kun.\Yes?\May I make a suggestion?\Perhaps the woman and the child made it this far because their partners were strong.\It'd be a waste to lose a valuable human resource like this.\How about we have the remaining two form a new pair?\But of course, only if they are both qualified to be here. response:	I see.
context: Maki-kun.\Yes?\May I make a suggestion?\Perhaps the woman and the child made it this far because their partners were strong.\It'd be a waste to lose a valuable human resource like this.\How about we have the remaining two form a new pair?\But of course, only if they are both qualified to be here.\I see. response:	Please let me confirm, just in case.
context: Yes?\May I make a suggestion?\Perhaps the woman and the child made it this far because their partners were strong.\It'd be a waste to lose a valuable human resource like this.\How about we have the remaining two form a new pair?\But of course, only if they are both qualified to be here.\I see.\Please let me confirm, just in case. response:	Age 17. High school student. Male.
context: May I make a suggestion?\Perhaps the woman and the child made it this far because their partners were strong.\It'd be a waste to lose a valuable human resource like this.\How about we have the remaining two form a new pair?\But of course, only if they are both qualified to be here.\I see.\Please let me confirm, just in case.\Age 17. High school student. Male. response:	I can buy that from him, but I'm not so sure about the one with glasses.
context: Perhaps the woman and the child made it this far because their partners were strong.\It'd be a waste to lose a valuable human resource like this.\How about we have the remaining two form a new pair?\But of course, only if they are both qualified to be here.\I see.\Please let me confirm, just in case.\Age 17. High school student. Male.\I can buy that from him, but I'm not so sure about the one with glasses. response:	Yeah, the partner was a girl, after all.
context: It'd be a waste to lose a valuable human resource like this.\How about we have the remaining two form a new pair?\But of course, only if they are both qualified to be here.\I see.\Please let me confirm, just in case.\Age 17. High school student. Male.\I can buy that from him, but I'm not so sure about the one with glasses.\Yeah, the partner was a girl, after all. response:	Age 16. High school student.
context: How about we have the remaining two form a new pair?\But of course, only if they are both qualified to be here.\I see.\Please let me confirm, just in case.\Age 17. High school student. Male.\I can buy that from him, but I'm not so sure about the one with glasses.\Yeah, the partner was a girl, after all.\Age 16. High school student. response:	I'm...
context: But of course, only if they are both qualified to be here.\I see.\Please let me confirm, just in case.\Age 17. High school student. Male.\I can buy that from him, but I'm not so sure about the one with glasses.\Yeah, the partner was a girl, after all.\Age 16. High school student.\I'm... response:	A guy, too.
context: I see.\Please let me confirm, just in case.\Age 17. High school student. Male.\I can buy that from him, but I'm not so sure about the one with glasses.\Yeah, the partner was a girl, after all.\Age 16. High school student.\I'm...\A guy, too. response:	It's as flat as a board.
context: Please let me confirm, just in case.\Age 17. High school student. Male.\I can buy that from him, but I'm not so sure about the one with glasses.\Yeah, the partner was a girl, after all.\Age 16. High school student.\I'm...\A guy, too.\It's as flat as a board. response:	Don't look so disappointed.
context: Age 17. High school student. Male.\I can buy that from him, but I'm not so sure about the one with glasses.\Yeah, the partner was a girl, after all.\Age 16. High school student.\I'm...\A guy, too.\It's as flat as a board.\Don't look so disappointed. response:	So he was a guy, after all.
context: I can buy that from him, but I'm not so sure about the one with glasses.\Yeah, the partner was a girl, after all.\Age 16. High school student.\I'm...\A guy, too.\It's as flat as a board.\Don't look so disappointed.\So he was a guy, after all. response:	Yeah, it was easy to tell.
context: Yeah, the partner was a girl, after all.\Age 16. High school student.\I'm...\A guy, too.\It's as flat as a board.\Don't look so disappointed.\So he was a guy, after all.\Yeah, it was easy to tell. response:	Very well.
context: Age 16. High school student.\I'm...\A guy, too.\It's as flat as a board.\Don't look so disappointed.\So he was a guy, after all.\Yeah, it was easy to tell.\Very well. response:	We will now move on to Phase 2.
context: I'm...\A guy, too.\It's as flat as a board.\Don't look so disappointed.\So he was a guy, after all.\Yeah, it was easy to tell.\Very well.\We will now move on to Phase 2. response:	Is that just how things went? Or was it a set up? I ended up pairing up with Usui.
context: A guy, too.\It's as flat as a board.\Don't look so disappointed.\So he was a guy, after all.\Yeah, it was easy to tell.\Very well.\We will now move on to Phase 2.\Is that just how things went? Or was it a set up? I ended up pairing up with Usui. response:	It's your destiny, Misaki-kun.
context: It's as flat as a board.\Don't look so disappointed.\So he was a guy, after all.\Yeah, it was easy to tell.\Very well.\We will now move on to Phase 2.\Is that just how things went? Or was it a set up? I ended up pairing up with Usui.\It's your destiny, Misaki-kun. response:	How interesting.
context: Don't look so disappointed.\So he was a guy, after all.\Yeah, it was easy to tell.\Very well.\We will now move on to Phase 2.\Is that just how things went? Or was it a set up? I ended up pairing up with Usui.\It's your destiny, Misaki-kun.\How interesting. response:	Look. Tora's smirking from up above.
context: So he was a guy, after all.\Yeah, it was easy to tell.\Very well.\We will now move on to Phase 2.\Is that just how things went? Or was it a set up? I ended up pairing up with Usui.\It's your destiny, Misaki-kun.\How interesting.\Look. Tora's smirking from up above. response:	How about you stare back at him? He'll find it more interesting.
context: Yeah, it was easy to tell.\Very well.\We will now move on to Phase 2.\Is that just how things went? Or was it a set up? I ended up pairing up with Usui.\It's your destiny, Misaki-kun.\How interesting.\Look. Tora's smirking from up above.\How about you stare back at him? He'll find it more interesting. response:	This is so exciting, Kanou-kun.
context: Very well.\We will now move on to Phase 2.\Is that just how things went? Or was it a set up? I ended up pairing up with Usui.\It's your destiny, Misaki-kun.\How interesting.\Look. Tora's smirking from up above.\How about you stare back at him? He'll find it more interesting.\This is so exciting, Kanou-kun. response:	Maybe you should take a deep breath.
context: We will now move on to Phase 2.\Is that just how things went? Or was it a set up? I ended up pairing up with Usui.\It's your destiny, Misaki-kun.\How interesting.\Look. Tora's smirking from up above.\How about you stare back at him? He'll find it more interesting.\This is so exciting, Kanou-kun.\Maybe you should take a deep breath. response:	Wow, it's Yukimura and Kanou. Gotta hide.
context: Is that just how things went? Or was it a set up? I ended up pairing up with Usui.\It's your destiny, Misaki-kun.\How interesting.\Look. Tora's smirking from up above.\How about you stare back at him? He'll find it more interesting.\This is so exciting, Kanou-kun.\Maybe you should take a deep breath.\Wow, it's Yukimura and Kanou. Gotta hide. response:	We will now begin Phase 2.
context: It's your destiny, Misaki-kun.\How interesting.\Look. Tora's smirking from up above.\How about you stare back at him? He'll find it more interesting.\This is so exciting, Kanou-kun.\Maybe you should take a deep breath.\Wow, it's Yukimura and Kanou. Gotta hide.\We will now begin Phase 2. response:	Oh no, it's starting.
context: How interesting.\Look. Tora's smirking from up above.\How about you stare back at him? He'll find it more interesting.\This is so exciting, Kanou-kun.\Maybe you should take a deep breath.\Wow, it's Yukimura and Kanou. Gotta hide.\We will now begin Phase 2.\Oh no, it's starting. response:	It's not starting right now.
context: Look. Tora's smirking from up above.\How about you stare back at him? He'll find it more interesting.\This is so exciting, Kanou-kun.\Maybe you should take a deep breath.\Wow, it's Yukimura and Kanou. Gotta hide.\We will now begin Phase 2.\Oh no, it's starting.\It's not starting right now. response:	We were talking about next week.
