context: Wise Woman Beatrix. response:	Shibiladula Reladibula.
context: Miss!\Yes?!\Please listen to the Young Lady's request.\Okay...\Ow!\This is anguishing me.\We did not diligently store this dress away only to lay it out again for some girl from who knows where.\Um, I can hear everything you're saying. response:	And I am saying it for you to hear me.
context: Yes?!\Please listen to the Young Lady's request.\Okay...\Ow!\This is anguishing me.\We did not diligently store this dress away only to lay it out again for some girl from who knows where.\Um, I can hear everything you're saying.\And I am saying it for you to hear me. response:	I do not mind, Anna.
context: Please listen to the Young Lady's request.\Okay...\Ow!\This is anguishing me.\We did not diligently store this dress away only to lay it out again for some girl from who knows where.\Um, I can hear everything you're saying.\And I am saying it for you to hear me.\I do not mind, Anna. response:	Your mother prepared this dress specially for your eleventh birthday.
context: Okay...\Ow!\This is anguishing me.\We did not diligently store this dress away only to lay it out again for some girl from who knows where.\Um, I can hear everything you're saying.\And I am saying it for you to hear me.\I do not mind, Anna.\Your mother prepared this dress specially for your eleventh birthday. response:	Eleventh?!
context: Ow!\This is anguishing me.\We did not diligently store this dress away only to lay it out again for some girl from who knows where.\Um, I can hear everything you're saying.\And I am saying it for you to hear me.\I do not mind, Anna.\Your mother prepared this dress specially for your eleventh birthday.\Eleventh?! response:	I can no longer wear it even if I wanted to.
context: This is anguishing me.\We did not diligently store this dress away only to lay it out again for some girl from who knows where.\Um, I can hear everything you're saying.\And I am saying it for you to hear me.\I do not mind, Anna.\Your mother prepared this dress specially for your eleventh birthday.\Eleventh?!\I can no longer wear it even if I wanted to. response:	And who knows what Aunt would say had she remained in that dirty uniform.
context: We did not diligently store this dress away only to lay it out again for some girl from who knows where.\Um, I can hear everything you're saying.\And I am saying it for you to hear me.\I do not mind, Anna.\Your mother prepared this dress specially for your eleventh birthday.\Eleventh?!\I can no longer wear it even if I wanted to.\And who knows what Aunt would say had she remained in that dirty uniform. response:	That may be the case...
context: Um, I can hear everything you're saying.\And I am saying it for you to hear me.\I do not mind, Anna.\Your mother prepared this dress specially for your eleventh birthday.\Eleventh?!\I can no longer wear it even if I wanted to.\And who knows what Aunt would say had she remained in that dirty uniform.\That may be the case... response:	I don't want to admit it, but it's a perfect fit.
context: And I am saying it for you to hear me.\I do not mind, Anna.\Your mother prepared this dress specially for your eleventh birthday.\Eleventh?!\I can no longer wear it even if I wanted to.\And who knows what Aunt would say had she remained in that dirty uniform.\That may be the case...\I don't want to admit it, but it's a perfect fit. response:	Just let it go, Anna.
context: I do not mind, Anna.\Your mother prepared this dress specially for your eleventh birthday.\Eleventh?!\I can no longer wear it even if I wanted to.\And who knows what Aunt would say had she remained in that dirty uniform.\That may be the case...\I don't want to admit it, but it's a perfect fit.\Just let it go, Anna. response:	That aside...
context: Your mother prepared this dress specially for your eleventh birthday.\Eleventh?!\I can no longer wear it even if I wanted to.\And who knows what Aunt would say had she remained in that dirty uniform.\That may be the case...\I don't want to admit it, but it's a perfect fit.\Just let it go, Anna.\That aside... response:	So this is Diana's room?
context: Eleventh?!\I can no longer wear it even if I wanted to.\And who knows what Aunt would say had she remained in that dirty uniform.\That may be the case...\I don't want to admit it, but it's a perfect fit.\Just let it go, Anna.\That aside...\So this is Diana's room? response:	It's basically what I expected...
context: I can no longer wear it even if I wanted to.\And who knows what Aunt would say had she remained in that dirty uniform.\That may be the case...\I don't want to admit it, but it's a perfect fit.\Just let it go, Anna.\That aside...\So this is Diana's room?\It's basically what I expected... response:	Oh, except for that.
context: And who knows what Aunt would say had she remained in that dirty uniform.\That may be the case...\I don't want to admit it, but it's a perfect fit.\Just let it go, Anna.\That aside...\So this is Diana's room?\It's basically what I expected...\Oh, except for that. response:	Diana, did you use to have a soft spot for cutesy stuff?
context: That may be the case...\I don't want to admit it, but it's a perfect fit.\Just let it go, Anna.\That aside...\So this is Diana's room?\It's basically what I expected...\Oh, except for that.\Diana, did you use to have a soft spot for cutesy stuff? response:	Don't touch that!
context: I don't want to admit it, but it's a perfect fit.\Just let it go, Anna.\That aside...\So this is Diana's room?\It's basically what I expected...\Oh, except for that.\Diana, did you use to have a soft spot for cutesy stuff?\Don't touch that! response:	S-Sorry.
context: Just let it go, Anna.\That aside...\So this is Diana's room?\It's basically what I expected...\Oh, except for that.\Diana, did you use to have a soft spot for cutesy stuff?\Don't touch that!\S-Sorry. response:	I'll head out first. Anna, please take care of the rest.
context: That aside...\So this is Diana's room?\It's basically what I expected...\Oh, except for that.\Diana, did you use to have a soft spot for cutesy stuff?\Don't touch that!\S-Sorry.\I'll head out first. Anna, please take care of the rest. response:	Of course.
context: So this is Diana's room?\It's basically what I expected...\Oh, except for that.\Diana, did you use to have a soft spot for cutesy stuff?\Don't touch that!\S-Sorry.\I'll head out first. Anna, please take care of the rest.\Of course. response:	Goodness, I've never met a witch so undeserving of care before.
context: It's basically what I expected...\Oh, except for that.\Diana, did you use to have a soft spot for cutesy stuff?\Don't touch that!\S-Sorry.\I'll head out first. Anna, please take care of the rest.\Of course.\Goodness, I've never met a witch so undeserving of care before. response:	Are you really a student of Luna Nova?
context: Oh, except for that.\Diana, did you use to have a soft spot for cutesy stuff?\Don't touch that!\S-Sorry.\I'll head out first. Anna, please take care of the rest.\Of course.\Goodness, I've never met a witch so undeserving of care before.\Are you really a student of Luna Nova? response:	Just leave me alone if I annoy you so much.
context: Diana, did you use to have a soft spot for cutesy stuff?\Don't touch that!\S-Sorry.\I'll head out first. Anna, please take care of the rest.\Of course.\Goodness, I've never met a witch so undeserving of care before.\Are you really a student of Luna Nova?\Just leave me alone if I annoy you so much. response:	That is out of the question. The Young Lady has tasked me with this job.
context: Don't touch that!\S-Sorry.\I'll head out first. Anna, please take care of the rest.\Of course.\Goodness, I've never met a witch so undeserving of care before.\Are you really a student of Luna Nova?\Just leave me alone if I annoy you so much.\That is out of the question. The Young Lady has tasked me with this job. response:	Goody me, is that so?
context: S-Sorry.\I'll head out first. Anna, please take care of the rest.\Of course.\Goodness, I've never met a witch so undeserving of care before.\Are you really a student of Luna Nova?\Just leave me alone if I annoy you so much.\That is out of the question. The Young Lady has tasked me with this job.\Goody me, is that so? response:	The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.
context: I'll head out first. Anna, please take care of the rest.\Of course.\Goodness, I've never met a witch so undeserving of care before.\Are you really a student of Luna Nova?\Just leave me alone if I annoy you so much.\That is out of the question. The Young Lady has tasked me with this job.\Goody me, is that so?\The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness. response:	Kindhearted? Diana? You must be jesting.
context: Of course.\Goodness, I've never met a witch so undeserving of care before.\Are you really a student of Luna Nova?\Just leave me alone if I annoy you so much.\That is out of the question. The Young Lady has tasked me with this job.\Goody me, is that so?\The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.\Kindhearted? Diana? You must be jesting. response:	I can assure you that the Young Lady is kind. She takes after her mother.
context: Goodness, I've never met a witch so undeserving of care before.\Are you really a student of Luna Nova?\Just leave me alone if I annoy you so much.\That is out of the question. The Young Lady has tasked me with this job.\Goody me, is that so?\The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.\Kindhearted? Diana? You must be jesting.\I can assure you that the Young Lady is kind. She takes after her mother. response:	Diana's mom?
context: Are you really a student of Luna Nova?\Just leave me alone if I annoy you so much.\That is out of the question. The Young Lady has tasked me with this job.\Goody me, is that so?\The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.\Kindhearted? Diana? You must be jesting.\I can assure you that the Young Lady is kind. She takes after her mother.\Diana's mom? response:	Diana's becoming the family head.
context: Just leave me alone if I annoy you so much.\That is out of the question. The Young Lady has tasked me with this job.\Goody me, is that so?\The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.\Kindhearted? Diana? You must be jesting.\I can assure you that the Young Lady is kind. She takes after her mother.\Diana's mom?\Diana's becoming the family head. response:	Then, that means...
context: That is out of the question. The Young Lady has tasked me with this job.\Goody me, is that so?\The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.\Kindhearted? Diana? You must be jesting.\I can assure you that the Young Lady is kind. She takes after her mother.\Diana's mom?\Diana's becoming the family head.\Then, that means... response:	She lost her parents at a tender age.
context: Goody me, is that so?\The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.\Kindhearted? Diana? You must be jesting.\I can assure you that the Young Lady is kind. She takes after her mother.\Diana's mom?\Diana's becoming the family head.\Then, that means...\She lost her parents at a tender age. response:	I didn't know...
context: The motto of the Cavendish family is Affection. Be grateful for the Young Lady's kindheartedness.\Kindhearted? Diana? You must be jesting.\I can assure you that the Young Lady is kind. She takes after her mother.\Diana's mom?\Diana's becoming the family head.\Then, that means...\She lost her parents at a tender age.\I didn't know... response:	And I said all sorts of things to her...
context: Kindhearted? Diana? You must be jesting.\I can assure you that the Young Lady is kind. She takes after her mother.\Diana's mom?\Diana's becoming the family head.\Then, that means...\She lost her parents at a tender age.\I didn't know...\And I said all sorts of things to her... response:	Are you planning to take the Young Lady back to Luna Nova?
context: I can assure you that the Young Lady is kind. She takes after her mother.\Diana's mom?\Diana's becoming the family head.\Then, that means...\She lost her parents at a tender age.\I didn't know...\And I said all sorts of things to her...\Are you planning to take the Young Lady back to Luna Nova? response:	Of course!
context: Diana's mom?\Diana's becoming the family head.\Then, that means...\She lost her parents at a tender age.\I didn't know...\And I said all sorts of things to her...\Are you planning to take the Young Lady back to Luna Nova?\Of course! response:	I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,
context: Diana's becoming the family head.\Then, that means...\She lost her parents at a tender age.\I didn't know...\And I said all sorts of things to her...\Are you planning to take the Young Lady back to Luna Nova?\Of course!\I'm afraid you will have to give up on that. If the Young Lady does not become the family head now, response:	the House of Cavendish will perish!
context: Then, that means...\She lost her parents at a tender age.\I didn't know...\And I said all sorts of things to her...\Are you planning to take the Young Lady back to Luna Nova?\Of course!\I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,\the House of Cavendish will perish! response:	That couldn't possibly
context: She lost her parents at a tender age.\I didn't know...\And I said all sorts of things to her...\Are you planning to take the Young Lady back to Luna Nova?\Of course!\I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,\the House of Cavendish will perish!\That couldn't possibly response:	It can, and it will!
context: I didn't know...\And I said all sorts of things to her...\Are you planning to take the Young Lady back to Luna Nova?\Of course!\I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,\the House of Cavendish will perish!\That couldn't possibly\It can, and it will! response:	If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!
context: And I said all sorts of things to her...\Are you planning to take the Young Lady back to Luna Nova?\Of course!\I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,\the House of Cavendish will perish!\That couldn't possibly\It can, and it will!\If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish! response:	The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!
context: Are you planning to take the Young Lady back to Luna Nova?\Of course!\I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,\the House of Cavendish will perish!\That couldn't possibly\It can, and it will!\If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!\The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head! response:	Is that woman really so horrible?
context: Of course!\I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,\the House of Cavendish will perish!\That couldn't possibly\It can, and it will!\If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!\The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!\Is that woman really so horrible? response:	Cheers to a splendid night!
context: I'm afraid you will have to give up on that. If the Young Lady does not become the family head now,\the House of Cavendish will perish!\That couldn't possibly\It can, and it will!\If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!\The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!\Is that woman really so horrible?\Cheers to a splendid night! response:	Cheers to a splendid night.
context: the House of Cavendish will perish!\That couldn't possibly\It can, and it will!\If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!\The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!\Is that woman really so horrible?\Cheers to a splendid night!\Cheers to a splendid night. response:	Now then, Daryl. I presume there was a reason you invited me to the manor.
context: That couldn't possibly\It can, and it will!\If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!\The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!\Is that woman really so horrible?\Cheers to a splendid night!\Cheers to a splendid night.\Now then, Daryl. I presume there was a reason you invited me to the manor. response:	You are correct, Paul. That will expedite the process.
context: It can, and it will!\If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!\The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!\Is that woman really so horrible?\Cheers to a splendid night!\Cheers to a splendid night.\Now then, Daryl. I presume there was a reason you invited me to the manor.\You are correct, Paul. That will expedite the process. response:	I'm certain there will be at least one thing to catch your fancy.
context: If Madam Daryl, the proxy head, continues to do as she wishes, the scant remainder of our assets will vanish!\The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!\Is that woman really so horrible?\Cheers to a splendid night!\Cheers to a splendid night.\Now then, Daryl. I presume there was a reason you invited me to the manor.\You are correct, Paul. That will expedite the process.\I'm certain there will be at least one thing to catch your fancy. response:	These are?
context: The Young Lady must take her place as the rightful heir and return the family to its former glory as the new head!\Is that woman really so horrible?\Cheers to a splendid night!\Cheers to a splendid night.\Now then, Daryl. I presume there was a reason you invited me to the manor.\You are correct, Paul. That will expedite the process.\I'm certain there will be at least one thing to catch your fancy.\These are? response:	Various items that I would appreciate you purchasing, rather than anyone else.
context: Is that woman really so horrible?\Cheers to a splendid night!\Cheers to a splendid night.\Now then, Daryl. I presume there was a reason you invited me to the manor.\You are correct, Paul. That will expedite the process.\I'm certain there will be at least one thing to catch your fancy.\These are?\Various items that I would appreciate you purchasing, rather than anyone else. response:	This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.
context: Cheers to a splendid night!\Cheers to a splendid night.\Now then, Daryl. I presume there was a reason you invited me to the manor.\You are correct, Paul. That will expedite the process.\I'm certain there will be at least one thing to catch your fancy.\These are?\Various items that I would appreciate you purchasing, rather than anyone else.\This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid. response:	This is a mythril chess set.
context: Cheers to a splendid night.\Now then, Daryl. I presume there was a reason you invited me to the manor.\You are correct, Paul. That will expedite the process.\I'm certain there will be at least one thing to catch your fancy.\These are?\Various items that I would appreciate you purchasing, rather than anyone else.\This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.\This is a mythril chess set. response:	The Tapestry of Beatrix!
context: Now then, Daryl. I presume there was a reason you invited me to the manor.\You are correct, Paul. That will expedite the process.\I'm certain there will be at least one thing to catch your fancy.\These are?\Various items that I would appreciate you purchasing, rather than anyone else.\This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.\This is a mythril chess set.\The Tapestry of Beatrix! response:	Wh
context: You are correct, Paul. That will expedite the process.\I'm certain there will be at least one thing to catch your fancy.\These are?\Various items that I would appreciate you purchasing, rather than anyone else.\This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.\This is a mythril chess set.\The Tapestry of Beatrix!\Wh response:	Beatrix?
context: I'm certain there will be at least one thing to catch your fancy.\These are?\Various items that I would appreciate you purchasing, rather than anyone else.\This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.\This is a mythril chess set.\The Tapestry of Beatrix!\Wh\Beatrix? response:	The inheritance of the first Cavendish witch,
context: These are?\Various items that I would appreciate you purchasing, rather than anyone else.\This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.\This is a mythril chess set.\The Tapestry of Beatrix!\Wh\Beatrix?\The inheritance of the first Cavendish witch, response:	none other than one of the Nine Olde Witches, Beatrix the Affectionate!
context: Various items that I would appreciate you purchasing, rather than anyone else.\This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.\This is a mythril chess set.\The Tapestry of Beatrix!\Wh\Beatrix?\The inheritance of the first Cavendish witch,\none other than one of the Nine Olde Witches, Beatrix the Affectionate! response:	What?!
context: This is a candle holder made from the scales of the seventh Cavendish head's favorite mermaid.\This is a mythril chess set.\The Tapestry of Beatrix!\Wh\Beatrix?\The inheritance of the first Cavendish witch,\none other than one of the Nine Olde Witches, Beatrix the Affectionate!\What?! response:	Diana is descended from one of the Nine Olde Witches?!
context: This is a mythril chess set.\The Tapestry of Beatrix!\Wh\Beatrix?\The inheritance of the first Cavendish witch,\none other than one of the Nine Olde Witches, Beatrix the Affectionate!\What?!\Diana is descended from one of the Nine Olde Witches?! response:	Nine Olde Witches? Is that really worth getting so surprised over?
context: The Tapestry of Beatrix!\Wh\Beatrix?\The inheritance of the first Cavendish witch,\none other than one of the Nine Olde Witches, Beatrix the Affectionate!\What?!\Diana is descended from one of the Nine Olde Witches?!\Nine Olde Witches? Is that really worth getting so surprised over? response:	You must forgive me, as I cannot grasp the value this holds.
context: Wh\Beatrix?\The inheritance of the first Cavendish witch,\none other than one of the Nine Olde Witches, Beatrix the Affectionate!\What?!\Diana is descended from one of the Nine Olde Witches?!\Nine Olde Witches? Is that really worth getting so surprised over?\You must forgive me, as I cannot grasp the value this holds. response:	W-Wait!
context: Beatrix?\The inheritance of the first Cavendish witch,\none other than one of the Nine Olde Witches, Beatrix the Affectionate!\What?!\Diana is descended from one of the Nine Olde Witches?!\Nine Olde Witches? Is that really worth getting so surprised over?\You must forgive me, as I cannot grasp the value this holds.\W-Wait! response:	Paul, please, couldn't you take at least one?
context: The inheritance of the first Cavendish witch,\none other than one of the Nine Olde Witches, Beatrix the Affectionate!\What?!\Diana is descended from one of the Nine Olde Witches?!\Nine Olde Witches? Is that really worth getting so surprised over?\You must forgive me, as I cannot grasp the value this holds.\W-Wait!\Paul, please, couldn't you take at least one? response:	O-Oh, Andrew, didn't any catch your interest?
context: none other than one of the Nine Olde Witches, Beatrix the Affectionate!\What?!\Diana is descended from one of the Nine Olde Witches?!\Nine Olde Witches? Is that really worth getting so surprised over?\You must forgive me, as I cannot grasp the value this holds.\W-Wait!\Paul, please, couldn't you take at least one?\O-Oh, Andrew, didn't any catch your interest? response:	Yes, I'll give you a discount!
context: What?!\Diana is descended from one of the Nine Olde Witches?!\Nine Olde Witches? Is that really worth getting so surprised over?\You must forgive me, as I cannot grasp the value this holds.\W-Wait!\Paul, please, couldn't you take at least one?\O-Oh, Andrew, didn't any catch your interest?\Yes, I'll give you a discount! response:	Enough!
context: Diana is descended from one of the Nine Olde Witches?!\Nine Olde Witches? Is that really worth getting so surprised over?\You must forgive me, as I cannot grasp the value this holds.\W-Wait!\Paul, please, couldn't you take at least one?\O-Oh, Andrew, didn't any catch your interest?\Yes, I'll give you a discount!\Enough! response:	How much more must you trample over the Cavendish history until you are satisfied?!
context: Nine Olde Witches? Is that really worth getting so surprised over?\You must forgive me, as I cannot grasp the value this holds.\W-Wait!\Paul, please, couldn't you take at least one?\O-Oh, Andrew, didn't any catch your interest?\Yes, I'll give you a discount!\Enough!\How much more must you trample over the Cavendish history until you are satisfied?! response:	There you go again.
context: You must forgive me, as I cannot grasp the value this holds.\W-Wait!\Paul, please, couldn't you take at least one?\O-Oh, Andrew, didn't any catch your interest?\Yes, I'll give you a discount!\Enough!\How much more must you trample over the Cavendish history until you are satisfied?!\There you go again. response:	How is your obsession with the old working out for you?
context: W-Wait!\Paul, please, couldn't you take at least one?\O-Oh, Andrew, didn't any catch your interest?\Yes, I'll give you a discount!\Enough!\How much more must you trample over the Cavendish history until you are satisfied?!\There you go again.\How is your obsession with the old working out for you? response:	My sister spent all her time helping others for free because of those traditions.
context: Paul, please, couldn't you take at least one?\O-Oh, Andrew, didn't any catch your interest?\Yes, I'll give you a discount!\Enough!\How much more must you trample over the Cavendish history until you are satisfied?!\There you go again.\How is your obsession with the old working out for you?\My sister spent all her time helping others for free because of those traditions. response:	And how did that turn out for your mother?!
context: O-Oh, Andrew, didn't any catch your interest?\Yes, I'll give you a discount!\Enough!\How much more must you trample over the Cavendish history until you are satisfied?!\There you go again.\How is your obsession with the old working out for you?\My sister spent all her time helping others for free because of those traditions.\And how did that turn out for your mother?! response:	The only reason our house has continued to hold out this long is because of all the work I'm doing.
context: Yes, I'll give you a discount!\Enough!\How much more must you trample over the Cavendish history until you are satisfied?!\There you go again.\How is your obsession with the old working out for you?\My sister spent all her time helping others for free because of those traditions.\And how did that turn out for your mother?!\The only reason our house has continued to hold out this long is because of all the work I'm doing. response:	All you've done is sell off the priceless and precious things that our ancestors left us for money!
context: Enough!\How much more must you trample over the Cavendish history until you are satisfied?!\There you go again.\How is your obsession with the old working out for you?\My sister spent all her time helping others for free because of those traditions.\And how did that turn out for your mother?!\The only reason our house has continued to hold out this long is because of all the work I'm doing.\All you've done is sell off the priceless and precious things that our ancestors left us for money! response:	Have you no pride as a Cavendish?!
context: How much more must you trample over the Cavendish history until you are satisfied?!\There you go again.\How is your obsession with the old working out for you?\My sister spent all her time helping others for free because of those traditions.\And how did that turn out for your mother?!\The only reason our house has continued to hold out this long is because of all the work I'm doing.\All you've done is sell off the priceless and precious things that our ancestors left us for money!\Have you no pride as a Cavendish?! response:	Can your pride put food on the table?
context: There you go again.\How is your obsession with the old working out for you?\My sister spent all her time helping others for free because of those traditions.\And how did that turn out for your mother?!\The only reason our house has continued to hold out this long is because of all the work I'm doing.\All you've done is sell off the priceless and precious things that our ancestors left us for money!\Have you no pride as a Cavendish?!\Can your pride put food on the table? response:	You really are your mother's daughter in that regard.
context: How is your obsession with the old working out for you?\My sister spent all her time helping others for free because of those traditions.\And how did that turn out for your mother?!\The only reason our house has continued to hold out this long is because of all the work I'm doing.\All you've done is sell off the priceless and precious things that our ancestors left us for money!\Have you no pride as a Cavendish?!\Can your pride put food on the table?\You really are your mother's daughter in that regard. response:	The age where magic reigned supreme has ended.
context: My sister spent all her time helping others for free because of those traditions.\And how did that turn out for your mother?!\The only reason our house has continued to hold out this long is because of all the work I'm doing.\All you've done is sell off the priceless and precious things that our ancestors left us for money!\Have you no pride as a Cavendish?!\Can your pride put food on the table?\You really are your mother's daughter in that regard.\The age where magic reigned supreme has ended. response:	You, too, will have to accept this reality in due time.
context: And how did that turn out for your mother?!\The only reason our house has continued to hold out this long is because of all the work I'm doing.\All you've done is sell off the priceless and precious things that our ancestors left us for money!\Have you no pride as a Cavendish?!\Can your pride put food on the table?\You really are your mother's daughter in that regard.\The age where magic reigned supreme has ended.\You, too, will have to accept this reality in due time. response:	I am fully aware of your intentions, Aunt.
context: The only reason our house has continued to hold out this long is because of all the work I'm doing.\All you've done is sell off the priceless and precious things that our ancestors left us for money!\Have you no pride as a Cavendish?!\Can your pride put food on the table?\You really are your mother's daughter in that regard.\The age where magic reigned supreme has ended.\You, too, will have to accept this reality in due time.\I am fully aware of your intentions, Aunt. response:	As I suspected, I can no longer leave this house in your hands.
context: All you've done is sell off the priceless and precious things that our ancestors left us for money!\Have you no pride as a Cavendish?!\Can your pride put food on the table?\You really are your mother's daughter in that regard.\The age where magic reigned supreme has ended.\You, too, will have to accept this reality in due time.\I am fully aware of your intentions, Aunt.\As I suspected, I can no longer leave this house in your hands. response:	I see. So that's why you returned in such a rush.
context: Have you no pride as a Cavendish?!\Can your pride put food on the table?\You really are your mother's daughter in that regard.\The age where magic reigned supreme has ended.\You, too, will have to accept this reality in due time.\I am fully aware of your intentions, Aunt.\As I suspected, I can no longer leave this house in your hands.\I see. So that's why you returned in such a rush. response:	What do you mean?
context: Can your pride put food on the table?\You really are your mother's daughter in that regard.\The age where magic reigned supreme has ended.\You, too, will have to accept this reality in due time.\I am fully aware of your intentions, Aunt.\As I suspected, I can no longer leave this house in your hands.\I see. So that's why you returned in such a rush.\What do you mean? response:	I thought the ritual to become the family head could only be held on a night when the stars align?
context: You really are your mother's daughter in that regard.\The age where magic reigned supreme has ended.\You, too, will have to accept this reality in due time.\I am fully aware of your intentions, Aunt.\As I suspected, I can no longer leave this house in your hands.\I see. So that's why you returned in such a rush.\What do you mean?\I thought the ritual to become the family head could only be held on a night when the stars align? response:	And tonight is that very night, coming just once every several years.
context: The age where magic reigned supreme has ended.\You, too, will have to accept this reality in due time.\I am fully aware of your intentions, Aunt.\As I suspected, I can no longer leave this house in your hands.\I see. So that's why you returned in such a rush.\What do you mean?\I thought the ritual to become the family head could only be held on a night when the stars align?\And tonight is that very night, coming just once every several years. response:	What?!
context: You, too, will have to accept this reality in due time.\I am fully aware of your intentions, Aunt.\As I suspected, I can no longer leave this house in your hands.\I see. So that's why you returned in such a rush.\What do you mean?\I thought the ritual to become the family head could only be held on a night when the stars align?\And tonight is that very night, coming just once every several years.\What?! response:	Tonight, I shall conduct the ritual in the shrine, and once and for all...
context: I am fully aware of your intentions, Aunt.\As I suspected, I can no longer leave this house in your hands.\I see. So that's why you returned in such a rush.\What do you mean?\I thought the ritual to become the family head could only be held on a night when the stars align?\And tonight is that very night, coming just once every several years.\What?!\Tonight, I shall conduct the ritual in the shrine, and once and for all... response:	Become the Cavendish family head!
context: As I suspected, I can no longer leave this house in your hands.\I see. So that's why you returned in such a rush.\What do you mean?\I thought the ritual to become the family head could only be held on a night when the stars align?\And tonight is that very night, coming just once every several years.\What?!\Tonight, I shall conduct the ritual in the shrine, and once and for all...\Become the Cavendish family head! response:	Even though I just learned another spell
context: I see. So that's why you returned in such a rush.\What do you mean?\I thought the ritual to become the family head could only be held on a night when the stars align?\And tonight is that very night, coming just once every several years.\What?!\Tonight, I shall conduct the ritual in the shrine, and once and for all...\Become the Cavendish family head!\Even though I just learned another spell response:	oboetate no jumon ja
context: What do you mean?\I thought the ritual to become the family head could only be held on a night when the stars align?\And tonight is that very night, coming just once every several years.\What?!\Tonight, I shall conduct the ritual in the shrine, and once and for all...\Become the Cavendish family head!\Even though I just learned another spell\oboetate no jumon ja response:	Even though I just learned another spell
context: I thought the ritual to become the family head could only be held on a night when the stars align?\And tonight is that very night, coming just once every several years.\What?!\Tonight, I shall conduct the ritual in the shrine, and once and for all...\Become the Cavendish family head!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell response:	oboetate no jumon ja
context: And tonight is that very night, coming just once every several years.\What?!\Tonight, I shall conduct the ritual in the shrine, and once and for all...\Become the Cavendish family head!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja response:	The things I want to do are still out of reach
context: What?!\Tonight, I shall conduct the ritual in the shrine, and once and for all...\Become the Cavendish family head!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Tonight, I shall conduct the ritual in the shrine, and once and for all...\Become the Cavendish family head!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	The things I want to do are still out of reach
context: Become the Cavendish family head!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	My skills are no match for my fantasies
context: oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies response:	imeeji suru no wa ima yori takaku
