context: Editorial Department response:	Shounen Jack
context: Yeah!\For starters, I think we should give the protagonist a friend who makes wisecracks.\I get it! Otherwise, the story between the protagonist and the heroine drags on and the setting stagnates...\Yeah.\In the end, Aoki won it.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: For starters, I think we should give the protagonist a friend who makes wisecracks.\I get it! Otherwise, the story between the protagonist and the heroine drags on and the setting stagnates...\Yeah.\In the end, Aoki won it.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: I get it! Otherwise, the story between the protagonist and the heroine drags on and the setting stagnates...\Yeah.\In the end, Aoki won it.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: Yeah.\In the end, Aoki won it.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: In the end, Aoki won it.\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	Love Story One-shot Results
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results response:	Within 1000 votes
context: 1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes response:	1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty
context: Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty response:	Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou
context: Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou response:	We did better than Eiji and Iwase, though.
context: Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\Love Story One-shot Results\Within 1000 votes\1 What God gave me... 2 I Don't Understand 3 Boy E Girl B 4 A Small Time 5 LOVE power A to Z 6 Setsuna Yui 7 Fourberty\Aoki Kou Hiramaru Kazuya Arai Kisaku Ashirogi Mutou Niizuma Eiji Fukuda Shinta Akina Aiko Hachihonki Hachirou\We did better than Eiji and Iwase, though. response:	Love Story One-shot Results
